,Concept_ID,kn,pl
1100,rufen::V,ಕರೆ,wołać
1101,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,chełpić się
1102,übersetzen::V,ಭಾಷಾಂತರಿಸು,tłumaczyć
1103,denken::V,ಯೋಚಿಸು,myśleć
1104,glauben::V,ನಂಬು,sądzić
1105,glauben::V,ನಂಬು,wierzyć
1106,bemerken::V,ಗಮನಿಸು,zauważyć
1107,erkennen::V,ಗುರುತುಹಿಡಿ,poznać
1108,begreifen::V,ಗ್ರಹಿಸು,zrozumieć
1109,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,rozumieć
1110,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,dosłyszeć
1111,lernen::V,ಕಲಿ,uczyć się
1112,wissen::V,ಅರಿ,wiedzieć
1113,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,przypomnieć sobie
1114,vergessen::V,ಮರೆತುವಿಡು,zapomnieć
1115,messen::V,ಅಳೆ,mierzyć
1116,zählen::V,ಗಣಿಸು,liczyć
1117,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,rachować
1118,lesen::V,ಓದು,czytać
1119,malen::V,ಬಿಡಿಸು,malować
1120,zeichnen::V,ಬಿಡಿಸು,rysować
1121,schreiben::V,ಬರೆ,pisać
1122,besitzen::V,ಒಡೆಯನಾಗಿರು,posiadać
1123,kaufen::V,ಕೊಳ್ಳು,kupić
1124,verkaufen::V,ಕೊಡು,sprzedać
1125,bezahlen::V,ಬೆಲೆತೆರು,zapłacić
1126,zahlen::V,ಹಣವನ್ನುಕೊಡು,płacić
1127,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,opanować
1128,ertragen::V,ಸಹಿಸು,znieść
