,Concept_ID,kn,pl
57,Geruch::N,ವಾಸನೆ,woń
58,Geruch::N,ವಾಸನೆ,zapach
59,Schlaf::N,ನಿದ್ರೆ,sen
60,Traum::N,ಕನಸು,sen
61,Himmel::N,ಬಾನು,niebo
62,Sonne::N,ಸೂರ್ಯ,słońce
63,Mond::N,ಚಂದ್ರ,księżyc
64,Stern::N,ಚುಕ್ಕಿ,gwiazda
65,Luft::N,ವಾಯು,powietrze
66,Wind::N,ಗಾಳಿ,wiatr
67,Welle::N,ಅಲೆ,fala
68,Wasser::N,ನೀರು,woda
69,Stein::N,ಕಲ್ಲು,kamień
70,Boden::N,ನೆಲ,grunt
71,Erde::N,ಭೂಮಿ,ziemia
72,Staub::N,ದೂಳು,pył
73,Staub::N,ದೂಳು,kurz
74,Rauch::N,ಹೊಗೆ,dym
75,Funke::N,ಕಿಡಿ,iskra
76,Feuer::N,ಬೆಂಕಿ,ogień
77,Licht::N,ಬೆಳಕು,światło
78,Schatten::N,ನೆರಳು,cień
79,Wetter::N,ಹವ,pogoda
80,Nebel::N,ಮಂಜು,mgła
81,Wolke::N,ಮೋಡ,obłok
82,Wolke::N,ಮೋಡ,chmura
83,Regen::N,ಮಳೆ,deszcz
84,Schnee::N,ಹಿಮ,śnieg
85,Eis::N,ಮಂಜುಗಡ್ಡೆ,lód
86,Frost::N,ಮಂಜು,mróz
87,Kälte::N,ಹಿಮ,chłód
88,Hitze::N,ಉಷ್ಣ,gorąco
89,Raureif::N,ಇಬ್ಬನಿ,szron
90,Regenbogen::N,ಇಂದ್ರಚಾಪ,tęcza
91,Donner::N,ಗುಡುಗು,grzmot
92,Strömung::N,ಪ್ರವಾಹ,nurt
93,Tropfen::N,ತೊಟ್ಟು,kropla
94,Schaum::N,ನೊರೆ,piana
95,Schmutz::N,ಕಸ,brud
96,See::N,ಸರೋವರ,jezioro
97,Sumpf::N,ಜೌಗುಸ್ಥಳ,bagno
98,Moor::N,ಬಂಜರು ಭೂಮಿ,bagno
99,Wiese::N,ಹುಲ್ಲುಗಾವಲು,łąka
100,Wald::N,ಕಾಡು,las
101,Hügel::N,ಗುಡ್ಡೆ,pagórek
102,Anhöhe::N,ದಿಬ್ಬ,wzgórze
103,Berg::N,ಮಲೆ,góra
104,Berg::N,ಪರ್ವತ,góra
105,Gipfel::N,ಶೃಂಗ,szczyt
106,Gipfel::N,ಶೃಂಗ,wierzchołek
107,Höhle::N,ಗುಹೆ,pieczara
108,Abhang::N,ಇಳಿಜಾರು,stok
109,Abhang::N,ಇಳಿಜಾರು,zbocze
110,Quelle::N,ಮೂಲ,zdrój
111,Quelle::N,ಮೂಲ,źródło
112,Bach::N,ತೊರೆ,potok
113,Bach::N,ತೊರೆ,strumień
114,Fluss::N,ನದಿ,rzeka
115,Ufer::N,ತೀರ,brzeg
116,Küste::N,ದಂಡೆ,wybrzeże
117,Festland::N,ಭೂಮಿ,ląd
118,Meer::N,ಕಡಲು,morze
119,Bucht::N,ಖಾರಿ,zatoka
120,Insel::N,ದ್ವೀಪ,wyspa
121,Blume::N,ಸುಮ,kwiat
122,Gras::N,ಹುಲ್ಲು,trawa
123,Wurzel::N,ಬೇರು,korzeń
124,Baum::N,ಮರ,drzewo
125,Stamm::N,ಕಾಂಡ,pień
126,Rinde::N,ತೂಗಟಿ,kora
127,Ast::N,ಶಾಖೆ,gałąź
128,Zweig::N,ರೆಂಬೆ,gałąź
129,Blatt::N,ಎಲೆ,liść
130,Birke::N,ಬರ್ಚ್ ಮರ,brzoza
131,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,sosna
132,Weide[Baum]::N,ವಿಲೋಮರ,wierzba
133,Tanne::N,ಭದ್ರದಾರು,jodła
134,Horn::N,ಕೊಂಬು,róg
135,Feder::N,ಪುಕ್ಕ,pióro
136,Fell::N,ರೋಮ,futro
137,Flügel::N,ರೆಕ್ಕೆ,skrzydło
138,Klaue::N,ಪಂಜ,szpon
139,Kralle::N,ಉಗುರು,pazur
140,Schwanz::N,ಬಾಲ,ogon
141,Ei::N,ಮೊಟ್ಟೆ,jajko
142,Nest::N,ಗೂಡು,gniazdo
143,Bau::N,ಅಡಗುದಾಣ,nora
144,Tier::N,ಪ್ರಾಣಿ,zwierzę
145,Herde::N,ಗುಂಪು,stado
146,Herde::N,ಗುಂಪು,trzoda
147,Kuh::N,ಹಸು,krowa
148,Bulle::N,ಗೂಳಿ,byk
149,Pferd::N,ಕುದುರೆ,koń
150,Schaf::N,ಕುರಿ,owca
151,Schwein::N,ಹಂದಿ,świnia
152,Hund::N,ನಾಯಿ,pies
153,Katze::N,ಬೆಕ್ಕು,kot
154,Katze::N,ಬೆಕ್ಕು,kotka
155,Bär::N,ಕರಡಿ,niedźwiedż
156,Eichhörnchen::N,ಉಡುತೆ,wiewiórka
157,Elch::N,ಕಡವೆ,łóś
158,Fuchs::N,ನರಿ,lis
159,Hase::N,ಮೊಲ,zając
160,Maus::N,ಇಲಿ,mysz
161,Wolf::N,ತೋಳ,wilk
162,Vogel::N,ಪಕ್ಷಿ,ptak
163,Schwarm::N,ಗುಂಪು,stado
164,Huhn::N,ಚಿಕ್,kura
165,Hahn::N,ಹುಂಜ,kogut
166,Gans::N,ವರಟೆ,gęś
167,Adler::N,ಗರುಡ,orzeł
168,Ente::N,ಬಾತು,kaczka
169,Eule::N,ಗೂಬೆ,sowa
170,Kranich::N,ಕೊಕ್ಕರ,żuraw
171,Krähe::N,ಕಾಗೆ,wrona
172,Kuckuck::N,ಕೋಗಿಲೆ,kukułka
173,Schwan::N,ಹಂಸಪಕ್ಷಿ,łabędż
174,Fisch::N,ಮೀನು,ryba
175,Barsch::N,ಪರ್ಚ್ ಮೀನು,okoń
176,Hecht::N,ಪೈಕ್ ಮೀನು,szczupak
177,Schlange[Tier]::N,ಹಾವು,wąż
178,Schlange[Tier]::N,ಹಾವು,żmija
179,Wurm::N,ಹುಳು,robak
180,Spinne::N,ಊರ್ಣನಾಭ,pająk
181,Ameise::N,ಇರುವೆ,mrówka
182,Laus::N,ಹೇನು,wesz
183,Mücke::N,ಸೊಳ್ಳೆ,komar
184,Fliege::N,ನೊಣ,mucha
185,Schmetterling::N,ಪತಂಗ,motyl
186,Beere::N,ನಯವಣ್ಣು,jagoda
187,Apfel::N,ಸೇಬು,jabłko
188,Pilz::N,ಅಣಬೆ,grzyb
189,Zwiebel::N,ನೀರುಳ್ಳಿ,cebula
190,Saat::N,ಬಿತ್ತ,siew
191,Korn::N,ಬೀಜ,ziarno
192,Heu::N,ಕರಡ,siano
193,Schale::N,ಹೊಟ್ಟು,łupina
194,Grube::N,ಗುಂಡಿ,dół
195,Grube::N,ಗುಂಡಿ,jama
196,Falle::N,ಬೋನು,pułapka
197,Schlinge::N,ಉರುಲು,sidła
198,Spur::N,ಜಾಡು,ślad
199,Asche::N,ಬೂದಿ,popiół
200,Dreck::N,ಹೊಲಸು,brud
201,Eisen::N,ಕಬ್ಬಿಣ,żelazo
202,Gold::N,ಚಿನ್ನ,złoto
203,Silber::N,ಬೆಳ್ಳಿ,srebro
204,Kohle::N,ಕಲ್ಲಿದ್ದಲು,węgiel
205,Glas::N,ಗಾಜು,szkło
206,Lehm::N,ಜೇಡಿಮಣ್ಣು,glina
207,Sand::N,ಮರಳು,piasek
208,Mensch::N,ಪುರುಷ,człowiek
209,Mann::N,ಆಳು,mężczyzna
210,Frau::N,ಹೆಣ್ಣು,kobieta
211,Kind::N,ಮಗು,dziecko
212,Junge::N,ಹುಡುಗ,chłopak
213,Junge::N,ಹುಡುಗ,chłopiec
214,Mädchen::N,ಹುಡುಗಿ,dziewczynka
215,Familie::N,ಕುಟುಂಬ,rodzina
216,Großvater::N,ಅಜ್ಜ,dziadek
217,Großmutter::N,ಅಮ್ಮ,babka
218,Eltern::N,ಹೆತ್ತವರು,rodzice
219,Vater::N,ತಂದೆ,ojciec
220,Mutter::N,ಅಮ್ಮ,matka
221,Sohn::N,ಮಗ ,syn
222,Tochter::N,ಮಗಳು,córka
223,Bruder::N,ತಮ್ಮ,brat
224,Schwester::N,ತಂಗಿ,siostra
225,Onkel::N,ಸೋದರಮಾವ,wuj
226,Onkel::N,ಸೋದರಮಾವ,stryj
227,Onkel::N,ದೊಡ್ಡಪ್ಪ,wuj
228,Onkel::N,ದೊಡ್ಡಪ್ಪ,stryj
229,Tante::N,ಚಿಕ್ಕಮ್ಮ,ciotka
230,Ehemann::N,ಗಂಡ,mąż
231,Ehefrau::N,ಹೆಂಡತಿ,żona
232,Freude::N,ನಲಿವು,radość
233,Gelächter::N,ನಗೆ,śmiech
234,Glück::N,ಆನಂದ,szczęście
235,Kummer::N,ದುಃಖ,zmartwienie
236,Wunsch::N,ಬಯಕೆ,życzenie
237,Lust::N,ಇಷ್ಟ,chęć
238,Lust::N,ಇಷ್ಟ,ochota
239,Geist::N,ಆತ್ಮ,duch
240,Gedanke::N,ಯೋಚನೆ,myśl
241,Gedächtnis::N,ಸ್ಮರಣೆ,pamięć
242,Verstand::N,ಮನಸ್ಸು,rozum
243,Sinn::N,ಅರ್ಥ,zmysł
244,Grund::N,ಕಾರಣ,powód
245,Wahrheit::N,ಸತ್ಯ,prawda
246,Gespräch::N,ಸಂಭಾಷಣೆ,rozmowa
247,Märchen::N,ಸುಳ್ಳು ಕಥೆ,bajka
248,Erzählung::N,ಕಥೆ,opowiadanie
249,Nachricht::N,ಸಂದೇಶ,wiadomość
250,Neuigkeit::N,ಸುದ್ದಿ,nowina
251,Name::N,ಹೆಸರು,imię
252,Rätsel::N,ಒಗಟು,zagadka
253,Rede::N,ಮಾತು,mowa
254,Sprache::N,ಭಾಷೆ,język
255,Stimme::N,ಧ್ವನಿ,głos
256,Wort::N,ಮಾತು,słowo
257,Zeichen::N,ಗುರುತು,znak
258,Ruf::N,ಕೂಗು,wołanie
259,Lärm::N,ಸದ್ದು,hałas
260,Lärm::N,ಸದ್ದು,zgiełk
261,Laut::N,ಶಬ್ದ,dźwięk
262,Ton::N,ನಾದ,ton
263,Ton::N,ನಾದ,dźwięk
264,Lied::N,ಗಾನ,pieśń
265,Lied::N,ಗಾನ,piosenka
266,Ruhe::N,ಶಾಂತಿ,spokój
267,Leute::N,ಮಂದಿ,ludzie
268,Volk::N,ಜನಾಂಗ,naród
269,Arbeit::N,ಕೆಲಸ,praca
270,Arbeit::N,ಕೆಲಸ,robota
271,Gast::N,ಅತಿಥಿ,gość
272,Geschenk::N,ಕಾಣಿಕೆ,prezent
273,Geschenk::N,ಕಾಣಿಕೆ,podarunek
274,Spiel::N,ಆಟ,gra
275,Spiel::N,ಆಟ,zabawa
276,Gesellschaft::N,ಸಂಗ,towarzystwo
277,Hilfe::N,ಸಹಾಯ,pomoc
278,Freund::N,ಸ್ನೇಹಿತ,przyjaciel
279,Kamerad::N,ಜೊತೆಗಾರ,kolega
280,Angelegenheit::N,ವಿಚಾರ,sprawa
281,Anzahl::N,ಎಣಿಕೆ,ilość
282,Art::N,ತರ,rodzaj
283,Stück::N,ತುಂಡು,kawałek
284,Teil::N,ಭಾಗ,część
285,Hälfte::N,ಅರ್ಧ,połowa
286,Kreis::N,ವೃತ್ತ,krąg
287,Kreuz::N,ಶಿಲುಬೆ,krzyż
288,Linie::N,ರೀಖೆ,linia
289,Strich::N,ಗೀಟು,kreska
290,Abstand::N,ಅಂತರ,odstęp
291,Entfernung::N,ದೂರ,odległość
292,Gegend::N,ವಿಸ್ತೀರ್ಣ,okolica
293,Platz::N,ಅಂತರ,miejsce
294,Ort::N,ಸ್ಥಳ,miejsce
295,Seite::N,ಪಕ್ಷ,bok
296,Seite::N,ಪಕ್ಷ,strona
297,Mitte::N,ನಡು,środek
298,Gegenstand::N,ವಸ್ತು,przedmiot
299,Sache::N,ವಸ್ತು,rzecz
300,Rand::N,ಅಂಚು,skraj
301,Rand::N,ಅಂಚು,krawędź
302,Kante::N,ಅಂಚು,kant
303,Kante::N,ಅಂಚು,krawędź
304,Ecke::N,ಮೂಲೆ,róg
305,Spitze::N,ತುದಿ,ostrze
306,Ende::N,ಕೊನೆ,koniec
307,Loch::N,ತೂತು,dziura
308,Winkel::N,ಕೋನ,kąt
309,Winkel::N,ಕೋನ,kącik
310,Muster::N,ನಮೂನೆ,wzór
311,Größe::N,ಪ್ರಮಾಣ,rozmiar
312,Größe::N,ಪ್ರಮಾಣ,wielkość
313,Länge::N,ಉದ್ದ,długość
314,Höhe::N,ಎತ್ತರ,wysokość
315,Gewicht::N,ತೂಕ,ciężar
316,Menge::N,ಮೊತ್ತ,ilość
317,Haufen::N,ರಾಶಿ,kupa
318,Reihe::N,ಸಾಲು,rząd
319,Reihe::N,ಸಾಲು,szereg
320,Boot::N,ದೋಣಿ,łódź
321,Boot::N,ದೋಣಿ,łódka
322,Ruder::N,ಹುಟ್ಟು,wiosło
323,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,sanki
324,Ski::N,ಜಾರುಪಟ್ಟಿ,narta
325,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,ognisko
326,Last::N,ಹೊರೆ,ciężar
327,Last::N,ಹೊರೆ,brzemię
328,Gang::N,ತಿರುಗಾಟ,chód
329,Schritt::N,ಹೆಜ್ಜೆ,krok
330,Norden::N,ಉತ್ತರ,północ
331,Süden::N,ದಕ್ಷಿಣ,południe
332,Westen::N,ಪಶ್ಚಿಮ,zachód
333,Osten::N,ಮೂಡಲು,wschód
334,Holz::N,ಚೌಬೀನೆ,drzewo
335,Brett::N,ಹಲಗೆ,deska
336,Platte::N,ಹಲಗೆ,płyta
337,Stütze::N,ಆಸರೆ,podpora
338,Stange::N,ಕಂಬ,drąg
339,Stange::N,ಕಂಬ,żerdź
340,Stock::N,ಕೋಲು,kij
341,Stock::N,ಕೋಲು,laska
342,Stab::N,ದೊಣ್ಣೆ,pręt
343,Rohr::N,ನಳಿಕೆ,rura
344,Haus::N,ಮನೆ,dom
345,Heim::N,ಗೃಹ,dom
346,Ofen::N,ಒಲೆ,piec
347,Fußboden::N,ನೆಲ,podłoga
348,Tisch::N,ಮೇಜು,stół
349,Stuhl::N,ಕುರ್ಚಿ,krzesło
350,Wiege::N,ತೊಟ್ಟಿಲು,kołyska
351,Bett::N,ಹಾಸಿಗೆ,łóżko
352,Bett::N,ಹಾಸಿಗೆ,pościel
353,Regal::N,ಬೀರು,regał
354,Kiste::N,ಪಟ್ಟಿಗೆ,skrzynia
355,Fenster::N,ಕಿಟಕಿ,okno
356,Tür::N,ಬಾಗಿಲು,drzwi
357,Tor::N,ಹೆಬ್ಬಾಗಿಲು,brama
358,Zaun::N,ಬೇಲಿ,płot
359,Zaun::N,ಬೇಲಿ,parkan
360,Dach::N,ಮಾಳಿಗೆ,dach
361,Leiter::N,ಏಣಿ,drabina
362,Besen::N,ಪೊರಕೆ,miotła
363,Spaten::N,ಗುದ್ದಲಿ,rydel
364,Schaufel::N,ಸನಿಕೆ,łopata
365,Gabel::N,ಕವಲು,widelec
366,Löffel::N,ಚಮಚ,łyżka
367,Messer::N,ಚಾಕು,nóż
368,Nagel::N,ಆಣಿ,gwóźdź
369,Netz::N,ಬಲೆ,sieć
370,Haken::N,ಕೊಂಡಿ,hak
371,Griff::N,ಹಿಡಿ,chwyt
372,Schloss::N,ವೀಗ,zamek
373,Bild::N,ಚಿತ್ರ,obraz
374,Figur::N,ಆಕಾರ,figura
375,Puppe::N,ಗೊಂಬೆ,lalka
376,Beutel::N,ಸಂಚಿ,torba
377,Bündel::N,ಕಟ್ಟು,wiązka
378,Tasche::N,ಚೀಲ,torba
379,Eimer::N,ಬಾನೆ,kubeł
380,Eimer::N,ಬಾನೆ,wiadro
381,Deckel::N,ಮುಚ್ಚಳ,przykrywka
382,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,statki
383,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,naczynia
384,Sack::N,ಮೂಟೆ,worek
385,Tasse::N,ಬಟ್ಟಲು,filiżanka
386,Topf::N,ಮಡಕೆ,garnek
387,Kessel::N,ಕೆಟಲ್,kocioł
388,Essen::N,ಊಟ,jedzenie
389,Nahrung::N,ಆಹಾರ,pokarm
390,Nahrung::N,ಆಹಾರ,pożywienie
391,Speise::N,ಊಟ,potrawa
392,Speise::N,ಊಟ,jedzenie
393,Fleisch::N,ಮಾಂಸ,mięso
394,Getreide::N,ಧಾನ್ಯ,zboże
395,Brei::N,ಗಂಜಿ,kasza
396,Brot::N,ರೊಟ್ಟಿ,chleb
397,Scheibe::N,ಹೋಳು,kromka
398,Fett::N,ಕೊಬ್ಬು,tłuszcz
399,Butter::N,ಬೆಣ್ಣೆ,masło
400,Öl::N,ಎಣ್ಣೆ,olej
401,Salz::N,ಉಪ್ಪು,sól
402,Suppe::N,ಎಸರು,zupa
403,Honig::N,ಮಧು,miód
404,Milch::N,ಹಾಲು,mleko
405,Tee::N,ಚಹ,herbata
406,Leder::N,ಚಕ್ಕಳ,skóra
407,Wolle::N,ಉಣ್ಣೆ,wełna
408,Stoff::N,ಬಟ್ಟೆ,tkanina
409,Stoff::N,ಬಟ್ಟೆ,materiał
410,Nadel::N,ಸೂಜಿ,igła
411,Faden::N,ದಾರ,nić
412,Faden::N,ದಾರ,nitka
413,Knopf::N,ಗುಂಡು,guzik
414,Knoten::N,ಗಂಟು,węzeł
415,Farbe::N,ಬಣ್ಣ,farba
416,Kleidung::N,ಅರಿವೆ,odzież
417,Hemd::N,ಅಂಗಿ,koszula
418,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,kołnierz
419,Ärmel::N,ತೋಳು,rękaw
420,Hose::N,ಇಜಾರ,spodnie
421,Gürtel::N,ಬೆಲ್ಟು,pasek
422,Mütze::N,ಟೋಪಿ,czapka
423,Schuh::N,ಪಾದರಕ್ಷೆ,but
424,Schuh::N,ಪಾದರಕ್ಷೆ,bucik
425,Stiefel::N,ಬೂಟು,but
426,Stiefel::N,ಬೂಟು,kozak
427,Ring::N,ಉಂಗುರ,pierścień
428,Band::N,ರಿಬ್ಬನ್,wstęga
429,Kamm::N,ಹಣಿಗೆ,grzebień
430,Spiegel::N,ಕನ್ನಡಿ,lustro
431,Riemen::N,ಬಾರು,rzemień
432,Schnur::N,ಹುರಿ,sznur
433,Leine::N,ಹಗ್ಗ,smycz
434,Decke::N,ಕಂಬಳಿ,kołdra
435,Kissen::N,ದಿಂಬು,poduszka
436,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,chustka
437,Handtuch::N,ಚೌಕ,ręcznik
438,Kraft::N,ಬಲ,moc
439,Kraft::N,ಬಲ,siła
440,Stärke::N,ಶಕ್ತಿ,moc
441,Stärke::N,ಶಕ್ತಿ,siła
442,Gesundheit::N,ಆರೋಗ್ಯ,zdrowie
443,Krankheit::N,ರೋಗ,choroba
444,Schmerz::N,ನೋವು,ból
445,Wunde::N,ಗಾಯ,rana
446,Fieber::N,ಜ್ವರ,gorączka
447,Arznei::N,ಔಷಧ,lekarstwo
448,Brücke::N,ಸೇತುವೆ,most
449,Brunnen::N,ಬಾವಿ,studnia
450,Weide::N,ಗೋಮಾಳ,pastwisko
451,Pfad::N,ದಾರಿ,ścieżka
452,Weg::N,ಹಾದಿ,droga
453,Straße::N,ರಸ್ತೆ,ulica
454,Dorf::N,ಹಳ್ಳಿ,wieś
455,Stadt::N,ಪಟ್ಟಣ,miasto
456,Brief::N,ಕಾಗದ,list
457,Buch::N,ಪುಸ್ತಕ,książka
458,Buchstabe::N,ಅಕ್ಷರ,litera
459,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,gazeta
460,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,dziennik
461,Leben::N,ಜೀವನ,życie
462,Tod::N,ಮರಣ,śmierć
463,Grab::N,ಗೋರಿ,grób
464,Kirche::N,ಚರ್ಚು,kościół
465,Sünde::N,ಪಾಪ,grzech
466,Gott::N,ದೇವರು,bóg
467,Arbeiter::N,ಕೆಲಸಗಾರ,robotnik
468,Chef::N,ದಣಿ,szef
469,Meister::N,ಶಿಕ್ಷಕ,mistrz
470,Meister::N,ಶಿಕ್ಷಕ,majster
471,Arzt::N,ವೈದ್ಯ,lekarz
472,Lehrer::N,ಉಪಾಧ್ಯಾಯ,nauczyciel
473,Geld::N,ಹಣ,pieniądze
474,Geschäft::N,ವಾಣಿಜ್ಯ,sprawa
475,Geschäft::N,ವಾಣಿಜ್ಯ,interes
476,Laden::N,ಅಂಗಡಿ,sklep
477,Preis::N,ಬೆಲೆ,cena
478,Ware::N,ಸರಕು,towar
479,Nutzen::N,ಲಾಭ,pożytek
480,Reichtum::N,ಸಂಪತ್ತು,bogactwo
481,Welt::N,ಭೂಲೋಕ,świat
482,Land::N,ದೇಶ,kraj
483,Staat::N,ರಾಜ್ಯ,państwo
484,König::N,ರಾಜ,król
485,Macht::N,ಅಧಿಕಾರ,władza
486,Grenze::N,ಗಡಿ,granica
487,Krieg::N,ಯುದ್ಧ,wojna
488,Feind::N,ಶತ್ರು,wróg
489,Gewalt::N,ಹಿಂಸೆ,władza
490,Kampf::N,ಹೋರಾಟ,bój
491,Kampf::N,ಹೋರಾಟ,walka
492,Bogen[Waffe]::N,ಬಿಲ್ಲು,łuk
493,Pfeil::N,ಅಂಬು,strzała
494,Gewehr::N,ಬಂದೂಕು,karabin
495,Fehler::N,ತಪ್ಪು,błąd
496,Lüge::N,ಸುಳ್ಳು,kłamstwo
497,Schaden::N,ಹಾನಿ,szkoda
498,Unglück::N,ಅಪಾಯ,nieszczęście
499,Schuld::N,ದೋಷ,wina
500,Alter::N,ಮುಪ್ಪು,wiek
501,Schluss::N,ಮುಕ್ತಾಯ,koniec
502,Schluss::N,ಮುಕ್ತಾಯ,zakończenie
503,Zeit::N,ಕಾಲ,czas
504,Tag::N,ದಿನ,dzień
505,Morgen::N,ಮುಂಜಾನೆ,ranek
506,Morgen::N,ಮುಂಜಾನೆ,poranek
507,Mittag::N,ನಡುಹಗಲು,południe
508,Abend::N,ಸಂಜೆ,wieczór
509,Nacht::N,ರಾತ್ರಿ,noc
510,Woche::N,ವಾರ,tydzień
511,Monat::N,ತಿಂಗಳು,miesiąc
512,Jahr::N,ಸಂವತ್ಸರ,rok
513,Frühling::N,ವಸಂತ,wiosna
514,Sommer::N,ಬಿಸಿಲುಕಾಲ,lato
515,Herbst::N,ಶರತ್ಕಾಲ,jesień
516,Winter::N,ಚಳಿಗಾಲ,zima
517,Januar::N,ನಾಲ್ಚಳಿ,styczeń
518,Februar::N,ಅಯ್ಚಳಿ,luty
519,März::N,ಮೊಬ್ಬೇಸಿಗೆ,marzec
520,April::N,ಇಬ್ಬೇಸಿಗೆ,kwiecień
521,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,maj
522,Juni::N,ಮೊಮ್ಮಳೆ,czerwiec
523,Juli::N,ಇಮ್ಮಳೆ,lipiec
524,August::N,ಮುಮ್ಮಳೆ,sierpień
525,September::N,ನಾಲ್ಮಳೆ,wrzesień
526,Oktober::N,ಮೊಚ್ಚಳಿ,październik
527,November::N,ಇಚ್ಚಳಿ,listopad
528,Dezember::N,ಮುಚ್ಚಳಿ,grudzień
529,Montag::N,ಸೋಮುವಾರ,poniedziałek
530,Dienstag::N,ಮಂಗಳವಾರ,wtorek
531,Mittwoch::N,ಬುಧವಾರ,środa
532,Donnerstag::N,ಗುರುವಾರ,czwartek
533,Freitag::N,ಶುಕ್ರವಾರ,piątek
534,Samstag::N,ಶನಿವಾರ,sobota
535,Sonntag::N,ಭಾನುವಾರ,niedziela
536,groß::A,ದೊಡ್ಡ,duży
537,groß::A,ದೊಡ್ಡ,wielki
538,klein::A,ಪುಟ್ಟ,mały
539,lang::A,ದೀರ್ಘ,długi
540,kurz::A,ಚಕ್ಕ,krótki
541,breit::A,ಅಗಲವಾದ,szeroki
542,schmal::A,ಇಕ್ಕಟ್ಟಾದ,wąski
543,dicht::A,ದಟ್ಟ,gęsty
544,dick[Gegenstand]::A,ದಟ್ಟ,gruby
545,dünn::A,ತೆಳು,cienki
546,fein::A,ಕೋಮಲ,drobny
547,fest::A,ಘನ,mocny
548,fest::A,ಘನ,twardy
549,flach::A,ಚಪ್ಪಟೆ,płaski
550,glatt::A,ನಯ,gładki
551,hart::A,ಗಟ್ಟಿ,twardy
552,weich::A,ಮೃದುವಾದ,miękki
553,rund::A,ವರ್ತುಳ,okrągły
554,spitz::A,ಮೊನಚಾದ,spiczasty
555,scharf::A,ತೀಕ್ಷ್ಣ,ostry
556,stumpf::A,ಮೊಂಡು,tępy
557,schwer::A,ಭಾರಿ,ciężki
558,schön::A,ಸುಂದರ,ładny
559,schön::A,ಸುಂದರ,piękny
560,heiß::A,ಬಿಸಿ,gorący
561,warm::A,ಬಿಸಿ,ciepły
562,kalt::A,ತಣ್ಣನೆಯ,zimny
563,kühl::A,ತಂಪಾದ,chłodny
564,frisch::A,ನಿರ್ಮಲ,świeży
565,feucht::A,ಒದ್ದೆಯಾದ,wilgotny
566,nass::A,ಒದ್ದೆಯಾದ,mokry
