,Concept_ID,sv,es
243,Junge::N,pojke,muchacho
244,Mädchen::N,flicka,chica
245,Mädchen::N,flicka,muchacha
246,Familie::N,familj,familia
247,Großvater::N,morfar,abuelo
248,Großmutter::N,farmor,abuela
249,Eltern::N,föräldrar,padres
250,Vater::N,far,padre
251,Mutter::N,mor,madre
252,Sohn::N,son,hijo
253,Tochter::N,dotter,hija
254,Bruder::N,bror,hermano
255,Schwester::N,syster,hermana
256,Onkel::N,morbror,tío
257,Tante::N,tant,tía
258,Ehemann::N,äkta man,esposo
259,Ehefrau::N,hustru,esposa
260,Freude::N,fröjd,placer
261,Freude::N,fröjd,alegría
262,Freude::N,glädje,placer
263,Freude::N,glädje,alegría
264,Gelächter::N,åtlöje,risa
265,Gelächter::N,åtlöje,carcajada
266,Glück::N,lycka,felicidad
267,Kummer::N,sorg,pena
268,Wunsch::N,önskan,deseo
269,Lust::N,lust,ganas
270,Geist::N,ande,mente
271,Geist::N,ande,espíritu
272,Gedanke::N,tanke,idea
273,Gedanke::N,tanke,pensamiento
274,Gedächtnis::N,minne,memoria
275,Verstand::N,förstånd,razón
276,Verstand::N,förstånd,entendimiento
277,Sinn::N,mening,sentido
278,Sinn::N,mening,significado
279,Sinn::N,betydelse,sentido
280,Sinn::N,betydelse,significado
281,Grund::N,skäl,causa
282,Grund::N,grund,causa
283,Wahrheit::N,sanning,verdad
284,Gespräch::N,samtal,conversación
285,Märchen::N,saga,cuento
286,Erzählung::N,berättelse,cuento
287,Erzählung::N,berättelse,narración
288,Nachricht::N,meddelande,mensaje
289,Neuigkeit::N,nyhet,noticia
290,Name::N,namn,nombre
291,Rätsel::N,gåta,acertijo
292,Rätsel::N,gåta,adivinanza
293,Rede::N,tal,discurso
294,Sprache::N,språk,lengua
295,Stimme::N,stämma,voz
296,Wort::N,ord,palabra
297,Zeichen::N,tecken,señal
298,Ruf::N,rop,llamada
299,Lärm::N,bråk,ruido
300,Lärm::N,bråk,barullo
301,Lärm::N,oväsen,ruido
302,Lärm::N,oväsen,barullo
303,Laut::N,ljud,sonido
304,Ton::N,ton,tono
305,Lied::N,sång,canción
306,Ruhe::N,ro,calma
307,Ruhe::N,ro,silencio
308,Ruhe::N,lugn,calma
309,Ruhe::N,lugn,silencio
310,Leute::N,folk,gente
311,Volk::N,folk,pueblo
312,Arbeit::N,arbete,trabajo
313,Gast::N,gäst,huésped
314,Gast::N,gäst,invitado
315,Geschenk::N,gåva,regalo
316,Geschenk::N,present,regalo
317,Spiel::N,lek,juego
318,Spiel::N,spel,juego
319,Gesellschaft::N,sällskap,compañía
320,Hilfe::N,hjälp,ayuda
321,Hilfe::N,hjälp,socorro
322,Freund::N,vän,amigo
323,Kamerad::N,kamrat,camarada
324,Kamerad::N,kamrat,compañero
325,Angelegenheit::N,ärende,asunto
326,Angelegenheit::N,angelägenhet,asunto
327,Anzahl::N,antal,cantidad
328,Art::N,art,tipo
329,Art::N,art,clase
330,Art::N,slag,tipo
331,Art::N,slag,clase
332,Stück::N,stycke,pieza
333,Teil::N,del,parte
334,Hälfte::N,halva,mitad
335,Kreis::N,krets,círculo
336,Kreis::N,cirkel,círculo
337,Kreuz::N,kors,cruz
338,Kreuz::N,kryss,cruz
339,Linie::N,linje,línea
340,Strich::N,streck,raya
341,Strich::N,streck,trazo
342,Abstand::N,avstånd,distancia
343,Entfernung::N,avstånd,distancia
344,Gegend::N,trakt,región
345,Gegend::N,trakt,comarca
346,Platz::N,plats,espacio
347,Ort::N,plats,sitio
348,Ort::N,ställe,sitio
349,Seite::N,sida,lado
350,Seite::N,sida,costado
351,Mitte::N,mitt,medio
352,Mitte::N,mitt,centro
353,Gegenstand::N,föremål,objeto
354,Sache::N,sak,cosa
355,Rand::N,rand,borde
356,Kante::N,kant,borde
357,Ecke::N,vrå,esquina
358,Ecke::N,hörn,esquina
359,Spitze::N,spets,punta
360,Ende::N,ända,cabo
361,Ende::N,ända,extremo
362,Loch::N,hål,agujero
363,Loch::N,hål,abertura
364,Winkel::N,vinkel,ángulo
365,Muster::N,mönster,dibujo
366,Größe::N,storlek,tamaño
367,Länge::N,längd,longitud
368,Höhe::N,höjd,altura
369,Höhe::N,höjd,altitud
370,Gewicht::N,tyngd,peso
371,Menge::N,mängd,cantidad
372,Haufen::N,hög,montón
373,Reihe::N,rad,fila
374,Boot::N,båt,bote
375,Boot::N,båt,barca
376,Ruder::N,åra,remo
377,Schlitten::N,släde,trineo
378,Ski::N,skida,esquí
379,Lagerfeuer::N,lägereld,hoguera
380,Last::N,last,carga
381,Last::N,börda,carga
382,Gang::N,gång,marcha
383,Schritt::N,steg,paso
384,Norden::N,norr,norte
385,Süden::N,söder,sur
386,Westen::N,väster,oeste
387,Osten::N,öster,este
388,Holz::N,trä,madera
389,Brett::N,bräda,tabla
390,Platte::N,platta,placa
391,Platte::N,platta,plancha
392,Stütze::N,stöd,sostén
393,Stütze::N,stöd,soporte
394,Stütze::N,stötta,sostén
395,Stütze::N,stötta,soporte
396,Stange::N,stång,vara
397,Stange::N,stång,percha
398,Stock::N,käpp,palo
399,Stock::N,käpp,bastón
400,Stock::N,pinne,palo
401,Stock::N,pinne,bastón
402,Stab::N,stav,vara
403,Stab::N,stav,bastón
404,Rohr::N,rör,tubo
405,Haus::N,hus,casa
406,Heim::N,hem,hogar
407,Ofen::N,ugn,estufa
408,Fußboden::N,golv,suelo
409,Tisch::N,bord,mesa
410,Stuhl::N,stol,silla
411,Wiege::N,vagga,cuna
412,Bett::N,säng,cama
413,Regal::N,hylla,estantería
414,Kiste::N,låda,caja
415,Fenster::N,fönster,ventana
416,Tür::N,dörr,puerta
417,Tor::N,port,puerta
418,Zaun::N,staket,valla
419,Zaun::N,staket,cercado
420,Zaun::N,stängsel,valla
421,Zaun::N,stängsel,cercado
422,Dach::N,tak,techo
423,Dach::N,tak,tejado
424,Leiter::N,stege,escalera
425,Besen::N,kvast,escoba
426,Spaten::N,spade,pala
427,Schaufel::N,skovel,pala
428,Schaufel::N,skovel,paleta
429,Schaufel::N,skyffel,pala
430,Schaufel::N,skyffel,paleta
431,Gabel::N,gaffel,tenedor
432,Löffel::N,sked,cuchara
433,Messer::N,kniv,cuchillo
434,Nagel::N,spik,clavo
435,Netz::N,nät,red
436,Haken::N,krok,gancho
437,Haken::N,krok,corchete
438,Griff::N,tag,asa
439,Griff::N,tag,mango
440,Griff::N,handtag,asa
441,Griff::N,handtag,mango
442,Schloss::N,las,cerradura
443,Bild::N,bild,imagen
444,Figur::N,figur,figura
445,Puppe::N,docka,muñeca
446,Beutel::N,påse,bolsa
447,Bündel::N,bunt,haz
448,Bündel::N,knippa,haz
449,Tasche::N,väska,bolso
450,Eimer::N,hink,cubo
451,Eimer::N,ämbar,cubo
452,Deckel::N,lock,tapa
453,Deckel::N,lock,tapadera
454,Geschirr::N,servis,vajilla
455,Geschirr::N,porslin,vajilla
456,Sack::N,säck,saco
457,Tasse::N,kopp,taza
458,Topf::N,gryta,olla
459,Topf::N,gryta,marmita
460,Topf::N,kastrull,olla
461,Topf::N,kastrull,marmita
462,Kessel::N,kittel,caldera
463,Essen::N,mål,comida
464,Nahrung::N,näring,alimento
465,Speise::N,maträtt,plato
466,Fleisch::N,kött,carne
467,Getreide::N,säd,cereales
468,Getreide::N,spannmål,cereales
469,Brei::N,gröt,puré
470,Brei::N,gröt,papilla
471,Brot::N,bröd,pan
472,Scheibe::N,skiva,lonja
473,Scheibe::N,skiva,rebanada
474,Fett::N,fett,grasa
475,Butter::N,smör,mantequilla
476,Öl::N,olja,aceite
477,Salz::N,salt,sal
478,Suppe::N,soppa,sopa
479,Honig::N,honung,miel
480,Milch::N,mjölk,leche
481,Tee::N,te,té
482,Leder::N,läder,cuero
483,Wolle::N,ull,lana
484,Wolle::N,ylle,lana
485,Stoff::N,tyg,tela
486,Stoff::N,tyg,tejido
487,Stoff::N,stoff,tela
488,Stoff::N,stoff,tejido
489,Nadel::N,nål,aguja
490,Faden::N,tråd,hilo
491,Knopf::N,knapp,botón
492,Knoten::N,knut,nudo
493,Farbe::N,färg,pintura
494,Kleidung::N,klädsel,ropa
495,Kleidung::N,klädsel,vestidos
496,Hemd::N,skjorta,camisa
497,Kragen::N,krage,cuello
498,Ärmel::N,ärm,manga
499,Hose::N,byxor,pantalón
500,Gürtel::N,bälte,cinturón
501,Mütze::N,mössa,gorro
502,Schuh::N,sko,zapato
503,Stiefel::N,stövel,bota
504,Ring::N,ring,anillo
505,Band::N,band,cinta
506,Kamm::N,kam,peine
507,Spiegel::N,spegel,espejo
508,Riemen::N,rem,correa
509,Schnur::N,snöre,cuerda
510,Leine::N,lina,correa
511,Decke::N,täcke,manta
512,Kissen::N,dyna,almohada
513,Kissen::N,kudde,almohada
514,Tuch::N,sjal,pañuelo
515,Handtuch::N,handduk,toalla
516,Kraft::N,kraft,fuerza
517,Stärke::N,styrka,fuerza
518,Gesundheit::N,hälsa,salud
519,Krankheit::N,sjukdom,enfermedad
520,Schmerz::N,smärta,dolor
521,Wunde::N,sår,llaga
522,Wunde::N,sår,herida
523,Fieber::N,feber,fiebre
524,Arznei::N,medicin,medicina
525,Arznei::N,medicin,medicamento
526,Arznei::N,läkemedel,medicina
527,Arznei::N,läkemedel,medicamento
528,Brücke::N,bro,puente
529,Brunnen::N,brunn,pozo
530,Weide::N,bete,pasto
531,Pfad::N,stig,sendero
532,Weg::N,väg,camino
533,Straße::N,gata,vía
534,Straße::N,gata,carretera
535,Dorf::N,by,aldea
536,Dorf::N,by,pueblo
537,Stadt::N,stad,ciudad
538,Brief::N,brev,carta
539,Buch::N,bok,libro
540,Buchstabe::N,bokstav,letra
541,Buchstabe::N,bokstav,carácter
542,Zeitung::N,tidning,diario
543,Zeitung::N,tidning,periódico
544,Leben::N,liv,vida
545,Tod::N,död,muerte
546,Grab::N,grav,tumba
547,Grab::N,grav,sepulcro
548,Kirche::N,kyrka,iglesia
549,Sünde::N,synd,pecado
550,Gott::N,gud,dios
551,Arbeiter::N,arbetare,obrero
552,Arbeiter::N,arbetare,trabajador
553,Chef::N,chef,jefe
554,Meister::N,mästare,maestro
555,Arzt::N,läkare,médico
556,Lehrer::N,lärare,profesor
557,Geld::N,pengar,dinero
558,Geschäft::N,rörelse,negocio
559,Laden::N,affär,tienda
560,Preis::N,pris,precio
561,Ware::N,vara,mercancía
562,Nutzen::N,gagn,provecho
563,Nutzen::N,nytta,provecho
564,Reichtum::N,rikedom,riqueza
565,Welt::N,värld,mundo
566,Land::N,land,país
567,Staat::N,stat,Estado
568,König::N,kung,rey
569,König::N,konung,rey
570,Macht::N,makt,poder
571,Macht::N,makt,potencia
572,Grenze::N,gräns,frontera
573,Krieg::N,krig,guerra
574,Feind::N,fiende,enemigo
575,Gewalt::N,våld,violencia
576,Kampf::N,kamp,lucha
577,Kampf::N,kamp,combate
578,Kampf::N,strid,lucha
579,Kampf::N,strid,combate
580,Bogen[Waffe]::N,båge,arco
581,Pfeil::N,pil,flecha
582,Gewehr::N,gevär,fusil
583,Gewehr::N,gevär,escopeta
584,Fehler::N,fel,error
585,Lüge::N,lögn,mentira
586,Schaden::N,skada,daño
587,Unglück::N,otur,desgracia
588,Unglück::N,olycka,desgracia
589,Schuld::N,skuld,culpa
590,Alter::N,ålder,edad
591,Schluss::N,slut,fin
592,Schluss::N,slut,final
593,Zeit::N,tid,tiempo
594,Tag::N,dag,día
595,Morgen::N,morgon,mañana
596,Mittag::N,middag,mediodía
597,Abend::N,kväll,noche
598,Nacht::N,natt,noche
599,Woche::N,vecka,semana
600,Monat::N,månad,mes
601,Jahr::N,år,año
602,Frühling::N,vår,primavera
603,Sommer::N,sommar,verano
604,Herbst::N,höst,otoño
605,Winter::N,vinter,invierno
606,Januar::N,januari,enero
607,Februar::N,februari,febrero
608,März::N,mars,marzo
609,April::N,april,abril
610,Mai::N,maj,mayo
611,Juni::N,juni,junio
612,Juli::N,juli,julio
613,August::N,augusti,agosto
614,September::N,september,septiembre
615,Oktober::N,oktober,octubre
616,November::N,november,noviembre
617,Dezember::N,december,diciembre
618,Montag::N,måndag,lunes
619,Dienstag::N,tisdag,martes
620,Mittwoch::N,onsdag,miércoles
621,Donnerstag::N,torsdag,jueves
622,Freitag::N,fredag,viernes
623,Samstag::N,lördag,sábado
624,Sonntag::N,söndag,domingo
625,groß::A,stor,grande
626,klein::A,liten,pequeño
627,lang::A,lång,largo
628,kurz::A,kort,corto
629,breit::A,bred,ancho
630,schmal::A,smal,estrecho
631,dicht::A,tät,denso
632,dick[Gegenstand]::A,tjock,grueso
633,dünn::A,tunn,fino
634,dünn::A,tunn,delgado
635,fein::A,fin,fino
636,fein::A,fin,delicado
637,fest::A,fast,firme
638,fest::A,fast,sólido
639,flach::A,platt,plano
640,glatt::A,glatt,liso
641,hart::A,hård,duro
642,weich::A,mjuk,muelle
643,rund::A,rund,redondo
644,spitz::A,toppig,agudo
645,spitz::A,toppig,apuntado
646,spitz::A,spetsig,agudo
647,spitz::A,spetsig,apuntado
648,scharf::A,vass,agudo
649,scharf::A,vass,afilado
650,scharf::A,skarp,agudo
651,scharf::A,skarp,afilado
652,stumpf::A,slö,sin filo
653,schwer::A,tung,pesado
654,schön::A,skön,bello
655,schön::A,skön,hermoso
656,schön::A,vacker,bello
657,schön::A,vacker,hermoso
658,heiß::A,het,caluroso
659,warm::A,varm,cálido
660,warm::A,varm,caliente
661,kalt::A,kall,frío
662,kühl::A,sval,fresco
663,kühl::A,kylig,fresco
664,frisch::A,färsk,fresco
665,feucht::A,fuktig,húmedo
666,nass::A,våt,mojado
667,trocken::A,torr,seco
668,voll::A,full,lleno
669,leer::A,tom,vacío
670,offen::A,öppen,abierto
671,geschlossen::A,stängd,cerrado
672,sauber::A,ren,limpio
673,schmutzig::A,snuskig,sucio
674,roh::A,rå,crudo
675,reif::A,mogen,maduro
676,lecker::A,läcker,rico
677,lecker::A,läcker,sabroso
678,süß::A,söt,dulce
679,bitter::A,besk,amargo
680,bitter::A,bitter,amargo
681,sauer::A,sur,agrio
682,hell::A,ljus,claro
683,dunkel::A,mörk,oscuro
684,schwarz::A,svart,negro
685,weiß::A,vit,blanco
686,rot::A,röd,rojo
687,gelb::A,gul,amarillo
688,blau::A,blå,azul
689,grün::A,grön,verde
690,grau::A,grå,gris
691,bunt::A,brokig,multicolor
692,billig::A,billig,barato
693,teuer::A,dyr,caro
694,wertvoll::A,värdefull,valioso
695,wertvoll::A,värdefull,precioso
696,blind::A,blind,ciego
697,taub::A,döv,sordo
698,kräftig::A,kraftig,fuerte
699,stark::A,stark,fuerte
700,stark::A,stark,vigoroso
701,schwach::A,svag,débil
702,fett::A,fet,obeso
703,schlank::A,slank,esbelto
704,hübsch::A,snygg,mono
705,hübsch::A,snygg,guapo
706,hübsch::A,vacker,mono
707,hübsch::A,vacker,guapo
708,böse::A,ond,malo
709,böse::A,elak,malo
710,dumm::A,dum,tonto
711,dumm::A,dum,estúpido
712,faul::A,lat,vago
713,faul::A,lat,perezoso
714,fleißig::A,flitig,aplicado
715,fleißig::A,flitig,diligente
716,geizig::A,snål,avaro
717,geizig::A,girig,avaro
718,klug::A,klok,sensato
719,klug::A,klok,inteligente
720,geschickt::A,händig,hábil
721,geschickt::A,skicklig,hábil
722,lieb::A,kär,querido
723,lieb::A,snäll,querido
724,lustig::A,rolig,alegre
725,lustig::A,lustig,alegre
726,sanft::A,mild,suave
727,hungrig::A,hungrig,hambriento
728,krank::A,sjuk,enfermo
729,nackt::A,naken,desnudo
730,traurig::A,ledsen,triste
731,traurig::A,sorgsen,triste
732,lebendig::A,levande,vivo
733,lebendig::A,levande,viviente
734,gut::A,bra,bueno
735,schlecht::A,dålig,malo
736,richtig::A,riktig,justo
737,richtig::A,riktig,correcto
738,schlimm::A,illa,malo
739,schlimm::A,illa,grave
740,wahr::A,sann,verídico
741,wahr::A,sann,verdadero
742,alt::A,gammal,viejo
743,neu::A,ny,nuevo
744,ehemalig::A,forn,antiguo
745,ehemalig::A,tidigare,antiguo
746,alt[Lebewesen]::A,gammal,viejo
747,jung::A,ung,joven
748,arm::A,fattig,pobre
749,reich::A,rik,rico
750,bekannt::A,känd,conocido
751,berühmt::A,berömd,famoso
752,berühmt::A,berömd,célebre
753,fremd::A,främmande,extraño
754,verschieden::A,åtskillig,diverso
755,verschieden::A,åtskillig,distinto
756,verschieden::A,åtskillig,diferente
757,nah::A,nära,cercano
758,fern::A,fjärran,lejano
759,linker::A,vänster,izquierdo
760,rechter::A,höger,derecho
761,anderer::A,annan,otro
762,erster::A,första,primero
763,zweiter::A,andra,segundo
764,dritter::A,tredje,tercero
765,letzter::A,sist,último
766,allein::ADV,allena,a solo
767,auf einmal::ADV,på en gång,de una vez
768,zusammen::ADV,tillsammans,juntos
769,lange::ADV,länge,mucho tiempo
770,plötzlich::ADV,plötsligt,de repente
771,sofort::ADV,strax,en seguida
772,sofort::ADV,genast,en seguida
773,später::ADV,senare,más tarde
774,jetzt::ADV,nu,ahora
775,heute::ADV,i dag,hoy
776,morgen::ADV,i morgon,mañana
777,bald::ADV,snart,pronto
778,bald::ADV,snart,en breve
779,dann::ADV,då,luego
780,dann::ADV,då,entonces
781,gestern::ADV,i går,ayer
782,einst::ADV,en gång,antaño
783,damals::ADV,då,entonces
784,damals::ADV,den gången,entonces
785,danach::ADV,därefter,después
786,vorher::ADV,före,antes
787,vorher::ADV,förut,antes
788,zuerst::ADV,först,primero
789,einmal::ADV,en gång,una vez
790,manchmal::ADV,ibland,a veces
791,oft::ADV,ofta,a menudo
792,oft::ADV,ofta,con frecuencia
793,immer::ADV,alltid,siempre
794,niemals::ADV,aldrig,jamás
795,hier::ADV,här,aquí
796,hierhin::ADV,hit,acá
797,von hier::ADV,härifrån,desde aquí
798,dort::ADV,där,ahí
799,dort::ADV,där,allí
800,dorthin::ADV,dit,allí
801,dorthin::ADV,dit,hacia allí
802,geradeaus::ADV,rätt fram,todo derecho
803,vorwärts::ADV,fram,adelante
804,vorwärts::ADV,framåt,adelante
805,rückwärts::ADV,baklänges,hacia atrás
806,zurück::ADV,tillbaka,atrás
807,unten::ADV,nere,abajo
808,unten::ADV,nedanför,abajo
809,hinab::ADV,ned,hacia abajo
810,hinab::ADV,nedåt,hacia abajo
811,oben::ADV,ovan,arriba
812,oben::ADV,ovanpå,arriba
813,hinauf::ADV,upp,hacia arriba
814,hinauf::ADV,uppåt,hacia arriba
815,überall::ADV,överallt,por todas partes
816,nicht::ADV,ej,no
817,nicht::ADV,inte,no
818,ein wenig::ADV,litet,un poco
819,kaum::ADV,knappt,apenas
820,kaum::ADV,knappast,apenas
821,sehr::ADV,mycket,muy
822,sehr::ADV,mycket,mucho
823,so::ADV,så,tan
824,noch::ADV,än,aún
825,noch::ADV,än,todavía
826,noch::ADV,ännu,aún
827,noch::ADV,ännu,todavía
828,nur::ADV,bara,solamente
829,nur::ADV,endast,solamente
830,schon::ADV,redan,ya
831,wieder::ADV,åter,de nuevo
832,vergebens::ADV,förgäves,en vano
833,vor::PRP,utanför,antes de
834,vor::PRP,utanför,delante de
835,hinter::PRP,bakom,tras
836,hinter::PRP,bakom,detrás de
837,unter::PRP,under,bajo
838,unter::PRP,under,debajo de
839,durch::PRP,genom,por
840,durch::PRP,genom,a través de
841,durch::PRP,igenom,por
842,durch::PRP,igenom,a través de
843,neben::PRP,bredvid,al lado de
844,neben::PRP,vid sidan av,al lado de
845,zwischen::PRP,mellan,entre
846,wegen::PRP,på grund av,por
847,wegen::PRP,på grund av,a causa de
848,dies::PRN,detta,esto
849,das::PRN,det,eso
850,das::PRN,det,esto
851,alles::PRN,allt,todo
852,ich::PRN,jag,yo
853,du::PRN,du,tú
854,er::PRN,han,él
855,wir::PRN,vi,nosotros
856,ihr::PRN,ni,vosotros
857,sie::PRN,de,ellos
858,was::FPRN,vad,qué
859,wer::FPRN,vem,quién
860,wo::FADV,var,dónde
861,wohin::FADV,vart,adónde
