,Concept_ID,zh,ku
173,Ameise::N,蚂蚁,mîro
174,Ameise::N,蚂蚁,gêrîk
175,Laus::N,虱子,spi
176,Mücke::N,蚊子,mêş
177,Fliege::N,苍蝇,mêş
178,Schmetterling::N,蝴蝶,perperîk
179,Beere::N,将果,hirç
180,Apfel::N,苹果,sêv
181,Pilz::N,蘑菇,bîrov
182,Zwiebel::N,洋葱,pîvaz
183,Saat::N,种子,tov
184,Korn::N,谷粒,dexl
185,Heu::N,干草,sap
186,Schale::N,壳,qaşik
187,Grube::N,坑,çahl
188,Falle::N,圈套,dafik
189,Schlinge::N,活扣,dahf
190,Spur::N,踪迹,rêç
191,Asche::N,灰烬,xweli
192,Dreck::N,污垢,gemarî
193,Eisen::N,铁,hesing
194,Gold::N,金子,zêr
195,Silber::N,银,zîv
196,Kohle::N,煤,komir
197,Glas::N,玻璃,qedeh
198,Lehm::N,粘土,kelpîç
199,Sand::N,沙,qûm
200,Mensch::N,人,mirov
201,Mann::N,男子,mêr
202,Frau::N,妇女,jin
203,Kind::N,小孩,zarok
204,Junge::N,男孩,kur
205,Mädchen::N,女孩,keç
206,Mädchen::N,女孩,keçik
207,Familie::N,家庭,malbat
208,Großvater::N,祖父,bapîr
209,Großmutter::N,祖母,pîrik
210,Eltern::N,父母,bavudê
211,Vater::N,父亲,bav
212,Mutter::N,母亲,dê
213,Mutter::N,母亲,dayik
214,Sohn::N,儿子,kur
215,Tochter::N,女儿,keç
216,Bruder::N,兄弟,bira
217,Schwester::N,姐妹,xweh
218,Onkel::N,伯父,am
219,Onkel::N,伯父,xal
220,Tante::N,阿姨,metik
221,Tante::N,阿姨,xaltîk
222,Ehemann::N,丈夫,mêr
223,Ehefrau::N,妻子,kulfet
224,Freude::N,愉快,kêfxweşî
225,Gelächter::N,大笑,pîrqînî
226,Glück::N,运气,bext
227,Kummer::N,苦恼,derd
228,Wunsch::N,愿望,daxwaz
229,Wunsch::N,愿望,xwestek
230,Lust::N,乐趣,şewq
231,Geist::N,精神,aqil
232,Gedanke::N,思想,fikir
233,Gedächtnis::N,记性,aqil
234,Verstand::N,理智,fêm
235,Sinn::N,感觉,aqil
236,Grund::N,理由,asas
237,Wahrheit::N,真理,rastî
238,Gespräch::N,谈话,guftûgo
239,Märchen::N,童话,çirok
240,Erzählung::N,故事,çirok
241,Erzählung::N,故事,vegotin
242,Nachricht::N,消息,nûçe
243,Neuigkeit::N,新闻,hewal
244,Name::N,名字,nav
245,Name::N,名字,paşnav
246,Rätsel::N,谜语,tiştonek
247,Rede::N,讲话,gotar
248,Rede::N,讲话,axavtin
249,Sprache::N,语言,ziman
250,Stimme::N,声音,pejn
251,Wort::N,词,gotin
252,Zeichen::N,标记,şanek
253,Ruf::N,呼喊,hawar
254,Lärm::N,噪音,xarbalix
255,Laut::N,响声,deng
256,Laut::N,响声,hês
257,Ton::N,声音,awaz
258,Lied::N,歌曲,sitran
259,Ruhe::N,安静,rihetî
260,Leute::N,人们,xelk
261,Volk::N,人民,xelk
262,Arbeit::N,劳动,xebat
263,Gast::N,客人,mêvan
264,Geschenk::N,礼物,diyarî
265,Spiel::N,游戏,lîstik
266,Gesellschaft::N,陪同,komal
267,Hilfe::N,帮助,alîkarî
268,Freund::N,朋友,heval
269,Kamerad::N,同志,heval
270,Angelegenheit::N,事情,pirsgirêk
271,Anzahl::N,数目,çend
272,Art::N,种类,çeh
273,Stück::N,块,lib
274,Stück::N,块,parçe
275,Teil::N,部分,parçe
276,Hälfte::N,一半,nîvî
277,Kreis::N,圆,çemil
278,Kreuz::N,十字架,xaç
279,Linie::N,线条,xezik
280,Strich::N,划,xezik
281,Abstand::N,距离,dûrahî
282,Entfernung::N,距离,dûrahî
283,Gegend::N,地区,dever
284,Platz::N,场所,çih
285,Ort::N,地点,dever
286,Seite::N,面,rûpel
287,Mitte::N,中间,nav
288,Mitte::N,中间,nabênê
289,Gegenstand::N,物品,tişt
290,Sache::N,物,tişt
291,Rand::N,边,kevî
292,Kante::N,棱,kevî
293,Ecke::N,角,qunç
294,Spitze::N,尖,derzî
295,Ende::N,结尾,talî
296,Loch::N,洞,qul
297,Winkel::N,角度,kurnîşk
298,Muster::N,模型,desen
299,Größe::N,大小,mezinî
300,Länge::N,长度,dirêjahî
301,Höhe::N,高度,bilindayî
302,Gewicht::N,重量,giranî
303,Menge::N,数量,qas
304,Haufen::N,堆,lod
305,Reihe::N,行,rêz
306,Boot::N,小船,kelek
307,Ruder::N,奖,bêrik
308,Schlitten::N,雪橇,xîjik
309,Ski::N,雪板,lakan
310,Lagerfeuer::N,营火,agir
311,Last::N,负担,bar
312,Gang::N,行走,fîtêz
313,Schritt::N,步伐,gav
314,Norden::N,北,bakur
315,Süden::N,南,başur
316,Westen::N,西,rojava
317,Osten::N,东,rojhilat
318,Holz::N,木材,dep
319,Brett::N,木板,dep
320,Platte::N,平板,dep
321,Stütze::N,支架,destek
322,Stange::N,杆,sing
323,Stock::N,棒,çam
324,Stab::N,棍,qat
325,Rohr::N,管子,borî
326,Haus::N,房屋,mal
327,Haus::N,房屋,xanî
328,Heim::N,家,mal
329,Ofen::N,炉子,sobe
330,Fußboden::N,地板,binpê
331,Tisch::N,桌子,mase
332,Stuhl::N,椅子,kursî
333,Wiege::N,摇蓝,derguş
334,Bett::N,床,qerewêle
335,Regal::N,架子,rêbaz
336,Kiste::N,箱子,sindoq
337,Fenster::N,窗户,çam
338,Fenster::N,窗户,şibeke
339,Tür::N,门,derî
340,Tor::N,大门,derge
341,Zaun::N,篱笆,hejik
342,Dach::N,屋顶,sere xanî
343,Leiter::N,梯子,pêling
344,Besen::N,扫帚,melkes
345,Spaten::N,铁锹,mer
346,Schaufel::N,铁锹,bêr
347,Gabel::N,叉,çetel
348,Löffel::N,食匙,kevçî
349,Messer::N,刀,kêr
350,Nagel::N,钉子,bizmar
351,Netz::N,网,tor
352,Haken::N,钩子,çenqel
353,Griff::N,把柄,destî
354,Schloss::N,锁,qonax
355,Bild::N,图画,dimen
356,Figur::N,人像,figûr
357,Puppe::N,娃娃,bûk
358,Beutel::N,袋子,kîsik
359,Bündel::N,捆,pêçek
360,Tasche::N,手提包,bêrîk
361,Eimer::N,桶,dewl
362,Deckel::N,盖子,devik
363,Geschirr::N,餐具,ferax
364,Sack::N,袋子,tûr
365,Tasse::N,杯子,kada
366,Topf::N,锅,beroş
367,Kessel::N,水壶,şîril
368,Essen::N,进餐,xwarin
369,Nahrung::N,食物,xwarin
370,Speise::N,菜肴,xwarin
371,Fleisch::N,肉,goşt
372,Getreide::N,谷物,zad
373,Brei::N,粥,hewdêl
374,Brot::N,面包,
375,Scheibe::N,片,parçe
376,Fett::N,脂肪,rûn
377,Butter::N,黄油,rûn
378,Öl::N,油,rûn
379,Salz::N,盐,xwe
380,Suppe::N,汤,şorbe
381,Honig::N,蜂蜜,hingiv
382,Milch::N,奶,şîr
383,Tee::N,茶,çay
384,Leder::N,皮革,çerm
385,Wolle::N,毛线,herî
386,Stoff::N,织物,paç
387,Nadel::N,针,derzî
388,Faden::N,线,ta
389,Knopf::N,纽扣,bişkok
390,Knoten::N,结,girêk
391,Farbe::N,颜色,boyax
392,Kleidung::N,衣服,çil
393,Hemd::N,衬衫,qutik
394,Hemd::N,衬衫,miltan
395,Kragen::N,领子,stûvang
396,Ärmel::N,袖子,hûçik
397,Hose::N,裤子,şewel
398,Gürtel::N,腰带,qayiş
399,Mütze::N,帽子,fîno
400,Schuh::N,鞋,şêkal
401,Stiefel::N,靴子,gizme
402,Stiefel::N,靴子,çizme
403,Ring::N,戒指,xelek
404,Band::N,带子,band
405,Kamm::N,梳子,şeh
406,Spiegel::N,镜子,eynik
407,Riemen::N,皮带,qayiş
408,Schnur::N,绳子,doxin
409,Leine::N,皮带,şirît
410,Decke::N,被子,bataniye
411,Kissen::N,软垫,balgî
412,Tuch::N,巾,şar
413,Handtuch::N,手巾,dezmal
414,Kraft::N,力,hêz
415,Kraft::N,力,qewet
416,Stärke::N,力量,xurtî
417,Gesundheit::N,健康,nojdarî
418,Krankheit::N,病,nexweşî
419,Schmerz::N,痛,êş
420,Wunde::N,伤口,kul
421,Fieber::N,发烧,ta
422,Arznei::N,药,derman
423,Brücke::N,桥,kopî
424,Brunnen::N,井,çal
425,Brunnen::N,井,kani
426,Weide::N,牧场,beyar
427,Pfad::N,小路,xaçirek
428,Weg::N,路,rê
429,Straße::N,街,rê
430,Dorf::N,村庄,gund
431,Stadt::N,城市,baçar
432,Brief::N,信,name
433,Buch::N,书,kitêb
434,Buch::N,书,pirtûk
435,Buchstabe::N,字母,herf
436,Zeitung::N,报纸,rojname
437,Leben::N,生命,jiyan
438,Tod::N,死亡,mirin
439,Grab::N,坟墓,mezel
440,Kirche::N,教堂,gilyas
441,Sünde::N,罪,guneh
442,Gott::N,上帝,xwedê
443,Arbeiter::N,工人,hîşçî
444,Chef::N,上司,bêg
445,Meister::N,师傅,hoste
446,Arzt::N,医生,doktor
447,Lehrer::N,教师,mamoste
448,Geld::N,钱,pere
449,Geschäft::N,交易,firoşgeh
450,Laden::N,商店,dikan
451,Preis::N,价格,buha
452,Ware::N,商品,tişt
453,Nutzen::N,好处,fêde
454,Reichtum::N,财富,serwet
455,Welt::N,世界,dinya
456,Land::N,国家,welat
457,Staat::N,国家,dewlet
458,König::N,国王,şah
459,König::N,国王,qral
460,Macht::N,权力,qewet
461,Macht::N,权力,destihilat
462,Grenze::N,边界,kevî
463,Krieg::N,战争,çeng
464,Krieg::N,战争,sêwaş
465,Feind::N,敌人,dijmin
466,Gewalt::N,暴力,zor
467,Kampf::N,战斗,şer
468,Bogen[Waffe]::N,弓,kêvan
469,Pfeil::N,箭,çîrik
470,Gewehr::N,枪,tifing
471,Fehler::N,错误,şaşî
472,Lüge::N,谎话,derew
473,Schaden::N,损失,xisar
474,Unglück::N,不幸,bêbextî
475,Schuld::N,过错,suç
476,Alter::N,年龄,temen
477,Schluss::N,结束,girtin
478,Zeit::N,时间,çax
479,Tag::N,天,roj
480,Morgen::N,早晨,sibeh
481,Mittag::N,中午,nîro
482,Abend::N,晚上,êvar
483,Nacht::N,夜,şev
484,Woche::N,星期,heftî
485,Monat::N,月,meh
486,Jahr::N,年,sal
487,Frühling::N,春天,bihar
488,Sommer::N,夏天,havîn
489,Herbst::N,秋天,payîz
490,Winter::N,冬天,zistan
491,Januar::N,一月,çile
492,Februar::N,二月,sibat
493,März::N,三月,adar
494,April::N,四月,nîsan
495,Mai::N,五月,gûlan
496,Juni::N,六月,hezîran
497,Juli::N,七月,tîmeh
498,August::N,八月,tebax
499,September::N,九月,îlon
500,Oktober::N,十月,çotmeh
501,November::N,十一月,mijdar
502,Dezember::N,十二月,kanûn
503,Montag::N,星期一,duşemb
504,Dienstag::N,星期二,sêşem
505,Mittwoch::N,星期三,çarşemb
506,Donnerstag::N,星期四,pêşemb
507,Freitag::N,星期五,în
508,Samstag::N,星期六,şemî
509,Sonntag::N,星期日,yekşemb
510,groß::A,大,mezin
511,klein::A,小,çûçik
512,lang::A,长,dirêj
513,kurz::A,短,kin
514,breit::A,宽,fireh
515,schmal::A,细长的,tenik
516,dicht::A,密,gir
517,dick[Gegenstand]::A,厚,şîşman
518,dünn::A,薄,zirav
519,fein::A,细小,tenik
520,fest::A,固体,saxlem
521,flach::A,平坦,pahn
522,glatt::A,光滑,dûz
523,glatt::A,光滑,şayîk
524,hart::A,硬,hişk
525,weich::A,软,nerm
526,rund::A,圆,gilover
527,spitz::A,尖,pîj
528,scharf::A,锋利,tûj
529,stumpf::A,钝,ne tûj
530,schwer::A,重,giran
531,schön::A,美丽,xweş
532,schön::A,美丽,xweşik
533,heiß::A,烫,kelandî
534,warm::A,暖和,germ
535,kalt::A,冷,sar
536,kühl::A,凉,jemîrî
537,frisch::A,新鲜,ter
538,feucht::A,潮湿,şil
539,nass::A,湿,şilek
540,trocken::A,干,zuwa
541,voll::A,满,tijî
542,leer::A,空,vala
543,offen::A,敞开,vekirî
544,geschlossen::A,关闭,asê
545,sauber::A,干净,pakij
546,schmutzig::A,肮脏,lewitî
547,roh::A,生,xav
548,reif::A,成熟,gihaştî
549,lecker::A,好吃,xweş
550,süß::A,甜,şîrîn
551,bitter::A,苦,tahl
552,sauer::A,酸,tirş
553,hell::A,亮,ronî
554,dunkel::A,阴暗,tarî
555,schwarz::A,黑,reş
556,weiß::A,白,sipî
557,rot::A,红,sor
558,gelb::A,黄,zer
559,blau::A,蓝,şîn
560,grün::A,绿,şîn
561,grau::A,灰色,gewr
562,bunt::A,五彩,rengîn
563,billig::A,便宜,erzan
564,teuer::A,贵,biha
565,wertvoll::A,贵重,hêja
566,wertvoll::A,贵重,giranbiha
567,blind::A,瞎,kor
568,taub::A,聋,kerr
569,kräftig::A,强壮,gir
570,kräftig::A,强壮,xurt
571,stark::A,强壮,xurt
572,schwach::A,弱,kesad
573,fett::A,胖,qelew
574,schlank::A,苗条,zirav
575,hübsch::A,漂亮,xweşik
576,böse::A,邪恶,xerab
577,böse::A,邪恶,aciz
578,dumm::A,笨,gêj
579,faul::A,懒惰,têmbêl
580,fleißig::A,勤奋,jêhatî
581,geizig::A,吝啬,destgirtî
582,klug::A,聪明,baqil
583,geschickt::A,灵巧,zîrek
584,geschickt::A,灵巧,ziring
585,lieb::A,可爱,delal
586,lustig::A,快乐,kêfxweş
587,sanft::A,柔和,nazenîn
588,hungrig::A,饥饿,birçî
589,krank::A,患病,nexweş
590,nackt::A,裸体,rût
591,nackt::A,裸体,tazî
592,traurig::A,悲哀,xemgîn
593,lebendig::A,活,bisaxî
594,gut::A,好,baş
595,schlecht::A,坏,xerab
596,richtig::A,正确,rast
597,richtig::A,正确,saxlem
598,schlimm::A,糟糕,nebaş
599,wahr::A,真,rast
600,alt::A,旧,pîr
601,alt::A,旧,kevn
602,neu::A,新,nû
603,ehemalig::A,以前,kevnar
604,ehemalig::A,以前,peşidar
605,alt[Lebewesen]::A,老,pîr
606,jung::A,年轻,xort
607,arm::A,贫穷,feqîr
608,arm::A,贫穷,desteng
609,reich::A,富裕,dewlemend
610,bekannt::A,出名,naskirî
611,berühmt::A,著名,navdar
612,fremd::A,陌生,xerîb
613,verschieden::A,不同,çîhê
614,nah::A,近,nêzîk
615,fern::A,遥远,dûr
616,linker::A,左,çepê
617,rechter::A,右,rastê
618,anderer::A,别的,yê din
619,erster::A,第一,yekemîn
620,zweiter::A,第二,duda
621,dritter::A,第三,sisêya
622,letzter::A,最后,paşîn
623,allein::ADV,单独,tenê
624,auf einmal::ADV,同时,jar kê
625,zusammen::ADV,一起,tev
626,zusammen::ADV,一起,bi hev re
627,lange::ADV,许久,dirêj
628,plötzlich::ADV,忽然,ji nişkave
629,sofort::ADV,立刻,yekser
630,später::ADV,以后,paşiyê
631,jetzt::ADV,现在,nuha
632,heute::ADV,今天,îro
633,morgen::ADV,明天,sibeh
634,bald::ADV,即将,nêzîk
635,dann::ADV,然后,paşê
636,gestern::ADV,昨天,do
637,einst::ADV,曾经,jar ke
638,damals::ADV,当时,hîngî
639,danach::ADV,随后,piştra
640,vorher::ADV,事先,pîşî
641,zuerst::ADV,首先,bere
642,einmal::ADV,一次,çarik
643,manchmal::ADV,有时,çarna
644,oft::ADV,时常,gelek çaran
645,immer::ADV,总是,daîm
646,niemals::ADV,从未,tu çar
647,hier::ADV,这里,li vir
648,hierhin::ADV,到这里,vir
649,von hier::ADV,由此,ji vir
650,dort::ADV,那里,li wê derê
651,dorthin::ADV,到那里,wêda
652,geradeaus::ADV,一直往前,rastê rast
653,vorwärts::ADV,向前,ber bi pêş
654,rückwärts::ADV,向后,paşpê
655,zurück::ADV,退后,paşdo
656,zurück::ADV,退后,paşvê
657,unten::ADV,下面,jêrî
658,hinab::ADV,向下,berjêr
659,oben::ADV,上面,banî
660,hinauf::ADV,向上,banî
661,überall::ADV,到处,li her derê
662,nicht::ADV,不,ne
663,nicht::ADV,不,nîn
664,nicht::ADV,不,tine
665,ein wenig::ADV,一点儿,hebkî
666,kaum::ADV,几乎不,tema
667,kaum::ADV,几乎不,himangi
668,sehr::ADV,很,gelek
669,so::ADV,如此,weha
670,noch::ADV,还,hêj
671,noch::ADV,还,dîsa
672,nur::ADV,只,tenê
673,nur::ADV,只,bes
674,schon::ADV,已经,hew
675,wieder::ADV,又,jar din
676,wieder::ADV,又,dîsa
677,vor::PRP,在...面前,li ber
678,hinter::PRP,在...背后,li pişt
679,unter::PRP,在...下面,li bin
680,durch::PRP,穿过,kura
681,neben::PRP,在...旁,li ba
682,zwischen::PRP,在...之间,nabeyne
683,zwischen::PRP,在...之间,di nav...da
684,wegen::PRP,由于,ji bo
685,wegen::PRP,由于,ji ber
686,dies::PRN,这,ev
687,das::PRN,那,ev
688,alles::PRN,一切,hemû
689,ich::PRN,我,ez
690,du::PRN,你,tu
691,er::PRN,他,wî
692,wir::PRN,我们,êm
693,ihr::PRN,你们,hûn
694,sie::PRN,她,we
695,was::FPRN,什么,çi
696,wer::FPRN,谁,ki
697,wo::FADV,哪里,li ku dere
698,wohin::FADV,去哪里,li ku dere
699,wie::FADV,怎么,çawa
700,warum::FADV,为什么,çima
701,wieviel::FNUM,多少,çend
702,eins::NUM,一,yek
703,zwei::NUM,二,didu
704,drei::NUM,三,sisê
705,vier::NUM,四,çar
706,fünf::NUM,五,penç
707,sechs::NUM,六,şeş
708,sieben::NUM,七,heft
709,acht::NUM,八,heşt
710,neun::NUM,九,neh
711,zehn::NUM,十,deh
712,elf::NUM,十一,yazdeh
713,zwölf::NUM,十二,diwazdeh
714,zwanzig::NUM,二十,bîst
715,dreißig::NUM,三十,sih
716,vierzig::NUM,四十,çil
717,fünfzig::NUM,五十,pençi
718,sechzig::NUM,六十,şêst
719,siebzig::NUM,七十,heftê
720,achtzig::NUM,八十,heştê
721,neunzig::NUM,九十,nod
722,hundert::NUM,百,sêd
723,tausend::NUM,千,hezar
724,und::CNJ,和,û
725,oder::CNJ,或者,an
726,oder::CNJ,或者,yan
727,stehen::V,站,sekinîn
728,sitzen::V,坐,rûniştin
729,liegen::V,躺着,paldan
730,hängen::V,挂着,darve kirin
731,werden::V,成为,bûn
732,passieren::V,发生,hatin holê
733,passieren::V,发生,hatin serê kesî
734,beginnen::V,开始,li dest pêkirin
735,enden::V,终止,xalas bû
736,wechseln::V,变迁,guherandin
737,wechseln::V,变迁,dêgiş kirin
738,aufgehen[Sonne]::V,升起,hilatin
739,untergehen[Sonne]::V,下落,çun ava
740,scheinen[Sonne]::V,照射,şewk de
741,donnern::V,打雷,gire-gir
742,wehen::V,飘扬,ba le de
743,strömen::V,流,xwe girtin
744,fließen::V,流动,herikîn
745,sich drehen::V,转动,xwe zivirandin
746,schwanken::V,摇摆,hejandin
747,schwingen::V,摇,libakirin
748,fallen::V,坠落,ketin
749,brennen::V,燃烧,şewitîn
750,rauchen::V,冒烟,kişandin
751,regnen::V,下雨,bahran tê
752,gefrieren::V,结冰,qefilandin
753,tauen::V,融化,helandin
754,schmelzen::V,溶化,helandin
755,trocknen::V,变干,zuwabûn
756,sieden::V,煮,kelîn
757,faulen::V,腐烂,xerabûn
758,verfaulen::V,腐烂,xerabûn
759,reißen::V,撕,jêkirin
760,versinken::V,下沉,xerq bûn
761,vergehen::V,流逝,derbas bûn
762,erscheinen::V,出现,peyda bûn
763,verschwinden::V,消失,wendabûn
764,sinken::V,下降,noq bûn
765,abnehmen::V,减少,kêm bûn
766,zunehmen::V,增加,qelew bûn
767,steigen::V,上升,hildan
768,wachsen::V,生长,mezin bûn
769,glänzen::V,发光,biriqîn
770,funkeln::V,闪烁,çikisîn
771,lärmen::V,吵闹,guşîn
772,läuten::V,响,lê de
773,klingeln::V,按铃,sîl dan
774,klingeln::V,按铃,ringerin
775,brausen::V,疾驶,guşîn
776,klingen::V,听起来,deng pe ketin
777,bellen::V,吠,kewtîn
778,heulen::V,嗥,ûrîn
779,blasen::V,吹,puf kirin
780,pfeifen::V,吹口哨,fîkandin
781,schreien::V,叫喊,qîrîn
782,stöhnen::V,呻吟,nalîn
783,zittern::V,颤抖,hejîn
784,leben::V,生存,jihîn
785,geboren werden::V,出生,hatin dinyê
786,geboren werden::V,出生,bûn
787,atmen::V,呼吸,hilmijîn
788,trinken::V,喝,vexwarin
789,essen::V,吃,xwarin
790,schlucken::V,咽,daqulbandin
791,müde werden::V,疲倦,betilîln
792,müde werden::V,疲倦,qerimîn
793,einschlafen::V,入睡,razan
794,schlafen::V,睡觉,razan
795,schlafen::V,睡觉,razandin
796,aufwachen::V,睡醒,şiyarbûn
797,aufstehen::V,起床,rabûn
798,sich erholen::V,休养,baş bûn
799,krank werden::V,生病,nexweş kêt
800,krank sein::V,生病,nexweş bû
801,schmerzen::V,疼痛,êşandin
802,husten::V,咳,kuxin
803,genesen::V,痊愈,baş bûn
804,sterben::V,死,mirin
805,umkommen::V,丧命,mirin
806,sich bewegen::V,移动,leqîn
807,sich rühren::V,动弹,leqîn
808,sich erheben::V,站起,rabûn
809,sich setzen::V,坐,runiştin
810,hinfallen::V,跌倒,kêtin
811,laufen::V,步行,meşîn
812,schreiten::V,迈步,meşkirin
813,spazierengehen::V,散步,gerandin
814,eilen::V,急忙,lezandin
815,sich beeilen::V,赶快,zûkirin
816,sausen::V,疾驰,fîzîn
817,rennen::V,奔跑,baz dan
818,springen::V,跳,hilpekîn
819,klettern::V,攀缘,hilperikîn
820,schaukeln::V,荡秋千,lorandin
821,kriechen::V,爬行,xuşandin
822,schwimmen::V,游泳,avjenîn
823,tauchen::V,潜水,qutxuyardin
824,tauchen::V,潜水,noqîn
825,rudern::V,划船,qaîq ajotin
826,fahren::V,行驶,ajotin
827,fliegen::V,飞,firîn
828,gehen::V,走,çûn
829,weggehen::V,离去,çûn
830,abfahren::V,出发,çûyin
831,anhalten::V,停住,rawestîn
832,hineingehen::V,进去,ketin hundir
833,eintreten::V,进入,têketin
834,kommen::V,来,hatin
835,ankommen::V,到达,gihan
836,ankommen::V,到达,gihîştin
837,zurückkommen::V,回来,vegerandin
