,Concept_ID,es,xal
106,Gipfel::N,cima,ора
107,Gipfel::N,cumbre,ора
108,Höhle::N,cueva,хадин көндә
109,Höhle::N,caverna,хадин көндә
110,Abhang::N,cuesta,ташу
111,Abhang::N,declive,ташу
112,Quelle::N,fuente,булг
113,Quelle::N,manantial,булг
114,Bach::N,arroyo,һооҗур
115,Fluss::N,río,һол
116,Ufer::N,orilla,көвә
117,Küste::N,costa,көвә
118,Küste::N,costa,теңгсин көвә
119,Festland::N,tierra firme,хүүрә һазр
120,Meer::N,mar,теңгс
121,Bucht::N,cala,цекә
122,Bucht::N,cala,теңгсин цекә
123,Bucht::N,bahía,цекә
124,Bucht::N,bahía,теңгсин цекә
125,Insel::N,isla,арл
126,Blume::N,flor,цецг
127,Gras::N,hierba,ноһан
128,Wurzel::N,raíz,уңг
129,Baum::N,árbol,модн
130,Stamm::N,tronco,шилв
131,Stamm::N,tronco,һол модн
132,Rinde::N,corteza,көрсн
133,Ast::N,rama,ац
134,Zweig::N,ramo,ац
135,Blatt::N,hoja,хамтхасн
136,Birke::N,abedul,хусм модн
137,Kiefer[Baum]::N,pino,шар харһа
138,Weide[Baum]::N,sauce,удн
139,Tanne::N,abeto,җөөлн цаһан модн
140,Horn::N,asta,өвр
141,Horn::N,cuerno,өвр
142,Feder::N,pluma,өрвлг
143,Fell::N,piel,арсн
144,Flügel::N,ala,җивр
145,Klaue::N,garra,хумсн
146,Kralle::N,uña,тавг
147,Kralle::N,garra,тавг
148,Schwanz::N,cola,сүл
149,Ei::N,huevo,өндгн
150,Nest::N,nido,үр
151,Bau::N,madriguera,нүкн
152,Tier::N,animal,мал
153,Herde::N,rebaño,сүрг мал
154,Kuh::N,vaca,үкр
155,Bulle::N,toro,бух
156,Pferd::N,caballo,мөрн
157,Schaf::N,oveja,хөн
158,Schwein::N,cerdo,һаха
159,Hund::N,perro,ноха
160,Katze::N,gato,мис
161,Bär::N,oso,аю
162,Eichhörnchen::N,ardilla,кермн
163,Elch::N,alce,хандһа
164,Fuchs::N,zorro,арат
165,Hase::N,liebre,туула
166,Maus::N,ratón,хулһн
167,Wolf::N,lobo,чон
168,Vogel::N,ave,шовун
169,Vogel::N,pájaro,шовун
170,Schwarm::N,bandada,зел
171,Huhn::N,gallina,така
172,Hahn::N,gallo,эр така
173,Gans::N,oca,һалун
174,Gans::N,ganso,һалун
175,Adler::N,águila,һәрд
176,Ente::N,pato,нуһсн
177,Eule::N,lechuza,һурвлһ
178,Kranich::N,grulla,тоһрун
179,Krähe::N,corneja,шаазһа
180,Kuckuck::N,cuco,эргин хуцдг
181,Schwan::N,cisne,хун
182,Fisch::N,pez,заһсн
183,Barsch::N,perca,шүрг
184,Hecht::N,lucio,цурх
185,Schlange[Tier]::N,serpiente,моһа
186,Wurm::N,gusano,өтн
187,Spinne::N,araña,аралҗн
188,Ameise::N,hormiga,шорһлҗн
189,Laus::N,piojo,бөөсн
190,Mücke::N,mosquito,бөкүн
191,Fliege::N,mosca,батхн
192,Schmetterling::N,mariposa,эрвәкә
193,Beere::N,baya,бөөлҗрһн
194,Apfel::N,manzana,альмн
195,Pilz::N,seta,теңгрин ки
196,Pilz::N,hongo,теңгрин ки
197,Zwiebel::N,cebolla,мәңгрснә толһа
198,Saat::N,siembra,буудян экн
199,Korn::N,grano,экн
200,Heu::N,heno,өвсн
201,Schale::N,cáscara,хальсн
202,Grube::N,foso,нүкн
203,Falle::N,trampa,урх
204,Falle::N,trampa,хавх
205,Schlinge::N,lazo,бүтү
206,Spur::N,huella,мөр
207,Asche::N,ceniza,үмсн
208,Dreck::N,suciedad,бальчг
209,Eisen::N,hierro,төмр
210,Gold::N,oro,алтн
211,Silber::N,plata,мөңгн
212,Silber::N,plata,цаһан мөңгн
213,Kohle::N,carbón,нүүрсн
214,Glas::N,vidrio,шил
215,Glas::N,cristal,шил
216,Lehm::N,barro,шавр
217,Sand::N,arena,элсн
218,Mensch::N,hombre,күн
219,Mensch::N,hombre,күмн
220,Mensch::N,ser humano,күн
221,Mensch::N,ser humano,күмн
222,Mann::N,hombre,эр
223,Frau::N,mujer,күүкд күн
224,Kind::N,niño,үрн
225,Junge::N,chico,көвүн
226,Junge::N,muchacho,көвүн
227,Mädchen::N,chica,бичкн күүкн
228,Mädchen::N,muchacha,бичкн күүкн
229,Familie::N,familia,бүл
230,Großvater::N,abuelo,өвк эцк
231,Großvater::N,abuelo,наһц эцк
232,Großmutter::N,abuela,эмг эк
233,Großmutter::N,abuela,наһц эк
234,Eltern::N,padres,эк эцк хойр
235,Vater::N,padre,эцк
236,Mutter::N,madre,эк
237,Sohn::N,hijo,көвүн
238,Tochter::N,hija,күүкн
239,Bruder::N,hermano,дү көвүн
240,Schwester::N,hermana,эгч
241,Schwester::N,hermana,дү күүкн
242,Onkel::N,tío,авһ
243,Onkel::N,tío,наһцх
244,Tante::N,tía,наһц эгч
245,Ehemann::N,esposo,залу
246,Ehefrau::N,esposa,гергн
247,Freude::N,placer,байр
248,Freude::N,alegría,байр
249,Gelächter::N,risa,инәдн
250,Gelächter::N,carcajada,инәдн
251,Glück::N,felicidad,җирһл
252,Glück::N,felicidad,сәәхн җирһл
253,Kummer::N,pena,зовлң
254,Wunsch::N,deseo,дурн
255,Lust::N,ganas,җилвтлһн
256,Geist::N,mente,зөрг
257,Geist::N,espíritu,зөрг
258,Gedanke::N,idea,ухан
259,Gedanke::N,pensamiento,ухан
260,Gedächtnis::N,memoria,чееҗин тодлвр
261,Verstand::N,razón,ухан
262,Verstand::N,entendimiento,ухан
263,Sinn::N,sentido,учр-утх
264,Sinn::N,significado,учр-утх
265,Grund::N,causa,учр
266,Grund::N,causa,шалтан
267,Wahrheit::N,verdad,үнн
268,Gespräch::N,conversación,күүндвүр
269,Märchen::N,cuento,тууль
270,Erzählung::N,cuento,келвр
271,Erzählung::N,narración,келвр
272,Nachricht::N,mensaje,медүллһн
273,Neuigkeit::N,noticia,зәңг
274,Name::N,nombre,нерн
275,Rätsel::N,acertijo,тәәлвртә тууль
276,Rätsel::N,adivinanza,тәәлвртә тууль
277,Rede::N,discurso,келлһн
278,Sprache::N,lengua,келн
279,Stimme::N,voz,дун
280,Wort::N,palabra,үг
281,Zeichen::N,señal,темдг
282,Ruf::N,llamada,дуудлһн
283,Lärm::N,ruido,шууган
284,Lärm::N,barullo,шууган
285,Laut::N,sonido,ә
286,Ton::N,tono,дун
287,Lied::N,canción,дун
288,Ruhe::N,calma,амулң
289,Ruhe::N,silencio,амулң
290,Leute::N,gente,әмтн
291,Volk::N,pueblo,улс
292,Arbeit::N,trabajo,көдлмш
293,Gast::N,huésped,гиич
294,Gast::N,invitado,гиич
295,Geschenk::N,regalo,белг
296,Spiel::N,juego,наадн
297,Gesellschaft::N,compañía,олн
298,Hilfe::N,ayuda,нөкд
299,Hilfe::N,socorro,нөкд
300,Freund::N,amigo,иньг
301,Kamerad::N,camarada,үр
302,Kamerad::N,compañero,үр
303,Angelegenheit::N,asunto,керг
304,Anzahl::N,cantidad,то
305,Art::N,tipo,зүүл
306,Art::N,clase,зүүл
307,Stück::N,pieza,хусг
308,Teil::N,parte,хүв
309,Hälfte::N,mitad,өрәл
310,Kreis::N,círculo,төгрг
311,Kreuz::N,cruz,кирс
312,Linie::N,línea,зурасн
313,Strich::N,raya,татасн
314,Strich::N,trazo,татасн
315,Abstand::N,distancia,зә
316,Entfernung::N,distancia,һазр
317,Gegend::N,región,һазр
318,Gegend::N,comarca,һазр
319,Platz::N,espacio,зә
320,Ort::N,sitio,бәәрн
321,Seite::N,lado,тал
322,Seite::N,lado,хаҗу
323,Seite::N,lado,хәврһ
324,Seite::N,costado,тал
325,Seite::N,costado,хаҗу
326,Seite::N,costado,хәврһ
327,Mitte::N,medio,дунд
328,Mitte::N,centro,дунд
329,Gegenstand::N,objeto,юмн
330,Sache::N,cosa,юмн
331,Rand::N,borde,зах
332,Kante::N,borde,ирмәг
333,Ecke::N,esquina,өнцг
334,Spitze::N,punta,үзүр
335,Ende::N,cabo,үзүр
336,Ende::N,extremo,үзүр
337,Loch::N,agujero,хаһрха
338,Loch::N,abertura,хаһрха
339,Winkel::N,ángulo,булң
340,Muster::N,dibujo,намч
341,Größe::N,tamaño,кемҗән
342,Länge::N,longitud,ут
343,Höhe::N,altura,өндр
344,Höhe::N,altitud,өндр
345,Gewicht::N,peso,күнд
346,Gewicht::N,peso,чиңнүр
347,Menge::N,cantidad,ик
348,Haufen::N,montón,ова
349,Reihe::N,fila,зерг
350,Reihe::N,fila,зерглән
351,Boot::N,bote,оңһц
352,Boot::N,barca,оңһц
353,Ruder::N,remo,хәәв
354,Schlitten::N,trineo,цан
355,Ski::N,esquí,лыҗ
356,Lagerfeuer::N,hoguera,костёр
357,Last::N,carga,күнд
358,Gang::N,marcha,йовлһн
359,Schritt::N,paso,ишкм
360,Norden::N,norte,ар үзг
361,Süden::N,sur,өмн
362,Süden::N,sur,өмн үзг
363,Westen::N,oeste,барун
364,Westen::N,oeste,барун үзг
365,Osten::N,este,зүн
366,Osten::N,este,зүн үзг
367,Holz::N,madera,модн
368,Brett::N,tabla,харһа
369,Platte::N,placa,хавтха чолун
370,Platte::N,plancha,хавтха чолун
371,Stütze::N,sostén,тулг
372,Stütze::N,soporte,тулг
373,Stange::N,vara,уньн
374,Stange::N,percha,уньн
375,Stock::N,palo,модн
376,Stock::N,bastón,модн
377,Stab::N,vara,шуург
378,Stab::N,bastón,шуург
379,Rohr::N,tubo,турва
380,Haus::N,casa,гер
381,Heim::N,hogar,гер-бул
382,Ofen::N,estufa,беш
383,Fußboden::N,suelo,девскр
384,Tisch::N,mesa,ширә
385,Stuhl::N,silla,стул
386,Wiege::N,cuna,өлгә
387,Wiege::N,cuna,дүүҗң
388,Bett::N,cama,орн
389,Bett::N,cama,орндг
390,Regal::N,estantería,таг
391,Regal::N,estantería,тәвц
392,Kiste::N,caja,яршг
393,Fenster::N,ventana,терз
394,Tür::N,puerta,үүдн
395,Tor::N,puerta,үүдн
396,Tor::N,puerta,өргн үүдн
397,Tor::N,puerta,хашан үүдн
398,Zaun::N,valla,хаша
399,Zaun::N,cercado,хаша
400,Dach::N,techo,деевр
401,Dach::N,tejado,деевр
402,Leiter::N,escalera,шат
403,Leiter::N,escalera,давшур
404,Besen::N,escoba,сәвүр
405,Spaten::N,pala,күрз
406,Schaufel::N,pala,совг
407,Schaufel::N,paleta,совг
408,Gabel::N,tenedor,серә
409,Löffel::N,cuchara,ухр
410,Messer::N,cuchillo,утх
411,Nagel::N,clavo,хадасн
412,Netz::N,red,гөлм
413,Haken::N,gancho,дегә
414,Haken::N,corchete,дегә
415,Griff::N,asa,иш
416,Griff::N,asa,бәрүл
417,Griff::N,mango,иш
418,Griff::N,mango,бәрүл
419,Schloss::N,cerradura,оньс
420,Bild::N,imagen,зург
421,Figur::N,figura,фигур
422,Puppe::N,muñeca,наадһа
423,Beutel::N,bolsa,мишг
424,Bündel::N,haz,багла
425,Bündel::N,haz,боодһа
426,Tasche::N,bolso,сумк
427,Eimer::N,cubo,суулһ
428,Deckel::N,tapa,бүркәсн
429,Deckel::N,tapadera,бүркәсн
430,Geschirr::N,vajilla,сав
431,Geschirr::N,vajilla,сав-сарх
432,Sack::N,saco,мишг
433,Tasse::N,taza,ааһ
434,Topf::N,olla,кастрюль
435,Topf::N,marmita,кастрюль
436,Kessel::N,caldera,хәәсн
437,Essen::N,comida,зоогллһн
438,Nahrung::N,alimento,теҗәл
439,Speise::N,plato,хот
440,Fleisch::N,carne,махн
441,Getreide::N,cereales,хот болҗ эдлгддг цецгүдтә урһмл
442,Brei::N,puré,хаш
443,Brei::N,papilla,хаш
444,Brot::N,pan,өдмг
445,Scheibe::N,lonja,зүсм
446,Scheibe::N,rebanada,зүсм
447,Fett::N,grasa,өөкн
448,Butter::N,mantequilla,тосн
449,Öl::N,aceite,тосн
450,Salz::N,sal,давсн
451,Suppe::N,sopa,шөлн
452,Honig::N,miel,бал
453,Milch::N,leche,үсн
454,Tee::N,té,цә
455,Leder::N,cuero,арсн
456,Wolle::N,lana,утцн
457,Wolle::N,lana,эд
458,Stoff::N,tela,эд
459,Stoff::N,tejido,эд
460,Nadel::N,aguja,зүн
461,Faden::N,hilo,утцн
462,Knopf::N,botón,товч
463,Knoten::N,nudo,зәңгдә
464,Farbe::N,pintura,будг
465,Kleidung::N,ropa,хувцн
466,Kleidung::N,ropa,хувц-хунр
467,Kleidung::N,vestidos,хувцн
468,Kleidung::N,vestidos,хувц-хунр
469,Hemd::N,camisa,киилг
470,Kragen::N,cuello,зах
471,Ärmel::N,manga,ханцн
472,Hose::N,pantalón,шалвур
473,Gürtel::N,cinturón,бүс
474,Mütze::N,gorro,махла
475,Schuh::N,zapato,башмгуд
476,Stiefel::N,bota,һосн
477,Ring::N,anillo,билцг
478,Band::N,cinta,лент
479,Kamm::N,peine,сам
480,Spiegel::N,espejo,толь
481,Riemen::N,correa,бүс
482,Schnur::N,cuerda,деесн
483,Leine::N,correa,бурнтг
484,Leine::N,correa,нохан көтлвр
485,Decke::N,manta,көнҗл
486,Kissen::N,almohada,дер
487,Tuch::N,pañuelo,альчур
488,Handtuch::N,toalla,полотенц
489,Handtuch::N,toalla,һар-нүүрин альчур
490,Kraft::N,fuerza,күчн
491,Stärke::N,fuerza,чидл
492,Gesundheit::N,salud,эрүл-менд
493,Krankheit::N,enfermedad,өвчн
494,Schmerz::N,dolor,өвдлһн
495,Wunde::N,llaga,шав
496,Wunde::N,herida,шав
497,Fieber::N,fiebre,безг
498,Arznei::N,medicina,эм
499,Arznei::N,medicamento,эм
500,Brücke::N,puente,тагт
501,Brunnen::N,pozo,худг
502,Weide::N,pasto,малын идг
503,Pfad::N,sendero,цувг
504,Weg::N,camino,хаалһ
505,Straße::N,vía,зам
506,Straße::N,carretera,зам
507,Dorf::N,aldea,хотн
508,Dorf::N,pueblo,хотн
509,Stadt::N,ciudad,балһсн
510,Brief::N,carta,бичг
511,Buch::N,libro,дегтр
512,Buchstabe::N,letra,үзг
513,Buchstabe::N,carácter,үзг
514,Zeitung::N,diario,газет
515,Zeitung::N,periódico,газет
516,Leben::N,vida,җирһл
517,Tod::N,muerte,үкл
518,Tod::N,muerte,өңгрлһн
519,Grab::N,tumba,оршалһна нүкн
520,Grab::N,sepulcro,оршалһна нүкн
521,Kirche::N,iglesia,чонҗ
522,Sünde::N,pecado,нүл
523,Sünde::N,pecado,килнц
524,Gott::N,dios,бурхн
525,Arbeiter::N,obrero,көдлмшч
526,Arbeiter::N,trabajador,көдлмшч
527,Chef::N,jefe,толһач
528,Meister::N,maestro,урн
529,Arzt::N,médico,эмч
530,Lehrer::N,profesor,багш
531,Geld::N,dinero,мөңгн
532,Geschäft::N,negocio,көдлмш
533,Laden::N,tienda,лавк
534,Preis::N,precio,үн
535,Ware::N,mercancía,эд-тавр
536,Nutzen::N,provecho,олз
537,Reichtum::N,riqueza,зөөр
538,Welt::N,mundo,орчлң
539,Welt::N,mundo,делкә
540,Land::N,país,орн-нутг
541,Staat::N,Estado,государств
542,König::N,rey,хан
543,Macht::N,poder,йосн
544,Macht::N,potencia,йосн
545,Grenze::N,frontera,меҗә
546,Krieg::N,guerra,дән
547,Feind::N,enemigo,дәәсн
548,Gewalt::N,violencia,күч һарһлһн
549,Kampf::N,lucha,ноолдан
550,Kampf::N,lucha,бәрлдлһн
551,Kampf::N,combate,ноолдан
552,Kampf::N,combate,бәрлдлһн
553,Bogen[Waffe]::N,arco,саадг
554,Pfeil::N,flecha,сумн
555,Gewehr::N,fusil,бу
556,Gewehr::N,escopeta,бу
557,Fehler::N,error,алдг
558,Lüge::N,mentira,худл
559,Schaden::N,daño,хорлт
560,Unglück::N,desgracia,гүрм
561,Schuld::N,culpa,гем
562,Schuld::N,culpa,буру
563,Alter::N,edad,насн
564,Schluss::N,fin,чилгч
565,Schluss::N,final,чилгч
566,Zeit::N,tiempo,цаг
567,Tag::N,día,өдр
568,Morgen::N,mañana,өрүн
569,Mittag::N,mediodía,үд
570,Abend::N,noche,асхн
571,Nacht::N,noche,сө
572,Woche::N,semana,долан хонг
573,Monat::N,mes,сар
574,Jahr::N,año,җил
575,Frühling::N,primavera,хавр
576,Sommer::N,verano,зун
577,Herbst::N,otoño,намр
578,Winter::N,invierno,үвл
579,Januar::N,enero,январь
580,Februar::N,febrero,февраль
581,März::N,marzo,март
582,März::N,marzo,моһа сар
583,April::N,abril,апрель
584,Mai::N,mayo,май
585,Juni::N,junio,июнь
586,Juni::N,junio,мөчн сар
587,Juli::N,julio,июль
588,August::N,agosto,август
589,September::N,septiembre,һаха сар
590,Oktober::N,octubre,октябрь
591,November::N,noviembre,ноябрь
592,November::N,noviembre,үкр сар
593,Dezember::N,diciembre,бар сар
594,Montag::N,lunes,понедельник
595,Dienstag::N,martes,вторник
596,Mittwoch::N,miércoles,среда
597,Mittwoch::N,miércoles,үлмҗ өдр
598,Donnerstag::N,jueves,четверг
599,Donnerstag::N,jueves,пүрвә өдр
600,Freitag::N,viernes,пятниц
601,Samstag::N,sábado,суббот
602,Sonntag::N,domingo,нарн өдр
603,Sonntag::N,domingo,воскресень
604,groß::A,grande,ик
605,klein::A,pequeño,бичкн
606,lang::A,largo,ут
607,kurz::A,corto,оһтр
608,breit::A,ancho,өргн
609,schmal::A,estrecho,уутьхн
610,dicht::A,denso,нигт
611,dick[Gegenstand]::A,grueso,зузан
612,dünn::A,fino,нимгн
613,dünn::A,delgado,нимгн
614,fein::A,fino,нәрхн
615,fein::A,delicado,нәрхн
616,fest::A,firme,бат
617,fest::A,sólido,бат
618,flach::A,plano,хавтха
619,glatt::A,liso,тегш
620,glatt::A,liso,тиньгр
621,hart::A,duro,хату
622,weich::A,muelle,җөөлн
623,weich::A,muelle,җөөлкн
624,rund::A,redondo,төгрг
625,spitz::A,agudo,шовһр
626,spitz::A,apuntado,шовһр
627,scharf::A,agudo,хурц
628,scharf::A,afilado,хурц
629,stumpf::A,sin filo,мука
630,schwer::A,pesado,күнд
631,schön::A,bello,сәәхн
632,schön::A,hermoso,сәәхн
633,heiß::A,caluroso,халун
634,warm::A,cálido,дулан
635,warm::A,caliente,дулан
636,kalt::A,frío,киитн
637,kühl::A,fresco,серүн
638,frisch::A,fresco,серүн
639,feucht::A,húmedo,чиигтә
640,nass::A,mojado,чиигтә
641,trocken::A,seco,хагсу
642,voll::A,lleno,дүүрң
643,leer::A,vacío,сул
644,leer::A,vacío,хоосн
645,offen::A,abierto,секәтә
646,geschlossen::A,cerrado,хаалһата
647,sauber::A,limpio,цевр
648,schmutzig::A,sucio,киртә
649,roh::A,crudo,түүкә
650,reif::A,maduro,болсн
651,lecker::A,rico,әмтәхн
652,lecker::A,sabroso,әмтәхн
653,süß::A,dulce,әмтәхн
654,bitter::A,amargo,һашун
655,bitter::A,amargo,һашута
656,sauer::A,agrio,ишклң
657,hell::A,claro,герлтә
658,dunkel::A,oscuro,харңһу
659,schwarz::A,negro,хар
660,weiß::A,blanco,цаһан
661,rot::A,rojo,улан
662,gelb::A,amarillo,шар
663,blau::A,azul,көк
664,grün::A,verde,көк
665,grau::A,gris,бор
666,bunt::A,multicolor,алг
667,bunt::A,multicolor,эрәтә
668,billig::A,barato,кимд
669,teuer::A,caro,үнтә
670,wertvoll::A,valioso,үнтә
671,wertvoll::A,valioso,эрднь
672,wertvoll::A,precioso,үнтә
673,wertvoll::A,precioso,эрднь
674,blind::A,ciego,сохр
675,taub::A,sordo,дүлә
676,kräftig::A,fuerte,күчтә
677,stark::A,fuerte,чаңһ
678,stark::A,vigoroso,чаңһ
679,schwach::A,débil,күчн тату
680,fett::A,obeso,тарһн
681,schlank::A,esbelto,эццн
682,hübsch::A,mono,көркхн
683,hübsch::A,guapo,көркхн
684,böse::A,malo,уурта
685,dumm::A,tonto,тенг
686,dumm::A,estúpido,тенг
687,faul::A,vago,залху
688,faul::A,perezoso,залху
689,fleißig::A,aplicado,кинән
690,fleißig::A,aplicado,кинмһә
691,fleißig::A,diligente,кинән
692,fleißig::A,diligente,кинмһә
693,geizig::A,avaro,ховдг
694,klug::A,sensato,ухата
695,klug::A,inteligente,ухата
696,geschickt::A,hábil,чадмг
697,lieb::A,querido,эңкр
698,lustig::A,alegre,сергмҗтә
699,lustig::A,alegre,җирһлтә
700,sanft::A,suave,номһн
701,hungrig::A,hambriento,өлн
702,hungrig::A,hambriento,харһнсн
703,krank::A,enfermo,өвчтә
704,krank::A,enfermo,шалтгта
705,nackt::A,desnudo,нүцкн
706,traurig::A,triste,һундлта
707,lebendig::A,vivo,әмд
708,lebendig::A,viviente,әмд
709,gut::A,bueno,сән
710,schlecht::A,malo,му
711,richtig::A,justo,зөвтә
712,richtig::A,correcto,зөвтә
713,schlimm::A,malo,җигшүртә
714,schlimm::A,grave,җигшүртә
715,wahr::A,verídico,үнн
716,wahr::A,verídico,мөн
717,wahr::A,verdadero,үнн
718,wahr::A,verdadero,мөн
719,alt::A,viejo,хуучн
720,neu::A,nuevo,шин
721,ehemalig::A,antiguo,хуучн
722,alt[Lebewesen]::A,viejo,көгшн
723,jung::A,joven,баһ
724,arm::A,pobre,угатя
725,reich::A,rico,байн
726,bekannt::A,conocido,таньл
727,bekannt::A,conocido,таньдг
728,berühmt::A,famoso,туурсн
729,berühmt::A,célebre,туурсн
730,fremd::A,extraño,күүнә
731,verschieden::A,diverso,әдл биш
732,verschieden::A,diverso,йилһәтә
733,verschieden::A,distinto,әдл биш
734,verschieden::A,distinto,йилһәтә
735,verschieden::A,diferente,әдл биш
736,verschieden::A,diferente,йилһәтә
737,nah::A,cercano,өөрхн
738,fern::A,lejano,хол
739,linker::A,izquierdo,зүн
740,rechter::A,derecho,барун
741,anderer::A,otro,талдан
742,erster::A,primero,негдгч
743,zweiter::A,segundo,хойрдгч
744,dritter::A,tercero,һурвдгч
745,letzter::A,último,отхн
746,allein::ADV,a solo,һанцарн
747,auf einmal::ADV,de una vez,нег дәкҗ
748,zusammen::ADV,juntos,хамдан
749,lange::ADV,mucho tiempo,удан
750,plötzlich::ADV,de repente,генткн
751,sofort::ADV,en seguida,дарунь
752,später::ADV,más tarde,сүүлд
753,jetzt::ADV,ahora,ода
754,heute::ADV,hoy,эндр
755,morgen::ADV,mañana,маңһдур
756,bald::ADV,pronto,дарунь
757,bald::ADV,en breve,дарунь
758,dann::ADV,luego,дәкәд
759,dann::ADV,entonces,дәкәд
760,gestern::ADV,ayer,өцклдүр
761,einst::ADV,antaño,нег саамд
762,damals::ADV,entonces,тиигхд
763,danach::ADV,después,тегәд
764,vorher::ADV,antes,урд
765,zuerst::ADV,primero,түрүләд
766,einmal::ADV,una vez,нег дәкҗ
767,manchmal::ADV,a veces,зәрмдән
768,oft::ADV,a menudo,хара биш
769,oft::ADV,a menudo,хатяр биш
770,oft::ADV,a menudo,дару-дарунь
771,oft::ADV,con frecuencia,хара биш
772,oft::ADV,con frecuencia,хатяр биш
773,oft::ADV,con frecuencia,дару-дарунь
774,immer::ADV,siempre,оньдинд
775,niemals::ADV,jamás,кезә чмгн биш
776,hier::ADV,aquí,энд
777,hier::ADV,aquí,энүнд
778,hierhin::ADV,acá,нааран
779,von hier::ADV,desde aquí,эндәс
780,dort::ADV,ahí,тенд
781,dort::ADV,allí,тенд
782,dorthin::ADV,allí,тиигән
783,dorthin::ADV,hacia allí,тиигән
784,geradeaus::ADV,todo derecho,шуд
785,vorwärts::ADV,adelante,уралан
786,rückwärts::ADV,hacia atrás,гедргән
787,zurück::ADV,atrás,хәрү
788,unten::ADV,abajo,дор
789,hinab::ADV,hacia abajo,дор
790,hinab::ADV,hacia abajo,доракшан
791,oben::ADV,arriba,деер
792,hinauf::ADV,hacia arriba,өөдән
793,hinauf::ADV,hacia arriba,деер
794,überall::ADV,por todas partes,альд болв чигн
795,nicht::ADV,no,эс
796,nicht::ADV,no,биш
797,nicht::ADV,no,бичә
798,ein wenig::ADV,un poco,баахн
799,ein wenig::ADV,un poco,баахнар
800,kaum::ADV,apenas,әрә
801,sehr::ADV,muy,йир
802,sehr::ADV,mucho,йир
803,so::ADV,tan,иигҗ
