,Concept_ID,hy,udm
327,Linie::N,գիծ,гож
328,Strich::N,գիծ,гож
329,Abstand::N,անջրպետ,вис
330,Abstand::N,անջրպետ,кусып
331,Entfernung::N,հեռավորություն,кусып
332,Gegend::N,շրջան,инты
333,Platz::N,տարածություն,инты
334,Ort::N,տեղ,инты
335,Ort::N,տեղ,места
336,Ort::N,վայր,инты
337,Ort::N,վայր,места
338,Seite::N,կողմ,пал
339,Mitte::N,մեջտեղ,шор
340,Gegenstand::N,առարկա,арбери
341,Sache::N,բան,котыр
342,Rand::N,վերջք,дур
343,Rand::N,վերջք,шаер
344,Kante::N,եզր,дур
345,Ecke::N,անկյուն,сэрег
346,Spitze::N,ծայր,йыл
347,Ende::N,ծայր,пум
348,Loch::N,անցք,пась
349,Winkel::N,անկյուն,сэрег
350,Muster::N,օրինակ,пужы
351,Größe::N,մեծություն,быдӟала
352,Länge::N,երկարություն,кузьдала
353,Höhe::N,բարձրություն,ӝуждала
354,Gewicht::N,կշիռ,сектала
355,Gewicht::N,կշիռ,секытлык
356,Menge::N,քանակ,лыд
357,Menge::N,քանակ,лыдпус
358,Haufen::N,դեզ,люк
359,Haufen::N,կույտ,люк
360,Reihe::N,շարք,чур
361,Reihe::N,կարգ,чур
362,Boot::N,նավակ,пыж
363,Boot::N,նավակ,лодка
364,Ruder::N,թի,полыс
365,Ruder::N,թիակ,полыс
366,Schlitten::N,բալխիր,додьы
367,Ski::N,դահուկ,куас
368,Lagerfeuer::N,բացօդեայ կրակ,тылскем
369,Last::N,բեռ,секыт
370,Gang::N,զբոսանք,ветлон
371,Schritt::N,քայլ,вамыш
372,Norden::N,հյուսիս,уйпал
373,Süden::N,հարավ,лымшор
374,Westen::N,արեւմուտք,шунды пуксён
375,Osten::N,արեւելք,шунды ӝужан
376,Holz::N,փայտ,пу
377,Brett::N,տախտակ,пул
378,Platte::N,թիթեղ,плита
379,Stütze::N,նեցուկ,пыкет
380,Stange::N,ձող,пуӵ
381,Stock::N,փայտ,боды
382,Stab::N,ցուպ,пуӵ
383,Stab::N,ցուպ,боды
384,Stab::N,գավազան,пуӵ
385,Stab::N,գավազան,боды
386,Rohr::N,խողովակ,труба
387,Haus::N,տուն,юрт
388,Heim::N,տուն,корка
389,Ofen::N,վառարան,гур
390,Fußboden::N,հատակ,выж
391,Tisch::N,սեղան,ӝӧк
392,Stuhl::N,աթոռ,пукон
393,Wiege::N,օրորոց,кӧкы
394,Wiege::N,օրորոց,зыбка
395,Bett::N,անկողին,валес
396,Regal::N,դարակ,ӝажы
397,Kiste::N,տուփ,ящик
398,Fenster::N,պատուհան,укно
399,Fenster::N,պատուհան,косяк
400,Tür::N,դուռ,ӧс
401,Tor::N,դարպաս,ӟезьы
402,Zaun::N,ցանկապատ,забор
403,Dach::N,տանիք,липет
404,Dach::N,կտուր,липет
405,Leiter::N,սանդուղք,падӟа
406,Besen::N,ավել,ӵужон
407,Besen::N,ավել,исьнер
408,Spaten::N,բահ,лопатка
409,Schaufel::N,թի,ютырон
410,Gabel::N,պատառաքաղ,тэчы
411,Gabel::N,պատառաքաղ,вилка
412,Löffel::N,գդալ,пуньы
413,Messer::N,դանակ,пурт
414,Nagel::N,մեխ,кортӵог
415,Netz::N,ցանց,сеть
416,Haken::N,կարթ,курик
417,Griff::N,կոթ,ныд
418,Griff::N,բռնակ,ныд
419,Schloss::N,կողպեք,тунгон
420,Bild::N,նկար,суред
421,Bild::N,պատկեր,суред
422,Figur::N,քանդակ,фигура
423,Figur::N,պատկեր,фигура
424,Puppe::N,տիկնիկ,мунё
425,Beutel::N,տոպրակ,пуйы
426,Bündel::N,կապոց,керттэт
427,Tasche::N,պայուսակ,пуйы
428,Tasche::N,պայուսակ,сумка
429,Eimer::N,դույլ,ведра
430,Deckel::N,կափարիչ,ӵоксэт
431,Geschirr::N,ամանեղեն,тусьты-пуньы
432,Sack::N,պարկ,пуйы
433,Sack::N,տոպրակ,пуйы
434,Tasse::N,թաս,ӵаша
435,Tasse::N,գավաթ,ӵаша
436,Topf::N,անոթ,миска
437,Kessel::N,կաթսա,пурты
438,Essen::N,կերակուր,сиськон
439,Nahrung::N,ուտելիք,сион
440,Speise::N,խորտիկ,сиён
441,Speise::N,կերակուր,сиён
442,Fleisch::N,միս,сӥль
443,Getreide::N,հացահատիկ,ю тысь
444,Brei::N,լանդակ,ӝук
445,Brot::N,հաց,нянь
446,Scheibe::N,կտոր,шорем
447,Scheibe::N,պատառ,шорем
448,Fett::N,ճարպ,кӧй
449,Butter::N,կարագ,вӧй
450,Öl::N,ձեթ,вӧй
451,Salz::N,աղ,сылал
452,Suppe::N,սուպ,шыд
453,Suppe::N,ապուր,шыд
454,Honig::N,մեղր,чечы
455,Milch::N,կաթ,йӧл
456,Tee::N,թեյ,чай
457,Leder::N,կաշի,сурон
458,Wolle::N,բուրդ,гон
459,Wolle::N,բուրդ,ыжгон
460,Stoff::N,գործվածք,куэм
461,Nadel::N,ասեղ,вень
462,Faden::N,թել,сӥньыс
463,Knopf::N,կոճակ,бирды
464,Knoten::N,հանգույց,герд
465,Farbe::N,ներկ,буёл
466,Kleidung::N,հագուստ,дӥсь
467,Hemd::N,վերնաշապիկ,дэрем
468,Kragen::N,օձիք,сирес
469,Ärmel::N,թեւք,саес
470,Hose::N,շալվար,брюки
471,Hose::N,շալվար,штань
472,Gürtel::N,գոտի,кускерттон
473,Mütze::N,կեպի,ызьы
474,Schuh::N,կոշիկ,ботинка
475,Stiefel::N,երկարաճիթ կոշիկ,сапег
476,Ring::N,զնգալ,зундэс
477,Band::N,ժապավեն,лента
478,Kamm::N,սանր,сын
479,Spiegel::N,հայելի,синучкон
480,Riemen::N,փոկ,е
481,Schnur::N,լար,гозы
482,Leine::N,փոկ,думет
483,Decke::N,վերմակ,шобрет
484,Kissen::N,բարձ,миндэр
485,Tuch::N,թաշկինակ,кышет
486,Handtuch::N,սրբիչ,ӵушкон
487,Kraft::N,ուժ,кать
488,Kraft::N,ուժ,ӟигар
489,Stärke::N,պնդություն,юнлык
490,Stärke::N,ամրություն,юнлык
491,Gesundheit::N,առողջություն,тазалык
492,Krankheit::N,ախտ,висён
493,Krankheit::N,հիվանդություն,висён
494,Schmerz::N,ցավ,висён
495,Schmerz::N,տանջանք,висён
496,Wunde::N,վերք,яра
497,Fieber::N,տենդ,кезег
498,Arznei::N,դեղ,эмъюм
499,Brücke::N,կամուրջ,выж
500,Brunnen::N,հոր,колдэч
501,Brunnen::N,ջրհոր,колдэч
502,Weide::N,արոտավայր,возь
503,Pfad::N,արահետ,сюрес
504,Weg::N,ուղի,сюрес
505,Straße::N,ճանապարհ,сюрес
506,Dorf::N,գյուղ,гурт
507,Stadt::N,քաղաք,кар
508,Stadt::N,քաղաք,город
509,Brief::N,նամակ,гожтэт
510,Buch::N,գիրք,книга
511,Buchstabe::N,տառ,буква
512,Buchstabe::N,գիր,буква
513,Zeitung::N,լրագիր,газет
514,Leben::N,կյանք,улон
515,Tod::N,մահ,кулон
516,Grab::N,գերեզման,шайгу
517,Kirche::N,եկեղեցի,черк
518,Sünde::N,մեղք,сьӧлык
519,Gott::N,աստված,ӥнмар
520,Arbeiter::N,բանվոր,рабочий
521,Arbeiter::N,աշխատող,рабочий
522,Chef::N,տեր,начальник
523,Meister::N,վարպետ,кибашлы
524,Arzt::N,բժիշկ,врач
525,Lehrer::N,ուսուցիչ,дышетӥсь
526,Geld::N,փող,уксё
527,Geld::N,փող,коньдон
528,Geschäft::N,գործ,уж
529,Geschäft::N,աշխատանք,уж
530,Laden::N,կրպակ,магазин
531,Laden::N,խանութ,магазин
532,Preis::N,գին,дун
533,Ware::N,ապրանք,вуз
534,Nutzen::N,օգուտ,пайда
535,Reichtum::N,հարստություն,узырлык
536,Welt::N,աշխարհ,дунне
537,Land::N,երկիր,шаер
538,Staat::N,պետություն,кун
539,König::N,արքա,эксэй
540,König::N,թագավոր,эксэй
541,Macht::N,իշխանություն,власть
542,Grenze::N,սահման,кунгож
543,Krieg::N,պատերազմ,ож
544,Feind::N,թշնամի,тушмон
545,Gewalt::N,բռնություն,эриктэман
546,Gewalt::N,սաստկություն,эриктэман
547,Kampf::N,մարտ,нюръяськон
548,Bogen[Waffe]::N,աղեղ,пукыӵ
549,Pfeil::N,նետ,пукыӵ вень
550,Gewehr::N,հրացան,пыӵал
551,Fehler::N,սխալ,янгыш
552,Lüge::N,սուտ,пӧян
553,Lüge::N,սուտ,алдан
554,Lüge::N,սուտ,ӧрекчан
555,Schaden::N,վնաս,изъян
556,Unglück::N,դժբախտություն,куректон
557,Unglück::N,դժբախտություն,шудтэме усён
558,Schuld::N,պակասություն,янгыш
559,Alter::N,հասակ,арлыд
560,Schluss::N,վերջ,пум
561,Schluss::N,վախճան,пум
562,Zeit::N,ժամանակ,дыр
563,Tag::N,օր,нунал
564,Morgen::N,առավոտ,ӵукна
565,Mittag::N,կեսօր,лымшор
566,Abend::N,երեկո,ӝыт
567,Abend::N,երեկո,акшан
568,Nacht::N,գիշեր,уй
569,Woche::N,շաբաթ,арня
570,Monat::N,ամիս,толэзь
571,Jahr::N,տարի,ар
572,Frühling::N,գարուն,тулыс
573,Sommer::N,ամառ,гужем
574,Herbst::N,աշուն,сӥзьыл
575,Winter::N,ձմեռ,тол
576,Januar::N,հունվար,выльартолэзь
577,Februar::N,փետրվար,тулыспал
578,März::N,մարտ,южтолэзь
579,April::N,ապրիլ,оштолэзь
580,Mai::N,մայիս,куартолэзь
581,Juni::N,հունիս,вожотолэзь
582,Juli::N,հուլիս,пӧсьтолэзь
583,August::N,օգոստոս,гудырикошкон
584,September::N,սեպտեմբեր,куарусён
585,Oktober::N,հոկտեմբեր,выльӝуктолэзь
586,November::N,նոյեմբեր,шуркынмон
587,Dezember::N,դեկտեմբեր,толсур
588,Montag::N,երկուշաբթի,вордӥськон
589,Dienstag::N,երեքշաբթի,вторник
590,Mittwoch::N,չորեքշաբթի,вирнунал
591,Donnerstag::N,հինգշաբթի,покчиарня
592,Freitag::N,ուրբաթ,удмуртарня
593,Samstag::N,շաբաթ,кӧснунал
594,Sonntag::N,կիրակի,арня
595,groß::A,մեծ,бадӟым
596,groß::A,խոշոր,бадӟым
597,klein::A,պստիկ,пичи
598,klein::A,փոքրիկ,пичи
599,lang::A,երկար,кузь
600,kurz::A,կարճ,вакчи
601,breit::A,լայն,паськыт
602,schmal::A,նեղ,сюлэг
603,dicht::A,խիտ,ӵем
604,dick[Gegenstand]::A,հաստ,зӧк
605,dünn::A,բարակ,векчи
606,fein::A,նուրբ,векчи
607,fest::A,ամուր,юн
608,fest::A,ամուր,чурыт
609,fest::A,պինդ,юн
610,fest::A,պինդ,чурыт
611,flach::A,տափակ,ӵошкыт
612,glatt::A,հարթ,гылыт
613,glatt::A,հարթ,вольыт
614,hart::A,կարծր,чурыт
615,weich::A,մեղմ,небыт
616,weich::A,փափուկ,небыт
617,rund::A,կլոր,котырес
618,spitz::A,սրածայր,йылсо
619,scharf::A,սուր,лэчыт
620,stumpf::A,գուլ,ныж
621,schwer::A,ծանր,секыт
622,schön::A,սիրուն,чебер
623,schön::A,գեղեցիկ,чебер
624,heiß::A,թեժ,пӧсь
625,warm::A,տաք,шуныт
626,warm::A,ջերմ,шуныт
627,kalt::A,ցուրտ,кезьыт
628,kühl::A,զով,юзмыт
629,kühl::A,զով,салкым
630,frisch::A,թարմ,выль
631,feucht::A,ղոնավ,мускыт
632,nass::A,թաց,котмем
633,trocken::A,ցամաք,кӧс
634,voll::A,լի,тыр
635,voll::A,լիքը,тыр
636,leer::A,դատարկ,буш
637,leer::A,դատարկ,тырттэм
638,offen::A,բաց,усьтэм
639,geschlossen::A,գոց,ӵогам
640,geschlossen::A,գոց,пунням
641,sauber::A,մաքուր,ӝикыт
642,sauber::A,մաքուր,чылкыт
643,schmutzig::A,կեղտոտ,нӧд
644,roh::A,հում,ыль
645,reif::A,հասած,вуэм
646,reif::A,հասուն,вуэм
647,lecker::A,համեղ,ческыт
648,süß::A,անուշ,ческыт
649,bitter::A,կծու,курыт
650,sauer::A,թթու,чырс
651,sauer::A,թթված,чырс
652,hell::A,պայծառ,югыт
653,hell::A,խելամիտ,югыт
654,dunkel::A,մութ,пеймыт
655,schwarz::A,սեւ,сьӧд
656,weiß::A,սպիտակ,тӧдьы
657,rot::A,կարմիր,горд
658,gelb::A,դեղին,ӵуж
659,blau::A,կապույտ,лыз
660,grün::A,կանաչ,вож
661,grau::A,գորշ,пурысь
662,bunt::A,գոյնզգոյն,куӵо
663,billig::A,էժան,дунтэм
664,teuer::A,թանկ,дуно
665,wertvoll::A,թանկարժեք,дуно
666,blind::A,կույր,сукыр
667,blind::A,կույր,синтэм
668,taub::A,խուլ,пельтэм
669,kräftig::A,հզոր,кужмо
670,stark::A,ուժեղ,юн
671,stark::A,ուժեղ,кужмо
672,schwach::A,տկար,ляб
673,schwach::A,տկար,начар
674,schwach::A,թույլ,ляб
675,schwach::A,թույլ,начар
676,fett::A,գեր,кӧй
677,schlank::A,նիհար,веськыт
678,schlank::A,նիհար,веськрес
679,hübsch::A,գրավիչ,чебер
680,hübsch::A,գրավիչ,синмаськымон
681,hübsch::A,սիրունիկ,чебер
682,hübsch::A,սիրունիկ,синмаськымон
683,böse::A,չար,лек
684,dumm::A,հիմար,шузи
685,dumm::A,հիմար,визьтэм
686,faul::A,ծույլ,азьтэм
687,fleißig::A,ջանասեր,сюлмо
688,fleißig::A,փութաջան,сюлмо
689,geizig::A,ագահ,сук
690,geizig::A,կծծի,сук
691,klug::A,խելոք,визьмо
692,klug::A,ընդունակ,визьмо
693,geschickt::A,ճարտար,усто
694,geschickt::A,ճարտար,быгатӥсь
695,lieb::A,սիրելի,мусо
696,lustig::A,զվարթ,шулдыр
697,sanft::A,հեզ,мусо
698,sanft::A,հեզ,эрке
699,hungrig::A,քաղցած,сютэм
700,krank::A,հիվանդ,висись
701,nackt::A,մերկ,гольык
702,traurig::A,տխուր,мӧзмыт
703,lebendig::A,կենդանի,улэп
704,gut::A,լավ,ӟеч
705,gut::A,լավ,умой
706,schlecht::A,վատ,урод
707,schlecht::A,վատ,алама
708,richtig::A,ձիշտ,шонер
709,schlimm::A,լղրճուկ,алама
710,wahr::A,ճիշտ,зэмос
711,wahr::A,իրական,зэмос
712,alt::A,հին,вуж
713,neu::A,նոր,выль
714,ehemalig::A,նախկին,азьвылэз
715,alt[Lebewesen]::A,ծեր,пересь
716,alt[Lebewesen]::A,պառավ,пересь
717,jung::A,մատաղ,егит
718,jung::A,մատաղ,пинал
719,arm::A,աղքատ,начар
720,arm::A,աղքատ,куанер
721,reich::A,հարուստ,узыр
722,bekannt::A,ծանոթ,тодмо
723,berühmt::A,հայտնի,дано
724,berühmt::A,հռչակավոր,дано
725,fremd::A,օտար,ят
726,verschieden::A,տարբեր,пӧртэм
727,nah::A,մոտ,матысь
728,nah::A,մերձ,матысь
729,fern::A,հեռավոր,кыдёкысь
730,linker::A,ձախ,паллян
731,rechter::A,աջ,бур
732,rechter::A,աջ,бурпал
733,anderer::A,այլ,мукет
734,anderer::A,ուրիշ,мукет
735,erster::A,առաջին,нырысетӥез
736,zweiter::A,երկրորդ,кыктэтӥез
737,dritter::A,երրորդ,кунньметӥез
738,letzter::A,վերջին,берло
739,letzter::A,վերջին,берпум
740,allein::ADV,միայնակ,огназ
741,auf einmal::ADV,միասնաբար,огдыре
742,zusammen::ADV,միասին,ӵош
743,zusammen::ADV,միասին,валче
744,zusammen::ADV,իրար հետ,ӵош
745,zusammen::ADV,իրար հետ,валче
