,Concept_ID,fr,ml
1221,prahlen::V,se vanter,പൊങ്ങച്ചം പറയുക
1222,übersetzen::V,traduire,പരിഭാഷപ്പെടുത്തുക
1223,denken::V,penser,ചിന്തിക്കുക
1224,glauben::V,croire,വിശ്വസിക്കുക
1225,bemerken::V,remarquer,ശ്രദ്ധിക്കുക
1226,bemerken::V,apercevoir,ശ്രദ്ധിക്കുക
1227,erkennen::V,reconnaître,തിരിചറിയുക
1228,begreifen::V,concevoir,കൈപ്പിടിയിലാക്കുക
1229,verstehen::V,entendre,മനസ്സിലാക്കുക
1230,verstehen::V,comprendre,മനസ്സിലാക്കുക
1231,lernen::V,apprendre,പഠിക്കുക
1232,wissen::V,savoir,അറിയുക
1233,sich erinnern an::V,se souvenir de,ഓർമിക്കുക
1234,vergessen::V,oublier,മറക്കുക
1235,messen::V,mesurer,അളക്കുക
1236,zählen::V,compter,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1237,rechnen::V,calculer,ഗണിക്കുക
1238,lesen::V,lire,വായിക്കുക
1239,malen::V,peindre,ചിത്രം വരയ്ക്കുക
1240,zeichnen::V,dessiner,വരയ്ക്കുക
1241,schreiben::V,écrire,എഴുതുക
1242,besitzen::V,posséder,സ്വന്തമാക്കുക
1243,kaufen::V,acheter,വാങ്ങുക
1244,verkaufen::V,vendre,വിൽക്കുക
1245,bezahlen::V,payer,പരിഹാരം ചെയ്യുക
1246,zahlen::V,payer,പണം അടയ്ക്കുക
1247,beherrschen::V,dominer,ഭരിക്കുക
1248,beherrschen::V,maîtriser,ഭരിക്കുക
1249,ertragen::V,tolérer,താങ്ങുക
1250,ertragen::V,supporter,താങ്ങുക
