,Concept_ID,hr,br
83,Schatten::N,sjena,disheol
84,Wetter::N,vrijeme,amzer
85,Nebel::N,magla,brumenn
86,Wolke::N,oblak,koumoulenn
87,Regen::N,kiša,glav
88,Schnee::N,snijeg,erc'h
89,Eis::N,led,skorn
90,Frost::N,mraz,rev
91,Kälte::N,studen,yen
92,Kälte::N,hladnoća,yen
93,Hitze::N,vrućina,tommder
94,Raureif::N,inje,frim
95,Regenbogen::N,duga,gwareg-ar-glav
96,Donner::N,grom,kurun
97,Donner::N,grmljavina,kurun
98,Strömung::N,struja,red
99,Strömung::N,strujanje,red
100,Tropfen::N,kap,bannac'h
101,Tropfen::N,kap,takenn
102,Tropfen::N,kaplja,bannac'h
103,Tropfen::N,kaplja,takenn
104,Schaum::N,pjena,spoum
105,Schmutz::N,nečistoća,fank
106,Schmutz::N,prljavština,fank
107,See::N,jezero,lenn
108,Sumpf::N,bara,gwern
109,Moor::N,močvara,taouarc'heg
110,Wiese::N,livada,prad
111,Wald::N,šuma,koad
112,Hügel::N,brijeg,torgenn
113,Hügel::N,brežuljak,torgenn
114,Anhöhe::N,uzvišica,run
115,Berg::N,brdo,menez
116,Gipfel::N,vrh,barr
117,Höhle::N,pećina,kav
118,Höhle::N,spilja,kav
119,Abhang::N,obronak,naou
120,Abhang::N,nizbrdica,naou
121,Quelle::N,izvor,feunteun
122,Quelle::N,vrelo,feunteun
123,Bach::N,potok,gwazh
124,Fluss::N,rijeka,stêr
125,Ufer::N,obala,ribl
126,Küste::N,obala,aod
127,Küste::N,morska obala,aod
128,Festland::N,kopno,douar
129,Meer::N,more,mor
130,Bucht::N,zaliv,mor-bihan
131,Insel::N,ada,enez
132,Insel::N,otok,enez
133,Blume::N,cvijet,bleunienn
134,Gras::N,trava,geot
135,Wurzel::N,korijen,gwrizienn
136,Baum::N,drvo,gwezenn
137,Baum::N,stablo,gwezenn
138,Stamm::N,deblo,kef
139,Stamm::N,stablo,kef
140,Rinde::N,kora,rusk
141,Ast::N,grana,barr
142,Zweig::N,grana,bod
143,Blatt::N,list,delienn
144,Birke::N,breza,bezvenn
145,Kiefer[Baum]::N,bor,pinenn
146,Weide[Baum]::N,iva,halegenn
147,Weide[Baum]::N,vŕba,halegenn
148,Tanne::N,jela,sapenn
149,Horn::N,rog,korn
150,Feder::N,pero,pluñv
151,Fell::N,koža,kreoñ
152,Flügel::N,krilo,askell
153,Klaue::N,papak,skilf
154,Kralle::N,pandža,skilf
155,Schwanz::N,rep,lost
156,Ei::N,jaje,vi
157,Nest::N,gnijezdo,neizh
158,Bau::N,jazbina,douarenn
159,Tier::N,životinja,loen
160,Herde::N,krdo,tropell
161,Herde::N,stado,tropell
162,Kuh::N,krava,buoc'h
163,Bulle::N,bik,tarv
164,Pferd::N,konj,marc'h
165,Schaf::N,ovca,dañvad
166,Schwein::N,svinja,pemoc'h
167,Hund::N,pas,ki
168,Hund::N,pseto,ki
169,Katze::N,mačka,kazh
170,Bär::N,medvjed,arzh
171,Eichhörnchen::N,vjeverica,gwiñver
172,Elch::N,los,karv-dour
173,Fuchs::N,lisica,louarn
174,Hase::N,zec,gad
175,Maus::N,miš,logodenn
176,Wolf::N,vuk,bleiz
177,Wolf::N,kurjak,bleiz
178,Vogel::N,ptica,labous
179,Schwarm::N,roj,nijad
180,Schwarm::N,jato,nijad
181,Huhn::N,kokoš,yar
182,Hahn::N,kokot,kilhog
183,Hahn::N,pijevac,kilhog
184,Gans::N,guska,gwazenn
185,Adler::N,orao,erer
186,Ente::N,patka,houad
187,Eule::N,sova,toud
188,Kranich::N,ždral,garan
189,Krähe::N,vrana,bran
190,Kuckuck::N,kukavica,koukoug
191,Schwan::N,labud,alarc'h
192,Fisch::N,riba,pesk
193,Barsch::N,grgeč,brell
194,Hecht::N,štuka,beked
195,Schlange[Tier]::N,guja,naer
196,Schlange[Tier]::N,zmija,naer
197,Wurm::N,crv,preñv
198,Spinne::N,pauk,kevnidenn
199,Ameise::N,mrav,merion
200,Laus::N,uš,laouenn
201,Mücke::N,komarac,moustik
202,Fliege::N,muha,kelienenn
203,Schmetterling::N,leptir,balafenn
204,Beere::N,boba,hog
205,Beere::N,bobica,hog
206,Apfel::N,jabuka,aval
207,Pilz::N,pečurka,kabell-touseg
208,Zwiebel::N,luk,ognonenn
209,Zwiebel::N,kapula,ognonenn
210,Saat::N,sjemenje,had
211,Korn::N,zrno,ed
212,Heu::N,sijeno,foenn
213,Schale::N,kora,peliadur
214,Schale::N,ljuska,peliadur
215,Grube::N,jama,
216,Falle::N,zamka,pech
217,Falle::N,klopka,pech
218,Schlinge::N,uzao,krouglas
219,Schlinge::N,petlja,krouglas
220,Spur::N,trag,
221,Spur::N,slijed,
222,Asche::N,pepeo,ludu
223,Dreck::N,blato,fank
224,Eisen::N,željezo,houarn
225,Gold::N,zlato,aour
226,Silber::N,srebro,arc'hant
227,Kohle::N,ugalj,glaou
228,Kohle::N,ugljen,glaou
229,Glas::N,staklo,gwer
230,Lehm::N,glina,
231,Lehm::N,ilovača,
232,Sand::N,pijesak,traezh
233,Mensch::N,čovjek,den
234,Mann::N,muškarac,den
235,Frau::N,žena,maouez
236,Kind::N,čedo,bugel
237,Kind::N,dijete,bugel
238,Junge::N,momče,paotr
239,Junge::N,dječak,paotr
240,Mädchen::N,djevojka,plac'h
241,Mädchen::N,djevojčica,plac'h
242,Familie::N,obitelj,familh
243,Familie::N,porodica,familh
244,Großvater::N,djed,tad-kozh
245,Großmutter::N,baka,mamm-gozh
246,Eltern::N,roditelji,kerent
247,Vater::N,otac,tad
248,Mutter::N,majka,mamm
249,Sohn::N,sin,mab
250,Tochter::N,kći,merc'h
251,Tochter::N,kćerka,merc'h
252,Bruder::N,brat,breur
253,Schwester::N,sestra,c'hoar
254,Onkel::N,čika,eontr
255,Onkel::N,ujak,eontr
256,Tante::N,ujna,moereb
257,Tante::N,tetka,moereb
258,Ehemann::N,muž,gwaz
259,Ehemann::N,suprug,gwaz
260,Ehefrau::N,žena,gwreg
261,Ehefrau::N,supruga,gwreg
262,Freude::N,radost,levenez
263,Gelächter::N,grohot,c'hoarzherezh
264,Glück::N,sreća,chañs
265,Kummer::N,jad,doan
266,Kummer::N,briga,doan
267,Wunsch::N,želja,c'hoant
268,Lust::N,volja,c'hoant
269,Geist::N,duh,spered
270,Gedanke::N,misao,soñj
271,Gedächtnis::N,pamćenje,eñvor
272,Verstand::N,um,skiant
273,Verstand::N,razum,skiant
274,Sinn::N,smisao,ster
275,Sinn::N,značenje,ster
276,Grund::N,razlog,kaoz
277,Wahrheit::N,istina,gwirionez
278,Gespräch::N,razgovor,kaozeadenn
279,Märchen::N,bajka,kaoz korriganez
280,Erzählung::N,priča,kontadenn
281,Erzählung::N,pripovijest,kontadenn
282,Nachricht::N,vijest,keloù
283,Neuigkeit::N,novost,kelaouenn
284,Name::N,ime,anv
285,Rätsel::N,zagonetka,divinatez
286,Rede::N,govor,diskour
287,Rede::N,besjeda,diskour
288,Sprache::N,jezik,yezh
289,Stimme::N,glas,mouezh
290,Wort::N,riječ,ger
291,Zeichen::N,znak,sin
292,Ruf::N,povik,galv
293,Ruf::N,poklik,galv
294,Lärm::N,buka,trouz
295,Lärm::N,galama,trouz
296,Laut::N,zvuk,
297,Ton::N,ton,ton
298,Lied::N,pjesma,kanaouenn
299,Ruhe::N,tišina,sioulded
300,Ruhe::N,počinak,sioulded
301,Leute::N,ljudi,tud
302,Volk::N,puk,pobl
303,Volk::N,narod,pobl
304,Arbeit::N,rad,labour
305,Arbeit::N,posao,labour
306,Gast::N,gost,kouviad
307,Geschenk::N,dar,prof
308,Geschenk::N,poklon,prof
309,Spiel::N,igra,c'hoari
310,Gesellschaft::N,društvo,kompagnunezh
311,Gesellschaft::N,društvo,kavandad
312,Gesellschaft::N,kompanija,kompagnunezh
313,Gesellschaft::N,kompanija,kavandad
314,Hilfe::N,pomoć,sikour
315,Freund::N,prijatelj,mignon
316,Kamerad::N,drug,kamarad
317,Kamerad::N,drugar,kamarad
318,Angelegenheit::N,posao,afer
319,Anzahl::N,broj,niver
320,Anzahl::N,brojnost,niver
321,Art::N,vid,sort
322,Art::N,vrst,sort
323,Stück::N,komad,tamm
324,Teil::N,dio,pezh
325,Hälfte::N,polovina,hanterenn
326,Kreis::N,krug,kelc'h
327,Kreuz::N,križ,kroaz
328,Linie::N,crta,linenn
329,Strich::N,crta,tenn
330,Abstand::N,razmak,distok
331,Abstand::N,odstojanje,distok
332,Entfernung::N,udaljenost,keid
333,Entfernung::N,udaljenost,kehid
334,Gegend::N,kraj,korn-bro
335,Gegend::N,predeo,korn-bro
336,Platz::N,mjesto,plasenn
337,Ort::N,mjesto,lec'h
338,Seite::N,bok,tu
339,Seite::N,strana,tu
340,Mitte::N,sredina,kreiz
341,Gegenstand::N,predmet,tra
342,Sache::N,posao,tra
343,Rand::N,rub,kantenn
344,Rand::N,kraj,kantenn
345,Kante::N,brid,kantenn
346,Kante::N,ivica,kantenn
347,Ecke::N,ugao,korn
348,Spitze::N,vrh,begell
349,Spitze::N,šiljak,begell
350,Ende::N,konac,dibenn
351,Loch::N,rupa,toull
352,Winkel::N,kut,
353,Winkel::N,ugao,
354,Muster::N,uzor,tresadenn
355,Größe::N,veličina,ment
356,Länge::N,duljina,hirder
357,Höhe::N,visina,uhelder
358,Gewicht::N,težina,pouez
359,Menge::N,mnoštvo,bern
360,Menge::N,količina,bern
361,Haufen::N,hrpa,bern
362,Haufen::N,gomila,bern
363,Reihe::N,red,steud
364,Boot::N,čun,bag
365,Boot::N,čamac,bag
366,Ruder::N,veslo,roeñv
367,Schlitten::N,saone,trainell
368,Ski::N,ski,ski
369,Ski::N,smučka,ski
370,Lagerfeuer::N,logorska vatra,
371,Last::N,tovar,karg
372,Gang::N,hod,kerzh
373,Schritt::N,korak,paz
374,Norden::N,sjever,norzh
375,Norden::N,sjever,hanternoz
376,Süden::N,jug,su
377,Süden::N,jug,kreisteiz
378,Westen::N,zapad,kuzh-heol
379,Osten::N,istok,reter
380,Osten::N,istok,sav-heol
381,Holz::N,drvo,koad
382,Brett::N,daska,plankenn
383,Platte::N,ploča,plakenn
384,Stütze::N,potpora,harp
385,Stange::N,motka,sparl
386,Stock::N,štap,bazh
387,Stock::N,palica,bazh
388,Stab::N,štap,bazh
389,Stab::N,šipka,bazh
390,Rohr::N,cijev,tub
391,Rohr::N,cijev,korz
392,Haus::N,kuća,ti
393,Heim::N,dom,kêr
394,Ofen::N,peć,forn
395,Fußboden::N,pod,plañchod
396,Tisch::N,stol,taol
397,Tisch::N,trpeza,taol
398,Stuhl::N,stolac,kador
399,Stuhl::N,stolica,kador
400,Wiege::N,kolijevka,kavell
401,Bett::N,krevet,gwele
402,Bett::N,postelja,gwele
403,Regal::N,polica,estajerenn
404,Kiste::N,sanduk,kased
405,Fenster::N,prozor,prenestr
406,Tür::N,vrata,dor
407,Tor::N,vrata,portal
408,Tor::N,kapija,portal
409,Zaun::N,plot,sklotur
410,Zaun::N,ograda,sklotur
411,Dach::N,krov,toenn
412,Leiter::N,ljestve,skeul
413,Leiter::N,ljestvice,skeul
414,Besen::N,metla,skubell
415,Spaten::N,ašov,pal
416,Schaufel::N,lopata,pal
417,Gabel::N,viljuška,fourchetez
418,Löffel::N,žlica,loa
419,Messer::N,nož,kontell
420,Nagel::N,čavao,tach
421,Netz::N,mreža,roued
422,Haken::N,kuka,krog
423,Griff::N,držak,kemer
424,Griff::N,ručica,kemer
425,Schloss::N,brava,potenn
426,Bild::N,slika,skeudenn
427,Figur::N,figura,skeud
428,Figur::N,figura,figur
429,Puppe::N,lutka,merc'hodenn
430,Beutel::N,kesa,sac'h
431,Bündel::N,snop,feskenn
432,Bündel::N,svežanj,feskenn
433,Tasche::N,torba,sac'h
434,Tasche::N,taška,sac'h
435,Eimer::N,kabao,sailh
436,Deckel::N,poklopac,pallenn
437,Geschirr::N,suđe,listriaj
438,Geschirr::N,posuđe,listriaj
439,Sack::N,džak,sac'h
440,Sack::N,vreća,sac'h
441,Tasse::N,šalica,tas
442,Topf::N,lonac,pod
443,Kessel::N,kazan,chaodouron
444,Essen::N,obrok,pred
445,Nahrung::N,hrana,boued
446,Speise::N,jelo,meuz
447,Fleisch::N,meso,kig
448,Getreide::N,žito,ed
449,Getreide::N,žitarice,ed
450,Brei::N,kaša,yod
451,Brot::N,kruh,bara
452,Scheibe::N,kriška,tailhenn
453,Fett::N,mast,lard
454,Fett::N,salo,lard
455,Butter::N,buter,amann
456,Butter::N,maslac,amann
457,Öl::N,ulje,eoul
458,Salz::N,sol,holen
459,Suppe::N,supa,soubenn
460,Honig::N,med,mel
461,Milch::N,mlijeko,laezh
462,Tee::N,čaj,te
463,Leder::N,koža,lêr
464,Wolle::N,vuna,gloan
465,Stoff::N,štof,danvez
466,Stoff::N,tkanina,danvez
467,Nadel::N,igla,nadoz
468,Faden::N,nit,neudenn
469,Faden::N,konac,neudenn
470,Knopf::N,dugme,bouton
471,Knoten::N,čvor,skoulm
472,Knoten::N,uzao,skoulm
473,Farbe::N,farba,liv
474,Kleidung::N,odjeća,dilhad
475,Hemd::N,košulja,roc'hed
476,Kragen::N,ovratnik,gouzoug
477,Ärmel::N,rukav,milgin
478,Hose::N,hlače,bragoù
479,Gürtel::N,pas,gouriz
480,Gürtel::N,pojas,gouriz
481,Mütze::N,kapa,boned
482,Schuh::N,cipela,botez
483,Stiefel::N,čizma,botez
484,Ring::N,prsten,gwalenn
485,Band::N,vrpca,bagad
486,Kamm::N,češalj,krib
487,Spiegel::N,zrcalo,melezour
488,Spiegel::N,ogledalo,melezour
489,Riemen::N,kaiš,lerenn
490,Riemen::N,remen,lerenn
491,Schnur::N,vrpca,kordenn
492,Leine::N,uzica,roll
493,Decke::N,ćebe,golo
494,Decke::N,pokrivač,golo
495,Kissen::N,jastuk,goubenner
496,Tuch::N,rubac,mezher
497,Tuch::N,marama,mezher
498,Handtuch::N,ručnik,toailhon
499,Kraft::N,snaga,nerzh
500,Stärke::N,jakost,nerzhder
501,Gesundheit::N,zdravlje,yec'hed
502,Krankheit::N,bolest,klañved
503,Schmerz::N,bol,poan
504,Schmerz::N,bol,droug
505,Wunde::N,rana,gloazadenn
506,Fieber::N,groznica,terzhienn
507,Arznei::N,lijek,louzoù
508,Brücke::N,most,pont
509,Brücke::N,ćuprija,pont
510,Brunnen::N,bunar,puñs
511,Brunnen::N,zdenac,puñs
512,Weide::N,paša,prad
513,Weide::N,pašnjak,prad
514,Pfad::N,staza,gwenodenn
515,Weg::N,put,hent
516,Straße::N,drum,ru
517,Straße::N,drum,hent
518,Straße::N,cesta,ru
519,Straße::N,cesta,hent
520,Dorf::N,selo,kêr
521,Dorf::N,selo,kêriadenn
522,Stadt::N,grad,kêr
523,Stadt::N,varoš,kêr
524,Brief::N,list,lizher
525,Brief::N,pismo,lizher
526,Buch::N,knjiga,levr
527,Buchstabe::N,slovo,lizherenn
528,Zeitung::N,novine,kazetenn
529,Leben::N,život,buhez
530,Tod::N,smrt,marv
531,Grab::N,raka,bez
532,Kirche::N,crkva,iliz
533,Sünde::N,grijeh,pec'hed
534,Gott::N,bog,doue
535,Arbeiter::N,radnik,labourer
536,Arbeiter::N,radnik,micherour
537,Chef::N,šef,penn
538,Meister::N,majstor,mestr
539,Arzt::N,liječnik,mezeg
540,Arzt::N,liječnik,medisin
541,Lehrer::N,učitelj,skolaer
542,Lehrer::N,učitelj,kelenner
543,Geld::N,novac,arc'hant
544,Geschäft::N,posao,stal
545,Geschäft::N,trgovina,stal
546,Laden::N,dućan,stal
547,Preis::N,cijena,priz
548,Ware::N,roba,marc'hadourezh
549,Nutzen::N,korist,gounidegezh
550,Nutzen::N,korist,lañs
551,Nutzen::N,korist,profit
552,Nutzen::N,korist,spleit
553,Reichtum::N,bogatstvo,pinvidigezh
554,Welt::N,svijet,douar
555,Land::N,zemlja,bro
556,Staat::N,država,stad
557,König::N,kralj,roue
558,Macht::N,moć,galloud
559,Macht::N,vlast,galloud
560,Grenze::N,granica,harzoù
561,Krieg::N,rat,brezel
562,Feind::N,neprijatelj,eneber
563,Gewalt::N,sila,tâerder
564,Gewalt::N,nasilje,tâerder
565,Kampf::N,boj,kann
566,Kampf::N,borba,kann
567,Bogen[Waffe]::N,luk,gwareg
568,Pfeil::N,strijela,saezh
569,Gewehr::N,puška,fuzuilh
570,Fehler::N,pogreška,fazi
571,Fehler::N,griješka,fazi
572,Lüge::N,laž,gaou
573,Schaden::N,šteta,gwall
574,Unglück::N,nesreća,gwalleur
575,Schuld::N,krivnja,kablusted
576,Schuld::N,krivnja,pec'hedigezh
577,Alter::N,dob,oad
578,Schluss::N,kraj,diwezh
579,Schluss::N,konac,diwezh
580,Zeit::N,doba,amzer
581,Zeit::N,vrijeme,amzer
582,Tag::N,dan,deizh
583,Morgen::N,jutro,beure
584,Morgen::N,jutro,mintin
585,Mittag::N,podne,kreisteiz
586,Abend::N,veče,abardaez
587,Abend::N,večer,abardaez
588,Nacht::N,noć,noz
589,Woche::N,sedmica,sizhun
590,Monat::N,mjesec,miz
591,Jahr::N,godina,bloaz
592,Frühling::N,proljeće,nevezamzer
593,Sommer::N,ljeto,hañv
594,Herbst::N,jesen,diskaramzer
595,Winter::N,zima,goañv
596,Januar::N,januar,Genver
597,Januar::N,siječanj,Genver
598,Februar::N,veljača,C'hwevrer
599,Februar::N,februar,C'hwevrer
600,März::N,mart,Meurzh
601,März::N,ožujak,Meurzh
602,April::N,april,Ebrel
603,April::N,travanj,Ebrel
604,Mai::N,maj,Mae
605,Mai::N,svibanj,Mae
606,Juni::N,juni,Mezheven
607,Juni::N,lipanj,Mezheven
608,Juli::N,juli,Gouhere
609,Juli::N,srpanj,Gouhere
610,August::N,august,Eost
611,August::N,kolovoz,Eost
612,September::N,rujan,Gwengolo
613,September::N,septembar,Gwengolo
614,Oktober::N,oktobar,Here
615,Oktober::N,listopad,Here
616,November::N,studeni,Du
617,November::N,novembar,Du
618,Dezember::N,prosinac,Kerzu
619,Montag::N,ponedjeljak,Lun
620,Montag::N,ponedjeljnik,Lun
621,Dienstag::N,utorak,Meurzh
622,Dienstag::N,utornik,Meurzh
623,Mittwoch::N,srijeda,Merc'her
624,Donnerstag::N,četvrtak,Yaou
625,Freitag::N,petak,Gwener
626,Samstag::N,subota,Sadorn
627,Sonntag::N,nedjelja,Sul
628,groß::A,velik,bras
629,klein::A,mali,bihan
630,klein::A,malen,bihan
631,lang::A,dug,hir
632,lang::A,dugačak,hir
633,kurz::A,kratak,berr
634,breit::A,širok,ledan
635,schmal::A,uski,strizh
636,schmal::A,uzak,strizh
637,dicht::A,gust,stank
638,dick[Gegenstand]::A,debeo,tev
639,dünn::A,tanak,moan
640,fein::A,fin,munut
641,fein::A,tanak,munut
642,fest::A,čvrst,start
643,flach::A,ravan,plaen
644,flach::A,plosnat,plaen
645,glatt::A,gladak,lintr
646,glatt::A,gladak,levn
647,hart::A,tvrd,kalet
648,weich::A,mek,blot
649,weich::A,mekan,blot
650,rund::A,okrugao,ront
651,spitz::A,oštar,poentet
652,spitz::A,šiljast,poentet
653,scharf::A,oštar,dremm
654,scharf::A,bridak,dremm
655,stumpf::A,tup,talsoc'h
656,schwer::A,težak,pounner
657,schön::A,krasan,kaer
658,heiß::A,vruć,tomm
659,warm::A,topao,tomm
660,kalt::A,hladan,yen
661,kühl::A,hladan,yen
662,frisch::A,svjež,fresk
663,feucht::A,vlažan,gleb
664,nass::A,mokar,gleb
665,trocken::A,suh,sec'h
666,voll::A,pun,leun
667,leer::A,prazan,goullo
668,offen::A,otvoren,digor
669,geschlossen::A,zatvoren,serr
670,sauber::A,čist,naet
671,schmutzig::A,nečist,lous
672,schmutzig::A,blatan,lous
673,roh::A,sirov,kriz
674,reif::A,zreo,darev
675,lecker::A,tečan,lipous
676,lecker::A,tečan,saourus
677,lecker::A,ukusan,lipous
678,lecker::A,ukusan,saourus
679,süß::A,sladak,dous
680,bitter::A,gorak,c'hwerv
681,sauer::A,kiseo,trenk
682,hell::A,vedar,sklaer
683,hell::A,svijetao,sklaer
684,dunkel::A,taman,teñval
685,schwarz::A,crn,du
686,weiß::A,bio,gwenn
687,weiß::A,bijel,gwenn
688,rot::A,crven,ruz
689,gelb::A,žut,melen
690,blau::A,plav,glas
691,blau::A,modar,glas
692,grün::A,zelen,gwer
693,grau::A,siv,louet
694,bunt::A,šaren,liesliv
695,billig::A,jeftin,marc'had-mat
696,teuer::A,skup,ker
697,wertvoll::A,vrijedan,prizius
698,wertvoll::A,dragocjen,prizius
699,blind::A,slijep,dall
700,taub::A,gluh,bouzar
701,kräftig::A,snažan,start
702,stark::A,jak,kreñv
703,stark::A,snažan,kreñv
704,schwach::A,slab,gwan
705,fett::A,pretio,lard
706,schlank::A,vitak,sinkl
707,hübsch::A,zgodan,koant
708,böse::A,zao,gwall
709,böse::A,opak,gwall
710,dumm::A,glup,glep
711,faul::A,lijen,lezirek
712,fleißig::A,radin,studius
713,fleißig::A,marljiv,studius
714,geizig::A,škrt,tost
715,klug::A,razborit,speredek
716,geschickt::A,vješt,dornet
717,lieb::A,drag,koant
718,lustig::A,veseo,laouen
719,sanft::A,blag,flour
720,hungrig::A,gladan,marnaon
721,krank::A,bolestan,klañv
722,nackt::A,nag,noazh
723,traurig::A,tužan,trist
724,traurig::A,žalostan,trist
725,lebendig::A,živ,bev
726,gut::A,dobar,mad
727,schlecht::A,loš,fall
728,schlecht::A,loš,gwall
729,schlecht::A,rđav,fall
730,schlecht::A,rđav,gwall
731,richtig::A,tačan,reizh
732,richtig::A,ispravan,reizh
733,schlimm::A,zao,gwall
734,schlimm::A,zločest,gwall
735,wahr::A,istinit,gwir
736,alt::A,star,kozh
737,neu::A,nov,nevez
738,ehemalig::A,bivši,kozh
739,alt[Lebewesen]::A,star,kozh
740,jung::A,mlad,yaouank
741,arm::A,ubog,paour
742,arm::A,siromašan,paour
743,reich::A,bogat,pinvidik
744,bekannt::A,poznat,anavezet
745,berühmt::A,čuven,brudet
746,berühmt::A,slavan,brudet
747,fremd::A,tuđ,dizanav
748,fremd::A,stran,dizanav
749,verschieden::A,razan,disheñel
750,verschieden::A,različan,disheñel
751,nah::A,blizak,nes
752,fern::A,dalek,diabell
753,fern::A,daljnji,diabell
754,linker::A,lijevi,kleiz
755,rechter::A,desni,dehoù
756,anderer::A,drugi,all
757,anderer::A,drugačiji,all
758,erster::A,prvi,kentañ
759,zweiter::A,drugi,eil
760,dritter::A,treći,trede
761,letzter::A,zadnji,diwezhañ
762,allein::ADV,sam,e-unan
763,auf einmal::ADV,istodobno,ar un dro
764,zusammen::ADV,skupa,asambles
765,zusammen::ADV,zajedno,asambles
766,lange::ADV,dugo,pell
767,plötzlich::ADV,naglo,en un taol
768,plötzlich::ADV,iznenada,en un taol
769,sofort::ADV,odmah,diouzhtu
770,später::ADV,kasnije,diwezhatoc'h
771,jetzt::ADV,sad,bremañ
772,jetzt::ADV,sada,bremañ
773,heute::ADV,danas,hiziv
774,morgen::ADV,sutra,arc'hoazh
775,bald::ADV,skoro,hepdale
776,bald::ADV,doskora,hepdale
777,dann::ADV,zatim,a-c'houde
778,gestern::ADV,juče,dec'h
779,gestern::ADV,jučer,dec'h
780,einst::ADV,negda,gwechall
781,einst::ADV,nekada,gwechall
782,damals::ADV,tada,neuze
783,damals::ADV,onda,neuze
784,danach::ADV,poslije,goude
785,danach::ADV,nakon toga,goude
786,vorher::ADV,prije,diagent
787,vorher::ADV,prije toga,diagent
788,zuerst::ADV,prvo,da gentañ
789,zuerst::ADV,najprije,da gentañ
790,einmal::ADV,jednom,ur wech
791,einmal::ADV,jedanput,ur wech
792,manchmal::ADV,katkad,a-wechoù
793,manchmal::ADV,katkada,a-wechoù
794,oft::ADV,često,alies
795,immer::ADV,vazda,atav
796,immer::ADV,vazda,bepred
797,immer::ADV,uvijek,atav
798,immer::ADV,uvijek,bepred
799,niemals::ADV,nikad,gwech ebet
800,niemals::ADV,nikada,gwech ebet
801,hier::ADV,tu,amañ
802,hier::ADV,ovdje,amañ
803,hierhin::ADV,amo,dre amañ
804,hierhin::ADV,ovamo,dre amañ
805,von hier::ADV,odavde,alemañ
806,dort::ADV,ondje,aze
807,dort::ADV,ondje,ahont
808,dorthin::ADV,onamo,di
809,dorthin::ADV,onamo,aze
810,dorthin::ADV,onamo,ahont
811,geradeaus::ADV,ravno,war-eeun
812,vorwärts::ADV,naprijed,war-raok
813,rückwärts::ADV,natrag,war-lerc'h
814,zurück::ADV,nazad,war-dreñv
815,zurück::ADV,natrag,war-dreñv
816,unten::ADV,dolje,en traoñ
817,hinab::ADV,nizbrdo,a-izel
818,oben::ADV,gore,en nec'h
819,hinauf::ADV,uzbrdo,e-krec'h
820,überall::ADV,svuda,dre-holl
821,überall::ADV,svagdje,dre-holl
822,nicht::ADV,ne,ne ... ket
823,ein wenig::ADV,malo,un tammig
824,kaum::ADV,tek,a-boan
825,kaum::ADV,jedva,a-boan
826,sehr::ADV,jako,-tre
