,Concept_ID,lez,cs
80,Wetter::N,гьава,počasí
81,Nebel::N,ччилин циф,mlha
82,Wolke::N,циф,mrak
83,Wolke::N,циф,oblak
84,Regen::N,марф,déšť
85,Schnee::N,жив,sníh
86,Eis::N,мурк,led
87,Frost::N,аяз,mráz
88,Kälte::N,мекь,chlad
89,Kälte::N,мекьивал,chlad
90,Hitze::N,зегьем,horko
91,Raureif::N,къирав,jinovatka
92,Regenbogen::N,яргъируш,duha
93,Donner::N,цавун ван,hrom
94,Tropfen::N,стӏал,kapka
95,Schaum::N,каф,pěna
96,Schmutz::N,чирк,špína
97,Schmutz::N,кьуруш,špína
98,See::N,вир,jezero
99,Sumpf::N,уьлен,močál
100,Sumpf::N,уьлен,bažina
101,Wiese::N,векь,louka
102,Wald::N,там,les
103,Hügel::N,кӏунтӏ,kopec
104,Anhöhe::N,тепе,pahorek
105,Anhöhe::N,гьуьндуьрвал,pahorek
106,Berg::N,дагъ,hora
107,Gipfel::N,кӏукӏ,vrchol
108,Höhle::N,кьветӏ,jeskyně
109,Abhang::N,гуьне,svah
110,Abhang::N,гуьне,stráň
111,Quelle::N,чешме,pramen
112,Bach::N,булах,potok
113,Fluss::N,вацӏ,řeka
114,Ufer::N,къерех,břeh
115,Küste::N,къерех,pobřeží
116,Festland::N,кьурамат,souš
117,Festland::N,кьурамат,pevnina
118,Meer::N,гьуьл,moře
119,Bucht::N,бухта,záliv
120,Bucht::N,бухта,zátoka
121,Insel::N,остров,ostrov
122,Blume::N,цуьк,květina
123,Gras::N,хъач,tráva
124,Wurzel::N,дувул,kořen
125,Baum::N,ттар,strom
126,Stamm::N,тан,kmen
127,Rinde::N,чкал,kůra
128,Ast::N,тӏур,větev
129,Zweig::N,хел,větev
130,Blatt::N,пеш,lupen
131,Birke::N,верх,bříza
132,Kiefer[Baum]::N,шамагъаж,sosna
133,Kiefer[Baum]::N,шамагъаж,borovice
134,Weide[Baum]::N,цӏвелин ттар,vrba
135,Tanne::N,ель,jedle
136,Horn::N,карч,roh
137,Feder::N,цӏакул,pero
138,Fell::N,хам,srst
139,Flügel::N,лув,křídlo
140,Klaue::N,къармах,dráp
141,Klaue::N,къармах,pazneht
142,Kralle::N,пац,dráp
143,Kralle::N,тапас,dráp
144,Schwanz::N,ттум,ocas
145,Ei::N,кака,vejce
146,Nest::N,муг,hnízdo
147,Bau::N,тӏеквен,nora
148,Tier::N,гьайван,zvíře
149,Herde::N,суьруь,stádo
150,Kuh::N,ккал,kráva
151,Bulle::N,яц,býk
152,Bulle::N,бугъа,býk
153,Pferd::N,балкӏан,kůň
154,Schaf::N,хеб,ovce
155,Schwein::N,вак,vepř
156,Schwein::N,вак,prase
157,Hund::N,кицӏ,pes
158,Katze::N,кац,kočka
159,Bär::N,сев,medvěd
160,Eichhörnchen::N,белка,veverka
161,Elch::N,лось,los
162,Fuchs::N,сикӏ,liška
163,Hase::N,къуьр,zajíc
164,Maus::N,кьиф,myš
165,Wolf::N,жанавур,vlk
166,Vogel::N,луван ничхир,pták
167,Schwarm::N,луж,roj
168,Schwarm::N,луж,hejno
169,Huhn::N,верч,kuře
170,Huhn::N,верч,slepice
171,Hahn::N,кӏек,kohout
172,Gans::N,къаз,husa
173,Adler::N,лекь,orel
174,Ente::N,пӏатӏ,kachna
175,Eule::N,тӏиб,sova
176,Kranich::N,дурна,jeřáb
177,Krähe::N,къаргъа,vrána
178,Kuckuck::N,кукупӏ,kukačka
179,Schwan::N,къугь,labuť
180,Fisch::N,гъед,ryba
181,Barsch::N,окунь,okoun
182,Hecht::N,щука,štika
183,Schlange[Tier]::N,илан,had
184,Schlange[Tier]::N,гъуьлягъ,had
185,Wurm::N,квак,červ
186,Spinne::N,хуьшрекан,pavouk
187,Ameise::N,цегв,mravenec
188,Laus::N,нет,veš
189,Mücke::N,ветӏ,komár
190,Fliege::N,тӏветӏ,moucha
191,Schmetterling::N,чепелукь,motýl
192,Beere::N,куьлуь емиш,bobule
193,Apfel::N,ич,jablko
194,Pilz::N,къарникъуз,houba
195,Zwiebel::N,чичӏек,cibule
196,Saat::N,тумар,osivo
197,Korn::N,твар,zrno
198,Heu::N,векь,seno
199,Heu::N,векьер,seno
200,Schale::N,пириш,slupka
201,Schale::N,пириш,skořápka
202,Schale::N,хъуьруьш,slupka
203,Schale::N,хъуьруьш,skořápka
204,Grube::N,фур,jáma
205,Falle::N,ракьар,past
206,Falle::N,ракьар,léčka
207,Schlinge::N,гьалкъа,smyčka
208,Spur::N,гел,stopa
209,Asche::N,руьхъ,popel
210,Dreck::N,чирк,špína
211,Dreck::N,кьуруш,špína
212,Eisen::N,ракь,železo
213,Gold::N,алтун,zlato
214,Silber::N,гимиш,stříbro
215,Kohle::N,цӏивин,uhlí
216,Glas::N,шуьше,sklo
217,Lehm::N,ччеб,jíl
218,Lehm::N,ччеб,hlína
219,Sand::N,къум,písek
220,Mensch::N,инсан,člověk
221,Mann::N,итим,muž
222,Frau::N,паб,žena
223,Frau::N,дишегьли,žena
224,Kind::N,аял,dítě
225,Junge::N,гада,hoch
226,Junge::N,гада,chlapec
227,Mädchen::N,руш,děvče
228,Familie::N,хзан,rodina
229,Familie::N,килфет,rodina
230,Großvater::N,чӏехи буба,děd
231,Großvater::N,чӏехи буба,dědeček
232,Großmutter::N,чӏехи диде,babička
233,Eltern::N,диде-буба,rodiče
234,Vater::N,буба,otec
235,Mutter::N,диде,matka
236,Sohn::N,хва,syn
237,Tochter::N,руш,dcera
238,Bruder::N,стха,bratr
239,Schwester::N,вах,sestra
240,Onkel::N,ими,strýc
241,Onkel::N,халу,strýc
242,Tante::N,эме,teta
243,Tante::N,хала,teta
244,Ehemann::N,гъуьл,choť
245,Ehemann::N,гъуьл,manžel
246,Ehefrau::N,паб,choť
247,Ehefrau::N,паб,manželka
248,Freude::N,шадвал,radost
249,Gelächter::N,хъвер,smích
250,Glück::N,бахт,štěstí
251,Kummer::N,дерт,žal
252,Kummer::N,дерт,trápení
253,Kummer::N,хажалат,žal
254,Kummer::N,хажалат,trápení
255,Wunsch::N,мурад,přání
256,Lust::N,гьевес,chuť
257,Geist::N,руьгь,duch
258,Gedanke::N,фикир,myšlenka
259,Verstand::N,акьул,rozum
260,Sinn::N,мана,smysl
261,Grund::N,себеб,důvod
262,Wahrheit::N,керчек,pravda
263,Wahrheit::N,гьакъикъат,pravda
264,Gespräch::N,ихтилат,rozhovor
265,Märchen::N,мах,pohádka
266,Erzählung::N,кьиса,povídka
267,Nachricht::N,хабар,zpráva
268,Neuigkeit::N,цӏийи хабар,novina
269,Neuigkeit::N,цӏийи хабар,novinka
270,Name::N,тӏвар,jméno
271,Rätsel::N,мискӏал,hádanka
272,Rede::N,рахун,řeč
273,Rede::N,рахун,proslov
274,Sprache::N,чӏал,řeč
275,Sprache::N,чӏал,jazyk
276,Stimme::N,ван,hlas
277,Wort::N,гаф,slovo
278,Zeichen::N,ишара,znamení
279,Ruf::N,эвер,zavolání
280,Lärm::N,ван-сес,hluk
281,Laut::N,ван,zvuk
282,Laut::N,сес,zvuk
283,Ton::N,ван-сес,tón
284,Lied::N,мани,píseň
285,Ruhe::N,ласвал,klid
286,Ruhe::N,ласвал,pokoj
287,Ruhe::N,фаракъат,klid
288,Ruhe::N,фаракъат,pokoj
289,Ruhe::N,асайиш,klid
290,Ruhe::N,асайиш,pokoj
291,Leute::N,инсанар,lidé
292,Volk::N,халкь,národ
293,Arbeit::N,кӏвалах,práce
294,Gast::N,мугьман,host
295,Geschenk::N,савкьат,dar
296,Spiel::N,къугъун,hra
297,Gesellschaft::N,жемят,společnost
298,Gesellschaft::N,общество,společnost
299,Hilfe::N,куьмек,pomoc
300,Freund::N,дуст,přítel
301,Kamerad::N,яр-дуст,kamarád
302,Angelegenheit::N,кар,záležitost
303,Anzahl::N,сан,počet
304,Anzahl::N,кьадар,počet
305,Art::N,жуьре,druh
306,Stück::N,кӏус,kus
307,Stück::N,кӏус,kousek
308,Teil::N,пай,díl
309,Teil::N,пай,část
310,Hälfte::N,зур,půl
311,Hälfte::N,зур пай,půl
312,Kreis::N,круг,kruh
313,Kreis::N,чкаяр,kruh
314,Kreis::N,элкъвей цӏар,kruh
315,Kreuz::N,хаш,kříž
316,Linie::N,цӏар,linka
317,Strich::N,цӏар,čára
318,Strich::N,цӏар,čárka
319,Abstand::N,ара,vzdálenost
320,Entfernung::N,мензил,vzdálenost
321,Gegend::N,чка,krajina
322,Platz::N,ара,prostor
323,Ort::N,чка,místo
324,Seite::N,пад,strana
325,Mitte::N,юкь,střed
326,Mitte::N,юкь,prostředek
327,Gegenstand::N,затӏ,předmět
328,Sache::N,шей,věc
329,Sache::N,затӏ,věc
330,Rand::N,къерех,kraj
331,Rand::N,къерех,okraj
332,Kante::N,син,hrana
333,Ecke::N,пӏипӏ,roh
334,Spitze::N,кӏвенкӏв,hrot
335,Spitze::N,кӏвенкӏв,špička
336,Ende::N,кьил,konec
337,Loch::N,тӏеквен,díra
338,Winkel::N,пӏипӏ,kout
339,Muster::N,гишир,vzor
340,Größe::N,кьадар,velikost
341,Länge::N,яргъивал,délka
342,Höhe::N,кьакьанвал,výška
343,Gewicht::N,заланвал,váha
344,Menge::N,кьадар,množství
345,Haufen::N,хара,kupa
346,Haufen::N,хара,hromada
347,Reihe::N,жерге,řada
348,Reihe::N,жерге,řádek
349,Boot::N,луьткве,člun
350,Ruder::N,кьусу,veslo
351,Schlitten::N,гъелерар,sáně
352,Lagerfeuer::N,цӏай,táborák
353,Last::N,заланвал,náklad
354,Last::N,заланвал,břemeno
355,Gang::N,ериш,chůze
356,Gang::N,ериш,chodba
357,Schritt::N,къадам,krok
358,Norden::N,кефер,sever
359,Norden::N,кефер пад,sever
360,Süden::N,кьибле,jih
361,Westen::N,рагъакӏидай пад,západ
362,Osten::N,рагъэкъечӏдай пад,východ
363,Holz::N,кӏарас,dřevo
364,Brett::N,кьул,prkno
365,Brett::N,тахта,prkno
366,Stütze::N,даях,opěra
367,Stange::N,юрк,tyč
368,Stange::N,юрк,tyčka
369,Stock::N,лаш,hůlka
370,Stab::N,юрк,hůl
371,Rohr::N,турба,trubka
372,Haus::N,ужагъ,dům
373,Heim::N,кӏвал,domov
374,Ofen::N,пич,kamna
375,Fußboden::N,кӏвалин ччил,podlaha
376,Tisch::N,стол,stůl
377,Stuhl::N,стул,židle
378,Wiege::N,кьеб,kolébka
379,Bett::N,тахт,postel
380,Regal::N,кьацӏ,regál
381,Regal::N,кьацӏ,police
382,Kiste::N,ящик,bedna
383,Fenster::N,дакӏар,okno
384,Tür::N,рак,dveře
385,Tor::N,варар,vrata
386,Zaun::N,пару,plot
387,Dach::N,къав,střecha
388,Leiter::N,гурар,žebřík
389,Besen::N,таран кул,koště
390,Besen::N,таран кул,smeták
391,Spaten::N,ппер,rýč
392,Schaufel::N,хекендаз,lopata
393,Gabel::N,шиш,vidlička
394,Löffel::N,тӏур,lžíce
395,Messer::N,чукӏул,nůž
396,Nagel::N,мих,hřebík
397,Netz::N,чил,síť
398,Haken::N,къармах,hák
399,Griff::N,ттум,držadlo
400,Schloss::N,куьлег,zámek
401,Bild::N,шикил,obraz
402,Bild::N,суьрет,obraz
403,Figur::N,фигура,figura
404,Puppe::N,нини,panenka
405,Beutel::N,тагъар,pytlík
406,Bündel::N,галгам,svazek
407,Tasche::N,чанта,taška
408,Tasche::N,чанта,brašna
409,Eimer::N,ведре,kýbl
410,Eimer::N,ведре,vědro
411,Deckel::N,кьил,víko
412,Deckel::N,кьил,příklop
413,Deckel::N,къалпагъ,víko
414,Deckel::N,къалпагъ,příklop
415,Geschirr::N,къаб-къажах,nádobí
416,Sack::N,чувал,pytel
417,Tasse::N,сукӏра,šálek
418,Topf::N,къажгъан,hrnec
419,Kessel::N,къажгъан,kotel
420,Essen::N,тӏуьн,jídlo
421,Nahrung::N,тӏуьн,strava
422,Nahrung::N,тӏуьн,potrava
423,Speise::N,хуьрек,jídlo
424,Fleisch::N,як,maso
425,Getreide::N,техил,obilí
426,Brei::N,хапӏа,kaše
427,Brei::N,хешил,kaše
428,Brot::N,фу,chléb
429,Scheibe::N,чӏук,krajíc
430,Fett::N,ягълу,tuk
431,Fett::N,ягълу,omastek
432,Butter::N,гъери,máslo
433,Öl::N,ягълу,olej
434,Salz::N,кьел,sůl
435,Suppe::N,суп,polévka
436,Suppe::N,шурпа,polévka
437,Honig::N,вирт,med
438,Milch::N,нек,mléko
439,Tee::N,чай,čaj
440,Leder::N,тумаж,kůže
441,Wolle::N,йис,vlna
442,Stoff::N,парча,látka
443,Nadel::N,раб,jehla
444,Faden::N,гъал,nit
445,Knopf::N,дуьгме,knoflík
446,Knoten::N,тӏвал,uzel
447,Farbe::N,ранг,barva
448,Kleidung::N,партал,šaty
449,Kleidung::N,партал,šatstvo
450,Hemd::N,перем,košile
451,Kragen::N,хев,límec
452,Ärmel::N,хел,rukáv
453,Hose::N,шалвар,kalhoty
454,Gürtel::N,чӏул,pás
455,Gürtel::N,чӏул,opasek
456,Mütze::N,бармак,čepice
457,Mütze::N,бапӏах,čepice
458,Schuh::N,ботинка,bota
459,Stiefel::N,чекме,holínka
460,Ring::N,тупӏал,prsten
461,Band::N,тасма,pásek
462,Kamm::N,регъ,hřeben
463,Spiegel::N,гуьзгуь,zrcadlo
464,Riemen::N,къайиш,řemen
465,Schnur::N,еб,šňůra
466,Decke::N,яргъан,pokrývka
467,Decke::N,яргъан,přikrývka
468,Kissen::N,хъуьцуьган,polštář
469,Tuch::N,шал,šátek
470,Handtuch::N,дасмал,ručník
471,Kraft::N,гуж,síla
472,Stärke::N,къуват,síla
473,Gesundheit::N,сагъвал,zdraví
474,Krankheit::N,тӏал,nemoc
475,Krankheit::N,тӏал,choroba
476,Schmerz::N,тӏал,bolest
477,Schmerz::N,тӏарвал,bolest
478,Wunde::N,хер,rána
479,Fieber::N,ифин,horečka
480,Arznei::N,дарман,lék
481,Brücke::N,муьгъ,most
482,Brunnen::N,къуй,studna
483,Weide::N,уьруьш,pastva
484,Weide::N,уьруьш,pastvina
485,Pfad::N,рехъ,pěšina
486,Weg::N,рехъ,cesta
487,Straße::N,рехъ,silnice
488,Dorf::N,хуьр,vesnice
489,Stadt::N,шегьер,město
490,Brief::N,кагъаз,dopis
491,Buch::N,улуб,kniha
492,Buchstabe::N,гьарф,písmeno
493,Zeitung::N,газета,noviny
494,Leben::N,уьмуьр,život
495,Tod::N,кьиникь,smrt
496,Grab::N,сур,hrob
497,Kirche::N,килиса,kostel
498,Sünde::N,гунагь,hřích
499,Gott::N,аллагь,bůh
500,Arbeiter::N,фяле,dělník
501,Arbeiter::N,фяле,pracovník
502,Chef::N,гьаким,šéf
503,Chef::N,гьаким,vedoucí
504,Meister::N,устӏар,mistr
505,Arzt::N,доктор,lékař
506,Lehrer::N,муаллим,učitel
507,Geld::N,пул,peníze
508,Laden::N,магазин,krám
509,Preis::N,къимет,cena
510,Ware::N,мал,zboží
511,Ware::N,товар,zboží
512,Nutzen::N,хийир,užitek
513,Nutzen::N,менфят,užitek
514,Reichtum::N,девлет,bohatství
515,Welt::N,дуьнья,svět
516,Land::N,уьлкве,země
517,Staat::N,пачагьлугъ,stát
518,Staat::N,государство,stát
519,König::N,пачагь,král
520,Macht::N,власть,moc
521,Macht::N,власть,mocnost
522,Grenze::N,сергьят,hranice
523,Krieg::N,дяве,válka
524,Feind::N,душман,nepřítel
525,Gewalt::N,гуж,násilí
526,Kampf::N,женг,boj
527,Bogen[Waffe]::N,чӏемерук,luk
528,Pfeil::N,хьел,šíp
529,Gewehr::N,тфенг,puška
530,Gewehr::N,тфенг,ručnice
531,Fehler::N,гъалатӏ,chyba
532,Lüge::N,ттаб,lež
533,Schaden::N,зиян,škoda
534,Schaden::N,зарар,škoda
535,Unglück::N,бала,neštěstí
536,Unglück::N,бедбахтвал,neštěstí
537,Schuld::N,тахсир,vina
538,Alter::N,яш,věk
539,Schluss::N,эхир,konec
540,Zeit::N,вяде,čas
541,Tag::N,югъ,den
542,Morgen::N,пакама,ráno
543,Morgen::N,пакама,jitro
544,Mittag::N,нисин,poledne
545,Abend::N,няни,večer
546,Nacht::N,йиф,noc
547,Woche::N,гьафте,týden
548,Monat::N,варз,měsíc
549,Jahr::N,йис,rok
550,Frühling::N,гатфар,jaro
551,Sommer::N,гад,léto
552,Herbst::N,зул,podzim
553,Winter::N,кьуьд,zima
554,Januar::N,январь,leden
555,Februar::N,февраль,únor
556,März::N,март,březen
557,April::N,апрель,duben
558,Mai::N,май,květen
559,Juni::N,июнь,červen
560,Juli::N,июль,červenec
561,August::N,август,srpen
562,September::N,сентябрь,září
563,Oktober::N,октябрь,říjen
564,November::N,ноябрь,listopad
565,Dezember::N,декабрь,prosinec
566,Montag::N,ислен,pondělí
567,Montag::N,ислен,pondělek
568,Dienstag::N,саласа,úterý
569,Mittwoch::N,арбе,středa
570,Donnerstag::N,хемис югъ,čtvrtek
571,Freitag::N,жуьмя,pátek
572,Freitag::N,жуьмя югъ,pátek
573,Samstag::N,киш,sobota
574,Sonntag::N,гьяд,neděle
575,groß::A,еке,velký
576,groß::A,чӏехи,velký
577,klein::A,гъвечӏи,malý
578,lang::A,яргъи,dlouhý
579,kurz::A,куьруь,krátký
580,breit::A,гьяркьуь,široký
581,schmal::A,гуьтӏуь,úzký
582,dicht::A,къалин,hustý
583,dünn::A,кьелечӏ,tenký
584,fein::A,шуькӏуь,jemný
585,fest::A,кӏеви,pevný
586,flach::A,кьулу,plochý
587,flach::A,кьулу,placatý
588,glatt::A,цӏалцӏам,hladký
589,hart::A,кӏеви,tvrdý
590,weich::A,хъуьтуьл,měkký
591,rund::A,элкъвей,kulatý
592,rund::A,элкъвей,okrouhlý
593,spitz::A,хци,špičatý
594,scharf::A,хци,ostrý
595,stumpf::A,къуьруь,tupý
596,schwer::A,залан,těžký
597,schön::A,иер,pěkný
598,schön::A,иер,krásný
599,heiß::A,кудай,horký
600,warm::A,чими,teplý
601,kalt::A,мекьи,studený
602,kühl::A,къайи,chladný
603,frisch::A,таза,svěží
604,frisch::A,михьи,svěží
605,feucht::A,ламу,vlhký
606,nass::A,кьежей,mokrý
607,trocken::A,кьуру,suchý
608,voll::A,ацӏай,plný
609,leer::A,буш,prázdný
610,leer::A,ичӏи,prázdný
611,offen::A,ахъа,otevřený
612,geschlossen::A,кӏеви,zavřený
613,sauber::A,михьи,čistý
614,schmutzig::A,чиркин,špinavý
615,schmutzig::A,кьацӏай,špinavý
616,roh::A,чиг,syrový
617,roh::A,ицӏи,syrový
618,reif::A,дигмиш хьайи,zralý
619,lecker::A,дадлу,chutný
620,süß::A,ширин,sladký
621,bitter::A,туькьуьл,hořký
622,sauer::A,цуру,kyselý
623,hell::A,экуь,světlý
624,dunkel::A,мичӏи,temný
625,schwarz::A,чӏулав,černý
626,weiß::A,лацу,bílý
627,rot::A,яру,rudý
628,rot::A,яру,červený
629,gelb::A,хъипи,žlutý
630,blau::A,вили,modrý
631,grün::A,къацу,zelený
632,grau::A,рехи,šedý
633,grau::A,рехи,šedivý
634,bunt::A,цӏару,pestrý
635,bunt::A,яру-цӏару,pestrý
636,billig::A,ужуз,levný
637,billig::A,ужуз,laciný
638,teuer::A,багьа,drahý
639,wertvoll::A,масан,cenný
640,blind::A,буьркьуь,slepý
641,taub::A,биши,hluchý
642,kräftig::A,гужлу,silný
643,stark::A,къуватлу,silný
644,schwach::A,такьатсуз,slabý
645,fett::A,куьк,tučný
646,fett::A,куьк,tlustý
647,schlank::A,шумал,štíhlý
648,hübsch::A,гуьрчег,hezký
649,böse::A,пис,zlý
650,dumm::A,ахмакь,hloupý
651,faul::A,тенпел,líný
652,fleißig::A,сяй ийидай,pilný
653,fleißig::A,сяйи ийидай,pilný
654,geizig::A,мискьи,lakomý
655,klug::A,акьуллу,chytrý
656,geschickt::A,магьир,šikovný
657,lieb::A,играми,milý
658,lustig::A,шад,veselý
659,sanft::A,назик,mírný
660,sanft::A,милайим,mírný
661,hungrig::A,гишин,hladový
662,krank::A,кефсуз,nemocný
663,nackt::A,кьецӏил,nahý
664,traurig::A,пашман,smutný
665,traurig::A,пашман,truchlivý
666,lebendig::A,ччан алай,živý
667,gut::A,хъсан,dobrý
668,gut::A,вижевай,dobrý
669,schlecht::A,пис,špatný
670,richtig::A,дуьз,pravý
671,richtig::A,дуьз,správný
672,schlimm::A,нифретлу,zlý
673,wahr::A,гьакъикъи,pravdivý
674,alt::A,эски,starý
675,alt::A,куьгьне,starý
676,neu::A,цӏийи,nový
677,ehemalig::A,виликан,bývalý
678,alt[Lebewesen]::A,кьуьзуь,starý
679,jung::A,жегьил,mladý
680,arm::A,кесиб,chudý
681,reich::A,девлетлу,bohatý
682,bekannt::A,чидай,známý
683,berühmt::A,машгьур,slavný
684,fremd::A,ччара,cizí
685,verschieden::A,жуьреба-жуьре,různý
686,verschieden::A,жуьреба-жуьре,rozličný
687,nah::A,мукьвал,blízký
688,fern::A,яргъал,daleký
689,linker::A,чапла,levý
690,rechter::A,эрчӏи,pravý
691,anderer::A,маса,jiný
692,anderer::A,муькуь,jiný
693,erster::A,сад лагьай,první
694,zweiter::A,кьвед лагьай,druhý
695,dritter::A,пуд лагьай,třetí
696,letzter::A,эхиримжи,poslední
697,allein::ADV,кьилди,sám
698,zusammen::ADV,санал,spolu
699,zusammen::ADV,санал,dohromady
700,lange::ADV,яргъалди,dlouho
701,plötzlich::ADV,садлагьана,vtom
702,plötzlich::ADV,садлагьана,náhle
703,sofort::ADV,гьасятда,hned
704,sofort::ADV,гьасятда,ihned
705,später::ADV,гуьгъуьнлай,později
706,jetzt::ADV,гила,teď
707,jetzt::ADV,гила,nyní
708,heute::ADV,къе,dnes
709,heute::ADV,къе,dneska
710,morgen::ADV,пака,zítra
711,bald::ADV,мукьва,brzo
712,bald::ADV,мукьвара,brzo
713,dann::ADV,ахпа,pak
714,dann::ADV,ахпа,potom
715,gestern::ADV,накь,včera
716,einst::ADV,садра,kdysi
717,damals::ADV,а чӏавуз,tehdy
718,damals::ADV,а чӏавуз,tenkrát
719,danach::ADV,ахпа,podle toho
720,vorher::ADV,вилик,dříve
721,vorher::ADV,вилик,napřed
722,zuerst::ADV,сифте,nejprve
723,zuerst::ADV,сифте,nejdříve
724,einmal::ADV,садра,jednou
725,manchmal::ADV,гагь-гагь,někdy
726,oft::ADV,гзаф вахтара,často
727,immer::ADV,гьамиша,vždy
728,immer::ADV,гьамиша,stále
729,niemals::ADV,са чӏавузни,nikdy
730,niemals::ADV,са вахтундани,nikdy
731,hier::ADV,ина,zde
732,hier::ADV,ина,tady
733,hierhin::ADV,иниз,sem
734,von hier::ADV,инай,odtud
735,dort::ADV,ана,tam
736,dorthin::ADV,аниз,tam
737,geradeaus::ADV,дуьз,rovně
738,vorwärts::ADV,вилик,kupředu
739,vorwärts::ADV,виликди,kupředu
740,rückwärts::ADV,кьулухъ,zpět
741,unten::ADV,агъада,dole
742,hinab::ADV,агъуз,dolů
743,oben::ADV,винел,nahoře
744,oben::ADV,винел,navrchu
745,hinauf::ADV,виниз,nahoru
746,überall::ADV,вирина,všude
747,nicht::ADV,ваъ,ne
748,ein wenig::ADV,са тӏимил,trochu
749,kaum::ADV,жизви,sotva
750,sehr::ADV,лап,velmi
751,sehr::ADV,лап,velice
752,so::ADV,икӏ,tak
753,so::ADV,икӏ,takto
754,noch::ADV,гьеле,ještě
755,nur::ADV,анжах,jen
756,nur::ADV,анжах,jenom
757,schon::ADV,хъувуна,už
758,schon::ADV,хъувуна,již
759,schon::ADV,мадни дардиз,už
760,schon::ADV,мадни дардиз,již
761,schon::ADV,мадни гуьтӏуьз,už
762,schon::ADV,мадни гуьтӏуьз,již
763,schon::ADV,мадни гуьтӏуь я,už
764,schon::ADV,мадни гуьтӏуь я,již
765,vergebens::ADV,нагьакь,marně
766,vergebens::ADV,нагьакьа,marně
767,vor::PRP,вилик,před
768,hinter::PRP,кьулухъ,za
769,unter::PRP,кӏаник,pod
770,durch::PRP,арадай,skrz
771,durch::PRP,-кай хкатна,skrz
772,neben::PRP,патав,vedle
773,neben::PRP,мукьув,vedle
774,zwischen::PRP,ара,mezi
775,zwischen::PRP,арада,mezi
776,wegen::PRP,гъиляй,pro
777,dies::PRN,и,toto
778,dies::PRN,и,tohle
779,dies::PRN,им,toto
780,dies::PRN,им,tohle
781,das::PRN,а,to
782,das::PRN,ам,to
783,alles::PRN,вири,všechno
784,alles::PRN,михьиз,všechno
785,ich::PRN,за,já
786,ich::PRN,зун,já
787,du::PRN,вун,ty
788,er::PRN,ам,on
789,er::PRN,гьа,on
790,wir::PRN,чун,my
791,ihr::PRN,куьн,vy
792,sie::PRN,абур,oni
793,was::FPRN,вуч,co
794,wer::FPRN,вуж,kdo
795,wo::FADV,гьина,kde
796,wohin::FADV,гьиниз,kam
797,wie::FADV,гьикӏ,jak
798,warum::FADV,вучиз,proč
799,wieviel::FNUM,шумуд,kolik
800,eins::NUM,са,jeden
801,zwei::NUM,кьвед,dva
802,drei::NUM,пуд,tři
