,Concept_ID,os,vep
101,Donner::N,æрвнæрын,jumalanjuru
102,Strömung::N,цыд,joksmuz
103,Tropfen::N,æртах,tilkuine
104,Schaum::N,фынк,vaht
105,Schmutz::N,цъыф,redu
106,Schmutz::N,цъыф,pačak
107,See::N,цад,järv
108,Sumpf::N,цъыфдзаст,so
109,Moor::N,цъыфдзаст,so
110,Wiese::N,уыгӕрдӕн,nit
111,Wald::N,хъӕд,mec
112,Hügel::N,обау,kukaz
113,Hügel::N,къуыбыр,kukaz
114,Anhöhe::N,уæлвæз,kukaz
115,Anhöhe::N,уæлхох,kukaz
116,Berg::N,хох,mägi
117,Gipfel::N,цъупп,ladv
118,Höhle::N,лӕгӕт,mägionduz
119,Abhang::N,къул,paute
120,Quelle::N,суадон,lähte
121,Bach::N,мӕсчъыдон,oja
122,Fluss::N,дон,jogi
123,Fluss::N,цӕугӕдон,jogi
124,Ufer::N,был,rand
125,Küste::N,донбыл,randišt
126,Festland::N,сурзæхх,kuivma
127,Meer::N,денджыз,meri
128,Bucht::N,донбакæлæн,laht
129,Insel::N,сакъадах,sar'
130,Blume::N,дидинӕг,änik
131,Gras::N,кӕрдӕг,hein
132,Wurzel::N,уидаг,jur'
133,Baum::N,бӕлас,pu
134,Stamm::N,хӕтӕл,tüvi
135,Rinde::N,цъар,kor'
136,Ast::N,арх,oks
137,Zweig::N,къалиу,oks
138,Zweig::N,къалиу,barb
139,Blatt::N,сыф,lehtez
140,Birke::N,бæрз,koiv
141,Kiefer[Baum]::N,нӕзы,pedai
142,Weide[Baum]::N,хӕрис,raid
143,Tanne::N,наз,kuz'
144,Horn::N,сыкъа,sar'v
145,Feder::N,сис,höuneh
146,Fell::N,царм,nahk
147,Flügel::N,базыр,suug
148,Klaue::N,ных,künz'
149,Kralle::N,дзӕмбы,künz'
150,Schwanz::N,къӕдзил,händ
151,Ei::N,айк,muna
152,Nest::N,ахстон,peza
153,Bau::N,хуынкъ,uru
154,Tier::N,сырд,živat
155,Tier::N,цӕрӕгой,živat
156,Herde::N,дзуг,kogo
157,Herde::N,рӕгъау,kogo
158,Kuh::N,хъуг,lehm
159,Bulle::N,гал,härg
160,Pferd::N,бӕх,hebo
161,Schaf::N,фыс,lambaz
162,Schwein::N,хуы,siga
163,Hund::N,куыдз,koir
164,Katze::N,гӕды,kaži
165,Bär::N,арс,kondi
166,Eichhörnchen::N,æхсæрæг,orav
167,Elch::N,цæгатаг саг,hirb'
168,Fuchs::N,рувас,reboi
169,Hase::N,тæрхъус,jäniš
170,Maus::N,мыст,hir'
171,Wolf::N,бирӕгъ,händikaz
172,Vogel::N,цъиу,lind
173,Vogel::N,маргъ,lind
174,Schwarm::N,бал,parveh
175,Huhn::N,карк,kana
176,Hahn::N,уасӕг,kukoi
177,Gans::N,хъаз,hanh'
178,Adler::N,цӕргӕс,orl
179,Ente::N,ацц,sorz
180,Eule::N, уыг,hir'pulo
181,Eule::N,сидахъ,hir'pulo
182,Kranich::N,зырнæг,kurg
183,Kranich::N,хърихъупп,kurg
184,Krähe::N,халон,variš
185,Kuckuck::N,гаккук,kägi
186,Schwan::N,доныхъаз,joucen
187,Fisch::N,кӕсаг,kala
188,Barsch::N,окунь,ahven
189,Hecht::N,хихор кӕсаг,haug'
190,Schlange[Tier]::N,калм,kü
191,Schlange[Tier]::N,калм,mado
192,Wurm::N,зулкъ,mado
193,Wurm::N,къуыдыргалм,mado
194,Spinne::N,хӕлуарӕг,hämähouk
195,Ameise::N,мæлдзыг,murahaine
196,Laus::N,сыст,täi
197,Mücke::N,къогъо,säs'k
198,Fliege::N,бындз,kärbhaine
199,Schmetterling::N,гæлæбу,lipkaine
200,Beere::N,гагадыргъ,marj
201,Apfel::N,фӕткъуы,jablok
202,Pilz::N,зокъо,sen'
203,Pilz::N,зокъо,babuk
204,Pilz::N,къозо,sen'
205,Pilz::N,къозо,babuk
206,Zwiebel::N,хъӕдындз,lauk
207,Saat::N,тауинаг,semned
208,Saat::N,мыггаг,semned
209,Korn::N,мыггаг,jüvä
210,Korn::N,мыггаг,vill'
211,Korn::N,тауинаг,jüvä
212,Korn::N,тауинаг,vill'
213,Heu::N,хос,hein
214,Schale::N,цъар,kor'
215,Grube::N,урм,kop
216,Grube::N,къахт,kop
217,Grube::N,дзыхъхъ,kop
218,Falle::N,цъысым,rida
219,Falle::N,къӕппӕг,rida
220,Schlinge::N,цасм,rihm
221,Spur::N,фæд,jäl'g
222,Asche::N,фӕнык,tuhk
223,Asche::N,ӕртхутӕг,tuhk
224,Dreck::N,цъыф,redu
225,Dreck::N,цъыф,pačak
226,Eisen::N,ӕфсӕйнаг,raud
227,Gold::N,сыгъзӕрин,kuld
228,Silber::N,ӕвзист,hobed
229,Kohle::N,ӕвзалы,hil'
230,Glas::N,авг,stökol
231,Lehm::N,ӕлыг,savi
232,Sand::N,змис,lete
233,Mensch::N,лӕг,mez'
234,Mensch::N,лӕг,ristit
235,Mensch::N,адӕймаг,mez'
236,Mensch::N,адӕймаг,ristit
237,Mensch::N,удгоймаг,mez'
238,Mensch::N,удгоймаг,ristit
239,Mann::N,лӕг,mez'
240,Mann::N,нӕлгоймаг,mez'
241,Frau::N,сылгоймаг,naine
242,Kind::N,сывӕллон,laps'
243,Junge::N,лӕппу,poig
244,Junge::N,лӕппу,prihaine
245,Mädchen::N,чызг,neičukaine
246,Familie::N,бинонтæ,kanz
247,Familie::N,бинонтæ,pereh
248,Großvater::N,фыдыфыд,ded
249,Großvater::N,мадыфыд,ded
250,Großmutter::N,фыды мад,bab
251,Großmutter::N,мады мад,bab
252,Eltern::N,ныййарджытæ,vanhembad
253,Eltern::N,ныййарджытæ,kazvatajad
254,Vater::N,фыд,tat
255,Mutter::N,мад,mam
256,Sohn::N,фырт,poig
257,Tochter::N,чызг,tütär
258,Bruder::N,ӕфсымӕр,veik
259,Bruder::N,ӕфсымӕр,vell'
260,Schwester::N,хо,čiža
261,Schwester::N,хо,sizar
262,Onkel::N,фыдыфсымӕр,däd'
263,Tante::N,мадыхо,tädi
264,Ehemann::N,мой,mužik
265,Ehefrau::N,ус,ak
266,Freude::N,цин,ilo
267,Freude::N,цин,ihastuz
268,Freude::N,циндзинад,ilo
269,Freude::N,циндзинад,ihastuz
270,Gelächter::N,худын,nagr
271,Gelächter::N,худт,nagr
272,Gelächter::N,худæг,nagr
273,Glück::N,амонд,oza
274,Kummer::N,хъыг,gor'a
275,Wunsch::N,бӕллиц,taht
276,Lust::N,монц,himo
277,Geist::N,уд,heng
278,Gedanke::N,хъуыды,meletuz
279,Gedächtnis::N,мысæн,mušt
280,Gedächtnis::N,мысын,mušt
281,Gedächtnis::N,зæрдылдарын,mušt
282,Verstand::N,зонд,mel'
283,Sinn::N,нысаниуæг,jüvä
284,Grund::N,ӕфсон,sü
285,Wahrheit::N,æцæг,tozi
286,Gespräch::N,ныхас,lodu
287,Gespräch::N,ныхас,pagin
288,Märchen::N,аргъау,sarn
289,Erzählung::N,радзырд,sanutez
290,Nachricht::N,уац,tedotuz
291,Neuigkeit::N,хабар,uzištuz
292,Name::N,ном,nimi
293,Rätsel::N,уыци-уыци,ozoitez
294,Rätsel::N,базон-базон,ozoitez
295,Rede::N,раныхас,pagin
296,Rede::N,раныхас,sanad
297,Sprache::N,ӕвзаг,kel'
298,Stimme::N,хъӕлӕс,än'
299,Wort::N,дзырд,sana
300,Zeichen::N,нысан,znam
301,Ruf::N,сидт,kida
302,Ruf::N,сидт,kucund
303,Lärm::N,уынæр,judu
304,Laut::N,зӕл,kulund
305,Laut::N,мыр,kulund
306,Ton::N,мыр,kulund
307,Lied::N,зарӕг,pajo
308,Ruhe::N,æнцой,lebu
309,Leute::N,адӕм,rahvaz
310,Volk::N,адӕм,rahvaz
311,Arbeit::N,фӕллой,tö
312,Arbeit::N,фӕллой,rad
313,Gast::N,уазӕг,adiv
314,Geschenk::N,хуын,lahj
315,Spiel::N,хъазт,vänd
316,Gesellschaft::N,дзыллæ,sebr
317,Gesellschaft::N,æхсæнад,sebr
318,Hilfe::N,æххуыс,abu
319,Hilfe::N,ахъаз,abu
320,Freund::N,лымӕн,sebranik
321,Kamerad::N,ӕмбал,sebranik
322,Angelegenheit::N,хъуыддаг,azj
323,Anzahl::N,бӕрц,lugu
324,Art::N,хуыз,rod
325,Art::N,хуыз,rodsugu
326,Art::N,хуызад,rod
327,Art::N,хуызад,rodsugu
328,Stück::N,кæрдих,pala
329,Stück::N,кæрдих,supal
330,Stück::N,комдзаг,pala
331,Stück::N,комдзаг,supal
332,Teil::N,хай,pala
333,Hälfte::N,æрдæг,pol'
334,Hälfte::N,æмбис,pol'
335,Kreis::N,зиллакк,ümbruz
336,Kreis::N,зиллакк,kehkruz
337,Kreuz::N,дзуар,rist
338,Linie::N,хахх,pird
339,Strich::N,хахх,pird
340,Abstand::N,æхсæнуат,keskust
341,Entfernung::N,дæрддзæг,matk
342,Entfernung::N,дардцæг,matk
343,Gegend::N,ран,taho
344,Platz::N,бууат,avaruz'
345,Ort::N,ран,koht
346,Ort::N,бынат,koht
347,Seite::N,фахс,pol'
348,Seite::N,фахс,kül'g
349,Mitte::N,астӕу,kesk
350,Gegenstand::N,дзаума,kalu
351,Sache::N,дзаума,azj
352,Rand::N,кӕрон,röun
353,Kante::N,фӕрск,röun
354,Ecke::N,тигъ,saum
355,Ecke::N,фисын,saum
356,Spitze::N,бырынкъ,agjaine
357,Ende::N,кӕрон,agj
358,Loch::N,хуынкъ,reig
359,Winkel::N,къуым,čoga
360,Winkel::N,къуым,saum
361,Muster::N,нывæфтыд,kirjam
362,Muster::N,кæдзист,kirjam
363,Größe::N,ас,suruz'
364,Länge::N,дӕргъ,piduz
365,Höhe::N,бæрзонд,korktuz'
366,Höhe::N,бæрзæнд,korktuz'
367,Höhe::N,бæрзонддзинад,korktuz'
368,Gewicht::N,уӕз,jügu
369,Gewicht::N,уӕз,vedäduz
370,Menge::N,бӕрц,äjüz'
371,Haufen::N,кӕри,kogo
372,Reihe::N,рӕнхъ,rivi
373,Boot::N,чема,veneh
374,Ruder::N,къохар,air
375,Schlitten::N,дзоныгъ,regi
376,Schlitten::N,дзоныгъ,regut
377,Ski::N,къахдзоныгътæ,suks'
378,Ski::N,лыжæтæ,suks'
379,Lagerfeuer::N,арт,nodj
380,Lagerfeuer::N,арт,pažag
381,Last::N,уаргъ,jüguz
382,Gang::N,цыд,astund
383,Schritt::N,санчъех,hašk
384,Schritt::N,къахдзӕф,hašk
385,Norden::N,цæгат,pohjoine
386,Süden::N,хуссар,suvi
387,Westen::N,ныгуылæн,päivlaskm
388,Osten::N,скæсæн,päivnouzm
389,Holz::N,хъӕдӕрмӕг,pu
390,Brett::N,фæйнæг,laud
391,Platte::N,къӕй,keitim
392,Stütze::N,быцæу,tugi
393,Stange::N,хъил,arz'
394,Stock::N,лӕдзӕг,kalu
395,Stab::N,хъил,seibaz
396,Rohr::N,хӕтӕл,torv
397,Haus::N,хӕдзар,pert'
398,Heim::N,къона,kodi
399,Ofen::N,пец,päč
400,Fußboden::N,астӕрд,lava
401,Tisch::N,стъол,laud
402,Tisch::N,стъол,stal'c
403,Stuhl::N,бандон,ištim
404,Wiege::N,авдæн,kätte
405,Bett::N,сынтӕг,sija
406,Bett::N,сынтӕг,magaduzsija
407,Regal::N,тӕрхӕг,palič
408,Regal::N,уӕлвӕйнӕг,palič
409,Kiste::N,асыкк,mülütim
410,Fenster::N,рудзынг,ikun
411,Fenster::N,фæрссаг,ikun
412,Tür::N,дуар,uks'
413,Tor::N,кулдуар,verai
414,Zaun::N,æмбонд,aid
415,Zaun::N,быру,aid
416,Zaun::N,гæрæн,aid
417,Dach::N,уӕлхӕдзар,katuz
418,Leiter::N,асин,pordhad
419,Besen::N,уисой,lud
420,Besen::N,уисой,vast
421,Spaten::N,бел,labid
422,Schaufel::N,æвгæнæн,labid
423,Schaufel::N,кæфой,labid
424,Gabel::N,вилкæ,hangoine
425,Löffel::N,уидыг,luzik
426,Messer::N,кард,veič
427,Nagel::N,зӕгӕл,nagl
428,Netz::N,хыз,verk
429,Haken::N,хæдз,kouk
430,Haken::N,хæбырæгъ,kouk
431,Griff::N,фистон,kägä
432,Griff::N,фистон,varz'
433,Schloss::N,гуыдыр,lukkol
434,Bild::N,ныв,kuva
435,Figur::N,кæрдгæныв,figur
436,Puppe::N,чындз,tätüine
437,Beutel::N,дзӕкъул,havad
438,Bündel::N,баст,toppaz
439,Bündel::N,баст,käč
440,Tasche::N,хызын,sumk
441,Tasche::N,дзæкъул,sumk
442,Eimer::N,къæрта,vädr
443,Eimer::N,чъыбыла,vädr
444,Eimer::N,ведра,vädr
445,Deckel::N,сæр,katuz
446,Deckel::N,æмбæрзæн,katuz
447,Geschirr::N,мигæнæн,astii
448,Geschirr::N,мигæнæнтæ,astii
449,Sack::N,голлаг,havad
450,Tasse::N,пиала,čašk
451,Tasse::N,къус,čašk
452,Topf::N,аг,pada
453,Topf::N,чысыл аг,pada
454,Kessel::N,аг,katil
455,Essen::N,хӕрд,sönd
456,Nahrung::N,хойраг,söm
457,Speise::N,хӕринаг,sömine
458,Fleisch::N,дзидза,liha
459,Fleisch::N,фыдызгъӕл,liha
460,Getreide::N,халсар,vill'
461,Brei::N,кас,pudr
462,Brot::N,дзул,leib
463,Scheibe::N,къӕбӕр,bibaleh
464,Scheibe::N,къӕбӕр,šlik
465,Fett::N,сой,razv
466,Butter::N,нӕлхӕ,voi
467,Öl::N,зети,voi
468,Salz::N,цӕхх,sol
469,Suppe::N,бас,lem'
470,Suppe::N,бас,keitoz
471,Honig::N,мыд,mezi
472,Milch::N,ӕхсыр,maid
473,Tee::N,цай,čai
474,Leder::N,мæскуы,nahk
475,Wolle::N,фӕсмын,vill
476,Stoff::N,хъуымац,kangaz
477,Nadel::N,судзин,negl
478,Faden::N,ӕндах,nit'
479,Knopf::N,цӕппӕр,nübl'
480,Knoten::N,ӕлхынцъ,sol'm
481,Farbe::N,ахорæн,muju
482,Kleidung::N,дарӕс,sobad
483,Hemd::N,хӕдон,paid
484,Kragen::N,æфцæггот,kagluz
485,Ärmel::N,дыс,hijam
486,Hose::N,хæлаф,štanad
487,Hose::N,æддаг хæлаф,štanad
488,Hose::N,салбар,štanad
489,Gürtel::N,рон,vö
490,Mütze::N,худ,šapuk
491,Schuh::N,басмахъ,keng'
492,Stiefel::N,цырыхъхъ,sapug
493,Ring::N,къухдарӕн,rengaz
494,Band::N,лент,lentaine
495,Kamm::N,сӕрвасӕн,suga
496,Spiegel::N,айдæн,zerkol
497,Spiegel::N,кæсæн,zerkol
498,Riemen::N,гӕрз,vö
499,Schnur::N,бӕндӕн,nor
500,Decke::N,хъӕццул,sijakatuz
501,Kissen::N,баз,pöluz
502,Tuch::N,кæлмæрзæн,paik
503,Tuch::N,кæрдæн,paik
504,Handtuch::N,хисæрфæн,käzipaik
505,Kraft::N,тых,vägi
506,Kraft::N,хъомыс,vägi
507,Stärke::N,тых,vahvuz'
508,Stärke::N,æхсар,vahvuz'
509,Gesundheit::N,æнæниздзинад,tervhuz
510,Krankheit::N,низ,läžund
511,Krankheit::N,рын,läžund
512,Schmerz::N,рис,kibu
513,Wunde::N,цӕф,čapatez
514,Fieber::N,ризӕг,säru
515,Fieber::N,тӕфсӕг,säru
516,Arznei::N,хос,zel'l'
517,Brücke::N,хид,sild
518,Brunnen::N,цъай,kaiv
519,Weide::N,хизæн,omaluine
520,Weide::N,хизæнуат,omaluine
521,Weide::N,сæрвæт,omaluine
522,Pfad::N,къахвæндаг,tehut
523,Pfad::N,къахвæд,tehut
524,Weg::N,фӕндаг,te
525,Straße::N,фӕндаг,te
526,Dorf::N,хъӕу,külä
527,Stadt::N,сахар,lidn
528,Brief::N,фыстӕг,kirjeine
529,Buch::N,чиныг,kirj
530,Buchstabe::N,дамгъӕ,kirjam
531,Zeitung::N,газет,lehtez
532,Leben::N,цард,elo
533,Leben::N,цӕрӕнбон,elo
534,Tod::N,мæлæт,surm
535,Tod::N,адзал,surm
536,Grab::N,ингӕн,kaum
537,Kirche::N,аргъуан,jumalanpert'
538,Sünde::N,тæригъæд,grähk
539,Gott::N,хуыцау,jumal
540,Arbeiter::N,кусæг,radnik
541,Chef::N,ӕмцег,pämez'
542,Meister::N,мастер,mastar
543,Meister::N,дæсны,mastar
544,Arzt::N,хосгæнæг,lekar'
545,Arzt::N,дохтыр,lekar'
546,Lehrer::N,ахуыргæнæг,opendai
547,Geld::N,ӕхца,rahad
548,Geschäft::N,бизнес,biznes
549,Geschäft::N,хъуыддаг,biznes
550,Laden::N,дукани,lauk
551,Preis::N,аргъ,arv
552,Ware::N,базайраг,tavar
553,Nutzen::N,пайда,liža
554,Reichtum::N,хъæздыгдзинад,kodielo
555,Reichtum::N,хъæздыгдзинад,kal'huz'
556,Reichtum::N,исбон,kodielo
557,Reichtum::N,исбон,kal'huz'
558,Reichtum::N,мулк,kodielo
559,Reichtum::N,мулк,kal'huz'
560,Welt::N,дуне,mail'm
561,Land::N,бӕстӕ,ma
562,Staat::N,паддзахад,valdkund
563,König::N,къарол,kunigaz
564,Macht::N,хицаудзинад,vald
565,Grenze::N,арӕн,röun
566,Krieg::N,хӕст,soda
567,Feind::N,знаг,vihanik
568,Feind::N,знаг,vastustai
569,Feind::N,фыдгул,vihanik
570,Feind::N,фыдгул,vastustai
571,Feind::N,фыдзæрдæ,vihanik
572,Feind::N,фыдзæрдæ,vastustai
573,Feind::N,сон,vihanik
574,Feind::N,сон,vastustai
575,Gewalt::N,тыхми,vägivald
576,Gewalt::N,тыхдзинад,vägivald
577,Kampf::N,хæст,tora
578,Kampf::N,хъæбысæйхæст,tora
579,Kampf::N,тох,tora
580,Bogen[Waffe]::N,ӕрдын,taug
581,Pfeil::N,фат,nol
582,Gewehr::N,топп,oružj
583,Fehler::N,рӕдыд,viga
584,Lüge::N,мӕнг,kelastuz
585,Lüge::N,гӕдыдзинад,kelastuz
586,Schaden::N,зиан,pahuz'
587,Unglück::N,бæллæх,bed
588,Unglück::N,бæллæх,gor'a
589,Schuld::N,азым,värhuz'
590,Alter::N,кар,igä
591,Schluss::N,кæрон,lop
592,Zeit::N,рӕстӕг,aig
593,Tag::N,бон,päiv
594,Morgen::N,райсом,homendez
595,Mittag::N,æмбисбон,keskpäiv
596,Abend::N,изӕр,eht
597,Nacht::N,ӕхсӕв,ö
598,Woche::N,къуыри,nedal'
599,Monat::N,мӕй,ku
600,Jahr::N,аз,voz'
601,Jahr::N,афӕдз,voz'
602,Frühling::N,уалдзæг,keväz'
603,Sommer::N,сӕрд,keza
604,Herbst::N,фæззæг,sügüz'
605,Winter::N,зымӕг,tal'v
606,Januar::N,январь,viluku
607,Februar::N,февраль,uhoku
608,März::N,мартъи,keväz'ku
609,April::N,апрель,sulaku
610,Mai::N,май,semendku
611,Juni::N,июнь,kezaku
612,Juli::N,июль,heinku
613,August::N,август,eloku
614,September::N,сентябрь,sügüz'ku
615,Oktober::N,октябрь,reduku
616,November::N,ноябрь,kül'mku
617,Dezember::N,декабрь,tal'vku
618,Montag::N,къуырисæр,ezmärg
619,Dienstag::N,дыццæг,tožnarg
620,Mittwoch::N,æртыццæг,koumanz'päiv
621,Donnerstag::N,цыппæрæм,nellänz'päiv
622,Freitag::N,майрæмбон,pätnič
623,Freitag::N,майрæмбон,videnz'päiv
624,Samstag::N,сабат,sobat
625,Sonntag::N,хуыцаубон,pühäpäiv
626,groß::A,дынджыр,sur'
627,groß::A,дынджыр,järed
628,klein::A,гыццыл,pen'
629,klein::A,гыццыл,pičuine
630,lang::A,даргъ,pit'k
631,kurz::A,цыбыр,lühüd
632,breit::A,фӕтӕн,leved
633,schmal::A,нарӕг,kaid
634,schmal::A,уынгӕг,kaid
635,dicht::A,бæзджын,tihed
636,dicht::A,тар,tihed
637,dick[Gegenstand]::A,сӕвджын,paks
638,dünn::A,тæнæг,hoik
639,fein::A,лыстӕг,hen
640,fest::A,фидар,luja
641,fest::A,фидар,ninev
642,fest::A,хъӕддых,luja
643,fest::A,хъӕддых,ninev
644,flach::A,тъӕпӕн,lapak
645,glatt::A,лӕгъз,siled
646,hart::A,хъӕбӕр,kova
647,weich::A,фӕлмӕн,pehmed
648,rund::A,тымбыл,kehker
649,spitz::A,цыргъбырынкъ,nügu
650,spitz::A,цыргъбырынкъ,terav
651,spitz::A,цыргъфындз,nügu
652,spitz::A,цыргъфындз,terav
653,scharf::A,цыргъ,terav
654,stumpf::A,къуымых,tül'c
655,schwer::A,уӕззау,jüged
656,schön::A,аив,čoma
657,schön::A,рӕсугъд,čoma
658,heiß::A,тӕвд,räk
659,warm::A,хъарм,läm'
660,kalt::A,уазал,vilu
661,kühl::A,сатæг,raibak
662,kühl::A,сатæг,viluhk
663,kühl::A,уазалгомау,raibak
664,kühl::A,уазалгомау,viluhk
665,frisch::A,сатæг,lahed
666,feucht::A,уымӕл,neps
667,feucht::A,уымӕл,toreh
668,nass::A,хуылыдз,märg
669,trocken::A,хус,kuiv
670,voll::A,дзаг,täuz'
671,voll::A,йедзаг ,täuz'
672,leer::A,афтид,joudai
673,offen::A,гом,avoin
674,offen::A,гом,avol'jaine
675,geschlossen::A,æхгæд,saubaline
676,sauber::A,сыгъдæг,puhtaz
677,schmutzig::A,чъиллон,redukaz
678,roh::A,хом,rohk
679,roh::A,хом,toreh
680,reif::A,рӕгъӕд,küps
681,lecker::A,хӕрзад,magukaz
682,süß::A,адджын,maged
683,bitter::A,судзаг,karged
684,sauer::A,туаг,muiged
685,hell::A,рухс,kirkas
686,hell::A,рухс,valgei
687,dunkel::A,талынг,pimed
688,schwarz::A,сау,must
689,weiß::A,урс,vauged
690,rot::A,сырх,rusked
691,gelb::A,бур,pakuine
692,blau::A,цъӕх,sinine
693,grün::A,цъӕх,vihand
694,grün::A,кӕрдӕгхуыз,vihand
695,grau::A,цъӕх,hahk
696,grau::A,фӕныкхуыз,hahk
697,bunt::A,хъулон,kirjav
698,bunt::A,гæрæм,kirjav
699,billig::A,аслам,odav
700,teuer::A,зынаргъ,kalliž
701,wertvoll::A,зынаргъ,arvokas
702,blind::A,куырм,soged
703,taub::A,къуырма,kurdiž
704,kräftig::A,домбай,vägev
705,kräftig::A,тыхджын,vägev
706,stark::A,тыхджын,vahv
707,stark::A,тыхджын,vägekaz
708,schwach::A,ӕнӕбон,väll'
709,fett::A,нард,razvakaz
710,schlank::A,гуырвидыц,kapos
711,schlank::A,хæрзконд,kapos
712,schlank::A,рæхснæг,kapos
713,schlank::A,сагамад,kapos
714,hübsch::A,аив,čoma
715,hübsch::A,рӕсугъд,čoma
716,böse::A,фыдзӕрдӕ,äred
717,böse::A,фыдзӕрдӕ,käred
718,dumm::A,ӕдылы,el'getoi
719,faul::A,зивӕг,lašk
720,faul::A,зивӕггӕнаг,lašk
721,fleißig::A,æнæзивæг,radonnavedii
722,fleißig::A,æнувыд,radonnavedii
723,geizig::A,чъынды,ažlak
724,geizig::A,æлгъин,ažlak
725,geizig::A,мæрддзæст,ažlak
726,klug::A,зондджын,melev
727,klug::A,зондджын,melekaz
728,geschickt::A,хӕрзарӕхст,mahtokaz
729,lieb::A,уарзон,izo
730,lieb::A,уарзон,sula
731,lustig::A,хъӕлдзӕг,ilokaz
732,sanft::A,мынчын,laskav
733,hungrig::A,ӕххормаг,näl'ghine
734,krank::A,нӕфӕразгӕ,läžui
735,nackt::A,бӕгънӕг,alastoi
736,traurig::A,ӕрхӕндӕг,opalahine
737,lebendig::A,цардӕгас,eläb
738,gut::A,хорз,hüvä
739,schlecht::A,цауд,huba
740,richtig::A,раст,oiged
741,schlimm::A,ӕвзӕр,paha
742,wahr::A,ӕцӕг,todesine
743,alt::A,зӕронд,vanh
744,neu::A,ног,uz'
745,ehemalig::A,раздӕры,edeline
746,alt[Lebewesen]::A,ацӕргӕ,ravaz
747,jung::A,ӕрыгон,nor'
748,arm::A,мӕгуыр,gol'l'
749,reich::A,хъӕздыг,elokaz
750,bekannt::A,зонгӕ,tutab
751,berühmt::A,номдзыд,tetab
752,fremd::A,æцæгæлон,veraz
