,Concept_ID,sah,sl
139,Blatt::N,сэбирдэх,líst
140,Birke::N,хатыҥ,bréza
141,Kiefer[Baum]::N,бэс,bòr
142,Weide[Baum]::N,үөт,vŕba
143,Weide[Baum]::N,талах,vŕba
144,Tanne::N,харыйа,hója
145,Horn::N,муос,róg
146,Feder::N,куорсун,peró
147,Fell::N,тирии,kŕzno
148,Flügel::N,кынат,krílo
149,Klaue::N,тыҥырах,párkelj
150,Kralle::N,баппаҕай,krémpelj
151,Schwanz::N,кутурук,rèp
152,Ei::N,сымыыт,jájce
153,Nest::N,уйа,gnézdo
154,Bau::N,хороон,brlòg
155,Tier::N,кыыл,živál
156,Tier::N,харамай,živál
157,Herde::N,үөр,čréda
158,Kuh::N,ынах,kráva
159,Bulle::N,оҕус,bìk
160,Pferd::N,сылгы,kònj
161,Schaf::N,овца,ôvca
162,Schwein::N,сибиинньэ,svínja
163,Hund::N,ыт,pès
164,Katze::N,куоска,máčka
165,Bär::N,эһэ,mêdved
166,Eichhörnchen::N,тииҥ,véverica
167,Elch::N,тайах,lós
168,Fuchs::N,саһыл,lisíca
169,Hase::N,куобах,zájec
170,Maus::N,кутуйах,mìš
171,Wolf::N,бөрө,vólk
172,Vogel::N,көтөр,ptìč
173,Vogel::N,көтөр,ptíca
174,Schwarm::N,бөлөх,játa
175,Huhn::N,куурусса,kokóš
176,Hahn::N,бөтүүк,petêlin
177,Gans::N,хаас,gós
178,Adler::N,хотой,ôrel
179,Ente::N,кус,ráca
180,Eule::N,мэкчиргэ,sôva
181,Kranich::N,туруйа,žerjàv
182,Krähe::N,тураах,vrána
183,Kuckuck::N,кэҕэ,kúkavica
184,Schwan::N,куба,labód
185,Fisch::N,балык,ríba
186,Barsch::N,алыһар,ostríž
187,Hecht::N,сордон,ščúka
188,Schlange[Tier]::N,моҕой,káča
189,Schlange[Tier]::N,эриэн үөн,káča
190,Wurm::N,үөн,čr̀v
191,Wurm::N,үөн,glísta
192,Spinne::N,ооҕуй,pájek
193,Ameise::N,кымырдаҕас,mrávlja
194,Laus::N,быт,úš
195,Mücke::N,кумаар,komár
196,Fliege::N,сахсырҕа,múha
197,Schmetterling::N,лыах,metúlj
198,Schmetterling::N,үрүмэччи,metúlj
199,Beere::N,отон,jágoda
200,Apfel::N,яблоко,jábolko
201,Pilz::N,тэллэй,góba
202,Zwiebel::N,луук,čebúla
203,Saat::N,сиэмэ,séme
204,Korn::N,сиэмэ,zŕno
205,Heu::N,от,senó
206,Schale::N,хах,lupína
207,Grube::N,дьаама,jáma
208,Falle::N,сохсо,pást
209,Schlinge::N,уктаа,zánka
210,Schlinge::N,уктаа,pêtlja
211,Spur::N,суол,sléd
212,Asche::N,күл,pepél
213,Dreck::N,бадараан,bláto
214,Eisen::N,тимир,želézo
215,Gold::N,көмүс,zlató
216,Gold::N,кыһыл көмүс,zlató
217,Silber::N,көмүс,srebró
218,Silber::N,үрүҥ көмүс,srebró
219,Kohle::N,чох,ógel
220,Glas::N,өстүөкүлэ,stêklo
221,Lehm::N,туой,ílo
222,Sand::N,кумах,pések
223,Mensch::N,киһи,člôvek
224,Mann::N,эр,móž
225,Mann::N,эр,môški
226,Frau::N,дьахтар,gospá
227,Frau::N,дьахтар,žénska
228,Kind::N,оҕо,déte
229,Kind::N,оҕо,otròk
230,Junge::N,уол,fànt
231,Junge::N,уол,déček
232,Mädchen::N,кыыс оҕо,deklè
233,Mädchen::N,кыыс оҕо,déklica
234,Familie::N,кэргэн,družína
235,Großvater::N,эһэ,dèd
236,Großvater::N,эһэ,dédek
237,Großmutter::N,эбэ,bábica
238,Eltern::N,аҕа-ийэ,stárši
239,Vater::N,аҕа,ôče
240,Mutter::N,ийэ,máma
241,Sohn::N,уол,sín
242,Tochter::N,кыыс,hčí
243,Tochter::N,кыыс,hčérka
244,Bruder::N,убай,bràt
245,Bruder::N,быраат,bràt
246,Schwester::N,аҕас,sêstra
247,Schwester::N,балыс,sêstra
248,Onkel::N,таай,újec
249,Onkel::N,таай,stríc
250,Onkel::N,абаҕа,újec
251,Onkel::N,абаҕа,stríc
252,Tante::N,эдьиий,têta
253,Tante::N,эдьиий,strína
254,Ehemann::N,эр,móž
255,Ehemann::N,эр,sopróg
256,Ehefrau::N,ойох,žêna
257,Ehefrau::N,ойох,sopróga
258,Freude::N,үөрүү,rádost
259,Freude::N,үөрүү,vesêlje
260,Gelächter::N,күлүү,sméh
261,Gelächter::N,күлүү,grohòt
262,Glück::N,дьол,sréča
263,Glück::N,соргу,sréča
264,Kummer::N,кутурҕан,gorjé
265,Wunsch::N,баҕарыы,žêlja
266,Lust::N,баҕа,poželênje
267,Geist::N,тыын,dúša
268,Gedanke::N,санаа,mísel
269,Gedächtnis::N,өй,pámet
270,Verstand::N,өй,
271,Sinn::N,суолта,pomèn
272,Sinn::N,суолта,smísel
273,Grund::N,төрүөт,vzròk
274,Wahrheit::N,кырдьык,resníca
275,Gespräch::N,бэсиэдэ,pogóvor
276,Gespräch::N,кэпсэтии,pogóvor
277,Märchen::N,остуоруйа,právljica
278,Erzählung::N,кэпсээн,povést
279,Nachricht::N,биллэриллии,sporočílo
280,Neuigkeit::N,сонун,novóst
281,Name::N,аат,imé
282,Rätsel::N,таабырын,ugánka
283,Rede::N,этии,góvor
284,Sprache::N,тыл,jêzik
285,Stimme::N,куолас,glás
286,Wort::N,тыл,beséda
287,Zeichen::N,бэлиэ,znák
288,Ruf::N,ыҥырыы,klíc
289,Lärm::N,айдаан,hrúp
290,Lärm::N,айдаан,trúšč
291,Laut::N,тыас,glás
292,Ton::N,дорҕоон,tón
293,Lied::N,ырыа,pésem
294,Ruhe::N,уу чуумпу,pokòj
295,Leute::N,дьон,ljudjé
296,Volk::N,дьон,národ
297,Volk::N,норуот,národ
298,Arbeit::N,үлэ,délo
299,Gast::N,ыалдьыт,gòst
300,Geschenk::N,бэлэх,darílo
301,Spiel::N,оонньуу,ígra
302,Gesellschaft::N,общество,drúžba
303,Hilfe::N,көмө,pomóč
304,Freund::N,доҕор,prijátelj
305,Kamerad::N,атас,továriš
306,Angelegenheit::N,дьыала,zadéva
307,Anzahl::N,ахсаан,števílo
308,Art::N,биис,vŕsta
309,Stück::N,кырбас,kós
310,Teil::N,ирээт,dél
311,Hälfte::N,аҥар,polovíca
312,Kreis::N,төгүрүк,króg
313,Kreis::N,төгүрүк,kolobár
314,Kreis::N,төгүрүмтэ,króg
315,Kreis::N,төгүрүмтэ,kolobár
316,Kreuz::N,кириэс,kríž
317,Linie::N,сурааһын,próga
318,Strich::N,сурааһын,čŕta
319,Abstand::N,арыт,preslédek
320,Entfernung::N,ыраах,oddáljenost
321,Gegend::N,сир,kràj
322,Gegend::N,сир,dežêla
323,Platz::N,арыт,prôstor
324,Ort::N,сир,mésto
325,Seite::N,өрүт,bòk
326,Seite::N,өрүт,strán
327,Seite::N,сирэй,bòk
328,Seite::N,сирэй,strán
329,Mitte::N,орто,sredína
330,Gegenstand::N,предмет,prédmet
331,Sache::N,мал,réč
332,Sache::N,мал,stvár
333,Rand::N,кытыы,kràj
334,Rand::N,ойоҕос,kràj
335,Kante::N,кырыы,rób
336,Ecke::N,муннук,vogál
337,Spitze::N,чыпчаал,óst
338,Ende::N,төбө,kônec
339,Loch::N,тэһэҕэс,lúknja
340,Loch::N,дьөлөҕөс,lúknja
341,Winkel::N,муннук,kót
342,Muster::N,оһуор,vzórec
343,Größe::N,кээмэй,veličína
344,Länge::N,уста,dolžína
345,Höhe::N,үрдүк,vršína
346,Gewicht::N,ыйааһын,téža
347,Menge::N,ахсаан,količína
348,Haufen::N,чөмчөх,kùp
349,Haufen::N,чөмчөх,kopíca
350,Reihe::N,кэккэ,níz
351,Reihe::N,кэккэ,vŕsta
352,Boot::N,оҥочо,čóln
353,Ruder::N,эрдии,vêslo
354,Schlitten::N,сыарҕа,saní
355,Ski::N,хайыһар,smučí
356,Lagerfeuer::N,кутаа,táborni ôgenj
357,Last::N,ыарахан,tôvor
358,Gang::N,хаамыы,hòd
359,Schritt::N,хардыы,korák
360,Norden::N,хоту,séver
361,Süden::N,соҕуруу,júg
362,Westen::N,арҕаа,zapàd
363,Osten::N,илин,vzhòd
364,Holz::N,мас,lés
365,Brett::N,дуоска,deskà
366,Brett::N,хаптаһын,deskà
367,Platte::N,билиитэ,plôča
368,Stütze::N,тулааһын,opóra
369,Stütze::N,тулааһын,zaslómba
370,Stange::N,ураҕас,gréd
371,Stock::N,мас,pálica
372,Stock::N,баалкы,pálica
373,Stab::N,ураҕас,pálica
374,Rohr::N,турба,cév
375,Haus::N,дьиэ,híša
376,Heim::N,дьиэ,dóm
377,Ofen::N,оһох,péč
378,Fußboden::N,муоста,pòd
379,Tisch::N,остуол,míza
380,Stuhl::N,устуул,stòl
381,Wiege::N,биһик,zíbel
382,Bett::N,кырабаат,póstelja
383,Regal::N,долбуур,políca
384,Kiste::N,дьааһык,zabòj
385,Fenster::N,түннүк,ôkno
386,Tür::N,аан,vráta
387,Tor::N,аан,velíka vráta
388,Zaun::N,соппулуот,ográja
389,Dach::N,кырыыса,stréha
390,Leiter::N,кирилиэс,léstev
391,Besen::N,миинньик,mêtla
392,Spaten::N,күрдьэх,lopáta
393,Schaufel::N,күрдьэх,lopáta
394,Gabel::N,биилкэ,vílice
395,Löffel::N,луоска,žlíca
396,Messer::N,быһах,nòž
397,Nagel::N,тоһоҕо,žebèlj
398,Netz::N,илим,mréža
399,Haken::N,көхө,kljúka
400,Griff::N,ук,ročáj
401,Griff::N,ук,oprijèm
402,Griff::N,тутаах,ročáj
403,Griff::N,тутаах,oprijèm
404,Schloss::N,күлүүс,ključávnica
405,Bild::N,хартыына,slíka
406,Figur::N,фигура,figúra
407,Figur::N,фигура,postáva
408,Puppe::N,куукула,lútka
409,Beutel::N,мөһөөччук,môšnja
410,Bündel::N,баайыы,cúla
411,Bündel::N,баайыы,svéženj
412,Tasche::N,суумка,tórba
413,Tasche::N,суумка,tobôlec
414,Eimer::N,биэдэрэ,vêdro
415,Deckel::N,хаппах,pokròv
416,Deckel::N,хаппах,poklópec
417,Geschirr::N,иһит,posóda
418,Sack::N,куул,vréča
419,Tasse::N,сэлиэнэй,skodélica
420,Topf::N,көстүрүүҥкэ,lônec
421,Kessel::N,хочуол,kôtel
422,Essen::N,аһылык,hrána
423,Nahrung::N,ас,živílo
424,Speise::N,аһылык,jéd
425,Fleisch::N,эт,mesó
426,Getreide::N,злактар,žíto
427,Brei::N,хааһы,káša
428,Brot::N,килиэп,krùh
429,Scheibe::N,куһуок,réženj
430,Fett::N,сыа,mást
431,Fett::N,сыа,maščôba
432,Butter::N,арыы,máslo
433,Öl::N,арыы,ólje
434,Salz::N,туус,sól
435,Suppe::N,мин,júha
436,Honig::N,мүөт,méd
437,Milch::N,үүт,mléko
438,Tee::N,чэй,čáj
439,Leder::N,тирии,úsnje
440,Wolle::N,түү,vólna
441,Stoff::N,таҥас,blagó
442,Nadel::N,иннэ,ígla
443,Faden::N,сап,nít
444,Knopf::N,тимэх,gúmb
445,Knoten::N,түмүк,vôzel
446,Farbe::N,кырааска,bárva
447,Kleidung::N,таҥас,obléka
448,Hemd::N,ырбаахы,srájca
449,Kragen::N,саҕа,ovrátnik
450,Ärmel::N,сиэх,rokáv
451,Hose::N,ыстаан,hláče
452,Hose::N,бүрүүкэ,hláče
453,Gürtel::N,кур,pás
454,Mütze::N,бэргэһэ,kápa
455,Mütze::N,бэргэһэ,čépica
456,Schuh::N,бачыыҥка,čévelj
457,Stiefel::N,саппыкы,škórenj
458,Ring::N,биһилэх,pŕstan
459,Band::N,лиэнтэ,trák
460,Kamm::N,тараах,glavník
461,Spiegel::N,сиэркилэ,zrcálo
462,Spiegel::N,сиэркилэ,ogledálo
463,Riemen::N,кур,jêrmen
464,Schnur::N,быа,vŕvca
465,Leine::N,тэһиин,konôpec
466,Decke::N,суорҕан,odéja
467,Kissen::N,сыттык,blazína
468,Tuch::N,былаат,pŕt
469,Tuch::N,былаат,rúta
470,Handtuch::N,соттор,brisáča
471,Kraft::N,сыра,síla
472,Stärke::N,күүс,jákost
473,Gesundheit::N,доруобуйа,zdrávje
474,Krankheit::N,ыарыы,bolézen
475,Schmerz::N,ыарыы,ból
476,Schmerz::N,ыарыы,bolečína
477,Wunde::N,баас,rána
478,Fieber::N,түрүлгэн,vročína
479,Fieber::N,лихорадка,vročína
480,Fieber::N,температура,vročína
481,Arznei::N,эмп,lék
482,Arznei::N,эмп,zdravílo
483,Brücke::N,күргэ,móst
484,Brunnen::N,холуодьас,vodnják
485,Weide::N,мэччирэҥ,páša
486,Pfad::N,ыллык,stezà
487,Weg::N,суол,pót
488,Straße::N,суол,césta
489,Dorf::N,дэриэбинэ,vás
490,Stadt::N,куорат,mésto
491,Brief::N,сурук,písmo
492,Buch::N,кинигэ,knjíga
493,Buchstabe::N,буква,čŕka
494,Zeitung::N,хаһыат,čásnik
495,Leben::N,тыын,življênje
496,Tod::N,өлүү,smŕt
497,Grab::N,иин,gròb
498,Kirche::N,таҥара дьиэтэ,cérkev
499,Sünde::N,айыы,gréh
500,Gott::N,тангара,bóg
501,Arbeiter::N,үлэһит,délavec
502,Chef::N,баһылык,šéf
503,Chef::N,начальник,šéf
504,Meister::N,уус,mójster
505,Meister::N,маастар,mójster
506,Arzt::N,врач,zdravník
507,Lehrer::N,учуутал,učítelj
508,Geld::N,харчы,denár
509,Geschäft::N,идэ,kupčíja
510,Laden::N,маҕаһыын,trgovína
511,Preis::N,сыана,céna
512,Ware::N,табаар,róba
513,Nutzen::N,туһа,príd
514,Reichtum::N,баай,bogástvo
515,Welt::N,аан дойду,svét
516,Land::N,дойду,dežêla
517,Staat::N,государство,držáva
518,König::N,король,králj
519,Macht::N,былаас,oblást
520,Grenze::N,кыраныысса,mêja
521,Krieg::N,сэрии,vôjna
522,Feind::N,өстөөх,sovrážnik
523,Gewalt::N,күүһүлээһин,nasílje
524,Kampf::N,охсуһуу,bòj
525,Kampf::N,охсуһуу,bórba
526,Bogen[Waffe]::N,ох,lók
527,Pfeil::N,ох,puščíca
528,Gewehr::N,саа,púška
529,Fehler::N,сыыһа,zmóta
530,Lüge::N,сымыйа,láž
531,Schaden::N,хоромньу,okvára
532,Unglück::N,алдьархай,nesréča
533,Schuld::N,буруй,krívda
534,Alter::N,саас,dôba
535,Schluss::N,тиһэх,kônec
536,Zeit::N,бириэмэ,čàs
537,Tag::N,күн,dán
538,Morgen::N,сарсыарда,jútro
539,Mittag::N,күн ортото,póldan
540,Abend::N,киэһэ,večér
541,Nacht::N,түүн,nóč
542,Woche::N,нэдиэлэ,téden
543,Monat::N,ый,mésec
544,Jahr::N,сыл,léto
545,Jahr::N,дьыл,léto
546,Frühling::N,саас,pomlád
547,Sommer::N,сайын,polétje
548,Herbst::N,күһүн,jesén
549,Winter::N,кыһын,zíma
550,Januar::N,тохсунньу,jánuar
551,Februar::N,олунньу,fébruar
552,März::N,кулун тутар,márec
553,April::N,муус устар ый,apríl
554,Mai::N,ыам ыйа,máj
555,Juni::N,бэс ыйа,júnij
556,Juli::N,от ыйа,júlij
557,August::N,атырдьах ыйа,avgúst
558,September::N,балаҕан ыйа,septêmber
559,Oktober::N,алтынньы,október
560,November::N,сэтинньи,novêmber
561,Dezember::N,ахсынньы,decémber
562,Montag::N,бэнидиэнньик,ponedéljek
563,Dienstag::N,оптуорунньук,tôrek
564,Mittwoch::N,сэрэдэ,sréda
565,Donnerstag::N,чэппиэр,četŕtek
566,Freitag::N,бээтинсэ,pétek
567,Samstag::N,субуота,sobóta
568,Sonntag::N,баскыһыанньа,nedélja
569,groß::A,бөдөҥ,vêlik
570,groß::A,улахан,vêlik
571,klein::A,кыр,májhen
572,lang::A,уһун,dólg
573,kurz::A,кылгас,krátek
574,breit::A,кэтит,širòk
575,schmal::A,кыараҕас,ózek
576,dicht::A,хойуу,góst
577,dick[Gegenstand]::A,суон,dêbel
578,dick[Gegenstand]::A,хойуу,dêbel
579,dünn::A,чараас,tánek
580,fein::A,бытархай,drôben
581,fein::A,синньигес,drôben
582,fest::A,бөҕө,tŕden
583,fest::A,кытаанах,tŕden
584,flach::A,хаптаҕай,plán
585,flach::A,хаптаҕай,plòsk
586,glatt::A,кылааккай,gládek
587,hart::A,хатан,tŕd
588,hart::A,кытаанах,tŕd
589,weich::A,сымнаҕас,mehák
590,rund::A,төгүрүк,okrógel
591,spitz::A,сытыы,šílast
592,spitz::A,уһуктаах,šílast
593,scharf::A,сытыы,óster
594,stumpf::A,сыппах,tóp
595,stumpf::A,сыппах,skŕhan
596,schwer::A,ыарахан,têžek
597,schön::A,кыраһыабай,lép
598,schön::A,кыраһыабай,krásen
599,heiß::A,итии,vròč
600,warm::A,ичигэс,tôpel
601,kalt::A,тымныы,mŕzel
602,kalt::A,тымныы,hláden
603,kühl::A,сөрүүн,hláden
604,frisch::A,ыраас,svéž
605,frisch::A,сөрүүн,svéž
606,frisch::A,тымныы,svéž
607,feucht::A,сииктээх,vlážen
608,nass::A,инчэҕэй,móker
609,trocken::A,кураан,súh
610,voll::A,толору,póln
611,leer::A,иччитэх,prázen
612,offen::A,аһаҕас,odpŕt
613,geschlossen::A,бүтэй,zapŕt
614,sauber::A,сэбэр,číst
615,sauber::A,сэбэр,líčen
616,schmutzig::A,кирдээх,umázan
617,roh::A,сиикэй,suròv
618,reif::A,буспут,zrèl
619,reif::A,сиппит-хоппут,zrèl
620,lecker::A,минньигэс,okúsen
621,süß::A,минньигэс,sládek
622,bitter::A,аһыы,grenák
623,sauer::A,аһыы,kísel
624,hell::A,сырдык,svetèl
625,dunkel::A,хараҥа,temèn
626,schwarz::A,хара,čŕn
627,weiß::A,үрүҥ,bél
628,weiß::A,маҥан,bél
629,rot::A,кыһыл,rdèč
630,gelb::A,саһархай,žólt
631,gelb::A,саһархай,rumèn
632,blau::A,күөх,móder
633,grün::A,күөх,zelèn
634,grün::A,от күөҕэ,zelèn
635,grau::A,сиэрэй,sív
636,bunt::A,эриэн,písan
637,billig::A,чэпчэки,pocéni
638,teuer::A,сыаналаах,drág
639,wertvoll::A,сыаналаах,dragocén
640,blind::A,хараҕа суох,slép
641,taub::A,дьүлэй,glúh
642,kräftig::A,модун,močán
643,stark::A,күүстээх,ják
644,schwach::A,мөлтөх,šíbek
645,fett::A,эмис,dêbel
646,schlank::A,дьылҕан,vítek
647,schlank::A,дьыпсаҕай,vítek
648,hübsch::A,олус кэрэ,lép
649,hübsch::A,көрүөхтэн үчүгэй,lép
650,böse::A,өһүөннээх,zèl
651,böse::A,өһүөннээх,hudôben
652,dumm::A,акаары,glúp
653,dumm::A,акаары,bédast
654,faul::A,нэс,lén
655,fleißig::A,кыһамньылаах,marljív
656,geizig::A,иҥсэлээх,škŕt
657,klug::A,өйдөөх,pámeten
658,geschickt::A,наһаа дьоҕурдаах,spréten
659,lieb::A,тапталлаах,míl
660,lieb::A,тапталлаах,ljúb
661,lustig::A,көрдөөх,vesél
662,sanft::A,намчы,láhek
663,sanft::A,сымнаҕас,láhek
664,hungrig::A,аччык,láčen
665,krank::A,ыалдьар,bolán
666,nackt::A,сыгынньах,nág
667,traurig::A,санаарҕабыллаах,túžen
668,lebendig::A,тыыннаах,žív
669,gut::A,үтүө,dóber
670,gut::A,үчүгэй,dóber
671,schlecht::A,куһаҕан,malopríden
672,richtig::A,сөп,pravílen
673,schlimm::A,сидьиҥ,húd
674,schlimm::A,быдьар,húd
675,wahr::A,кырдьык,resníčen
676,alt::A,былыргы,stàr
677,neu::A,саҥа,nòv
678,ehemalig::A,урукку,nekdánji
679,alt[Lebewesen]::A,кырдьаҕас,stàr
680,jung::A,эдэр,mlád
681,arm::A,дьадаҥы,ubóg
682,arm::A,дьадаҥы,réven
683,reich::A,баай,bogàt
684,bekannt::A,билэр,znán
685,berühmt::A,аатырбыт,sláven
686,berühmt::A,аатырбыт,znamenít
687,fremd::A,атын,túj
688,verschieden::A,араас,razlíčen
689,nah::A,чугас,blížnji
690,fern::A,ыраах,dáleč
691,linker::A,хаҥас,lévi
692,rechter::A,уҥа,désni
693,anderer::A,атын,drúgi
694,erster::A,маҥнайгы,pŕvi
695,zweiter::A,иккис,drúgi
696,dritter::A,үһүс,trétji
697,letzter::A,тиһэх,poslédnji
698,allein::ADV,соҕотох,sám
699,auf einmal::ADV,биирдэ,obênem
700,zusammen::ADV,холбуу,skúpaj
701,lange::ADV,уһуннук,dólgo
702,plötzlich::ADV,эмискэ,náglo
703,plötzlich::ADV,эмискэ,nenádoma
704,sofort::ADV,тута,prècej
705,später::ADV,хойут,poznêje
706,jetzt::ADV,билигин,zdàj
707,heute::ADV,бүгүн,dánes
708,morgen::ADV,сарсын,jútri
709,bald::ADV,өтөр,kmálu
710,dann::ADV,кэнна,nató
711,gestern::ADV,бэҕэһээ,včéraj
712,einst::ADV,биир төгүл,nékdaj
713,einst::ADV,арай биирдэ,nékdaj
714,damals::ADV,оччоҕо,tedàj
715,damals::ADV,оччоҕо,takràt
716,danach::ADV,аары,potèm
717,danach::ADV,ол кэнниттэн,potèm
718,vorher::ADV,урут,poprèj
719,zuerst::ADV,маҥнай,spŕva
720,einmal::ADV,биирдэ,ênkrat
721,manchmal::ADV,арыт,včásih
722,oft::ADV,чаастатык,pogósto
723,immer::ADV,мэлдьи,védno
724,immer::ADV,мэлдьи,zméraj
725,niemals::ADV,хаһан да,nikdàr
726,hier::ADV,маныаха,tù
727,hier::ADV,маныаха,túkaj
728,hierhin::ADV,бэттэх,sèmkaj
729,von hier::ADV,мантан,od tú
730,dort::ADV,онно,tàm
731,dorthin::ADV,онно,tjà
732,geradeaus::ADV,быһа,rávno napréj
733,geradeaus::ADV,быһаччы,rávno napréj
734,vorwärts::ADV,инники,napréj
735,rückwärts::ADV,төттөру,zádaj
736,zurück::ADV,төттөрү,nazáj
737,unten::ADV,аллара,dôli
738,unten::ADV,аллара,spôdaj
739,hinab::ADV,аллара,dôl
740,oben::ADV,үөһэ,gôri
741,oben::ADV,үөһэ,zgôraj
742,hinauf::ADV,өрө,gôr
743,hinauf::ADV,үөһэ,gôr
744,überall::ADV,бэйдиэ,povsód
745,nicht::ADV,буолбатах,ne
746,ein wenig::ADV,кыратык,málo
747,kaum::ADV,нэһиилэ,kómaj
748,sehr::ADV,бэрт,zeló
749,sehr::ADV,наһаа,zeló
750,so::ADV,оччо,takó
751,so::ADV,оннук,takó
752,noch::ADV,өссө,še
753,nur::ADV,эрэ,samó
754,nur::ADV,сыччах,samó
755,schon::ADV,бэлиэр,žè
756,wieder::ADV,эмиэ,spét
757,vergebens::ADV,таак,zamàn
758,vergebens::ADV,таак,zastónj
759,vor::PRP,иннигэр,pred
760,hinter::PRP,кэлин,za
761,unter::PRP,-ҕа,pod
