,Concept_ID,sq,tt
119,Höhle::N,zgafelle,мәгарә
120,Abhang::N,shpat,кабырга
121,Abhang::N,tatëpjetë,кабырга
122,Quelle::N,krua,чишмә
123,Quelle::N,burim,чишмә
124,Bach::N,virua,елга
125,Fluss::N,lumë,дәрья
126,Ufer::N,breg,су кырые
127,Küste::N,anëdet,яр буе
128,Küste::N,bregdet,яр буе
129,Festland::N,kontinent,коры җир
130,Meer::N,det,диңгез
131,Bucht::N,gji deti,бухта
132,Bucht::N,gji deti,култык
133,Insel::N,ishull,атау
134,Insel::N,ishull,утрау
135,Insel::N,ujdhesë,атау
136,Insel::N,ujdhesë,утрау
137,Blume::N,lule,чәчкә
138,Gras::N,bar,үлән
139,Wurzel::N,rrënjë,тамыр
140,Baum::N,pemë,агач
141,Stamm::N,trung,кәүсә
142,Rinde::N,lëvore,кабык
143,Ast::N,degë,ботак
144,Zweig::N,bisk,ботак
145,Zweig::N,bisk,тармак
146,Blatt::N,fletë,яфрак
147,Blatt::N,gjethe,яфрак
148,Birke::N,mështekën,каен
149,Kiefer[Baum]::N,pishë,нарат
150,Weide[Baum]::N,shelg,тал
151,Tanne::N,bredh,чыршы
152,Horn::N,bri,мөгез
153,Feder::N,pupël,йон
154,Fell::N,lëkurë,тире
155,Flügel::N,krah,канат
156,Flügel::N,fletë,канат
157,Klaue::N,kthetër,тырнак
158,Kralle::N,thua,тырнак
159,Kralle::N,kthetër,тырнак
160,Schwanz::N,bisht,койрык
161,Ei::N,vezë,күкәй
162,Ei::N,vezë,йомырка
163,Nest::N,fole,оя
164,Bau::N,strofkë,өн
165,Tier::N,kafshë,хайван
166,Herde::N,kope,көтү
167,Herde::N,grigjë,көтү
168,Kuh::N,lopë,сыер
169,Bulle::N,dem,үгез
170,Pferd::N,kalë,ат
171,Schaf::N,dele,сарык
172,Schwein::N,derr,дуңгыз
173,Hund::N,qen,эт
174,Katze::N,mace,песи
175,Bär::N,ari,аю
176,Eichhörnchen::N,ketër,тиен
177,Elch::N,dre brilopatë,поши
178,Fuchs::N,dhelpër,төлке
179,Hase::N,lepur,куян
180,Maus::N,mi,тычкан
181,Wolf::N,ujk,бүре
182,Vogel::N,zog,кош
183,Vogel::N,shpend,кош
184,Schwarm::N,luzmë,көтү
185,Huhn::N,pulë,тавык
186,Hahn::N,gjel,әтәч
187,Hahn::N,këndes,әтәч
188,Gans::N,patë,каз
189,Adler::N,shqiponjë,каракош
190,Ente::N,rosë,үрдәк
191,Eule::N,buf,ябалак
192,Kranich::N,lejlek,торна
193,Kranich::N,kurrillë,торна
194,Krähe::N,sorrë,карга
195,Kuckuck::N,qyqe,күке
196,Kuckuck::N,qyqe,кәккүк
197,Schwan::N,mjellmë,аккош
198,Fisch::N,peshk,балык
199,Barsch::N,purtekë,алабуга
200,Hecht::N,mlysh,чуртан
201,Schlange[Tier]::N,gjarpër,елан
202,Wurm::N,krimb,корт
203,Spinne::N,marimangë,үрмәкүч
204,Ameise::N,thnegël,кырмыска
205,Ameise::N,milingonë,кырмыска
206,Laus::N,morr,бет
207,Mücke::N,kunup,черки
208,Mücke::N,kunup,озынборын
209,Mücke::N,mushkonjë,черки
210,Mücke::N,mushkonjë,озынборын
211,Fliege::N,mizë,чебен
212,Schmetterling::N,flutur,күбәләк
213,Beere::N,frutë,җиләк
214,Beere::N,manaferrë,җиләк
215,Apfel::N,mollë,алма
216,Pilz::N,kërpudhë,гөмбә
217,Zwiebel::N,qepë,суган
218,Zwiebel::N,qepë,суганбаш
219,Saat::N,farë,орлык
220,Korn::N,grurë,иген
221,Korn::N,grurë,орлык
222,Korn::N,kokërr,иген
223,Korn::N,kokërr,орлык
224,Heu::N,sanë,печән
225,Schale::N,lëkurë,кабык
226,Grube::N,gropë,баз
227,Grube::N,gropë,чокыр
228,Falle::N,kurth,тозак
229,Falle::N,kurth,капкын
230,Falle::N,grackë,тозак
231,Falle::N,grackë,капкын
232,Schlinge::N,nyjë,элмәк
233,Spur::N,gjurmë,эз
234,Asche::N,hi,көл
235,Dreck::N,baltë,пычрак
236,Eisen::N,hekur,тимер
237,Gold::N,ar,алтын
238,Gold::N,flori,алтын
239,Silber::N,argjend,көмеш
240,Kohle::N,qymyr,күмер
241,Glas::N,qelq,пыяла
242,Lehm::N,argjilë,балчык
243,Sand::N,rërë,ком
244,Mensch::N,njeri,адәм
245,Mensch::N,njeri,инсан
246,Mann::N,burrë,ир
247,Mann::N,mashkull,ир
248,Frau::N,grua,хатын
249,Frau::N,femër,хатын
250,Kind::N,kalama,бала
251,Junge::N,djalë,малай
252,Mädchen::N,gocë,кыз
253,Mädchen::N,vajzë,кыз
254,Familie::N,familje,гаилә
255,Großvater::N,gjysh,бабай
256,Großmutter::N,gjyshe,әби
257,Eltern::N,prindër,ата-ана
258,Vater::N,atë,ата
259,Mutter::N,nënë,ана
260,Sohn::N,bir,ул
261,Tochter::N,bijë,кыз
262,Bruder::N,vëlla,кардәш
263,Schwester::N,motër,апа
264,Schwester::N,motër,сеңел
265,Onkel::N,dajë,дәдә
266,Onkel::N,dajë,дәдәй
267,Onkel::N,xhaxha,дәдә
268,Onkel::N,xhaxha,дәдәй
269,Tante::N,teze,түти
270,Tante::N,teze,тәтәй
271,Tante::N,hallë,түти
272,Tante::N,hallë,тәтәй
273,Ehemann::N,burrë,ир
274,Ehemann::N,bashkëshort,ир
275,Ehefrau::N,grua,хатын
276,Ehefrau::N,bashkëshorte,хатын
277,Freude::N,gaz,сөенеч
278,Freude::N,gëzim,сөенеч
279,Gelächter::N,qeshje,көлү
280,Gelächter::N,qeshje,көлеш
281,Glück::N,lumturi,бәхет
282,Kummer::N,brengë,хәсрәт
283,Kummer::N,pikëllim,хәсрәт
284,Wunsch::N,dëshirë,теләк
285,Lust::N,epsh,теләк
286,Lust::N,epsh,теләү
287,Lust::N,dashuri,теләк
288,Lust::N,dashuri,теләү
289,Geist::N,frymë,рух
290,Geist::N,shpirt,рух
291,Gedanke::N,ide,уй
292,Gedanke::N,ide,фикер
293,Gedanke::N,mendim,уй
294,Gedanke::N,mendim,фикер
295,Gedächtnis::N,kujtesë,хәтер
296,Verstand::N,mend,акыл
297,Sinn::N,kuptim,мәгънә
298,Grund::N,arsye,сәбәп
299,Wahrheit::N,vërtetë,хак
300,Gespräch::N,bisedim,әңгәмә
301,Märchen::N,përrallë,әкият
302,Erzählung::N,tregim,хикәя
303,Nachricht::N,lajm,хәбәр
304,Neuigkeit::N,risi,яңалык
305,Name::N,emër,исем
306,Rätsel::N,gjëzë,табышмак
307,Rätsel::N,gjëegjëzë,табышмак
308,Rede::N,fjalim,нотык
309,Sprache::N,gjuhë,тел
310,Stimme::N,zë,тавыш
311,Wort::N,fjalë,сүз
312,Zeichen::N,shenjë,ишарә
313,Ruf::N,thirrmë,дәшү
314,Lärm::N,zhurmë,шау
315,Laut::N,tingull,аваз
316,Ton::N,ton,шалтырату
317,Lied::N,këngë,җыр
318,Ruhe::N,qetësi,тынлык
319,Leute::N,botë,халык
320,Leute::N,njerëz,халык
321,Volk::N,popull,халык
322,Arbeit::N,punë,эш
323,Arbeit::N,punë,хезмәт
324,Gast::N,mik,кунак
325,Gast::N,mysafir,кунак
326,Geschenk::N,dhuratë,бүләк
327,Geschenk::N,peshqesh,бүләк
328,Spiel::N,lojë,уен
329,Gesellschaft::N,shoqëri,җәмгыять
330,Hilfe::N,ndihmë,ярдәм
331,Hilfe::N,ndihmë,булышлык
332,Freund::N,mik,дус
333,Kamerad::N,shok,иптәш
334,Angelegenheit::N,punë,эш
335,Anzahl::N,sasi,микъдар
336,Art::N,lloj,төр
337,Stück::N,copë,кисәк
338,Teil::N,pjesë,өлеш
339,Hälfte::N,gjysmë,ярым
340,Kreis::N,qark,түгәрәк
341,Kreis::N,rreth,түгәрәк
342,Kreuz::N,kryq,хач
343,Kreuz::N,kryq,тәре
344,Linie::N,vijë,сызык
345,Strich::N,vizë,сызык
346,Abstand::N,distancë,ара
347,Entfernung::N,largim,ераклык
348,Gegend::N,vise,урын
349,Gegend::N,krahinë,урын
350,Platz::N,shesh,бушлык
351,Ort::N,vend,урын
352,Seite::N,anë,як
353,Mitte::N,mes,урта
354,Gegenstand::N,send,нәрсә
355,Sache::N,gjë,нәрсә
356,Sache::N,send,нәрсә
357,Rand::N,qoshe,чит
358,Kante::N,teh,кырый
359,Ecke::N,qoshe,почмак
360,Spitze::N,majë,оч
361,Ende::N,skaj,азак
362,Ende::N,bisht,азак
363,Loch::N,vrimë,тишек
364,Winkel::N,kënd,почмак
365,Muster::N,mostër,парча
366,Größe::N,madhësi,зурлык
367,Länge::N,gjatësi,озынлык
368,Höhe::N,lartësi,биеклек
369,Gewicht::N,peshë,авырлык
370,Menge::N,sasi,микъдар
371,Haufen::N,grumbull,өем
372,Reihe::N,radhë,рәт
373,Reihe::N,rresht,рәт
374,Boot::N,barkë,каек
375,Boot::N,barkë,көймә
376,Boot::N,lundër,каек
377,Boot::N,lundër,көймә
378,Ruder::N,rrem,ишкәк
379,Schlitten::N,sajë,чана
380,Ski::N,ski,чаңгы
381,Lagerfeuer::N,flakadan,костёр
382,Lagerfeuer::N,zjarr i madh,костёр
383,Last::N,barrë,йөк
384,Gang::N,ecje,йөреш
385,Schritt::N,hap,адым
386,Norden::N,veri,төньяк
387,Süden::N,jug,көньяк
388,Westen::N,perëndim,көнбатыш
389,Osten::N,lindje,шәрык
390,Osten::N,lindje,көнчыгыш
391,Holz::N,dru,агач
392,Brett::N,dërrasë,такта
393,Platte::N,pllakë,плитә
394,Stütze::N,shtyllë,таяу
395,Stütze::N,mbështetesë,таяу
396,Stange::N,shufër,колга
397,Stock::N,dajak,таяк
398,Stab::N,shkop,таяк
399,Rohr::N,tub,торба
400,Haus::N,shtëpi,өй
401,Haus::N,shtëpi,йорт
402,Heim::N,konak,гаилә
403,Heim::N,konak,нәсел
404,Heim::N,shtëpi,гаилә
405,Heim::N,shtëpi,нәсел
406,Ofen::N,sobë,мич
407,Ofen::N,stufë,мич
408,Fußboden::N,dysheme,идән
409,Tisch::N,tryezë,өстәл
410,Stuhl::N,karrige,утыргыч
411,Wiege::N,djep,бишек
412,Bett::N,shtrat,ятак
413,Bett::N,shtrat,урын-җир
414,Regal::N,raft,киштә
415,Regal::N,raft,шүрлек
416,Kiste::N,kuti,әрҗә
417,Fenster::N,dritare,тәрәзә
418,Tür::N,derë,ишек
419,Tor::N,portë,капка
420,Zaun::N,gardh,койма
421,Dach::N,çati,түбә
422,Leiter::N,shkallë,баскыч
423,Besen::N,fshesë,себерке
424,Spaten::N,lopatë,көрәк
425,Schaufel::N,qyrek,көрәк
426,Gabel::N,pirun,чәннечке
427,Löffel::N,lugë,кашык
428,Messer::N,thikë,пычак
429,Nagel::N,gozhdë,кадак
430,Netz::N,rrjetë,челтәр
431,Haken::N,grep,ыргак
432,Haken::N,grremç,ыргак
433,Griff::N,dorak,тотка
434,Griff::N,dorezë,тотка
435,Schloss::N,bravë,йозак
436,Bild::N,tablo,рәсем
437,Bild::N,tablo,картина
438,Bild::N,pikturë,рәсем
439,Bild::N,pikturë,картина
440,Figur::N,figurë,сын
441,Figur::N,figurë,фигура
442,Puppe::N,kukull,курчак
443,Beutel::N,qese,луза
444,Beutel::N,trastë,луза
445,Bündel::N,deng,бәйләм
446,Tasche::N,çantë,букча
447,Eimer::N,kovë,чиләк
448,Deckel::N,kapak,капкач
449,Deckel::N,mbulesë,капкач
450,Geschirr::N,enë,савыт-саба
451,Geschirr::N,enë,кашык-аяк
452,Sack::N,thes,капчык
453,Sack::N,torbë,капчык
454,Tasse::N,filxhan,чынаяк
455,Topf::N,kusi,чүлмәк
456,Topf::N,tenxhere,чүлмәк
457,Kessel::N,kazan,казан
458,Essen::N,ngrënie,ашау
459,Nahrung::N,ushqim,азык
460,Nahrung::N,ushqim,тәгам
461,Nahrung::N,ushqim,ашамлык
462,Speise::N,gatesë,ризык
463,Fleisch::N,mish,ит
464,Getreide::N,drithë,ашлык
465,Brei::N,qull,ботка
466,Brot::N,bukë,ипи
467,Brot::N,bukë,икмәк
468,Scheibe::N,fetë,телем
469,Fett::N,lyrë,май
470,Fett::N,yndyrë,май
471,Butter::N,gjalpë,май
472,Öl::N,vaj,май
473,Salz::N,kripë,тоз
474,Suppe::N,supë,шулпа
475,Suppe::N,çorbë,шулпа
476,Honig::N,mjaltë,бал
477,Milch::N,qumësht,сөт
478,Tee::N,çaj,чәй
479,Leder::N,lëkurë,күн
480,Wolle::N,lesh,йон
481,Stoff::N,pëlhurë,тукыма
482,Nadel::N,gjilpërë,энә
483,Faden::N,pe,җеп
484,Faden::N,fije,җеп
485,Knopf::N,kopsë,төймә
486,Knoten::N,komb,төен
487,Farbe::N,bojë,буяу
488,Kleidung::N,veshje,кием
489,Hemd::N,këmishë,күлмәк
490,Kragen::N,jakë,яка
491,Ärmel::N,mëngë,җиң
492,Hose::N,brekë,чалбар
493,Gürtel::N,rrip,билбау
494,Mütze::N,kësulë,бүрек
495,Schuh::N,këpucë,башмак
496,Stiefel::N,çizme,итек
497,Ring::N,unazë,балдак
498,Band::N,shirit,тасма
499,Kamm::N,krehër,тарак
500,Spiegel::N,pasqyrë,көзге
501,Riemen::N,rrip,каеш
502,Schnur::N,litar,бау
503,Schnur::N,cikomë,бау
504,Leine::N,rrip,тезген
505,Decke::N,batanije,юрган
506,Kissen::N,jastëk,мендәр
507,Tuch::N,shami,яулык
508,Handtuch::N,peshqir,сөлгә
509,Kraft::N,forcë,егәр
510,Kraft::N,forcë,дәрман
511,Stärke::N,koll,көч
512,Stärke::N,koll,дәрман
513,Gesundheit::N,shëndet,саулык
514,Krankheit::N,sëmundje,чир
515,Krankheit::N,sëmundje,хаста
516,Krankheit::N,sëmundje,сырхау
517,Schmerz::N,dhimbje,авырту
518,Wunde::N,plagë,яра
519,Wunde::N,plagë,җәрәхәт
520,Fieber::N,ethe,бизгәк
521,Arznei::N,ilaç,дару
522,Brücke::N,urë,күпер
523,Brunnen::N,pus,кое
524,Weide::N,kullotë,утлавык
525,Pfad::N,ravë,сукмак
526,Pfad::N,shteg,сукмак
527,Weg::N,udhë,юл
528,Weg::N,shteg,юл
529,Straße::N,rrugë,урам
530,Dorf::N,fshat,авыл
531,Dorf::N,katund,авыл
532,Stadt::N,qytet,шәһәр
533,Brief::N,letër,хат
534,Buch::N,libër,китап
535,Buchstabe::N,shkronjë,хәреф
536,Zeitung::N,gazetë,газет
537,Zeitung::N,gazetë,газета
538,Leben::N,jetë,гомер
539,Leben::N,jetë,тормыш
540,Leben::N,jetë,тереклек
541,Tod::N,mortje,үлем
542,Grab::N,varr,гүр
543,Grab::N,varr,кабер
544,Kirche::N,kishë,чиркәү
545,Sünde::N,mëkat,язык
546,Sünde::N,mëkat,гөнаһ
547,Sünde::N,gjynah,язык
548,Sünde::N,gjynah,гөнаһ
549,Gott::N,hy,алла
550,Gott::N,hy,ходай
551,Gott::N,zot,алла
552,Gott::N,zot,ходай
553,Arbeiter::N,punëtor,эшче
554,Chef::N,shef,башлык
555,Chef::N,drejtues,башлык
556,Meister::N,mjeshtër,оста
557,Arzt::N,mjek,врач
558,Arzt::N,mjek,табиб
559,Arzt::N,doktor,врач
560,Arzt::N,doktor,табиб
561,Lehrer::N,mësues,укытучы
562,Lehrer::N,mësues,мөгаллим
563,Lehrer::N,arsimtar,укытучы
564,Lehrer::N,arsimtar,мөгаллим
565,Geld::N,para,акча
566,Geld::N,holla,акча
567,Geschäft::N,ujdi,эш
568,Geschäft::N,biznes,эш
569,Laden::N,dyqan,кибет
570,Laden::N,dyqan,магазин
571,Preis::N,çmim,бәя
572,Preis::N,çmim,бәһа
573,Ware::N,mall,товар
574,Nutzen::N,dobi,файда
575,Nutzen::N,leverdi,файда
576,Reichtum::N,kamje,байлык
577,Reichtum::N,pasuri,байлык
578,Welt::N,botë,дөнья
579,Land::N,vend,ил
580,Staat::N,shtet,дәүләт
581,König::N,mbret,патша
582,Macht::N,fuqi,хакимият
583,Macht::N,pushtet,хакимият
584,Grenze::N,kufi,чик
585,Krieg::N,luftë,сугыш
586,Feind::N,armik,дошман
587,Gewalt::N,dhunë,көчләү
588,Kampf::N,luftim,көрәш
589,Bogen[Waffe]::N,hark,җәя
590,Pfeil::N,shigjetë,ук
591,Gewehr::N,pushkë,мылтык
592,Fehler::N,gafë,хата
593,Fehler::N,gabim,хата
594,Lüge::N,gënjeshtër,ялган
595,Schaden::N,dëm,зыян
596,Schaden::N,dëm,зарар
597,Schaden::N,zarar,зыян
598,Schaden::N,zarar,зарар
599,Unglück::N,fatkeqësi,бәла
600,Schuld::N,faj,гаеп
601,Alter::N,moshë,яшь
602,Schluss::N,fund,ахыр
603,Zeit::N,kohë,заман
604,Tag::N,ditë,көн
605,Morgen::N,mëngjes,иртә
606,Mittag::N,mesditë,өйлә
607,Abend::N,mbrëmje,кич
608,Nacht::N,natë,төн
609,Woche::N,javë,атна
610,Monat::N,muaj,ай
611,Jahr::N,vit,ел
612,Frühling::N,pranverë,яз
613,Sommer::N,verë,җәй
614,Herbst::N,vjeshtë,көз
615,Winter::N,dimër,кыш
616,Januar::N,janar,гыйнвар
617,Februar::N,shkurt,февраль
618,März::N,mars,март
619,April::N,prill,апрель
620,Mai::N,maj,май
621,Juni::N,qershor,июнь
622,Juli::N,korrik,июль
623,August::N,gusht,август
624,September::N,shtator,сентябрь
625,Oktober::N,tetor,октябрь
626,November::N,nëntor,ноябрь
627,Dezember::N,dhjetor,декабрь
628,Montag::N,hënë,дүшәмбе
629,Dienstag::N,martë,сишәмбе
630,Mittwoch::N,mërkurë,чәршәмбе
631,Donnerstag::N,enjte,атнакич
632,Donnerstag::N,enjte,пәнҗешәмбе
633,Freitag::N,premte,җомга
634,Samstag::N,shtunë,шимбә
635,Sonntag::N,diel,якшәмбе
636,groß::A,madh,зур
637,klein::A,vogël,кечкенә
638,lang::A,gjatë,озын
639,kurz::A,shkurtër,кыска
640,breit::A,gjerë,киң
641,schmal::A,ngushtë,кысык
642,dicht::A,dendur,куе
643,dick[Gegenstand]::A,trashë,калын
644,dünn::A,hollë,нечкә
645,fein::A,imët,нәзакәтле
646,fest::A,fortë,нык
647,flach::A,sheshtë,яссы
648,flach::A,sheshtë,ялпак
649,glatt::A,rrafshët,шома
650,hart::A,fortë,каты
651,weich::A,butë,йомшак
652,rund::A,rrumbullakët,түгәрәк
653,spitz::A,majëmprehtë,очлы
654,scharf::A,mprehtë,үткен
655,stumpf::A,topitur,үтмәс
656,schwer::A,rëndë,салмак
657,schön::A,bukur,гүзәл
658,heiß::A,nxehtë,эссе
659,warm::A,ngrohtë,җылы
660,kalt::A,ftohtë,суык
661,kalt::A,ftohtë,салкын
662,kühl::A,freskët,салкынча
663,frisch::A,pastër,салкынча
664,feucht::A,lagësht,юеш
665,nass::A,lagur,дымлы
666,trocken::A,thatë,коры
667,voll::A,plotë,тулы
668,leer::A,bosh,буш
669,leer::A,zbrazët,буш
670,offen::A,hapur,ачык
671,geschlossen::A,mbyllur,йомык
672,sauber::A,dëlirë,пакь
673,sauber::A,dëlirë,чиста
674,schmutzig::A,ndyrë,керле
675,schmutzig::A,ndyrë,пычрак
676,roh::A,gjallë,чи
677,reif::A,arrirë,өлгергән
678,lecker::A,shijshëm,тәмле
679,süß::A,ëmbël,татлы
680,bitter::A,hidhur,ачы
681,sauer::A,thartë,әче
682,hell::A,me dritë,якты
683,dunkel::A,errët,кара
684,schwarz::A,i zi,кара
685,weiß::A,bardhë,ак
686,rot::A,kuq,кызыл
687,gelb::A,verdhë,сары
688,blau::A,blu,күк
689,blau::A,kaltër,күк
690,grün::A,blertë,яшел
691,grün::A,gjelbër,яшел
692,grau::A,hirtë,соры
693,grau::A,bojë hiri,соры
694,bunt::A,shumëngjyrëshëm,чуар
695,billig::A,lirë,арзан
696,teuer::A,shtrenjtë,хаклы
697,wertvoll::A,çmuar,кыйммәтле
698,wertvoll::A,vlershëm,кыйммәтле
699,blind::A,qorr,сукыр
700,blind::A,qorr,күзсез
701,blind::A,verbër,сукыр
702,blind::A,verbër,күзсез
703,taub::A,shurdhër,чукрак
704,taub::A,shurdhër,саңгырау
705,kräftig::A,fuqishëm,егәрле
706,stark::A,fortë,нык
707,stark::A,fortë,базык
708,schwach::A,dobët,зәгыйфь
709,fett::A,dhjamur,симез
710,schlank::A,hollë,нәзек
711,hübsch::A,bukur,чибәр
712,hübsch::A,hijshëm,чибәр
713,böse::A,keq,усал
714,dumm::A,teveqel,акылсыз
715,faul::A,dembel,ялкау
716,faul::A,dembel,иренчәк
717,fleißig::A,zellshëm,тырыш
718,fleißig::A,zellshëm,тырышучан
719,geizig::A,kurnac,саран
720,geizig::A,dorështrënguar,саран
721,klug::A,mençur,акыллы
722,geschickt::A,aftë,маһир
723,lieb::A,dashur,сөекле
724,lustig::A,gëzuar,күңелле
725,sanft::A,butë,басынкы
726,hungrig::A,uritur,ач
727,krank::A,sëmurë,чирле
728,krank::A,sëmurë,сырхау
729,nackt::A,lakuriq,шәрә
730,nackt::A,zhveshur,шәрә
731,traurig::A,trishtuar,ямансу
732,lebendig::A,gjallë,тере
733,gut::A,mirë,яхшы
734,schlecht::A,keq,начар
735,richtig::A,drejtë,дөрес
736,schlimm::A,keq,әшәкә
737,wahr::A,vërtetë,чып-чын
738,alt::A,vjetër,иске
739,neu::A,i ri,яңа
740,ehemalig::A,dikurshëm,элекке
741,alt[Lebewesen]::A,plak,карт
742,jung::A,i ri,яшь
743,arm::A,varfër,фәкыйрь
744,arm::A,vobektë,фәкыйрь
745,reich::A,pasur,бай
746,bekannt::A,njohur,таныш
747,berühmt::A,famshëm,атаклы
748,fremd::A,huaj,ят
749,verschieden::A,ndryshëm,төрле
750,nah::A,afërt,якын
751,fern::A,largët,ерак
752,linker::A,majtë,сул
753,rechter::A,djathtë,уң
754,anderer::A,tjetër,бүтән
755,erster::A,parë,беренче
756,zweiter::A,dytë,икенче
757,dritter::A,i tretë,өченче
758,letzter::A,fundit,ахыргы
759,allein::ADV,vetëm,ялгыз
760,auf einmal::ADV,njëkohësisht,бердән
761,zusammen::ADV,bashkë,бергә
762,zusammen::ADV,së bashku,бергә
763,lange::ADV,për një kohë të gjatë,озак
764,plötzlich::ADV,befas,искәрмәстән
765,sofort::ADV,menjëherë,хәзер
766,sofort::ADV,aty për aty,хәзер
767,später::ADV,më vonë,соңрак
768,jetzt::ADV,tash,хәзер
769,heute::ADV,sot,бүген
770,morgen::ADV,nesër,иртәгә
771,bald::ADV,shpejt,тиздән
772,bald::ADV,së shpejti,тиздән
773,dann::ADV,pastaj,аннары
774,gestern::ADV,dje,кичә
775,einst::ADV,dikur,берчак
776,damals::ADV,atëherë,ул вакытта
777,damals::ADV,atëherë,ул чакта
778,danach::ADV,mandej,да
779,vorher::ADV,më parë,элек
780,zuerst::ADV,së pari,башта
781,einmal::ADV,njëherë,бер
782,einmal::ADV,njëherë,бер мәртәбә
783,manchmal::ADV,nganjëherë,кайчакта
784,oft::ADV,shpesh,еш
785,immer::ADV,përherë,һәркайчан
786,immer::ADV,gjithnjë,һәркайчан
787,niemals::ADV,kurrë,hичбер вакыт
788,niemals::ADV,asnjëherë,hичбер вакыт
789,hier::ADV,këtu,монда
790,hier::ADV,këtu,биредә
791,hierhin::ADV,knej,монда
792,von hier::ADV,që këtej,моннан
793,von hier::ADV,prej këtej,моннан
794,dort::ADV,aty,анда
795,dort::ADV,atje,анда
796,dorthin::ADV,anej,тегеләй
797,geradeaus::ADV,drejt,турыдан-туры
798,vorwärts::ADV,mbroth,алга
799,vorwärts::ADV,përpara,алга
800,rückwärts::ADV,mbrapsht,кире
