,Concept_ID,ba,tt
159,Katze::N,бесәй,песи
160,Bär::N,айыу,аю
161,Eichhörnchen::N,тейен,тиен
162,Elch::N,мышы,поши
163,Fuchs::N,төлкө,төлке
164,Hase::N,ҡуян,куян
165,Maus::N,сысҡан,тычкан
166,Wolf::N,бүре,бүре
167,Vogel::N,ҡош,кош
168,Schwarm::N,көтөү,көтү
169,Huhn::N,тауыҡ,тавык
170,Hahn::N,әтәс,әтәч
171,Gans::N,ҡаҙ,каз
172,Adler::N,бөркөт,каракош
173,Ente::N,өйрәк,үрдәк
174,Eule::N,өкө,ябалак
175,Eule::N,ябалаҡ,ябалак
176,Kranich::N,торна,торна
177,Krähe::N,ҡарға,карга
178,Kuckuck::N,кәкүк,күке
179,Kuckuck::N,кәкүк,кәккүк
180,Schwan::N,аҡҡош,аккош
181,Fisch::N,балыҡ,балык
182,Barsch::N,алабуға,алабуга
183,Hecht::N,суртан,чуртан
184,Schlange[Tier]::N,йылан,елан
185,Wurm::N,селяүсен,корт
186,Spinne::N,үрмәксе,үрмәкүч
187,Ameise::N,ҡырмыҫҡа,кырмыска
188,Laus::N,бет,бет
189,Mücke::N,серәкәй,черки
190,Mücke::N,серәкәй,озынборын
191,Fliege::N,себен,чебен
192,Schmetterling::N,күбәләк,күбәләк
193,Beere::N,еләк,җиләк
194,Apfel::N,алма,алма
195,Pilz::N,бәшмәк,гөмбә
196,Zwiebel::N,һуган,суган
197,Zwiebel::N,һуган,суганбаш
198,Saat::N,орлоҡ,орлык
199,Korn::N,иген,иген
200,Korn::N,иген,орлык
201,Heu::N,бесән,печән
202,Schale::N,ҡабыҡ,кабык
203,Grube::N,соҡор,баз
204,Grube::N,соҡор,чокыр
205,Falle::N,тоҙак,тозак
206,Falle::N,тоҙак,капкын
207,Falle::N,ҡапҡан,тозак
208,Falle::N,ҡапҡан,капкын
209,Schlinge::N,тоҙак,элмәк
210,Spur::N,әҫер,эз
211,Asche::N,көл,көл
212,Dreck::N,батҡаҡ,пычрак
213,Eisen::N,тимер,тимер
214,Gold::N,алтын,алтын
215,Silber::N,көмөш,көмеш
216,Kohle::N,күмер,күмер
217,Glas::N,быяла,пыяла
218,Lehm::N,балсыҡ,балчык
219,Sand::N,ҡом,ком
220,Mensch::N,кеше,адәм
221,Mensch::N,кеше,инсан
222,Mann::N,ир,ир
223,Frau::N,ҡатын,хатын
224,Kind::N,бала,бала
225,Junge::N,малай,малай
226,Mädchen::N,ҡыҙ,кыз
227,Mädchen::N,ҡыҙыҡай,кыз
228,Familie::N,ғаилә,гаилә
229,Großvater::N,олатай,бабай
230,Großmutter::N,әбәй,әби
231,Eltern::N,ата-әсә,ата-ана
232,Vater::N,атай,ата
233,Mutter::N,әсә,ана
234,Sohn::N,ул,ул
235,Tochter::N,ҡыҙ,кыз
236,Bruder::N,агай,кардәш
237,Schwester::N,алай,апа
238,Schwester::N,алай,сеңел
239,Schwester::N,һеңле,апа
240,Schwester::N,һеңле,сеңел
241,Onkel::N,ағай,дәдә
242,Onkel::N,ағай,дәдәй
243,Tante::N,апай,түти
244,Tante::N,апай,тәтәй
245,Ehemann::N,ир,ир
246,Ehefrau::N,ҡатын,хатын
247,Freude::N,шатлыҡ,сөенеч
248,Freude::N,ҡыуаныс,сөенеч
249,Gelächter::N,көлөү,көлү
250,Gelächter::N,көлөү,көлеш
251,Glück::N,бәхет,бәхет
252,Kummer::N,ҡайғы,хәсрәт
253,Wunsch::N,теләк,теләк
254,Lust::N,әүәҫлек,теләк
255,Lust::N,әүәҫлек,теләү
256,Geist::N,аң,рух
257,Geist::N,рух,рух
258,Gedanke::N,уй,уй
259,Gedanke::N,уй,фикер
260,Gedanke::N,фекер,уй
261,Gedanke::N,фекер,фикер
262,Gedächtnis::N,хәтер,хәтер
263,Verstand::N,аҡыл,акыл
264,Sinn::N,мәғәня,мәгънә
265,Grund::N,сәбәп,сәбәп
266,Wahrheit::N,дөрөҫлөк,хак
267,Gespräch::N,әңгәмә,әңгәмә
268,Märchen::N,әкиәт,әкият
269,Erzählung::N,хикәйә,хикәя
270,Nachricht::N,хәбәр,хәбәр
271,Neuigkeit::N,яңылыҡ,яңалык
272,Name::N,исем,исем
273,Rätsel::N,йомаҡ,табышмак
274,Rede::N,телмәр,нотык
275,Sprache::N,тел,тел
276,Sprache::N,телмәр,тел
277,Stimme::N,тауыш,тавыш
278,Wort::N,һүҙ,сүз
279,Zeichen::N,билдә,ишарә
280,Ruf::N,саҡырыу,дәшү
281,Lärm::N,шаулау,шау
282,Laut::N,тауыш,аваз
283,Ton::N,яңғырау,шалтырату
284,Lied::N,йыр,җыр
285,Ruhe::N,ял,тынлык
286,Ruhe::N,тыныслыҡ,тынлык
287,Leute::N,кешеләр,халык
288,Volk::N,халҡ,халык
289,Arbeit::N,эш,эш
290,Arbeit::N,эш,хезмәт
291,Gast::N,ҡунаҡ,кунак
292,Geschenk::N,бүләк,бүләк
293,Spiel::N,уйын,уен
294,Gesellschaft::N,йәмғиәт,җәмгыять
295,Hilfe::N,ярҙам,ярдәм
296,Hilfe::N,ярҙам,булышлык
297,Freund::N,дуҫ,дус
298,Kamerad::N,иптәш,иптәш
299,Angelegenheit::N,әш,эш
300,Anzahl::N,һан,микъдар
301,Art::N,төр,төр
302,Stück::N,киҫәк,кисәк
303,Teil::N,өлөш,өлеш
304,Hälfte::N,ярты,ярым
305,Kreis::N,түңәрәк,түгәрәк
306,Kreuz::N,тәре,хач
307,Kreuz::N,тәре,тәре
308,Linie::N,һыҙыҡ,сызык
309,Strich::N,һыҙат,сызык
310,Abstand::N,ара,ара
311,Entfernung::N,алыҫлыҡ,ераклык
312,Gegend::N,урын,урын
313,Platz::N,арауыҡ,бушлык
314,Ort::N,ерҙәр,урын
315,Ort::N,урындар,урын
316,Ort::N,эш урыны,урын
317,Seite::N,яҡ,як
318,Mitte::N,урталыҡ,урта
319,Gegenstand::N,нәмә,нәрсә
320,Sache::N,нәмә,нәрсә
321,Sache::N,әйбер,нәрсә
322,Rand::N,сит,чит
323,Kante::N,ҡабырға,кырый
324,Kante::N,ян,кырый
325,Ecke::N,мөйөш,почмак
326,Spitze::N,ос,оч
327,Ende::N,аҙаҡ,азак
328,Loch::N,тишек,тишек
329,Winkel::N,мөйөш,почмак
330,Muster::N,биҙәк,парча
331,Größe::N,ҙурлыҡ,зурлык
332,Länge::N,оҙонлоҡ,озынлык
333,Höhe::N,бейеклек,биеклек
334,Gewicht::N,үлсәү,авырлык
335,Menge::N,һан,микъдар
336,Haufen::N,өйөм,өем
337,Reihe::N,рәт,рәт
338,Boot::N,кәмә,каек
339,Boot::N,кәмә,көймә
340,Ruder::N,ишкәк,ишкәк
341,Schlitten::N,сана,чана
342,Ski::N,саңгы,чаңгы
343,Lagerfeuer::N,костер,костёр
344,Last::N,ауырлыҡ,йөк
345,Gang::N,барыу,йөреш
346,Schritt::N,аҙым,адым
347,Norden::N,төньяҡ,төньяк
348,Süden::N,көньяҡ,көньяк
349,Westen::N,көнбайыш,көнбатыш
350,Osten::N,көнсығыш,шәрык
351,Osten::N,көнсығыш,көнчыгыш
352,Holz::N,үағас,агач
353,Brett::N,таҡта,такта
354,Platte::N,плита,плитә
355,Stütze::N,терәк,таяу
356,Stange::N,кәртә,колга
357,Stock::N,таяҡ,таяк
358,Stab::N,ҡолға,таяк
359,Rohr::N,торба,торба
360,Haus::N,өй,өй
361,Haus::N,өй,йорт
362,Haus::N,йорт,өй
363,Haus::N,йорт,йорт
364,Heim::N,өй,гаилә
365,Heim::N,өй,нәсел
366,Ofen::N,мейес,мич
367,Fußboden::N,енес,идән
368,Tisch::N,өҫтәл,өстәл
369,Stuhl::N,ултырғыс,утыргыч
370,Wiege::N,бишек,бишек
371,Bett::N,карауат,ятак
372,Bett::N,карауат,урын-җир
373,Regal::N,кәштә,киштә
374,Regal::N,кәштә,шүрлек
375,Kiste::N,йәшинк,әрҗә
376,Fenster::N,тәҙрә,тәрәзә
377,Tür::N,ишек,ишек
378,Tor::N,ҡапҡа,капка
379,Zaun::N,ҡойма,койма
380,Dach::N,түбә,түбә
381,Dach::N,ҡыйыҡ,түбә
382,Leiter::N,баҫҡыс,баскыч
383,Besen::N,һепертке,себерке
384,Spaten::N,көрәк,көрәк
385,Schaufel::N,көрәк,көрәк
386,Gabel::N,сәнске,чәннечке
387,Löffel::N,ҡалаҡ,кашык
388,Messer::N,бысаҡ,пычак
389,Nagel::N,сөй,кадак
390,Netz::N,ау,челтәр
391,Haken::N,ыргаҡ,ыргак
392,Griff::N,тотҡа,тотка
393,Schloss::N,йоҙаҡ,йозак
394,Bild::N,картина,рәсем
395,Bild::N,картина,картина
396,Figur::N,һын,сын
397,Figur::N,һын,фигура
398,Puppe::N,ҡурсаҡ,курчак
399,Beutel::N,тоҡ,луза
400,Bündel::N,төргәк,бәйләм
401,Tasche::N,сумка,букча
402,Eimer::N,биҙрә,чиләк
403,Deckel::N,ҡапҡас,капкач
404,Geschirr::N,һауыт-һаба,савыт-саба
405,Geschirr::N,һауыт-һаба,кашык-аяк
406,Sack::N,тоҡ,капчык
407,Tasse::N,сынаяҡ,чынаяк
408,Topf::N,кәстрүл,чүлмәк
409,Kessel::N,ҡаҙан,казан
410,Essen::N,ашау,ашау
411,Nahrung::N,аҙыҡ,азык
412,Nahrung::N,аҙыҡ,тәгам
413,Nahrung::N,аҙыҡ,ашамлык
414,Speise::N,аш,ризык
415,Fleisch::N,ит,ит
416,Getreide::N,иген,ашлык
417,Getreide::N,ашлыҡ,ашлык
418,Brei::N,бутҡа,ботка
419,Brot::N,икмәк,ипи
420,Brot::N,икмәк,икмәк
421,Scheibe::N,телем,телем
422,Fett::N,май,май
423,Butter::N,май,май
424,Öl::N,май буяуы,май
425,Salz::N,тоҙ,тоз
426,Suppe::N,һурпа,шулпа
427,Honig::N,бал,бал
428,Milch::N,һөт,сөт
429,Tee::N,сәй,чәй
430,Leder::N,күн,күн
431,Wolle::N,йөн,йон
432,Stoff::N,туҡыма,тукыма
433,Nadel::N,энә,энә
434,Faden::N,еп,җеп
435,Knopf::N,төймә,төймә
436,Knoten::N,төйөн,төен
437,Farbe::N,буяу,буяу
438,Kleidung::N,кейем,кием
439,Hemd::N,күлдәк,күлмәк
440,Kragen::N,яға,яка
441,Ärmel::N,ең,җиң
442,Hose::N,салбар,чалбар
443,Gürtel::N,ҡайыш,билбау
444,Mütze::N,бүрк,бүрек
445,Schuh::N,туфли,башмак
446,Stiefel::N,итек,итек
447,Ring::N,йөҙөк,балдак
448,Ring::N,балдаҡ,балдак
449,Band::N,таҫма,тасма
450,Kamm::N,тараҡ,тарак
451,Spiegel::N,көзгө,көзге
452,Riemen::N,ҡайыш,каеш
453,Schnur::N,бау,бау
454,Leine::N,бау,тезген
455,Decke::N,одеяд,юрган
456,Kissen::N,мендәр,мендәр
457,Tuch::N,яулыҡ,яулык
458,Handtuch::N,таҫтамал,сөлгә
459,Kraft::N,көс,егәр
460,Kraft::N,көс,дәрман
461,Stärke::N,көс,көч
462,Stärke::N,көс,дәрман
463,Gesundheit::N,һаулыҡ,саулык
464,Krankheit::N,сир,чир
465,Krankheit::N,сир,хаста
466,Krankheit::N,сир,сырхау
467,Krankheit::N,ауырыу,чир
468,Krankheit::N,ауырыу,хаста
469,Krankheit::N,ауырыу,сырхау
470,Schmerz::N,һыҙлау,авырту
471,Schmerz::N,әрнеү,авырту
472,Wunde::N,йәрәхәт,яра
473,Wunde::N,йәрәхәт,җәрәхәт
474,Fieber::N,тапма,бизгәк
475,Fieber::N,биҙгәк,бизгәк
476,Arznei::N,дарыу,дару
477,Brücke::N,күпер,күпер
478,Brunnen::N,ҡоҙоҡ,кое
479,Weide::N,көтөүлек,утлавык
480,Pfad::N,һуҡмаҡ,сукмак
481,Weg::N,юл,юл
482,Straße::N,урам,урам
483,Dorf::N,ауыл,авыл
484,Stadt::N,ҡала,шәһәр
485,Brief::N,хат,хат
486,Buch::N,китап,китап
487,Buch::N,кенәгә,китап
488,Buchstabe::N,хәреф,хәреф
489,Zeitung::N,гәзит,газет
490,Zeitung::N,гәзит,газета
491,Leben::N,йәшәү,гомер
492,Leben::N,йәшәү,тормыш
493,Leben::N,йәшәү,тереклек
494,Tod::N,үлем,үлем
495,Grab::N,ҡәбер,гүр
496,Grab::N,ҡәбер,кабер
497,Kirche::N,сиркәү,чиркәү
498,Sünde::N,гөнаһ,язык
499,Sünde::N,гөнаһ,гөнаһ
500,Gott::N,алла,алла
501,Gott::N,алла,ходай
502,Gott::N,хоҙай,алла
503,Gott::N,хоҙай,ходай
504,Arbeiter::N,эшсе,эшче
505,Chef::N,башлыҡ,башлык
506,Meister::N,оҫта,оста
507,Arzt::N,врач,врач
508,Arzt::N,врач,табиб
509,Lehrer::N,уҡытыусы,укытучы
510,Lehrer::N,уҡытыусы,мөгаллим
511,Geld::N,аҡса,акча
512,Geschäft::N,эш,эш
513,Laden::N,магазин,кибет
514,Laden::N,магазин,магазин
515,Preis::N,хаҡ,бәя
516,Preis::N,хаҡ,бәһа
517,Ware::N,тауар,товар
518,Nutzen::N,файҙа,файда
519,Reichtum::N,байлыҡ,байлык
520,Welt::N,донъя,дөнья
521,Land::N,ил,ил
522,Staat::N,дәүләт,дәүләт
523,König::N,король,патша
524,Macht::N,власть,хакимият
525,Grenze::N,сик,чик
526,Krieg::N,һуғыш,сугыш
527,Feind::N,йылан,дошман
528,Gewalt::N,көслөк,көчләү
529,Kampf::N,көрәш,көрәш
530,Bogen[Waffe]::N,йәйә,җәя
531,Pfeil::N,уҡ,ук
532,Gewehr::N,мылтыҡ,мылтык
533,Fehler::N,хата,хата
534,Lüge::N,ялған,ялган
535,Schaden::N,зыян,зыян
536,Schaden::N,зыян,зарар
537,Schaden::N,зарар,зыян
538,Schaden::N,зарар,зарар
539,Unglück::N,ҡаза,бәла
540,Schuld::N,ғәйеп,гаеп
541,Alter::N,йәш,яшь
542,Schluss::N,һуң,ахыр
543,Schluss::N,аҙаҡ,ахыр
544,Zeit::N,мәл,заман
545,Zeit::N,заман,заман
546,Tag::N,көн,көн
547,Morgen::N,иртә,иртә
548,Morgen::N,иртәнсәк,иртә
549,Mittag::N,төш,өйлә
550,Abend::N,кис,кич
551,Nacht::N,төн,төн
552,Woche::N,аҙна,атна
553,Monat::N,ай,ай
554,Jahr::N,йыл,ел
555,Frühling::N,яҙ,яз
556,Sommer::N,йәй,җәй
557,Herbst::N,көз,көз
558,Winter::N,ҡыш,кыш
559,Januar::N,ғинуар,гыйнвар
560,Februar::N,февраль,февраль
561,März::N,март,март
562,April::N,апрель,апрель
563,Mai::N,май,май
564,Juni::N,июнь,июнь
565,Juli::N,июль,июль
566,August::N,август,август
567,September::N,сентябрь,сентябрь
568,Oktober::N,октябрь,октябрь
569,November::N,ноябрь,ноябрь
570,Dezember::N,декабрь,декабрь
571,Montag::N,дүшәмбе,дүшәмбе
572,Dienstag::N,шишәмбе,сишәмбе
573,Mittwoch::N,шаршамбы,чәршәмбе
574,Donnerstag::N,кесаҙна,атнакич
575,Donnerstag::N,кесаҙна,пәнҗешәмбе
576,Freitag::N,йома,җомга
577,Samstag::N,шәмбе,шимбә
578,Sonntag::N,йәкшәмбе,якшәмбе
579,groß::A,ҙур,зур
580,klein::A,бәләкәс,кечкенә
581,lang::A,оҙон,озын
582,kurz::A,ҡыҫҡа,кыска
583,breit::A,киң,киң
584,schmal::A,тар,кысык
585,dicht::A,йыш,куе
586,dicht::A,ҡуйы,куе
587,dick[Gegenstand]::A,ҡалын,калын
588,dünn::A,йоҡа,нечкә
589,dünn::A,нәҙек,нечкә
590,fein::A,нескә,нәзакәтле
591,fest::A,ныҡ,нык
592,flach::A,яҫы,яссы
593,flach::A,яҫы,ялпак
594,flach::A,ялпаҡ,яссы
595,flach::A,ялпаҡ,ялпак
596,glatt::A,шыма,шома
597,hart::A,ҡаты,каты
598,weich::A,йомшаҡ,йомшак
599,rund::A,түңәрәк,түгәрәк
600,spitz::A,осло түбәле,очлы
601,scharf::A,үткер,үткен
602,stumpf::A,утмәҫ,үтмәс
603,schwer::A,ауыр,салмак
604,schön::A,матур,гүзәл
605,heiß::A,эҫе,эссе
606,warm::A,йылы,җылы
607,kalt::A,һыуыҡ,суык
608,kalt::A,һыуыҡ,салкын
609,kühl::A,һалҡынса,салкынча
610,frisch::A,һалҡынса,салкынча
611,feucht::A,еүеш,юеш
612,feucht::A,дымлы,юеш
613,nass::A,еүеш,дымлы
614,trocken::A,кипкән,коры
615,voll::A,тулы,тулы
616,leer::A,буш,буш
617,offen::A,асыҡ,ачык
618,geschlossen::A,ябыҡ,йомык
619,sauber::A,таҙа,пакь
620,sauber::A,таҙа,чиста
621,schmutzig::A,бысраҡ,керле
622,schmutzig::A,бысраҡ,пычрак
623,roh::A,сей,чи
624,reif::A,өлгөрғән,өлгергән
625,lecker::A,тәмле,тәмле
626,süß::A,тямле,татлы
627,süß::A,тәм-том,татлы
628,bitter::A,әсе,ачы
629,sauer::A,әсе,әче
630,hell::A,яҡты,якты
631,dunkel::A,ҡараңғы,кара
632,schwarz::A,ҡара,кара
633,weiß::A,аҡ,ак
634,rot::A,матур,кызыл
635,rot::A,һылыу,кызыл
636,rot::A,сибәр,кызыл
637,gelb::A,һары,сары
638,blau::A,күк,күк
639,grün::A,йәшел,яшел
640,grau::A,буҙ,соры
641,bunt::A,сыбар,чуар
642,bunt::A,ала-ҡола,чуар
643,billig::A,арзан,арзан
644,teuer::A,ҡыйбатлы,хаклы
645,wertvoll::A,ҡиммәтле,кыйммәтле
646,blind::A,һуҡыр,сукыр
647,blind::A,һуҡыр,күзсез
648,taub::A,һаңғырау,чукрак
649,taub::A,һаңғырау,саңгырау
650,kräftig::A,көслө,егәрле
651,kräftig::A,ҡеүәтле,егәрле
652,stark::A,көслө,нык
653,stark::A,көслө,базык
654,stark::A,ҡеүәтле,нык
655,stark::A,ҡеүәтле,базык
656,schwach::A,көсһөҙ,зәгыйфь
657,fett::A,һимеҙ,симез
658,schlank::A,зифа,нәзек
659,hübsch::A,матур,чибәр
660,böse::A,асыулы,усал
661,dumm::A,иҫәр,акылсыз
662,faul::A,иренсәк,ялкау
663,faul::A,иренсәк,иренчәк
664,fleißig::A,тырыш,тырыш
665,fleißig::A,тырыш,тырышучан
666,geizig::A,һаран,саран
667,klug::A,аҡыллы,акыллы
668,geschickt::A,оҫта,маһир
669,lieb::A,яғымлы,сөекле
670,lustig::A,күңелле,күңелле
671,sanft::A,йыуаш,басынкы
672,hungrig::A,ас,ач
673,krank::A,сирле,чирле
674,krank::A,сирле,сырхау
675,krank::A,ауырыу,чирле
676,krank::A,ауырыу,сырхау
677,nackt::A,яланғас,шәрә
678,traurig::A,яманһыу,ямансу
679,lebendig::A,тере,тере
680,lebendig::A,йәнле,тере
681,gut::A,яҡшы,яхшы
682,schlecht::A,хөрт,начар
683,schlecht::A,алама,начар
684,richtig::A,дөрөҫ,дөрес
685,schlimm::A,хөрт,әшәкә
686,schlimm::A,алама,әшәкә
687,wahr::A,дөрөҫ,чып-чын
688,alt::A,иҫке,иске
689,alt::A,боронғо,иске
690,neu::A,яңы,яңа
691,ehemalig::A,элекке,элекке
692,alt[Lebewesen]::A,ҡарт,карт
693,jung::A,йәш,яшь
694,arm::A,фәҡир,фәкыйрь
695,reich::A,бай,бай
696,bekannt::A,таныш,таныш
697,berühmt::A,атаҡлы,атаклы
698,berühmt::A,данлыҡлы,атаклы
699,fremd::A,ят,ят
700,fremd::A,сит,ят
701,verschieden::A,төрлө,төрле
702,nah::A,яҡын,якын
703,fern::A,алыҫ,ерак
704,fern::A,йыраҡ,ерак
705,linker::A,һул,сул
706,rechter::A,уң,уң
707,anderer::A,бутән,бүтән
708,erster::A,тәүге,беренче
709,zweiter::A,икенсе,икенче
710,dritter::A,өсөнсө,өченче
711,letzter::A,һуңғы,ахыргы
712,allein::ADV,бер үҙе,ялгыз
713,allein::ADV,яңғыҙ,ялгыз
714,auf einmal::ADV,бер юлы,бердән
715,zusammen::ADV,бергә,бергә
716,lange::ADV,оҙаҡ,озак
717,plötzlich::ADV,ҡапыл,искәрмәстән
718,sofort::ADV,шунда уҡ,хәзер
719,später::ADV,һуңыраҡ,соңрак
720,jetzt::ADV,хәҙер,хәзер
721,heute::ADV,бөгөн,бүген
722,morgen::ADV,иртәгә,иртәгә
723,bald::ADV,тиҙҙән,тиздән
724,dann::ADV,һуңынан,аннары
725,gestern::ADV,кисә,кичә
726,einst::ADV,ҡасандыр,берчак
727,einst::ADV,бер баҡыт,берчак
728,damals::ADV,ул саҡта,ул вакытта
729,damals::ADV,ул саҡта,ул чакта
730,danach::ADV,һуңынан,да
731,vorher::ADV,элек,элек
732,zuerst::ADV,башта,башта
733,einmal::ADV,бер,бер
734,einmal::ADV,бер,бер мәртәбә
735,manchmal::ADV,ҡайһы берҙә,кайчакта
736,oft::ADV,йыш,еш
737,immer::ADV,һәр ҡасан,һәркайчан
738,niemals::ADV,бер ҡасан да,hичбер вакыт
739,niemals::ADV,бер ваҡытта ла,hичбер вакыт
740,hier::ADV,бында,монда
741,hier::ADV,бында,биредә
742,hierhin::ADV,бында,монда
743,von hier::ADV,бынан,моннан
744,von hier::ADV,ошонан,моннан
745,dort::ADV,шунда,анда
746,dort::ADV,тегендә,анда
747,dorthin::ADV,шунда,тегеләй
748,dorthin::ADV,тегеләй,тегеләй
749,geradeaus::ADV,тура,турыдан-туры
750,vorwärts::ADV,алға,алга
751,rückwärts::ADV,кирегә,кире
752,zurück::ADV,кирегә,кире
753,unten::ADV,түбәндә,түбәндә
754,hinab::ADV,түбәнгә,аска
755,oben::ADV,юғарыла,өстә
756,oben::ADV,юғарыла,югарыда
757,hinauf::ADV,юғарыға,өскә
758,überall::ADV,бөтә урында,hәркайда
759,nicht::ADV,тугел,түгел
760,ein wenig::ADV,аҙ,бераз
761,kaum::ADV,көскә,көчкә
