,Concept_ID,it,mdf
111,See::N,lago,эрьхке
112,Sumpf::N,palude,шяй
113,Moor::N,torbiera,шяй
114,Wiese::N,prato,луга
115,Wald::N,bosco,вирь
116,Wald::N,foresta,вирь
117,Hügel::N,colle,губо́р
118,Hügel::N,colle,пандоня
119,Hügel::N,collina,губо́р
120,Hügel::N,collina,пандоня
121,Anhöhe::N,altura,губо́р
122,Berg::N,monte,панда
123,Berg::N,montagna,панда
124,Gipfel::N,cima,пря
125,Höhle::N,grotta,у́нда
126,Höhle::N,caverna,у́нда
127,Abhang::N,pendìo,па́нда ша́ма
128,Quelle::N,sorgente,эшиня
129,Bach::N,ruscello,шудерькс
130,Fluss::N,fiume,ляй
131,Ufer::N,riva,търва́
132,Küste::N,costa,ляйтърва́
133,Festland::N,terraferma,мода
134,Meer::N,mare,моря
135,Bucht::N,cala,ведьуське
136,Insel::N,ìsola,цёнга
137,Blume::N,fiore,панчф
138,Gras::N,erba,тише
139,Wurzel::N,radice,юр
140,Wurzel::N,radice,ункс
141,Baum::N,àlbero,шуфта
142,Stamm::N,tronco,ро́нга
143,Rinde::N,corteccia,кер
144,Ast::N,ramo,морга
145,Zweig::N,ramo,тарад
146,Blatt::N,foglia,лопа
147,Birke::N,betulla,ке́лу
148,Kiefer[Baum]::N,pino,пиче
149,Weide[Baum]::N,sàlice,каль
150,Tanne::N,abete,куз
151,Horn::N,corno,сюра
152,Feder::N,penna,толга
153,Fell::N,manto,кедь
154,Fell::N,pelame,кедь
155,Flügel::N,ala,паця
156,Klaue::N,grinfia,кенже
157,Kralle::N,unghia,кенже
158,Kralle::N,artiglio,кенже
159,Schwanz::N,coda,пула
160,Ei::N,uovo,ал
161,Nest::N,nido,пиза
162,Bau::N,covo,пиза
163,Tier::N,bestia,жува́та
164,Tier::N,animale,жува́та
165,Herde::N,gregge,нал
166,Herde::N,gregge,стада
167,Kuh::N,vacca,скал
168,Kuh::N,vacca,тракс
169,Bulle::N,toro,бука
170,Pferd::N,cavallo,лишме
171,Schaf::N,pècora,уча́
172,Schwein::N,porco,тува
173,Schwein::N,maiale,тува
174,Hund::N,cane,пине
175,Katze::N,gatta,катоня
176,Katze::N,gatta,аваката
177,Bär::N,orso,офта
178,Eichhörnchen::N,scoiàttolo,ур
179,Elch::N,alce,ся́рда
180,Fuchs::N,volpe,келазь
181,Hase::N,lepre,ну́мол
182,Maus::N,topo,шеер
183,Maus::N,sorcio,шеер
184,Wolf::N,lupo,върьгаз
185,Vogel::N,uccello,нармонь
186,Schwarm::N,stormo,ко́вол
187,Schwarm::N,stormo,ме́швеле
188,Huhn::N,gallina,сараз
189,Hahn::N,gallo,а́тякш
190,Gans::N,oca,маци
191,Adler::N,àquila,куцькан
192,Ente::N,ànatra,яксярга
193,Eule::N,gufo,ко́рож
194,Eule::N,civetta,ко́рож
195,Kranich::N,gru,ка́рга
196,Krähe::N,cornacchia,ва́рси
197,Kuckuck::N,cuccù,ку́ку
198,Kuckuck::N,cùculo,ку́ку
199,Schwan::N,cigno,ло́ксти
200,Fisch::N,pesce,кал
201,Barsch::N,pèrsico,о́кунь
202,Hecht::N,luccio,щу́ка
203,Schlange[Tier]::N,serpente,куй
204,Wurm::N,baco,сукс
205,Wurm::N,verme,сукс
206,Spinne::N,ragno,унжа́
207,Ameise::N,formica,панжам
208,Laus::N,pidocchio,си
209,Mücke::N,zanzara,ся́ське
210,Fliege::N,mosca,кару
211,Schmetterling::N,farfalla,ме́лав
212,Beere::N,bacca,и́мож
213,Apfel::N,mela,марь
214,Pilz::N,fungo,панга
215,Zwiebel::N,cipolla,шурьхкя́
216,Saat::N,semente,видьмот
217,Korn::N,grano,сёра
218,Heu::N,fieno,тише
219,Schale::N,buccia,кедь
220,Grube::N,cava,лотка
221,Grube::N,fossa,лотка
222,Falle::N,tràppola,туфкс
223,Falle::N,tràppola,кунда́ма
224,Schlinge::N,laccio,килькш
225,Spur::N,traccia,пильгоки́
226,Asche::N,cenere,кулу
227,Dreck::N,fango,ърда́з
228,Eisen::N,ferro,кшни
229,Gold::N,oro,ока
230,Gold::N,oro,золота
231,Silber::N,argento,сия́
232,Kohle::N,carbone,седь
233,Kohle::N,carbone,седьвальмя
234,Glas::N,vetro,кля́нцек
235,Lehm::N,argilla,сёвонь
236,Sand::N,arena,шува́р
237,Sand::N,sabbia,шува́р
238,Mensch::N,uomo,ломань
239,Mensch::N,èssere umano,ломань
240,Mann::N,uomo,аля
241,Mann::N,uomo,цёраломань
242,Frau::N,donna,ава
243,Kind::N,bambino,идь
244,Kind::N,bambino,шаба
245,Junge::N,ragazzo,цёраня
246,Mädchen::N,ragazza,стирня́
247,Familie::N,famiglia,тнал
248,Familie::N,famiglia,семья
249,Großvater::N,nonno,атя
250,Großvater::N,nonno,щя́тя
251,Großmutter::N,nonna,баба
252,Eltern::N,genitori,тя́дят-а́лят
253,Vater::N,padre,аля
254,Mutter::N,madre,ава
255,Mutter::N,madre,тядя
256,Sohn::N,figlio,цёра
257,Tochter::N,figlia,стирь
258,Bruder::N,fratello,дуган
259,Bruder::N,fratello,пяльне
260,Schwester::N,sorella,ака
261,Schwester::N,sorella,сазор
262,Onkel::N,zio,оця
263,Onkel::N,zio,патя
264,Onkel::N,zio,щеня́
265,Tante::N,zia,ака
266,Tante::N,zia,щака
267,Ehemann::N,marito,мирде
268,Ehefrau::N,moglie,ърьвя́
269,Freude::N,gioia,ке́нярдема
270,Freude::N,piacere,ке́нярдема
271,Gelächter::N,risata,рахсема
272,Glück::N,felicità,паваз
273,Kummer::N,afflizione,ризф
274,Kummer::N,afflizione,пичефкс
275,Wunsch::N,desiderio,мяль
276,Wunsch::N,desiderio,таколдома
277,Lust::N,voglia,таколдома
278,Geist::N,mente,вайме
279,Geist::N,spìrito,вайме
280,Gedanke::N,idea,мяль
281,Gedanke::N,pensiero,мяль
282,Gedächtnis::N,memoria,прявий
283,Verstand::N,intelletto,прявий
284,Sinn::N,senso,ён
285,Sinn::N,significato,ён
286,Grund::N,causa,туфта́л
287,Grund::N,motivo,туфта́л
288,Grund::N,ragione,туфта́л
289,Wahrheit::N,verità,ви́де
290,Wahrheit::N,verità,видеши́
291,Gespräch::N,discorso,корхтама
292,Gespräch::N,conversazione,корхтама
293,Märchen::N,fiaba,ёфкс
294,Märchen::N,fàvola,ёфкс
295,Erzählung::N,racconto,азкс
296,Erzählung::N,narrazione,азкс
297,Nachricht::N,messaggio,куля́
298,Neuigkeit::N,notizia,куля́
299,Name::N,nome,лем
300,Rätsel::N,indovinello,со́дама ёфкс
301,Rede::N,discorso,вал
302,Rede::N,discorso,корхтама
303,Sprache::N,lingua,кяль
304,Sprache::N,linguaggio,кяль
305,Stimme::N,voce,вайгяль
306,Wort::N,parola,вал
307,Zeichen::N,segno,тя́ште
308,Zeichen::N,segno,тя́штькс
309,Zeichen::N,segnale,тя́ште
310,Zeichen::N,segnale,тя́штькс
311,Ruf::N,chiamata,тердема
312,Lärm::N,chiasso,гайф
313,Lärm::N,chiasso,жалакодома
314,Lärm::N,strèpito,гайф
315,Lärm::N,strèpito,жалакодома
316,Laut::N,suono,вайгяль
317,Ton::N,tono,вайгяль
318,Lied::N,canto,мора
319,Lied::N,canzone,мора
320,Ruhe::N,calma,сетьме
321,Ruhe::N,tranquillità,сетьме
322,Leute::N,gente,ломатть
323,Volk::N,pòpolo,наро́д
324,Arbeit::N,lavoro,тев
325,Gast::N,òspite,и́нжи
326,Gast::N,òspite,ко́нак
327,Gast::N,invitato,и́нжи
328,Gast::N,invitato,ко́нак
329,Geschenk::N,regalo,казне
330,Spiel::N,gioco,налхкома
331,Spiel::N,gioco,налхксема
332,Gesellschaft::N,compagnìa,кружок
333,Hilfe::N,aiuto,лездома
334,Hilfe::N,soccorso,лездома
335,Freund::N,amico,я́лга
336,Kamerad::N,camerata,я́лга
337,Angelegenheit::N,affare,тев
338,Angelegenheit::N,faccenda,тев
339,Anzahl::N,nùmero,лувкс
340,Anzahl::N,quantità,лувкс
341,Art::N,tipo,вид
342,Art::N,specie,вид
343,Stück::N,pezzo,пакш
344,Teil::N,parte,часть
345,Teil::N,parte,пялькс
346,Hälfte::N,metà,пяле
347,Kreis::N,cìrcolo,шаркс
348,Kreuz::N,croce,крёз
349,Linie::N,lìnea,межа
350,Linie::N,lìnea,китькс
351,Strich::N,tratto,межа
352,Abstand::N,distanza,ётка
353,Entfernung::N,distanza,ётка
354,Entfernung::N,lontananza,ётка
355,Gegend::N,regione,ва́ста
356,Gegend::N,regione,перьфпя́ль
357,Platz::N,posto,ва́ста
358,Platz::N,spazio,ва́ста
359,Ort::N,luogo,ва́ста
360,Ort::N,località,ва́ста
361,Seite::N,lato,пяле
362,Seite::N,parte,пяле
363,Mitte::N,mezzo,кучка́
364,Mitte::N,centro,кучка́
365,Gegenstand::N,oggetto,веща
366,Sache::N,cosa,тев
367,Sache::N,cosa,веща
368,Rand::N,orlo,пе
369,Rand::N,bordo,пе
370,Kante::N,spìgolo,и́рдез
371,Ecke::N,canto,ужа
372,Spitze::N,punta,пря
373,Ende::N,capo,пе
374,Ende::N,estremità,пе
375,Loch::N,buco,варя
376,Winkel::N,àngolo,ужа
377,Muster::N,disegno,сёрма
378,Größe::N,taglia,серь
379,Größe::N,grandezza,серь
380,Länge::N,lunghezza,кува́лма
381,Höhe::N,altezza,серь
382,Gewicht::N,peso,сталма
383,Menge::N,quantità,лувкс
384,Haufen::N,cùmulo,мар
385,Haufen::N,mucchio,мар
386,Reihe::N,fila,ряд
387,Boot::N,barca,венеж
388,Boot::N,battello,венеж
389,Ruder::N,remo,миле
390,Schlitten::N,slitta,ну́рда
391,Ski::N,sci,сокс
392,Lagerfeuer::N,falò,то́лмар
393,Lagerfeuer::N,fuoco di bivacco,то́лмар
394,Last::N,càrico,канкс
395,Last::N,càrico,сталма
396,Gang::N,andata,молема
397,Schritt::N,passo,аськолкс
398,Norden::N,nord,якшама шире
399,Norden::N,settentrione,якшама шире
400,Süden::N,sud,ля́мбе ши́ре
401,Süden::N,meridione,ля́мбе ши́ре
402,Westen::N,òvest,ши валгома шире
403,Westen::N,occidente,ши валгома шире
404,Osten::N,est,шинь стяма шире
405,Osten::N,oriente,шинь стяма шире
406,Holz::N,legno,вирь
407,Holz::N,legno,шуфта
408,Brett::N,asse,лавця
409,Brett::N,tàvola,лавця
410,Platte::N,lastra,плита́
411,Platte::N,piastra,плита́
412,Stütze::N,supporto,неже
413,Stange::N,sbarra,олга
414,Stange::N,pèrtica,олга
415,Stock::N,verga,байдек
416,Stock::N,bastone,байдек
417,Stock::N,bacchetta,байдек
418,Stab::N,asta,олгоня
419,Rohr::N,tubo,турама
420,Haus::N,casa,куд
421,Heim::N,casa,куд
422,Ofen::N,stufa,пянакуд
423,Fußboden::N,pavimento,кия́кс
424,Tisch::N,tàvolo,шра
425,Tisch::N,tàvolo,моркш
426,Stuhl::N,sedia,стул
427,Wiege::N,culla,нюря́м
428,Bett::N,letto,ацам
429,Regal::N,scaffale,лавцяланга
430,Kiste::N,cassa,парга
431,Fenster::N,finestra,валмья
432,Tür::N,porta,кенкш
433,Tor::N,portone,ортат
434,Zaun::N,recinto,перяфкс
435,Dach::N,tetto,кудпря
436,Leiter::N,scala,куцема
437,Leiter::N,scala a pioli,куцема
438,Besen::N,scopa,тяльме
439,Spaten::N,vanga,ка́йме
440,Schaufel::N,pala,ко́поня
441,Schaufel::N,pala,ця́рдом
442,Gabel::N,forchetta,ця́нгоня
443,Löffel::N,cucchiaio,куцю
444,Messer::N,coltello,пеель
445,Nagel::N,chiodo,эска
446,Netz::N,rete,
447,Haken::N,uncino,кя́чказ
448,Griff::N,mànico,недь
449,Griff::N,mànico,кунда́мка
450,Griff::N,maniglia,недь
451,Griff::N,maniglia,кунда́мка
452,Schloss::N,serratura,замо́к
453,Bild::N,quadro,карти́на
454,Bild::N,immàgine,карти́на
455,Figur::N,figura,ронга-понда
456,Puppe::N,bàmbola,ня́ка
457,Beutel::N,borsa,кяскав
458,Beutel::N,sacchetto,кяскав
459,Bündel::N,fascio,кярьме
460,Bündel::N,fagotto,кярьме
461,Tasche::N,borsa,кошяльня
462,Eimer::N,secchio,ве́дарка
463,Deckel::N,coperchio,тавадкс
464,Deckel::N,coperchio,вельхкс
465,Geschirr::N,stoviglie,кядьге
466,Sack::N,sacco,кяскав
467,Tasse::N,tazza,ша́ваня
468,Topf::N,pèntola,кавозь
469,Kessel::N,paiolo,сргавозь
470,Kessel::N,calderone,сргавозь
471,Essen::N,pasto,ярхцама
472,Essen::N,mangiare,ярхцама
473,Nahrung::N,cibo,ярхцампяль
474,Nahrung::N,alimento,ярхцампяль
475,Speise::N,piatto,ярхцама
476,Fleisch::N,carne,пал
477,Fleisch::N,carne,сиволь
478,Getreide::N,cereali,сёра
479,Brei::N,purè,ям
480,Brei::N,pappa,ям
481,Brot::N,pane,кши
482,Scheibe::N,fetta,кочам
483,Scheibe::N,trancia,кочам
484,Fett::N,grasso,куя́
485,Butter::N,burro,вай
486,Öl::N,olio,вай
487,Salz::N,sale,сал
488,Suppe::N,zuppa,шонгарям
489,Suppe::N,zuppa,коршампяль
490,Suppe::N,minestra,шонгарям
491,Suppe::N,minestra,коршампяль
492,Honig::N,miele,медь
493,Milch::N,latte,лофца
494,Tee::N,tè,чай
495,Leder::N,pelle,кедь
496,Wolle::N,lana,пона
497,Stoff::N,panno,котф
498,Stoff::N,tessuto,котф
499,Nadel::N,ago,салмокс
500,Faden::N,filo,сюре
501,Knopf::N,bottone,пуня
502,Knoten::N,nodo,сюлма
503,Farbe::N,pittura,архтомбяль
504,Kleidung::N,vestiti,щам
505,Kleidung::N,vestiario,щам
506,Hemd::N,camicia,па́нар
507,Kragen::N,bàvero,сиве
508,Kragen::N,colletto,сиве
509,Ärmel::N,mànica,ожа
510,Hose::N,calzoni,понкст
511,Gürtel::N,cintura,каркс
512,Mütze::N,berretto,вазь
513,Schuh::N,scarpa,башма́к
514,Stiefel::N,stivale,кя́ме
515,Ring::N,anello,суркс
516,Band::N,nastro,керькс
517,Band::N,nastro,лента
518,Band::N,fettuccia,керькс
519,Band::N,fettuccia,лента
520,Kamm::N,pèttine,сюрьхцем
521,Spiegel::N,specchio,ванома
522,Riemen::N,cinghia,шнань каркс
523,Schnur::N,corda,пикс
524,Schnur::N,corda,карькскя
525,Leine::N,guinzaglio,вядьме
526,Decke::N,coperta,вельхкс
527,Kissen::N,cuscino,тоду
528,Kissen::N,guanciale,тоду
529,Tuch::N,fazzoletto,руця́
530,Handtuch::N,asciugamano,на́рдама
531,Kraft::N,forza,вий
532,Stärke::N,forza,вииши
533,Stärke::N,vigore,вииши
534,Stärke::N,fortezza,вииши
535,Gesundheit::N,salute,шумбраши́
536,Krankheit::N,malattìa,урма́
537,Krankheit::N,malattìa,сярядема
538,Schmerz::N,dolore,маряма
539,Wunde::N,piaga,керф
540,Wunde::N,ferita,керф
541,Fieber::N,febbre,маштыкс
542,Arznei::N,fàrmaco,надо́бья
543,Arznei::N,fàrmaco,пъчка́фтома
544,Arznei::N,medicina,надо́бья
545,Arznei::N,medicina,пъчка́фтома
546,Brücke::N,ponte,седь
547,Brunnen::N,pozzo,эши
548,Weide::N,pàscolo,ванома васта
549,Pfad::N,sentiero,ян
550,Pfad::N,sentiero,киня́
551,Weg::N,via,ки
552,Weg::N,cammino,ки
553,Straße::N,strada,ки
554,Dorf::N,paese,веле
555,Dorf::N,villaggio,веле
556,Stadt::N,città,ош
557,Brief::N,lèttera,сёрма
558,Buch::N,libro,книга
559,Buchstabe::N,lèttera,бу́ква
560,Zeitung::N,giornale,газе́та
561,Leben::N,vita,эряф
562,Leben::N,vita,эряма
563,Tod::N,morte,кулома́
564,Grab::N,tomba,калма
565,Grab::N,sepolcro,калма
566,Kirche::N,chiesa,це́рькав
567,Sünde::N,peccato,пежеть
568,Sünde::N,peccato,муворкс
569,Gott::N,dio,шкай
570,Arbeiter::N,operaio,трудендай
571,Arbeiter::N,operaio,работник
572,Arbeiter::N,lavoratore,трудендай
573,Arbeiter::N,lavoratore,работник
574,Chef::N,capo,азор
575,Chef::N,capo,оцюня
576,Chef::N,padrone,азор
577,Chef::N,padrone,оцюня
578,Meister::N,mastro,мастяр
579,Meister::N,maestro,мастяр
580,Arzt::N,mèdico,врач
581,Arzt::N,mèdico,доктор
582,Arzt::N,dottore,врач
583,Arzt::N,dottore,доктор
584,Lehrer::N,professore,учи́тель
585,Geld::N,soldi,ярмакт
586,Geld::N,denaro,ярмакт
587,Geschäft::N,affare,ладяфкс
588,Geschäft::N,affare,ладяф тев
589,Geschäft::N,negozio,ладяфкс
590,Geschäft::N,negozio,ладяф тев
591,Laden::N,negozio,ла́вка
592,Preis::N,prezzo,питне
593,Ware::N,merce,миф
594,Ware::N,merce,ра́маф
595,Nutzen::N,ùtile,пара
596,Nutzen::N,ùtile,лезкс
597,Nutzen::N,profitto,пара
598,Nutzen::N,profitto,лезкс
599,Reichtum::N,ricchezza,ко́зяши
600,Welt::N,mondo,свет
601,Land::N,paese,мастор
602,Staat::N,Stato,государства
603,König::N,re,король
604,Macht::N,potere,азорондама
605,Macht::N,potere,азорксши
606,Grenze::N,confine,ёткаян
607,Grenze::N,frontiera,ёткаян
608,Krieg::N,guerra,война́
609,Feind::N,nemico,душман
610,Feind::N,nemico,каршек тюри
611,Gewalt::N,violenza,наругама
612,Kampf::N,lotta,тюрема́
613,Bogen[Waffe]::N,arco,нал
614,Pfeil::N,freccia,нал
615,Gewehr::N,fucile,винто́вка
616,Fehler::N,errore,эльбядькс
617,Fehler::N,sbaglio,эльбядькс
618,Lüge::N,bugìa,васькафнема
619,Lüge::N,menzogna,васькафнема
620,Schaden::N,danno,зия́н
621,Unglück::N,sfortuna,зия́н
622,Schuld::N,colpa,муворши
623,Alter::N,età,эряф кизот
624,Alter::N,età,эряфонь пинге
625,Schluss::N,fine,пе
626,Zeit::N,tempo,пинге
627,Tag::N,giorno,ши
628,Tag::N,giornata,ши
629,Morgen::N,mattina,шобдава
630,Mittag::N,mezzogiorno,шикучка
631,Abend::N,sera,иля́дь
632,Abend::N,serata,иля́дь
633,Nacht::N,notte,ве
634,Woche::N,settimana,недя́ля
635,Monat::N,mese,ков
636,Jahr::N,anno,киза
637,Frühling::N,primavera,тунда́
638,Sommer::N,estate,киза
639,Herbst::N,autunno,сёксе
640,Winter::N,inverno,тяла
641,Januar::N,gennaio,кельмеков
642,Februar::N,febbraio,уфайков
643,März::N,marzo,марайков
644,April::N,aprile,шудиков
645,Mai::N,maggio,панжиков
646,Juni::N,giugno,лямбеков
647,Juli::N,luglio,псиков
648,August::N,agosto,сёроньков
649,September::N,settembre,тюжягов
650,Oktober::N,ottobre,кельмазаков
651,November::N,novembre,эйндамков
652,Dezember::N,dicembre,кучкаков
653,Montag::N,lunedì,одговши
654,Dienstag::N,martedì,ша́вши
655,Mittwoch::N,mercoledì,вержи
656,Donnerstag::N,giovedì,шува́ланя
657,Freitag::N,venerdì,пя́денця
658,Samstag::N,sàbato,ёткши
659,Sonntag::N,domenica,таргоши
660,groß::A,grande,оцю
661,klein::A,pìccolo,ёмла
662,lang::A,lungo,кува́ка
663,kurz::A,corto,нюрьхкя́ня
664,breit::A,largo,кели
665,schmal::A,stretto,тяйня
666,dicht::A,denso,сиде
667,dicht::A,denso,туста
668,dick[Gegenstand]::A,spesso,эчке
669,dünn::A,sottile,шува́ня
670,fein::A,fine,шува́ня
671,fein::A,delicato,шува́ня
672,fest::A,sodo,кеме
673,fest::A,fisso,кеме
674,flach::A,piano,лапш
675,flach::A,piatto,лапш
676,glatt::A,liscio,вадяв
677,glatt::A,liscio,такор
678,hart::A,duro,калгода
679,weich::A,molle,ляпе
680,rund::A,rotondo,кру́глай
681,spitz::A,aguzzo,ботаз
682,spitz::A,aguzzo,оржа
683,spitz::A,appuntito,ботаз
684,spitz::A,appuntito,оржа
685,scharf::A,affilato,оржа
686,scharf::A,tagliente,оржа
687,stumpf::A,smussato,ношка
688,schwer::A,pesante,стака
689,schön::A,bello,мазы
690,heiß::A,caldo,пси
691,heiß::A,bollente,пси
692,warm::A,caldo,лямбе
693,kalt::A,freddo,кельме
694,kühl::A,fresco,эше
695,frisch::A,fresco,свежай
696,feucht::A,ùmido,летьке
697,nass::A,bagnato,начка
698,trocken::A,secco,коське
699,voll::A,pieno,пяшксе
700,leer::A,vuoto,шава
701,offen::A,aperto,панжада
702,offen::A,aperto,виде
703,geschlossen::A,chiuso,пякстаф
704,geschlossen::A,chiuso,сёлгф
705,sauber::A,netto,ару
706,sauber::A,pulito,ару
707,schmutzig::A,sporco,рда́зу
708,schmutzig::A,sporco,пя́ндра
709,schmutzig::A,sùdicio,рда́зу
710,schmutzig::A,sùdicio,пя́ндра
711,roh::A,crudo,верок
712,reif::A,maturo,ке́нерьф
713,lecker::A,ghiotto,танцти
714,lecker::A,squisito,танцти
715,süß::A,dolce,ламбама
716,bitter::A,amaro,сяпи
717,sauer::A,aspro,шапама
718,sauer::A,acerbo,шапама
719,hell::A,chiaro,валда
720,dunkel::A,buio,шобда
721,dunkel::A,oscuro,шобда
722,schwarz::A,nero,равжа
723,weiß::A,bianco,акша
724,rot::A,rosso,якстерь
725,gelb::A,giallo,тюжя́
726,blau::A,blu,сенем
727,blau::A,azzurro,сенем
728,grün::A,verde,пиже
729,grün::A,verde,сянгяря
730,grau::A,grigio,уле
731,bunt::A,variopinto,сёрмав
732,billig::A,a buon prezzo,у́цез
733,billig::A,a buon prezzo,аф пи́тни
734,billig::A,a buon mercato,у́цез
735,billig::A,a buon mercato,аф пи́тни
736,teuer::A,caro,пи́тни
737,wertvoll::A,prezioso,питни
738,blind::A,cieco,сокор
739,taub::A,sordo,пярав
740,kräftig::A,forte,пяк вии
741,kräftig::A,robusto,пяк вии
742,stark::A,forte,вии
743,stark::A,vigoroso,вии
744,schwach::A,dèbole,лафча
745,fett::A,grasso,куя́
746,schlank::A,snello,виде ронга
747,schlank::A,slanciato,виде ронга
748,hübsch::A,bello,мазы
749,hübsch::A,carino,мазы
750,böse::A,cattivo,кяжи
751,dumm::A,stùpido,аф ёню
752,dumm::A,stùpido,шава пря
753,faul::A,pigro,нола
754,fleißig::A,diligente,ку́лхцонды
755,geizig::A,avaro,кирьжя
756,geizig::A,avaro,жаднай
757,klug::A,intelligente,ёню
758,klug::A,intelligente,пря́ви
759,geschickt::A,àbile,маштозь тиф
760,lieb::A,caro,цебярь
761,lustig::A,gaio,ра́хси
762,lustig::A,allegro,ра́хси
763,sanft::A,dolce,сетьме
764,hungrig::A,affamato,вача
765,hungrig::A,affamato,вачеда
766,krank::A,malato,сяряди
767,krank::A,infermo,сяряди
768,nackt::A,nudo,штада
769,nackt::A,nudo,кърхтапа
770,traurig::A,triste,ла́жнай
771,lebendig::A,vivo,эряй
772,gut::A,buono,пара
773,gut::A,buono,цебярь
774,schlecht::A,cattivo,кальдяв
775,richtig::A,giusto,виде
776,schlimm::A,grave,кальдяв
777,wahr::A,vero,афкуксонь
778,alt::A,vecchio,ташта
779,neu::A,nuovo,од
780,ehemalig::A,vecchio,и́нгольдень
781,ehemalig::A,d'una_volta,и́нгольдень
782,alt[Lebewesen]::A,anziano,сире
783,jung::A,giovane,од
784,arm::A,pòvero,а́шу
785,reich::A,ricco,козя
786,bekannt::A,noto,содаф
787,bekannt::A,conosciuto,содаф
788,berühmt::A,famoso,содавикс
789,berühmt::A,cèlebre,содавикс
790,fremd::A,estràneo,лия
791,fremd::A,estràneo,аф содаф
792,fremd::A,straniero,лия
793,fremd::A,straniero,аф содаф
794,verschieden::A,diverso,аф фкя ла́цонь
795,verschieden::A,differente,аф фкя ла́цонь
796,nah::A,vicino,мала
797,nah::A,vicino,аф ичкоздень
798,nah::A,propinquo,мала
799,nah::A,propinquo,аф ичкоздень
800,fern::A,lontano,и́чкоздень
801,fern::A,lontano,куна́рдонь
802,linker::A,sinistro,кержи
