,Concept_ID,udm,kv
64,Luft::N,омыр,ру
65,Wind::N,тӧл,тӧв
66,Welle::N,тулкым,гы
67,Wasser::N,ву,ва
68,Stein::N,из,из
69,Boden::N,музъем,му
70,Erde::N,му,му
71,Staub::N,пыль,бус
72,Rauch::N,ӵын,тшын
73,Funke::N,гизьы,бичир
74,Feuer::N,тыл,би
75,Licht::N,тыл,би
76,Schatten::N,вужер,вуджӧр
77,Wetter::N,куазь,погоддя
78,Nebel::N,бус,туман
79,Wolke::N,пилем,кымӧр
80,Regen::N,зор,зэр
81,Schnee::N,лымы,лым
82,Eis::N,йӧ,йы
83,Frost::N,кезьыт,мороз
84,Kälte::N,кезьыт,кӧдзыт
85,Hitze::N,пӧсь,ӧд
86,Raureif::N,гӧр,кижа
87,Regenbogen::N,вуюись,енӧшка
88,Donner::N,гудыри,гым
89,Strömung::N,бызён,визывтӧм
90,Tropfen::N,шапык,тёп
91,Schaum::N,шукы,быг
92,Schmutz::N,нӧд,нять
93,Schmutz::N,дэри,нять
94,See::N,ты,ты
95,Sumpf::N,нюр,арай
96,Moor::N,нюр,нюр
97,Wiese::N,возь,видз
98,Wiese::N,возьвыл,видз
99,Wald::N,сик,вӧр
100,Wald::N,нюлэс,вӧр
101,Hügel::N,выр,мыльк
102,Hügel::N,вырйыл,мыльк
103,Anhöhe::N,выр,вывтас
104,Anhöhe::N,выр,вылынін
105,Anhöhe::N,вырйыл,вывтас
106,Anhöhe::N,вырйыл,вылынін
107,Berg::N,гурезь,керӧс
108,Gipfel::N,йыл,йыв
109,Höhle::N,гу,нора
110,Abhang::N,бам,покат
111,Quelle::N,ошмес,больган
112,Bach::N,пичи шур,шор
113,Fluss::N,шур,ю
114,Ufer::N,ярдур,берег
115,Küste::N,вудур,берег
116,Festland::N,мувыр,му
117,Meer::N,зарезь,море
118,Bucht::N,вукож,курья
119,Insel::N,вумуӵ,
120,Insel::N,шормуӵ,
121,Blume::N,сяська,цветок
122,Gras::N,турын,турун
123,Wurzel::N,выжы,вуж
124,Baum::N,пу,пу
125,Stamm::N,модос,мыр
126,Stamm::N,модос,кер
127,Rinde::N,сул,кач
128,Ast::N,ул,ув
129,Zweig::N,вай,ув
130,Blatt::N,куар,лист
131,Birke::N,кызьпу,кыдз
132,Kiefer[Baum]::N,пужым,пожум
133,Weide[Baum]::N,бадьпу,бадь
134,Tanne::N,кыз,кӧз
135,Horn::N,сюр,сюр
136,Feder::N,тылы,гӧн
137,Fell::N,ку,кучик
138,Flügel::N,бурд,борд
139,Klaue::N,гижы,гыж
140,Kralle::N,пыд,кабыр
141,Schwanz::N,быж,бӧж
142,Ei::N,пуз,кольть
143,Ei::N,кукей,кольть
144,Nest::N,кар,поз
145,Nest::N,пузкар,поз
146,Bau::N,кар,осьта
147,Bau::N,кар,нора
148,Bau::N,гу,осьта
149,Bau::N,гу,нора
150,Tier::N,пӧйшур,зверь
151,Herde::N,уллё,гурт
152,Kuh::N,скал,мӧс
153,Bulle::N,ош,ӧшка
154,Bulle::N,пороз,ӧшка
155,Pferd::N,вал,вӧв
156,Schaf::N,ыж,баля
157,Schwein::N,парсь,порсь
158,Hund::N,пуны,пон
159,Katze::N,коӵыш,кань
160,Bär::N,гондыр,ош
161,Eichhörnchen::N,коньы,ур
162,Elch::N,койык,вӧр мӧс
163,Fuchs::N,ӟичы,руч
164,Hase::N,кеч,кӧч
165,Maus::N,шыр,шыр
166,Wolf::N,кион,кӧин
167,Vogel::N,тылобурдо,кай
168,Schwarm::N,уллё,стая
169,Schwarm::N,уллё,чукӧр
170,Huhn::N,курег,курӧг
171,Hahn::N,атас,петух
172,Hahn::N,атас,ай курӧг
173,Gans::N,ӟазег,дзодзог
174,Adler::N,ӧрзи,куч
175,Adler::N,ӧрзи,кутш
176,Ente::N,ӵӧж,утка
177,Eule::N,кучыран,тупка
178,Kranich::N,тури,тури
179,Krähe::N,куака,рака
180,Kuckuck::N,кикы,кӧк
181,Schwan::N,юсь,юсь
182,Fisch::N,чорыг,чери
183,Barsch::N,юш,ёкыш
184,Hecht::N,чипей,сирпинь
185,Schlange[Tier]::N,кый,змей
186,Wurm::N,нумыр,номыр
187,Spinne::N,чонари,черань
188,Ameise::N,кузьыли,кӧдзывкар
189,Laus::N,тэй,ляпа той
190,Mücke::N,нымы,ном
191,Mücke::N,чибинь,ном
192,Fliege::N,кут,гут
193,Schmetterling::N,бубыли,бабыв
194,Beere::N,узы-боры,ягӧд
195,Apfel::N,яблок,яблоко
196,Pilz::N,губи,тшак
197,Zwiebel::N,сугон,грез
198,Saat::N,кидыс,кӧдзыс
199,Korn::N,тысь,сю
200,Heu::N,турын,турун
201,Schale::N,кыд,кыш
202,Schale::N,кыд,киль
203,Grube::N,гу,яма
204,Grube::N,гоп,яма
205,Falle::N,налик,нальк
206,Falle::N,налик,кляпча
207,Schlinge::N,гиӟ,лӧч
208,Schlinge::N,герд,лӧч
209,Spur::N,пытьы,туй
210,Spur::N,бервыл,туй
211,Asche::N,пень,пӧим
212,Dreck::N,дэри,нять
213,Eisen::N,корт,кӧрт
214,Gold::N,зарни,зарни
215,Silber::N,азвесь,язісь
216,Kohle::N,эгыр,шом
217,Kohle::N,эгыр,уголь
218,Glas::N,стекло,стекло
219,Glas::N,пияла,стекло
220,Lehm::N,сюй,сёй
221,Sand::N,луо,лыа
222,Mensch::N,мурт,морт
223,Mensch::N,адями,морт
224,Mann::N,воргорон,мужик
225,Frau::N,кышномурт,инька
226,Kind::N,нуны,кага
227,Kind::N,пинал,кага
228,Junge::N,пи,зонка
229,Mädchen::N,ныл,нывкаок
230,Familie::N,семья,семья
231,Großvater::N,песятай,дед
232,Großvater::N,пересь атай,дед
233,Großmutter::N,песянай,баб
234,Großmutter::N,пересь анай,баб
235,Eltern::N,атай-анай,ай-мам
236,Eltern::N,бубы-мумы,ай-мам
237,Vater::N,айы,ай
238,Vater::N,атай,ай
239,Mutter::N,мумы,мам
240,Sohn::N,пи,зон
241,Tochter::N,ныл,ныв
242,Bruder::N,агай,вон
243,Schwester::N,апа,сой
244,Schwester::N,сузэр,сой
245,Onkel::N,агай,дядь
246,Tante::N,апа,айӧлӧн сой
247,Tante::N,апа,ичинь
248,Tante::N,кенак,айӧлӧн сой
249,Tante::N,кенак,ичинь
250,Ehemann::N,карт,жӧник
251,Ehefrau::N,кышно,инь
252,Freude::N,шумпотон,гаж
253,Freude::N,шумпотон,радъялӧм
254,Gelächter::N,горем,сералӧм
255,Glück::N,шуд,мичлун
256,Kummer::N,кайгу,шог
257,Kummer::N,куректон,шог
258,Wunsch::N,мылпотон,мӧдӧм
259,Wunsch::N,мылпотон,охотитӧм
260,Lust::N,потон,охота
261,Geist::N,лул,лов
262,Gedanke::N,малпан,дума
263,Gedächtnis::N,йырсазь,тӧдвыв
264,Gedächtnis::N,тодэваён,тӧдвыв
265,Verstand::N,йырвизь,вежӧр
266,Sinn::N,смысл,ылӧс
267,Grund::N,муг,мог
268,Grund::N,ньӧм,мог
269,Wahrheit::N,зэм,правда
270,Wahrheit::N,шонер,правда
271,Gespräch::N,вераськон,сёрни
272,Märchen::N,выжыкыл,сказка
273,Erzählung::N,верос,висьт
274,Nachricht::N,ивор,юӧр
275,Nachricht::N,ивор,висьталӧм
276,Neuigkeit::N,выльивор,новость
277,Name::N,ним,ним
278,Rätsel::N,мадькыл,загадка
279,Rede::N,верам,сёрни
280,Sprache::N,кыл,кыв
281,Stimme::N,куара,голос
282,Wort::N,кыл,кыв
283,Zeichen::N,пус,пас
284,Zeichen::N,тодмет,пас
285,Ruf::N,ӧтён,чуксӧм
286,Ruf::N,ӧтён,чукӧстӧм
287,Ruf::N,чортон,чуксӧм
288,Ruf::N,чортон,чукӧстӧм
289,Lärm::N,ӵашетон,шум
290,Laut::N,куара,шы
291,Ton::N,куара,гор
292,Lied::N,кырӟан,сьыланкыв
293,Ruhe::N,чалмыт улон,спокой
294,Leute::N,адямиос,йӧз
295,Volk::N,калык,йӧз
296,Volk::N,калык,народ
297,Arbeit::N,уж,удж
298,Gast::N,куно,гӧсь
299,Geschenk::N,салам,гӧснеч
300,Geschenk::N,салам,подарок
301,Geschenk::N,кузьым,гӧснеч
302,Geschenk::N,кузьым,подарок
303,Spiel::N,шудон,орсӧм
304,Gesellschaft::N,калык,компания
305,Hilfe::N,юрттон,отсӧт
306,Freund::N,эш,модз
307,Freund::N,эш,дружок
308,Freund::N,юлтош,модз
309,Freund::N,юлтош,дружок
310,Kamerad::N,тодмо,тӧдса
311,Angelegenheit::N,уж,дело
312,Anzahl::N,лыд,лыд
313,Art::N,тус,пӧлӧс
314,Stück::N,юдэс,тор
315,Teil::N,люкет,юкӧм
316,Hälfte::N,ӝыны,джын
317,Kreis::N,котырес,круг
318,Kreuz::N,крест,перна
319,Linie::N,гож,визь
320,Strich::N,гож,кырӧв
321,Abstand::N,вис,колас
322,Abstand::N,кусып,колас
323,Entfernung::N,кусып,ылына
324,Gegend::N,инты,места
325,Platz::N,инты,места
326,Ort::N,инты,места
327,Ort::N,места,места
328,Seite::N,пал,ладор
329,Mitte::N,шор,шӧр
330,Gegenstand::N,арбери,тор
331,Sache::N,котыр,тор
332,Rand::N,дур,дор
333,Rand::N,шаер,дор
334,Kante::N,дур,ордлы
335,Ecke::N,сэрег,пельӧс
336,Spitze::N,йыл,йыв
337,Ende::N,пум,йыв
338,Loch::N,пась,осьта
339,Winkel::N,сэрег,пельӧс
340,Muster::N,пужы,сер
341,Größe::N,быдӟала,ыжда
342,Länge::N,кузьдала,кузя
343,Höhe::N,ӝуждала,сувда
344,Höhe::N,ӝуждала,вылына
345,Gewicht::N,сектала,сьӧкта
346,Gewicht::N,секытлык,сьӧкта
347,Menge::N,лыд,
348,Menge::N,лыдпус,
349,Haufen::N,люк,куча
350,Reihe::N,чур,лёдз
351,Boot::N,пыж,пыж
352,Boot::N,лодка,пыж
353,Ruder::N,полыс,пелыс
354,Schlitten::N,додьы,додь
355,Ski::N,куас,лямпа
356,Lagerfeuer::N,тылскем,бипур
357,Last::N,секыт,тягота
358,Gang::N,ветлон,мунӧм
359,Schritt::N,вамыш,вожмӧв
360,Norden::N,уйпал,ой
361,Süden::N,лымшор,лун
362,Westen::N,шунды пуксён,рытвыв
363,Osten::N,шунды ӝужан,асыв
364,Holz::N,пу,пу
365,Brett::N,пул,пӧв
366,Platte::N,плита,плита
367,Stütze::N,пыкет,пика
368,Stange::N,пуӵ,зор
369,Stange::N,пуӵ,потш
370,Stock::N,боды,бедь
371,Stab::N,пуӵ,шест
372,Stab::N,боды,шест
373,Rohr::N,труба,труба
374,Haus::N,юрт,керку
375,Heim::N,корка,керку
376,Ofen::N,гур,пӧжавны
377,Fußboden::N,выж,джодж
378,Tisch::N,ӝӧк,пызан
379,Stuhl::N,пукон,стул
380,Wiege::N,кӧкы,зыбка
381,Wiege::N,зыбка,зыбка
382,Bett::N,валес,кровать
383,Regal::N,ӝажы,джадж
384,Kiste::N,ящик,ящик
385,Fenster::N,укно,ӧшын
386,Fenster::N,косяк,ӧшын
387,Tür::N,ӧс,ыбӧс
388,Tor::N,ӟезьы,ворота
389,Zaun::N,забор,забор
390,Dach::N,липет,крыша
391,Leiter::N,падӟа,лиснич
392,Besen::N,ӵужон,рос
393,Besen::N,исьнер,рос
394,Spaten::N,лопатка,зыр
395,Schaufel::N,ютырон,зыр
396,Gabel::N,тэчы,вила
397,Gabel::N,вилка,вила
398,Löffel::N,пуньы,пань
399,Messer::N,пурт,пурт
400,Nagel::N,кортӵог,кӧрттув
401,Netz::N,сеть,кыйӧт
402,Haken::N,курик,ем
403,Griff::N,ныд,пу
404,Schloss::N,тунгон,замок
405,Bild::N,суред,картина
406,Figur::N,фигура,мыгӧр
407,Puppe::N,мунё,акань
408,Beutel::N,пуйы,мешӧк
409,Bündel::N,керттэт,нин
410,Tasche::N,пуйы,сумка
411,Tasche::N,сумка,сумка
412,Eimer::N,ведра,ведра
413,Deckel::N,ӵоксэт,вевт
414,Geschirr::N,тусьты-пуньы,доз
415,Geschirr::N,тусьты-пуньы,бекӧрпань
416,Sack::N,пуйы,мешӧк
417,Tasse::N,ӵаша,бекӧр
418,Topf::N,миска,кастрюля
419,Kessel::N,пурты,пӧрт
420,Essen::N,сиськон,сёйӧм
421,Nahrung::N,сион,вердан
422,Speise::N,сиён,сёян
423,Fleisch::N,сӥль,яй
424,Getreide::N,ю тысь,сю
425,Brei::N,ӝук,каша
426,Brot::N,нянь,нянь
427,Scheibe::N,шорем,шӧрӧм
428,Fett::N,кӧй,гос
429,Butter::N,вӧй,ви
430,Öl::N,вӧй,ви
431,Salz::N,сылал,сов
432,Suppe::N,шыд,шыд
433,Honig::N,чечы,ма
434,Milch::N,йӧл,йӧв
435,Tee::N,чай,чай
436,Leder::N,сурон,кучик
437,Wolle::N,гон,гӧн
438,Wolle::N,ыжгон,гӧн
439,Stoff::N,куэм,дӧра
440,Nadel::N,вень,ем
441,Faden::N,сӥньыс,сунис
442,Knopf::N,бирды,кизь
443,Knoten::N,герд,узӧв
444,Knoten::N,герд,гӧрӧд
445,Farbe::N,буёл,краска
446,Kleidung::N,дӥсь,паськӧм
447,Hemd::N,дэрем,йӧрнӧс
448,Kragen::N,сирес,воротник
449,Ärmel::N,саес,сос
450,Hose::N,брюки,вешьян
451,Hose::N,штань,вешьян
452,Gürtel::N,кускерттон,йи
453,Mütze::N,ызьы,шапка
454,Schuh::N,ботинка,ботинки
455,Stiefel::N,сапег,сапог
456,Ring::N,зундэс,чунькытш
457,Band::N,лента,ленточка
458,Kamm::N,сын,сынан
459,Spiegel::N,синучкон,зеркало
460,Riemen::N,е,ремень
461,Schnur::N,гозы,гез
462,Leine::N,думет,повод
463,Decke::N,шобрет,одеяло
464,Kissen::N,миндэр,подушка
465,Tuch::N,кышет,чышьян
466,Handtuch::N,ӵушкон,чышкӧт
467,Kraft::N,кать,прак
468,Kraft::N,ӟигар,прак
469,Stärke::N,юнлык,вын
470,Gesundheit::N,тазалык,здоровье
471,Krankheit::N,висён,шог
472,Schmerz::N,висён,зубыт
473,Wunde::N,яра,рана
474,Fieber::N,кезег,лёк тресся
475,Fieber::N,кезег,кынтан шогӧт
476,Arznei::N,эмъюм,лекарство
477,Brücke::N,выж,пос
478,Brunnen::N,колдэч,колодец 
479,Weide::N,возь,пода йирсян
480,Pfad::N,сюрес,туй
481,Weg::N,сюрес,туй
482,Straße::N,сюрес,туй
483,Dorf::N,гурт,деревня
484,Stadt::N,кар,город
485,Stadt::N,город,город
486,Brief::N,гожтэт,гижӧт
487,Buch::N,книга,книга
488,Buchstabe::N,буква,буква
489,Zeitung::N,газет,газета
490,Leben::N,улон,олан
491,Tod::N,кулон,кулӧм
492,Grab::N,шайгу,гу
493,Kirche::N,черк,вичку
494,Sünde::N,сьӧлык,грек
495,Gott::N,ӥнмар,ен
496,Arbeiter::N,рабочий,уджалiсь
497,Chef::N,начальник,начальник
498,Meister::N,кибашлы,мастер
499,Arzt::N,врач,врач
500,Lehrer::N,дышетӥсь,велӧтісь
501,Geld::N,уксё,деньга
502,Geld::N,коньдон,деньга
503,Geschäft::N,уж,удж
504,Laden::N,магазин,магазин
505,Preis::N,дун,дон
506,Ware::N,вуз,товар
507,Nutzen::N,пайда,путь
508,Reichtum::N,узырлык,богатство
509,Welt::N,дунне,му
510,Land::N,шаер,страна
511,Staat::N,кун,государство
512,König::N,эксэй,кан
513,Macht::N,власть,власть
514,Grenze::N,кунгож,граница
515,Krieg::N,ож,война
516,Feind::N,тушмон,враг
517,Gewalt::N,эриктэман,
518,Kampf::N,нюръяськон,нярасьӧм
519,Kampf::N,нюръяськон,вермасьӧм
520,Bogen[Waffe]::N,пукыӵ,лук
521,Pfeil::N,пукыӵ вень,ньӧв
522,Gewehr::N,пыӵал,ружьё
523,Fehler::N,янгыш,ошибка
524,Lüge::N,пӧян,ылӧтӧм
525,Lüge::N,пӧян,пӧрьялӧм
526,Lüge::N,алдан,ылӧтӧм
527,Lüge::N,алдан,пӧрьялӧм
528,Lüge::N,ӧрекчан,ылӧтӧм
529,Lüge::N,ӧрекчан,пӧрьялӧм
530,Schaden::N,изъян,лёк
531,Unglück::N,куректон,пик
532,Unglück::N,куректон,оказзё
533,Unglück::N,шудтэме усён,пик
534,Unglück::N,шудтэме усён,оказзё
535,Schuld::N,янгыш,вина
536,Alter::N,арлыд,
537,Schluss::N,пум,ком
538,Zeit::N,дыр,кад
539,Tag::N,нунал,лун
540,Morgen::N,ӵукна,асыв
541,Mittag::N,лымшор,луншӧр кад
542,Abend::N,ӝыт,рыт
543,Abend::N,акшан,рыт
544,Nacht::N,уй,ой
545,Woche::N,арня,неделя
546,Monat::N,толэзь,тӧлicь
547,Jahr::N,ар,год
548,Frühling::N,тулыс,тулыс
549,Sommer::N,гужем,гожум
550,Herbst::N,сӥзьыл,ар
551,Winter::N,тол,тӧв
552,Januar::N,выльартолэзь,январ
553,Februar::N,тулыспал,февраль
554,März::N,южтолэзь,март
555,April::N,оштолэзь,апрель
556,Mai::N,куартолэзь,май
557,Juni::N,вожотолэзь,юнь
558,Juli::N,пӧсьтолэзь,юль
559,August::N,гудырикошкон,август
560,September::N,куарусён,сентяб
561,Oktober::N,выльӝуктолэзь,октяб
562,November::N,шуркынмон,нояб
563,Dezember::N,толсур,декаб
564,Montag::N,вордӥськон,вильлун
565,Dienstag::N,вторник,мӧдӧдзлун
566,Mittwoch::N,вирнунал,шӧрлун
567,Donnerstag::N,покчиарня,нёльӧдзлун
568,Freitag::N,удмуртарня,витӧдзлун
569,Samstag::N,кӧснунал,пывсянлун
570,Sonntag::N,арня,кресення
571,groß::A,бадӟым,ыджыт
572,klein::A,пичи,учӧтик
573,lang::A,кузь,кузь
574,kurz::A,вакчи,дженыт
575,breit::A,паськыт,ота
576,schmal::A,сюлэг,векнит
577,dicht::A,ӵем,тшӧк
578,dick[Gegenstand]::A,зӧк,кыз
579,dünn::A,векчи,вӧснит
580,fein::A,векчи,вӧснит
581,fest::A,юн,крепыт
582,fest::A,чурыт,крепыт
583,flach::A,ӵошкыт,лапкӧса
584,glatt::A,гылыт,волькыт
585,glatt::A,вольыт,волькыт
586,hart::A,чурыт,чӧрыт
587,weich::A,небыт,небыт
588,rund::A,котырес,гӧгрӧса
589,spitz::A,йылсо,ёся
590,scharf::A,лэчыт,лэчыт
591,stumpf::A,ныж,ныж
592,schwer::A,секыт,сьӧкыт
593,schön::A,чебер,басӧк
594,heiß::A,пӧсь,жар
595,warm::A,шуныт,шоныт
596,kalt::A,кезьыт,кӧдзыт
597,kühl::A,юзмыт,сайкыт
598,kühl::A,салкым,сайкыт
599,frisch::A,выль,виль
600,feucht::A,мускыт,вакодь
601,nass::A,котмем,ва
602,trocken::A,кӧс,кӧс
603,voll::A,тыр,тыра
604,leer::A,буш,тыртӧм
605,leer::A,тырттэм,тыртӧм
606,offen::A,усьтэм,оссьӧм
607,geschlossen::A,ӵогам,игана
608,geschlossen::A,ӵогам,пӧдана
609,geschlossen::A,пунням,игана
610,geschlossen::A,пунням,пӧдана
611,sauber::A,ӝикыт,сӧдз
612,sauber::A,ӝикыт,сӧстӧм
613,sauber::A,чылкыт,сӧдз
614,sauber::A,чылкыт,сӧстӧм
615,schmutzig::A,нӧд,нятьӧсь
616,roh::A,ыль,путӧм
617,reif::A,вуэм,кисьмалӧм
618,lecker::A,ческыт,кӧра 
619,süß::A,ческыт,чӧскыт
620,bitter::A,курыт,курыт
621,sauer::A,чырс,шӧма 
622,hell::A,югыт,югыт
623,dunkel::A,пеймыт,пемыт
624,schwarz::A,сьӧд,сьӧд
625,weiß::A,тӧдьы,чочком
626,rot::A,горд,гӧрд
627,gelb::A,ӵуж,веж
628,blau::A,лыз,лӧз
629,grün::A,вож,веж
630,grau::A,пурысь,руд
631,grau::A,пурысь,бусӧй
632,bunt::A,куӵо,быдрӧма
633,billig::A,дунтэм,донтӧм
634,teuer::A,дуно,дона
635,wertvoll::A,дуно,дона
636,blind::A,сукыр,синтӧм
637,blind::A,синтэм,синтӧм
638,taub::A,пельтэм,пельтӧм
639,kräftig::A,кужмо,вына
640,stark::A,юн,вына
641,stark::A,кужмо,вына
642,schwach::A,ляб,некодя
643,schwach::A,начар,некодя
644,fett::A,кӧй,госа
645,schlank::A,веськыт,статя
646,schlank::A,веськрес,статя
647,hübsch::A,чебер,басӧк
648,hübsch::A,синмаськымон,басӧк
649,böse::A,лек,лёк
650,dumm::A,шузи,бӧбӧв
651,dumm::A,шузи,вежӧртӧм
652,dumm::A,визьтэм,бӧбӧв
653,dumm::A,визьтэм,вежӧртӧм
654,faul::A,азьтэм,дыш
655,fleißig::A,сюлмо,уджалicь
656,geizig::A,сук,жикмӧра
657,geizig::A,сук,горшаліcь
658,klug::A,визьмо,авья
659,klug::A,визьмо,вежӧра
660,geschickt::A,усто,кипода
661,geschickt::A,быгатӥсь,кипода
662,lieb::A,мусо,муса
663,lieb::A,мусо,дзулиньӧй
664,lustig::A,шулдыр,гажа
665,sanft::A,мусо,лебезнӧй
666,sanft::A,эрке,лебезнӧй
667,hungrig::A,сютэм,тшыг
668,krank::A,висись,шогалiсь
669,nackt::A,гольык,куш
670,traurig::A,мӧзмыт,жугыль
671,lebendig::A,улэп,ловья
672,gut::A,ӟеч,бур
673,gut::A,умой,бур
674,schlecht::A,урод,умӧль
675,schlecht::A,алама,умӧль
676,richtig::A,шонер,
677,schlimm::A,алама,нештӧм
678,wahr::A,зэмос,
679,alt::A,вуж,важ
680,neu::A,выль,виль
681,ehemalig::A,азьвылэз,вӧвлӧм
682,alt[Lebewesen]::A,пересь,года
683,alt[Lebewesen]::A,пересь,годдэза
684,jung::A,егит,том
685,jung::A,пинал,том
686,arm::A,начар,гов
687,arm::A,начар,беднӧй
688,arm::A,куанер,гов
689,arm::A,куанер,беднӧй
690,reich::A,узыр,эма
691,bekannt::A,тодмо,тӧдса
692,berühmt::A,дано,
693,fremd::A,ят,чужӧй
694,verschieden::A,пӧртэм,быдкодь
695,nah::A,матысь,матiсь
696,fern::A,кыдёкысь,ылicь
697,linker::A,паллян,шульга
698,rechter::A,бур,веськытланись
699,rechter::A,бурпал,веськытланись
700,anderer::A,мукет,мукӧд
701,erster::A,нырысетӥез,медодзза
702,zweiter::A,кыктэтӥез,кыкӧт
703,dritter::A,кунньметӥез,куимӧт
704,dritter::A,кунньметӥез,куимӧдз
705,letzter::A,берло,бӧрья
706,letzter::A,берло,мёдбӧрья
707,letzter::A,берпум,бӧрья
708,letzter::A,берпум,мёдбӧрья
709,allein::ADV,огназ,
710,auf einmal::ADV,огдыре,тшӧтш
711,zusammen::ADV,ӵош,ӧтлаын
712,zusammen::ADV,валче,ӧтлаын
713,lange::ADV,кема,дыр
714,plötzlich::ADV,мапламтэ шорысь,друг
715,sofort::ADV,али ик,тшӧтш
716,später::ADV,бергес,медбӧрын
717,später::ADV,берлогес,медбӧрын
718,jetzt::ADV,али,ӧні
719,jetzt::ADV,табере,ӧні
720,heute::ADV,туннэ,талун
721,morgen::ADV,ӵуказе,ашын
722,bald::ADV,ӝоген,чожа
723,dann::ADV,берло,сыбӧрын
724,gestern::ADV,толон,тӧн
725,einst::ADV,огпол,ӧтпыр
726,einst::ADV,одӥг пол,ӧтпыр
727,damals::ADV,соку,сэк
728,damals::ADV,соку,сэки
729,danach::ADV,собере,сэсся
730,vorher::ADV,азьло,одзжык
731,vorher::ADV,азьвыл,одзжык
732,zuerst::ADV,азьло,наперво
733,einmal::ADV,огпол,ӧтпыр
734,manchmal::ADV,куддыръя,мукӧдпыр
735,oft::ADV,ӵем,-лы-
736,immer::ADV,пыр,быдпыр
737,immer::ADV,пыр,быдпырся
738,immer::ADV,котьку,быдпыр
739,immer::ADV,котьку,быдпырся
740,niemals::ADV,уз ноку,некӧр
741,hier::ADV,татын,татӧн
742,hierhin::ADV,татчы,татчӧ
743,von hier::ADV,татысь,тасянь
744,dort::ADV,отӥ,сэтӧн
745,dort::ADV,отын,сэтӧн
746,dorthin::ADV,отчы,сэтчин
747,geradeaus::ADV,меӵак,веськыта
748,vorwärts::ADV,азьлань,одзӧ
749,rückwärts::ADV,берлань,бӧр
750,zurück::ADV,берен,бӧр
751,zurück::ADV,берлань,бӧр
752,unten::ADV,улын,увтын
753,hinab::ADV,улэ,увтас
754,oben::ADV,вылын,вевдӧрас
755,oben::ADV,вылӥын,вевдӧрас
756,hinauf::ADV,вылэ,вывлань
757,hinauf::ADV,вылэ,вывланьӧ
758,hinauf::ADV,вылӥе,вывлань
759,hinauf::ADV,вылӥе,вывланьӧ
760,hinauf::ADV,выллань,вывлань
761,hinauf::ADV,выллань,вывланьӧ
762,überall::ADV,котькытын,быдлан
763,überall::ADV,пасьтана,быдлан
764,nicht::ADV,уз,ог
765,ein wenig::ADV,ичи,-ышт
766,ein wenig::ADV,ичи,невна
767,ein wenig::ADV,ӧжыт,-ышт
768,ein wenig::ADV,ӧжыт,невна
769,ein wenig::ADV,огшап,-ышт
770,ein wenig::ADV,огшап,невна
771,kaum::ADV,муртса,ӧдва
772,sehr::ADV,туж,вывтi
773,sehr::ADV,лекос,вывтi
774,so::ADV,озьы,сiдз
775,so::ADV,тазьы,сiдз
776,noch::ADV,на,эшӧ
777,nur::ADV,гинэ,только
778,schon::ADV,ни,ни
779,schon::ADV,ини,ни
780,wieder::ADV,нош,бӧра
781,wieder::ADV,кайта,бӧра
