,Concept_ID,fr,az
109,Wald::N,forêt,meşə
110,Hügel::N,coteau,təpə
111,Hügel::N,colline,təpə
112,Anhöhe::N,éminence,təpə
113,Anhöhe::N,élévation,təpə
114,Berg::N,mont,dağ
115,Berg::N,montagne,dağ
116,Gipfel::N,cime,zirvə
117,Gipfel::N,sommet,zirvə
118,Höhle::N,caverne,mağara
119,Abhang::N,pente,yamac
120,Abhang::N,versant,yamac
121,Quelle::N,source,bulaq
122,Quelle::N,fontaine,bulaq
123,Bach::N,ruisseau,kiçik çay
124,Fluss::N,fleuve,çay
125,Fluss::N,rivière,çay
126,Ufer::N,bord,kənar
127,Ufer::N,rivage,kənar
128,Küste::N,côte,sahil
129,Festland::N,terre ferme,materik
130,Meer::N,mer,dəniz
131,Bucht::N,baie,körfəz
132,Insel::N,île,ada
133,Blume::N,fleur,çiçək
134,Gras::N,herbe,ot
135,Wurzel::N,racine,kök
136,Baum::N,arbre,ağac
137,Stamm::N,tronc,gövdə
138,Rinde::N,écorce,qabıq
139,Ast::N,branche,şax
140,Zweig::N,rameau,budaq
141,Blatt::N,feuille,yarpaq
142,Birke::N,bouleau,tozağacı
143,Kiefer[Baum]::N,pin,şam
144,Weide[Baum]::N,saule,söyüd
145,Tanne::N,sapin,küknar
146,Horn::N,corne,buynuz
147,Feder::N,plume,tük
148,Feder::N,plume,lələk
149,Fell::N,peau,xəz
150,Flügel::N,aile,qanad
151,Klaue::N,serre,pəncə
152,Kralle::N,ongle,dırnaq
153,Kralle::N,griffe,dırnaq
154,Schwanz::N,queue,quyruq
155,Ei::N,œuf,yumurta
156,Nest::N,nid,yuva
157,Bau::N,terrier,yuva
158,Tier::N,animal,heyvan
159,Herde::N,troupeau,sürü
160,Kuh::N,vache,inək
161,Bulle::N,taureau,öküz
162,Pferd::N,cheval,at
163,Schaf::N,mouton,qoyun
164,Schwein::N,porc,donuz
165,Schwein::N,cochon,donuz
166,Hund::N,chien,it
167,Hund::N,chien,köpək
168,Katze::N,chat,pişik
169,Bär::N,ours,ayı
170,Eichhörnchen::N,écureuil,dələ
171,Elch::N,élan,sığın
172,Fuchs::N,renard,tülkü
173,Hase::N,lièvre,dovşan
174,Maus::N,souris,siçan
175,Wolf::N,loup,qurd
176,Vogel::N,oiseau,quş
177,Schwarm::N,nuée,sürü
178,Schwarm::N,volée,sürü
179,Huhn::N,poule,toyuq
180,Hahn::N,coq,xoruz
181,Gans::N,oie,qaz
182,Adler::N,aigle,qartal
183,Adler::N,aigle,qaraquş
184,Ente::N,canard,ördək
185,Eule::N,hibou,bayquş
186,Kranich::N,grue,durna
187,Krähe::N,corneille,qarğa
188,Kuckuck::N,coucou,ququ
189,Schwan::N,cygne,qu quşu
190,Fisch::N,poisson,balıq
191,Barsch::N,perche,tar
192,Hecht::N,brochet,durnabalığı
193,Schlange[Tier]::N,serpent,ilan
194,Wurm::N,ver,qurd
195,Spinne::N,araignée,hörümçək
196,Ameise::N,fourmi,qarışqa
197,Laus::N,pou,bit
198,Mücke::N,moucheron,ağcaqanad
199,Fliege::N,mouche,milçək
200,Schmetterling::N,papillon,kəpənək
201,Beere::N,baie,gilə
202,Apfel::N,pomme,alma
203,Pilz::N,champignon,göbələk
204,Zwiebel::N,oignon,soğan
205,Saat::N,semence,əkin
206,Korn::N,grain,taxıl
207,Heu::N,foin,quru ot
208,Schale::N,pelure,qabıq
209,Grube::N,fosse,çuxur
210,Falle::N,piège,tələ
211,Falle::N,piège,duzaq
212,Schlinge::N,lacs,ilmək
213,Spur::N,trace,iz
214,Asche::N,cendre,kül
215,Dreck::N,crotte,kir
216,Eisen::N,fer,dəmir
217,Gold::N,or,altun
218,Silber::N,argent,gümüş
219,Kohle::N,charbon,kömür
220,Glas::N,verre,şüşə
221,Lehm::N,glaise,gil
222,Lehm::N,glaise,palçıq
223,Sand::N,sable,qum
224,Mensch::N,homme,adam
225,Mensch::N,homme,insan
226,Mann::N,homme,kişi
227,Frau::N,femme,qadın
228,Kind::N,enfant,uşaq
229,Junge::N,garçon,oğlan
230,Mädchen::N,fille,qız
231,Mädchen::N,jeune fille,qız
232,Familie::N,famille,ailə
233,Großvater::N,grand-père,baba
234,Großmutter::N,grand-mère,nənə
235,Eltern::N,parents,valideyn
236,Vater::N,père,ata
237,Mutter::N,mère,ana
238,Sohn::N,fils,oğul
239,Tochter::N,fille,qız
240,Bruder::N,frère,qardaş
241,Schwester::N,sœur,bacı
242,Onkel::N,oncle,əmi
243,Onkel::N,oncle,dayı
244,Tante::N,tante,bibi
245,Ehemann::N,mari,ər
246,Ehemann::N,époux,ər
247,Ehefrau::N,femme,arvad
248,Ehefrau::N,épouse,arvad
249,Freude::N,joie,nəşə
250,Freude::N,joie,sevinc
251,Freude::N,plaisir,nəşə
252,Freude::N,plaisir,sevinc
253,Gelächter::N,rires,gülüş
254,Gelächter::N,rires,qəhqəhə
255,Glück::N,bonheur,səadət
256,Glück::N,bonheur,xoşbəxtlik
257,Kummer::N,peine,qəm
258,Kummer::N,peine,kədər
259,Kummer::N,chagrin,qəm
260,Kummer::N,chagrin,kədər
261,Wunsch::N,désir,arzu
262,Lust::N,envie,həvəs
263,Geist::N,esprit,ruh
264,Gedanke::N,idée,fikir
265,Gedanke::N,idée,düşüncə
266,Gedanke::N,pensée,fikir
267,Gedanke::N,pensée,düşüncə
268,Gedächtnis::N,mémoire,xatir
269,Gedächtnis::N,mémoire,hafizə
270,Verstand::N,raison,ağıl
271,Sinn::N,sens,məna
272,Grund::N,cause,səbəb
273,Grund::N,raison,səbəb
274,Wahrheit::N,vérité,haqq
275,Wahrheit::N,vérité,doğruluq
276,Gespräch::N,conversation,söhbət
277,Gespräch::N,conversation,qonuşma
278,Märchen::N,conte,nağıl
279,Märchen::N,conte de fées,nağıl
280,Erzählung::N,conte,hekayə
281,Erzählung::N,narration,hekayə
282,Nachricht::N,message,xəbər
283,Neuigkeit::N,nouvelle,xəbər
284,Neuigkeit::N,nouvelle,yenilik
285,Name::N,nom,ad
286,Rätsel::N,énigme,tapmaca
287,Rätsel::N,devinette,tapmaca
288,Rede::N,parole,nitq
289,Rede::N,discours,nitq
290,Sprache::N,langue,dil
291,Sprache::N,langage,dil
292,Stimme::N,voix,səs
293,Wort::N,mot,söz
294,Wort::N,mot,kəlmə
295,Zeichen::N,signe,nişan
296,Ruf::N,cri,çığırtı
297,Ruf::N,appel,çığırtı
298,Lärm::N,bruit,gurultu
299,Laut::N,son,səs
300,Ton::N,ton,ton
301,Lied::N,chant,mahnı
302,Lied::N,chanson,mahnı
303,Ruhe::N,calme,sakitlik
304,Ruhe::N,tranquillité,sakitlik
305,Leute::N,gens,xalq
306,Volk::N,peuple,millət
307,Arbeit::N,travail,iş
308,Arbeit::N,travail,əmək
309,Gast::N,hôte,qonaq
310,Gast::N,hôte,müsafir
311,Gast::N,invité,qonaq
312,Gast::N,invité,müsafir
313,Geschenk::N,cadeau,hədiyyə
314,Geschenk::N,présent,hədiyyə
315,Spiel::N,jeu,oyun
316,Spiel::N,jeu,tamaşa
317,Gesellschaft::N,compagnie,cəmiyyet
318,Hilfe::N,aide,kömək
319,Hilfe::N,aide,yardım
320,Hilfe::N,secours,kömək
321,Hilfe::N,secours,yardım
322,Freund::N,ami,dost
323,Kamerad::N,copain,yoldaş
324,Kamerad::N,camarade,yoldaş
325,Angelegenheit::N,affaire,iş
326,Anzahl::N,nombre,say
327,Art::N,sorte,çeşid
328,Art::N,espèce,çeşid
329,Stück::N,morceau,dənə
330,Stück::N,morceau,parça
331,Teil::N,part,qisim
332,Teil::N,partie,qisim
333,Hälfte::N,moitié,yarım
334,Kreis::N,cercle,dairə
335,Kreuz::N,croix,xaç
336,Linie::N,ligne,xətt
337,Strich::N,trait,cızıq
338,Abstand::N,écart,məsafə
339,Entfernung::N,distance,məsafə
340,Entfernung::N,distance,uzaqlıq
341,Gegend::N,région,bölgə
342,Gegend::N,contrée,bölgə
343,Platz::N,place,yer
344,Ort::N,lieu,yer
345,Ort::N,endroit,yer
346,Seite::N,côté,yan
347,Seite::N,côté,tərəf
348,Mitte::N,milieu,orta
349,Gegenstand::N,objet,şey
350,Sache::N,chose,şey
351,Rand::N,bord,kənar
352,Kante::N,arête,tiyə
353,Kante::N,arête,kənar
354,Ecke::N,coin,bucaq
355,Ecke::N,tournant,bucaq
356,Spitze::N,cime,uc
357,Spitze::N,pointe,uc
358,Ende::N,bout,son
359,Ende::N,bout,axır
360,Loch::N,trou,deşik
361,Winkel::N,coin,guşə
362,Winkel::N,réduit,guşə
363,Muster::N,dessin,ülgü
364,Größe::N,grandeur,böyüklük
365,Länge::N,longueur,uzunluq
366,Höhe::N,hauteur,yüksəklik
367,Höhe::N,altitude,yüksəklik
368,Gewicht::N,poids,çəki
369,Gewicht::N,poids,ağırlıq
370,Menge::N,quantité,miqdar
371,Haufen::N,tas,yığın
372,Reihe::N,file,səf
373,Reihe::N,file,sıra
374,Reihe::N,rangée,səf
375,Reihe::N,rangée,sıra
376,Boot::N,canot,qayıq
377,Boot::N,bateau,qayıq
378,Ruder::N,rame,kürək
379,Ruder::N,aviron,kürək
380,Schlitten::N,traîneau,kirşə
381,Ski::N,ski,xizək
382,Lagerfeuer::N,feu de camp,düşərgə tonqalı
383,Last::N,charge,yük
384,Last::N,fardeau,yük
385,Gang::N,tour,yeriş
386,Gang::N,marche,yeriş
387,Schritt::N,pas,addım
388,Norden::N,nord,şimal
389,Süden::N,sud,cənub
390,Westen::N,ouest,qərb
391,Westen::N,occident,qərb
392,Osten::N,est,şərq
393,Osten::N,orient,şərq
394,Holz::N,bois,ağac
395,Holz::N,bois,taxta
396,Brett::N,planche,taxta
397,Platte::N,plaque,lövhə
398,Stütze::N,appui,dayaq
399,Stütze::N,appui,dəstək
400,Stütze::N,soutien,dayaq
401,Stütze::N,soutien,dəstək
402,Stange::N,barre,şüvül
403,Stange::N,perche,şüvül
404,Stock::N,canne,dəyənək
405,Stab::N,bâton,əsa
406,Stab::N,bâton,şüvül
407,Rohr::N,tube,boru
408,Rohr::N,tube,truba
409,Rohr::N,tuyau,boru
410,Rohr::N,tuyau,truba
411,Haus::N,maison,ev
412,Heim::N,maison,ev
413,Ofen::N,poêle,peç
414,Ofen::N,poêle,soba
415,Fußboden::N,plancher,döşəmə
416,Tisch::N,table,masa
417,Stuhl::N,chaise,stul
418,Wiege::N,berceau,beşik
419,Bett::N,lit,yataq
420,Regal::N,étagère,rəf
421,Kiste::N,caisse,yeşik
422,Kiste::N,caisse,sandıq
423,Fenster::N,fenêtre,pəncərə
424,Tür::N,porte,qapı
425,Tor::N,porte,darvaza
426,Tor::N,portail,darvaza
427,Zaun::N,clôture,çəpər
428,Dach::N,toit,dam
429,Leiter::N,échelle,nərdivan
430,Besen::N,balai,süpürgə
431,Spaten::N,bêche,kürək
432,Schaufel::N,pelle,kürək
433,Gabel::N,fourchette,çəngəl
434,Löffel::N,cuiller,qaşıq
435,Messer::N,couteau,bıçaq
436,Nagel::N,clou,mıx
437,Netz::N,filet,tor
438,Haken::N,croc,çəngəl
439,Haken::N,crochet,çəngəl
440,Griff::N,prise,qulp
441,Griff::N,prise,tutacaq
442,Griff::N,manche,qulp
443,Griff::N,manche,tutacaq
444,Schloss::N,serrure,qıfıl
445,Bild::N,image,rəsm
446,Bild::N,tableau,rəsm
447,Figur::N,figure,şəkil
448,Figur::N,figure,heykəl
449,Puppe::N,poupée,kukla
450,Puppe::N,poupée,gəlincik
451,Beutel::N,sac,kisə
452,Beutel::N,sac,torba
453,Beutel::N,petit sac,kisə
454,Beutel::N,petit sac,torba
455,Bündel::N,paquet,bağlama
456,Bündel::N,faisceau,bağlama
457,Tasche::N,sac,çanta
458,Eimer::N,seau,vedrə
459,Eimer::N,seau,çəllək
460,Deckel::N,couvercle,qapaq
461,Geschirr::N,vaisselle,qab-qazan
462,Sack::N,sac,çuval
463,Tasse::N,tasse,fincan
464,Topf::N,pot,qazan
465,Topf::N,marmite,qazan
466,Kessel::N,chaudron,qazan
467,Essen::N,repas,yemək
468,Essen::N,manger,yemək
469,Nahrung::N,nourriture,qida
470,Speise::N,plat,xörək
471,Fleisch::N,viande,ət
472,Getreide::N,blé,taxıl
473,Getreide::N,céréales,taxıl
474,Brei::N,purée,aş
475,Brei::N,purée,sıyıq
476,Brei::N,bouillie,aş
477,Brei::N,bouillie,sıyıq
478,Brot::N,pain,çörək
479,Scheibe::N,tranche,dilim
480,Fett::N,graisse,yağ
481,Butter::N,beurre,kərə yağı
482,Öl::N,huile,yağ
483,Salz::N,sel,duz
484,Suppe::N,soupe,şorba
485,Suppe::N,potage,şorba
486,Honig::N,miel,bal
487,Milch::N,lait,süd
488,Tee::N,thé,çay
489,Leder::N,cuir,dəri
490,Wolle::N,laine,yun
491,Stoff::N,tissu,qumaş
492,Stoff::N,étoffe,qumaş
493,Nadel::N,aiguille,iynə
494,Faden::N,fil,sap
495,Knopf::N,bouton,düymə
496,Knoten::N,nœud,düyün
497,Farbe::N,peinture,boya
498,Kleidung::N,vêtements,geyim
499,Kleidung::N,habillement,geyim
500,Hemd::N,chemise,köynək
501,Kragen::N,col,yaxa
502,Ärmel::N,manche,qol
503,Hose::N,pantalon,şalvar
504,Gürtel::N,ceinture,kəmər
505,Mütze::N,bonnet,şapka
506,Mütze::N,casquette,şapka
507,Schuh::N,soulier,tufli
508,Schuh::N,soulier,ayaqqabı
509,Schuh::N,chaussure,tufli
510,Schuh::N,chaussure,ayaqqabı
511,Stiefel::N,botte,çəkmə
512,Ring::N,bague,üzük
513,Band::N,ruban,lent
514,Kamm::N,peigne,daraq
515,Spiegel::N,glace,güzgü
516,Spiegel::N,miroir,güzgü
517,Riemen::N,lanière,qayış
518,Riemen::N,courroie,qayış
519,Schnur::N,corde,ip
520,Schnur::N,ficelle,ip
521,Leine::N,laisse,kəmsik
522,Decke::N,couverture,ədyal
523,Decke::N,couverture,yorğan
524,Kissen::N,oreiller,yastıq
525,Tuch::N,drap,şarf
526,Tuch::N,drap,kaşne
527,Tuch::N,fichu,şarf
528,Tuch::N,fichu,kaşne
529,Handtuch::N,serviette,dəsmal
530,Handtuch::N,essuie-mains,dəsmal
531,Kraft::N,force,güc
532,Stärke::N,vigueur,qüvvət
533,Gesundheit::N,santé,sağlamlıq
534,Krankheit::N,maladie,xəstəlik
535,Schmerz::N,douleur,ağrı
536,Schmerz::N,douleur,sancı
537,Wunde::N,plaie,yara
538,Wunde::N,blessure,yara
539,Fieber::N,fièvre,isitmə
540,Fieber::N,fièvre,qızdırma
541,Arznei::N,remède,ilaç
542,Arznei::N,remède,dərman
543,Arznei::N,médecine,ilaç
544,Arznei::N,médecine,dərman
545,Brücke::N,pont,körpü
546,Brunnen::N,puits,quyu
547,Weide::N,pâturage,otlaq
548,Pfad::N,sentier,cığır
549,Weg::N,voie,yol
550,Weg::N,chemin,yol
551,Straße::N,route,küçə
552,Dorf::N,village,kənd
553,Stadt::N,cité,şəhər
554,Stadt::N,ville,şəhər
555,Brief::N,lettre,məktub
556,Buch::N,livre,kitab
557,Buchstabe::N,lettre,hərf
558,Buchstabe::N,caractère,hərf
559,Zeitung::N,journal,qəzet
560,Leben::N,vie,həyat
561,Tod::N,mort,ölüm
562,Grab::N,tombe,qəbir
563,Kirche::N,église,kilsə
564,Sünde::N,péché,günah
565,Gott::N,dieu,tanrı
566,Arbeiter::N,ouvrier,işçi
567,Arbeiter::N,travailleur,işçi
568,Chef::N,chef,şef
569,Chef::N,chef,rəis
570,Chef::N,patron,şef
571,Chef::N,patron,rəis
572,Meister::N,maître,usta
573,Arzt::N,médecin,həkim
574,Arzt::N,médecin,doktor
575,Lehrer::N,professeur,müəllim
576,Lehrer::N,instituteur,müəllim
577,Geld::N,argent,pul
578,Geschäft::N,affaire,ticarət
579,Geschäft::N,commerce,ticarət
580,Laden::N,magasin,dükan
581,Laden::N,boutique,dükan
582,Preis::N,prix,qiymət
583,Ware::N,marchandise,mal
584,Nutzen::N,profit,fayda
585,Reichtum::N,richesse,zənginlik
586,Welt::N,monde,aləm
587,Welt::N,monde,dünya
588,Land::N,pays,ölkə
589,Staat::N,État,dövlət
590,König::N,roi,kral
591,König::N,roi,məlik
592,Macht::N,pouvoir,qüdrət
593,Macht::N,puissance,qüdrət
594,Grenze::N,frontière,hüdud
595,Grenze::N,frontière,sərhət
596,Krieg::N,guerre,hərb
597,Krieg::N,guerre,müharibə
598,Feind::N,ennemi,düşmən
599,Gewalt::N,violence,cəbr
600,Kampf::N,lutte,savaş
601,Kampf::N,combat,savaş
602,Bogen[Waffe]::N,arc,yay
603,Pfeil::N,flèche,ox
604,Gewehr::N,fusil,tüfəng
605,Fehler::N,faute,xəta
606,Fehler::N,erreur,xəta
607,Lüge::N,mensonge,yalan
608,Schaden::N,dégât,ziyan
609,Schaden::N,dommage,ziyan
610,Unglück::N,malheur,bəla
611,Schuld::N,faute,təqsir
612,Schuld::N,culpabilité,təqsir
613,Alter::N,âge,yaş
614,Schluss::N,fin,son
615,Zeit::N,temps,vaxt
616,Zeit::N,temps,zaman
617,Tag::N,jour,gün
618,Tag::N,journée,gün
619,Morgen::N,matin,sabah
620,Morgen::N,matinée,sabah
621,Mittag::N,midi,günorta
622,Abend::N,soir,axşam
623,Abend::N,soirée,axşam
624,Nacht::N,nuit,gecə
625,Woche::N,semaine,həftə
626,Monat::N,mois,ay
627,Jahr::N,an,il
628,Jahr::N,année,il
629,Frühling::N,printemps,yaz
630,Frühling::N,printemps,bahar
631,Sommer::N,été,yay
632,Herbst::N,automne,payız
633,Winter::N,hiver,qış
634,Januar::N,janvier,Janvar
635,Februar::N,février,Fevral
636,März::N,mars,Mart
637,April::N,avril,Aprel
638,Mai::N,mai,May
639,Juni::N,juin,İyun
640,Juli::N,juillet,İyul
641,August::N,août,Avqust
642,September::N,septembre,Sentyabr
643,Oktober::N,octobre,Oktyabr
644,November::N,novembre,Noyabr
645,Dezember::N,décembre,Dekabr
646,Montag::N,lundi,bazar ertəsi
647,Dienstag::N,mardi,çərşənbə axşamı
648,Mittwoch::N,mercredi,çərşənbə
649,Donnerstag::N,jeudi,cüme axşamı
650,Freitag::N,vendredi,cüme
651,Samstag::N,samedi,şənbə
652,Sonntag::N,dimanche,bazar
653,groß::A,grand,böyük
654,klein::A,petit,kiçik
655,lang::A,long,uzun
656,kurz::A,court,qısa
657,breit::A,large,enli
658,breit::A,large,geniş
659,schmal::A,étroit,dar
660,dicht::A,dense,sıx
661,dick[Gegenstand]::A,épais,qalın
662,dünn::A,mince,nazik
663,fein::A,fin,incə
664,fein::A,menu,incə
665,fest::A,ferme,bərk
666,fest::A,ferme,möhkəm
667,fest::A,solide,bərk
668,fest::A,solide,möhkəm
669,flach::A,plat,düz
670,glatt::A,poli,hamar
671,glatt::A,lisse,hamar
672,hart::A,dur,sərt
673,weich::A,mou,yumşaq
674,rund::A,rond,yuvarlaq
675,spitz::A,aigu,uclu
676,spitz::A,aigu,sivri
677,spitz::A,pointu,uclu
678,spitz::A,pointu,sivri
679,scharf::A,tranchant,kəskin
680,stumpf::A,mousse,küt
681,stumpf::A,émoussé,küt
682,schwer::A,lourd,ağır
683,schwer::A,pesant,ağır
684,schön::A,beau,gözəl
685,schön::A,beau,gəşəng
686,heiß::A,chaud,isti
687,heiß::A,très chaud,isti
688,warm::A,chaud,ilıq
689,kalt::A,froid,soyuq
690,kühl::A,frais,sərin
691,frisch::A,frais,təzə
692,feucht::A,humide,nəm
693,nass::A,mouillé,yaş
694,trocken::A,sec,quru
695,voll::A,plein,dolu
696,voll::A,rempli,dolu
697,leer::A,vide,boş
698,offen::A,ouvert,açıq
699,geschlossen::A,clos,qapalı
700,geschlossen::A,fermé,qapalı
701,sauber::A,net,təmiz
702,sauber::A,propre,təmiz
703,schmutzig::A,sale,kirli
704,schmutzig::A,crasseux,kirli
705,roh::A,cru,çiy
706,roh::A,brut,çiy
707,reif::A,mûr,yetişmiş
708,lecker::A,délicieux,dadlı
709,lecker::A,délicieux,ləzzətli
710,lecker::A,appétissant,dadlı
711,lecker::A,appétissant,ləzzətli
712,süß::A,doux,şirin
713,bitter::A,amer,acı
714,sauer::A,aigre,turş
715,hell::A,clair,aydın
716,dunkel::A,sombre,qaranlıq
717,schwarz::A,noir,qara
718,weiß::A,blanc,ağ
719,rot::A,rouge,qırmızı
720,gelb::A,jaune,sarı
721,blau::A,bleu,göy
722,blau::A,bleu,mavi
723,grün::A,vert,yaşıl
724,grau::A,gris,boz
725,bunt::A,multicolore,əlvan
726,bunt::A,multicolore,rəngli
727,billig::A,bon marché,ucuz
728,teuer::A,cher,bahalı
729,wertvoll::A,précieux,qiymətli
730,blind::A,aveugle,kor
731,taub::A,sourd,kar
732,kräftig::A,fort,güclü
733,kräftig::A,vigoureux,güclü
734,stark::A,fort,qüvvətli
735,stark::A,puissant,qüvvətli
736,schwach::A,faible,zəif
737,schwach::A,faible,gücsüz
738,fett::A,gras,şişman
739,schlank::A,svelte,zərif
740,hübsch::A,joli,göyçək
741,böse::A,mauvais,fəna
742,dumm::A,sot,axmaq
743,dumm::A,bête,axmaq
744,faul::A,fainéant,tənbəl
745,faul::A,paresseux,tənbəl
746,fleißig::A,appliqué,çalışqan
747,geizig::A,avare,xəsis
748,klug::A,intelligent,ağıllı
749,geschickt::A,habile,bacarıqlı
750,lieb::A,cher,əziz
751,lieb::A,cher,sevimli
752,lieb::A,gentil,əziz
753,lieb::A,gentil,sevimli
754,lustig::A,gai,məzəli
755,lustig::A,gai,gülməli
756,lustig::A,joyeux,məzəli
757,lustig::A,joyeux,gülməli
758,sanft::A,doux,mülayim
759,hungrig::A,affamé,ac
760,krank::A,malade,xəstə
761,nackt::A,nu,çılpaq
762,traurig::A,triste,qəmgin
763,traurig::A,triste,kədərli
764,lebendig::A,vivant,canlı
765,gut::A,bon,yaxşı
766,schlecht::A,mauvais,pis
767,richtig::A,juste,doğru
768,richtig::A,correct,doğru
769,schlimm::A,grave,fəna
770,schlimm::A,mauvais,fəna
771,wahr::A,vrai,gərçək
772,wahr::A,véritable,gərçək
773,alt::A,vieux,əski
774,alt::A,vieux,köhnə
775,neu::A,neuf,yeni
776,neu::A,nouveau,yeni
777,ehemalig::A,ancien,əvvəlki
778,alt[Lebewesen]::A,âgé,qoca
779,alt[Lebewesen]::A,vieux,qoca
780,jung::A,jeune,gənc
781,arm::A,pauvre,kasıb
782,arm::A,pauvre,yoxsul
783,reich::A,riche,zəngin
784,bekannt::A,connu,tanış
785,berühmt::A,fameux,məşhur
786,berühmt::A,célèbre,məşhur
787,fremd::A,étranger,yad
788,verschieden::A,différent,dürlü
789,nah::A,lié,yaxın
790,nah::A,proche,yaxın
791,fern::A,éloigné,uzaq
792,fern::A,lointain,uzaq
793,linker::A,gauche,sol
794,rechter::A,droit,sağ
795,anderer::A,autre,başqa
796,erster::A,premier,birinci
797,zweiter::A,second,ikinci
798,zweiter::A,deuxième,ikinci
799,dritter::A,troisième,üçüncü
800,letzter::A,dernier,sonuncu
801,letzter::A,dernier,axırıncı
802,allein::ADV,seul,tək
803,allein::ADV,seul,yalqız
804,auf einmal::ADV,à la fois,birdən
805,zusammen::ADV,ensemble,birlikdə
806,lange::ADV,longtemps,uzun
807,plötzlich::ADV,tout à coup,qəfildən
808,sofort::ADV,immédiatement,həmən
809,sofort::ADV,immédiatement,dərhal
810,später::ADV,plus tard,sonra
811,jetzt::ADV,maintenant,indi
812,heute::ADV,aujourd'hui,bugün
813,morgen::ADV,demain,sabah
814,bald::ADV,bientôt,yaxında
815,bald::ADV,bientôt,tezliklə
816,dann::ADV,puis,onda
817,dann::ADV,ensuite,onda
818,gestern::ADV,hier,dünən
819,einst::ADV,jadis,əvvəllər
820,einst::ADV,autrefois,əvvəllər
821,damals::ADV,alors,o vaxt
822,damals::ADV,à l'époque,o vaxt
823,danach::ADV,après,sonra
824,danach::ADV,ensuite,sonra
825,vorher::ADV,auparavant,qabaqcadan
826,zuerst::ADV,d'abord,əvvəl
827,zuerst::ADV,premièrement,əvvəl
828,einmal::ADV,une fois,bir dəfə
