,Concept_ID,eu,da
128,Fluss::N,ibai,flod
129,Fluss::N,uhaitz,flod
130,Ufer::N,bazter,bred
131,Küste::N,itsasalde,kyst
132,Festland::N,lehor,fastland
133,Meer::N,itsaso,hav
134,Bucht::N,golko,bugt
135,Insel::N,irla,ø
136,Insel::N,uharte,ø
137,Blume::N,lili,blomst
138,Gras::N,belar,græs
139,Wurzel::N,zuztar,rod
140,Wurzel::N,sustrai,rod
141,Baum::N,zuhaitz,træ
142,Stamm::N,enbor,stamme
143,Rinde::N,azal,bark
144,Ast::N,adar,gren
145,Zweig::N,abar,kvist
146,Blatt::N,hosto,blad
147,Birke::N,urki,birk
148,Kiefer[Baum]::N,ler,fyrretræ
149,Weide[Baum]::N,zume,piletræ
150,Weide[Baum]::N,sahats,piletræ
151,Tanne::N,izei,gran
152,Horn::N,adar,horn
153,Feder::N,luma,fjer
154,Feder::N,hegaki,fjer
155,Fell::N,ile,skind
156,Fell::N,larru,skind
157,Flügel::N,hego,vinge
158,Klaue::N,atzapar,klov
159,Kralle::N,erpe,klo
160,Kralle::N,atzapar,klo
161,Schwanz::N,isats,hale
162,Schwanz::N,buztan,hale
163,Ei::N,arrautza,æg
164,Nest::N,habia,rede
165,Bau::N,ohantze,bo
166,Tier::N,abere,dyr
167,Tier::N,piztia,dyr
168,Herde::N,saldo,flok
169,Herde::N,abere talde,flok
170,Kuh::N,behi,ko
171,Bulle::N,zezen,tyr
172,Pferd::N,zaldi,hest
173,Schaf::N,ardi,får
174,Schwein::N,urde,gris
175,Schwein::N,txerri,gris
176,Hund::N,txakur,hund
177,Katze::N,katu,kat
178,Bär::N,hartz,bjørn
179,Eichhörnchen::N,urtxintxa,egern
180,Elch::N,altze,elg
181,Fuchs::N,azeri,ræv
182,Hase::N,erbi,hare
183,Maus::N,sagu,mus
184,Wolf::N,otso,ulv
185,Vogel::N,txori,fugl
186,Vogel::N,hegazti,fugl
187,Schwarm::N,aldra,sværm
188,Huhn::N,oilo,høne
189,Hahn::N,oilar,hane
190,Gans::N,antzara,gås
191,Adler::N,arrano,ørn
192,Ente::N,ahate,and
193,Eule::N,hontza,ugle
194,Kranich::N,kurrilo,trane
195,Krähe::N,bele,krage
196,Kuckuck::N,kuku,gøg
197,Schwan::N,beltxarga,svane
198,Fisch::N,arrain,fisk
199,Barsch::N,perka,aborre
200,Hecht::N,lutxo,gedde
201,Schlange[Tier]::N,suge,slange
202,Wurm::N,har,orm
203,Spinne::N,armiarma,edderkop
204,Ameise::N,inurri,myre
205,Laus::N,zorri,lus
206,Mücke::N,eltxo,myg
207,Fliege::N,euli,flue
208,Schmetterling::N,pinpirin,sommerfugl
209,Schmetterling::N,tximeleta,sommerfugl
210,Beere::N,baia,bær
211,Apfel::N,sagar,æble
212,Pilz::N,onddo,svamp
213,Pilz::N,perretxiko,svamp
214,Zwiebel::N,tipula,løg
215,Saat::N,haziak,sæd
216,Korn::N,ale,korn
217,Korn::N,pikor,korn
218,Heu::N,belar ondu,hø
219,Schale::N,azal,skræl
220,Grube::N,hobi,grav
221,Falle::N,harrapagailu,fælde
222,Schlinge::N,bilur,snare
223,Schlinge::N,xedera,snare
224,Spur::N,lorratz,spor
225,Asche::N,errauts,aske
226,Dreck::N,satsukeria,snavs
227,Eisen::N,burdina,jern
228,Gold::N,urre,guld
229,Gold::N,urregorri,guld
230,Silber::N,zilar,sølv
231,Silber::N,urrezuri,sølv
232,Kohle::N,ikatz,kul
233,Glas::N,beira,glas
234,Lehm::N,buztin,ler
235,Sand::N,harea,sand
236,Sand::N,hondar,sand
237,Mensch::N,gizaki,mennesge
238,Mann::N,gizon,mand
239,Frau::N,andere,kvinde
240,Frau::N,emakume,kvinde
241,Kind::N,haur,barn
242,Junge::N,mutil,dreng
243,Mädchen::N,neska,pige
244,Familie::N,sendi,familie
245,Familie::N,familia,familie
246,Großvater::N,aitona,bedstefar
247,Großvater::N,aitatxi,bedstefar
248,Großmutter::N,amona,bedstemor
249,Großmutter::N,amatxi,bedstemor
250,Eltern::N,gurasoak,forældre
251,Vater::N,aita,far
252,Mutter::N,ama,mor
253,Sohn::N,seme,søn
254,Tochter::N,alaba,datter
255,Bruder::N,neba,bror
256,Bruder::N,anaia,bror
257,Schwester::N,ahizpa,søster
258,Onkel::N,osaba,onkel
259,Tante::N,izeba,tante
260,Ehemann::N,senar,ægtemand
261,Ehefrau::N,emazte,hustru
262,Freude::N,poz,glæde
263,Freude::N,pozkari,glæde
264,Gelächter::N,barre,latter
265,Gelächter::N,karkara,latter
266,Glück::N,zori,lykke
267,Kummer::N,xangrin,sorg
268,Kummer::N,atsekabe,sorg
269,Wunsch::N,nahi,ønske
270,Wunsch::N,nahikunde,ønske
271,Lust::N,gogo,lyst
272,Geist::N,gogo,ånd
273,Gedanke::N,gogoeta,tanke
274,Gedächtnis::N,oroimen,hukommelse
275,Gedächtnis::N,gogoramen,hukommelse
276,Verstand::N,adimen,forstand
277,Verstand::N,ulermen,forstand
278,Sinn::N,zentzu,mening
279,Sinn::N,zentzu,betydning
280,Grund::N,zergati,grund
281,Wahrheit::N,egia,sandhed
282,Gespräch::N,hizketa,samtale
283,Gespräch::N,elkarrizketa,samtale
284,Märchen::N,ipuin,eventyr
285,Erzählung::N,edesti,fortælling
286,Erzählung::N,kontakizun,fortælling
287,Nachricht::N,albiste,efterretning
288,Neuigkeit::N,berri,nyhed
289,Name::N,izen,navn
290,Rätsel::N,asmakizun,gåde
291,Rede::N,hitzaldi,tale
292,Rede::N,mintzaldi,tale
293,Sprache::N,hizkuntza,sprog
294,Stimme::N,ahots,stemme
295,Wort::N,hitz,ord
296,Zeichen::N,agerbide,tegn
297,Zeichen::N,agergarri,tegn
298,Ruf::N,dei,råb
299,Lärm::N,zarata,larm
300,Lärm::N,harrabots,larm
301,Laut::N,hots,lyd
302,Ton::N,tonu,tone
303,Ton::N,soinu,tone
304,Lied::N,abesti,sang
305,Ruhe::N,nasaitasun,ro
306,Ruhe::N,nasaitasun,hvile
307,Leute::N,jende,folk
308,Leute::N,jende,mennesker
309,Volk::N,herri,folk
310,Volk::N,populu,folk
311,Arbeit::N,lan,arbejde
312,Gast::N,arrotz,gæst
313,Gast::N,apopilo,gæst
314,Geschenk::N,opari,gave
315,Spiel::N,jolas,leg
316,Gesellschaft::N,gizarte,selskab
317,Hilfe::N,helpide,hjælp
318,Hilfe::N,laguntza,hjælp
319,Freund::N,lagun,ven
320,Kamerad::N,adiskide,kammerat
321,Kamerad::N,lagunkide,kammerat
322,Angelegenheit::N,afera,sag
323,Angelegenheit::N,afera,anliggende
324,Anzahl::N,kopuru,antal
325,Art::N,mota,art
326,Stück::N,puska,stykke
327,Teil::N,atal,del
328,Hälfte::N,erdi,halvdel
329,Kreis::N,biribilki,cirkel
330,Kreuz::N,gurutze,kors
331,Kreuz::N,gurutze,kryds
332,Linie::N,linea,linie
333,Strich::N,marra,streg
334,Abstand::N,tarte,afstand
335,Entfernung::N,urrunera,afstand
336,Gegend::N,alderdi,egn
337,Gegend::N,eskualde,egn
338,Platz::N,leku,plads
339,Ort::N,toki,sted
340,Seite::N,albo,side
341,Mitte::N,erdi,midte
342,Gegenstand::N,gauzaki,genstand
343,Sache::N,gauza,sag
344,Rand::N,ertz,rand
345,Kante::N,ertz,kant
346,Ecke::N,kantoi,hjørne
347,Spitze::N,punta,spids
348,Ende::N,buru,ende
349,Ende::N,mutur,ende
350,Loch::N,zulo,hul
351,Winkel::N,zoko,vinkel
352,Winkel::N,bazter,vinkel
353,Muster::N,eredu,mønster
354,Muster::N,marrazki,mønster
355,Größe::N,kaizu,størrelse
356,Größe::N,tamaina,størrelse
357,Länge::N,luzera,længde
358,Höhe::N,goiera,højde
359,Höhe::N,garaiera,højde
360,Gewicht::N,hazta,vægt
361,Menge::N,kopuru,mængde
362,Haufen::N,pila,bunke
363,Haufen::N,mendoi,bunke
364,Reihe::N,ilara,række
365,Reihe::N,errenkada,række
366,Boot::N,potin,båd
367,Boot::N,txalupa,båd
368,Ruder::N,arraun,åre
369,Schlitten::N,lera,kælk
370,Schlitten::N,lera,slæde
371,Schlitten::N,narra,kælk
372,Schlitten::N,narra,slæde
373,Ski::N,eski,ski
374,Lagerfeuer::N,su,lejrbål
375,Last::N,zama,last
376,Last::N,zama,byrde
377,Last::N,karga,last
378,Last::N,karga,byrde
379,Gang::N,ibilera,gang
380,Schritt::N,pauso,skridt
381,Schritt::N,urrats,skridt
382,Norden::N,ipar,nord
383,Norden::N,iparralde,nord
384,Süden::N,hego,syd
385,Süden::N,hegoalde,syd
386,Westen::N,sartalde,vest
387,Westen::N,mendebalde,vest
388,Osten::N,ekialde,øst
389,Osten::N,sortalde,øst
390,Holz::N,zur,træ
391,Brett::N,ohol,bræt
392,Platte::N,lauza,plade
393,Stütze::N,irozgarri,støtte
394,Stütze::N,bermagailu,støtte
395,Stange::N,haga,stang
396,Stock::N,makila,stok
397,Stab::N,makila,stav
398,Rohr::N,hodi,rør
399,Haus::N,etxe,hus
400,Heim::N,etxe,hjem
401,Heim::N,etxaleku,hjem
402,Ofen::N,berogailu,ovn
403,Fußboden::N,zoru,gulv
404,Tisch::N,mahai,bord
405,Stuhl::N,aulki,stol
406,Wiege::N,kuma,vugge
407,Wiege::N,sehaska,vugge
408,Bett::N,ohe,seng
409,Bett::N,ohatze,seng
410,Regal::N,apalategi,reol
411,Kiste::N,kutxa,kasse
412,Fenster::N,leiho,vindue
413,Tür::N,ate,dør
414,Tor::N,atari,port
415,Zaun::N,hesi,stakit
416,Dach::N,teilatu,tag
417,Leiter::N,zurubi,stige
418,Besen::N,erratz,kost
419,Spaten::N,burdinpala,spade
420,Schaufel::N,pala,skovl
421,Gabel::N,sardexka,gaffel
422,Löffel::N,koilara,ske
423,Messer::N,aizto,kniv
424,Nagel::N,iltze,søm
425,Netz::N,sare,net
426,Haken::N,mako,krog
427,Griff::N,eskutoki,tag
428,Griff::N,eskutoki,håndtag
429,Schloss::N,sarraila,lås
430,Bild::N,irudi,billede
431,Figur::N,figura,figur
432,Puppe::N,panpina,dukke
433,Puppe::N,andrakila,dukke
434,Beutel::N,zorro,pose
435,Bündel::N,azao,bylt
436,Bündel::N,azao,bundt
437,Bündel::N,espal,bylt
438,Bündel::N,espal,bundt
439,Tasche::N,poltsa,taske
440,Eimer::N,treska,spand
441,Deckel::N,tapa,låg
442,Deckel::N,estalki,låg
443,Geschirr::N,baxera,husgeråd
444,Geschirr::N,ontziteria,husgeråd
445,Sack::N,zaku,sæk
446,Tasse::N,kikara,kop
447,Topf::N,ontzi,gryde
448,Topf::N,lapiko,gryde
449,Kessel::N,pazia,kedel
450,Essen::N,janaldi,måltid
451,Nahrung::N,jan,mad
452,Nahrung::N,jan,næring
453,Speise::N,jaki,ret
454,Fleisch::N,okela,kød
455,Fleisch::N,haragi,kød
456,Getreide::N,labore,korn
457,Brei::N,ahi,grød
458,Brei::N,pure,grød
459,Brot::N,ogi,brød
460,Scheibe::N,xerra,skive
461,Scheibe::N,pirripita,skive
462,Fett::N,urin,fedt
463,Fett::N,koipe,fedt
464,Butter::N,gurin,smør
465,Öl::N,olio,olie
466,Salz::N,gatz,salt
467,Suppe::N,zopa,suppe
468,Suppe::N,salda,suppe
469,Honig::N,ezti,honning
470,Milch::N,esne,mælk
471,Tee::N,te,te
472,Leder::N,larru,skind
473,Wolle::N,artile,uld
474,Stoff::N,ehun,stof
475,Nadel::N,orratz,nål
476,Nadel::N,jostorratz,nål
477,Faden::N,hari,tråd
478,Knopf::N,botoi,knap
479,Knoten::N,korapilo,knude
480,Farbe::N,pintura,farve
481,Kleidung::N,arropa,påklædning
482,Kleidung::N,jantziak,påklædning
483,Hemd::N,atorra,skjorte
484,Hemd::N,alkandora,skjorte
485,Kragen::N,idun,krave
486,Ärmel::N,mahuka,ærme
487,Hose::N,prakak,bukser
488,Hose::N,galtzak,bukser
489,Gürtel::N,gerriko,bælte
490,Mütze::N,txano,hue
491,Mütze::N,txapel,hue
492,Schuh::N,oski,sko
493,Schuh::N,oinetako,sko
494,Stiefel::N,bota,støvle
495,Ring::N,uztai,ring
496,Band::N,zinta,bånd
497,Band::N,xingola,bånd
498,Kamm::N,orrazi,kam
499,Spiegel::N,mirail,spejl
500,Riemen::N,uhal,rem
501,Schnur::N,lokailu,snor
502,Leine::N,lotura,snor
503,Decke::N,burusi,tæppe
504,Kissen::N,kuxin,pude
505,Tuch::N,zapi,sjaltørklæde
506,Tuch::N,oihal,sjaltørklæde
507,Handtuch::N,eskuzapi,håndklæde
508,Handtuch::N,eskuoihal,håndklæde
509,Kraft::N,indar,kraft
510,Stärke::N,indar,styrke
511,Gesundheit::N,osasun,sundhed
512,Krankheit::N,eritasun,sygdom
513,Krankheit::N,gaixotasun,sygdom
514,Schmerz::N,min,smerte
515,Wunde::N,zauri,sår
516,Fieber::N,sukar,feber
517,Arznei::N,osagai,medicin
518,Arznei::N,osagai,lægemiddel
519,Arznei::N,sendagai,medicin
520,Arznei::N,sendagai,lægemiddel
521,Brücke::N,zubi,bro
522,Brunnen::N,putzu,brønd
523,Weide::N,alha,græsgang
524,Weide::N,bazkaleku,græsgang
525,Pfad::N,zidor,sti
526,Pfad::N,bidexka,sti
527,Weg::N,bide,vej
528,Straße::N,errepide,gade
529,Dorf::N,herri,landsby
530,Stadt::N,hiri,by
531,Brief::N,gutun,brev
532,Brief::N,eskutitz,brev
533,Buch::N,liburu,bog
534,Buchstabe::N,hizki,bogstav
535,Zeitung::N,egunkari,avis
536,Leben::N,bizi,liv
537,Leben::N,bizitza,liv
538,Tod::N,herio,død
539,Tod::N,heriotza,død
540,Grab::N,hobi,grav
541,Grab::N,hilobi,grav
542,Kirche::N,eliza,kirke
543,Sünde::N,hoben,synd
544,Sünde::N,bekatu,synd
545,Gott::N,jainko,gud
546,Arbeiter::N,langile,arbejder
547,Arbeiter::N,behargin,arbejder
548,Chef::N,nagusi,chef
549,Meister::N,maisu,mester
550,Arzt::N,osagile,læge
551,Arzt::N,sendagile,læge
552,Lehrer::N,irakasle,lærer
553,Geld::N,diru,penge
554,Geschäft::N,negozio,forretning
555,Laden::N,denda,butik
556,Laden::N,denda,forretning
557,Laden::N,saltegi,butik
558,Laden::N,saltegi,forretning
559,Preis::N,prezio,pris
560,Preis::N,salneurri,pris
561,Ware::N,salgai,vare
562,Nutzen::N,onura,nytte
563,Nutzen::N,probetxu,nytte
564,Reichtum::N,aberastasun,rigdom
565,Welt::N,ludi,verden
566,Welt::N,mundu,verden
567,Land::N,herrialde,land
568,Staat::N,estatu,stat
569,König::N,errege,konge
570,Macht::N,botere,magt
571,Grenze::N,muga,grænse
572,Krieg::N,guda,krig
573,Feind::N,etsai,fjende
574,Feind::N,arerio,fjende
575,Gewalt::N,bortxa,vold
576,Gewalt::N,bortizkeria,vold
577,Kampf::N,gudu,kamp
578,Kampf::N,auska,kamp
579,Bogen[Waffe]::N,arku,bue
580,Pfeil::N,gezi,pil
581,Gewehr::N,fusil,gevær
582,Fehler::N,huts,fejl
583,Fehler::N,hutsegin,fejl
584,Lüge::N,gezur,løgn
585,Schaden::N,kalte,skade
586,Unglück::N,zoritxar,uheld
587,Unglück::N,zoritxar,ulykke
588,Unglück::N,zorigaitz,uheld
589,Unglück::N,zorigaitz,ulykke
590,Schuld::N,erru,skyld
591,Alter::N,adin,alder
592,Schluss::N,bukaera,slut
593,Schluss::N,bukaera,slutning
594,Zeit::N,aldi,tid
595,Zeit::N,denbora,tid
596,Tag::N,egun,dag
597,Morgen::N,goiz,morgen
598,Mittag::N,eguerdi,middag
599,Abend::N,arrats,aften
600,Nacht::N,gau,nat
601,Woche::N,aste,uge
602,Monat::N,hil,måned
603,Jahr::N,urte,år
604,Frühling::N,udalehen,forår
605,Sommer::N,uda,sommer
606,Herbst::N,udazken,efterår
607,Herbst::N,neguantz,efterår
608,Winter::N,negu,vinter
609,Januar::N,urtarril,januar
610,Februar::N,otsail,februar
611,März::N,martxo,marts
612,April::N,apiril,april
613,Mai::N,maiatz,maj
614,Juni::N,ekain,juni
615,Juli::N,uztail,juli
616,August::N,abuztu,august
617,September::N,irail,september
618,Oktober::N,urri,oktober
619,November::N,azaro,november
620,Dezember::N,abendu,december
621,Montag::N,astelehen,mandag
622,Dienstag::N,astearte,tirsdag
623,Mittwoch::N,asteazken,onsdag
624,Donnerstag::N,ostegun,torsdag
625,Freitag::N,ostiral,fredag
626,Samstag::N,larunbat,lørdag
627,Sonntag::N,igande,søndag
628,groß::A,handi,stor
629,klein::A,txiki,lille
630,lang::A,luze,lang
631,kurz::A,labur,kort
632,breit::A,zabal,bred
633,schmal::A,mehar,smal
634,dicht::A,sarri,tæt
635,dicht::A,trinko,tæt
636,dick[Gegenstand]::A,lodi,tyk
637,dünn::A,mehe,tynd
638,fein::A,fin,fin
639,fest::A,tinko,fast
640,flach::A,lau,flad
641,flach::A,ordoki,flad
642,glatt::A,leun,glat
643,hart::A,gogor,hård
644,weich::A,bigun,blød
645,weich::A,beratz,blød
646,rund::A,biribil,rund
647,spitz::A,puntadun,spids
648,scharf::A,zorrotz,skarp
649,stumpf::A,kamuts,sløv
650,stumpf::A,kamuts,stump
651,schwer::A,astun,tung
652,schwer::A,pisutsu,tung
653,schön::A,eder,skøn
654,heiß::A,bero,hed
655,heiß::A,oso bero,hed
656,warm::A,bero,varm
657,kalt::A,hotz,kold
658,kühl::A,hotzil,kølig
659,frisch::A,fresko,frisk
660,frisch::A,hozkirri,frisk
661,feucht::A,heze,fugtig
662,nass::A,busti,våd
663,trocken::A,siku,tør
664,trocken::A,lehor,tør
665,voll::A,bete,fuld
666,leer::A,huts,tom
667,offen::A,ireki,åben
668,geschlossen::A,itxita,lukket
669,sauber::A,xahu,ren
670,sauber::A,garbi,ren
671,schmutzig::A,lohi,snavset
672,schmutzig::A,zikin,snavset
673,roh::A,gordin,rå
674,reif::A,umo,moden
675,reif::A,heldu,moden
676,lecker::A,goxo,lækker
677,süß::A,goxo,sød
678,bitter::A,karmin,bitter
679,bitter::A,garratz,bitter
680,sauer::A,mingots,sur
681,hell::A,argi,lys
682,dunkel::A,ilun,mørk
683,schwarz::A,beltz,sort
684,weiß::A,zuri,hvid
685,rot::A,gorri,rød
686,gelb::A,hori,gul
687,blau::A,urdin,blå
688,grün::A,berde,grøn
689,grün::A,musker,grøn
690,grau::A,urdin,grå
691,grau::A,urdinabar,grå
692,bunt::A,koloretsu,broget
693,billig::A,merke,billig
694,teuer::A,garesti,dyr
695,wertvoll::A,baliotsu,værdifuld
696,blind::A,itsu,blind
697,taub::A,gor,døv
698,kräftig::A,kementsu,kraftig
699,stark::A,bizkor,stærk
700,stark::A,indartsu,stærk
701,schwach::A,ahul,svag
702,schwach::A,indargabe,svag
703,fett::A,gizen,fed
704,schlank::A,lerden,slank
705,hübsch::A,polit,køn
706,böse::A,tzar,ond
707,böse::A,tzar,slem
708,böse::A,gaizto,ond
709,böse::A,gaizto,slem
710,dumm::A,lelo,dum
711,dumm::A,pello,dum
712,faul::A,nagi,doven
713,faul::A,alfer,doven
714,fleißig::A,maratz,flittig
715,fleißig::A,lanzale,flittig
716,geizig::A,zeken,gerrig
717,geizig::A,zikoitz,gerrig
718,klug::A,zuhur,klog
719,geschickt::A,trebe,dygtig
720,geschickt::A,trebe,behændig
721,geschickt::A,antzetsu,dygtig
722,geschickt::A,antzetsu,behændig
723,lieb::A,maite,rar
724,lieb::A,laztan,rar
725,lustig::A,alaitsu,lystig
726,sanft::A,eme,blid
727,sanft::A,ezti,blid
728,hungrig::A,gose,sulten
729,krank::A,eri,syg
730,krank::A,gaixo,syg
731,nackt::A,biluzi,nøgen
732,traurig::A,itun,bedrøvet
733,traurig::A,betilun,bedrøvet
734,lebendig::A,bizirik,levende
735,gut::A,on,god
736,schlecht::A,txar,dårlig
737,richtig::A,zuzen,rigtig
738,schlimm::A,larri,slem
739,wahr::A,egiazko,sand
740,alt::A,zahar,gammel
741,neu::A,berri,ny
742,ehemalig::A,lehengo,forhenværende
743,alt[Lebewesen]::A,adindun,gammel
744,jung::A,gazte,ung
745,arm::A,txiro,fattig
746,arm::A,behartsu,fattig
747,reich::A,dirudun,rig
748,bekannt::A,ezagun,kendt
749,berühmt::A,entzun,berømt
750,berühmt::A,ospetsu,berømt
751,fremd::A,arrotz,fremmed
752,verschieden::A,ezberdin,forskellig
753,verschieden::A,desberdin,forskellig
754,nah::A,hurre,nær
755,nah::A,hurbil,nær
756,fern::A,urrun,fjern
757,linker::A,ezker,venstre
758,rechter::A,eskuin,højre
759,anderer::A,beste,anden
760,erster::A,lehen,første
761,erster::A,aurren,første
762,zweiter::A,bigarren,anden
763,dritter::A,hirugarren,tredje
764,letzter::A,azken,sidste
765,letzter::A,hondar,sidste
766,allein::ADV,bakarrik,alene
767,auf einmal::ADV,batera,på én gang
768,zusammen::ADV,elkarrekin,sammen
769,lange::ADV,luzaro,længe
770,plötzlich::ADV,bat-batean,pludselig
771,sofort::ADV,berehala,straks
772,später::ADV,gero,senere
773,jetzt::ADV,orain,nu
774,heute::ADV,gaur,i dag
775,morgen::ADV,bihar,i morgen
776,bald::ADV,aurki,snart
777,bald::ADV,laster,snart
778,dann::ADV,ondoren,så
779,gestern::ADV,atzo,i går
780,einst::ADV,antzina,engang
781,damals::ADV,orduan,dengang
782,danach::ADV,gerora,derefter
783,danach::ADV,ondoren,derefter
784,vorher::ADV,lehenago,før
785,vorher::ADV,lehenago,forud
786,zuerst::ADV,aurrena,først
787,zuerst::ADV,lehenbizi,først
788,einmal::ADV,behin,en gang
789,einmal::ADV,aldi bat,en gang
790,manchmal::ADV,batzuetan,sommetider
791,manchmal::ADV,zenbaitetan,sommetider
792,oft::ADV,maiz,ofte
793,oft::ADV,askotan,ofte
794,immer::ADV,beti,altid
795,niemals::ADV,inoiz ez,aldrig
796,niemals::ADV,sekula ez,aldrig
797,hier::ADV,hemen,her
798,hierhin::ADV,hona,hid
799,hierhin::ADV,hona,herhen
800,von hier::ADV,hemendik,herfra
801,von hier::ADV,honetatik,herfra
802,dort::ADV,han,der
803,dorthin::ADV,hara,derhen
804,geradeaus::ADV,artez,lige ud
805,vorwärts::ADV,aurrera,fremad
806,rückwärts::ADV,atzera,baglæns
807,rückwärts::ADV,atzerantz,baglæns
808,zurück::ADV,atzera,tilbage
809,unten::ADV,behean,nede
810,unten::ADV,behean,forneden
811,hinab::ADV,behera,ned
812,hinab::ADV,behera,nedad
813,hinab::ADV,beherantz,ned
814,hinab::ADV,beherantz,nedad
815,oben::ADV,goian,oppe
816,oben::ADV,goian,ovenpå
817,hinauf::ADV,gora,op
818,hinauf::ADV,gora,opad
819,hinauf::ADV,gorantz,op
820,hinauf::ADV,gorantz,opad
821,überall::ADV,edonon,overalt
822,nicht::ADV,ez,ikke
823,ein wenig::ADV,apur bat,lidt
824,ein wenig::ADV,pixka bat,lidt
825,kaum::ADV,ozta,knap
826,kaum::ADV,ozta,næppe
827,kaum::ADV,nekez,knap
828,kaum::ADV,nekez,næppe
829,sehr::ADV,oso,meget
830,so::ADV,hala,så
831,so::ADV,honela,så
832,noch::ADV,oraindik,endnu
833,nur::ADV,bakarrik,kun
834,nur::ADV,bakarrik,bare
835,schon::ADV,ja,alt
836,schon::ADV,ja,allerede
837,schon::ADV,jada,alt
838,schon::ADV,jada,allerede
839,wieder::ADV,berriro,igen
840,vergebens::ADV,alferrik,forgæves
841,vor::PRP,aurrean,foran
842,vor::PRP,aurrean,uden for
843,hinter::PRP,ostean,bag
844,hinter::PRP,ostean,bagved
