,Concept_ID,et,en
878,gehen::V,minema,go
879,weggehen::V,ära minema,go away
880,weggehen::V,välja minema,go away
881,abfahren::V,väljuma,depart
882,abfahren::V,ära sõitma,depart
883,anhalten::V,peatuma,stop
884,hineingehen::V,sisenema,go in
885,hineingehen::V,sisse minema,go in
886,eintreten::V,sisenema,enter
887,eintreten::V,sisse astuma,enter
888,kommen::V,tulema,come
889,ankommen::V,saabuma,arrive
890,zurückkommen::V,tagasi tulema,come back
891,bleiben::V,jääma,stay
892,warten::V,ootama,wait
893,erwarten::V,ootama,wait for
894,erwarten::V,lootma,wait for
895,suchen::V,otsima,seek
896,suchen::V,otsima,look for
897,finden::V,leidma,find
898,versuchen::V,püüdma,try
899,versuchen::V,üritama,try
900,versuchen::V,katsetama,try
901,vorbereiten::V,valmistama,prepare
902,lieben::V,armastama,love
903,mögen::V,sallima,like
904,mögen::V,meeldima,like
905,lachen::V,naerma,laugh
906,rühren::V,liigutama,move
907,rühren::V,heldima panema,move
908,weinen::V,nutma,weep
909,schimpfen::V,sõimama,grumble
910,sich ärgern::V,ärrituma,be annoyed
911,sich ärgern::V,vihastuma,be annoyed
912,sich fürchten::V,kartma,be afraid
913,sich fürchten::V,hirmu tundma,be afraid
914,fürchten::V,kartma,be afraid of
915,fliehen::V,põgenema,flee
916,flüchten::V,põgenema,escape
917,sehen::V,nägema,see
918,anschauen::V,vaatama,look at
919,ansehen::V,vaatama,watch
920,hören::V,kuulma,hear
921,zuhören::V,kuulama,listen
922,probieren::V,proovima,taste
923,riechen::V,nuusutama,smell
924,fühlen::V,tundma,feel
925,scheinen::V,näida,seem
926,scheinen::V,ilmuda,seem
927,zu sehen sein::V,ilmuma,show
928,vernehmen::V,üle kuulama,hear
929,frieren::V,külmetada,be cold
930,tun::V,tegema,do
931,können::V,võima,can
932,können::V,oskama,can
933,wollen::V,tahtma,want
934,anfangen::V,hakkama,start
935,anfangen::V,alustama,start
936,beenden::V,lõpetama,finish
937,aufhören::V,lakkama,stop
938,gelingen::V,õnnestuma,succeed
939,geraten::V,jõudma,turn out
940,öffnen::V,avama,open
941,schließen::V,sulgema,close
942,stellen::V,panema,put
943,stellen::V,asetama,put
944,setzen::V,panema,place
945,legen::V,panema,lay
946,legen::V,asetama,lay
947,berühren::V,riivama,touch
948,berühren::V,puudutama,touch
949,verbinden::V,ühendama,connect
950,bedecken::V,katma,cover
951,aufhängen::V,riputama,hang up
952,anzünden::V,süütama,light
953,aufheben::V,üles tõstma,pick up
954,zurücklassen::V,jätma,leave
955,verlieren::V,kaotama,lose
956,fallen lassen::V,maha pillama,drop
957,fallen lassen::V,kukkuda laskma,drop
958,machen::V,tegema,make
959,herstellen::V,valmistama,produce
960,bauen::V,ehitama,build
961,reparieren::V,parandama,mend
962,verbessern::V,parandama,improve
963,ändern::V,muutma,alter
964,ändern::V,ümber tegema,alter
965,graben::V,kaevama,dig
966,beugen::V,painutama,bow
967,biegen::V,painutama,bend
968,drehen::V,keerama,spin
969,wenden::V,ümber pöörama,turn
970,umdrehen::V,ümber keerama,turn around
971,heben::V,tõstma,raise
972,hochheben::V,üles tõstma,lift
973,hochheben::V,kõrgele tõstma,lift
974,ergreifen::V,haarama,seize
975,halten::V,hoidma,hold
976,drücken::V,pigistama,press
977,schieben::V,lükkama,push
978,kratzen::V,kraapima,scrape
979,lecken::V,lakkuma,lick
980,beißen::V,purema,bite
981,beißen::V,hammustama,bite
982,abreißen::V,rebima,tear off
983,abreißen::V,ära rebima,tear off
984,abschneiden::V,ära lõikama,cut off
985,binden::V,siduma,tie
986,stecken::V,pistma,stick
987,brechen::V,murdma,break
988,klopfen::V,koputama,knock
989,hauen::V,lööma,hit
990,kleben::V,kleepima,glue
991,reiben::V,hõõruma,rub
992,streichen::V,silitama,spread
993,schleifen::V,lihvima,grind
994,schleifen::V,teritama,grind
995,schneiden::V,lõikama,cut
996,rütteln::V,raputama,jolt
997,schütteln::V,raputama,shake
998,schütteln::V,loksutama,shake
999,schwenken::V,vehkima,swing
1000,schwenken::V,lehvitama,swing
1001,schütten::V,kallama,pour
1002,füllen::V,täitma,fill
1003,einwickeln::V,sisse mähkima,wrap
1004,tragen::V,kandma,carry
1005,schleppen::V,tassima,drag
1006,schleppen::V,lohistama,drag
1007,ziehen::V,vedama,pull
1008,ziehen::V,tõmbama,pull
1009,aufbewahren::V,säilitama,keep
1010,aufbewahren::V,alal hoidma,keep
1011,werfen::V,viskama,throw
1012,fangen::V,püüdma,catch
1013,packen::V,kinni haarama,grab
1014,packen::V,kinni võtma,grab
1015,verstecken::V,peitma,hide
1016,teilen::V,jagama,divide
1017,teilen::V,jaotama,divide
1018,schicken::V,saatma,send
1019,bringen::V,viima,bring
1020,hinzufügen::V,lisama,add
1021,bekommen::V,saama,get
1022,erhalten::V,saama,receive
1023,nehmen::V,võtma,take
1024,wählen::V,valima,choose
1025,auswählen::V,valima,select
1026,bewahren::V,hoidma,preserve
1027,behindern::V,takistama,hinder
1028,verderben::V,rikkuma,spoil
1029,beschädigen::V,rikkuma,damage
1030,zerbrechen::V,katki tegema,break
1031,zerreißen::V,katki rebima,tear
1032,zerstören::V,purustama,destroy
1033,verbrennen::V,põletama,burn
1034,geben::V,andma,give
1035,reichen::V,andma,hand
1036,reichen::V,ulatama,hand
1037,schenken::V,kinkima,give
1038,versprechen::V,lubama,promise
1039,versprechen::V,tõotama,promise
1040,wünschen::V,soovima,wish
1041,loben::V,kiitma,praise
1042,küssen::V,suudlema,kiss
1043,wiegen::V,hällitama,rock
1044,zudecken::V,kaanetama,cover
1045,zudecken::V,kinni katma,cover
1046,wecken::V,äratama,wake
1047,zeigen::V,näitama,show
1048,führen::V,juhatama,guide
1049,lehren::V,õpetama,teach
1050,unterrichten::V,õpetama,instruct
1051,aufziehen::V,üles kasvatama,bring up
1052,leiten::V,juhtima,lead
1053,antreiben::V,ergutama,urge
1054,lassen::V,laskma,let
1055,einladen::V,kutsuma,invite
1056,vereinigen::V,ühendama,unite
1057,besuchen::V,külastama,visit
1058,treffen::V,kohtama,meet
1059,sich versammeln::V,kogunema,assemble
1060,spielen::V,mängima,play
1061,singen::V,laulma,sing
1062,tanzen::V,tantsima,dance
1063,sich trennen::V,lahku minema,separate
1064,verlassen::V,maha jätma,leave
1065,retten::V,päästma,rescue
1066,bewachen::V,valvama,guard
1067,schützen::V,kaitsma,protect
1068,verteidigen::V,kaitsma,defend
1069,sich schlagen::V,kaklema,brawl
1070,schießen::V,tulistama,shoot
1071,siegen::V,võitma,win
1072,ärgern::V,ärritama,annoy
1073,ärgern::V,vihastama,annoy
1074,schlagen::V,lööma,beat
1075,treten::V,sõtkuma,kick
1076,stechen::V,pistma,sting
1077,stechen::V,torkama,sting
1078,stoßen::V,tõukama,shove
1079,stehlen::V,varastama,steal
1080,stören::V,segama,disturb
1081,stören::V,häirima,disturb
1082,belästigen::V,ahistama,bother
1083,verbergen::V,peitma,conceal
1084,verbergen::V,varjama,conceal
1085,täuschen::V,petma,deceive
1086,täuschen::V,tüssama,deceive
1087,betrügen::V,petma,cheat
1088,betrügen::V,tüssama,cheat
1089,betrügen::V,truudust murtma,cheat
1090,töten::V,tapma,kill
1091,töten::V,surmama,kill
1092,wohnen::V,elama,dwell
1093,arbeiten::V,töötama,work
1094,sammeln::V,koguma,gather
1095,sammeln::V,korjama,gather
1096,pflücken::V,noppima,pick
1097,jagen::V,jahtima,hunt
1098,fischen::V,kalastama,fish
1099,fischen::V,kala püüdma,fish
1100,fassen::V,püüdma,catch
1101,hüten::V,karjatama,herd
1102,treiben::V,ajama,drive
1103,anbinden::V,kinni siduma,tie up
1104,füttern::V,söötma,feed
1105,melken::V,lüpsma,milk
1106,hacken::V,raiuma,chop
1107,hacken::V,lõhkuma,chop
1108,gießen::V,kastma,water
1109,reifen::V,valmima,ripen
1110,zubereiten::V,valmistama,cook
1111,kochen::V,keetma,boil
1112,backen::V,küpsetama,bake
1113,braten::V,praadima,fry
1114,umrühren::V,segama,stir
1115,stricken::V,kuduma,knit
1116,nähen::V,õmblema,sew
1117,färben::V,värvima,dye
1118,reinigen::V,puhastama,clean
1119,waschen::V,pesema,wash
1120,abwischen::V,puhtaks pühkima,wipe
1121,spülen::V,uhtma,rinse
1122,fegen::V,pühkima,sweep
1123,kehren::V,pühkima,sweep
1124,baden::V,suplema,bath
1125,baden::V,kümblema,bath
1126,sich waschen::V,end pesema,wash
1127,ausziehen::V,käest võtma,take off
1128,ausziehen::V,jalast võtma,take off
1129,ausziehen::V,seljast võtma,take off
1130,anziehen::V,jalga panema,put on
1131,sich anziehen::V,riietuma,get dressed
1132,kämmen::V,kammima,comb
1133,schmücken::V,kaunistama,decorate
1134,sagen::V,ütlema,say
1135,sprechen::V,rääkima,speak
1136,sprechen::V,kõnelema,speak
1137,reden::V,kõnelema,talk
1138,sich unterhalten::V,vestlema,chat
1139,fragen::V,küsima,ask
1140,bitten::V,paluma,request
1141,erzählen::V,jutustama,tell
1142,mitteilen::V,teatama,convey
1143,mitteilen::V,teada andma,convey
1144,nennen::V,nimetama,name
1145,rufen::V,kutsuma,call
1146,prahlen::V,hooplema,brag
1147,übersetzen::V,tõlkima,translate
1148,denken::V,mõtlema,think
1149,glauben::V,uskuma,believe
1150,bemerken::V,märkama,notice
1151,erkennen::V,ära tundma,recognize
1152,begreifen::V,aru saama,grasp
1153,verstehen::V,mõistma,understand
1154,lernen::V,õppima,learn
1155,wissen::V,teadma,know
1156,sich erinnern an::V,mäletama,remember
1157,vergessen::V,unustama,forget
1158,messen::V,mõõtma,measure
1159,zählen::V,loendama,count
1160,rechnen::V,arvutama,calculate
1161,lesen::V,lugema,read
1162,malen::V,maalima,paint
1163,zeichnen::V,joonistama,draw
1164,schreiben::V,kirjutama,write
1165,besitzen::V,omama,own
1166,kaufen::V,ostma,buy
1167,verkaufen::V,müüma,sell
1168,bezahlen::V,tasuma,pay for
1169,zahlen::V,maksma,pay
1170,beherrschen::V,valitsema,rule
1171,ertragen::V,taluma,endure
