,Concept_ID,pt,uk
358,Haufen::N,pilha,купа
359,Reihe::N,fila,ряд
360,Boot::N,barco,човен
361,Ruder::N,remo,весло
362,Schlitten::N,trenó,сани
363,Ski::N,esqui,лижа
364,Lagerfeuer::N,fogueira,вогнище
365,Last::N,carga,тягар
366,Last::N,carga,вантаж
367,Gang::N,curso,хід
368,Gang::N,caminhada,хід
369,Schritt::N,passo,крок
370,Norden::N,norte,північ
371,Süden::N,sul,південь
372,Westen::N,oeste,захід
373,Westen::N,ocidente,захід
374,Osten::N,este,схід
375,Osten::N,leste,схід
376,Osten::N,oriente,схід
377,Holz::N,madeira,дрова
378,Brett::N,tábua,дошка
379,Brett::N,prancha,дошка
380,Platte::N,laje,плита
381,Platte::N,chapa,плита
382,Stütze::N,apoio,підпірка
383,Stütze::N,suporte,підпірка
384,Stange::N,vara,жердина
385,Stange::N,barra,жердина
386,Stock::N,pau,палиця
387,Stock::N,bengala,палиця
388,Stab::N,bastão,палиця
389,Rohr::N,cano,труба
390,Haus::N,casa,дім
391,Haus::N,casa,хата
392,Heim::N,lar,житло
393,Heim::N,casa,житло
394,Ofen::N,estufa,піч
395,Ofen::N,aquecedor,піч
396,Fußboden::N,piso,підлога
397,Tisch::N,mesa,стіл
398,Stuhl::N,cadeira,стілець
399,Wiege::N,berço,колиска
400,Bett::N,cama,ліжко
401,Bett::N,cama,постіль
402,Regal::N,estante,полиця
403,Regal::N,prateleira,полиця
404,Kiste::N,caixa,ящик
405,Fenster::N,janela,вікно
406,Tür::N,porta,двері
407,Tor::N,portão,ворота
408,Zaun::N,cerca,паркан
409,Zaun::N,cerca,огорожа
410,Zaun::N,vedação,паркан
411,Zaun::N,vedação,огорожа
412,Dach::N,telhado,дах
413,Leiter::N,escada,драбина
414,Leiter::N,escada móvel,драбина
415,Besen::N,vassoura,мітла
416,Spaten::N,pá,заступ
417,Schaufel::N,pá,совок
418,Schaufel::N,pá,лопата
419,Gabel::N,garfo,виделка
420,Löffel::N,colher,ложка
421,Messer::N,faca,ніж
422,Nagel::N,cravo,цвях
423,Netz::N,rede,сіть
424,Haken::N,gancho,крюк
425,Griff::N,asa,ручка
426,Griff::N,asa,держак
427,Griff::N,cabo,ручка
428,Griff::N,cabo,держак
429,Schloss::N,fechadura,замок
430,Bild::N,imagem,картина
431,Figur::N,figura,фігура
432,Puppe::N,boneca,лялька
433,Beutel::N,saco,мішечок
434,Beutel::N,saco,торбинка
435,Beutel::N,bolsa,мішечок
436,Beutel::N,bolsa,торбинка
437,Bündel::N,fardo,в’язка
438,Tasche::N,saco,сумка
439,Tasche::N,bolso,сумка
440,Eimer::N,balde,відро
441,Deckel::N,tampa,кришка
442,Geschirr::N,louça,посуд
443,Sack::N,saca,мішок
444,Tasse::N,chávena,чашка
445,Topf::N,tacho,горщик
446,Topf::N,panela,горщик
447,Kessel::N,caldeira,котел
448,Essen::N,refeição,їжа
449,Nahrung::N,comida,харч
450,Nahrung::N,alimento,харч
451,Speise::N,prato,страва
452,Fleisch::N,carne,м’ясо
453,Getreide::N,cereais,хліб
454,Getreide::N,cereais,збіжжя
455,Brei::N,puré,каша
456,Brot::N,pão,хліб
457,Scheibe::N,fatia,скибочка
458,Fett::N,banha,жир
459,Fett::N,gordura,жир
460,Butter::N,manteiga,масло
461,Öl::N,azeite,олія
462,Salz::N,sal,сіль
463,Suppe::N,sopa,суп
464,Suppe::N,caldo,суп
465,Honig::N,mel,мед
466,Milch::N,leite,молоко
467,Tee::N,chá,чай
468,Leder::N,couro,шкіра
469,Wolle::N,lã,шерсть
470,Stoff::N,pano,тканина
471,Stoff::N,tecido,тканина
472,Nadel::N,agulha,голка
473,Faden::N,fio,нитка
474,Knopf::N,botão,ґудзик
475,Knoten::N,nó,вузол
476,Farbe::N,corante,фарба
477,Kleidung::N,roupa,одяг
478,Kleidung::N,roupa,убрання
479,Kleidung::N,vestuário,одяг
480,Kleidung::N,vestuário,убрання
481,Hemd::N,camisa,сорочка
482,Kragen::N,gola,комір
483,Ärmel::N,manga,рукав
484,Hose::N,calça,брюки
485,Gürtel::N,cinto,пояс
486,Mütze::N,boné,шапка
487,Mütze::N,barrete,шапка
488,Schuh::N,sapato,ботинок
489,Stiefel::N,bota,чобіт
490,Ring::N,anel,кільце
491,Band::N,fita,стрічка
492,Band::N,faixa,стрічка
493,Kamm::N,pente,гребінець
494,Spiegel::N,espelho,дзеркало
495,Riemen::N,correia,ремінь
496,Schnur::N,corda,вірьовка
497,Schnur::N,cordel,вірьовка
498,Leine::N,trela,шворка
499,Decke::N,cobertor,ковдра
500,Kissen::N,almofada,подушка
501,Tuch::N,pano,хустка
502,Handtuch::N,toalha,рушник
503,Kraft::N,força,сила
504,Stärke::N,força,сила
505,Gesundheit::N,saúde,здоров’я
506,Krankheit::N,doença,хвороба
507,Krankheit::N,enfermidade,хвороба
508,Schmerz::N,dor,біль
509,Wunde::N,chaga,рана
510,Wunde::N,ferida,рана
511,Fieber::N,febre,гарячка
512,Arznei::N,remédio,ліки
513,Brücke::N,ponte,міст
514,Brunnen::N,poço,колодязь
515,Weide::N,pastagem,пасовище
516,Pfad::N,senda,стежка
517,Pfad::N,trilho,стежка
518,Weg::N,caminho,шлях
519,Weg::N,caminho,дорога
520,Straße::N,via,вулиця
521,Straße::N,estrada,вулиця
522,Dorf::N,aldeia,село
523,Stadt::N,cidade,місто
524,Brief::N,carta,лист
525,Buch::N,livro,книга
526,Buch::N,livro,книжка
527,Buchstabe::N,letra,буква
528,Buchstabe::N,letra,літера
529,Zeitung::N,jornal,газета
530,Leben::N,vida,життя
531,Tod::N,morte,смерть
532,Grab::N,túmulo,могила
533,Grab::N,sepultura,могила
534,Kirche::N,igreja,церква
535,Sünde::N,pecado,гріх
536,Gott::N,deus,бог
537,Arbeiter::N,operário,робітник
538,Arbeiter::N,trabalhador,робітник
539,Chef::N,chefe,хазяїн
540,Chef::N,patrão,хазяїн
541,Meister::N,mestre,умілець
542,Arzt::N,médico,лікар
543,Lehrer::N,professor,вчитель
544,Geld::N,dinheiro,гроші
545,Geschäft::N,negócio,заняття
546,Laden::N,loja,магазин
547,Laden::N,loja,крамниця
548,Preis::N,preço,ціна
549,Ware::N,mercadoria,товар
550,Nutzen::N,proveito,вигода
551,Nutzen::N,proveito,користь
552,Reichtum::N,riqueza,багатство
553,Welt::N,mundo,світ
554,Land::N,país,країна
555,Staat::N,Estado,держава
556,König::N,rei,король
557,Macht::N,poder,влада
558,Macht::N,potência,влада
559,Grenze::N,fronteira,кордон
560,Krieg::N,guerra,війна
561,Feind::N,inimigo,ворог
562,Gewalt::N,violência,насильство
563,Kampf::N,luta,бій
564,Kampf::N,luta,боротьба
565,Kampf::N,combate,бій
566,Kampf::N,combate,боротьба
567,Bogen[Waffe]::N,arco,лук
568,Pfeil::N,seta,стріла
569,Pfeil::N,flecha,стріла
570,Gewehr::N,espingarda,рушниця
571,Gewehr::N,espingarda,гвинтівка
572,Fehler::N,erro,помилка
573,Fehler::N,falha,помилка
574,Lüge::N,mentira,брехня
575,Schaden::N,dano,шкода
576,Schaden::N,dano,збиток
577,Schaden::N,estrago,шкода
578,Schaden::N,estrago,збиток
579,Unglück::N,desgraça,нещастя
580,Schuld::N,culpa,провина
581,Alter::N,idade,вік
582,Alter::N,idade,літа
583,Schluss::N,fim,кінець
584,Zeit::N,tempo,час
585,Tag::N,dia,день
586,Morgen::N,manhã,ранок
587,Mittag::N,meio-dia,південь
588,Abend::N,noite,вечір
589,Abend::N,tardinha,вечір
590,Nacht::N,noite,ніч
591,Woche::N,semana,тиждень
592,Monat::N,mês,місяць
593,Jahr::N,ano,рік
594,Frühling::N,primavera,весна
595,Sommer::N,verão,літо
596,Herbst::N,outono,осінь
597,Winter::N,inverno,зима
598,Januar::N,Janeiro,січень
599,Februar::N,Fevereiro,лютий
600,März::N,Março,березень
601,April::N,Abril,квітень
602,Mai::N,Maio,травень
603,Juni::N,Junho,червень
604,Juli::N,Julho,липень
605,August::N,Agosto,серпень
606,September::N,Setembro,вересень
607,Oktober::N,Outubro,жовтень
608,November::N,Novembro,листопад
609,Dezember::N,Dezembro,грудень
610,Montag::N,segunda-feira,понеділок
611,Dienstag::N,terça-feira,вівторок
612,Mittwoch::N,quarta-feira,середа
613,Donnerstag::N,quinta-feira,четвер
614,Freitag::N,sexta-feira,п’ятниця
615,Samstag::N,sábado,субота
616,Sonntag::N,domingo,неділя
617,groß::A,grande,великий
618,klein::A,pequeno,малий
619,klein::A,pequeno,маленький
620,lang::A,comprido,довгий
621,kurz::A,curto,короткий
622,breit::A,largo,широкий
623,schmal::A,estreito,вузький
624,dicht::A,denso,густий
625,dick[Gegenstand]::A,grosso,товстий
626,dünn::A,delgado,тонкий
627,fein::A,fino,дрібний
628,fein::A,subtil,дрібний
629,fest::A,firme,міцний
630,fest::A,sólido,міцний
631,flach::A,plano,плоский
632,glatt::A,liso,рівний
633,glatt::A,liso,гладенький
634,hart::A,duro,твердий
635,weich::A,mole,м’який
636,rund::A,redondo,круглий
637,spitz::A,agudo,гострокінцевий
638,scharf::A,afiado,гострий
639,stumpf::A,rombo,тупий
640,schwer::A,pesado,важкий
641,schön::A,belo,вродливий
642,schön::A,bonito,вродливий
643,heiß::A,quente,жаркий
644,heiß::A,quente,гарячий
645,warm::A,quente,теплий
646,kalt::A,frio,холодний
647,kühl::A,fresco,прохолодний
648,frisch::A,fresco,свіжий
649,feucht::A,húmido,вогкий
650,nass::A,molhado,мокрий
651,trocken::A,seco,сухий
652,voll::A,cheio,повний
653,leer::A,vazio,пустий
654,offen::A,aberto,відкритий
655,geschlossen::A,fechado,закритий
656,geschlossen::A,fechado,зачинений
657,sauber::A,limpo,чистий
658,sauber::A,limpo,охайний
659,schmutzig::A,sujo,брудний
660,roh::A,cru,сирий
661,reif::A,maduro,зрілий
662,lecker::A,delicioso,смачний
663,süß::A,doce,солодкий
664,bitter::A,amargo,гіркий
665,sauer::A,azedo,кислий
666,hell::A,claro,світлий
667,dunkel::A,escuro,темний
668,dunkel::A,sombrio,темний
669,schwarz::A,preto,чорний
670,weiß::A,branco,сивий
671,rot::A,vermelho,червоний
672,gelb::A,amarelo,жовтий
673,blau::A,azul,синій
674,grün::A,verde,зелений
675,grau::A,cinzento,сірий
676,bunt::A,colorido,барвистий
677,billig::A,barato,дешевий
678,teuer::A,caro,дорогий
679,wertvoll::A,valioso,цінний
680,wertvoll::A,precioso,цінний
681,blind::A,cego,сліпий
682,taub::A,surdo,глухий
683,kräftig::A,forte,могутній
684,kräftig::A,poderoso,могутній
685,stark::A,forte,сильний
686,stark::A,robusto,сильний
687,schwach::A,débil,слабкий
688,fett::A,gordo,жирний
689,fett::A,gordo,товстий
690,schlank::A,esbelto,тонкий
691,schlank::A,esbelto,стрункий
692,hübsch::A,giro,чарівний
693,hübsch::A,bonito,чарівний
694,böse::A,mau,злий
695,böse::A,mau,лихий
696,dumm::A,parvo,дурний
697,dumm::A,estúpido,дурний
698,faul::A,preguiçoso,ледачий
699,fleißig::A,aplicado,старанний
700,fleißig::A,diligente,старанний
701,geizig::A,avarento,скупий
702,klug::A,prudente,мудрий
703,klug::A,prudente,розумний
704,klug::A,inteligente,мудрий
705,klug::A,inteligente,розумний
706,geschickt::A,hábil,умілий
707,lieb::A,caro,милий
708,lieb::A,querido,милий
709,lustig::A,alegre,веселий
710,sanft::A,suave,лагідний
711,sanft::A,brando,лагідний
712,hungrig::A,faminto,голодний
713,krank::A,doente,слабий
714,krank::A,enfermo,слабий
715,nackt::A,nu,голий
716,nackt::A,despido,голий
717,traurig::A,triste,сумний
718,lebendig::A,vivo,живий
719,gut::A,bom,добрий
720,schlecht::A,mau,поганий
721,schlecht::A,mau,кепський
722,schlecht::A,ruim,поганий
723,schlecht::A,ruim,кепський
724,richtig::A,justo,правильний
725,richtig::A,correcto,правильний
726,schlimm::A,mau,бридкий
727,schlimm::A,grave,бридкий
728,wahr::A,verdadeiro,справжній
729,alt::A,velho,старий
730,alt::A,antigo,старий
731,neu::A,novo,новий
732,ehemalig::A,antigo,колишній
733,alt[Lebewesen]::A,velho,старий
734,jung::A,jovem,молодий
735,arm::A,pobre,бідний
736,reich::A,rico,багатий
737,bekannt::A,conhecido,знайомий
738,berühmt::A,famoso,славетний
739,berühmt::A,célebre,славетний
740,fremd::A,alheio,чужий
741,fremd::A,estranho,чужий
742,verschieden::A,diverso,різний
743,verschieden::A,diferente,різний
744,nah::A,próximo,близький
745,fern::A,remoto,далекий
746,fern::A,distante,далекий
747,linker::A,esquerdo,лівий
748,rechter::A,direito,правий
749,anderer::A,outro,інакший
750,erster::A,primeiro,перший
751,zweiter::A,segundo,другий
752,dritter::A,terceiro,третій
753,letzter::A,final,останній
754,letzter::A,último,останній
755,allein::ADV,só,сам
756,allein::ADV,só,один
757,auf einmal::ADV,de vez,відразу
758,zusammen::ADV,juntos,разом
759,zusammen::ADV,juntos,спільно
760,lange::ADV,muito tempo,довго
761,plötzlich::ADV,de repente,раптом
762,sofort::ADV,imediatamente,зараз
763,später::ADV,mais tarde,пізніше
764,jetzt::ADV,agora,тепер
765,heute::ADV,hoje,сьогодні
766,morgen::ADV,amanhã,завтра
767,bald::ADV,logo,незабаром
768,bald::ADV,breve,незабаром
769,dann::ADV,então,потім
770,dann::ADV,depois,потім
771,gestern::ADV,ontem,вчора
772,einst::ADV,antigamente,колись
773,damals::ADV,então,тоді
774,danach::ADV,logo,згодом
775,danach::ADV,depois,згодом
776,vorher::ADV,antes,раніше
777,zuerst::ADV,primeiro,спершу
778,zuerst::ADV,primeiro,спочатку
779,einmal::ADV,uma vez,один раз
780,manchmal::ADV,às vezes,іноді
781,manchmal::ADV,às vezes,інколи
782,oft::ADV,muitas vezes,часто
783,immer::ADV,sempre,завжди
784,niemals::ADV,nunca,ніколи
785,hier::ADV,cá,тут
786,hier::ADV,aqui,тут
787,hierhin::ADV,para cá,сюди
788,von hier::ADV,daqui,звідси
789,dort::ADV,lá,там
790,dort::ADV,ali,там
791,dorthin::ADV,lá,туди
792,dorthin::ADV,para lá,туди
793,geradeaus::ADV,em frente,прямо
794,vorwärts::ADV,avante,вперед
795,rückwärts::ADV,para trás,назад
796,zurück::ADV,atrás,назад
797,unten::ADV,debaixo,внизу
798,unten::ADV,em baixo,внизу
799,hinab::ADV,para baixo,вниз
800,oben::ADV,em cima,вгорі
801,hinauf::ADV,para cima,вгору
802,überall::ADV,em toda parte,скрізь
803,nicht::ADV,não,не
804,ein wenig::ADV,um pouco,трохи
805,ein wenig::ADV,um pouco,небагато
806,ein wenig::ADV,um bocado,трохи
807,ein wenig::ADV,um bocado,небагато
808,kaum::ADV,apenas,ледве
809,sehr::ADV,muito,дуже
810,so::ADV,tão,так
811,so::ADV,assim,так
812,noch::ADV,ainda,ще
813,nur::ADV,só,лише
814,nur::ADV,só,тільки
815,nur::ADV,apenas,лише
816,nur::ADV,apenas,тільки
817,nur::ADV,somente,лише
818,nur::ADV,somente,тільки
819,schon::ADV,já,вже
820,wieder::ADV,outra vez,знову
821,vergebens::ADV,em vão,дарма
822,vor::PRP,diante de,перед
823,hinter::PRP,atrás de,ззаду
824,hinter::PRP,atrás de,позаду
825,unter::PRP,sob,під
826,unter::PRP,debaixo de,під
827,durch::PRP,por,крізь
828,durch::PRP,através de,крізь
829,neben::PRP,junto de,біля
830,neben::PRP,ao lado de,біля
831,zwischen::PRP,entre,між
832,wegen::PRP,por,з-за
833,wegen::PRP,por,через
834,wegen::PRP,por causa de,з-за
835,wegen::PRP,por causa de,через
836,dies::PRN,isto,це
837,das::PRN,isso,то
838,das::PRN,aquilo,то
839,alles::PRN,todo,все
840,ich::PRN,eu,я
841,du::PRN,tu,ти
842,er::PRN,ele,він
843,wir::PRN,nós,ми
844,ihr::PRN,vós,ви
845,ihr::PRN,vocês,ви
846,sie::PRN,eles,вони
847,was::FPRN,quê,що
848,wer::FPRN,quem,хто
849,wo::FADV,onde,де
850,wohin::FADV,aonde,куди
851,wohin::FADV,para onde,куди
852,wie::FADV,como,як
853,warum::FADV,porquê,чому
