,Concept_ID,uk,uz
427,Brücke::N,міст,ko'prik
428,Brunnen::N,колодязь,buloq
429,Weide::N,пасовище,yaylov
430,Pfad::N,стежка,dorojka
431,Weg::N,шлях,yo'l
432,Weg::N,дорога,yo'l
433,Straße::N,вулиця,ko'cha
434,Dorf::N,село,ovul
435,Stadt::N,місто,shahar
436,Brief::N,лист,maktub
437,Buch::N,книга,kitob
438,Buch::N,книжка,kitob
439,Buchstabe::N,буква,harf
440,Buchstabe::N,літера,harf
441,Zeitung::N,газета,gazet
442,Leben::N,життя,hayot
443,Tod::N,смерть,o'lim
444,Grab::N,могила,go'r
445,Kirche::N,церква,cherkov
446,Sünde::N,гріх,gunoh
447,Gott::N,бог,olloh
448,Arbeiter::N,робітник,ishchi
449,Chef::N,хазяїн,rais
450,Meister::N,умілець,usta
451,Arzt::N,лікар,hakim
452,Lehrer::N,вчитель,muallim
453,Geld::N,гроші,pul
454,Geschäft::N,заняття,savdo
455,Laden::N,магазин,do'kon
456,Laden::N,крамниця,do'kon
457,Preis::N,ціна,baho
458,Ware::N,товар,mol
459,Nutzen::N,вигода,foyda
460,Nutzen::N,користь,foyda
461,Reichtum::N,багатство,boylik
462,Welt::N,світ,olam
463,Land::N,країна,o'lka
464,Staat::N,держава,davlat
465,König::N,король,qirol
466,Macht::N,влада,iqtidor
467,Grenze::N,кордон,chegara
468,Krieg::N,війна,harb
469,Feind::N,ворог,dushman
470,Gewalt::N,насильство,zo'rlik
471,Kampf::N,бій,kurash
472,Kampf::N,боротьба,kurash
473,Bogen[Waffe]::N,лук,yoy
474,Pfeil::N,стріла,o'q
475,Gewehr::N,рушниця,vintovka
476,Gewehr::N,гвинтівка,vintovka
477,Fehler::N,помилка,xato
478,Lüge::N,брехня,yolg'on
479,Schaden::N,шкода,ziyon
480,Schaden::N,збиток,ziyon
481,Unglück::N,нещастя,balo
482,Schuld::N,провина,ayb
483,Alter::N,вік,yosh
484,Alter::N,літа,yosh
485,Schluss::N,кінець,tamom
486,Zeit::N,час,vaqt
487,Tag::N,день,kun
488,Morgen::N,ранок,saboh
489,Mittag::N,південь,kun tushlik
490,Abend::N,вечір,oqshom
491,Nacht::N,ніч,tun
492,Woche::N,тиждень,hafta
493,Monat::N,місяць,oy
494,Jahr::N,рік,yil
495,Frühling::N,весна,bahor
496,Sommer::N,літо,yoz
497,Herbst::N,осінь,kuz
498,Herbst::N,осінь,xazon
499,Winter::N,зима,qish
500,Januar::N,січень,yanvar'
501,Februar::N,лютий,fevral'
502,März::N,березень,mart
503,April::N,квітень,aprel'
504,Mai::N,травень,may
505,Juni::N,червень,iyun'
506,Juli::N,липень,iyul'
507,August::N,серпень,avgust
508,September::N,вересень,sentyabr'
509,Oktober::N,жовтень,oktyabr'
510,November::N,листопад,noyabr'
511,Dezember::N,грудень,dekabr'
512,Montag::N,понеділок,dushanba
513,Dienstag::N,вівторок,seshanba
514,Mittwoch::N,середа,chorshanba
515,Donnerstag::N,четвер,payshanba
516,Freitag::N,п’ятниця,juma
517,Samstag::N,субота,shanba
518,Sonntag::N,неділя,yakshanba
519,groß::A,великий,buyuk
520,klein::A,малий,kichik
521,klein::A,маленький,kichik
522,lang::A,довгий,uzun
523,kurz::A,короткий,qisqa
524,breit::A,широкий,keng
525,schmal::A,вузький,änsiz
526,dicht::A,густий,quyuq
527,dick[Gegenstand]::A,товстий,qalin
528,dünn::A,тонкий,ingichka
529,fein::A,дрібний,mayin
530,fest::A,міцний,qattiq
531,flach::A,плоский,yalpoq
532,glatt::A,рівний,tekis
533,glatt::A,гладенький,tekis
534,hart::A,твердий,qattiq
535,weich::A,м’який,yumshoq
536,rund::A,круглий,yumaloq
537,spitz::A,гострокінцевий,uchli
538,scharf::A,гострий,keskir
539,stumpf::A,тупий,to'mtoq
540,schwer::A,важкий,salmoqli
541,schön::A,вродливий,go'zal
542,heiß::A,жаркий,qiziq
543,heiß::A,гарячий,qiziq
544,warm::A,теплий,issiq
545,kalt::A,холодний,sovuq
546,kühl::A,прохолодний,salqin
547,frisch::A,свіжий,toza
548,feucht::A,вогкий,namli
549,nass::A,мокрий,nam
550,trocken::A,сухий,quruq
551,voll::A,повний,to'la
552,leer::A,пустий,puch
553,offen::A,відкритий,ochiq
554,geschlossen::A,закритий,berk
555,geschlossen::A,зачинений,berk
556,sauber::A,чистий,ozoda
557,sauber::A,охайний,ozoda
558,schmutzig::A,брудний,kir
559,roh::A,сирий,xom
560,reif::A,зрілий,pishiq
561,lecker::A,смачний,shirin
562,süß::A,солодкий,shirin
563,bitter::A,гіркий,achchiq
564,sauer::A,кислий,achchiq
565,hell::A,світлий,yorug'
566,dunkel::A,темний,qorong'i
567,schwarz::A,чорний,qora
568,weiß::A,сивий,oq
569,rot::A,червоний,qizil
570,gelb::A,жовтий,sariq
571,blau::A,синій,zangori
572,grün::A,зелений,yashil
573,grau::A,сірий,bo'z
574,bunt::A,барвистий,ola
575,billig::A,дешевий,arzon
576,teuer::A,дорогий,qimmat
577,wertvoll::A,цінний,qimmat
578,blind::A,сліпий,ko'r
579,taub::A,глухий,garang
580,kräftig::A,могутній,kuchli
581,stark::A,сильний,quvvatli
582,schwach::A,слабкий,kuchsiz
583,fett::A,жирний,semiz
584,fett::A,товстий,semiz
585,schlank::A,тонкий,ingichka
586,schlank::A,стрункий,ingichka
587,hübsch::A,чарівний,ko'rkam
588,böse::A,злий,yovuz
589,böse::A,лихий,yovuz
590,dumm::A,дурний,aqlsiz
591,faul::A,ледачий,ärinchak
592,fleißig::A,старанний,ishchan
593,geizig::A,скупий,qurumsoq
594,klug::A,мудрий,oqil
595,klug::A,розумний,oqil
596,geschickt::A,умілий,äpchil
597,lieb::A,милий,aziz
598,lustig::A,веселий,chaqchaq
599,sanft::A,лагідний,asta
600,hungrig::A,голодний,och
601,krank::A,слабий,kasal
602,nackt::A,голий,yalang
603,traurig::A,сумний,xafa
604,lebendig::A,живий,hayotiy
605,gut::A,добрий,soz
606,schlecht::A,поганий,yomon
607,schlecht::A,кепський,yomon
608,richtig::A,правильний,rost
609,schlimm::A,бридкий,yovuz
610,wahr::A,справжній,haqiqiy
611,alt::A,старий,äski
612,neu::A,новий,yangi
613,ehemalig::A,колишній,sobiq
614,alt[Lebewesen]::A,старий,qari
615,jung::A,молодий,navqiron
616,arm::A,бідний,abgor
617,reich::A,багатий,boy
618,bekannt::A,знайомий,ma'lum
619,berühmt::A,славетний,mashhur
620,fremd::A,чужий,yot
621,verschieden::A,різний,turli
622,nah::A,близький,yaqindagi
623,fern::A,далекий,uzoq
624,linker::A,лівий,so'l
625,rechter::A,правий,o'ng
626,anderer::A,інакший,boshqa
627,erster::A,перший,birinchi
628,zweiter::A,другий,ikkinchi
629,dritter::A,третій,uchinchi
630,letzter::A,останній,oxirgi
631,allein::ADV,сам,o'zicha
632,allein::ADV,один,o'zicha
633,auf einmal::ADV,відразу,varakay
634,zusammen::ADV,разом,barobar
635,zusammen::ADV,спільно,barobar
636,lange::ADV,довго,uzoq
637,plötzlich::ADV,раптом,qo'qqisdan
638,sofort::ADV,зараз,darrov
639,später::ADV,пізніше,so'ngra
640,jetzt::ADV,тепер,hozirgina
641,heute::ADV,сьогодні,bugun
642,morgen::ADV,завтра,ärta
643,bald::ADV,незабаром,toz
644,dann::ADV,потім,keyin
645,gestern::ADV,вчора,kecha
646,einst::ADV,колись,avvallari
647,damals::ADV,тоді,ugal
648,danach::ADV,згодом,so'ngra
649,vorher::ADV,раніше,avval
650,zuerst::ADV,спершу,avval
651,zuerst::ADV,спочатку,avval
652,einmal::ADV,один раз,bir marta
653,manchmal::ADV,іноді,onda-sonda
654,manchmal::ADV,інколи,onda-sonda
655,oft::ADV,часто,tez-tez
656,immer::ADV,завжди,har vaqt
657,niemals::ADV,ніколи,hargiz
658,hier::ADV,тут,shu erda
659,hierhin::ADV,сюди,beri
660,von hier::ADV,звідси,shu erdan
661,dort::ADV,там,ana
662,dorthin::ADV,туди,u yerga
663,geradeaus::ADV,прямо,to'g'ri
664,vorwärts::ADV,вперед,ilgari
665,rückwärts::ADV,назад,qoloq
666,zurück::ADV,назад,orqada
667,unten::ADV,внизу,pastda
668,hinab::ADV,вниз,tubanga
669,oben::ADV,вгорі,ustida
670,hinauf::ADV,вгору,yuqorida
671,überall::ADV,скрізь,har erda
672,nicht::ADV,не,ämas
673,ein wenig::ADV,трохи,biroz
674,ein wenig::ADV,небагато,biroz
675,kaum::ADV,ледве,arang
676,sehr::ADV,дуже,ancha
677,so::ADV,так,shunday
678,noch::ADV,ще,hali
679,nur::ADV,лише,yolg'iz
680,nur::ADV,тільки,yolg'iz
681,schon::ADV,вже,endi
682,wieder::ADV,знову,yana
683,vergebens::ADV,дарма,bekorga
684,vor::PRP,перед,burun
685,hinter::PRP,ззаду,ketida
686,hinter::PRP,позаду,ketida
687,unter::PRP,під,ostida
688,durch::PRP,крізь,bo'ylab
689,neben::PRP,біля,yonida
690,zwischen::PRP,між,orada
691,wegen::PRP,з-за,sababli
692,wegen::PRP,через,sababli
693,dies::PRN,це,o'sha
694,das::PRN,то,narigi
695,alles::PRN,все,har nima
696,ich::PRN,я,men
697,du::PRN,ти,sen
698,er::PRN,він,u
699,wir::PRN,ми,biz
700,ihr::PRN,ви,siz
701,sie::PRN,вони,ular
702,was::FPRN,що,nima
703,wer::FPRN,хто,kim
704,wo::FADV,де,qaerda
705,wohin::FADV,куди,qayerga
706,wie::FADV,як,qanday
707,warum::FADV,чому,nega
708,wieviel::FNUM,скільки,qancha
709,eins::NUM,один,bir
710,zwei::NUM,два,ikki
711,drei::NUM,три,uch
712,vier::NUM,чотири,to'rt
713,fünf::NUM,п’ять,besh
714,sechs::NUM,шість,olti
715,sieben::NUM,сім,etti
716,acht::NUM,вісім,sakkiz
717,neun::NUM,дев’ять,to'qqiz
718,zehn::NUM,десять,o'n
719,elf::NUM,одинадцять,o'n bir
720,zwölf::NUM,дванадцять,o'n ikki
721,zwanzig::NUM,двадцять,yigirma
722,dreißig::NUM,тридцять,o'ttiz
723,vierzig::NUM,сорок,qirq
724,fünfzig::NUM,п’ятдесят,ällik
725,sechzig::NUM,шістдесят,oltmish
726,siebzig::NUM,сімдесят,etmish
727,achtzig::NUM,вісімдесят,sakson
728,neunzig::NUM,дев’яносто,to'qson
729,hundert::NUM,сто,yuz
730,tausend::NUM,тисяча,ming
731,und::CNJ,і,va
732,oder::CNJ,або,yo
733,stehen::V,стояти,turmoq
734,sitzen::V,сидіти,o'tirmoq
735,liegen::V,лежати,yotmoq
736,hängen::V,висіти,osilmoq
737,werden::V,стати,bo'lmoq
738,werden::V,робитися,bo'lmoq
739,passieren::V,трапитися,bo'lib o'tmoq
740,beginnen::V,початися,boshlanmoq
741,enden::V,кінчитися,bitmoq
742,wechseln::V,мінятися,o'zgarmoq
743,aufgehen[Sonne]::V,зійти,chiqmoq
744,untergehen[Sonne]::V,зайти,botmoq
745,scheinen[Sonne]::V,світити,yaraqlamoq
746,donnern::V,гриміти,gulduramoq
747,wehen::V,віяти,elpimoq
748,strömen::V,литися,oqmoq
749,fließen::V,текти,oqmoq
750,sich drehen::V,обертатися,aylanmoq
751,schwanken::V,коливатися,qoqilmoq
752,schwingen::V,хитатися,lopillamoq
753,schwingen::V,гойдатися,lopillamoq
754,fallen::V,падати,tushmoq
755,brennen::V,горіти,yonmoq
756,rauchen::V,диміти,tutamoq
757,regnen::V,дощити,yomg'ir yog'moq
758,gefrieren::V,змерзнути,muzlamoq
759,tauen::V,танути,ärimoq
760,schmelzen::V,плавитися,ärimoq
761,trocknen::V,сохнути,qurimoq
762,sieden::V,кипіти,qaynamoq
763,faulen::V,гнити,chirimoq
764,verfaulen::V,згнити,chirimoq
765,reißen::V,рватися,qayt qilmoq
766,versinken::V,тонути,g'arq bo'lmoq
767,vergehen::V,проходити,o'tmoq
768,erscheinen::V,з’явитися,zuhur ätmoq
769,verschwinden::V,щезнути,yo'qolmoq
770,verschwinden::V,зникнути,yo'qolmoq
771,sinken::V,спадати,pasaymoq
772,abnehmen::V,поменшитися,kamaymoq
773,zunehmen::V,збільшуватися,urchimoq
774,steigen::V,підніматися,oshmoq
775,wachsen::V,рости,o'smoq
776,glänzen::V,блищати,porlamoq
777,funkeln::V,блискати,yalt ätmoq
778,lärmen::V,шуміти,taraq ätmoq
779,läuten::V,дзвонити,jiringlamoq
780,klingeln::V,дзвонити,jiringlamoq
781,klirren::V,дзвякати,sharaqlamoq
782,brausen::V,бушувати,vag'illamoq
783,rauschen::V,шелестіти,shitirlamoq
784,klingen::V,лунати,yangramoq
785,klingen::V,звучати,yangramoq
786,bellen::V,гавкати,hurmoq
787,heulen::V,вити,uvlamoq
788,blasen::V,дунути,puflamoq
789,pfeifen::V,свистіти,xushtak chalmoq 
790,schreien::V,кричати,qiyqirmoq
791,stöhnen::V,стогнати,nola qilmoq
792,zittern::V,тремтіти,titramoq
793,leben::V,жити,yashamoq
794,geboren werden::V,народитися,tug'ilmoq
795,atmen::V,дихати,nafas chiqarmoq
796,trinken::V,пити,ichmoq
797,essen::V,їсти,emoq
798,schlucken::V,ковтати,yutmoq
799,müde werden::V,втомитися,horimoq
800,einschlafen::V,заснути,uxlab qolmoq
801,schlafen::V,спати,uxlamoq
