,Concept_ID,kk,lt
106,See::N,көл,ežeras
107,Sumpf::N,саз,klampynė
108,Sumpf::N,саз,liūnas
109,Moor::N,саз,pelkė
110,Wiese::N,шалғын,pieva
111,Wald::N,орман,miškas
112,Hügel::N,төбе,kalva
113,Hügel::N,белес,kalva
114,Hügel::N,белес-белес,kalva
115,Anhöhe::N,дөң,kauburys
116,Anhöhe::N,адыр,kauburys
117,Anhöhe::N,қырат,kauburys
118,Berg::N,тау,kalnas
119,Gipfel::N,төбе,viršūnė
120,Höhle::N,үңгір,ola
121,Abhang::N,бауыр,šlaitas
122,Abhang::N,бауыр,nuokalnė
123,Quelle::N,қайнар,versmė
124,Quelle::N,қайнар,šaltinis
125,Bach::N,жылға,upelis
126,Fluss::N,өзен,upė
127,Ufer::N,жиек,krantas
128,Küste::N,жиегі,pajūris
129,Küste::N,жағалау,pajūris
130,Festland::N,құрылық,sausuma
131,Meer::N,теңіз,jūra
132,Bucht::N,шығанақ,įlanka
133,Bucht::N,шығанақ,užutekis
134,Insel::N,арал,sala
135,Blume::N,гүл,gėlė
136,Gras::N,от,žolė
137,Wurzel::N,түбір,šaknis
138,Baum::N,ағаш,medis
139,Baum::N,дарақ,medis
140,Stamm::N,сояу,kamienas
141,Stamm::N,оқпан,kamienas
142,Rinde::N,қабық,žievė
143,Ast::N,бұтақ,šaka
144,Zweig::N,шыбық,šakelė
145,Blatt::N,жапырақ,lapas
146,Birke::N,қайың,beržas
147,Kiefer[Baum]::N,қарағай,pušis
148,Weide[Baum]::N,тал,karklas
149,Tanne::N,шырша,eglė
150,Tanne::N,шырша,kėnis
151,Horn::N,мүйіз,ragas
152,Feder::N,қаламұш,plunksna
153,Fell::N,тері,kailis
154,Flügel::N,қанат,sparnas
155,Klaue::N,тырнақ,kanopa
156,Kralle::N,аяқ,nagas
157,Schwanz::N,құйрық,uodega
158,Ei::N,жұмыртқа,kiaušinis
159,Nest::N,ұя,gūžta
160,Nest::N,ұя,lizdas
161,Bau::N,жатақ,ola
162,Tier::N,айуан,gyvūnas
163,Tier::N,жануар,gyvūnas
164,Herde::N,пада,banda
165,Herde::N,пада,kaimenė
166,Kuh::N,сиыр,karvė
167,Bulle::N,өгіз,bulius
168,Pferd::N,жылқы,arklys
169,Schaf::N,қой,avis
170,Schwein::N,шошқа,kiaulė
171,Hund::N,ит,šuo
172,Katze::N,мысық,katė
173,Bär::N,аю,lokys
174,Eichhörnchen::N,тиін,voveraitė
175,Elch::N,бұғы,briedis
176,Fuchs::N,түлкі,lapė
177,Hase::N,қоян,kiškas
178,Maus::N,қаптесер,pelė
179,Wolf::N,бөрі,vilkas
180,Wolf::N,қасқыр,vilkas
181,Vogel::N,құс,paukštis
182,Schwarm::N,топ,spiečius
183,Schwarm::N,үйір,spiečius
184,Huhn::N,тауық,višta
185,Huhn::N,мекиен,višta
186,Hahn::N,әтеш,gaidys
187,Hahn::N,қораз,gaidys
188,Gans::N,қаз,žąsis
189,Adler::N,бүркіт,erelis
190,Ente::N,үйрек,antis
191,Eule::N,жапалақ,pelėda
192,Kranich::N,тырна,gervė
193,Krähe::N,қарға,varna
194,Kuckuck::N,көкек,gegužė
195,Schwan::N,аққу,gulbė
196,Fisch::N,балық,žuvis
197,Barsch::N,алабұға,ešerys
198,Hecht::N,шортан,lydeka
199,Schlange[Tier]::N,жылан,gyvatė
200,Wurm::N,шұбалшаң,kirmėlė
201,Spinne::N,өрмекші,voras
202,Ameise::N,қүмырска,skruzdė
203,Laus::N,бит,utėlė
204,Mücke::N,маса,uodas
205,Fliege::N,шыбын,musė
206,Schmetterling::N,көбелек,drugys
207,Schmetterling::N,көбелек,peteliškė
208,Beere::N,жидек,uoga
209,Apfel::N,алма,obuolys
210,Pilz::N,қозықұйрық,grybas
211,Pilz::N,саңыраукулақ,grybas
212,Zwiebel::N,жуа,svogūnas
213,Saat::N,тұқым,sėkla
214,Korn::N,дән,grūdai
215,Heu::N,шөп,šienas
216,Schale::N,қабық,žievelė
217,Schale::N,қабығы,žievelė
218,Grube::N,ор,duobė
219,Falle::N,дұзақ,pinklės
220,Falle::N,дұзақ,žabangai
221,Falle::N,қақпан,pinklės
222,Falle::N,қақпан,žabangai
223,Schlinge::N,ілмек,kilpa
224,Spur::N,із,vėžė
225,Spur::N,із,pėdos
226,Spur::N,із,pėdsakas
227,Asche::N,күл,pelenai
228,Dreck::N,былғаныш,purvas
229,Eisen::N,темір,geležis
230,Gold::N,алтын,auksas
231,Silber::N,күміс,sidabras
232,Kohle::N,көмір,anglis
233,Glas::N,шыны,stiklas
234,Lehm::N,балшық,molis
235,Sand::N,құм,smėlis
236,Mensch::N,адам,žmogus
237,Mann::N,еркек,vyras
238,Mann::N,еркек,vyriškis
239,Mann::N,ер адам,vyras
240,Mann::N,ер адам,vyriškis
241,Frau::N,бике,moteris
242,Frau::N,қатын,moteris
243,Kind::N,бала,vaikas
244,Kind::N,перзент,vaikas
245,Junge::N,бала,vaikinas
246,Junge::N,бала,berniukas
247,Junge::N,ер бала,vaikinas
248,Junge::N,ер бала,berniukas
249,Mädchen::N,қыз,mergytė
250,Mädchen::N,қыз,mergaitė
251,Familie::N,жанұя,šeima
252,Großvater::N,ата,senelis
253,Großmutter::N,әже,senelė
254,Großmutter::N,әжей,senelė
255,Eltern::N,ата-аналар,tėvai
256,Vater::N,әке,tėvas
257,Mutter::N,ана,motina
258,Sohn::N,ұл,sūnus
259,Tochter::N,қызым,duktė
260,Bruder::N,бауырым,brolis
261,Schwester::N,әпке,sesuo
262,Onkel::N,көке,dėdė
263,Tante::N,тәте,teta
264,Ehemann::N,ер,vyras
265,Ehefrau::N,зайып,žmona
266,Freude::N,қуаныш,džiaugsmas
267,Freude::N,сүйініш,džiaugsmas
268,Freude::N,шат-думан,džiaugsmas
269,Freude::N,қуаныштылық,džiaugsmas
270,Gelächter::N,күлу,juokas
271,Glück::N,бақыт,laimė
272,Glück::N,бақыттылық,laimė
273,Kummer::N,аза,vargas
274,Kummer::N,аза,rūpestis
275,Kummer::N,қайғы,vargas
276,Kummer::N,қайғы,rūpestis
277,Kummer::N,қасырет,vargas
278,Kummer::N,қасырет,rūpestis
279,Wunsch::N,мүдде,troškimas
280,Wunsch::N,мүдде,pageidavimas
281,Lust::N,тәбет,noras
282,Lust::N,тәбет,geidulys
283,Lust::N,ынтызар,noras
284,Lust::N,ынтызар,geidulys
285,Lust::N,құштарлық,noras
286,Lust::N,құштарлық,geidulys
287,Geist::N,рух,dvasia
288,Gedanke::N,ой,mintis
289,Gedächtnis::N,ес,atmintis
290,Gedächtnis::N,жады,atmintis
291,Gedächtnis::N,ақыл-ес,atmintis
292,Verstand::N,ақыл,protas
293,Verstand::N,парасат,protas
294,Sinn::N,мән,prasmė
295,Sinn::N,маныз,prasmė
296,Sinn::N,мағына,prasmė
297,Sinn::N,мән-мағына,prasmė
298,Grund::N,себеп,priežastis
299,Wahrheit::N,рас,tiesa
300,Wahrheit::N,рас,teisybė
301,Gespräch::N,әңгіме,pokalbis
302,Märchen::N,ертеп,pasaka
303,Märchen::N,ертек,pasaka
304,Erzählung::N,әңгіме,apsakymas
305,Erzählung::N,әңгіме,pasakojimas
306,Nachricht::N,хабар,žinia
307,Neuigkeit::N,жаңалық,naujiena
308,Name::N,ат,vardas
309,Name::N,атау,vardas
310,Rätsel::N,жұмбақ,mįslė
311,Rede::N,сөз,kalba
312,Sprache::N,тіл,kalba
313,Stimme::N,үн,balsas
314,Stimme::N,әуен,balsas
315,Stimme::N,дауыс,balsas
316,Wort::N,сөз,žodis
317,Zeichen::N,ишара,žymė
318,Zeichen::N,ишара,ženklas
319,Ruf::N,айғай,šauksmas
320,Lärm::N,айғай-шу,triukšmas
321,Lärm::N,айғай-ұйғай,triukšmas
322,Laut::N,дыбыс,garsas
323,Laut::N,дауыс,garsas
324,Ton::N,әуен,tonas
325,Ton::N,әуен,garsas
326,Lied::N,ән,daina
327,Lied::N,ән,giesmė
328,Lied::N,жыр,daina
329,Lied::N,жыр,giesmė
330,Lied::N,ән-жыр,daina
331,Lied::N,ән-жыр,giesmė
332,Ruhe::N,тыныштық,ramybė
333,Ruhe::N,тыныштық,ramumas
334,Leute::N,кісілер,žmonės
335,Volk::N,халық,tauta
336,Arbeit::N,еңбек,darbas
337,Arbeit::N,еңбек,triūsas
338,Gast::N,қонақ,svečias
339,Gast::N,мейман,svečias
340,Geschenk::N,қадия,dovana
341,Spiel::N,ойын,žaismas
342,Spiel::N,ойын,žaidimas
343,Gesellschaft::N,қауым,draugija
344,Gesellschaft::N,қауым,kompanija
345,Gesellschaft::N,жұртшылық,draugija
346,Gesellschaft::N,жұртшылық,kompanija
347,Hilfe::N,жэрдем,pagalba
348,Freund::N,дос,draugas
349,Freund::N,дос,bičiulis
350,Kamerad::N,дос-жар,draugas
351,Angelegenheit::N,жұмыс,dalykas
352,Angelegenheit::N,жұмыс,reikalas
353,Anzahl::N,сан,kiekis
354,Anzahl::N,сан,skaičius
355,Anzahl::N,саны,kiekis
356,Anzahl::N,саны,skaičius
357,Art::N,түр,rūšis
358,Stück::N,тілім,gabalas
359,Teil::N,үлес,dalis
360,Teil::N,бөлшек,dalis
361,Hälfte::N,жарты,pusė
362,Kreis::N,шеңбер,ratas
363,Kreis::N,шеңбер,apskritis
364,Kreis::N,шеңбер,apskritimas
365,Kreuz::N,крест,kryžius
366,Linie::N,сызық,linija
367,Strich::N,сызық,brėžis
368,Strich::N,сызық,brūkšnys
369,Abstand::N,ара,atstumas
370,Abstand::N,аралық,atstumas
371,Entfernung::N,аралық,atstumas
372,Gegend::N,өңір,vietovė
373,Platz::N,орны,vieta
374,Ort::N,орын,vieta
375,Ort::N,орын,vietovė
376,Seite::N,жақ,pusė
377,Seite::N,жақ,šonas
378,Seite::N,бүйір,pusė
379,Seite::N,бүйір,šonas
380,Mitte::N,ортасы,vidurys
381,Gegenstand::N,зат,dalykas
382,Gegenstand::N,нәрсе,dalykas
383,Sache::N,бұйым,daiktas
384,Rand::N,шет,kraštas
385,Rand::N,шет,pakraštys
386,Rand::N,шеті,kraštas
387,Rand::N,шеті,pakraštys
388,Kante::N,қыр,kraštas
389,Kante::N,қыры,kraštas
390,Ecke::N,қыры,kertė
391,Ecke::N,қыры,kampas
392,Ecke::N,бұрыш,kertė
393,Ecke::N,бұрыш,kampas
394,Spitze::N,ұшы,priekis
395,Spitze::N,ұшы,priešakys
396,Ende::N,аяқ,galas
397,Ende::N,соңы,galas
398,Loch::N,тесік,skylė
399,Winkel::N,мүйіс,kampas
400,Winkel::N,мүйіс,kampelis
401,Muster::N,мәнер,raštas
402,Größe::N,ауқым,dydis
403,Größe::N,ауқым,didumas
404,Größe::N,көлемдік,dydis
405,Größe::N,көлемдік,didumas
406,Länge::N,бой,ilgis
407,Länge::N,бой,ilgumas
408,Länge::N,ұзындық,ilgis
409,Länge::N,ұзындық,ilgumas
410,Höhe::N,жоғарылық,aukštis
411,Höhe::N,жоғарылық,aukštuma
412,Höhe::N,биіктік,aukštis
413,Höhe::N,биіктік,aukštuma
414,Gewicht::N,салмақ,svoris
415,Gewicht::N,салмақ,svarstis
416,Menge::N,мөлшер,kiekis
417,Menge::N,мөлшер,daugybė
418,Haufen::N,үйме,krūva
419,Haufen::N,үйме,šūsnis
420,Haufen::N,үйінді,krūva
421,Haufen::N,үйінді,šūsnis
422,Reihe::N,сап,greta
423,Boot::N,қайық,valtis
424,Boot::N,қайық,laivelis
425,Ruder::N,ескек,irklas
426,Schlitten::N,шана,rogės
427,Schlitten::N,шана,rogutės
428,Ski::N,шаңғы,slidė
429,Lagerfeuer::N,алау,laužas
430,Last::N,ауырлық,našta
431,Last::N,ауырлық,nešulys
432,Last::N,ауыр зат,našta
433,Last::N,ауыр зат,nešulys
434,Gang::N,жүріс,eisena
435,Schritt::N,адым,žingsnis
436,Norden::N,солтүстік,šiaurė
437,Norden::N,солтүстік,žiemiai
438,Norden::N,терістік,šiaurė
439,Norden::N,терістік,žiemiai
440,Süden::N,оңтүстік,pietūs
441,Westen::N,батыс,vakarai
442,Osten::N,күншығыс,rytai
443,Holz::N,ағаш,mediena
444,Holz::N,сүрек,mediena
445,Brett::N,тақта,lenta
446,Platte::N,тақта,plokštė
447,Stütze::N,тіреу,atrama
448,Stütze::N,тіреу,atspara
449,Stange::N,қада,lazda
450,Stange::N,қада,kartis
451,Stock::N,сойыл,lazda
452,Stab::N,сырық,kartis
453,Rohr::N,құбыр,vamzdis
454,Haus::N,үй,namas
455,Heim::N,үйлі,namai
456,Heim::N,шаңырақ,namai
457,Ofen::N,ошақ,krosnis
458,Ofen::N,пеш,krosnis
459,Fußboden::N,еден,grindys
460,Tisch::N,үстел,stalas
461,Stuhl::N,орындық,kėdė
462,Wiege::N,бесік,lopšys
463,Bett::N,кереует,lova
464,Bett::N,кереует,patalai
465,Regal::N,сөре,lentyna
466,Kiste::N,жәшік,dėžė
467,Fenster::N,терезе,langas
468,Tür::N,есік,durys
469,Tor::N,дарбаза,vartai
470,Zaun::N,дуал,tvora
471,Dach::N,шатыр,stogas
472,Leiter::N,саты,kopėčios
473,Leiter::N,басқыш,kopėčios
474,Besen::N,сыпырғыш,šluota
475,Spaten::N,күрек,lopeta
476,Spaten::N,күрек,kastuvas
477,Schaufel::N,қалақ,semtuvas
478,Gabel::N,аша,šakutė
479,Gabel::N,шанышқы,šakutė
480,Löffel::N,қасық,šaukštas
481,Messer::N,пышақ,peilis
482,Nagel::N,мық,vinis
483,Nagel::N,шеге,vinis
484,Netz::N,керегекөз,tinklas
485,Haken::N,ілмек,vagis
486,Haken::N,ілмек,kablys
487,Griff::N,сап,kotas
488,Griff::N,сап,rankena
489,Griff::N,тұтқа,kotas
490,Griff::N,тұтқа,rankena
491,Schloss::N,құлып,spyna
492,Schloss::N,құлып,užraktas
493,Schloss::N,бекіткіш,spyna
494,Schloss::N,бекіткіш,užraktas
495,Bild::N,сурет,paveikslas
496,Figur::N,тұлға,figūra
497,Puppe::N,қуыршақ,lėlė
498,Beutel::N,қапшық,krepšys
499,Beutel::N,қапшық,maišelis
500,Bündel::N,байлам,ryšulys
501,Tasche::N,дорба,krepšelis
502,Eimer::N,шелек,kibiras
503,Deckel::N,жапқыш,dangtis
504,Geschirr::N,ыдыс,indai
505,Sack::N,қап,maišas
506,Tasse::N,шыныаяқ,puodukas
507,Topf::N,кәстрөл,puodas
508,Kessel::N,қазан,katilas
509,Essen::N,ас,valgis
510,Nahrung::N,ас,penas
511,Nahrung::N,ас,maistas
512,Nahrung::N,тамақ,penas
513,Nahrung::N,тамақ,maistas
514,Speise::N,тағам,patiekalas
515,Fleisch::N,ет,mėsa
516,Getreide::N,дәнді,javai
517,Brei::N,ботқа,košė
518,Brot::N,күлше,duona
519,Scheibe::N,тілім,riekė
520,Fett::N,май,taukai
521,Fett::N,май,riebalai
522,Butter::N,май,sviestas
523,Öl::N,май,aliejus
524,Salz::N,тұз,druska
525,Suppe::N,көже,sriuba
526,Honig::N,бал,medus
527,Milch::N,сүт,pienas
528,Tee::N,шай,arbata
529,Leder::N,көн,oda
530,Wolle::N,жүн,vilna
531,Stoff::N,мата,audeklas
532,Stoff::N,кездеме,audeklas
533,Nadel::N,ине,adata
534,Faden::N,жіп,gija
535,Faden::N,жіп,siūlas
536,Knopf::N,түйме,saga
537,Knoten::N,түйін,mazgas
538,Farbe::N,рең,dažai
539,Kleidung::N,киім,rūbai
540,Kleidung::N,киім,drabužiai
541,Hemd::N,жейде,marškiniai
542,Kragen::N,жаға,apykaklė
543,Ärmel::N,жең,rankovė
544,Hose::N,шалбар,kelnės
545,Gürtel::N,белбеу,juosta
546,Gürtel::N,белбеу,diržas
547,Mütze::N,қалпақ,kepurė
548,Schuh::N,кебіс,batas
549,Stiefel::N,етік,auliniai batai
550,Ring::N,жүзік,žiedas
551,Band::N,таспа,kaspinas
552,Kamm::N,тарақ,šukos
553,Spiegel::N,айна,veidrodis
554,Riemen::N,қайыс,diržas
555,Schnur::N,жіп,virvė
556,Leine::N,тізгін,pavadėlis
557,Decke::N,көрпе,antklodė
558,Kissen::N,жастық,pagalvė
559,Kissen::N,жастық,priegalvis
560,Tuch::N,орамал,skarelė
561,Handtuch::N,сүлгі,rankšluostis
562,Kraft::N,қуат,jėga
563,Kraft::N,қарқын,jėga
564,Kraft::N,әл-шама,jėga
565,Kraft::N,әл-дәрмен,jėga
566,Stärke::N,әл,stiprumas
567,Stärke::N,күш,stiprumas
568,Gesundheit::N,денсаулык,sveikata
569,Krankheit::N,ауру,liga
570,Schmerz::N,ауру,skausmas
571,Wunde::N,зақым,žaizda
572,Wunde::N,жарақат,žaizda
573,Fieber::N,безгек,karštis
574,Fieber::N,қалтырау,karštis
575,Fieber::N,қызу көтерілуі,karštis
576,Arznei::N,дәрі,vaistas
577,Arznei::N,дәрі-дәрмек,vaistas
578,Brücke::N,көпір,tiltas
579,Brunnen::N,құдық,šulinys
580,Weide::N,өріс,ganykla
581,Weide::N,өріс,gluosnis
582,Weide::N,жайылым,ganykla
583,Weide::N,жайылым,gluosnis
584,Pfad::N,жол,takas
585,Weg::N,жол,kelias
586,Straße::N,жол,gatvė
587,Dorf::N,ауыл,kaimas
588,Dorf::N,ауыл,sodžius
589,Stadt::N,қала,miestas
590,Stadt::N,шаһар,miestas
591,Brief::N,хат,laiškas
592,Brief::N,жазу,laiškas
593,Buch::N,кітап,knyga
594,Buchstabe::N,әріп,raidė
595,Buchstabe::N,қаріп,raidė
596,Zeitung::N,газет,laikraštis
597,Leben::N,өмір,gyvybė
598,Leben::N,өмір,gyvenimas
599,Leben::N,тіршілік,gyvybė
600,Leben::N,тіршілік,gyvenimas
601,Tod::N,опат,mirtis
602,Grab::N,мола,kapas
603,Grab::N,мазар,kapas
604,Kirche::N,шіркеу,bažnyčia
605,Sünde::N,күнә,nuodėmė
606,Sünde::N,күнә,nusidėjimas
607,Gott::N,алла,dievas
608,Gott::N,құдай,dievas
609,Gott::N,тәңірі,dievas
610,Gott::N,пәруардігер,dievas
611,Gott::N,жаратқан тәңірі,dievas
612,Arbeiter::N,жүмысшы,darbininkas
613,Chef::N,басшы,šefas
614,Chef::N,басшы,vadovas
615,Chef::N,басшы,viršininkas
616,Chef::N,жұмыс басқарушысы,šefas
617,Chef::N,жұмыс басқарушысы,vadovas
618,Chef::N,жұмыс басқарушысы,viršininkas
619,Meister::N,шебер,meistras
620,Meister::N,өнерпаз,meistras
621,Arzt::N,дәрігер,gydytojas
622,Lehrer::N,мұғалім,mokytojas
623,Geld::N,пұл,pinigai
624,Geschäft::N,бизнес,biznis
625,Laden::N,дүкен,krautuvė
626,Laden::N,дүкен,parduotuvė
627,Preis::N,ақы,kaina
628,Preis::N,құны,kaina
629,Preis::N,нарық,kaina
630,Ware::N,тауар,prekė
631,Nutzen::N,пайда,nauda
632,Nutzen::N,пайда,pelnas
633,Reichtum::N,бақ-дәулет,turtas
634,Welt::N,әлем,pasaulis
635,Welt::N,жиһан,pasaulis
636,Land::N,аймақ,žemė
637,Land::N,аймақ,šalis
638,Staat::N,мемлекет,valstija
639,König::N,патша,karalius
640,Macht::N,өкімет,galia
641,Macht::N,өкімет,valdžia
642,Macht::N,қожалық,galia
643,Macht::N,қожалық,valdžia
644,Grenze::N,шек,riba
645,Grenze::N,шек,siena
646,Krieg::N,соғыс,karas
647,Feind::N,жау,priešas
648,Feind::N,дұшпан,priešas
649,Gewalt::N,зорлык,jėga
650,Gewalt::N,зорлык,smurtas
651,Gewalt::N,зорлык,prievarta
652,Gewalt::N,зорлық-зомбылык,jėga
653,Gewalt::N,зорлық-зомбылык,smurtas
654,Gewalt::N,зорлық-зомбылык,prievarta
655,Kampf::N,күрес,kova
656,Kampf::N,алыспақ,kova
657,Bogen[Waffe]::N,саржа,lankas
658,Pfeil::N,жебе,strėlė
659,Gewehr::N,қару,šautuvas
660,Fehler::N,әбес,klaida
661,Fehler::N,қаталық,klaida
662,Lüge::N,өтірік,melas
663,Schaden::N,зиян,nuostolis
664,Schaden::N,зиян,apgadinimas
665,Schaden::N,зарар,nuostolis
666,Schaden::N,зарар,apgadinimas
667,Unglück::N,пәле,nelaimė
668,Unglück::N,қасырет,nelaimė
669,Unglück::N,ауыртпалық,nelaimė
670,Schuld::N,айыптылық,kaltė
671,Alter::N,жас,amžius
672,Alter::N,жас шамасы,amžius
673,Schluss::N,ада,pabaiga
674,Schluss::N,бітуі,pabaiga
675,Zeit::N,уақыт,laikas
676,Tag::N,күн,diena
677,Morgen::N,таң,rytas
678,Morgen::N,таңертең,rytas
679,Mittag::N,талтүс,vidurdienis
680,Abend::N,кеш,vakaras
681,Nacht::N,түн,naktis
682,Woche::N,апта,savaitė
683,Monat::N,ай,mėnuo
684,Jahr::N,жыл,metai
685,Frühling::N,көктем,pavasaris
686,Sommer::N,жаз,vasara
687,Herbst::N,күз,ruduo
688,Winter::N,қыс,žiema
689,Januar::N,каңтар,sausis
690,Februar::N,ақпан,vasaris
691,März::N,наурыз,kovas
692,April::N,сәуір,balandis
693,Mai::N,мамыр,gegužė
694,Juni::N,маусым,birželis
695,Juli::N,шілде,liepa
696,August::N,сүмбіле,rugpjūtis
697,August::N,тамыз,rugpjūtis
698,September::N,қыркүйек,rugsėjis
699,Oktober::N,ақырап,spalis
700,November::N,қараша,lapkritis
701,Dezember::N,желтоқсан,gruodis
702,Montag::N,дүйсенбі,pirmadienis
703,Dienstag::N,сейсенбі,antradienis
704,Mittwoch::N,сәрсенбі,trečiadienis
705,Donnerstag::N,бейсенбі,ketvirtadienis
706,Freitag::N,жұма,penktadienis
707,Samstag::N,сенбі,šeštadienis
708,Sonntag::N,жексембі,sekmadienis
709,groß::A,алпамсадай,didis
710,groß::A,алпамсадай,didelis
711,klein::A,кішкене,mažas
712,klein::A,қарғадай,mažas
713,lang::A,сопақ,ilgas
714,lang::A,сорайған,ilgas
715,kurz::A,кеспелтек,trumpas
716,breit::A,айдынды,platus
717,schmal::A,қысық,smulkus
718,dicht::A,жиі,tankus
719,dick[Gegenstand]::A,шомбал,storas
720,dünn::A,жұқа,plonas
721,dünn::A,жіңішке,plonas
722,fein::A,қаңылтақ,smulkus
723,fest::A,берік,kietas
724,fest::A,берік,tvirtas
725,fest::A,мызғымас,kietas
726,fest::A,мызғымас,tvirtas
727,flach::A,жалпак,lėkštas
728,flach::A,жалпак,plokščias
729,glatt::A,типыл,slidus
730,hart::A,қатты,kietas
731,weich::A,жұмсақ,minkštas
732,rund::A,домалақ,apvalus
733,rund::A,домалақ,apskritas
734,spitz::A,үшкір,aštrus
735,spitz::A,үшкір,smailus
736,scharf::A,сүйрік,aštrus
737,stumpf::A,доғал,bukas
738,stumpf::A,доғал,atšipęs
739,stumpf::A,өтпейтін,bukas
740,stumpf::A,өтпейтін,atšipęs
741,schwer::A,салмақты,sunkus
742,schön::A,сұлу,gražus
743,heiß::A,ыссы,karštas
744,warm::A,жылы,šiltas
745,kalt::A,аязды,šaltas
746,kühl::A,салқын,vėsus
747,kühl::A,салқын,bejausmis
748,frisch::A,таза,šviežias
749,frisch::A,жаңа,šviežias
750,feucht::A,нам,drėgnas
751,feucht::A,дымқылды,drėgnas
752,nass::A,сулы,šlapias
753,trocken::A,құрғақ,sausas
754,voll::A,толы,pilnas
755,leer::A,бос,tuščias
756,offen::A,ашып қойылған,atviras
757,geschlossen::A,жабулы,uždaras
758,geschlossen::A,жабулы,uždarytas
759,sauber::A,дақсыз,švarus
760,sauber::A,мұнтаздай,švarus
761,schmutzig::A,айғыз,nešvarus
762,schmutzig::A,айғыз,purvinas
763,schmutzig::A,сатпақ,nešvarus
764,schmutzig::A,сатпақ,purvinas
765,schmutzig::A,сатал-сатал,nešvarus
766,schmutzig::A,сатал-сатал,purvinas
767,roh::A,шикі,žalias
768,reif::A,піскен,prinokęs
769,reif::A,піскен,pribrendęs
770,lecker::A,дәмді,gardus
