,Concept_ID,ro,nl
129,Bach::N,gârlă,beek
130,Fluss::N,râu,stroom
131,Fluss::N,fluviu,stroom
132,Ufer::N,mal,wal
133,Ufer::N,mal,oever
134,Ufer::N,țărm,wal
135,Ufer::N,țărm,oever
136,Küste::N,coastă,kust
137,Festland::N,uscat,vasteland
138,Meer::N,mare,zee
139,Bucht::N,golf,baai
140,Bucht::N,golf,inham
141,Insel::N,insulă,eiland
142,Blume::N,floare,bloem
143,Gras::N,iarbă,gras
144,Wurzel::N,rădăcină,wortel
145,Baum::N,copac,boom
146,Baum::N,arbore,boom
147,Stamm::N,tulpină,stam
148,Rinde::N,scoarță,schors
149,Ast::N,cracă,tak
150,Ast::N,creangă,tak
151,Zweig::N,ramură,twijg
152,Zweig::N,creangă,twijg
153,Blatt::N,frunză,blad
154,Birke::N,mesteacăn,berk
155,Kiefer[Baum]::N,pin,den
156,Weide[Baum]::N,salcie,wilg
157,Weide[Baum]::N,răchită,wilg
158,Tanne::N,brad,spar
159,Horn::N,corn,hoorn
160,Feder::N,pană,veer
161,Feder::N,pană,pluim
162,Fell::N,piele,vel
163,Flügel::N,aripă,vleugel
164,Klaue::N,gheară,klauw
165,Kralle::N,labă,klauw
166,Kralle::N,gheară,klauw
167,Schwanz::N,coadă,staart
168,Ei::N,ou,ei
169,Nest::N,cuib,nest
170,Bau::N,bârlog,hol
171,Bau::N,vizuină,hol
172,Tier::N,animal,dier
173,Herde::N,turmă,kudde
174,Herde::N,cireadă,kudde
175,Kuh::N,vacă,koe
176,Bulle::N,taur,stier
177,Pferd::N,cal,paard
178,Schaf::N,oaie,schaap
179,Schwein::N,porc,varken
180,Hund::N,câine,hond
181,Katze::N,pisică,kat
182,Bär::N,urs,beer
183,Eichhörnchen::N,veveriță,eekhoorntje
184,Elch::N,elan,eland
185,Fuchs::N,vulpe,vos
186,Hase::N,iepure,haas
187,Maus::N,șoarece,muis
188,Wolf::N,lup,wolf
189,Vogel::N,pasăre,vogel
190,Schwarm::N,cârd,zwerm
191,Huhn::N,găină,kip
192,Huhn::N,găină,hoen
193,Hahn::N,cocoș,haan
194,Gans::N,gâscă,gans
195,Adler::N,vultur,arend
196,Ente::N,rață,eend
197,Eule::N,bufniță,uil
198,Kranich::N,cocor,kraanvogel
199,Krähe::N,cioară,kraai
200,Kuckuck::N,cuc,koekoek
201,Schwan::N,lebădă,zwaan
202,Fisch::N,pește,vis
203,Barsch::N,biban,baars
204,Hecht::N,știucă,snoek
205,Schlange[Tier]::N,șarpe,slang
206,Wurm::N,vierme,worm
207,Spinne::N,păianjen,spin
208,Ameise::N,furnică,mier
209,Laus::N,păduche,luis
210,Mücke::N,țânțar,mug
211,Fliege::N,muscă,vlieg
212,Schmetterling::N,fluture,vlinder
213,Beere::N,boabă,bes
214,Apfel::N,măr,appel
215,Pilz::N,burete,paddestoel
216,Pilz::N,ciupercă,paddestoel
217,Zwiebel::N,ceapă,ui
218,Saat::N,semănătură,zaad
219,Korn::N,grâu,graan
220,Korn::N,grâu,korrel
221,Heu::N,fân,hooi
222,Schale::N,coajă,schil
223,Grube::N,groapă,kuil
224,Falle::N,cursă,val
225,Falle::N,capcană,val
226,Schlinge::N,laț,strop
227,Spur::N,dâră,spoor
228,Asche::N,cenușă,as
229,Dreck::N,noroi,drek
230,Dreck::N,murdărie,drek
231,Eisen::N,fier,ijzer
232,Gold::N,aur,goud
233,Silber::N,argint,zilver
234,Kohle::N,cărbune,kool
235,Glas::N,sticlă,glas
236,Lehm::N,lut,klei
237,Lehm::N,humă,klei
238,Sand::N,nisip,zand
239,Mensch::N,om,mens
240,Mensch::N,persoană,mens
241,Mann::N,om,man
242,Mann::N,bărbat,man
243,Frau::N,femeie,vrouw
244,Kind::N,copil,kind
245,Junge::N,băiat,jongen
246,Junge::N,flăcău,jongen
247,Mädchen::N,fată,meisje
248,Familie::N,familie,gezin
249,Familie::N,familie,familie
250,Großvater::N,bunic,grootvader
251,Großvater::N,tată mare,grootvader
252,Großmutter::N,bunică,grootmoeder
253,Großmutter::N,mamă mare,grootmoeder
254,Eltern::N,părinți,ouders
255,Vater::N,tată,vader
256,Vater::N,părinte,vader
257,Mutter::N,mamă,moeder
258,Sohn::N,fiu,zoon
259,Sohn::N,fecior,zoon
260,Tochter::N,fiică,dochter
261,Bruder::N,frate,broer
262,Bruder::N,frate,broeder
263,Schwester::N,soră,zus
264,Schwester::N,soră,zuster
265,Onkel::N,unchi,oom
266,Tante::N,mătușă,tante
267,Ehemann::N,soț,echtgenoot
268,Ehemann::N,bărbat,echtgenoot
269,Ehefrau::N,soție,echtgenote
270,Freude::N,bucurie,vreugde
271,Gelächter::N,râset,gelach
272,Glück::N,fericire,geluk
273,Kummer::N,mâhnire,verdriet
274,Wunsch::N,dorință,wens
275,Wunsch::N,dorință,verlangen
276,Wunsch::N,deziderat,wens
277,Wunsch::N,deziderat,verlangen
278,Lust::N,poftă,zin
279,Lust::N,poftă,lust
280,Lust::N,înclinare,zin
281,Lust::N,înclinare,lust
282,Geist::N,duh,geest
283,Geist::N,minte,geest
284,Geist::N,suflet,geest
285,Gedanke::N,gând,gedachte
286,Gedanke::N,cuget,gedachte
287,Gedächtnis::N,memorie,geheugen
288,Verstand::N,minte,verstand
289,Verstand::N,intelect,verstand
290,Sinn::N,sens,betekenis
291,Sinn::N,înțeles,betekenis
292,Grund::N,cauză,reden
293,Grund::N,pricină,reden
294,Wahrheit::N,adevăr,waarheid
295,Gespräch::N,convorbire,gesprek
296,Gespräch::N,conversație,gesprek
297,Märchen::N,basm,sprookje
298,Märchen::N,poveste,sprookje
299,Erzählung::N,poveste,verhaal
300,Nachricht::N,veste,tijding
301,Neuigkeit::N,noutate,nieuws
302,Neuigkeit::N,noutate,nieuwtje
303,Neuigkeit::N,actualitate,nieuws
304,Neuigkeit::N,actualitate,nieuwtje
305,Name::N,nume,naam
306,Rätsel::N,ghicitoare,raadsel
307,Rede::N,discurs,rede
308,Sprache::N,limbă,taal
309,Sprache::N,limbaj,taal
310,Stimme::N,glas,stem
311,Wort::N,cuvânt,woord
312,Zeichen::N,semn,teken
313,Zeichen::N,semnal,teken
314,Ruf::N,chemare,roep
315,Lärm::N,zgomot,lawaai
316,Lärm::N,tărăboi,lawaai
317,Laut::N,sunet,klank
318,Laut::N,sunet,geluid
319,Ton::N,ton,toon
320,Ton::N,ton,klank
321,Lied::N,cântec,lied
322,Ruhe::N,odihnă,rust
323,Ruhe::N,odihnă,stilte
324,Ruhe::N,liniște,rust
325,Ruhe::N,liniște,stilte
326,Leute::N,lume,lui
327,Leute::N,lume,mensen
328,Leute::N,oameni,lui
329,Leute::N,oameni,mensen
330,Volk::N,popor,volk
331,Volk::N,națiune,volk
332,Arbeit::N,lucru,werk
333,Arbeit::N,lucru,arbeid
334,Gast::N,musafir,gast
335,Geschenk::N,dar,cadeau
336,Geschenk::N,dar,geschenk
337,Geschenk::N,cadou,cadeau
338,Geschenk::N,cadou,geschenk
339,Spiel::N,joc,spel
340,Gesellschaft::N,societate,gezelschap
341,Hilfe::N,ajutor,hulp
342,Freund::N,amic,vriend
343,Freund::N,prieten,vriend
344,Kamerad::N,tovarăș,maat
345,Kamerad::N,tovarăș,metgezel
346,Angelegenheit::N,afacere,zaak
347,Angelegenheit::N,afacere,aangelegenheid
348,Anzahl::N,număr,tal
349,Anzahl::N,număr,aantal
350,Anzahl::N,cantitate,tal
351,Anzahl::N,cantitate,aantal
352,Art::N,fel,slag
353,Art::N,fel,soort
354,Art::N,specie,slag
355,Art::N,specie,soort
356,Stück::N,bucată,stuk
357,Teil::N,parte,deel
358,Teil::N,porție,deel
359,Hälfte::N,jumătate,helft
360,Kreis::N,cerc,kring
361,Kreis::N,cerc,cirkel
362,Kreuz::N,cruce,kruis
363,Linie::N,linie,lijn
364,Strich::N,linie,haal
365,Strich::N,linie,streep
366,Strich::N,trăsătură,haal
367,Strich::N,trăsătură,streep
368,Abstand::N,distanță,afstand
369,Abstand::N,depărtare,afstand
370,Entfernung::N,distanță,afstand
371,Entfernung::N,depărtare,afstand
372,Gegend::N,regiune,streek
373,Platz::N,loc,ruimte
374,Ort::N,loc,oord
375,Ort::N,loc,plaats
376,Seite::N,latură,zij
377,Seite::N,latură,kant
378,Seite::N,latură,zijde
379,Mitte::N,centru,midden
380,Gegenstand::N,obiect,voorwerp
381,Sache::N,lucru,zaak
382,Sache::N,chestie,zaak
383,Rand::N,bordură,rand
384,Rand::N,bordură,boord
385,Kante::N,muchie,kant
386,Kante::N,bordură,kant
387,Ecke::N,colț,hoek
388,Spitze::N,vârf,punt
389,Spitze::N,vârf,spits
390,Spitze::N,creștet,punt
391,Spitze::N,creștet,spits
392,Ende::N,capăt,einde
393,Ende::N,capăt,uiteinde
394,Loch::N,gaură,gat
395,Winkel::N,colț,hoek
396,Muster::N,desen,dessin
397,Muster::N,desen,patroon
398,Größe::N,mărime,grootte
399,Länge::N,lungime,lengte
400,Höhe::N,înălțime,hoogte
401,Gewicht::N,greutate,gewicht
402,Menge::N,cantitate,hoeveelheid
403,Haufen::N,grămadă,hoop
404,Reihe::N,șir,rij
405,Reihe::N,șir,reeks
406,Reihe::N,rând,rij
407,Reihe::N,rând,reeks
408,Boot::N,barcă,boot
409,Boot::N,luntre,boot
410,Ruder::N,vâslă,roeiriem
411,Ruder::N,lopată,roeiriem
412,Schlitten::N,sanie,slee
413,Schlitten::N,sanie,slede
414,Ski::N,schi,ski
415,Lagerfeuer::N,foc de tabără,kampvuur
416,Last::N,povară,last
417,Last::N,povară,vracht
418,Last::N,sarcină,last
419,Last::N,sarcină,vracht
420,Gang::N,mers,wandeling
421,Gang::N,umblet,wandeling
422,Schritt::N,pas,stap
423,Schritt::N,pas,schrede
424,Norden::N,nord,noorden
425,Norden::N,miazănoapte,noorden
426,Süden::N,sud,zuiden
427,Süden::N,miazăzi,zuiden
428,Westen::N,apus,westen
429,Osten::N,est,oosten
430,Osten::N,răsărit,oosten
431,Holz::N,lemn,hout
432,Brett::N,scândură,plank
433,Platte::N,placă,plaat
434,Stütze::N,proptea,stut
435,Stütze::N,proptea,steun
436,Stange::N,bară,stang
437,Stange::N,prăjină,stang
438,Stock::N,băț,stok
439,Stock::N,baston,stok
440,Stab::N,baston,staf
441,Stab::N,prăjină,staf
442,Rohr::N,tub,pijp
443,Rohr::N,țeavă,pijp
444,Haus::N,casă,huis
445,Heim::N,casă,tehuis
446,Heim::N,cămin,tehuis
447,Ofen::N,sobă,kachel
448,Fußboden::N,podea,vloer
449,Fußboden::N,dușumea,vloer
450,Tisch::N,masă,tafel
451,Stuhl::N,scaun,stoel
452,Wiege::N,leagăn,wieg
453,Bett::N,pat,bed
454,Regal::N,rafturi,rek
455,Kiste::N,ladă,kist
456,Kiste::N,cutie,kist
457,Fenster::N,fereastră,raam
458,Fenster::N,fereastră,venster
459,Tür::N,ușă,deur
460,Tor::N,poartă,poort
461,Zaun::N,gard,omheining
462,Dach::N,acoperiș,dak
463,Leiter::N,scară,ladder
464,Besen::N,mătură,bezem
465,Spaten::N,cazma,schop
466,Spaten::N,hârleț,schop
467,Schaufel::N,lopată,schep
468,Gabel::N,furculiță,vork
469,Löffel::N,lingură,lepel
470,Messer::N,cuțit,mes
471,Nagel::N,cui,spijker
472,Netz::N,plasă,net
473,Haken::N,cârlig,haak
474,Griff::N,mâner,handvat
475,Schloss::N,lacăt,slot
476,Bild::N,tablou,beeld
477,Bild::N,imagine,beeld
478,Figur::N,chip,figuur
479,Figur::N,figură,figuur
480,Puppe::N,păpușă,pop
481,Beutel::N,pungă,zak
482,Beutel::N,pungă,buidel
483,Beutel::N,săculeț,zak
484,Beutel::N,săculeț,buidel
485,Bündel::N,mănunchi,pak
486,Bündel::N,mănunchi,bundel
487,Tasche::N,geantă,tas
488,Eimer::N,găleată,emmer
489,Deckel::N,capac,deksel
490,Geschirr::N,vase,vaatwerk
491,Geschirr::N,tacâmuri,vaatwerk
492,Sack::N,sac,zak
493,Tasse::N,ceașcă,kop
494,Topf::N,oală,pan
495,Kessel::N,cazan,ketel
496,Kessel::N,căldare,ketel
497,Essen::N,mâncare,eten
498,Nahrung::N,hrană,voedsel
499,Nahrung::N,aliment,voedsel
500,Speise::N,bucate,spijs
501,Speise::N,fel de bucate,spijs
502,Fleisch::N,carne,vlees
503,Getreide::N,cereale,graan
504,Brei::N,pireu,pap
505,Brei::N,pireu,brij
506,Brot::N,pâine,brood
507,Scheibe::N,felie,plak
508,Scheibe::N,felie,snede
509,Scheibe::N,bucată,plak
510,Scheibe::N,bucată,snede
511,Fett::N,untură,vet
512,Fett::N,grăsime,vet
513,Butter::N,unt,boter
514,Öl::N,ulei,olie
515,Salz::N,sare,zout
516,Suppe::N,supă,soep
517,Suppe::N,ciorbă,soep
518,Honig::N,miere,honing
519,Milch::N,lapte,melk
520,Tee::N,ceai,thee
521,Leder::N,piele,leer
522,Leder::N,piele,leder
523,Wolle::N,lână,wol
524,Stoff::N,stofă,stof
525,Nadel::N,ac,naald
526,Faden::N,ață,draad
527,Knopf::N,buton,knoop
528,Knoten::N,nod,knoop
529,Farbe::N,vopsea,verf
530,Kleidung::N,haine,kledij
531,Kleidung::N,haine,kleding
532,Kleidung::N,îmbrăcăminte,kledij
533,Kleidung::N,îmbrăcăminte,kleding
534,Hemd::N,cămașă,hemd
535,Kragen::N,guler,kraag
536,Ärmel::N,mânecă,mouw
537,Hose::N,pantaloni,broek
538,Hose::N,pantaloni,pantalon
539,Gürtel::N,cordon,riem
540,Gürtel::N,cordon,gordel
541,Mütze::N,șapcă,muts
542,Schuh::N,gheată,schoen
543,Stiefel::N,cizmă,laars
544,Ring::N,inel,ring
545,Ring::N,verigă,ring
546,Band::N,panglică,lint
547,Band::N,șiret,lint
548,Kamm::N,pieptene,kam
549,Spiegel::N,oglindă,spiegel
550,Riemen::N,curea,riem
551,Schnur::N,funie,koord
552,Schnur::N,sfoară,koord
553,Leine::N,lesă,lijn
554,Leine::N,curea,lijn
555,Decke::N,pătură,deken
556,Kissen::N,pernă,kussen
557,Tuch::N,batic,doek
558,Handtuch::N,prosop,handdoek
559,Handtuch::N,ștergar,handdoek
560,Kraft::N,forță,kracht
561,Kraft::N,putere,kracht
562,Stärke::N,tărie,sterkte
563,Stärke::N,vigoare,sterkte
564,Gesundheit::N,sănătate,gezondheid
565,Krankheit::N,boală,ziekte
566,Krankheit::N,maladie,ziekte
567,Schmerz::N,durere,pijn
568,Wunde::N,rană,wond
569,Fieber::N,febră,koorts
570,Arznei::N,leac,medicament
571,Arznei::N,leac,geneesmiddel
572,Arznei::N,medicament,medicament
573,Arznei::N,medicament,geneesmiddel
574,Brücke::N,pod,brug
575,Brücke::N,punte,brug
576,Brunnen::N,puț,put
577,Brunnen::N,puț,bron
578,Weide::N,izlaz,wei
579,Weide::N,izlaz,weide
580,Weide::N,pășune,wei
581,Weide::N,pășune,weide
582,Pfad::N,cărare,pad
583,Weg::N,drum,weg
584,Straße::N,cale,baan
585,Straße::N,cale,straat
586,Straße::N,stradă,baan
587,Straße::N,stradă,straat
588,Dorf::N,sat,dorp
589,Stadt::N,oraș,stad
590,Brief::N,scrisoare,brief
591,Buch::N,carte,boek
592,Buchstabe::N,literă,letter
593,Buchstabe::N,caracter,letter
594,Zeitung::N,ziar,krant
595,Zeitung::N,ziar,dagblad
596,Zeitung::N,gazetă,krant
597,Zeitung::N,gazetă,dagblad
598,Leben::N,viață,leven
599,Tod::N,moarte,dood
600,Grab::N,groapă,graf
601,Grab::N,mormânt,graf
602,Kirche::N,biserică,kerk
603,Sünde::N,păcat,zonde
604,Gott::N,zeu,god
605,Arbeiter::N,muncitor,arbeider
606,Chef::N,șef,chef
607,Meister::N,meșter,meester
608,Meister::N,maestru,meester
609,Arzt::N,medic,arts
610,Arzt::N,medic,dokter
611,Arzt::N,doctor,arts
612,Arzt::N,doctor,dokter
613,Lehrer::N,profesor,leraar
614,Lehrer::N,profesor,onderwijzer
615,Lehrer::N,învățător,leraar
616,Lehrer::N,învățător,onderwijzer
617,Geld::N,bani,geld
618,Geld::N,parale,geld
619,Geschäft::N,treabă,zaak
620,Geschäft::N,afacere,zaak
621,Laden::N,magazin,winkel
622,Laden::N,prăvălie,winkel
623,Preis::N,preț,prijs
624,Ware::N,marfă,waar
625,Nutzen::N,folos,nut
626,Nutzen::N,folos,voordeel
627,Nutzen::N,profit,nut
628,Nutzen::N,profit,voordeel
629,Reichtum::N,avuție,rijkdom
630,Reichtum::N,bogăție,rijkdom
631,Welt::N,lume,wereld
632,Land::N,țară,land
633,Staat::N,stat,staat
634,König::N,rege,koning
635,Macht::N,putere,macht
636,Macht::N,putință,macht
637,Grenze::N,hotar,grens
638,Grenze::N,graniță,grens
639,Grenze::N,frontieră,grens
640,Krieg::N,război,oorlog
641,Feind::N,dușman,vijand
642,Gewalt::N,violență,geweld
643,Kampf::N,luptă,strijd
644,Kampf::N,luptă,gevecht
645,Bogen[Waffe]::N,arc,boog
646,Pfeil::N,săgeată,pijl
647,Gewehr::N,armă,geweer
648,Gewehr::N,pușcă,geweer
649,Fehler::N,eroare,fout
650,Fehler::N,greșeală,fout
651,Lüge::N,minciună,leugen
652,Schaden::N,daună,schade
653,Schaden::N,pagubă,schade
654,Unglück::N,nenorocire,tegenspoed
655,Schuld::N,vină,schuld
656,Alter::N,etate,leeftijd
657,Alter::N,vârstă,leeftijd
658,Schluss::N,sfârșit,slot
659,Zeit::N,timp,tijd
660,Zeit::N,vreme,tijd
661,Tag::N,zi,dag
662,Morgen::N,dimineață,morgen
663,Morgen::N,dimineață,ochtend
664,Mittag::N,prânz,middag
665,Mittag::N,amiază,middag
666,Abend::N,seară,avond
667,Nacht::N,noapte,nacht
668,Woche::N,săptămână,week
669,Monat::N,lună,maand
670,Jahr::N,an,jaar
671,Frühling::N,primăvară,lente
672,Frühling::N,primăvară,voorjaar
673,Sommer::N,vară,zomer
674,Herbst::N,toamnă,herfst
675,Winter::N,iarnă,winter
676,Januar::N,ianuarie,januari
677,Februar::N,februarie,februari
678,März::N,martie,maart
679,April::N,aprilie,april
680,Mai::N,mai,mei
681,Juni::N,iunie,juni
682,Juli::N,iulie,juli
683,August::N,august,augustus
684,September::N,septembrie,september
685,Oktober::N,octombrie,oktober
686,November::N,noiembrie,november
687,Dezember::N,decembrie,december
688,Montag::N,luni,maandag
689,Dienstag::N,marți,dinsdag
690,Mittwoch::N,miercuri,woensdag
691,Donnerstag::N,joi,donderdag
692,Freitag::N,vineri,vrijdag
693,Samstag::N,sâmbătă,zaterdag
694,Sonntag::N,duminică,zondag
695,groß::A,mare,groot
696,klein::A,mic,klein
697,lang::A,lung,lang
698,kurz::A,scurt,kort
699,breit::A,lat,breed
700,breit::A,larg,breed
701,schmal::A,strâmt,smal
702,dicht::A,des,dicht
703,dick[Gegenstand]::A,gros,dik
704,dünn::A,subțire,dun
705,fein::A,fin,fijn
706,fein::A,subțire,fijn
707,fest::A,tare,vast
708,fest::A,solid,vast
709,flach::A,șes,plat
710,flach::A,plan,plat
711,glatt::A,lins,glad
712,hart::A,dur,hard
713,weich::A,moale,week
714,rund::A,rotund,rond
715,rund::A,circular,rond
716,spitz::A,ascuțit,spits
717,spitz::A,ascuțit,puntig
718,scharf::A,tăios,scherp
719,scharf::A,ascuțit,scherp
720,stumpf::A,tocit,stomp
721,schwer::A,greu,zwaar
722,schön::A,frumos,mooi
723,schön::A,frumos,fraai
724,heiß::A,cald,heet
725,heiß::A,fierbinte,heet
726,warm::A,cald,warm
727,warm::A,fierbinte,warm
728,kalt::A,rece,koud
729,kühl::A,rece,koel
730,kühl::A,răcoros,koel
731,frisch::A,răcoros,fris
732,frisch::A,proaspăt,fris
733,feucht::A,umed,vochtig
734,feucht::A,jilav,vochtig
735,nass::A,ud,nat
736,trocken::A,sec,droog
737,trocken::A,uscat,droog
738,voll::A,plin,vol
739,leer::A,gol,leeg
740,offen::A,deschis,open
741,geschlossen::A,închis,gesloten
742,sauber::A,curat,net
743,sauber::A,curat,schoon
744,schmutzig::A,murdar,vuil
745,roh::A,crud,rauw
746,reif::A,copt,rijp
747,lecker::A,gustos,lekker
748,süß::A,dulce,zoet
749,bitter::A,amar,bitter
750,sauer::A,acru,zuur
751,hell::A,clar,licht
752,hell::A,clar,helder
753,hell::A,luminos,licht
754,hell::A,luminos,helder
755,dunkel::A,obscur,donker
756,dunkel::A,întunecos,donker
757,schwarz::A,negru,zwart
758,weiß::A,alb,wit
759,rot::A,roșu,rood
760,gelb::A,galben,geel
761,blau::A,albastru,blauw
762,grün::A,verde,groen
763,grau::A,gri,grijs
764,grau::A,cenușiu,grijs
765,bunt::A,colorat,bont
766,billig::A,ieftin,goedkoop
767,teuer::A,scump,duur
768,wertvoll::A,prețios,kostbaar
769,wertvoll::A,prețios,waardevol
770,blind::A,orb,blind
771,taub::A,surd,doof
772,kräftig::A,tare,krachtig
773,kräftig::A,forte,krachtig
774,kräftig::A,robust,krachtig
775,stark::A,viguros,sterk
776,stark::A,puternic,sterk
777,schwach::A,slab,zwak
778,schwach::A,debil,zwak
779,fett::A,gras,vet
780,schlank::A,zvelt,slank
781,hübsch::A,drăguț,leuk
782,böse::A,rău,kwaad
783,böse::A,răutăcios,kwaad
784,dumm::A,nerod,dom
785,dumm::A,tâmpit,dom
786,faul::A,leneș,lui
787,fleißig::A,harnic,vlijtig
788,fleißig::A,sârguincios,vlijtig
789,geizig::A,calic,gierig
790,geizig::A,zgârcit,gierig
791,klug::A,isteț,slim
792,klug::A,isteț,schrander
793,klug::A,isteț,verstandig
794,klug::A,deștept,slim
795,klug::A,deștept,schrander
796,klug::A,deștept,verstandig
797,geschickt::A,dibaci,handig
798,geschickt::A,dibaci,vaardig
799,lieb::A,drag,lief
800,lieb::A,iubit,lief
801,lustig::A,vesel,vrolijk
802,sanft::A,blând,zacht
803,sanft::A,blajin,zacht
804,hungrig::A,flămând,hongerig
805,krank::A,bolnav,ziek
806,nackt::A,gol,naakt
807,traurig::A,trist,treurig
808,traurig::A,trist,bedroefd
809,traurig::A,mâhnit,treurig
810,traurig::A,mâhnit,bedroefd
811,lebendig::A,viu,levend
812,gut::A,bun,goed
813,schlecht::A,rău,slecht
814,schlecht::A,prost,slecht
815,richtig::A,drept,juist
816,richtig::A,corect,juist
817,schlimm::A,rău,erg
818,schlimm::A,rău,kwaad
819,wahr::A,adevărat,waar
820,alt::A,uzat,oud
821,alt::A,vechi,oud
822,neu::A,nou,nieuw
823,ehemalig::A,fost,voormalig
824,ehemalig::A,anterior,voormalig
825,alt[Lebewesen]::A,bătrîn,oud
826,jung::A,tânăr,jong
827,arm::A,sărac,arm
828,arm::A,sărman,arm
829,reich::A,avut,rijk
830,reich::A,bogat,rijk
831,bekannt::A,cunoscut,bekend
832,berühmt::A,renumit,beroemd
833,fremd::A,străin,vreemd
834,verschieden::A,diferit,verscheiden
835,verschieden::A,diferit,verschillend
836,verschieden::A,deosebit,verscheiden
837,verschieden::A,deosebit,verschillend
838,nah::A,apropiat,nabij
839,nah::A,apropiat,nabijgelegen
840,fern::A,departe,ver
841,linker::A,stâng,linker
842,rechter::A,drept,rechter
843,anderer::A,alt,andere
844,erster::A,prim,eerste
845,zweiter::A,al doilea,tweede
846,dritter::A,treilea,derde
847,letzter::A,final,laatste
848,allein::ADV,singur,alleen
849,auf einmal::ADV,dintrodată,ineens
850,auf einmal::ADV,dintrodată,tegelijk
851,zusammen::ADV,împreună,samen
852,zusammen::ADV,împreună,bijeen
853,lange::ADV,îndelung,lang
854,lange::ADV,mult timp,lang
