,Concept_ID,uz,kk
697,klug::A,oqil,ақылды
698,geschickt::A,äpchil,шебер
699,lieb::A,aziz,абзал
700,lieb::A,aziz,айналайын
701,lustig::A,chaqchaq,көңілді
702,sanft::A,asta,жуас
703,hungrig::A,och,аш
704,krank::A,kasal,кеселді
705,nackt::A,yalang,жалаңаш
706,traurig::A,xafa,қапа
707,lebendig::A,hayotiy,тірі
708,lebendig::A,hayotiy,жанды
709,gut::A,soz,жақсы
710,schlecht::A,yomon,жаман
711,richtig::A,rost,дұрыс
712,schlimm::A,yovuz,жаман
713,wahr::A,haqiqiy,нағыз
714,alt::A,äski,ескі
715,neu::A,yangi,жаңа
716,ehemalig::A,sobiq,өткен
717,ehemalig::A,sobiq,бұрынғы
718,alt[Lebewesen]::A,qari,кексе
719,jung::A,navqiron,науша
720,arm::A,abgor,кедей
721,arm::A,abgor,дәулетсіз
722,reich::A,boy,малды
723,bekannt::A,ma'lum,таныс
724,bekannt::A,ma'lum,көзтаныс
725,berühmt::A,mashhur,атақты
726,fremd::A,yot,бөтен
727,verschieden::A,turli,түрлі
728,nah::A,yaqindagi,жуық
729,nah::A,yaqindagi,етене
730,fern::A,uzoq,алыс
731,fern::A,uzoq,алыстағы
732,linker::A,so'l,сол
733,linker::A,so'l,солшыл
734,rechter::A,o'ng,оң
735,anderer::A,boshqa,өзге
736,anderer::A,boshqa,былайғы
737,erster::A,birinchi,алғашқы
738,zweiter::A,ikkinchi,екінші
739,dritter::A,uchinchi,үшінші
740,letzter::A,oxirgi,артқы
741,letzter::A,oxirgi,кейінгі
742,allein::ADV,o'zicha,серіксіз
743,auf einmal::ADV,varakay,бірден
744,zusammen::ADV,barobar,бірлесіп
745,lange::ADV,uzoq,ұзақ
746,plötzlich::ADV,qo'qqisdan,кенет
747,sofort::ADV,darrov,әне-міне дегенше
748,später::ADV,so'ngra,артынан
749,jetzt::ADV,hozirgina,енді
750,jetzt::ADV,hozirgina,қазір
751,heute::ADV,bugun,бүгін
752,morgen::ADV,ärta,ертең
753,bald::ADV,toz,тез
754,dann::ADV,keyin,онан соң
755,dann::ADV,keyin,сонан соң
756,gestern::ADV,kecha,кеше
757,einst::ADV,avvallari,бірде
758,einst::ADV,avvallari,бір кезде
759,damals::ADV,ugal,анада
760,danach::ADV,so'ngra,онан соң
761,danach::ADV,so'ngra,сонан соң
762,vorher::ADV,avval,бұрын
763,zuerst::ADV,avval,әуелі
764,zuerst::ADV,avval,алдымен
765,einmal::ADV,bir marta,бір жолы
766,manchmal::ADV,onda-sonda,кейде
767,oft::ADV,tez-tez,ылғи
768,immer::ADV,har vaqt,өнебойы
769,niemals::ADV,hargiz,ешуақытта
770,hier::ADV,shu erda,бұнда
771,hier::ADV,shu erda,осында
772,hierhin::ADV,beri,бермен
773,von hier::ADV,shu erdan,бер жақтан
774,dort::ADV,ana,анда
775,dorthin::ADV,u yerga,әрі
776,geradeaus::ADV,to'g'ri,тура
777,vorwärts::ADV,ilgari,ілгері
778,rückwärts::ADV,qoloq,артқа
779,zurück::ADV,orqada,кейін қарай
780,unten::ADV,pastda,төменде
781,hinab::ADV,tubanga,астына
782,hinab::ADV,tubanga,төмен
783,oben::ADV,ustida,жоғарыда
784,hinauf::ADV,yuqorida,өрге
