,Concept_ID,ka,lv
64,Arm::N,ხელი,delms
65,Ellenbogen::N,იდაყვი,гырддза
66,Ellenbogen::N,იდაყვი,elkonis
67,Hand::N,ხელი,ки
68,Hand::N,ხელი,roka
69,Hand::N,ხელი,plauksta
70,Handfläche::N,ნები,ки пыдӧс
71,Handfläche::N,ნები,delna
72,Handfläche::N,ნები,plauksta
73,Handfläche::N,ხელისგული,ки пыдӧс
74,Handfläche::N,ხელისგული,delna
75,Handfläche::N,ხელისგული,plauksta
76,Finger::N,თითი,чунь
77,Finger::N,თითი,pirksts
78,Fingernagel::N,ფრჩხილი,гыж
79,Fingernagel::N,ფრჩხილი,nags
80,Nagel[Anatomie]::N,ფრჩხილი,гыж
81,Nagel[Anatomie]::N,ფრჩხილი,nags
82,Zeh::N,ფეხის თითი,кок чунь
83,Zeh::N,ფეხის თითი,pirksts
84,Fuß::N,ტერფი,кок
85,Fuß::N,ტერფი,kāja
86,Fuß::N,ფეხისგული,кок
87,Fuß::N,ფეხისგული,kāja
88,Ferse::N,ქუსლი,кокбӧр
89,Ferse::N,ქუსლი,papēdis
90,Knie::N,მუხლი,пидзӧс
91,Knie::N,მუხლი,celis
92,Oberschenkel::N,ბარძაყი,лядьвей
93,Oberschenkel::N,ბარძაყი,бек
94,Oberschenkel::N,ბარძაყი,ciska
95,Oberschenkel::N,ბარძაყი,augšstilbs
96,Bein::N,ფეხი,кок
97,Bein::N,ფეხი,kāja
98,Körper::N,ტანი,туша
99,Körper::N,ტანი,вывтыр
100,Körper::N,ტანი,miesa
101,Körper::N,ტანი,ķermenis
102,Körper::N,სხეული,туша
103,Körper::N,სხეული,вывтыр
104,Körper::N,სხეული,miesa
105,Körper::N,სხეული,ķermenis
106,Haut::N,კანი,ку
107,Haut::N,კანი,āda
108,Blut::N,სისხლი,вир
109,Blut::N,სისხლი,asins
110,Ader::N,ძარღვი,сӧн
111,Ader::N,ძარღვი,asinsvads
112,Sehne::N,მყესი,вез
113,Sehne::N,მყესი,dzīsla
114,Knochen::N,ძვალი,лы
115,Knochen::N,ძვალი,kauls
116,Gehirn::N,ტვინი,вем
117,Gehirn::N,ტვინი,smadzenes
118,Herz::N,გული,сьӧлӧм
119,Herz::N,გული,sirds
120,Magen::N,კუჭი,кынӧм
121,Magen::N,კუჭი,kuņģis
122,Leber::N,ღვიძლი,мус
123,Leber::N,ღვიძლი,aknas
124,Atem::N,სუნთქვა,лов
125,Atem::N,სუნთქვა,elpa
126,Hunger::N,შიმშილი,тшыг
127,Hunger::N,შიმშილი,bads
128,Hunger::N,შიმშილი,izsalkums
129,Träne::N,ცრემლი,синва
130,Träne::N,ცრემლი,asara
131,Geschmack::N,გემო,кӧр
132,Geschmack::N,გემო,чӧсмӧс
133,Geschmack::N,გემო,garša
134,Geruch::N,სუნი,зын
135,Geruch::N,სუნი,дук
136,Geruch::N,სუნი,smaka
137,Schlaf::N,ძილი,узьӧм
138,Schlaf::N,ძილი,miegs
139,Traum::N,სიზმარი,вӧт
140,Traum::N,სიზმარი,вӧтасьӧм
141,Traum::N,სიზმარი,sapnis
142,Himmel::N,ცა,енэж
143,Himmel::N,ცა,debess
144,Sonne::N,მზე,шонді
145,Sonne::N,მზე,saule
146,Mond::N,მთვარე,тӧлысь
147,Mond::N,მთვარე,mēness
148,Stern::N,ვარსკვლავი,кодзув
149,Stern::N,ვარსკვლავი,zvaigzne
150,Luft::N,ჰაერი,сынӧд
151,Luft::N,ჰაერი,gaiss
152,Wind::N,ქარი,тӧв
153,Wind::N,ქარი,vējš
154,Welle::N,ტალღა,гы
155,Welle::N,ტალღა,vilnis
156,Wasser::N,წყალი,ва
157,Wasser::N,წყალი,ūdens
158,Stein::N,ქვა,из
159,Stein::N,ქვა,akmens
160,Boden::N,მიწა,му
161,Boden::N,მიწა,augsne
162,Erde::N,ნიადაგი,му
163,Erde::N,ნიადაგი,му-ва
164,Erde::N,ნიადაგი,zeme
165,Staub::N,მტვერი,бус
166,Staub::N,მტვერი,putekļi
167,Rauch::N,ბოლი,тшын
168,Rauch::N,ბოლი,dūmi
169,Rauch::N,კვამლი,тшын
170,Rauch::N,კვამლი,dūmi
171,Funke::N,ნაკვესი,кинь
172,Funke::N,ნაკვესი,би кинь
173,Funke::N,ნაკვესი,dzirkstele
174,Feuer::N,ცეცხლი,би
175,Feuer::N,ცეცხლი,uguns
176,Licht::N,შუქი,югӧр
177,Licht::N,შუქი,gaisma
178,Licht::N,სინათლე,югӧр
179,Licht::N,სინათლე,gaisma
180,Schatten::N,ლანდი,вуджӧр
181,Schatten::N,ლანდი,ēna
182,Schatten::N,ჩრდილი,вуджӧр
183,Schatten::N,ჩრდილი,ēna
184,Wetter::N,ამინდი,поводдя
185,Wetter::N,ამინდი,laiks
186,Nebel::N,ნისლი,ру
187,Nebel::N,ნისლი,онь
188,Nebel::N,ნისლი,migla
189,Wolke::N,ღრუბელი,кымӧр
190,Wolke::N,ღრუბელი,mākonis
191,Regen::N,წვიმა,зэр
192,Regen::N,წვიმა,lietus
193,Schnee::N,თოვლი,лым
194,Schnee::N,თოვლი,sniegs
195,Eis::N,თოში,йи
196,Eis::N,თოში,ledus
197,Eis::N,ყინული,йи
198,Eis::N,ყინული,ledus
199,Frost::N,ყინვა,кӧдзыд
200,Frost::N,ყინვა,sals
201,Kälte::N,სიცივე,кӧдзыд
202,Kälte::N,სიცივე,saltums
203,Kälte::N,სიცივე,aukstums
204,Hitze::N,სიცხე,пӧсь
205,Hitze::N,სიცხე,гожӧд
206,Hitze::N,სიცხე,karstums
207,Raureif::N,ჭირხლი,пуж
208,Raureif::N,ჭირხლი,гыӧр
209,Raureif::N,ჭირხლი,sarma
210,Raureif::N,თრთვილი,пуж
211,Raureif::N,თრთვილი,гыӧр
212,Raureif::N,თრთვილი,sarma
213,Regenbogen::N,ცისარტყელა,ӧшкамӧшка
214,Regenbogen::N,ცისარტყელა,varavīksne
215,Donner::N,ქუხილი,гым
216,Donner::N,ქუხილი,pērkons
217,Strömung::N,დინება,ва ныр
218,Strömung::N,დინება,визувтӧм
219,Strömung::N,დინება,straume
220,Strömung::N,დინება,strāvojums
221,Tropfen::N,წვეთი,войт
222,Tropfen::N,წვეთი,lāse
223,Schaum::N,ქაფი,быг
224,Schaum::N,ქაფი,быгзьӧм
225,Schaum::N,ქაფი,putas
226,Schaum::N,დორბლი,быг
227,Schaum::N,დორბლი,быгзьӧм
228,Schaum::N,დორბლი,putas
229,Schmutz::N,ჭუჭყი,няйт
230,Schmutz::N,ჭუჭყი,dubļi
231,Schmutz::N,ტალახი,няйт
232,Schmutz::N,ტალახი,dubļi
233,See::N,ტბა,ты
234,See::N,ტბა,ezers
235,Sumpf::N,ჭაობი,гыбад
236,Sumpf::N,ჭაობი,кад
237,Sumpf::N,ჭაობი,dumbrājs
238,Sumpf::N,ჭაობი,staignājs
239,Moor::N,ტორფნარი,нюр
240,Moor::N,ტორფნარი,purvs
241,Moor::N,ტორფნარი,muklājs
242,Wiese::N,ველი,видз
243,Wiese::N,ველი,pļava
244,Wiese::N,მდელო,видз
245,Wiese::N,მდელო,pļava
246,Wald::N,ტყე,вӧр
247,Wald::N,ტყე,mežs
248,Hügel::N,ბორცვი,дзиб
249,Hügel::N,ბორცვი,мыльк
250,Hügel::N,ბორცვი,нӧрыс
251,Hügel::N,ბორცვი,paugurs
252,Anhöhe::N,მაღლობი,мыльк
253,Anhöhe::N,მაღლობი,нӧрыс
254,Anhöhe::N,მაღლობი,paugurs
255,Berg::N,მთა,чой
256,Berg::N,მთა,керӧс
257,Berg::N,მთა,kalns
258,Gipfel::N,მწვერვალი,чук
259,Gipfel::N,მწვერვალი,virsotne
260,Höhle::N,მღვიმე,рудӧг
261,Höhle::N,მღვიმე,ala
262,Höhle::N,გამოქვებული,рудӧг
263,Höhle::N,გამოქვებული,ala
264,Abhang::N,ფერდობი,ньывк
265,Abhang::N,ფერდობი,бокша
266,Abhang::N,ფერდობი,nogāze
267,Quelle::N,წყარო,ӧшмӧс
268,Quelle::N,წყარო,avots
269,Quelle::N,სათავე,ӧшмӧс
270,Quelle::N,სათავე,avots
271,Bach::N,რუ,шор
272,Bach::N,რუ,urga
273,Bach::N,რუ,strauts
274,Bach::N,ნაკადული,шор
275,Bach::N,ნაკადული,urga
276,Bach::N,ნაკადული,strauts
277,Fluss::N,მდინარე,ю
278,Fluss::N,მდინარე,upe
279,Ufer::N,კიდე,вадор
280,Ufer::N,კიდე,krasts
281,Ufer::N,ნაპირი,вадор
282,Ufer::N,ნაპირი,krasts
283,Küste::N,ნაპირი,вадор
284,Küste::N,ნაპირი,piekraste
285,Festland::N,ხმელეთი,му
286,Festland::N,ხმელეთი,sauszeme
287,Meer::N,ზღვა,саридз
288,Meer::N,ზღვა,jūra
289,Bucht::N,ყურე,куръя
290,Bucht::N,ყურე,līcis
291,Insel::N,კუნძული,ді
292,Insel::N,კუნძული,sala
293,Blume::N,ყვავილი,дзоридз
294,Blume::N,ყვავილი,puķe
295,Blume::N,ყვავილი,zieds
296,Gras::N,ბალახი,турун
297,Gras::N,ბალახი,zāle
298,Wurzel::N,ძირი,вуж
299,Wurzel::N,ძირი,sakne
300,Wurzel::N,ფესვი,вуж
301,Wurzel::N,ფესვი,sakne
302,Baum::N,ხე,пу
303,Baum::N,ხე,koks
304,Stamm::N,ტანი,пучер
305,Stamm::N,ტანი,stumbrs
306,Rinde::N,ქერქი,кырсь
307,Rinde::N,ქერქი,miza
308,Ast::N,ტოტი,ув
309,Ast::N,ტოტი,zars
310,Zweig::N,შტო,вож
311,Zweig::N,შტო,nozare
312,Blatt::N,ფოთოლი,кор
313,Blatt::N,ფოთოლი,lapa
314,Birke::N,არყი,кыдз
315,Birke::N,არყი,bērzs
316,Kiefer[Baum]::N,ფიჭვი,пожӧм
317,Kiefer[Baum]::N,ფიჭვი,priede
318,Weide[Baum]::N,ტირიფი,бадь
319,Weide[Baum]::N,ტირიფი,kārkls
320,Tanne::N,ნაძვი,коз
321,Tanne::N,ნაძვი,egle
322,Horn::N,რქა,сюр
323,Horn::N,რქა,rags
324,Feder::N,ფრთა,гӧн
325,Feder::N,ფრთა,тывборд
326,Feder::N,ფრთა,spalva
327,Fell::N,ტყავი,ку
328,Fell::N,ტყავი,āda
329,Flügel::N,ფრთა,борд
330,Flügel::N,ფრთა,spārns
331,Klaue::N,კლანჭი,гыж
332,Klaue::N,კლანჭი,nags
333,Kralle::N,ტორი,гыж
334,Kralle::N,ტორი,nags
335,Schwanz::N,კუდი,бӧж
336,Schwanz::N,კუდი,ļipa
337,Ei::N,კვერცხი,кольк
338,Ei::N,კვერცხი,ola
339,Nest::N,ბუდე,поз
340,Nest::N,ბუდე,ligzda
341,Bau::N,სორო,горс
342,Bau::N,სორო,пырмӧс
343,Bau::N,სორო,гу
344,Bau::N,სორო,ala
345,Tier::N,ნადირი,пемӧс
346,Tier::N,ნადირი,dzīvnieks
347,Tier::N,ცხოველი,пемӧс
348,Tier::N,ცხოველი,dzīvnieks
349,Herde::N,ფარა,стада
350,Herde::N,ფარა,кельӧб
351,Herde::N,ფარა,ganāmpulks
352,Kuh::N,ფური,мӧс
353,Kuh::N,ფური,govs
354,Kuh::N,ძროხა,мӧс
355,Kuh::N,ძროხა,govs
356,Bulle::N,ხარი,ӧш
357,Bulle::N,ხარი,bullis
358,Pferd::N,რაში,вӧв
359,Pferd::N,რაში,zirgs
360,Pferd::N,ცხენი,вӧв
361,Pferd::N,ცხენი,zirgs
362,Schaf::N,ცხვარი,ыж
363,Schaf::N,ცხვარი,aita
364,Schwein::N,ღორი,порсь
365,Schwein::N,ღორი,cūka
366,Hund::N,ძაღლი,пон
367,Hund::N,ძაღლი,suns
368,Katze::N,კატა,кань
369,Katze::N,კატა,kaķis
370,Bär::N,დათვი,ош
371,Bär::N,დათვი,lācis
372,Eichhörnchen::N,ციყვი,ур
373,Eichhörnchen::N,ციყვი,vāvere
374,Elch::N,ცხენ-ირემი,йӧра
375,Elch::N,ცხენ-ირემი,alnis
376,Fuchs::N,მელა,руч
377,Fuchs::N,მელა,lapsa
378,Hase::N,კურდღელი,кӧч
379,Hase::N,კურდღელი,zaķis
380,Maus::N,თაგვი,шыр
381,Maus::N,თაგვი,pele
382,Wolf::N,მგელი,кӧин
383,Wolf::N,მგელი,vilks
384,Vogel::N,ჩიტი,кай
385,Vogel::N,ჩიტი,лэбач
386,Vogel::N,ჩიტი,putns
387,Vogel::N,ფრინველი,кай
388,Vogel::N,ფრინველი,лэбач
389,Vogel::N,ფრინველი,putns
390,Schwarm::N,გუნდი,чукӧр
391,Schwarm::N,გუნდი,spiets
392,Huhn::N,დედალი,курӧг
393,Huhn::N,დედალი,vista
394,Hahn::N,მამალი,петук
395,Hahn::N,მამალი,gailis
396,Gans::N,ბატი,дзодзӧг
397,Gans::N,ბატი,zoss
398,Adler::N,არწივი,кутш
399,Adler::N,არწივი,ērglis
400,Ente::N,იხვი,утка
401,Ente::N,იხვი,pīle
402,Eule::N,ბუ,сюзь
403,Eule::N,ბუ,pūce
404,Kranich::N,წერო,тури
405,Kranich::N,წერო,dzērve
406,Krähe::N,ყვავი,рака
407,Krähe::N,ყვავი,vārna
408,Kuckuck::N,გუგული,кӧк
409,Kuckuck::N,გუგული,dzeguze
410,Schwan::N,გედი,юсь
411,Schwan::N,გედი,gulbis
412,Fisch::N,თევზი,чери
413,Fisch::N,თევზი,zivs
414,Barsch::N,ქორჭილა,ёкыш
415,Barsch::N,ქორჭილა,asaris
416,Hecht::N,ქარიყლაპია,сир
417,Hecht::N,ქარიყლაპია,līdaka
418,Schlange[Tier]::N,გველი,кый
419,Schlange[Tier]::N,გველი,čūska
420,Wurm::N,ჭია,номыр
421,Wurm::N,ჭია,tārps
422,Spinne::N,ობობა,черань
423,Spinne::N,ობობა,zirneklis
424,Ameise::N,ჭიანჭველა,кодзувкот
425,Ameise::N,ჭიანჭველა,skudra
426,Laus::N,ტილი,той
427,Laus::N,ტილი,uts
428,Laus::N,მკბენარი,той
429,Laus::N,მკბენარი,uts
430,Mücke::N,კოღო,ном
431,Mücke::N,კოღო,ods
432,Fliege::N,ბუზი,гут
433,Fliege::N,ბუზი,muša
434,Schmetterling::N,პეპელა,бобув
435,Schmetterling::N,პეპელა,tauriņš
436,Beere::N,კენკრა,тусь
437,Beere::N,კენკრა,вотӧс
438,Beere::N,კენკრა,oga
439,Apfel::N,ვაშლი,яблӧг
440,Apfel::N,ვაშლი,ābols
441,Pilz::N,სოკო,тшак
442,Pilz::N,სოკო,sēne
443,Zwiebel::N,ხახვი,луккок
444,Zwiebel::N,ხახვი,йӧнгыль
445,Zwiebel::N,ხახვი,sīpols
446,Saat::N,თესლი,тусь
447,Saat::N,თესლი,кӧйдыс
448,Saat::N,თესლი,sēkla
449,Korn::N,მარცვალი,тусь
450,Korn::N,მარცვალი,grauds
451,Heu::N,თივა,турун
452,Heu::N,თივა,siens
453,Schale::N,ჩენჩო,кор
454,Schale::N,ჩენჩო,čaula
455,Schale::N,ჩენჩო,čaumala
456,Grube::N,ორმო,гу
457,Grube::N,ორმო,bedre
458,Falle::N,ხაფანგი,лэч
459,Falle::N,ხაფანგი,slazds
460,Falle::N,ხაფანგი,lamatas
461,Schlinge::N,მახე,лэч
462,Schlinge::N,მახე,cilpa
463,Spur::N,კვალი,туй
464,Spur::N,კვალი,pēda
465,Asche::N,ფერფლი,пӧм
466,Asche::N,ფერფლი,pelni
467,Dreck::N,ტალახი,няйт
468,Dreck::N,ტალახი,dubļi
469,Dreck::N,სიბინძურე,няйт
470,Dreck::N,სიბინძურე,dubļi
471,Eisen::N,რკინა,кӧрт
472,Eisen::N,რკინა,dzelzs
473,Gold::N,ოქრო,зарни
474,Gold::N,ოქრო,zelts
475,Silber::N,ვერცხლი,эзысь
476,Silber::N,ვერცხლი,sudrabs
477,Kohle::N,ნახშირი,шом
478,Kohle::N,ნახშირი,ogle
479,Glas::N,მინა,стеклӧ
480,Glas::N,მინა,stikls
481,Lehm::N,თიხა,сёй
482,Lehm::N,თიხა,māls
483,Sand::N,ქვიშა,лыа
484,Sand::N,ქვიშა,smiltis
485,Mensch::N,ადამიანი,морт
486,Mensch::N,ადამიანი,cilvēks
487,Mann::N,კაცი,аймӧрт
488,Mann::N,კაცი,мужичӧй
489,Mann::N,კაცი,vīrietis
490,Frau::N,ქალი,ань
491,Frau::N,ქალი,нывбаба
492,Frau::N,ქალი,sieviete
493,Kind::N,ბავშვი,кага
494,Kind::N,ბავშვი,bērns
495,Junge::N,ვაჟი,пи
496,Junge::N,ვაჟი,zēns
497,Junge::N,ვაჟი,puika
498,Junge::N,ვაჟი,puisis
499,Mädchen::N,გოგო,ныв
500,Mädchen::N,გოგო,meiča
501,Mädchen::N,გოგო,skuķis
502,Mädchen::N,გოგო,meitene
503,Familie::N,ოჯახი,семья
504,Familie::N,ოჯახი,ģimene
505,Großvater::N,პაპა,пӧль
506,Großvater::N,პაპა,vecaistēvs
507,Großvater::N,ბაბუა,пӧль
508,Großvater::N,ბაბუა,vecaistēvs
509,Großmutter::N,ბებია,баб
510,Großmutter::N,ბებია,vecāmāte
511,Großmutter::N,დიდედა,баб
512,Großmutter::N,დიდედა,vecāmāte
513,Eltern::N,მშობლები,ай-мам
514,Eltern::N,მშობლები,бать-мам
515,Eltern::N,მშობლები,vecāki
516,Vater::N,მამა,бать
517,Vater::N,მამა,ай
518,Vater::N,მამა,tēvs
519,Mutter::N,დედა,мам
520,Mutter::N,დედა,māte
521,Sohn::N,ვაჟიშვილი,пи
522,Sohn::N,ვაჟიშვილი,dēls
523,Tochter::N,ქალიშვილი,ныв
524,Tochter::N,ქალიშვილი,meita
525,Bruder::N,ძმა,вок
526,Bruder::N,ძმა,brālis
527,Schwester::N,და,чой
528,Schwester::N,და,māsa
529,Onkel::N,ბიძა,дядь
530,Onkel::N,ბიძა,tēvocis
531,Tante::N,დეიდა,тьӧт
532,Tante::N,დეიდა,tante
533,Tante::N,მამიდა,тьӧт
534,Tante::N,მამიდა,tante
535,Ehemann::N,ქმარი,верӧс
536,Ehemann::N,ქმარი,vīrs
537,Ehefrau::N,ცოლი,гӧтыр
538,Ehefrau::N,ცოლი,sieva
539,Freude::N,სიხარული,радлун
540,Freude::N,სიხარული,prieks
541,Gelächter::N,სიცილი,серам
542,Gelächter::N,სიცილი,smiekli
543,Glück::N,ბედნიერება,шуд
544,Glück::N,ბედნიერება,laime
545,Kummer::N,მწუხარება,шог
546,Kummer::N,მწუხარება,bēdas
547,Kummer::N,მწუხარება,raizes
548,Wunsch::N,წადილი,кӧсйӧм
549,Wunsch::N,წადილი,vēlme
550,Wunsch::N,წადილი,vēlējums
551,Wunsch::N,სურვილი,кӧсйӧм
552,Wunsch::N,სურვილი,vēlme
553,Wunsch::N,სურვილი,vēlējums
554,Lust::N,წადილი,кыскӧм
555,Lust::N,წადილი,радейтӧм
556,Lust::N,წადილი,kāre
557,Geist::N,სული,лов
558,Geist::N,სული,gars
559,Gedanke::N,ფიქრი,мӧвп
560,Gedanke::N,ფიქრი,doma
561,Gedächtnis::N,მეხსიერება,паметь
562,Gedächtnis::N,მეხსიერება,atmiņa
563,Verstand::N,ჭკუა,вежӧр
564,Verstand::N,ჭკუა,prāts
565,Verstand::N,გონება,вежӧр
566,Verstand::N,გონება,prāts
567,Sinn::N,მნიშვნელობა,мог
568,Sinn::N,მნიშვნელობა,вежӧртас
569,Sinn::N,მნიშვნელობა,nozīme
570,Grund::N,მიზეზი,помка
571,Grund::N,მიზეზი,pamats
572,Grund::N,მიზეზი,iemesls
573,Wahrheit::N,სიმართლე,збыль
574,Wahrheit::N,სიმართლე,збыльтор
575,Wahrheit::N,სიმართლე,taisnība
576,Wahrheit::N,სიმართლე,patiesība
577,Wahrheit::N,ჭეშმარიტება,збыль
578,Wahrheit::N,ჭეშმარიტება,збыльтор
579,Wahrheit::N,ჭეშმარიტება,taisnība
580,Wahrheit::N,ჭეშმარიტება,patiesība
581,Gespräch::N,ბაასი,сёрни
582,Gespräch::N,ბაასი,saruna
583,Gespräch::N,საუბარი,сёрни
584,Gespräch::N,საუბარი,saruna
585,Märchen::N,არაკი,мойд
586,Märchen::N,არაკი,pasaka
587,Märchen::N,ზღაპარი,мойд
588,Märchen::N,ზღაპარი,pasaka
589,Erzählung::N,თქმულება,висьт
590,Erzählung::N,თქმულება,stāsts
591,Erzählung::N,თქმულება,nostāsts
592,Nachricht::N,ცნობა,юӧртӧм
593,Nachricht::N,ცნობა,ziņa
594,Nachricht::N,ამბავი,юӧртӧм
595,Nachricht::N,ამბავი,ziņa
596,Neuigkeit::N,სიახლე,выльтор
597,Neuigkeit::N,სიახლე,jaunums
598,Name::N,სახელი,ним
599,Name::N,სახელი,vārds
600,Rätsel::N,გამოცანა,нӧдкыв
601,Rätsel::N,გამოცანა,mīkla
602,Rede::N,სიტყვა,сёрни
603,Rede::N,სიტყვა,runa
604,Sprache::N,ენა,кыв
605,Sprache::N,ენა,valoda
606,Stimme::N,ხმა,гӧлӧс
607,Stimme::N,ხმა,вом шы
608,Stimme::N,ხმა,balss
609,Wort::N,სიტყვა,кыв
610,Wort::N,სიტყვა,vārds
611,Zeichen::N,ნიშანი,пас
612,Zeichen::N,ნიშანი,zīme
613,Ruf::N,ძახილი,чукӧстчӧм
614,Ruf::N,ძახილი,корӧм
615,Ruf::N,ძახილი,sauciens
616,Lärm::N,ხმაური,шы
617,Lärm::N,ხმაური,зык
618,Lärm::N,ხმაური,зычитӧм
619,Lärm::N,ხმაური,troksnis
620,Laut::N,ხმა,шы
621,Laut::N,ხმა,skaņa
622,Laut::N,ბგერა,шы
623,Laut::N,ბგერა,skaņa
624,Ton::N,ტონი,шы
625,Ton::N,ტონი,tonis
626,Lied::N,სიმღერა,сьылан
627,Lied::N,სიმღერა,сьыланкыв
628,Lied::N,სიმღერა,dziesma
629,Ruhe::N,სიწყნარე,чӧв
630,Ruhe::N,სიწყნარე,miers
631,Leute::N,ადამიანები,йӧз
632,Leute::N,ადამიანები,войтыр
633,Leute::N,ადამიანები,ļaudis
634,Leute::N,ადამიანები,cilvēki
635,Volk::N,ერი,йӧз
636,Volk::N,ერი,войтыр
637,Volk::N,ერი,tauta
638,Volk::N,ხალხი,йӧз
639,Volk::N,ხალხი,войтыр
640,Volk::N,ხალხი,tauta
641,Arbeit::N,მუშაობა,удж
642,Arbeit::N,მუშაობა,darbs
643,Gast::N,სტუმარი,гӧсть
644,Gast::N,სტუმარი,viešņa
645,Gast::N,სტუმარი,ciemiņš
646,Geschenk::N,საჩუქარი,козин
647,Geschenk::N,საჩუქარი,dāvana
648,Spiel::N,თამაში,ворсан
649,Spiel::N,თამაში,rotaļa
650,Gesellschaft::N,საზოგადოება,котыр
651,Gesellschaft::N,საზოგადოება,biedrība
652,Gesellschaft::N,საზოგადოება,kompānija
653,Hilfe::N,შველა,отсӧг
654,Hilfe::N,შველა,palīdzība
655,Hilfe::N,დახმარება,отсӧг
656,Hilfe::N,დახმარება,palīdzība
657,Freund::N,მეგობარი,ёрт
658,Freund::N,მეგობარი,draugs
659,Kamerad::N,ამხანაგი,ёрт
660,Kamerad::N,ამხანაგი,biedrs
661,Angelegenheit::N,საქმე,мог
662,Angelegenheit::N,საქმე,делӧ
663,Angelegenheit::N,საქმე,darīšana
664,Anzahl::N,ოდენობა,лыд
665,Anzahl::N,ოდენობა,тшӧт
666,Anzahl::N,ოდენობა,skaits
667,Anzahl::N,ოდენობა,daudzums
668,Art::N,სახეობა,сикас
669,Art::N,სახეობა,suga
670,Art::N,სახეობა,šķira
671,Stück::N,ნატეხი,тор
672,Stück::N,ნატეხი,gabals
673,Teil::N,წილი,юкӧн
674,Teil::N,წილი,daļa
675,Hälfte::N,ნახევარი,пӧв
676,Hälfte::N,ნახევარი,джын
677,Hälfte::N,ნახევარი,puse
678,Kreis::N,წრე,кытш
679,Kreis::N,წრე,aplis
680,Kreis::N,წრე,riņķis
681,Kreuz::N,ჯვარი,перна
682,Kreuz::N,ჯვარი,крест
683,Kreuz::N,ჯვარი,krusts
684,Linie::N,ხაზი,визь
685,Linie::N,ხაზი,līnija
686,Strich::N,შტრიხი,визь
687,Strich::N,შტრიხი,svītra
688,Abstand::N,მანძილი,кост
689,Abstand::N,მანძილი,коласт
690,Abstand::N,მანძილი,atstarpe
691,Entfernung::N,სიშორე,ылна
692,Entfernung::N,სიშორე,attālums
693,Entfernung::N,სიშორე,atstatums
694,Gegend::N,არე,му-ва
695,Gegend::N,არე,apvidus
696,Gegend::N,არე,apgabals
697,Gegend::N,მხარე,му-ва
698,Gegend::N,მხარე,apvidus
699,Gegend::N,მხარე,apgabals
700,Platz::N,ფართობი,ылдӧс
701,Platz::N,ფართობი,йир
702,Platz::N,ფართობი,гӧгӧртас
703,Platz::N,ფართობი,vieta
704,Ort::N,ადგილი,ин
705,Ort::N,ადგილი,места
706,Ort::N,ადგილი,vieta
707,Seite::N,მხარე,бок
708,Seite::N,მხარე,ӧтарладор
709,Seite::N,მხარე,sāns
710,Mitte::N,შუა,шӧр
711,Mitte::N,შუა,vidus
712,Gegenstand::N,საგანი,кӧлуй
713,Gegenstand::N,საგანი,priekšmets
714,Sache::N,ნივთი,добра
715,Sache::N,ნივთი,lieta
716,Rand::N,კიდე,дор
717,Rand::N,კიდე,mala
