,Concept_ID,mn,sv
107,Regenbogen::N,солонго,regnbåge
108,Donner::N,тэнгэрийн дуу,åska
109,Donner::N,тэнгэрийн дуу,dunder
110,Strömung::N,урсгал,strömning
111,Tropfen::N,дусал,dropper
112,Schaum::N,хөөс,skum
113,Schmutz::N,хир,lort
114,Schmutz::N,хир,smuts
115,Schmutz::N,шавхай,lort
116,Schmutz::N,шавхай,smuts
117,See::N,нуур,sjö
118,Sumpf::N,намаг,träsk
119,Sumpf::N,балчиг,träsk
120,Moor::N,хүлрийн намаг,myr
121,Moor::N,хүлрийн намаг,mosse
122,Wiese::N,нуга,äng
123,Wald::N,ой,skog
124,Hügel::N,болдог,höjd
125,Hügel::N,болдог,kulle
126,Anhöhe::N,гүвээ,höjd
127,Anhöhe::N,гүвээ,backe
128,Berg::N,уул,berg
129,Berg::N,уул,fjäll
130,Gipfel::N,орой,topp
131,Gipfel::N,оргил,topp
132,Höhle::N,агуй,håla
133,Höhle::N,агуй,grotta
134,Abhang::N,хүр,slänt
135,Abhang::N,хүр,sluttning
136,Quelle::N,булаг,källa
137,Bach::N,горхи,bäck
138,Fluss::N,гол,älv
139,Fluss::N,гол,flod
140,Fluss::N,мөрөн,älv
141,Fluss::N,мөрөн,flod
142,Ufer::N,эрэг,strand
143,Küste::N,эрэг,kust
144,Festland::N,хуурай газар,fastland
145,Meer::N,далай,hav
146,Meer::N,тэнгис,hav
147,Bucht::N,булан,vik
148,Bucht::N,булан,bukt
149,Bucht::N,далайн тохой,vik
150,Bucht::N,далайн тохой,bukt
151,Insel::N,арал,ö
152,Blume::N,цэцэг,blomma
153,Blume::N,цэцэг,blomster
154,Gras::N,өвс,gräs
155,Gras::N,ногоо,gräs
156,Wurzel::N,үндэс,rot
157,Baum::N,мод,träd
158,Stamm::N,иш,stam
159,Stamm::N,гуалин,stam
160,Rinde::N,холтос,bark
161,Ast::N,гишүү,gren
162,Zweig::N,салаа,kvist
163,Blatt::N,навч,löv
164,Blatt::N,навч,blad
165,Birke::N,хус,björk
166,Kiefer[Baum]::N,нарс,tall
167,Weide[Baum]::N,уд,pil
168,Weide[Baum]::N,уд,vide
169,Weide[Baum]::N,бургас,pil
170,Weide[Baum]::N,бургас,vide
171,Tanne::N,гачуур,gran
172,Horn::N,эвэр,horn
173,Feder::N,өд,fjäder
174,Fell::N,арьс,fäll
175,Fell::N,арьс,skinn
176,Flügel::N,жигүүр,vinge
177,Flügel::N,далавч,vinge
178,Klaue::N,савар,klöv
179,Klaue::N,хумс,klöv
180,Kralle::N,савар,klo
181,Schwanz::N,сүүл,svans
182,Schwanz::N,сүүл,stjärt
183,Ei::N,өндөг,ägg
184,Nest::N,үүр,rede
185,Nest::N,үүр,näste
186,Bau::N,нүх,bo
187,Bau::N,элүү,bo
188,Tier::N,амьтан,djur
189,Tier::N,адгуус,djur
190,Herde::N,сүрэг,flock
191,Kuh::N,үнээ,ko
192,Bulle::N,бух,tjur
193,Pferd::N,морь,häst
194,Pferd::N,адуу,häst
195,Schaf::N,хонь,får
196,Schwein::N,гахай,svin
197,Hund::N,нохой,hund
198,Katze::N,муур,katt
199,Katze::N,мигуй,katt
200,Bär::N,баавгай,björn
201,Eichhörnchen::N,хэрэм,ekorre
202,Elch::N,хандгай,älg
203,Fuchs::N,үнэг,räv
204,Hase::N,туулай,hare
205,Maus::N,хулгана,mus
206,Wolf::N,чоно,varg
207,Vogel::N,шувуу,fågel
208,Schwarm::N,сүрэг,svärm
209,Huhn::N,тахиа,höns
210,Hahn::N,эр тахиа,tupp
211,Gans::N,галуу,gås
212,Adler::N,бүргэд,örn
213,Ente::N,нугас,anka
214,Eule::N,ууль,uggla
215,Kranich::N,тогоруу,trana
216,Krähe::N,хэрээ,kråka
217,Kuckuck::N,хөхөө,gök
218,Schwan::N,хун,svan
219,Fisch::N,загас,fisk
220,Barsch::N,алгана,abborre
221,Hecht::N,цурхай,gädda
222,Schlange[Tier]::N,могой,orm
223,Wurm::N,өт,mask
224,Wurm::N,хорхой,mask
225,Spinne::N,аалз,spindel
226,Ameise::N,шоргоолж,myra
227,Laus::N,бөөс,lus
228,Mücke::N,шумуул,mygga
229,Fliege::N,ялаа,fluga
230,Schmetterling::N,эрвээхэй,fjäril
231,Beere::N,жимсгэнэ,bär
232,Apfel::N,алим,äpple
233,Pilz::N,мөөг,svamp
234,Zwiebel::N,сонгино,lök
235,Saat::N,тариа,sådd
236,Korn::N,үр,korn
237,Korn::N,мөхлөг,korn
238,Heu::N,өвс,hö
239,Schale::N,хальс,skal
240,Grube::N,алам,grop
241,Grube::N,нүх,grop
242,Falle::N,хавх,fälla
243,Falle::N,занга,fälla
244,Schlinge::N,урхи,snara
245,Spur::N,мөр,spår
246,Asche::N,үнс,aska
247,Dreck::N,хир,lort
248,Eisen::N,төмөр,järn
249,Gold::N,алт,guld
250,Silber::N,мөнгө,silver
251,Kohle::N,нүүрс,kol
252,Glas::N,шил,glas
253,Lehm::N,шавар,lera
254,Sand::N,элс,sand
255,Mensch::N,хүн,människa
256,Mann::N,эр,man
257,Mann::N,эрэгтэй,man
258,Frau::N,эмэгтэй,kvinna
259,Frau::N,хатагтай,kvinna
260,Kind::N,хүүхэд,barn
261,Junge::N,хүү,pojke
262,Mädchen::N,охин,flicka
263,Mädchen::N,бүсгүй,flicka
264,Familie::N,айл,familj
265,Großvater::N,өвгөн аав,morfar
266,Großmutter::N,эмэг эх,farmor
267,Großmutter::N,эмгээ,farmor
268,Eltern::N,эцэг эх,föräldrar
269,Vater::N,аав,far
270,Vater::N,эцэг,far
271,Mutter::N,эх,mor
272,Mutter::N,ээж,mor
273,Sohn::N,хүү,son
274,Tochter::N,охин,dotter
275,Bruder::N,ах,bror
276,Bruder::N,дүү,bror
277,Schwester::N,эгч,syster
278,Schwester::N,охин дүү,syster
279,Onkel::N,авга ах,morbror
280,Onkel::N,нагац ах,morbror
281,Tante::N,авга эгч,tant
282,Tante::N,нагац эгч,tant
283,Ehemann::N,нөхөр,äkta man
284,Ehefrau::N,эхнэр,hustru
285,Ehefrau::N,гэргий,hustru
286,Freude::N,баяр,fröjd
287,Freude::N,баяр,glädje
288,Freude::N,баясгалан,fröjd
289,Freude::N,баясгалан,glädje
290,Gelächter::N,инээдэм,åtlöje
291,Glück::N,жаргалан,lycka
292,Kummer::N,гаслан,sorg
293,Wunsch::N,ерөөл,önskan
294,Lust::N,дур,lust
295,Lust::N,хүсэл,lust
296,Geist::N,оюун,ande
297,Gedanke::N,сэтгэл,tanke
298,Gedächtnis::N,ой,minne
299,Gedächtnis::N,цээж,minne
300,Verstand::N,ухаан,förstånd
301,Sinn::N,утга,mening
302,Sinn::N,утга,betydelse
303,Grund::N,учир,skäl
304,Grund::N,учир,grund
305,Wahrheit::N,үнэн,sanning
306,Gespräch::N,яриа,samtal
307,Märchen::N,явган үлгэр,saga
308,Erzählung::N,тууж,berättelse
309,Nachricht::N,мэдээ,meddelande
310,Neuigkeit::N,сонин,nyhet
311,Name::N,нэр,namn
312,Rätsel::N,оньсого,gåta
313,Rede::N,хэлсэн үг,tal
314,Sprache::N,хэл,språk
315,Stimme::N,дуу,stämma
316,Wort::N,үг,ord
317,Zeichen::N,тамга,tecken
318,Zeichen::N,тэмдэг,tecken
319,Ruf::N,дуудлага,rop
320,Lärm::N,шуугиан,bråk
321,Lärm::N,шуугиан,oväsen
322,Lärm::N,чимээ,bråk
323,Lärm::N,чимээ,oväsen
324,Laut::N,анир,ljud
325,Laut::N,дуу,ljud
326,Ton::N,авиа,ton
327,Ton::N,аялгуу,ton
328,Lied::N,дуу,sång
329,Ruhe::N,энх,ro
330,Ruhe::N,энх,lugn
331,Ruhe::N,тайван,ro
332,Ruhe::N,тайван,lugn
333,Leute::N,хүмүүс,folk
334,Volk::N,улс,folk
335,Arbeit::N,ажил,arbete
336,Arbeit::N,хөдөлмөр,arbete
337,Gast::N,зочин,gäst
338,Gast::N,айлчин,gäst
339,Geschenk::N,бэлэг,gåva
340,Geschenk::N,бэлэг,present
341,Spiel::N,наадам,lek
342,Spiel::N,наадам,spel
343,Spiel::N,тоглоом,lek
344,Spiel::N,тоглоом,spel
345,Gesellschaft::N,хамт байх,sällskap
346,Hilfe::N,тусламж,hjälp
347,Freund::N,найз,vän
348,Freund::N,нөхөр,vän
349,Kamerad::N,хань,kamrat
350,Kamerad::N,нөхөр,kamrat
351,Angelegenheit::N,хэрэг,ärende
352,Angelegenheit::N,хэрэг,angelägenhet
353,Anzahl::N,тоо,antal
354,Art::N,төрөл,art
355,Art::N,төрөл,slag
356,Art::N,янз,art
357,Art::N,янз,slag
358,Stück::N,хэсэг,stycke
359,Teil::N,хувь,del
360,Teil::N,хэсэг,del
361,Hälfte::N,хагас,halva
362,Kreis::N,тойрог,krets
363,Kreis::N,тойрог,cirkel
364,Kreis::N,хүрээ,krets
365,Kreis::N,хүрээ,cirkel
366,Kreuz::N,загалмай,kors
367,Kreuz::N,загалмай,kryss
368,Linie::N,шугам,linje
369,Strich::N,зураас,streck
370,Abstand::N,зай,avstånd
371,Entfernung::N,зай,avstånd
372,Entfernung::N,хол ойр,avstånd
373,Gegend::N,хавь,trakt
374,Gegend::N,газар,trakt
375,Platz::N,зай,plats
376,Platz::N,завсар,plats
377,Ort::N,газар,plats
378,Ort::N,газар,ställe
379,Ort::N,байр,plats
380,Ort::N,байр,ställe
381,Seite::N,тал,sida
382,Seite::N,этгээд,sida
383,Mitte::N,төв,mitt
384,Mitte::N,дунд,mitt
385,Gegenstand::N,юм,föremål
386,Sache::N,үйл,sak
387,Sache::N,хэрэг,sak
388,Rand::N,зах,rand
389,Rand::N,хөвөө,rand
390,Kante::N,ирмэг,kant
391,Ecke::N,өнцөг,vrå
392,Ecke::N,өнцөг,hörn
393,Spitze::N,үзүүр,spets
394,Ende::N,зах,ända
395,Ende::N,үзүүр,ända
396,Loch::N,цоорхой,hål
397,Loch::N,онгорхой,hål
398,Winkel::N,өнцөг,vinkel
399,Muster::N,хээ,mönster
400,Muster::N,угалз,mönster
401,Größe::N,хэмжээ,storlek
402,Länge::N,урт,längd
403,Höhe::N,өндөр,höjd
404,Gewicht::N,жин,tyngd
405,Menge::N,тоо,mängd
406,Haufen::N,бөөн,hög
407,Reihe::N,эгнээ,rad
408,Boot::N,завь,båt
409,Ruder::N,сэлүүр,åra
410,Schlitten::N,чарга,släde
411,Ski::N,цана,skida
412,Lagerfeuer::N,түүдэг,lägereld
413,Last::N,ачаа,last
414,Last::N,ачаа,börda
415,Gang::N,явдал,gång
416,Schritt::N,алхам,steg
417,Norden::N,умар,norr
418,Süden::N,урд,söder
419,Süden::N,өмнө,söder
420,Westen::N,өрнө,väster
421,Westen::N,баруун,väster
422,Osten::N,зүүн,öster
423,Osten::N,дорно,öster
424,Holz::N,мод,trä
425,Brett::N,банз,bräda
426,Platte::N,хавтан,platta
427,Stütze::N,тулгуур,stöd
428,Stütze::N,тулгуур,stötta
429,Stütze::N,тулга,stöd
430,Stütze::N,тулга,stötta
431,Stange::N,сургааг,stång
432,Stock::N,саваа,käpp
433,Stock::N,саваа,pinne
434,Stab::N,таяг,stav
435,Rohr::N,хоолой,rör
436,Haus::N,гэр,hus
437,Haus::N,байшин,hus
438,Heim::N,гэр,hem
439,Ofen::N,зуух,ugn
440,Ofen::N,пийшин,ugn
441,Fußboden::N,шал,golv
442,Tisch::N,ширээ,bord
443,Stuhl::N,сандал,stol
444,Wiege::N,өлгий,vagga
445,Bett::N,ор,säng
446,Regal::N,тавиур,hylla
447,Kiste::N,авдар,låda
448,Kiste::N,хайрцаг,låda
449,Fenster::N,гэгээвч,fönster
450,Tür::N,үүд,dörr
451,Tür::N,хаалга,dörr
452,Tor::N,хаалга,port
453,Zaun::N,хашаа,staket
454,Zaun::N,хашаа,stängsel
455,Dach::N,дээвэр,tak
456,Leiter::N,шат,stege
457,Besen::N,хамуур,kvast
458,Besen::N,туужуу,kvast
459,Spaten::N,хүрз,spade
460,Schaufel::N,хүрз,skovel
461,Schaufel::N,хүрз,skyffel
462,Gabel::N,сэрээ,gaffel
463,Löffel::N,халбага,sked
464,Messer::N,хутга,kniv
465,Nagel::N,хадаас,spik
466,Netz::N,өөш,nät
467,Netz::N,тор,nät
468,Haken::N,гох,krok
469,Griff::N,иш,tag
470,Griff::N,иш,handtag
471,Griff::N,сэнж,tag
472,Griff::N,сэнж,handtag
473,Schloss::N,цуурга,las
474,Schloss::N,цоож,las
475,Bild::N,зураг,bild
476,Figur::N,баримал,figur
477,Puppe::N,хүүхэлдэй,docka
478,Beutel::N,агсаа,påse
479,Beutel::N,уут,påse
480,Bündel::N,боодол,bunt
481,Bündel::N,боодол,knippa
482,Tasche::N,цүнх,väska
483,Eimer::N,хөнөг,hink
484,Eimer::N,хөнөг,ämbar
485,Eimer::N,хувин,hink
486,Eimer::N,хувин,ämbar
487,Deckel::N,таг,lock
488,Deckel::N,хавхаг,lock
489,Geschirr::N,сав суулга,servis
490,Geschirr::N,сав суулга,porslin
491,Sack::N,шуудай,säck
492,Tasse::N,аяга,kopp
493,Topf::N,тогоо,gryta
494,Topf::N,тогоо,kastrull
495,Kessel::N,тогоо,kittel
496,Essen::N,идээ,mål
497,Nahrung::N,хүнс,näring
498,Speise::N,идээ,maträtt
499,Fleisch::N,мах,kött
500,Getreide::N,будаа,säd
501,Getreide::N,будаа,spannmål
502,Brei::N,богшмол,gröt
503,Brei::N,будаа,gröt
504,Brot::N,талх,bröd
505,Scheibe::N,зүсэм,skiva
506,Scheibe::N,хэрчим,skiva
507,Fett::N,өөх,fett
508,Butter::N,тос,smör
509,Öl::N,тос,olja
510,Salz::N,давс,salt
511,Suppe::N,шөл,soppa
512,Honig::N,бал,honung
513,Milch::N,сүү,mjölk
514,Tee::N,цай,te
515,Leder::N,арьс,läder
516,Leder::N,савхи,läder
517,Wolle::N,ноос,ull
518,Wolle::N,ноос,ylle
519,Wolle::N,унгас,ull
520,Wolle::N,унгас,ylle
521,Stoff::N,бөс,tyg
522,Stoff::N,бөс,stoff
523,Nadel::N,зүү,nål
524,Faden::N,боолт,tråd
525,Faden::N,утас,tråd
526,Knopf::N,товч,knapp
527,Knoten::N,зангилаа,knut
528,Farbe::N,будаг,färg
529,Kleidung::N,хувцас,klädsel
530,Hemd::N,цамц,skjorta
531,Kragen::N,зах заам,krage
532,Ärmel::N,ханцуй,ärm
533,Hose::N,өмд,byxor
534,Gürtel::N,бүс,bälte
535,Mütze::N,малгай,mössa
536,Mütze::N,бүрх,mössa
537,Schuh::N,туфли,sko
538,Stiefel::N,гутал,stövel
539,Ring::N,бөгж,ring
540,Band::N,тууз,band
541,Kamm::N,сам,kam
542,Spiegel::N,толь,spegel
543,Riemen::N,тасам,rem
544,Riemen::N,сур,rem
545,Schnur::N,татлага,snöre
546,Leine::N,оосор,lina
547,Decke::N,хөнжил,täcke
548,Decke::N,хучлага,täcke
549,Kissen::N,дэр,dyna
550,Kissen::N,дэр,kudde
551,Tuch::N,алчуур,sjal
552,Tuch::N,даавуу,sjal
553,Handtuch::N,алчуур,handduk
554,Kraft::N,чадал,kraft
555,Kraft::N,хүч,kraft
556,Stärke::N,эрч,styrka
557,Stärke::N,тэнхээ,styrka
558,Gesundheit::N,бие,hälsa
559,Gesundheit::N,эрүүл мэнд,hälsa
560,Krankheit::N,эмгэг,sjukdom
561,Schmerz::N,өвчин,smärta
562,Wunde::N,шарх,sår
563,Fieber::N,халуун,feber
564,Arznei::N,эм,medicin
565,Arznei::N,эм,läkemedel
566,Brücke::N,гүүр,bro
567,Brunnen::N,худаг,brunn
568,Weide::N,бэлчээр,bete
569,Pfad::N,жим,stig
570,Pfad::N,зөрөг,stig
571,Weg::N,зам,väg
572,Weg::N,харгуй,väg
573,Straße::N,зам,gata
574,Straße::N,харгуй,gata
575,Dorf::N,тосгон,by
576,Dorf::N,гацаа,by
577,Stadt::N,хот,stad
578,Brief::N,захидал,brev
579,Brief::N,захиа,brev
580,Buch::N,ном,bok
581,Buch::N,бичиг,bok
582,Buchstabe::N,үсэг,bokstav
583,Zeitung::N,сонин,tidning
584,Leben::N,амь,liv
585,Leben::N,амьдрал,liv
586,Tod::N,үхэл,död
587,Grab::N,булш,grav
588,Kirche::N,сүм,kyrka
589,Sünde::N,нүгэл,synd
590,Sünde::N,хилэнц,synd
591,Gott::N,бурхан,gud
592,Arbeiter::N,ажилчин,arbetare
593,Arbeiter::N,хөдөлмөрчин,arbetare
594,Chef::N,дарга,chef
595,Meister::N,дархан,mästare
596,Arzt::N,эмч,läkare
597,Lehrer::N,багш,lärare
598,Geld::N,цаас,pengar
599,Geld::N,мөнгө,pengar
600,Geschäft::N,наймаа,rörelse
601,Laden::N,дэлгүүр,affär
602,Preis::N,үнэ,pris
603,Ware::N,таваар,vara
604,Ware::N,бараа,vara
605,Nutzen::N,ашиг,gagn
606,Nutzen::N,ашиг,nytta
607,Reichtum::N,баялаг,rikedom
608,Welt::N,дэлхий,värld
609,Welt::N,орчлон,värld
610,Land::N,улс,land
611,Land::N,орон,land
612,Staat::N,төр,stat
613,Staat::N,гүрэн,stat
614,König::N,ван,kung
615,König::N,ван,konung
616,Macht::N,засаг,makt
617,Grenze::N,хил,gräns
618,Krieg::N,дайн,krig
619,Feind::N,дайсан,fiende
620,Gewalt::N,хүчирхэх,våld
621,Kampf::N,тэмцэл,kamp
622,Kampf::N,тэмцэл,strid
623,Kampf::N,байлдаан,kamp
624,Kampf::N,байлдаан,strid
625,Bogen[Waffe]::N,нум,båge
626,Pfeil::N,годил,pil
627,Pfeil::N,сум,pil
628,Gewehr::N,буу,gevär
629,Fehler::N,эндэл,fel
630,Fehler::N,алдаа,fel
631,Lüge::N,худал,lögn
632,Schaden::N,хор,skada
633,Schaden::N,хөнөөл,skada
634,Unglück::N,гай,otur
635,Unglück::N,гай,olycka
636,Unglück::N,гамшиг,otur
637,Unglück::N,гамшиг,olycka
638,Schuld::N,гэм,skuld
639,Schuld::N,буруу,skuld
640,Alter::N,нас,ålder
641,Schluss::N,эцэс,slut
642,Schluss::N,төгсгөл,slut
643,Zeit::N,цаг,tid
644,Tag::N,өдөр,dag
645,Morgen::N,өглөө,morgon
646,Mittag::N,үд,middag
647,Abend::N,үдэш,kväll
648,Nacht::N,шөнө,natt
649,Woche::N,долоо хоног,vecka
650,Monat::N,сар,månad
651,Jahr::N,жил,år
652,Frühling::N,хавар,vår
653,Sommer::N,зун,sommar
654,Herbst::N,намар,höst
655,Winter::N,өвөл,vinter
656,Januar::N,нэгдүгээр сар,januari
657,Februar::N,хоёрдугаар сар,februari
658,März::N,гуравдугаар сар,mars
659,April::N,дөрөвдүгээр сар,april
660,Mai::N,тавдугаар сар,maj
661,Juni::N,зургаадугаар сар,juni
662,Juli::N,долдугаар сар,juli
663,August::N,наймдугаар сар,augusti
664,September::N,есдүгээр сар,september
665,Oktober::N,аравдугаар сар,oktober
666,November::N,арван нэгдүгээр сар,november
667,Dezember::N,арван хоёрдугаар сар,december
668,Montag::N,даваа,måndag
669,Dienstag::N,мягмар,tisdag
670,Mittwoch::N,лхагва,onsdag
671,Donnerstag::N,пүрэв,torsdag
672,Freitag::N,баасан,fredag
673,Samstag::N,бямба,lördag
674,Sonntag::N,ням,söndag
675,groß::A,их,stor
676,groß::A,том,stor
677,klein::A,бага,liten
678,klein::A,жаахан,liten
679,lang::A,урт,lång
680,kurz::A,охор,kort
681,kurz::A,богино,kort
682,breit::A,өргөн,bred
683,schmal::A,уйтан,smal
684,schmal::A,нарийн,smal
685,dicht::A,нягт,tät
686,dicht::A,чигжүү,tät
687,dick[Gegenstand]::A,зузаан,tjock
688,dünn::A,нимгэн,tunn
689,fein::A,нарийн,fin
690,fest::A,бөх,fast
691,fest::A,хатуу,fast
692,flach::A,хавтгай,platt
693,glatt::A,цагаан,glatt
694,hart::A,хатуу,hård
695,weich::A,зөөлөн,mjuk
696,rund::A,дугуй,rund
697,rund::A,дугариг,rund
698,spitz::A,шовх,toppig
699,spitz::A,шовх,spetsig
700,spitz::A,шовгор,toppig
701,spitz::A,шовгор,spetsig
702,scharf::A,хурц,vass
703,scharf::A,хурц,skarp
704,scharf::A,иртэй,vass
705,scharf::A,иртэй,skarp
706,stumpf::A,мохоо,slö
707,schwer::A,хүнд,tung
708,schön::A,гуа,skön
709,schön::A,гуа,vacker
710,schön::A,сайхан,skön
711,schön::A,сайхан,vacker
712,heiß::A,халуун,het
713,warm::A,дулаан,varm
714,kalt::A,хүйтэн,kall
715,kühl::A,сэрүүн,sval
716,kühl::A,сэрүүн,kylig
717,frisch::A,эрүүл,färsk
718,frisch::A,жихүүн,färsk
719,feucht::A,чийгтэй,fuktig
720,nass::A,нойтон,våt
721,trocken::A,хатсан,torr
722,voll::A,дүүрэн,full
723,leer::A,хоосон,tom
724,offen::A,онгорхой,öppen
725,geschlossen::A,битүү,stängd
726,geschlossen::A,хаалтай,stängd
727,sauber::A,цэвэр,ren
728,sauber::A,хиргүй,ren
729,schmutzig::A,бохир,snuskig
730,schmutzig::A,хиртэй,snuskig
731,roh::A,түүхий,rå
732,reif::A,болсон,mogen
733,lecker::A,амттай,läcker
734,süß::A,амттай,söt
735,süß::A,чихэрлэг,söt
736,bitter::A,гашуун,besk
737,bitter::A,гашуун,bitter
738,sauer::A,эсгэлэн,sur
739,hell::A,гэгээн,ljus
740,hell::A,гэрэлтэй,ljus
741,dunkel::A,бараан,mörk
742,dunkel::A,харанхуй,mörk
743,schwarz::A,хар,svart
744,weiß::A,цагаан,vit
745,rot::A,улаан,röd
746,gelb::A,шар,gul
747,blau::A,хөх,blå
748,blau::A,цэнхэр,blå
749,grün::A,ногоон,grön
750,grau::A,орог,grå
751,grau::A,саарал,grå
752,bunt::A,эрээн,brokig
753,billig::A,хямд,billig
754,teuer::A,үнэтэй,dyr
755,wertvoll::A,үнэт,värdefull
756,blind::A,сохор,blind
757,taub::A,чих хатуу,döv
758,kräftig::A,чийрэг,kraftig
759,stark::A,хүчтэй,stark
760,stark::A,чадалтай,stark
761,schwach::A,сул,svag
762,fett::A,тарган,fet
763,fett::A,голигор,fet
764,schlank::A,голшиг,slank
765,hübsch::A,сайхан,snygg
766,hübsch::A,сайхан,vacker
767,hübsch::A,хөөрхөн,snygg
768,hübsch::A,хөөрхөн,vacker
769,böse::A,муу,ond
770,böse::A,муу,elak
771,böse::A,хортой,ond
772,böse::A,хортой,elak
773,dumm::A,тэнэг,dum
774,faul::A,залхуу,lat
775,fleißig::A,чармайлтгай,flitig
776,geizig::A,харамч,snål
777,geizig::A,харамч,girig
778,klug::A,цэцэн,klok
779,geschickt::A,дүйтэй,händig
780,geschickt::A,дүйтэй,skicklig
781,lieb::A,хайрт,kär
782,lieb::A,хайрт,snäll
783,lustig::A,цэнгэлтэй,rolig
784,lustig::A,цэнгэлтэй,lustig
785,sanft::A,наалинхай,mild
786,hungrig::A,өлөн,hungrig
787,hungrig::A,өлссөн,hungrig
788,krank::A,өвчтэй,sjuk
789,nackt::A,нүцгэн,naken
790,traurig::A,гунигт,ledsen
791,traurig::A,гунигт,sorgsen
792,lebendig::A,амьд,levande
793,lebendig::A,амьтай,levande
794,gut::A,сайн,bra
795,schlecht::A,муу,dålig
796,schlecht::A,өөдгүй,dålig
797,richtig::A,зөв,riktig
798,richtig::A,зүйтэй,riktig
799,schlimm::A,муухай,illa
800,wahr::A,үнэн,sann
801,wahr::A,жинхэнэ,sann
802,alt::A,хуучин,gammal
803,neu::A,шинэ,ny
804,ehemalig::A,агсан,forn
805,ehemalig::A,агсан,tidigare
806,ehemalig::A,байсан,forn
807,ehemalig::A,байсан,tidigare
808,alt[Lebewesen]::A,өвгөн,gammal
809,alt[Lebewesen]::A,хижээл,gammal
810,jung::A,залуу,ung
811,arm::A,ядуу,fattig
812,reich::A,баян,rik
813,reich::A,баялаг,rik
814,bekannt::A,танил,känd
815,berühmt::A,цуутай,berömd
816,berühmt::A,алдартай,berömd
817,fremd::A,харь,främmande
818,fremd::A,гадаад,främmande
819,verschieden::A,ондоо,åtskillig
820,verschieden::A,янз янзын,åtskillig
821,nah::A,ойрын,nära
