,Concept_ID,ab,fa
1349,rechnen::V,аҳасабра,حساب کردن
1350,lesen::V,аҧхьара,خواندن
1351,besitzen::V,амазаара,داشتن
1352,kaufen::V,Аахəара,خریدن
1353,kaufen::V,Аахəара,خرید کردن
1354,verkaufen::V,аҭира,فروختن
1355,bezahlen::V,ахҭынҵара,پرداختن
1356,bezahlen::V,ашəара,پرداختن
1357,zahlen::V,ашəара,پرداخت کردن
1358,ertragen::V,ачҳара,تحمل کردن
1359,Moor::N,,باتلاق
1360,Kralle::N,,پنجه
1361,Schwarm::N,,دسته
1362,Sache::N,,چیز
1363,Menge::N,,مقدار
1364,Menge::N,,اندازه
1365,Essen::N,,خوراک
1366,Geschäft::N,,کار
1367,Geschäft::N,,بیزنس
1368,Monat::N,,ماه
1369,Jahr::N,,سال
1370,dünn::A,,نازک
1371,roh::A,,خام
1372,durch::PRP,,از وسط
1373,durch::PRP,,از ميان
1374,was::FPRN,,چه
1375,rauschen::V,,خش‌خش کردن
1376,zu sehen sein::V,,دیده شدن
1377,wenden::V,,برگرداندن
1378,ergreifen::V,,گرفتن
1379,bewahren::V,,حفظ کردن
1380,bewahren::V,,حفاظت کردن
1381,wünschen::V,,آرزو کردن
1382,wiegen::V,,نوسان کردن
1383,treten::V,,لگد زدن
1384,kehren::V,,جارو کردن
1385,malen::V,,نقاشی کردن
1386,zeichnen::V,,کشیدن
1387,zeichnen::V,,رسم کردن
1388,schreiben::V,,نوشتن
1389,beherrschen::V,,مسلط بودن
