,Concept_ID,cy,kn
79,Schnee::N,eira,ಹಿಮ
80,Eis::N,iâ,ಮಂಜುಗಡ್ಡೆ
81,Frost::N,rhew,ಮಂಜು
82,Kälte::N,oerni,ಹಿಮ
83,Kälte::N,annwyd,ಹಿಮ
84,Hitze::N,gwres,ಉಷ್ಣ
85,Raureif::N,barrug,ಇಬ್ಬನಿ
86,Regenbogen::N,enfys,ಇಂದ್ರಚಾಪ
87,Donner::N,tyrfau,ಗುಡುಗು
88,Strömung::N,cerrynt,ಪ್ರವಾಹ
89,Tropfen::N,dafn,ತೊಟ್ಟು
90,Tropfen::N,diferyn,ತೊಟ್ಟು
91,Schaum::N,ewyn,ನೊರೆ
92,Schmutz::N,baw,ಕಸ
93,Schmutz::N,budreddi,ಕಸ
94,See::N,llyn,ಸರೋವರ
95,Sumpf::N,cors,ಜೌಗುಸ್ಥಳ
96,Moor::N,rhos,ಬಂಜರು ಭೂಮಿ
97,Wiese::N,dôl,ಹುಲ್ಲುಗಾವಲು
98,Wald::N,coedwig,ಕಾಡು
99,Hügel::N,bryn,ಗುಡ್ಡೆ
100,Anhöhe::N,bryn,ದಿಬ್ಬ
101,Berg::N,mynydd,ಮಲೆ
102,Berg::N,mynydd,ಪರ್ವತ
103,Gipfel::N,copa,ಶೃಂಗ
104,Höhle::N,ogof,ಗುಹೆ
105,Abhang::N,llethr,ಇಳಿಜಾರು
106,Quelle::N,tarddiad,ಮೂಲ
107,Quelle::N,ffynhonnell,ಮೂಲ
108,Bach::N,nant,ತೊರೆ
109,Bach::N,afonig,ತೊರೆ
110,Bach::N,cornant,ತೊರೆ
111,Fluss::N,afon,ನದಿ
112,Ufer::N,glan,ತೀರ
113,Küste::N,traeth,ದಂಡೆ
114,Küste::N,arfordir,ದಂಡೆ
115,Festland::N,tir,ಭೂಮಿ
116,Meer::N,môr,ಕಡಲು
117,Bucht::N,bae,ಖಾರಿ
118,Insel::N,ynys,ದ್ವೀಪ
119,Blume::N,blodyn,ಸುಮ
120,Gras::N,glaswellt,ಹುಲ್ಲು
121,Wurzel::N,gwreiddyn,ಬೇರು
122,Baum::N,coeden,ಮರ
123,Stamm::N,colfen,ಕಾಂಡ
124,Stamm::N,boncyff,ಕಾಂಡ
125,Rinde::N,rhisgl,ತೂಗಟಿ
126,Ast::N,cangen,ಶಾಖೆ
127,Zweig::N,cainc,ರೆಂಬೆ
128,Zweig::N,cangen,ರೆಂಬೆ
129,Blatt::N,deilen,ಎಲೆ
130,Birke::N,bedwen,ಬರ್ಚ್ ಮರ
131,Kiefer[Baum]::N,pinwydden,ದೇವದಾರು ಮರ
132,Weide[Baum]::N,helygen,ವಿಲೋಮರ
133,Tanne::N,ffynidwydden,ಭದ್ರದಾರು
134,Horn::N,corn,ಕೊಂಬು
135,Feder::N,plufyn,ಪುಕ್ಕ
136,Fell::N,ffwr,ರೋಮ
137,Flügel::N,adain,ರೆಕ್ಕೆ
138,Klaue::N,crafanc,ಪಂಜ
139,Kralle::N,ewin,ಉಗುರು
140,Schwanz::N,cwt,ಬಾಲ
141,Schwanz::N,cynffon,ಬಾಲ
142,Ei::N,wy,ಮೊಟ್ಟೆ
143,Nest::N,nyth,ಗೂಡು
144,Bau::N,ffau,ಅಡಗುದಾಣ
145,Tier::N,anifail,ಪ್ರಾಣಿ
146,Herde::N,praidd,ಗುಂಪು
147,Herde::N,diadell,ಗುಂಪು
148,Kuh::N,buwch,ಹಸು
149,Bulle::N,tarw,ಗೂಳಿ
150,Pferd::N,ceffyl,ಕುದುರೆ
151,Schaf::N,dafad,ಕುರಿ
152,Schwein::N,mochyn,ಹಂದಿ
153,Hund::N,ci,ನಾಯಿ
154,Katze::N,cath,ಬೆಕ್ಕು
155,Bär::N,arth,ಕರಡಿ
156,Eichhörnchen::N,gwiwer,ಉಡುತೆ
157,Elch::N,elc,ಕಡವೆ
158,Fuchs::N,cadno,ನರಿ
159,Hase::N,ysgyfarnog,ಮೊಲ
160,Maus::N,llygoden,ಇಲಿ
161,Wolf::N,blaidd,ತೋಳ
162,Vogel::N,aderyn,ಪಕ್ಷಿ
163,Schwarm::N,haid,ಗುಂಪು
164,Huhn::N,cyw,ಚಿಕ್
165,Hahn::N,ceiliog,ಹುಂಜ
166,Gans::N,gŵydd,ವರಟೆ
167,Adler::N,eryr,ಗರುಡ
168,Ente::N,hwyad,ಬಾತು
169,Eule::N,tylluan,ಗೂಬೆ
170,Kranich::N,garan,ಕೊಕ್ಕರ
171,Kranich::N,crychydd,ಕೊಕ್ಕರ
172,Krähe::N,brân,ಕಾಗೆ
173,Kuckuck::N,cog,ಕೋಗಿಲೆ
174,Kuckuck::N,cwcw,ಕೋಗಿಲೆ
175,Schwan::N,alarch,ಹಂಸಪಕ್ಷಿ
176,Fisch::N,pysgod,ಮೀನು
177,Barsch::N,draenog,ಪರ್ಚ್ ಮೀನು
178,Hecht::N,penhwyad,ಪೈಕ್ ಮೀನು
179,Schlange[Tier]::N,neidr,ಹಾವು
180,Wurm::N,abwydyn,ಹುಳು
181,Wurm::N,pryf genwair,ಹುಳು
182,Spinne::N,cor,ಊರ್ಣನಾಭ
183,Spinne::N,pryf copyn,ಊರ್ಣನಾಭ
184,Ameise::N,morgrugyn,ಇರುವೆ
185,Laus::N,lleuen,ಹೇನು
186,Mücke::N,gwybedyn,ಸೊಳ್ಳೆ
187,Fliege::N,cleren,ನೊಣ
188,Schmetterling::N,glöyn byw,ಪತಂಗ
189,Schmetterling::N,iâr fach yr haf,ಪತಂಗ
190,Beere::N,aeronen,ನಯವಣ್ಣು
191,Apfel::N,afal,ಸೇಬು
192,Pilz::N,madarch,ಅಣಬೆ
193,Zwiebel::N,nionyn,ನೀರುಳ್ಳಿ
194,Zwiebel::N,winwnsyn,ನೀರುಳ್ಳಿ
195,Saat::N,had,ಬಿತ್ತ
196,Korn::N,grawn,ಬೀಜ
197,Heu::N,gwair,ಕರಡ
198,Schale::N,croen,ಹೊಟ್ಟು
199,Schale::N,plisgyn,ಹೊಟ್ಟು
200,Grube::N,pwll,ಗುಂಡಿ
201,Grube::N,pydew,ಗುಂಡಿ
202,Falle::N,magl,ಬೋನು
203,Schlinge::N,cwlwm rhedeg,ಉರುಲು
204,Spur::N,ôl,ಜಾಡು
205,Asche::N,lludw,ಬೂದಿ
206,Dreck::N,baw,ಹೊಲಸು
207,Dreck::N,budreddi,ಹೊಲಸು
208,Eisen::N,haearn,ಕಬ್ಬಿಣ
209,Gold::N,aur,ಚಿನ್ನ
210,Silber::N,arian,ಬೆಳ್ಳಿ
211,Kohle::N,glo,ಕಲ್ಲಿದ್ದಲು
212,Glas::N,gwydr,ಗಾಜು
213,Lehm::N,clai,ಜೇಡಿಮಣ್ಣು
214,Sand::N,tywod,ಮರಳು
215,Mensch::N,dyn,ಪುರುಷ
216,Mann::N,dyn,ಆಳು
217,Frau::N,merch,ಹೆಣ್ಣು
218,Frau::N,gwraig,ಹೆಣ್ಣು
219,Kind::N,plentyn,ಮಗು
220,Junge::N,hogyn,ಹುಡುಗ
221,Junge::N,bachgen,ಹುಡುಗ
222,Mädchen::N,merch,ಹುಡುಗಿ
223,Mädchen::N,geneth,ಹುಡುಗಿ
224,Familie::N,teulu,ಕುಟುಂಬ
225,Familie::N,tylwyth,ಕುಟುಂಬ
226,Großvater::N,taid,ಅಜ್ಜ
227,Großvater::N,tad-cu,ಅಜ್ಜ
228,Großmutter::N,nain,ಅಮ್ಮ
229,Großmutter::N,mam-gu,ಅಮ್ಮ
230,Eltern::N,rhieni,ಹೆತ್ತವರು
231,Vater::N,tad,ತಂದೆ
232,Mutter::N,mam,ಅಮ್ಮ
233,Sohn::N,mab,ಮಗ 
234,Tochter::N,merch,ಮಗಳು
235,Bruder::N,brawd,ತಮ್ಮ
236,Schwester::N,chwaer,ತಂಗಿ
237,Onkel::N,ewythr,ಸೋದರಮಾವ
238,Onkel::N,ewythr,ದೊಡ್ಡಪ್ಪ
239,Tante::N,modryb,ಚಿಕ್ಕಮ್ಮ
240,Ehemann::N,gŵr,ಗಂಡ
241,Ehefrau::N,gwraig,ಹೆಂಡತಿ
242,Freude::N,gorfoledd,ನಲಿವು
243,Gelächter::N,chwerthin,ನಗೆ
244,Glück::N,hapusrwydd,ಆನಂದ
245,Kummer::N,galar,ದುಃಖ
246,Wunsch::N,dymuniad,ಬಯಕೆ
247,Lust::N,chwant,ಇಷ್ಟ
248,Geist::N,ysbryd,ಆತ್ಮ
249,Gedanke::N,meddwl,ಯೋಚನೆ
250,Gedächtnis::N,cof,ಸ್ಮರಣೆ
251,Verstand::N,meddwl,ಮನಸ್ಸು
252,Sinn::N,ystyr,ಅರ್ಥ
253,Grund::N,achos,ಕಾರಣ
254,Grund::N,rheswm,ಕಾರಣ
255,Wahrheit::N,gwir,ಸತ್ಯ
256,Wahrheit::N,gwirionedd,ಸತ್ಯ
257,Gespräch::N,sgwrs,ಸಂಭಾಷಣೆ
258,Märchen::N,chwedl werin,ಸುಳ್ಳು ಕಥೆ
259,Erzählung::N,stori,ಕಥೆ
260,Nachricht::N,neges,ಸಂದೇಶ
261,Neuigkeit::N,newydd,ಸುದ್ದಿ
262,Name::N,enw,ಹೆಸರು
263,Rätsel::N,pos,ಒಗಟು
264,Rede::N,araith,ಮಾತು
265,Sprache::N,iaith,ಭಾಷೆ
266,Stimme::N,llais,ಧ್ವನಿ
267,Wort::N,gair,ಮಾತು
268,Zeichen::N,arwydd,ಗುರುತು
269,Ruf::N,galwad,ಕೂಗು
270,Lärm::N,trwst,ಸದ್ದು
271,Laut::N,sain,ಶಬ್ದ
272,Ton::N,tôn,ನಾದ
273,Lied::N,cân,ಗಾನ
274,Ruhe::N,tawelwch,ಶಾಂತಿ
275,Leute::N,pobl,ಮಂದಿ
276,Volk::N,pobl,ಜನಾಂಗ
277,Arbeit::N,gwaith,ಕೆಲಸ
278,Gast::N,gwestai,ಅತಿಥಿ
279,Geschenk::N,rhodd,ಕಾಣಿಕೆ
280,Geschenk::N,anrheg,ಕಾಣಿಕೆ
281,Spiel::N,chwarae,ಆಟ
282,Gesellschaft::N,cwmni,ಸಂಗ
283,Hilfe::N,cymorth,ಸಹಾಯ
284,Freund::N,cyfaill,ಸ್ನೇಹಿತ
285,Kamerad::N,cydymaith,ಜೊತೆಗಾರ
286,Angelegenheit::N,pwnc,ವಿಚಾರ
287,Anzahl::N,cyfrif,ಎಣಿಕೆ
288,Art::N,bath,ತರ
289,Stück::N,darn,ತುಂಡು
290,Teil::N,rhan,ಭಾಗ
291,Hälfte::N,hanner,ಅರ್ಧ
292,Kreis::N,cylch,ವೃತ್ತ
293,Kreuz::N,croes,ಶಿಲುಬೆ
294,Linie::N,llinell,ರೀಖೆ
295,Strich::N,strôc,ಗೀಟು
296,Strich::N,trawiad,ಗೀಟು
297,Abstand::N,bwlch,ಅಂತರ
298,Abstand::N,pellter,ಅಂತರ
299,Entfernung::N,pellter,ದೂರ
300,Gegend::N,cylch,ವಿಸ್ತೀರ್ಣ
301,Platz::N,lle,ಅಂತರ
302,Ort::N,lle,ಸ್ಥಳ
303,Seite::N,ochr,ಪಕ್ಷ
304,Mitte::N,canol,ನಡು
305,Gegenstand::N,eitem,ವಸ್ತು
306,Sache::N,peth,ವಸ್ತು
307,Rand::N,cwr,ಅಂಚು
308,Rand::N,ymyl,ಅಂಚು
309,Kante::N,min,ಅಂಚು
310,Kante::N,ymyl,ಅಂಚು
311,Ecke::N,cornel,ಮೂಲೆ
312,Spitze::N,blaen,ತುದಿ
313,Ende::N,pen,ಕೊನೆ
314,Loch::N,twll,ತೂತು
315,Winkel::N,congl,ಕೋನ
316,Muster::N,patrwm,ನಮೂನೆ
317,Größe::N,maint,ಪ್ರಮಾಣ
318,Größe::N,maintioli,ಪ್ರಮಾಣ
319,Länge::N,hyd,ಉದ್ದ
320,Höhe::N,uchder,ಎತ್ತರ
321,Gewicht::N,pwysau,ತೂಕ
322,Menge::N,swm,ಮೊತ್ತ
323,Menge::N,maint,ಮೊತ್ತ
324,Haufen::N,pentwr,ರಾಶಿ
325,Reihe::N,rhes,ಸಾಲು
326,Boot::N,cwch,ದೋಣಿ
327,Ruder::N,rhwyf,ಹುಟ್ಟು
328,Schlitten::N,sled,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
329,Schlitten::N,car llusg,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
330,Ski::N,sgi,ಜಾರುಪಟ್ಟಿ
331,Lagerfeuer::N,coelcerth,ಶಿಬಿರಾಗ್ನಿ
332,Last::N,llwyth,ಹೊರೆ
333,Gang::N,tro,ತಿರುಗಾಟ
334,Schritt::N,cam,ಹೆಜ್ಜೆ
335,Norden::N,gogledd,ಉತ್ತರ
336,Süden::N,de,ದಕ್ಷಿಣ
337,Westen::N,gorllewin,ಪಶ್ಚಿಮ
338,Osten::N,dwyrain,ಮೂಡಲು
339,Holz::N,pren,ಚೌಬೀನೆ
340,Brett::N,bwrdd,ಹಲಗೆ
341,Brett::N,astell,ಹಲಗೆ
342,Platte::N,llech,ಹಲಗೆ
343,Stütze::N,ateg,ಆಸರೆ
344,Stütze::N,cynhalydd,ಆಸರೆ
345,Stange::N,polyn,ಕಂಬ
346,Stock::N,ffon,ಕೋಲು
347,Stock::N,brigyn,ಕೋಲು
348,Stab::N,ffon,ದೊಣ್ಣೆ
349,Rohr::N,pibell,ನಳಿಕೆ
350,Haus::N,tŷ,ಮನೆ
351,Heim::N,cartref,ಗೃಹ
352,Ofen::N,stof,ಒಲೆ
353,Fußboden::N,llawr,ನೆಲ
354,Tisch::N,bwrdd,ಮೇಜು
355,Stuhl::N,cadair,ಕುರ್ಚಿ
356,Wiege::N,crud,ತೊಟ್ಟಿಲು
357,Bett::N,gwely,ಹಾಸಿಗೆ
358,Regal::N,silff,ಬೀರು
359,Kiste::N,bocs,ಪಟ್ಟಿಗೆ
360,Kiste::N,blwch,ಪಟ್ಟಿಗೆ
361,Fenster::N,ffenestr,ಕಿಟಕಿ
362,Tür::N,drws,ಬಾಗಿಲು
363,Tor::N,porth,ಹೆಬ್ಬಾಗಿಲು
364,Zaun::N,ffens,ಬೇಲಿ
365,Dach::N,to,ಮಾಳಿಗೆ
366,Leiter::N,ysgol,ಏಣಿ
367,Besen::N,ysgub,ಪೊರಕೆ
368,Spaten::N,rhaw,ಗುದ್ದಲಿ
369,Schaufel::N,rhaw,ಸನಿಕೆ
370,Gabel::N,fforc,ಕವಲು
371,Löffel::N,llwy,ಚಮಚ
372,Messer::N,cyllell,ಚಾಕು
373,Nagel::N,hoel,ಆಣಿ
374,Netz::N,gwe,ಬಲೆ
375,Netz::N,rhwyd,ಬಲೆ
376,Haken::N,bach,ಕೊಂಡಿ
377,Griff::N,carn,ಹಿಡಿ
378,Schloss::N,clo,ವೀಗ
379,Bild::N,llun,ಚಿತ್ರ
380,Bild::N,pictiwr,ಚಿತ್ರ
381,Figur::N,ffigur,ಆಕಾರ
382,Puppe::N,dol,ಗೊಂಬೆ
383,Beutel::N,cwd,ಸಂಚಿ
384,Bündel::N,bwndel,ಕಟ್ಟು
385,Bündel::N,coflaid,ಕಟ್ಟು
386,Tasche::N,cod,ಚೀಲ
387,Eimer::N,bwced,ಬಾನೆ
388,Eimer::N,cunnog,ಬಾನೆ
389,Deckel::N,caead,ಮುಚ್ಚಳ
390,Geschirr::N,llestri,ಭಕ್ಷ್ಯಗಳು
391,Sack::N,sach,ಮೂಟೆ
392,Tasse::N,cwpan,ಬಟ್ಟಲು
393,Topf::N,pot,ಮಡಕೆ
394,Topf::N,crochan,ಮಡಕೆ
395,Kessel::N,tegell,ಕೆಟಲ್
396,Essen::N,pryd o fwyd,ಊಟ
397,Nahrung::N,bwyd,ಆಹಾರ
398,Speise::N,saig,ಊಟ
399,Fleisch::N,cig,ಮಾಂಸ
400,Getreide::N,ŷd,ಧಾನ್ಯ
401,Getreide::N,llafur,ಧಾನ್ಯ
402,Brei::N,uwd,ಗಂಜಿ
403,Brot::N,bara,ರೊಟ್ಟಿ
404,Scheibe::N,tafell,ಹೋಳು
405,Fett::N,saim,ಕೊಬ್ಬು
406,Fett::N,braster,ಕೊಬ್ಬು
407,Butter::N,ymenyn,ಬೆಣ್ಣೆ
408,Öl::N,olew,ಎಣ್ಣೆ
409,Salz::N,halen,ಉಪ್ಪು
410,Suppe::N,cawl,ಎಸರು
411,Honig::N,mêl,ಮಧು
412,Milch::N,llaeth,ಹಾಲು
413,Milch::N,llefrith,ಹಾಲು
414,Tee::N,te,ಚಹ
415,Leder::N,lledr,ಚಕ್ಕಳ
416,Wolle::N,gwlân,ಉಣ್ಣೆ
417,Stoff::N,lliain,ಬಟ್ಟೆ
418,Stoff::N,brethyn,ಬಟ್ಟೆ
419,Nadel::N,nodwydd,ಸೂಜಿ
420,Faden::N,edau,ದಾರ
421,Faden::N,edefyn,ದಾರ
422,Knopf::N,botwm,ಗುಂಡು
423,Knoten::N,cwlwm,ಗಂಟು
424,Farbe::N,paent,ಬಣ್ಣ
425,Kleidung::N,dillad,ಅರಿವೆ
426,Kleidung::N,gwisgoedd,ಅರಿವೆ
427,Hemd::N,crys,ಅಂಗಿ
428,Kragen::N,coler,ಕುತ್ತಿಗೆಪಟ್ಟಿ
429,Ärmel::N,llawes,ತೋಳು
430,Hose::N,trowsus,ಇಜಾರ
431,Gürtel::N,gwregys,ಬೆಲ್ಟು
432,Mütze::N,cap,ಟೋಪಿ
433,Schuh::N,esgid,ಪಾದರಕ್ಷೆ
434,Stiefel::N,botasen,ಬೂಟು
435,Ring::N,modrwy,ಉಂಗುರ
436,Band::N,rhuban,ರಿಬ್ಬನ್
437,Kamm::N,crib,ಹಣಿಗೆ
438,Spiegel::N,drych,ಕನ್ನಡಿ
439,Riemen::N,strap,ಬಾರು
440,Schnur::N,llinyn,ಹುರಿ
441,Leine::N,tennyn,ಹಗ್ಗ
442,Decke::N,blanced,ಕಂಬಳಿ
443,Decke::N,gwrthban,ಕಂಬಳಿ
444,Kissen::N,clustog,ದಿಂಬು
445,Kissen::N,gobennydd,ದಿಂಬು
446,Tuch::N,sgarff,ಕೊರಳ ಬಟ್ಟೆ
447,Handtuch::N,tywel,ಚೌಕ
448,Handtuch::N,lliain sychu,ಚೌಕ
449,Kraft::N,grym,ಬಲ
450,Stärke::N,nerth,ಶಕ್ತಿ
451,Stärke::N,cryfder,ಶಕ್ತಿ
452,Gesundheit::N,iechyd,ಆರೋಗ್ಯ
453,Krankheit::N,afiechyd,ರೋಗ
454,Krankheit::N,anhwylder,ರೋಗ
455,Schmerz::N,poen,ನೋವು
456,Schmerz::N,gwayw,ನೋವು
457,Wunde::N,clwyf,ಗಾಯ
458,Fieber::N,twymyn,ಜ್ವರ
459,Arznei::N,meddyginiaeth,ಔಷಧ
460,Brücke::N,pont,ಸೇತುವೆ
461,Brunnen::N,ffynnon,ಬಾವಿ
462,Weide::N,porfa,ಗೋಮಾಳ
463,Pfad::N,llwybr,ದಾರಿ
464,Weg::N,ffordd,ಹಾದಿ
465,Straße::N,heol,ರಸ್ತೆ
466,Straße::N,ffordd,ರಸ್ತೆ
467,Dorf::N,pentref,ಹಳ್ಳಿ
468,Stadt::N,tref,ಪಟ್ಟಣ
469,Brief::N,llythyr,ಕಾಗದ
470,Buch::N,llyfr,ಪುಸ್ತಕ
471,Buchstabe::N,llythyren,ಅಕ್ಷರ
472,Zeitung::N,papur newydd,ವಾರ್ತಾಪತ್ರಿಕೆ
473,Leben::N,bywyd,ಜೀವನ
474,Tod::N,marwolaeth,ಮರಣ
475,Grab::N,bedd,ಗೋರಿ
476,Kirche::N,eglwys,ಚರ್ಚು
477,Sünde::N,pechod,ಪಾಪ
478,Gott::N,duw,ದೇವರು
479,Arbeiter::N,gweithiwr,ಕೆಲಸಗಾರ
480,Chef::N,pennaeth,ದಣಿ
481,Meister::N,meistr,ಶಿಕ್ಷಕ
482,Arzt::N,meddyg,ವೈದ್ಯ
483,Lehrer::N,athro,ಉಪಾಧ್ಯಾಯ
484,Geld::N,pres,ಹಣ
485,Geld::N,arian,ಹಣ
486,Geschäft::N,busnes,ವಾಣಿಜ್ಯ
487,Laden::N,siop,ಅಂಗಡಿ
488,Preis::N,pris,ಬೆಲೆ
489,Ware::N,nwydd,ಸರಕು
490,Nutzen::N,elw,ಲಾಭ
491,Nutzen::N,budd,ಲಾಭ
492,Reichtum::N,cyfoeth,ಸಂಪತ್ತು
493,Welt::N,byd,ಭೂಲೋಕ
494,Land::N,gwlad,ದೇಶ
495,Staat::N,gwladwriaeth,ರಾಜ್ಯ
496,König::N,brenin,ರಾಜ
497,Macht::N,grym,ಅಧಿಕಾರ
498,Macht::N,awdurdod,ಅಧಿಕಾರ
499,Grenze::N,ffin,ಗಡಿ
500,Grenze::N,goror,ಗಡಿ
501,Krieg::N,rhyfel,ಯುದ್ಧ
502,Feind::N,gelyn,ಶತ್ರು
503,Gewalt::N,ffyrnigrwydd,ಹಿಂಸೆ
504,Kampf::N,brwydr,ಹೋರಾಟ
505,Bogen[Waffe]::N,bwa,ಬಿಲ್ಲು
506,Pfeil::N,saeth,ಅಂಬು
507,Gewehr::N,dryll,ಬಂದೂಕು
508,Fehler::N,gwall,ತಪ್ಪು
509,Fehler::N,camgymeriad,ತಪ್ಪು
510,Lüge::N,celwydd,ಸುಳ್ಳು
511,Lüge::N,anwiredd,ಸುಳ್ಳು
512,Schaden::N,niwed,ಹಾನಿ
513,Schaden::N,difrod,ಹಾನಿ
514,Unglück::N,anffawd,ಅಪಾಯ
515,Schuld::N,bai,ದೋಷ
516,Alter::N,oed,ಮುಪ್ಪು
517,Schluss::N,diwedd,ಮುಕ್ತಾಯ
518,Zeit::N,amser,ಕಾಲ
519,Tag::N,dydd,ದಿನ
520,Tag::N,diwrnod,ದಿನ
521,Morgen::N,bore,ಮುಂಜಾನೆ
522,Mittag::N,nawn,ನಡುಹಗಲು
523,Abend::N,noswaith,ಸಂಜೆ
524,Nacht::N,nos,ರಾತ್ರಿ
525,Woche::N,wythnos,ವಾರ
526,Monat::N,mis,ತಿಂಗಳು
527,Jahr::N,blwyddyn,ಸಂವತ್ಸರ
528,Frühling::N,gwanwyn,ವಸಂತ
529,Sommer::N,haf,ಬಿಸಿಲುಕಾಲ
530,Herbst::N,hydref,ಶರತ್ಕಾಲ
531,Winter::N,gaeaf,ಚಳಿಗಾಲ
532,Januar::N,Ionawr,ನಾಲ್ಚಳಿ
533,Februar::N,Chwefror,ಅಯ್ಚಳಿ
534,März::N,Mawrth,ಮೊಬ್ಬೇಸಿಗೆ
535,April::N,Ebrill,ಇಬ್ಬೇಸಿಗೆ
536,Mai::N,Mai,ಮುಬ್ಬೇಸಿಗೆ
537,Juni::N,Mehefin,ಮೊಮ್ಮಳೆ
538,Juli::N,Gorffennaf,ಇಮ್ಮಳೆ
539,August::N,Awst,ಮುಮ್ಮಳೆ
540,September::N,Medi,ನಾಲ್ಮಳೆ
541,Oktober::N,Hydref,ಮೊಚ್ಚಳಿ
542,November::N,Tachwedd,ಇಚ್ಚಳಿ
543,Dezember::N,Rhagfyr,ಮುಚ್ಚಳಿ
544,Montag::N,dydd Llun,ಸೋಮುವಾರ
545,Dienstag::N,dydd Mawrth,ಮಂಗಳವಾರ
546,Mittwoch::N,dydd Mercher,ಬುಧವಾರ
547,Donnerstag::N,dydd Iau,ಗುರುವಾರ
548,Freitag::N,dydd Gwener,ಶುಕ್ರವಾರ
549,Samstag::N,dydd Sadwrn,ಶನಿವಾರ
550,Sonntag::N,dydd Sul,ಭಾನುವಾರ
551,groß::A,mawr,ದೊಡ್ಡ
552,klein::A,bach,ಪುಟ್ಟ
553,lang::A,hir,ದೀರ್ಘ
554,kurz::A,byr,ಚಕ್ಕ
555,kurz::A,cwta,ಚಕ್ಕ
556,breit::A,llydan,ಅಗಲವಾದ
557,schmal::A,cul,ಇಕ್ಕಟ್ಟಾದ
558,dicht::A,dwys,ದಟ್ಟ
559,dick[Gegenstand]::A,trwchus,ದಟ್ಟ
