,Concept_ID,tt,mhr
102,Tropfen::N,тамчы,чӱча́лтыш
103,Schaum::N,күбек,шоҥ
104,Schmutz::N,пычрак,лавыра́
105,See::N,күл,ер
106,Sumpf::N,саз,лӱ́кӧ
107,Moor::N,торфлык,куп
108,Wiese::N,болын,о́лык
109,Wald::N,урман,чодыра́
110,Hügel::N,калку,арка́
111,Anhöhe::N,үр,тӧва́
112,Anhöhe::N,үр,кӱкшака́
113,Berg::N,тау,ку́рык
114,Gipfel::N,оч,чаҥга́
115,Gipfel::N,оч,курыкву́й
116,Höhle::N,мәгарә,пеще́р
117,Höhle::N,мәгарә,курыкпо́мыш
118,Abhang::N,кабырга,та́йыл
119,Quelle::N,чишмә,важ
120,Quelle::N,чишмә,вӱдшинча́
121,Bach::N,елга,изэҥе́р
122,Fluss::N,дәрья,эҥе́р
123,Ufer::N,су кырые,сер
124,Küste::N,яр буе,вӱдтӱ́р
125,Festland::N,коры җир,мла́нде
126,Meer::N,диңгез,те́ҥыз
127,Bucht::N,бухта,икса́
128,Bucht::N,култык,икса́
129,Insel::N,атау,отро́
130,Insel::N,утрау,отро́
131,Blume::N,чәчкә,пеле́дыш
132,Gras::N,үлән,шу́до
133,Wurzel::N,тамыр,вож
134,Baum::N,агач,пуше́ҥге
135,Stamm::N,кәүсә,йы́тыр
136,Rinde::N,кабык,шӱм
137,Ast::N,ботак,укш
138,Zweig::N,ботак,торма́к
139,Zweig::N,тармак,торма́к
140,Blatt::N,яфрак,лышта́ш
141,Birke::N,каен,куэ́
142,Kiefer[Baum]::N,нарат,пӱ́нчӧ
143,Weide[Baum]::N,тал,уа́
144,Tanne::N,чыршы,кож
145,Horn::N,мөгез,шур
146,Feder::N,йон,пы́стыл
147,Fell::N,тире,кова́ште
148,Flügel::N,канат,шу́лдыр
149,Klaue::N,тырнак,кӱч
150,Kralle::N,тырнак,ла́па
151,Kralle::N,тырнак,копа́
152,Schwanz::N,койрык,поч
153,Ei::N,күкәй,му́но
154,Ei::N,йомырка,му́но
155,Nest::N,оя,пыжа́ш
156,Bau::N,өн,пыжа́ш
157,Tier::N,хайван,я́нлык
158,Tier::N,хайван,живо́тный
159,Herde::N,көтү,кӱ́тӱ
160,Herde::N,көтү,тӱшка́
161,Kuh::N,сыер,ушка́л
162,Bulle::N,үгез,ӱ́шкыж
163,Pferd::N,ат,и́мне
164,Schaf::N,сарык,шо́рык
165,Schwein::N,дуңгыз,сӧсна́
166,Hund::N,эт,пий
167,Katze::N,песи,пы́рыс
168,Bär::N,аю,маска́
169,Eichhörnchen::N,тиен,ур
170,Elch::N,поши,шо́рдо
171,Fuchs::N,төлке,ры́выж
172,Hase::N,куян,мера́ҥ
173,Maus::N,тычкан,коля́
174,Wolf::N,бүре,пи́ре
175,Vogel::N,кош,ка́йык
176,Schwarm::N,көтү,каша́к
177,Huhn::N,тавык,чы́ве
178,Hahn::N,әтәч,агыта́н
179,Gans::N,каз,ко́мбо
180,Adler::N,каракош,карагу́ш
181,Ente::N,үрдәк,лу́до
182,Eule::N,ябалак,тумна́
183,Kranich::N,торна,турня́
184,Krähe::N,карга,кора́к
185,Kuckuck::N,күке,куку́
186,Kuckuck::N,кәккүк,куку́
187,Schwan::N,аккош,йӱ́ксӧ
188,Fisch::N,балык,кол
189,Barsch::N,алабуга,ола́ҥге
190,Hecht::N,чуртан,нуж
191,Hecht::N,чуртан,чорта́н
192,Schlange[Tier]::N,елан,ки́шке
193,Wurm::N,корт,шукш
194,Spinne::N,үрмәкүч,эҥыре́мыш
195,Ameise::N,кырмыска,ку́тко
196,Laus::N,бет,тий
197,Mücke::N,черки,шыҥа́
198,Mücke::N,озынборын,шыҥа́
199,Fliege::N,чебен,ка́рме
200,Schmetterling::N,күбәләк,лы́ве
201,Beere::N,җиләк,мӧр
202,Apfel::N,алма,олма́
203,Pilz::N,гөмбә,по́ҥго
204,Zwiebel::N,суган,шога́н
205,Zwiebel::N,суганбаш,шога́н
206,Saat::N,орлык,нӧ́шмӧ
207,Saat::N,орлык,туш
208,Korn::N,иген,шу́рно
209,Korn::N,орлык,шу́рно
210,Heu::N,печән,шу́до
211,Schale::N,кабык,шӱм
212,Grube::N,баз,выне́м
213,Grube::N,чокыр,выне́м
214,Falle::N,тозак,лӧ́дӧ
215,Falle::N,капкын,лӧ́дӧ
216,Schlinge::N,элмәк,о́птыш
217,Schlinge::N,элмәк,шӧрга́лтыш
218,Spur::N,эз,кыша́
219,Asche::N,көл,ло́мыж
220,Dreck::N,пычрак,лавыра́
221,Eisen::N,тимер,кӱ́ртньӧ
222,Gold::N,алтын,шӧ́ртньӧ
223,Silber::N,көмеш,ший
224,Kohle::N,күмер,мландышӱ́й
225,Glas::N,пыяла,янда́
226,Lehm::N,балчык,шун
227,Sand::N,ком,ошма́
228,Mensch::N,адәм,еҥ
229,Mensch::N,адәм,айде́ме
230,Mensch::N,инсан,еҥ
231,Mensch::N,инсан,айде́ме
232,Mann::N,ир,пӧръе́ҥ
233,Frau::N,хатын,ӱдырама́ш
234,Kind::N,бала,аза́
235,Junge::N,малай,рве́зе
236,Mädchen::N,кыз,ӱдыра́ш
237,Familie::N,гаилә,еш
238,Großvater::N,бабай,коча́
239,Großmutter::N,әби,кова́
240,Eltern::N,ата-ана,ача́-ава́
241,Vater::N,ата,ача́
242,Mutter::N,ана,ава́
243,Sohn::N,ул,э́рге
244,Tochter::N,кыз,ӱ́дыр
245,Bruder::N,кардәш,иза́
246,Bruder::N,кардәш,шо́льо
247,Schwester::N,апа,ака́
248,Schwester::N,сеңел,ака́
249,Onkel::N,дәдә,иза́
250,Onkel::N,дәдәй,иза́
251,Tante::N,түти,кока́
252,Tante::N,тәтәй,кока́
253,Ehemann::N,ир,мари́й
254,Ehefrau::N,хатын,ва́те
255,Freude::N,сөенеч,куа́н
256,Freude::N,сөенеч,куаныма́ш
257,Gelächter::N,көлү,во́штылтыш
258,Gelächter::N,көлеш,во́штылтыш
259,Glück::N,бәхет,пиа́л
260,Kummer::N,хәсрәт,о́йго
261,Wunsch::N,теләк,ку́мыл
262,Lust::N,теләк,ку́мыл
263,Lust::N,теләү,ку́мыл
264,Geist::N,рух,ӧрт
265,Geist::N,рух,чон
266,Gedanke::N,уй,ой
267,Gedanke::N,уй,шоныма́ш
268,Gedanke::N,фикер,ой
269,Gedanke::N,фикер,шоныма́ш
270,Gedächtnis::N,хәтер,шарныма́ш
271,Verstand::N,акыл,уш
272,Sinn::N,мәгънә,смысл
273,Grund::N,сәбәп,ама́л
274,Wahrheit::N,хак,чын
275,Gespräch::N,әңгәмә,мутланыма́ш
276,Märchen::N,әкият,йома́к
277,Erzählung::N,хикәя,ойлыма́ш
278,Nachricht::N,хәбәр,увертарыма́ш
279,Neuigkeit::N,яңалык,уве́р
280,Name::N,исем,лӱм
281,Rätsel::N,табышмак,ту́што
282,Rede::N,нотык,ойлыма́ш
283,Sprache::N,тел,йы́лме
284,Stimme::N,тавыш,йӱк
285,Wort::N,сүз,ой
286,Wort::N,сүз,мут
287,Zeichen::N,ишарә,ти́ште
288,Zeichen::N,ишарә,знак
289,Ruf::N,дәшү,ӱжма́ш
290,Lärm::N,шау,лӱшкыма́ш
291,Lärm::N,шау,йӱк-йӱа́н
292,Laut::N,аваз,йӱк
293,Ton::N,шалтырату,йӱксе́м
294,Lied::N,җыр,му́ро
295,Ruhe::N,тынлык,ты́мык
296,Leute::N,халык,еҥ-влак
297,Volk::N,халык,ка́лык
298,Arbeit::N,эш,паша́
299,Arbeit::N,хезмәт,паша́
300,Gast::N,кунак,уна́
301,Geschenk::N,бүләк,пӧле́к
302,Spiel::N,уен,мо́дыш
303,Spiel::N,уен,модма́ш
304,Gesellschaft::N,җәмгыять,тӱшка́
305,Hilfe::N,ярдәм,по́лыш
306,Hilfe::N,булышлык,по́лыш
307,Freund::N,дус,таҥ
308,Freund::N,дус,йолта́ш
309,Kamerad::N,иптәш,таҥ
310,Angelegenheit::N,эш,паша́
311,Anzahl::N,микъдар,чот
312,Art::N,төр,вид
313,Stück::N,кисәк,ка́тыш
314,Stück::N,кисәк,ла́стык
315,Teil::N,өлеш,ужа́ш
316,Hälfte::N,ярым,пел
317,Hälfte::N,ярым,пе́ле
318,Kreis::N,түгәрәк,ты́ртыш
319,Kreuz::N,хач,ыре́с
320,Kreuz::N,тәре,ыре́с
321,Linie::N,сызык,ли́ний
322,Strich::N,сызык,коре́ш
323,Abstand::N,ара,кокла́
324,Entfernung::N,ераклык,тора́
325,Entfernung::N,ераклык,ку́жыт
326,Gegend::N,урын,кунде́м
327,Platz::N,бушлык,ку́мдык
328,Ort::N,урын,вер
329,Ort::N,урын,о́лмо
330,Seite::N,як,ӧ́рдыж
331,Mitte::N,урта,покше́л
332,Gegenstand::N,нәрсә,наста́
333,Sache::N,нәрсә,наста́
334,Rand::N,чит,тӱр
335,Kante::N,кырый,тӱр
336,Ecke::N,почмак,лук
337,Spitze::N,оч,вуй
338,Ende::N,азак,муча́ш
339,Loch::N,тишек,рож
340,Winkel::N,почмак,лук
341,Muster::N,парча,пеза́к
342,Muster::N,парча,узо́р
343,Muster::N,парча,ӱ́лгӧ
344,Größe::N,зурлык,кӱ́кшыт
345,Länge::N,озынлык,ку́тыш
346,Höhe::N,биеклек,кӱ́кшыт
347,Gewicht::N,авырлык,не́лыт
348,Menge::N,микъдар,чот
349,Haufen::N,өем,кы́шыл
350,Reihe::N,рәт,рада́м
351,Boot::N,каек,пуш
352,Boot::N,көймә,пуш
353,Ruder::N,ишкәк,эшка́к
354,Schlitten::N,чана,тер
355,Schlitten::N,чана,изде́р
356,Ski::N,чаңгы,е́че
357,Lagerfeuer::N,костёр,туло́то
358,Last::N,йөк,нӧ́лтыш
359,Gang::N,йөреш,ошкылма́ш
360,Schritt::N,адым,о́шкыл
361,Norden::N,төньяк,йӱдйыма́л
362,Süden::N,көньяк,кечывалве́л
363,Westen::N,көнбатыш,касве́л
364,Osten::N,шәрык,эрве́л
365,Osten::N,көнчыгыш,эрве́л
366,Holz::N,агач,пу
367,Brett::N,такта,оҥа́
368,Platte::N,плитә,аста́р
369,Stütze::N,таяу,чара́к
370,Stange::N,колга,лома́ш
371,Stock::N,таяк,тоя́
372,Stab::N,таяк,вара́
373,Stab::N,таяк,кашта́
374,Rohr::N,торба,пуч
375,Haus::N,өй,пӧрт
376,Haus::N,йорт,пӧрт
377,Heim::N,гаилә,мӧ́ҥгӧ
378,Heim::N,нәсел,мӧ́ҥгӧ
379,Ofen::N,мич,комака́
380,Fußboden::N,идән,кӱва́р
381,Tisch::N,өстәл,ӱсте́л
382,Stuhl::N,утыргыч,пӱке́н
383,Wiege::N,бишек,шепка́
384,Bett::N,ятак,ва́кшыш
385,Bett::N,урын-җир,ва́кшыш
386,Regal::N,киштә,шӧ́рлык
387,Regal::N,шүрлек,шӧ́рлык
388,Kiste::N,әрҗә,шо́ндык
389,Kiste::N,әрҗә,я́шлык
390,Fenster::N,тәрәзә,окна́
391,Tür::N,ишек,омса́
392,Tor::N,капка,капка́
393,Zaun::N,койма,сава́р
394,Dach::N,түбә,леве́дыш
395,Leiter::N,баскыч,тошка́лтыш
396,Besen::N,себерке,ӱштерво́штыр
397,Spaten::N,көрәк,ко́льмо
398,Schaufel::N,көрәк,сово́к
399,Schaufel::N,көрәк,су́ско
400,Gabel::N,чәннечке,ви́лке
401,Löffel::N,кашык,па́не
402,Löffel::N,кашык,совла́
403,Messer::N,пычак,кӱ́зӧ
404,Nagel::N,кадак,пуда́
405,Netz::N,челтәр,вапш
406,Haken::N,ыргак,са́гыле
407,Griff::N,тотка,кыл
408,Schloss::N,йозак,кӧгӧ́н
409,Bild::N,рәсем,сӱре́т
410,Bild::N,картина,сӱре́т
411,Figur::N,сын,фигу́р
412,Figur::N,фигура,фигу́р
413,Puppe::N,курчак,курча́к
414,Beutel::N,луза,меша́к
415,Bündel::N,бәйләм,арша́ш
416,Tasche::N,букча,сумка́
417,Eimer::N,чиләк,ведра́
418,Deckel::N,капкач,ко́мдыш
419,Geschirr::N,савыт-саба,а́те
420,Geschirr::N,кашык-аяк,а́те
421,Sack::N,капчык,куль
422,Sack::N,капчык,меша́к
423,Tasse::N,чынаяк,чу́кыр
424,Tasse::N,чынаяк,чашка́
425,Topf::N,чүлмәк,ми́ске
426,Kessel::N,казан,под
427,Essen::N,ашау,ко́чкыш
428,Nahrung::N,азык,ку́рго
429,Nahrung::N,тәгам,ку́рго
430,Nahrung::N,ашамлык,ку́рго
431,Speise::N,ризык,ко́чкыш
432,Fleisch::N,ит,шыл
433,Getreide::N,ашлык,шу́рно
434,Brei::N,ботка,пу́чымыш
435,Brot::N,ипи,ки́нде
436,Brot::N,икмәк,ки́нде
437,Scheibe::N,телем,ка́тыш
438,Fett::N,май,коя́
439,Butter::N,май,ӱй
440,Öl::N,май,ӱй
441,Salz::N,тоз,шинча́л
442,Suppe::N,шулпа,шӱр
443,Honig::N,бал,мӱй
444,Milch::N,сөт,шӧр
445,Tee::N,чәй,чай
446,Leder::N,күн,сура́н
447,Leder::N,күн,шӱ́штӧ
448,Wolle::N,йон,пун
449,Stoff::N,тукыма,куэ́м
450,Stoff::N,тукыма,посто́
451,Nadel::N,энә,и́ме
452,Faden::N,җеп,шӱ́ртӧ
453,Knopf::N,төймә,по́лдыш
454,Knoten::N,төен,пышке́м
455,Farbe::N,буяу,чия́
456,Kleidung::N,кием,чие́м
457,Kleidung::N,кием,вурге́м
458,Hemd::N,күлмәк,ту́выр
459,Kragen::N,яка,сога́
460,Ärmel::N,җиң,шокш
461,Hose::N,чалбар,йола́ш
462,Gürtel::N,билбау,ӱ́штӧ
463,Mütze::N,бүрек,упш
464,Schuh::N,башмак,боти́нке
465,Stiefel::N,итек,кем
466,Ring::N,балдак,шерга́ш
467,Band::N,тасма,тасма́
468,Band::N,тасма,ле́нте
469,Kamm::N,тарак,шерге́
470,Spiegel::N,көзге,вошто́нчыш
471,Riemen::N,каеш,кӱзанӱ́штӧ
472,Schnur::N,бау,кере́м
473,Schnur::N,бау,кандыра́
474,Leine::N,тезген,вӱра́ҥ
475,Decke::N,юрган,леве́дыш
476,Decke::N,юрган,одея́л
477,Kissen::N,мендәр,кӱ́пчык
478,Tuch::N,яулык,шо́выч
479,Handtuch::N,сөлгә,со́лык
480,Kraft::N,егәр,вий
481,Kraft::N,егәр,куа́т
482,Kraft::N,дәрман,вий
483,Kraft::N,дәрман,куа́т
484,Stärke::N,көч,куа́т
485,Stärke::N,көч,карма́н
486,Stärke::N,дәрман,куа́т
487,Stärke::N,дәрман,карма́н
488,Gesundheit::N,саулык,таза́лык
489,Krankheit::N,чир,чер
490,Krankheit::N,хаста,чер
491,Krankheit::N,сырхау,чер
492,Schmerz::N,авырту,ко́рштыш
493,Wunde::N,яра,су́сыр
494,Wunde::N,җәрәхәт,су́сыр
495,Fieber::N,бизгәк,йӱштыму́ж
496,Fieber::N,бизгәк,лихора́дке
497,Arznei::N,дару,эм
498,Brücke::N,күпер,кӱва́р
499,Brunnen::N,кое,вӱдвыне́м
500,Weide::N,утлавык,нурше́р
501,Pfad::N,сукмак,йолго́рно
502,Pfad::N,сукмак,сокма́к
503,Weg::N,юл,ко́рно
504,Straße::N,урам,ко́рно
505,Dorf::N,авыл,ял
506,Stadt::N,шәһәр,ола́
507,Brief::N,хат,се́рыш
508,Buch::N,китап,книга́
509,Buchstabe::N,хәреф,буква́
510,Zeitung::N,газет,газе́т
511,Zeitung::N,газета,газе́т
512,Leben::N,гомер,и́лыш
513,Leben::N,тормыш,и́лыш
514,Leben::N,тереклек,и́лыш
515,Tod::N,үлем,колыма́ш
516,Grab::N,гүр,шӱга́р
517,Grab::N,кабер,шӱга́р
518,Kirche::N,чиркәү,че́рке
519,Sünde::N,язык,су́лык
520,Sünde::N,гөнаһ,су́лык
521,Gott::N,алла,ю́мо
522,Gott::N,ходай,ю́мо
523,Arbeiter::N,эшче,паша́зе
524,Chef::N,башлык,тӧра́
525,Meister::N,оста,маста́р
526,Arzt::N,врач,врач
527,Arzt::N,табиб,врач
528,Lehrer::N,укытучы,ту́ныктышо
529,Lehrer::N,мөгаллим,ту́ныктышо
530,Geld::N,акча,окса́
531,Geschäft::N,эш,сатулыма́ш
532,Laden::N,кибет,ке́выт
533,Laden::N,магазин,ке́выт
534,Preis::N,бәя,ак
535,Preis::N,бәһа,ак
536,Ware::N,товар,сату́
537,Nutzen::N,файда,пайда́
538,Reichtum::N,байлык,поя́нлык
539,Welt::N,дөнья,тӱня́
540,Land::N,ил,эл
541,Staat::N,дәүләт,кугыжа́ныш
542,König::N,патша,кугыжа́
543,Macht::N,хакимият,власть
544,Grenze::N,чик,грани́ца
545,Krieg::N,сугыш,сар
546,Feind::N,дошман,тушма́н
547,Gewalt::N,көчләү,виешлыма́ш
548,Kampf::N,көрәш,кредалма́ш
549,Bogen[Waffe]::N,җәя,юҥе́ж
550,Pfeil::N,ук,пикш
551,Gewehr::N,мылтык,пыча́л
552,Fehler::N,хата,йо́ҥылыш
553,Lüge::N,ялган,шоя́к
554,Schaden::N,зыян,зия́н
555,Schaden::N,зарар,зия́н
556,Unglück::N,бәла,эҥге́к
557,Schuld::N,гаеп,тита́к
558,Schuld::N,гаеп,йола́
559,Alter::N,яшь,ийго́т
560,Schluss::N,ахыр,муча́ш
561,Zeit::N,заман,жап
562,Zeit::N,заман,па́гыт
563,Tag::N,көн,ке́че
564,Morgen::N,иртә,эр
565,Mittag::N,өйлә,кечыва́л
566,Abend::N,кич,кас
567,Nacht::N,төн,йӱд
568,Woche::N,атна,арня́
569,Monat::N,ай,ты́лзе
570,Jahr::N,ел,ий
571,Frühling::N,яз,шо́шо
572,Sommer::N,җәй,кеҥе́ж
573,Herbst::N,көз,шы́же
574,Winter::N,кыш,те́ле
575,Januar::N,гыйнвар,шоркыйол
576,Januar::N,гыйнвар,идалыкву́й
577,Januar::N,гыйнвар,янва́рь
578,Februar::N,февраль,пургыж
579,Februar::N,февраль,февра́ль
580,März::N,март,ӱярня
581,März::N,март,март
582,April::N,апрель,апре́ль
583,Mai::N,май,ага
584,Mai::N,май,май
585,Juni::N,июнь,пеледыш
586,Juni::N,июнь,ию́нь
587,Juli::N,июль,сӱрем
588,Juli::N,июль,ию́ль
589,August::N,август,сорла
590,August::N,август,агарма́н
591,August::N,август,а́вгуст
592,September::N,сентябрь,идым
593,September::N,сентябрь,сентя́брь
594,Oktober::N,октябрь,шыжа
595,Oktober::N,октябрь,октя́брь
596,November::N,ноябрь,кылме тылзе
597,November::N,ноябрь,ноя́брь
598,Dezember::N,декабрь,дека́брь
599,Montag::N,дүшәмбе,шо́чмо
600,Dienstag::N,сишәмбе,ку́шкыжмо
601,Mittwoch::N,чәршәмбе,вӱрге́че
602,Donnerstag::N,атнакич,изарня́
603,Donnerstag::N,пәнҗешәмбе,изарня́
604,Freitag::N,җомга,кугарня́
605,Samstag::N,шимбә,шуматке́че
606,Sonntag::N,якшәмбе,рушарня́
607,groß::A,зур,кугу́
608,klein::A,кечкенә,изи́
609,lang::A,озын,кужу́
610,kurz::A,кыска,кӱ́чык
611,breit::A,киң,кумда́
612,schmal::A,кысык,а́ҥысыр
613,dicht::A,куе,ну́гыдо
614,dick[Gegenstand]::A,калын,кӱ́жгӧ
615,dünn::A,нечкә,ви́чкыж
616,fein::A,нәзакәтле,ты́гыде
617,fest::A,нык,чо́ткыдо
618,flach::A,яссы,лапка́
619,flach::A,ялпак,лапка́
620,glatt::A,шома,яклака́
621,hart::A,каты,пе́ҥгыде
622,weich::A,йомшак,пу́шкыдо
623,rund::A,түгәрәк,йырге́шке
624,spitz::A,очлы,коша́р
625,scharf::A,үткен,пӱ́сӧ
626,stumpf::A,үтмәс,токма́к
627,schwer::A,салмак,не́ле
628,schön::A,гүзәл,сы́лне
629,heiß::A,эссе,шо́кшо
630,warm::A,җылы,ле́ве
631,kalt::A,суык,йӱ́штӧ
632,kalt::A,салкын,йӱ́штӧ
633,kühl::A,салкынча,юа́лге
634,kühl::A,салкынча,южгата́
635,frisch::A,салкынча,свежа́
636,feucht::A,юеш,вӱ́дыжгӧ
637,nass::A,дымлы,нӧ́рӧ
638,trocken::A,коры,ку́кшо
639,voll::A,тулы,тич
640,leer::A,буш,яра́
641,offen::A,ачык,виш
642,geschlossen::A,йомык,пе́тырыме
643,geschlossen::A,йомык,тӱ́чмӧ
644,sauber::A,пакь,ару́
645,sauber::A,пакь,янда́р
646,sauber::A,чиста,ару́
647,sauber::A,чиста,янда́р
648,schmutzig::A,керле,лавыра́н
649,schmutzig::A,керле,ла́выргыше
650,schmutzig::A,пычрак,лавыра́н
651,schmutzig::A,пычрак,ла́выргыше
652,roh::A,чи,кӱ́чымӧ
653,reif::A,өлгергән,лӧза́
654,lecker::A,тәмле,ту́тло
655,süß::A,татлы,ше́ре
656,bitter::A,ачы,ко́чо
657,sauer::A,әче,шо́по
658,hell::A,якты,во́лгыдо
659,dunkel::A,кара,пычке́мыш
660,schwarz::A,кара,шола́
661,weiß::A,ак,ош
662,rot::A,кызыл,йошка́р
663,gelb::A,сары,сар
664,blau::A,күк,ка́нде
665,grün::A,яшел,ужа́р
666,grau::A,соры,сур
667,bunt::A,чуар,олача́
668,billig::A,арзан,шу́лдо
669,teuer::A,хаклы,ше́рге
670,wertvoll::A,кыйммәтле,шергака́н
671,blind::A,сукыр,со́кыр
672,blind::A,күзсез,со́кыр
673,taub::A,чукрак,соҥгыра́
674,taub::A,саңгырау,соҥгыра́
675,kräftig::A,егәрле,куа́тле
676,stark::A,нык,вия́н
677,stark::A,базык,вия́н
678,schwach::A,зәгыйфь,а́лдыме
679,fett::A,симез,коя́
680,schlank::A,нәзек,йоштката́
681,schlank::A,нәзек,яжу́
682,hübsch::A,чибәр,чеве́р
683,böse::A,усал,шы́де
684,dumm::A,акылсыз,аҥыра́
685,faul::A,ялкау,його
686,faul::A,иренчәк,його
687,fleißig::A,тырыш,ты́ршыше
688,fleißig::A,тырышучан,ты́ршыше
689,geizig::A,саран,чаҥга́
690,klug::A,акыллы,уша́н
691,geschickt::A,маһир,уста́
692,lieb::A,сөекле,ала́л
693,lustig::A,күңелле,весела́
694,sanft::A,басынкы,ны́жылге
695,hungrig::A,ач,шу́жышо
696,krank::A,чирле,че́рле
697,krank::A,сырхау,че́рле
698,nackt::A,шәрә,чарама́т
699,traurig::A,ямансу,ойга́н
700,lebendig::A,тере,и́лыше
701,gut::A,яхшы,сай
702,schlecht::A,начар,уда́
703,schlecht::A,начар,шӱ́кшӧ
704,richtig::A,дөрес,чы́нле
705,schlimm::A,әшәкә,аля́к
706,schlimm::A,әшәкә,тыра́н
707,wahr::A,чып-чын,чы́нле
708,wahr::A,чып-чын,настоя́щий
709,alt::A,иске,то́што
710,neu::A,яңа,у
711,ehemalig::A,элекке,о́нчычсо
712,ehemalig::A,элекке,онда́кысе
713,alt[Lebewesen]::A,карт,шо́нто
714,jung::A,яшь,са́мырык
715,arm::A,фәкыйрь,нужна́
716,reich::A,бай,поя́н
717,bekannt::A,таныш,па́лыме
718,berühmt::A,атаклы,лӱ́млӧ
719,fremd::A,ят,йот
720,verschieden::A,төрле,тӱ́рлӧ
721,nah::A,якын,ли́шыл
722,fern::A,ерак,тора́
723,fern::A,ерак,мӱ́ндыр
724,linker::A,сул,шола́
725,rechter::A,уң,пурла́
726,anderer::A,бүтән,вес
727,anderer::A,бүтән,мо́ло
728,erster::A,беренче,и́кымше
729,zweiter::A,икенче,ко́кымшо
730,dritter::A,өченче,ку́мшо
731,letzter::A,ахыргы,пыта́ртыш
732,allein::ADV,ялгыз,шкет
733,auf einmal::ADV,бердән,икана́ште
734,zusammen::ADV,бергә,пырля́
735,lange::ADV,озак,кужу́н
736,plötzlich::ADV,искәрмәстән,кенета́
737,sofort::ADV,хәзер,кызыта́к
738,später::ADV,соңрак,варара́к
739,jetzt::ADV,хәзер,ы́нде
