,Concept_ID,ab,en
103,Berg::N,ашьха,mountain
104,Gipfel::N,ацəқəа,summit
105,Höhle::N,аҳаҧы,cave
106,Abhang::N,анаара,slope
107,Quelle::N,аҵҵырҭа,source
108,Bach::N,акəараҷҷа,brook
109,Fluss::N,аӡиас,river
110,Ufer::N,ахықə,shore
111,Küste::N,ахықə,coast
112,Festland::N,абарра,land
113,Meer::N,амшын,sea
114,Bucht::N,аӡбжьахала,cove
115,Insel::N,адгьылбжьаха,island
116,Blume::N,ашəҭ,flower
117,Gras::N,аҳасакьын,grass
118,Wurzel::N,адац,root
119,Baum::N,аҵла,tree
120,Stamm::N,ашьапы,trunk
121,Rinde::N,ацəа,bark
122,Ast::N,амахə,limb
123,Ast::N,амахəҭа,limb
124,Zweig::N,амахə,branch
125,Zweig::N,амахəҭа,branch
126,Blatt::N,абҕьы,leaf
127,Birke::N,аҵааҵла,birch
128,Kiefer[Baum]::N,амза,pine
129,Weide[Baum]::N,аҧслыш,willow
130,Tanne::N,аҧсаӡ,fir
131,Horn::N,атəыҩа,horn
132,Feder::N,ахӡы,feather
133,Fell::N,ацəа,fur
134,Flügel::N,амҵəыжəа,wing
135,Klaue::N,ашьапхыц,claw
136,Schwanz::N,аҵыхəа,tail
137,Ei::N,акəтаӷь,egg
138,Nest::N,аҭра,nest
139,Nest::N,аҵысҭра,nest
140,Bau::N,аҭыҩра,lair
141,Tier::N,аҧстəы,animal
142,Tier::N,агыгшəыг,animal
143,Herde::N,агəарҭа,flock
144,Kuh::N,ажə,cow
145,Bulle::N,ацə,bull
146,Pferd::N,аҽы,horse
147,Schaf::N,ауаса,sheep
148,Schwein::N,аҳəа,pig
149,Hund::N,ала,dog
150,Katze::N,ацгəы,cat
151,Bär::N,амшə,bear
152,Eichhörnchen::N,аеш,squirrel
153,Elch::N,аҽаҩа,elk
154,Fuchs::N,абгахəыҷы,fox
155,Hase::N,ажьа,hare
156,Maus::N,аҳəынаҧ,mouse
157,Wolf::N,абгаду,wolf
158,Vogel::N,аҧсаатə,bird
159,Huhn::N,акəты,chicken
160,Hahn::N,арбаҕь,cock
161,Gans::N,аҟыз,goose
162,Adler::N,ауарба,eagle
163,Ente::N,акəата,duck
164,Eule::N,аты,owl
165,Kranich::N,апҟа,crane
166,Krähe::N,аҟəараан,crow
167,Kuckuck::N,акəыкəу,cuckoo
168,Schwan::N,агьад,swan
169,Fisch::N,аҧсыӡ,fish
170,Barsch::N,ацəыбла,perch
171,Hecht::N,ахиаала,pike
172,Schlange[Tier]::N,амаҭ,snake
173,Wurm::N,ахəа,worm
174,Wurm::N,ахəац,worm
175,Spinne::N,абызкаҭаҳа,spider
176,Ameise::N,ашышкамс,ant
177,Laus::N,аҵа,louse
178,Mücke::N,акəыбры,midge
179,Fliege::N,амҵ,fly
180,Schmetterling::N,аҧарҧалыкь,butterfly
181,Beere::N,аргуц,berry
182,Apfel::N,аҵəа,apple
183,Pilz::N,акəкəбаа,mushroom
184,Zwiebel::N,аџьымшьы,onion
185,Zwiebel::N,аџьымшьхы,onion
186,Saat::N,ажəла,seed
187,Korn::N,арыц,grain
188,Heu::N,аҭəа,hay
189,Schale::N,ацəа,husk
190,Grube::N,ажра,pit
191,Grube::N,атыша,pit
192,Falle::N,арыҧҟьа,trap
193,Schlinge::N,аҟəараҟəантə,noose
194,Spur::N,ашьҭа,track
195,Asche::N,ахəа,ashes
196,Dreck::N,аҳəынҵəа,filth
197,Dreck::N,аҟьамсар,filth
198,Eisen::N,аиха,iron
199,Gold::N,ахьы,gold
200,Silber::N,аразны,silver
201,Kohle::N,арацəа,coal
202,Glas::N,асаркьа,glass
203,Lehm::N,анышəаҧшь,clay
204,Sand::N,аҧслымӡ,sand
205,Mensch::N,ауаҩы,human
206,Mann::N,ахаҵа,man
207,Frau::N,аҧҳəыс,woman
208,Kind::N,ахəыҷы,child
209,Junge::N,аҷкəын,boy
210,Junge::N,ахаҵарҧыс,boy
211,Mädchen::N,аӡӷаб,girl
212,Familie::N,аҭаацəа,family
213,Großvater::N,абду,grandfather
214,Großmutter::N,анду,grandmother
215,Eltern::N,ани аби,parents
216,Vater::N,аб,father
217,Mutter::N,ан,mother
218,Sohn::N,аҧа,son
219,Tochter::N,аҧҳа,daughter
220,Bruder::N,аиашьа,brother
221,Schwester::N,Аҳəшьа,sister
222,Onkel::N,абиашьа,uncle
223,Onkel::N,аншьа,uncle
224,Tante::N,абиаҳəшьа,aunt
225,Ehemann::N,ахаҵа,husband
226,Ehemann::N,аҧшəма,husband
227,Ehefrau::N,аҧҳəыс,wife
228,Freude::N,агəырӷьара,joy
229,Gelächter::N,ачча,laughter
230,Gelächter::N,аччара,laughter
231,Glück::N,аразҟы,happiness
232,Kummer::N,агəырҩа,grief
233,Wunsch::N,агəхəтəы,wish
234,Wunsch::N,аҭахра,wish
235,Lust::N,агəазыҳəара,desire
236,Geist::N,аҧсы,spirit
237,Gedanke::N,ахəыцырҭа,thought
238,Gedächtnis::N,агəынкылара,memory
239,Verstand::N,ахшыҩ,mind
240,Sinn::N,аҵакы,meaning
241,Grund::N,амзыз,reason
242,Wahrheit::N,аиаша,truth
243,Gespräch::N,аиҿцәажәара,talk
244,Märchen::N,алакə,fairy tale
245,Erzählung::N,ажәабжь,story
246,Nachricht::N,адырраҭара,message
247,Neuigkeit::N,ажәабжь ҿыц,news
248,Name::N,ахьӡ,name
249,Rätsel::N,ацуфара,puzzle
250,Rede::N,ажәа,speech
251,Sprache::N,абызшəа,language
252,Stimme::N,абжьы,voice
253,Wort::N,ажәа,word
254,Zeichen::N,адырга,sign
255,Ruf::N,аҿҭы,call
256,Lärm::N,ашьҭыбжь,noise
257,Laut::N,ашьҭыбжь,sound
258,Ton::N,атон,tone
259,Lied::N,ашəа,song
260,Ruhe::N,аҭынчра,calm
261,Leute::N,ауаа,people
262,Volk::N,ажəлар,nation
263,Arbeit::N,аусура,work
264,Gast::N,асас,guest
265,Geschenk::N,аҳамҭа,gift
266,Geschenk::N,аҿанҵа,gift
267,Spiel::N,ахəмарра,game
268,Gesellschaft::N,агəыҧ,company
269,Hilfe::N,ацхыраара,help
270,Freund::N,аҩыза,friend
271,Kamerad::N,Аҧхнагьла,companion
272,Angelegenheit::N,аус,matter
273,Anzahl::N,ахыҧхьаӡара,count
274,Art::N,ахкы,sort
275,Stück::N,аҽыҭ,piece
276,Teil::N,ахəҭа,part
277,Hälfte::N,абжа,half
278,Kreis::N,агьагьа,circle
279,Kreuz::N,аџьар,cross
280,Linie::N,аицтәар,line
281,Strich::N,ацəаҳəа,stroke
282,Abstand::N,абжьара,gap
283,Entfernung::N,абжьара,distance
284,Gegend::N,аҭыҧ,area
285,Platz::N,аҭыҧ,space
286,Ort::N,аҭыҧ,place
287,Seite::N,аган,side
288,Mitte::N,агəҭа,middle
289,Gegenstand::N,амаҭəар,item
290,Rand::N,аҵкар,fringe
291,Kante::N,авардым,edge
292,Ecke::N,акəакь,corner
293,Spitze::N,аҧынҵа,tip
294,Ende::N,анаӡара,end
295,Loch::N,акылҵəара,hole
296,Winkel::N,агҿаҩра,angle
297,Winkel::N,акəындхə,angle
298,Winkel::N,акəакь,angle
299,Muster::N,аҟҟа,pattern
300,Größe::N,изаҟароу,size
301,Länge::N,аура,length
302,Höhe::N,агылара,height
303,Gewicht::N,акапан,weight
304,Haufen::N,ачаҟəа,heap
305,Reihe::N,ацəаҳəа,row
306,Boot::N,анышь,boat
307,Ruder::N,ажəҩа,oar
308,Schlitten::N,ашəаҩауардын,sleigh
309,Ski::N,ашəаҩа,ski
310,Ski::N,ашьахаха,ski
311,Lagerfeuer::N,еиқуу амца,campfire
312,Last::N,ахьанҭара,load
313,Gang::N,аныҟəара,walk
314,Schritt::N,ашьаҿа,step
315,Norden::N,аҩада,north
316,Süden::N,алада,south
317,Westen::N,амраҭашəара,west
318,Osten::N,амрагылара,east
319,Holz::N,амҿымаҭəахə,wood
320,Brett::N,аӷəы,board
321,Platte::N,ахаҳәцәы,slab
322,Stütze::N,аҵаргəа,bracket
323,Stütze::N,агəышьаҟа,bracket
324,Stange::N,акьат,pole
325,Stock::N,алаба,stick
326,Stab::N,акьат,staff
327,Rohr::N,абыкь,pipe
328,Haus::N,аҩны,house
329,Heim::N,аҭаацəа,home
330,Ofen::N,аҳақə,stove
331,Ofen::N,ауаџьаҟ,stove
332,Ofen::N,афрына,stove
333,Fußboden::N,адашьма,floor
334,Tisch::N,аишәа,table
335,Stuhl::N,аҟəардə,chair
336,Wiege::N,агара,cradle
337,Bett::N,акаруаҭ,bed
338,Regal::N,акыӷəра,shelf
339,Kiste::N,аидчаҧала,box
340,Fenster::N,аҧенџьыр,window
341,Tür::N,ашə,door
342,Tor::N,агəашə,gate
343,Zaun::N,аанда,fence
344,Dach::N,ахыб,roof
345,Leiter::N,амардуан,ladder
346,Besen::N,аҧссага,broom
347,Spaten::N,ажыга,spade
348,Schaufel::N,аҭəарӷəы,shovel
349,Gabel::N,ачқьыҧ,fork
350,Löffel::N,амҳаҵə,spoon
351,Messer::N,аҳəызба,knife
352,Nagel::N,аҵəымӷ,nail
353,Netz::N,акаҭа,net
354,Haken::N,аҵəаҳə,hook
355,Griff::N,амаа,handle
356,Schloss::N,асаҧаҭ,lock
357,Bild::N,асахьа,picture
358,Figur::N,афигура,figure
359,Puppe::N,акьанџьа,doll
360,Beutel::N,асакь,pouch
361,Bündel::N,аҿаҳəара,bundle
362,Tasche::N,арҭмаҟ,bag
363,Eimer::N,аведра,bucket
364,Deckel::N,ахҩа,cover
365,Geschirr::N,ачысмаҭəа,dishes
366,Sack::N,асакь,sack
367,Tasse::N,аҵəца,cup
368,Topf::N,акаструлиа,pot
369,Kessel::N,ачуан,kettle
370,Nahrung::N,афатə,food
371,Speise::N,афатə,dish
372,Fleisch::N,акəац,meat
373,Getreide::N,ачакуа,corn
374,Brei::N,ақашь,mush
375,Brot::N,ача,bread
376,Scheibe::N,аҽыҭ,slice
377,Scheibe::N,аҿаҵа,slice
378,Fett::N,ашша,fat
379,Butter::N,ахəша,butter
380,Öl::N,азеҭ,oil
381,Salz::N,аџьыка,salt
382,Suppe::N,асуҧ,soup
383,Honig::N,ацха,honey
384,Milch::N,ахш,milk
385,Tee::N,ачаи,tea
386,Leder::N,ацəа,leather
387,Wolle::N,аласа,wool
388,Stoff::N,Аба,cloth
389,Nadel::N,агəыр,needle
390,Faden::N,арахəыц,thread
391,Knopf::N,аҳəынҵəра,button
392,Knoten::N,аиқəҳəала,knot
393,Farbe::N,ашəыга,paint
394,Kleidung::N,амаҭəа,clothes
395,Hemd::N,акьаҿ,shirt
396,Kragen::N,ахəда,collar
397,Ärmel::N,амаӷра,sleeve
398,Hose::N,аиқəа,trousers
399,Gürtel::N,амаҟа,belt
400,Mütze::N,ахылҧа,cap
401,Schuh::N,аимаа,shoe
402,Stiefel::N,амагə,boot
403,Ring::N,амацəаз,ring
404,Band::N,алента,ribbon
405,Kamm::N,ахҳəа,comb
406,Spiegel::N,асаркьа,mirror
407,Riemen::N,аа,strap
408,Schnur::N,ашаха,string
409,Leine::N,аҕура,leash
410,Decke::N,ахыза,blanket
411,Kissen::N,ахчы,pillow
412,Tuch::N,акасы,scarf
413,Handtuch::N,ампахьшьы,towel
414,Kraft::N,амч,force
415,Stärke::N,амч,strength
416,Gesundheit::N,агəабзиара,health
417,Krankheit::N,ачымазара,illness
418,Schmerz::N,ахьаа,pain
419,Wunde::N,ахəра,wound
420,Fieber::N,ашоура,fever
421,Arznei::N,ахəшə,medicine
422,Brücke::N,ацҳа,bridge
423,Brunnen::N,аҵыџь,well
424,Weide::N,аҳəырҭа,pasture
425,Pfad::N,амхəасҭа,path
426,Weg::N,амҩа,way
427,Straße::N,амҩа,road
428,Dorf::N,ақыҭа,village
429,Stadt::N,ақалақь,town
430,Brief::N,ашəҟəы,letter
431,Buch::N,ашəҟəы,book
432,Buchstabe::N,анбан,character
433,Zeitung::N,агазеҭ,newspaper
434,Leben::N,аҧсҭазаара,life
435,Tod::N,аҧсра,death
436,Grab::N,анышəынҭра,grave
437,Kirche::N,ауахəама,church
438,Sünde::N,агəнаҳа,sin
439,Gott::N,анцəа,god
440,Arbeiter::N,аусуҩ,worker
441,Chef::N,Аиҳабы,boss
442,Meister::N,аҟаза,master
443,Arzt::N,аҳақьым,doctor
444,Lehrer::N,арҵаҩы,teacher
445,Geld::N,аҧара,money
446,Laden::N,амагазин,shop
447,Preis::N,ахə,price
448,Ware::N,атауар,ware
449,Nutzen::N,ақьар,profit
450,Reichtum::N,абеиара,wealth
451,Welt::N,адунеи,world
452,Land::N,атəыла,country
453,Staat::N,аҳəынҭқарра,state
454,König::N,акрал,king
455,Macht::N,амчра,power
456,Grenze::N,аҳəаа,border
457,Krieg::N,аибашьра,war
458,Feind::N,Аҕа,enemy
459,Gewalt::N,ақəымчра,violence
460,Kampf::N,ақəҧара,fight
461,Bogen[Waffe]::N,ахыц,bow
462,Pfeil::N,ахəымпал,arrow
463,Gewehr::N,ашəақь,gun
464,Fehler::N,агха,mistake
465,Lüge::N,амц,lie
466,Schaden::N,аҧырхага,damage
467,Unglück::N,арыцҳара,misfortune
468,Schuld::N,ахара,fault
469,Alter::N,ақəра,age
470,Schluss::N,анҵəамҭа,conclusion
471,Zeit::N,аамта,time
472,Tag::N,амш,day
473,Morgen::N,ашара,morning
474,Morgen::N,ашьыбжь,morning
475,Mittag::N,шьыбжьон,noon
476,Abend::N,ахəылҧаз,evening
477,Abend::N,ахəлбыҽха,evening
478,Nacht::N,аҵх,night
479,Woche::N,амчыбжь,week
480,Frühling::N,ааҕын,spring
481,Sommer::N,аҧхын,summer
482,Herbst::N,ҭагалан,autumn
483,Herbst::N,хкаарачан,autumn
484,Winter::N,аӡын,winter
485,Januar::N,ианвар,January
486,Februar::N,февраль,February
487,März::N,март,March
488,April::N,апрель,April
489,Mai::N,маи,May
490,Juni::N,иуун,June
491,Juli::N,иууль,July
492,August::N,август,August
493,September::N,сентиабр,September
494,Oktober::N,октиабр,October
495,November::N,ноиабр,November
496,Dezember::N,декабр,December
497,Montag::N,ашəахьа,Monday
498,Dienstag::N,аҩаша,Tuesday
499,Mittwoch::N,ахаша,Wednesday
500,Donnerstag::N,аҧшьаша,Thursday
501,Freitag::N,ахəаша,Friday
502,Samstag::N,асабша,Saturday
503,Sonntag::N,амҽыша,Sunday
504,groß::A,аду,big
505,klein::A,амаҷ,little
506,lang::A,ахəхəа,long
507,kurz::A,акьаҿ,short
508,breit::A,аиужь,wide
509,breit::A,аиҵых,wide
510,schmal::A,аҭшəа,narrow
511,dicht::A,аилач,dense
512,dick[Gegenstand]::A,ажəпа,thick
513,fein::A,апа,delicate
514,fein::A,аҵаӷа,delicate
515,fein::A,аӡа,delicate
516,fest::A,аҟаца,firm
517,fest::A,аӷəӷəаҟаца,firm
518,flach::A,ақəаҟьа,flat
519,flach::A,аҧаҟьа,flat
520,glatt::A,аимаҩзы,smooth
521,hart::A,акьакьа,hard
522,weich::A,атата,soft
523,rund::A,акəмпыл,round
524,spitz::A,аҵар,pointed
525,scharf::A,аҵар,sharp
526,stumpf::A,ацагə,blunt
527,schwer::A,ахьанҭа,heavy
528,schön::A,аҧшӡа,beautiful
529,heiß::A,ашы,hot
530,warm::A,аҧха,warm
531,kalt::A,ахьшəашəа,cold
532,kühl::A,ахьшəашəа,cool
533,kühl::A,ицәыхьшәашәоу,cool
534,frisch::A,цқьа,fresh
535,feucht::A,ацəаак,damp
536,nass::A,абааӡа,wet
537,trocken::A,Аба,dry
538,trocken::A,аҩа,dry
539,voll::A,азна,full
540,leer::A,аҭацəы,empty
541,offen::A,аарта,open
542,geschlossen::A,ихҩоу,closed
543,geschlossen::A,иаркыу,closed
544,sauber::A,ацқьа,clean
545,schmutzig::A,аҟьашь,dirty
546,reif::A,Арҭ,ripe
547,reif::A,аҟала,ripe
548,reif::A,иҟалахьоу,ripe
549,lecker::A,ахаа,delicious
550,süß::A,азла,sweet
551,bitter::A,аша,bitter
552,sauer::A,аҵəҵəы,sour
553,hell::A,алаша,bright
554,dunkel::A,алашьца,dark
555,schwarz::A,аиқуаҵәа,black
556,weiß::A,ашкəакəа,white
557,rot::A,аҟаҧшь,red
558,gelb::A,аҩеижь,yellow
559,blau::A,аҽҵәа,blue
560,grün::A,ашьацҧшҭəала,green
561,grün::A,аеҵəа,green
562,grau::A,ацəыш,grey
563,bunt::A,Аилыҕраа,colourful
564,bunt::A,Аилыҕраа,colorful
565,bunt::A,аҕраҷкəын,colourful
566,bunt::A,аҕраҷкəын,colorful
567,billig::A,амариа,cheap
568,teuer::A,амҩан,dear
569,wertvoll::A,кыр иаҕсоу,precious
570,wertvoll::A,акыр иаҕсоу,precious
571,blind::A,алашə,blind
572,taub::A,адагəа,deaf
573,kräftig::A,аӷəӷəа,powerful
574,stark::A,абаҟа,strong
575,schwach::A,акəада,weak
576,fett::A,аҧсыла,fat
577,schlank::A,акала,slim
578,schlank::A,акьалантар,slim
579,schlank::A,аиҿартə,slim
580,hübsch::A,аҧшӡа,pretty
581,böse::A,абааҧсы,evil
582,dumm::A,агаӡа,stupid
583,faul::A,аашьа,lazy
584,fleißig::A,иҟубҷоу,diligent
585,geizig::A,акы,stingy
586,geizig::A,акаҷбеи,stingy
587,geizig::A,аҟəџьыр,stingy
588,klug::A,аҟəыш,clever
589,klug::A,аҟəыӷа,clever
590,geschickt::A,напҟазала,skilful
591,geschickt::A,напҟазала,skillful
592,lieb::A,алашара,dear
593,lustig::A,алах-ҿых,merry
594,lustig::A,игурҕьаччо,merry
595,lustig::A,агурҕьа,merry
596,lustig::A,агурҿыхага,merry
597,sanft::A,атата,gentle
598,sanft::A,аҟəымшəышə,gentle
599,sanft::A,ақьыҧш,gentle
600,hungrig::A,амлашь,hungry
601,krank::A,ачымазаҩ,sick
602,nackt::A,аҟьантаз,naked
603,traurig::A,алахьеиқəҵага,sad
604,lebendig::A,абза,living
605,gut::A,абзиа,good
606,schlecht::A,-хəарҭам,bad
607,richtig::A,иашоу,correct
608,schlimm::A,абааҧсы,nasty
609,wahr::A,агəҭылса,true
610,wahr::A,абзиаҵəҟьа,true
611,alt::A,Ажə,old
612,neu::A,аҿыц,new
613,ehemalig::A,анкьатәи,former
614,alt[Lebewesen]::A,абырг,aged
615,alt[Lebewesen]::A,ақабада,aged
616,alt[Lebewesen]::A,Ажə,aged
617,jung::A,аҟата,young
618,arm::A,ананамга,poor
619,reich::A,абеиа,rich
620,bekannt::A,адыр,familiar
621,berühmt::A,адыр,famous
622,fremd::A,атəым,foreign
623,verschieden::A,Еиуа-еиҧшым,different
624,nah::A,ааигəа,near
625,fern::A,ахара,far
626,linker::A,арма,left
627,rechter::A,арҕьа,right
628,anderer::A,даҽа,other
629,anderer::A,даҽакы,other
630,erster::A,актәи,first
631,zweiter::A,аҩбатəи,second
632,dritter::A,ахҕатәи,third
633,letzter::A,аҵыхəтəантəи,last
634,allein::ADV,мацара,alone
635,auf einmal::ADV,зныкала,at once
636,auf einmal::ADV,зныкҟьара,at once
637,zusammen::ADV,аиц...,together
638,lange::ADV,акыраамҭа,long
639,plötzlich::ADV,иаалырҟьаны,suddenly
640,sofort::ADV,иаразнакҵәҟьа,instantly
641,später::ADV,уажəшьҭаншəа,later
642,jetzt::ADV,уажәы,now
643,heute::ADV,иахьа,today
644,morgen::ADV,уаҵәы,tomorrow
645,bald::ADV,иласны,soon
646,dann::ADV,нас,then
647,gestern::ADV,иацы,yesterday
648,einst::ADV,зны,once
649,damals::ADV,усҟан,at that time
650,danach::ADV,нас,afterwards
651,vorher::ADV,уаанӡа,before
652,zuerst::ADV,азнаказы,at first
653,zuerst::ADV,аҧхьа,at first
654,einmal::ADV,зны,once
655,manchmal::ADV,зны-зынла,sometimes
656,oft::ADV,лассы-лассы,often
657,immer::ADV,енагь,always
658,immer::ADV,еснагь,always
659,niemals::ADV,ианакəызаалак,never
660,hier::ADV,ара,here
661,hier::ADV,абра,here
662,hier::ADV,араҟа,here
663,hierhin::ADV,ара,hither
664,hierhin::ADV,ара,to here
665,hierhin::ADV,ара,here
666,hierhin::ADV,араҟа,hither
667,hierhin::ADV,араҟа,to here
668,hierhin::ADV,араҟа,here
669,von hier::ADV,арантә,hence
670,dort::ADV,уа,there
671,dorthin::ADV,уахь,thither
672,dorthin::ADV,уахь,there
673,dorthin::ADV,уахь,to there
674,dorthin::ADV,анахь,thither
675,dorthin::ADV,анахь,there
676,dorthin::ADV,анахь,to there
677,geradeaus::ADV,ишиашоу,ahead
678,vorwärts::ADV,ҕхьаҟа,forward
679,rückwärts::ADV,шьҭахьла,backward
680,zurück::ADV,шьҭахьҟа,back
681,unten::ADV,лбаа,below
682,hinab::ADV,алада,down
683,oben::ADV,хыхь,above
684,hinauf::ADV,аҩада,up
685,überall::ADV,зегьынцьара,everywhere
686,nicht::ADV,-м,not
687,ein wenig::ADV,ҕыҭк,a little
688,kaum::ADV,аарлаҳәа,hardly
689,kaum::ADV,афергьҳәа,hardly
690,sehr::ADV,даара,very
691,so::ADV,ас,so
692,so::ADV,абас,so
693,noch::ADV,макьана,still
694,nur::ADV,заҵәык,only
695,schon::ADV,уажәшьҭа,already
696,schon::ADV,аиҳа ипоу,already
697,wieder::ADV,ҿыц,again
698,wieder::ADV,дырҩегь,again
699,wieder::ADV,дырҩегьых,again
700,vergebens::ADV,баша,in vain
701,vor::PRP,аҕхьа,in front of
702,hinter::PRP,нхыҵ,behind
703,unter::PRP,амҵа,under
704,unter::PRP,амҵан,under
705,neben::PRP,ааигуара,next to
706,zwischen::PRP,абжьара,between
707,wegen::PRP,-иззы,because of
708,wegen::PRP,-ҟнытә,because of
709,dies::PRN,ари,this
710,dies::PRN,абри,this
711,das::PRN,Абни,that
712,das::PRN,убри,that
713,alles::PRN,зегьы,everything
714,ich::PRN,са,I
715,ich::PRN,сара,I
716,du::PRN,бара,you
717,du::PRN,бара,thou
718,er::PRN,иара,he
719,wir::PRN,ҳара,we
720,ihr::PRN,шәара,you
721,sie::PRN,дара,they
722,wer::FPRN,дарбан,who
723,wo::FADV,иабыкуу,where
724,wo::FADV,аба-,where
725,wo::FADV,ахь-,where
726,wohin::FADV,иабыкуу,where ... to
727,wohin::FADV,иабыкуу,where to
728,wohin::FADV,иабыкуу,where
729,wohin::FADV,аба-,where ... to
730,wohin::FADV,аба-,where to
731,wohin::FADV,аба-,where
732,wohin::FADV,ахь-,where ... to
733,wohin::FADV,ахь-,where to
734,wohin::FADV,ахь-,where
735,wie::FADV,-шҕа,how
736,warum::FADV,избан,why
737,wieviel::FNUM,заҟа,how much
738,eins::NUM,акы,one
739,eins::NUM,аӡәы,one
740,zwei::NUM,ҩба,two
741,drei::NUM,хҕа,three
742,vier::NUM,ҕшьба,four
743,fünf::NUM,хəба,five
744,sechs::NUM,фба,six
745,sieben::NUM,Бжьба,seven
746,acht::NUM,ааба,eight
747,neun::NUM,жәба,nine
748,zehn::NUM,жәаба,ten
749,elf::NUM,жәеизатәи,eleven
750,zwölf::NUM,жәаҩа,twelve
751,zwanzig::NUM,ҩажәа,twenty
752,dreißig::NUM,ҩажәижәабатәи,thirty
753,vierzig::NUM,ҩынҩажәа,forty
754,fünfzig::NUM,ҩынҩажәеижәаба,fifty
755,sechzig::NUM,хынҩажәа,sixty
756,siebzig::NUM,хынҩажәижәаба,seventy
757,achtzig::NUM,ҕшьынҩажәа,eighty
758,neunzig::NUM,ҕшьынҩажәижәаба,ninety
759,hundert::NUM,шәкы,a hundred
760,tausend::NUM,зқьы,a thousand
761,und::CNJ,-и,and
762,oder::CNJ,ма,or
763,stehen::V,агылазаара,stand
764,sitzen::V,атəара,sit
765,sitzen::V,атəа(заа)ра,sit
766,liegen::V,аиара,lie
767,hängen::V,акнаҳара,hang
768,werden::V,аҟалара,become
769,passieren::V,аҟалара,happen
770,beginnen::V,алагара,begin
771,enden::V,алгара,end
772,wechseln::V,аҽыҧсахра,change
