,Concept_ID,hr,sah
54,Knochen::N,kost,уҥгуох
55,Herz::N,srce,сүрэх
56,Magen::N,stomak,куртах
57,Magen::N,želudac,куртах
58,Leber::N,jetra,быар
59,Atem::N,dah,тыын
60,Hunger::N,glad,аас
61,Träne::N,suza,харах уута
62,Geschmack::N,ukus,амтан
63,Geruch::N,njuh,сыт
64,Geruch::N,miris,сыт
65,Schlaf::N,san,утуйуу
66,Traum::N,san,түүл
67,Himmel::N,nebo,халлаан
68,Sonne::N,sunce,күн
69,Mond::N,mjesec,ый
70,Stern::N,zvijezda,сулус
71,Luft::N,zrak,салгын
72,Wind::N,vjetar,тыал
73,Welle::N,val,долгун
74,Welle::N,val,балхаан
75,Welle::N,talas,долгун
76,Welle::N,talas,балхаан
77,Wasser::N,voda,уу
78,Stein::N,kamen,таас
79,Boden::N,tlo,сир
80,Boden::N,zemlja,сир
81,Erde::N,zemlja,буор
82,Staub::N,prah,быыл
83,Staub::N,prašina,быыл
84,Rauch::N,dim,буруо
85,Funke::N,iskra,кыым
86,Funke::N,varnica,кыым
87,Feuer::N,vatra,уот
88,Licht::N,svjetlo,уот
89,Schatten::N,hlad,күлүк
90,Schatten::N,sjena,күлүк
91,Wetter::N,vrijeme,күн-дьыл
92,Nebel::N,magla,туман
93,Wolke::N,oblak,былыт
94,Regen::N,kiša,самыыр
95,Schnee::N,snijeg,хаар
96,Eis::N,led,муус
97,Frost::N,mraz,тымныы
98,Kälte::N,studen,тымныы
99,Kälte::N,hladnoća,тымныы
100,Hitze::N,vrućina,куйаас
101,Raureif::N,inje,кырыа
102,Regenbogen::N,duga,кустук
103,Donner::N,grom,этиҥ
104,Donner::N,grmljavina,этиҥ
105,Strömung::N,struja,сүүрүк
106,Strömung::N,strujanje,сүүрүк
107,Tropfen::N,kap,таммах
108,Tropfen::N,kap,хааппыла
109,Tropfen::N,kaplja,таммах
110,Tropfen::N,kaplja,хааппыла
111,Schaum::N,pjena,күүгэн
112,Schmutz::N,nečistoća,кир
113,Schmutz::N,prljavština,кир
114,See::N,jezero,күөл
115,Sumpf::N,bara,бадараан
116,Moor::N,močvara,дьэбэрэ
117,Wiese::N,livada,ходуһа
118,Wald::N,šuma,ойуур
119,Hügel::N,brijeg,булгунньах
120,Hügel::N,brežuljak,булгунньах
121,Anhöhe::N,uzvišica,үрдэл
122,Berg::N,brdo,хайа
123,Gipfel::N,vrh,чыпчаал
124,Höhle::N,pećina,хайа_хаспаҕа
125,Höhle::N,pećina,көҥүс
126,Höhle::N,spilja,хайа_хаспаҕа
127,Höhle::N,spilja,көҥүс
128,Abhang::N,obronak,эниэ
129,Abhang::N,nizbrdica,эниэ
130,Quelle::N,izvor,дьүүктэ
131,Quelle::N,vrelo,дьүүктэ
132,Bach::N,potok,үрүйэ
133,Fluss::N,rijeka,өрүс
134,Ufer::N,obala,биэрэк
135,Küste::N,obala,кытыл
136,Küste::N,morska obala,кытыл
137,Festland::N,kopno,кураанах сир
138,Meer::N,more,муора
139,Bucht::N,zaliv,хомо
140,Bucht::N,zaliv,бухта
141,Insel::N,ada,арыы
142,Insel::N,otok,арыы
143,Blume::N,cvijet,сибэкки
144,Gras::N,trava,от
145,Wurzel::N,korijen,силис
146,Baum::N,drvo,мас
147,Baum::N,stablo,мас
148,Stamm::N,deblo,умнас
149,Stamm::N,stablo,умнас
150,Rinde::N,kora,хатырык
151,Ast::N,grana,мутук
152,Zweig::N,grana,лабаа
153,Blatt::N,list,сэбирдэх
154,Birke::N,breza,хатыҥ
155,Kiefer[Baum]::N,bor,бэс
156,Weide[Baum]::N,iva,үөт
157,Weide[Baum]::N,iva,талах
158,Weide[Baum]::N,vŕba,үөт
159,Weide[Baum]::N,vŕba,талах
160,Tanne::N,jela,харыйа
161,Horn::N,rog,муос
162,Feder::N,pero,куорсун
163,Fell::N,koža,тирии
164,Flügel::N,krilo,кынат
165,Klaue::N,papak,тыҥырах
166,Kralle::N,pandža,баппаҕай
167,Schwanz::N,rep,кутурук
168,Ei::N,jaje,сымыыт
169,Nest::N,gnijezdo,уйа
170,Bau::N,jazbina,хороон
171,Tier::N,životinja,кыыл
172,Tier::N,životinja,харамай
173,Herde::N,krdo,үөр
174,Herde::N,stado,үөр
175,Kuh::N,krava,ынах
176,Bulle::N,bik,оҕус
177,Pferd::N,konj,сылгы
178,Schaf::N,ovca,овца
179,Schwein::N,svinja,сибиинньэ
180,Hund::N,pas,ыт
181,Hund::N,pseto,ыт
182,Katze::N,mačka,куоска
183,Bär::N,medvjed,эһэ
184,Eichhörnchen::N,vjeverica,тииҥ
185,Elch::N,los,тайах
186,Fuchs::N,lisica,саһыл
187,Hase::N,zec,куобах
188,Maus::N,miš,кутуйах
189,Wolf::N,vuk,бөрө
190,Wolf::N,kurjak,бөрө
191,Vogel::N,ptica,көтөр
192,Schwarm::N,roj,бөлөх
193,Schwarm::N,jato,бөлөх
194,Huhn::N,kokoš,куурусса
195,Hahn::N,kokot,бөтүүк
196,Hahn::N,pijevac,бөтүүк
197,Gans::N,guska,хаас
198,Adler::N,orao,хотой
199,Ente::N,patka,кус
200,Eule::N,sova,мэкчиргэ
201,Kranich::N,ždral,туруйа
202,Krähe::N,vrana,тураах
203,Kuckuck::N,kukavica,кэҕэ
204,Schwan::N,labud,куба
205,Fisch::N,riba,балык
206,Barsch::N,grgeč,алыһар
207,Hecht::N,štuka,сордон
208,Schlange[Tier]::N,guja,моҕой
209,Schlange[Tier]::N,guja,эриэн үөн
210,Schlange[Tier]::N,zmija,моҕой
211,Schlange[Tier]::N,zmija,эриэн үөн
212,Wurm::N,crv,үөн
213,Spinne::N,pauk,ооҕуй
214,Ameise::N,mrav,кымырдаҕас
215,Laus::N,uš,быт
216,Mücke::N,komarac,кумаар
217,Fliege::N,muha,сахсырҕа
218,Schmetterling::N,leptir,лыах
219,Schmetterling::N,leptir,үрүмэччи
220,Beere::N,boba,отон
221,Beere::N,bobica,отон
222,Apfel::N,jabuka,яблоко
223,Pilz::N,pečurka,тэллэй
224,Zwiebel::N,luk,луук
225,Zwiebel::N,kapula,луук
226,Saat::N,sjemenje,сиэмэ
227,Korn::N,zrno,сиэмэ
228,Heu::N,sijeno,от
229,Schale::N,kora,хах
230,Schale::N,ljuska,хах
231,Grube::N,jama,дьаама
232,Falle::N,zamka,сохсо
233,Falle::N,klopka,сохсо
234,Schlinge::N,uzao,уктаа
235,Schlinge::N,petlja,уктаа
236,Spur::N,trag,суол
237,Spur::N,slijed,суол
238,Asche::N,pepeo,күл
239,Dreck::N,blato,бадараан
240,Eisen::N,željezo,тимир
241,Gold::N,zlato,көмүс
242,Gold::N,zlato,кыһыл көмүс
243,Silber::N,srebro,көмүс
244,Silber::N,srebro,үрүҥ көмүс
245,Kohle::N,ugalj,чох
246,Kohle::N,ugljen,чох
247,Glas::N,staklo,өстүөкүлэ
248,Lehm::N,glina,туой
249,Lehm::N,ilovača,туой
250,Sand::N,pijesak,кумах
251,Mensch::N,čovjek,киһи
252,Mann::N,muškarac,эр
253,Frau::N,žena,дьахтар
254,Kind::N,čedo,оҕо
255,Kind::N,dijete,оҕо
256,Junge::N,momče,уол
257,Junge::N,dječak,уол
258,Mädchen::N,djevojka,кыыс оҕо
259,Mädchen::N,djevojčica,кыыс оҕо
260,Familie::N,obitelj,кэргэн
261,Familie::N,porodica,кэргэн
262,Großvater::N,djed,эһэ
263,Großmutter::N,baka,эбэ
264,Eltern::N,roditelji,аҕа-ийэ
265,Vater::N,otac,аҕа
266,Mutter::N,majka,ийэ
267,Sohn::N,sin,уол
268,Tochter::N,kći,кыыс
269,Tochter::N,kćerka,кыыс
270,Bruder::N,brat,убай
271,Bruder::N,brat,быраат
272,Schwester::N,sestra,аҕас
273,Schwester::N,sestra,балыс
274,Onkel::N,čika,таай
275,Onkel::N,čika,абаҕа
276,Onkel::N,ujak,таай
277,Onkel::N,ujak,абаҕа
278,Tante::N,ujna,эдьиий
279,Tante::N,tetka,эдьиий
280,Ehemann::N,muž,эр
281,Ehemann::N,suprug,эр
282,Ehefrau::N,žena,ойох
283,Ehefrau::N,supruga,ойох
284,Freude::N,radost,үөрүү
285,Gelächter::N,grohot,күлүү
286,Glück::N,sreća,дьол
287,Glück::N,sreća,соргу
288,Kummer::N,jad,кутурҕан
289,Kummer::N,briga,кутурҕан
290,Wunsch::N,želja,баҕарыы
291,Lust::N,volja,баҕа
292,Geist::N,duh,тыын
293,Gedanke::N,misao,санаа
294,Gedächtnis::N,pamćenje,өй
295,Verstand::N,um,өй
296,Verstand::N,razum,өй
297,Sinn::N,smisao,суолта
298,Sinn::N,značenje,суолта
299,Grund::N,razlog,төрүөт
300,Wahrheit::N,istina,кырдьык
301,Gespräch::N,razgovor,бэсиэдэ
302,Gespräch::N,razgovor,кэпсэтии
303,Märchen::N,bajka,остуоруйа
304,Erzählung::N,priča,кэпсээн
305,Erzählung::N,pripovijest,кэпсээн
306,Nachricht::N,vijest,биллэриллии
307,Neuigkeit::N,novost,сонун
308,Name::N,ime,аат
309,Rätsel::N,zagonetka,таабырын
310,Rede::N,govor,этии
311,Rede::N,besjeda,этии
312,Sprache::N,jezik,тыл
313,Stimme::N,glas,куолас
314,Wort::N,riječ,тыл
315,Zeichen::N,znak,бэлиэ
316,Ruf::N,povik,ыҥырыы
317,Ruf::N,poklik,ыҥырыы
318,Lärm::N,buka,айдаан
319,Lärm::N,galama,айдаан
320,Laut::N,zvuk,тыас
321,Ton::N,ton,дорҕоон
322,Lied::N,pjesma,ырыа
323,Ruhe::N,tišina,уу чуумпу
324,Ruhe::N,počinak,уу чуумпу
325,Leute::N,ljudi,дьон
326,Volk::N,puk,дьон
327,Volk::N,puk,норуот
328,Volk::N,narod,дьон
329,Volk::N,narod,норуот
330,Arbeit::N,rad,үлэ
331,Arbeit::N,posao,үлэ
332,Gast::N,gost,ыалдьыт
333,Geschenk::N,dar,бэлэх
334,Geschenk::N,poklon,бэлэх
335,Spiel::N,igra,оонньуу
336,Gesellschaft::N,društvo,общество
337,Gesellschaft::N,kompanija,общество
338,Hilfe::N,pomoć,көмө
339,Freund::N,prijatelj,доҕор
340,Kamerad::N,drug,атас
341,Kamerad::N,drugar,атас
342,Angelegenheit::N,posao,дьыала
343,Anzahl::N,broj,ахсаан
344,Anzahl::N,brojnost,ахсаан
345,Art::N,vid,биис
346,Art::N,vrst,биис
347,Stück::N,komad,кырбас
348,Teil::N,dio,ирээт
349,Hälfte::N,polovina,аҥар
350,Kreis::N,krug,төгүрүк
351,Kreis::N,krug,төгүрүмтэ
352,Kreuz::N,križ,кириэс
353,Linie::N,crta,сурааһын
354,Strich::N,crta,сурааһын
355,Abstand::N,razmak,арыт
356,Abstand::N,odstojanje,арыт
357,Entfernung::N,udaljenost,ыраах
358,Gegend::N,kraj,сир
359,Gegend::N,predeo,сир
360,Platz::N,mjesto,арыт
361,Ort::N,mjesto,сир
362,Seite::N,bok,өрүт
363,Seite::N,bok,сирэй
364,Seite::N,strana,өрүт
365,Seite::N,strana,сирэй
366,Mitte::N,sredina,орто
367,Gegenstand::N,predmet,предмет
368,Sache::N,posao,мал
369,Rand::N,rub,кытыы
370,Rand::N,rub,ойоҕос
371,Rand::N,kraj,кытыы
372,Rand::N,kraj,ойоҕос
373,Kante::N,brid,кырыы
374,Kante::N,ivica,кырыы
375,Ecke::N,ugao,муннук
376,Spitze::N,vrh,чыпчаал
377,Spitze::N,šiljak,чыпчаал
378,Ende::N,konac,төбө
379,Loch::N,rupa,тэһэҕэс
380,Loch::N,rupa,дьөлөҕөс
381,Winkel::N,kut,муннук
382,Winkel::N,ugao,муннук
383,Muster::N,uzor,оһуор
384,Größe::N,veličina,кээмэй
385,Länge::N,duljina,уста
386,Höhe::N,visina,үрдүк
387,Gewicht::N,težina,ыйааһын
388,Menge::N,mnoštvo,ахсаан
389,Menge::N,količina,ахсаан
390,Haufen::N,hrpa,чөмчөх
391,Haufen::N,gomila,чөмчөх
392,Reihe::N,red,кэккэ
393,Boot::N,čun,оҥочо
394,Boot::N,čamac,оҥочо
395,Ruder::N,veslo,эрдии
396,Schlitten::N,saone,сыарҕа
397,Ski::N,ski,хайыһар
398,Ski::N,smučka,хайыһар
399,Lagerfeuer::N,logorska vatra,кутаа
400,Last::N,tovar,ыарахан
401,Gang::N,hod,хаамыы
402,Schritt::N,korak,хардыы
403,Norden::N,sjever,хоту
404,Süden::N,jug,соҕуруу
405,Westen::N,zapad,арҕаа
406,Osten::N,istok,илин
407,Holz::N,drvo,мас
408,Brett::N,daska,дуоска
409,Brett::N,daska,хаптаһын
410,Platte::N,ploča,билиитэ
411,Stütze::N,potpora,тулааһын
412,Stange::N,motka,ураҕас
413,Stock::N,štap,мас
414,Stock::N,štap,баалкы
415,Stock::N,palica,мас
416,Stock::N,palica,баалкы
417,Stab::N,štap,ураҕас
418,Stab::N,šipka,ураҕас
419,Rohr::N,cijev,турба
420,Haus::N,kuća,дьиэ
421,Heim::N,dom,дьиэ
422,Ofen::N,peć,оһох
423,Fußboden::N,pod,муоста
424,Tisch::N,stol,остуол
425,Tisch::N,trpeza,остуол
426,Stuhl::N,stolac,устуул
427,Stuhl::N,stolica,устуул
428,Wiege::N,kolijevka,биһик
429,Bett::N,krevet,кырабаат
430,Bett::N,postelja,кырабаат
431,Regal::N,polica,долбуур
432,Kiste::N,sanduk,дьааһык
433,Fenster::N,prozor,түннүк
434,Tür::N,vrata,аан
435,Tor::N,vrata,аан
436,Tor::N,kapija,аан
437,Zaun::N,plot,соппулуот
438,Zaun::N,ograda,соппулуот
439,Dach::N,krov,кырыыса
440,Leiter::N,ljestve,кирилиэс
441,Leiter::N,ljestvice,кирилиэс
442,Besen::N,metla,миинньик
443,Spaten::N,ašov,күрдьэх
444,Schaufel::N,lopata,күрдьэх
445,Gabel::N,viljuška,биилкэ
446,Löffel::N,žlica,луоска
447,Messer::N,nož,быһах
448,Nagel::N,čavao,тоһоҕо
449,Netz::N,mreža,илим
450,Haken::N,kuka,көхө
451,Griff::N,držak,ук
452,Griff::N,držak,тутаах
453,Griff::N,ručica,ук
454,Griff::N,ručica,тутаах
455,Schloss::N,brava,күлүүс
456,Bild::N,slika,хартыына
457,Figur::N,figura,фигура
458,Puppe::N,lutka,куукула
459,Beutel::N,kesa,мөһөөччук
460,Bündel::N,snop,баайыы
461,Bündel::N,svežanj,баайыы
462,Tasche::N,torba,суумка
463,Tasche::N,taška,суумка
464,Eimer::N,kabao,биэдэрэ
465,Deckel::N,poklopac,хаппах
466,Geschirr::N,suđe,иһит
467,Geschirr::N,posuđe,иһит
468,Sack::N,džak,куул
469,Sack::N,vreća,куул
470,Tasse::N,šalica,сэлиэнэй
471,Topf::N,lonac,көстүрүүҥкэ
472,Kessel::N,kazan,хочуол
473,Essen::N,obrok,аһылык
474,Nahrung::N,hrana,ас
475,Speise::N,jelo,аһылык
476,Fleisch::N,meso,эт
477,Getreide::N,žito,злактар
478,Getreide::N,žitarice,злактар
479,Brei::N,kaša,хааһы
480,Brot::N,kruh,килиэп
481,Scheibe::N,kriška,куһуок
482,Fett::N,mast,сыа
483,Fett::N,salo,сыа
484,Butter::N,buter,арыы
485,Butter::N,maslac,арыы
486,Öl::N,ulje,арыы
487,Salz::N,sol,туус
488,Suppe::N,supa,мин
489,Honig::N,med,мүөт
490,Milch::N,mlijeko,үүт
491,Tee::N,čaj,чэй
492,Leder::N,koža,тирии
493,Wolle::N,vuna,түү
494,Stoff::N,štof,таҥас
495,Stoff::N,tkanina,таҥас
496,Nadel::N,igla,иннэ
497,Faden::N,nit,сап
498,Faden::N,konac,сап
499,Knopf::N,dugme,тимэх
500,Knoten::N,čvor,түмүк
501,Knoten::N,uzao,түмүк
502,Farbe::N,farba,кырааска
503,Kleidung::N,odjeća,таҥас
504,Hemd::N,košulja,ырбаахы
505,Kragen::N,ovratnik,саҕа
506,Ärmel::N,rukav,сиэх
507,Hose::N,hlače,ыстаан
508,Hose::N,hlače,бүрүүкэ
509,Gürtel::N,pas,кур
510,Gürtel::N,pojas,кур
511,Mütze::N,kapa,бэргэһэ
512,Schuh::N,cipela,бачыыҥка
513,Stiefel::N,čizma,саппыкы
514,Ring::N,prsten,биһилэх
515,Band::N,vrpca,лиэнтэ
516,Kamm::N,češalj,тараах
517,Spiegel::N,zrcalo,сиэркилэ
518,Spiegel::N,ogledalo,сиэркилэ
519,Riemen::N,kaiš,кур
520,Riemen::N,remen,кур
521,Schnur::N,vrpca,быа
522,Leine::N,uzica,тэһиин
523,Decke::N,ćebe,суорҕан
524,Decke::N,pokrivač,суорҕан
525,Kissen::N,jastuk,сыттык
526,Tuch::N,rubac,былаат
527,Tuch::N,marama,былаат
528,Handtuch::N,ručnik,соттор
529,Kraft::N,snaga,сыра
530,Stärke::N,jakost,күүс
531,Gesundheit::N,zdravlje,доруобуйа
532,Krankheit::N,bolest,ыарыы
533,Schmerz::N,bol,ыарыы
534,Wunde::N,rana,баас
535,Fieber::N,groznica,түрүлгэн
536,Fieber::N,groznica,лихорадка
537,Fieber::N,groznica,температура
538,Arznei::N,lijek,эмп
539,Brücke::N,most,күргэ
540,Brücke::N,ćuprija,күргэ
541,Brunnen::N,bunar,холуодьас
542,Brunnen::N,zdenac,холуодьас
543,Weide::N,paša,мэччирэҥ
544,Weide::N,pašnjak,мэччирэҥ
545,Pfad::N,staza,ыллык
546,Weg::N,put,суол
547,Straße::N,drum,суол
548,Straße::N,cesta,суол
549,Dorf::N,selo,дэриэбинэ
550,Stadt::N,grad,куорат
551,Stadt::N,varoš,куорат
552,Brief::N,list,сурук
553,Brief::N,pismo,сурук
554,Buch::N,knjiga,кинигэ
555,Buchstabe::N,slovo,буква
556,Zeitung::N,novine,хаһыат
557,Leben::N,život,тыын
558,Tod::N,smrt,өлүү
559,Grab::N,raka,иин
560,Kirche::N,crkva,таҥара дьиэтэ
561,Sünde::N,grijeh,айыы
562,Gott::N,bog,тангара
563,Arbeiter::N,radnik,үлэһит
564,Chef::N,šef,баһылык
565,Chef::N,šef,начальник
566,Meister::N,majstor,уус
567,Meister::N,majstor,маастар
568,Arzt::N,liječnik,врач
569,Lehrer::N,učitelj,учуутал
570,Geld::N,novac,харчы
571,Geschäft::N,posao,идэ
572,Geschäft::N,trgovina,идэ
573,Laden::N,dućan,маҕаһыын
574,Preis::N,cijena,сыана
575,Ware::N,roba,табаар
576,Nutzen::N,korist,туһа
577,Reichtum::N,bogatstvo,баай
578,Welt::N,svijet,аан дойду
579,Land::N,zemlja,дойду
580,Staat::N,država,государство
581,König::N,kralj,король
582,Macht::N,moć,былаас
583,Macht::N,vlast,былаас
584,Grenze::N,granica,кыраныысса
585,Krieg::N,rat,сэрии
586,Feind::N,neprijatelj,өстөөх
587,Gewalt::N,sila,күүһүлээһин
588,Gewalt::N,nasilje,күүһүлээһин
589,Kampf::N,boj,охсуһуу
590,Kampf::N,borba,охсуһуу
591,Bogen[Waffe]::N,luk,ох
592,Pfeil::N,strijela,ох
593,Gewehr::N,puška,саа
594,Fehler::N,pogreška,сыыһа
595,Fehler::N,griješka,сыыһа
596,Lüge::N,laž,сымыйа
597,Schaden::N,šteta,хоромньу
598,Unglück::N,nesreća,алдьархай
599,Schuld::N,krivnja,буруй
600,Alter::N,dob,саас
601,Schluss::N,kraj,тиһэх
602,Schluss::N,konac,тиһэх
603,Zeit::N,doba,бириэмэ
604,Zeit::N,vrijeme,бириэмэ
605,Tag::N,dan,күн
606,Morgen::N,jutro,сарсыарда
607,Mittag::N,podne,күн ортото
608,Abend::N,veče,киэһэ
609,Abend::N,večer,киэһэ
610,Nacht::N,noć,түүн
611,Woche::N,sedmica,нэдиэлэ
612,Monat::N,mjesec,ый
613,Jahr::N,godina,сыл
614,Jahr::N,godina,дьыл
615,Frühling::N,proljeće,саас
616,Sommer::N,ljeto,сайын
617,Herbst::N,jesen,күһүн
618,Winter::N,zima,кыһын
619,Januar::N,januar,тохсунньу
620,Januar::N,siječanj,тохсунньу
621,Februar::N,veljača,олунньу
622,Februar::N,februar,олунньу
623,März::N,mart,кулун тутар
624,März::N,ožujak,кулун тутар
625,April::N,april,муус устар ый
626,April::N,travanj,муус устар ый
627,Mai::N,maj,ыам ыйа
628,Mai::N,svibanj,ыам ыйа
629,Juni::N,juni,бэс ыйа
630,Juni::N,lipanj,бэс ыйа
631,Juli::N,juli,от ыйа
632,Juli::N,srpanj,от ыйа
633,August::N,august,атырдьах ыйа
634,August::N,kolovoz,атырдьах ыйа
635,September::N,rujan,балаҕан ыйа
636,September::N,septembar,балаҕан ыйа
637,Oktober::N,oktobar,алтынньы
638,Oktober::N,listopad,алтынньы
639,November::N,studeni,сэтинньи
640,November::N,novembar,сэтинньи
641,Dezember::N,prosinac,ахсынньы
642,Montag::N,ponedjeljak,бэнидиэнньик
643,Montag::N,ponedjeljnik,бэнидиэнньик
644,Dienstag::N,utorak,оптуорунньук
645,Dienstag::N,utornik,оптуорунньук
646,Mittwoch::N,srijeda,сэрэдэ
647,Donnerstag::N,četvrtak,чэппиэр
648,Freitag::N,petak,бээтинсэ
649,Samstag::N,subota,субуота
650,Sonntag::N,nedjelja,баскыһыанньа
651,groß::A,velik,бөдөҥ
652,groß::A,velik,улахан
653,klein::A,mali,кыр
654,klein::A,malen,кыр
655,lang::A,dug,уһун
656,lang::A,dugačak,уһун
657,kurz::A,kratak,кылгас
658,breit::A,širok,кэтит
659,schmal::A,uski,кыараҕас
660,schmal::A,uzak,кыараҕас
661,dicht::A,gust,хойуу
662,dick[Gegenstand]::A,debeo,суон
663,dick[Gegenstand]::A,debeo,хойуу
664,dünn::A,tanak,чараас
665,fein::A,fin,бытархай
666,fein::A,fin,синньигес
667,fein::A,tanak,бытархай
668,fein::A,tanak,синньигес
669,fest::A,čvrst,бөҕө
670,fest::A,čvrst,кытаанах
671,flach::A,ravan,хаптаҕай
672,flach::A,plosnat,хаптаҕай
673,glatt::A,gladak,кылааккай
674,hart::A,tvrd,хатан
675,hart::A,tvrd,кытаанах
676,weich::A,mek,сымнаҕас
677,weich::A,mekan,сымнаҕас
678,rund::A,okrugao,төгүрүк
679,spitz::A,oštar,сытыы
680,spitz::A,oštar,уһуктаах
681,spitz::A,šiljast,сытыы
682,spitz::A,šiljast,уһуктаах
683,scharf::A,oštar,сытыы
684,scharf::A,bridak,сытыы
685,stumpf::A,tup,сыппах
686,schwer::A,težak,ыарахан
687,schön::A,krasan,кыраһыабай
688,heiß::A,vruć,итии
689,warm::A,topao,ичигэс
690,kalt::A,hladan,тымныы
691,kühl::A,hladan,сөрүүн
692,frisch::A,svjež,ыраас
693,frisch::A,svjež,сөрүүн
694,frisch::A,svjež,тымныы
695,feucht::A,vlažan,сииктээх
696,nass::A,mokar,инчэҕэй
697,trocken::A,suh,кураан
698,voll::A,pun,толору
699,leer::A,prazan,иччитэх
700,offen::A,otvoren,аһаҕас
701,geschlossen::A,zatvoren,бүтэй
702,sauber::A,čist,сэбэр
703,schmutzig::A,nečist,кирдээх
704,schmutzig::A,blatan,кирдээх
705,roh::A,sirov,сиикэй
706,reif::A,zreo,буспут
707,reif::A,zreo,сиппит-хоппут
708,lecker::A,tečan,минньигэс
709,lecker::A,ukusan,минньигэс
710,süß::A,sladak,минньигэс
711,bitter::A,gorak,аһыы
712,sauer::A,kiseo,аһыы
713,hell::A,vedar,сырдык
714,hell::A,svijetao,сырдык
715,dunkel::A,taman,хараҥа
716,schwarz::A,crn,хара
717,weiß::A,bio,үрүҥ
718,weiß::A,bio,маҥан
719,weiß::A,bijel,үрүҥ
720,weiß::A,bijel,маҥан
721,rot::A,crven,кыһыл
722,gelb::A,žut,саһархай
723,blau::A,plav,күөх
724,blau::A,modar,күөх
725,grün::A,zelen,күөх
726,grün::A,zelen,от күөҕэ
727,grau::A,siv,сиэрэй
728,bunt::A,šaren,эриэн
729,billig::A,jeftin,чэпчэки
730,teuer::A,skup,сыаналаах
731,wertvoll::A,vrijedan,сыаналаах
732,wertvoll::A,dragocjen,сыаналаах
733,blind::A,slijep,хараҕа суох
734,taub::A,gluh,дьүлэй
735,kräftig::A,snažan,модун
736,stark::A,jak,күүстээх
737,stark::A,snažan,күүстээх
738,schwach::A,slab,мөлтөх
739,fett::A,pretio,эмис
740,schlank::A,vitak,дьылҕан
741,schlank::A,vitak,дьыпсаҕай
742,hübsch::A,zgodan,олус кэрэ
743,hübsch::A,zgodan,көрүөхтэн үчүгэй
744,böse::A,zao,өһүөннээх
745,böse::A,opak,өһүөннээх
746,dumm::A,glup,акаары
747,faul::A,lijen,нэс
748,fleißig::A,radin,кыһамньылаах
749,fleißig::A,marljiv,кыһамньылаах
750,geizig::A,škrt,иҥсэлээх
751,klug::A,razborit,өйдөөх
752,geschickt::A,vješt,наһаа дьоҕурдаах
753,lieb::A,drag,тапталлаах
754,lustig::A,veseo,көрдөөх
755,sanft::A,blag,намчы
756,sanft::A,blag,сымнаҕас
757,hungrig::A,gladan,аччык
758,krank::A,bolestan,ыалдьар
759,nackt::A,nag,сыгынньах
760,traurig::A,tužan,санаарҕабыллаах
761,traurig::A,žalostan,санаарҕабыллаах
762,lebendig::A,živ,тыыннаах
763,gut::A,dobar,үтүө
764,gut::A,dobar,үчүгэй
765,schlecht::A,loš,куһаҕан
766,schlecht::A,rđav,куһаҕан
767,richtig::A,tačan,сөп
768,richtig::A,ispravan,сөп
769,schlimm::A,zao,сидьиҥ
770,schlimm::A,zao,быдьар
771,schlimm::A,zločest,сидьиҥ
772,schlimm::A,zločest,быдьар
773,wahr::A,istinit,кырдьык
774,alt::A,star,былыргы
775,neu::A,nov,саҥа
776,ehemalig::A,bivši,урукку
777,alt[Lebewesen]::A,star,кырдьаҕас
778,jung::A,mlad,эдэр
779,arm::A,ubog,дьадаҥы
780,arm::A,siromašan,дьадаҥы
