,Concept_ID,sq,pt
70,Stern::N,yll,estrela
71,Luft::N,ajër,ar
72,Wind::N,erë,vento
73,Welle::N,valë,onda
74,Welle::N,dallgë,onda
75,Wasser::N,ujë,água
76,Stein::N,gur,pedra
77,Boden::N,tokë,solo
78,Boden::N,truall,solo
79,Erde::N,dhe,terra
80,Erde::N,baltë,terra
81,Staub::N,pluhur,pó
82,Rauch::N,tym,fumo
83,Funke::N,xixë,faísca
84,Funke::N,xixë,centelha
85,Funke::N,shkëndijë,faísca
86,Funke::N,shkëndijë,centelha
87,Feuer::N,zjarr,fogo
88,Licht::N,dritë,luz
89,Schatten::N,hije,sombra
90,Wetter::N,mot,tempo
91,Nebel::N,mjegull,nevoeiro
92,Wolke::N,re,nuvem
93,Regen::N,shi,chuva
94,Schnee::N,borë,neve
95,Eis::N,akull,gelo
96,Frost::N,ngricë,gelo
97,Frost::N,ngricë,geada
98,Kälte::N,të ftohtë,frio
99,Hitze::N,vapë,ardor
100,Hitze::N,nxehtësi,ardor
101,Raureif::N,cikmë,geada
102,Regenbogen::N,ylber,arco-iris
103,Donner::N,gjëmim,trovão
104,Donner::N,bubullimë,trovão
105,Strömung::N,rrymë,corrente
106,Tropfen::N,pikë,gota
107,Schaum::N,shkumë,espuma
108,Schmutz::N,baltë,sujidade
109,Schmutz::N,baltë,imundície
110,See::N,liqen,lago
111,Sumpf::N,batak,charco
112,Sumpf::N,batak,pântano
113,Moor::N,kënetë,pântano
114,Wiese::N,livadh,prado
115,Wald::N,pyll,bosque
116,Wald::N,pyll,floresta
117,Hügel::N,kodër,colina
118,Anhöhe::N,bregore,alto
119,Anhöhe::N,bregore,outeiro
120,Berg::N,mal,monte
121,Berg::N,mal,montanha
122,Gipfel::N,kulm,pico
123,Höhle::N,shpellë,caverna
124,Höhle::N,zgafelle,caverna
125,Abhang::N,shpat,encosta
126,Abhang::N,tatëpjetë,encosta
127,Quelle::N,krua,fonte
128,Quelle::N,burim,fonte
129,Bach::N,virua,regato
130,Bach::N,virua,ribeiro
131,Fluss::N,lumë,rio
132,Ufer::N,breg,beira
133,Küste::N,anëdet,costa
134,Küste::N,bregdet,costa
135,Festland::N,kontinent,terra firme
136,Meer::N,det,mar
137,Bucht::N,gji deti,baía
138,Insel::N,ishull,ilha
139,Insel::N,ujdhesë,ilha
140,Blume::N,lule,flor
141,Gras::N,bar,erva
142,Wurzel::N,rrënjë,raiz
143,Baum::N,pemë,árvore
144,Stamm::N,trung,tronco
145,Rinde::N,lëvore,casca
146,Ast::N,degë,ramo
147,Zweig::N,bisk,galho
148,Blatt::N,fletë,folha
149,Blatt::N,gjethe,folha
150,Birke::N,mështekën,bétula
151,Kiefer[Baum]::N,pishë,pinheiro
152,Weide[Baum]::N,shelg,salgueiro
153,Tanne::N,bredh,abeto
154,Horn::N,bri,corno
155,Horn::N,bri,chifre
156,Feder::N,pupël,pena
157,Fell::N,lëkurë,pele
158,Flügel::N,krah,asa
159,Flügel::N,fletë,asa
160,Klaue::N,kthetër,pata
161,Kralle::N,thua,unha
162,Kralle::N,thua,garra
163,Kralle::N,kthetër,unha
164,Kralle::N,kthetër,garra
165,Schwanz::N,bisht,rabo
166,Schwanz::N,bisht,cauda
167,Ei::N,vezë,ovo
168,Nest::N,fole,ninho
169,Bau::N,strofkë,toca
170,Bau::N,strofkë,covil
171,Tier::N,kafshë,animal
172,Herde::N,kope,rebanho
173,Herde::N,grigjë,rebanho
174,Kuh::N,lopë,vaca
175,Bulle::N,dem,touro
176,Pferd::N,kalë,cavalo
177,Schaf::N,dele,ovelha
178,Schwein::N,derr,porco
179,Hund::N,qen,cão
180,Katze::N,mace,gata
181,Bär::N,ari,urso
182,Eichhörnchen::N,ketër,esquilo
183,Elch::N,dre brilopatë,alce
184,Fuchs::N,dhelpër,raposa
185,Hase::N,lepur,lebre
186,Maus::N,mi,rato
187,Wolf::N,ujk,lobo
188,Vogel::N,zog,ave
189,Vogel::N,zog,pássaro
190,Vogel::N,shpend,ave
191,Vogel::N,shpend,pássaro
192,Schwarm::N,luzmë,bando
193,Schwarm::N,luzmë,enxame
194,Huhn::N,pulë,galinha
195,Hahn::N,gjel,galo
196,Hahn::N,këndes,galo
197,Gans::N,patë,ganso
198,Adler::N,shqiponjë,águia
199,Ente::N,rosë,pata
200,Eule::N,buf,mocho
201,Eule::N,buf,coruja
202,Kranich::N,lejlek,grou
203,Kranich::N,kurrillë,grou
204,Krähe::N,sorrë,gralha
205,Kuckuck::N,qyqe,cuco
206,Schwan::N,mjellmë,cisne
207,Fisch::N,peshk,peixe
208,Barsch::N,purtekë,perca
209,Hecht::N,mlysh,lúcio
210,Schlange[Tier]::N,gjarpër,serpente
211,Wurm::N,krimb,verme
212,Spinne::N,marimangë,aranha
213,Ameise::N,thnegël,formiga
214,Ameise::N,milingonë,formiga
215,Laus::N,morr,piolho
216,Mücke::N,kunup,mosquito
217,Mücke::N,mushkonjë,mosquito
218,Fliege::N,mizë,mosca
219,Schmetterling::N,flutur,borboleta
220,Beere::N,frutë,bago
221,Beere::N,manaferrë,bago
222,Apfel::N,mollë,maçã
223,Pilz::N,kërpudhë,fungo
224,Pilz::N,kërpudhë,cogumelo
225,Zwiebel::N,qepë,cebola
226,Saat::N,farë,sementeira
227,Korn::N,grurë,grão
228,Korn::N,kokërr,grão
229,Heu::N,sanë,feno
230,Schale::N,lëkurë,casca
231,Grube::N,gropë,cova
232,Grube::N,gropë,fossa
233,Falle::N,kurth,armadilha
234,Falle::N,grackë,armadilha
235,Schlinge::N,nyjë,laço
236,Spur::N,gjurmë,pista
237,Spur::N,gjurmë,vestígio
238,Asche::N,hi,cinza
239,Dreck::N,baltë,sujidade
240,Eisen::N,hekur,ferro
241,Gold::N,ar,ouro
242,Gold::N,flori,ouro
243,Silber::N,argjend,prata
244,Kohle::N,qymyr,carvão
245,Glas::N,qelq,vidro
246,Lehm::N,argjilë,barro
247,Lehm::N,argjilë,argila
248,Sand::N,rërë,areia
249,Mensch::N,njeri,homem
250,Mensch::N,njeri,pessoa
251,Mann::N,burrë,homem
252,Mann::N,mashkull,homem
253,Frau::N,grua,mulher
254,Frau::N,femër,mulher
255,Kind::N,kalama,filho
256,Kind::N,kalama,criança
257,Junge::N,djalë,rapaz
258,Junge::N,djalë,menino
259,Mädchen::N,gocë,menina
260,Mädchen::N,gocë,rapariga
261,Mädchen::N,vajzë,menina
262,Mädchen::N,vajzë,rapariga
263,Familie::N,familje,família
264,Großvater::N,gjysh,avô
265,Großmutter::N,gjyshe,avó
266,Eltern::N,prindër,pais
267,Vater::N,atë,pai
268,Mutter::N,nënë,mãe
269,Sohn::N,bir,filho
270,Tochter::N,bijë,filha
271,Bruder::N,vëlla,irmão
272,Schwester::N,motër,irmã
273,Onkel::N,dajë,tio
274,Onkel::N,xhaxha,tio
275,Tante::N,teze,tia
276,Tante::N,hallë,tia
277,Ehemann::N,burrë,esposo
278,Ehemann::N,bashkëshort,esposo
279,Ehefrau::N,grua,esposa
280,Ehefrau::N,bashkëshorte,esposa
281,Freude::N,gaz,prazer
282,Freude::N,gaz,alegria
283,Freude::N,gëzim,prazer
284,Freude::N,gëzim,alegria
285,Gelächter::N,qeshje,risada
286,Gelächter::N,qeshje,gargalhada
287,Glück::N,lumturi,felicidade
288,Kummer::N,brengë,aflição
289,Kummer::N,brengë,desgosto
290,Kummer::N,pikëllim,aflição
291,Kummer::N,pikëllim,desgosto
292,Wunsch::N,dëshirë,desejo
293,Lust::N,epsh,vontade
294,Lust::N,dashuri,vontade
295,Geist::N,frymë,mente
296,Geist::N,frymë,espírito
297,Geist::N,shpirt,mente
298,Geist::N,shpirt,espírito
299,Gedanke::N,ide,ideia
300,Gedanke::N,ide,pensamento
301,Gedanke::N,mendim,ideia
302,Gedanke::N,mendim,pensamento
303,Gedächtnis::N,kujtesë,memória
304,Verstand::N,mend,razão
305,Verstand::N,mend,inteligência
306,Sinn::N,kuptim,sentido
307,Sinn::N,kuptim,significado
308,Grund::N,arsye,causa
309,Grund::N,arsye,motivo
310,Wahrheit::N,vërtetë,verdade
311,Gespräch::N,bisedim,conversa
312,Gespräch::N,bisedim,conversação
313,Märchen::N,përrallë,conto
314,Erzählung::N,tregim,conto
315,Erzählung::N,tregim,narrativa
316,Nachricht::N,lajm,mensagem
317,Neuigkeit::N,risi,notícia
318,Neuigkeit::N,risi,novidade
319,Name::N,emër,nome
320,Rätsel::N,gjëzë,adivinha
321,Rätsel::N,gjëegjëzë,adivinha
322,Rede::N,fjalim,oração
323,Rede::N,fjalim,discurso
324,Sprache::N,gjuhë,língua
325,Stimme::N,zë,voz
326,Wort::N,fjalë,palavra
327,Zeichen::N,shenjë,marca
328,Ruf::N,thirrmë,grito
329,Ruf::N,thirrmë,chamada
330,Lärm::N,zhurmë,ruído
331,Lärm::N,zhurmë,barulho
332,Laut::N,tingull,som
333,Ton::N,ton,tom
334,Lied::N,këngë,canção
335,Ruhe::N,qetësi,calma
336,Ruhe::N,qetësi,silêncio
337,Leute::N,botë,gente
338,Leute::N,botë,pessoas
339,Leute::N,njerëz,gente
340,Leute::N,njerëz,pessoas
341,Volk::N,popull,povo
342,Volk::N,popull,nação
343,Arbeit::N,punë,trabalho
344,Gast::N,mik,hóspede
345,Gast::N,mik,convidado
346,Gast::N,mysafir,hóspede
347,Gast::N,mysafir,convidado
348,Geschenk::N,dhuratë,prenda
349,Geschenk::N,dhuratë,presente
350,Geschenk::N,peshqesh,prenda
351,Geschenk::N,peshqesh,presente
352,Spiel::N,lojë,jogo
353,Gesellschaft::N,shoqëri,companhia
354,Hilfe::N,ndihmë,ajuda
355,Hilfe::N,ndihmë,socorro
356,Freund::N,mik,amigo
357,Kamerad::N,shok,camarada
358,Angelegenheit::N,punë,assunto
359,Anzahl::N,sasi,número
360,Anzahl::N,sasi,quantidade
361,Art::N,lloj,tipo
362,Art::N,lloj,espécie
363,Stück::N,copë,pedaço
364,Teil::N,pjesë,peça
365,Teil::N,pjesë,parte
366,Hälfte::N,gjysmë,metade
367,Kreis::N,qark,círculo
368,Kreis::N,rreth,círculo
369,Kreuz::N,kryq,cruz
370,Linie::N,vijë,linha
371,Strich::N,vizë,traço
372,Abstand::N,distancë,distância
373,Entfernung::N,largim,distância
374,Gegend::N,vise,área
375,Gegend::N,vise,região
376,Gegend::N,krahinë,área
377,Gegend::N,krahinë,região
378,Platz::N,shesh,lugar
379,Ort::N,vend,sítio
380,Seite::N,anë,lado
381,Mitte::N,mes,meio
382,Gegenstand::N,send,objecto
383,Sache::N,gjë,coisa
384,Sache::N,send,coisa
385,Rand::N,qoshe,bordo
386,Rand::N,qoshe,margem
387,Kante::N,teh,borda
388,Kante::N,teh,aresta
389,Ecke::N,qoshe,esquina
390,Spitze::N,majë,ponta
391,Ende::N,skaj,cabo
392,Ende::N,skaj,extremo
393,Ende::N,bisht,cabo
394,Ende::N,bisht,extremo
395,Loch::N,vrimë,furo
396,Loch::N,vrimë,buraco
397,Winkel::N,kënd,canto
398,Winkel::N,kënd,ângulo
399,Muster::N,mostër,padrão
400,Muster::N,mostër,desenho
401,Größe::N,madhësi,tamanho
402,Länge::N,gjatësi,comprimento
403,Höhe::N,lartësi,altura
404,Höhe::N,lartësi,altitude
405,Gewicht::N,peshë,peso
406,Menge::N,sasi,quantidade
407,Haufen::N,grumbull,pilha
408,Reihe::N,radhë,fila
409,Reihe::N,rresht,fila
410,Boot::N,barkë,barco
411,Boot::N,lundër,barco
412,Ruder::N,rrem,remo
413,Schlitten::N,sajë,trenó
414,Ski::N,ski,esqui
415,Lagerfeuer::N,flakadan,fogueira
416,Lagerfeuer::N,zjarr i madh,fogueira
417,Last::N,barrë,carga
418,Gang::N,ecje,curso
419,Gang::N,ecje,caminhada
420,Schritt::N,hap,passo
421,Norden::N,veri,norte
422,Süden::N,jug,sul
423,Westen::N,perëndim,oeste
424,Westen::N,perëndim,ocidente
425,Osten::N,lindje,este
426,Osten::N,lindje,leste
427,Osten::N,lindje,oriente
428,Holz::N,dru,madeira
429,Brett::N,dërrasë,tábua
430,Brett::N,dërrasë,prancha
431,Platte::N,pllakë,laje
432,Platte::N,pllakë,chapa
433,Stütze::N,shtyllë,apoio
434,Stütze::N,shtyllë,suporte
435,Stütze::N,mbështetesë,apoio
436,Stütze::N,mbështetesë,suporte
437,Stange::N,shufër,vara
438,Stange::N,shufër,barra
439,Stock::N,dajak,pau
440,Stock::N,dajak,bengala
441,Stab::N,shkop,bastão
442,Rohr::N,tub,cano
443,Haus::N,shtëpi,casa
444,Heim::N,konak,lar
445,Heim::N,konak,casa
446,Heim::N,shtëpi,lar
447,Heim::N,shtëpi,casa
448,Ofen::N,sobë,estufa
449,Ofen::N,sobë,aquecedor
450,Ofen::N,stufë,estufa
451,Ofen::N,stufë,aquecedor
452,Fußboden::N,dysheme,piso
453,Tisch::N,tryezë,mesa
454,Stuhl::N,karrige,cadeira
455,Wiege::N,djep,berço
456,Bett::N,shtrat,cama
457,Regal::N,raft,estante
458,Regal::N,raft,prateleira
459,Kiste::N,kuti,caixa
460,Fenster::N,dritare,janela
461,Tür::N,derë,porta
462,Tor::N,portë,portão
463,Zaun::N,gardh,cerca
464,Zaun::N,gardh,vedação
465,Dach::N,çati,telhado
466,Leiter::N,shkallë,escada
467,Leiter::N,shkallë,escada móvel
468,Besen::N,fshesë,vassoura
469,Spaten::N,lopatë,pá
470,Schaufel::N,qyrek,pá
471,Gabel::N,pirun,garfo
472,Löffel::N,lugë,colher
473,Messer::N,thikë,faca
474,Nagel::N,gozhdë,cravo
475,Netz::N,rrjetë,rede
476,Haken::N,grep,gancho
477,Haken::N,grremç,gancho
478,Griff::N,dorak,asa
479,Griff::N,dorak,cabo
480,Griff::N,dorezë,asa
481,Griff::N,dorezë,cabo
482,Schloss::N,bravë,fechadura
483,Bild::N,tablo,imagem
484,Bild::N,pikturë,imagem
485,Figur::N,figurë,figura
486,Puppe::N,kukull,boneca
487,Beutel::N,qese,saco
488,Beutel::N,qese,bolsa
489,Beutel::N,trastë,saco
490,Beutel::N,trastë,bolsa
491,Bündel::N,deng,fardo
492,Tasche::N,çantë,saco
493,Tasche::N,çantë,bolso
494,Eimer::N,kovë,balde
495,Deckel::N,kapak,tampa
496,Deckel::N,mbulesë,tampa
497,Geschirr::N,enë,louça
498,Sack::N,thes,saca
499,Sack::N,torbë,saca
500,Tasse::N,filxhan,chávena
501,Topf::N,kusi,tacho
502,Topf::N,kusi,panela
503,Topf::N,tenxhere,tacho
504,Topf::N,tenxhere,panela
505,Kessel::N,kazan,caldeira
506,Essen::N,ngrënie,refeição
507,Nahrung::N,ushqim,comida
508,Nahrung::N,ushqim,alimento
509,Speise::N,gatesë,prato
510,Fleisch::N,mish,carne
511,Getreide::N,drithë,cereais
512,Brei::N,qull,puré
513,Brot::N,bukë,pão
514,Scheibe::N,fetë,fatia
515,Fett::N,lyrë,banha
516,Fett::N,lyrë,gordura
517,Fett::N,yndyrë,banha
518,Fett::N,yndyrë,gordura
519,Butter::N,gjalpë,manteiga
520,Öl::N,vaj,azeite
521,Salz::N,kripë,sal
522,Suppe::N,supë,sopa
523,Suppe::N,supë,caldo
524,Suppe::N,çorbë,sopa
525,Suppe::N,çorbë,caldo
526,Honig::N,mjaltë,mel
527,Milch::N,qumësht,leite
528,Tee::N,çaj,chá
529,Leder::N,lëkurë,couro
530,Wolle::N,lesh,lã
531,Stoff::N,pëlhurë,pano
532,Stoff::N,pëlhurë,tecido
533,Nadel::N,gjilpërë,agulha
534,Faden::N,pe,fio
535,Faden::N,fije,fio
536,Knopf::N,kopsë,botão
537,Knoten::N,komb,nó
538,Farbe::N,bojë,corante
539,Kleidung::N,veshje,roupa
540,Kleidung::N,veshje,vestuário
541,Hemd::N,këmishë,camisa
542,Kragen::N,jakë,gola
543,Ärmel::N,mëngë,manga
544,Hose::N,brekë,calça
545,Gürtel::N,rrip,cinto
546,Mütze::N,kësulë,boné
547,Mütze::N,kësulë,barrete
548,Schuh::N,këpucë,sapato
549,Stiefel::N,çizme,bota
550,Ring::N,unazë,anel
551,Band::N,shirit,fita
552,Band::N,shirit,faixa
553,Kamm::N,krehër,pente
554,Spiegel::N,pasqyrë,espelho
555,Riemen::N,rrip,correia
556,Schnur::N,litar,corda
557,Schnur::N,litar,cordel
558,Schnur::N,cikomë,corda
559,Schnur::N,cikomë,cordel
560,Leine::N,rrip,trela
561,Decke::N,batanije,cobertor
562,Kissen::N,jastëk,almofada
563,Tuch::N,shami,pano
564,Handtuch::N,peshqir,toalha
565,Kraft::N,forcë,força
566,Stärke::N,koll,força
567,Gesundheit::N,shëndet,saúde
568,Krankheit::N,sëmundje,doença
569,Krankheit::N,sëmundje,enfermidade
570,Schmerz::N,dhimbje,dor
571,Wunde::N,plagë,chaga
572,Wunde::N,plagë,ferida
573,Fieber::N,ethe,febre
574,Arznei::N,ilaç,remédio
575,Brücke::N,urë,ponte
576,Brunnen::N,pus,poço
577,Weide::N,kullotë,pastagem
578,Pfad::N,ravë,senda
579,Pfad::N,ravë,trilho
580,Pfad::N,shteg,senda
581,Pfad::N,shteg,trilho
582,Weg::N,udhë,caminho
583,Weg::N,shteg,caminho
584,Straße::N,rrugë,via
585,Straße::N,rrugë,estrada
586,Dorf::N,fshat,aldeia
587,Dorf::N,katund,aldeia
588,Stadt::N,qytet,cidade
589,Brief::N,letër,carta
590,Buch::N,libër,livro
591,Buchstabe::N,shkronjë,letra
592,Zeitung::N,gazetë,jornal
593,Leben::N,jetë,vida
594,Tod::N,mortje,morte
595,Grab::N,varr,túmulo
596,Grab::N,varr,sepultura
597,Kirche::N,kishë,igreja
598,Sünde::N,mëkat,pecado
599,Sünde::N,gjynah,pecado
600,Gott::N,hy,deus
601,Gott::N,zot,deus
602,Arbeiter::N,punëtor,operário
603,Arbeiter::N,punëtor,trabalhador
604,Chef::N,shef,chefe
605,Chef::N,shef,patrão
606,Chef::N,drejtues,chefe
607,Chef::N,drejtues,patrão
608,Meister::N,mjeshtër,mestre
609,Arzt::N,mjek,médico
610,Arzt::N,doktor,médico
611,Lehrer::N,mësues,professor
612,Lehrer::N,arsimtar,professor
613,Geld::N,para,dinheiro
614,Geld::N,holla,dinheiro
615,Geschäft::N,ujdi,negócio
616,Geschäft::N,biznes,negócio
617,Laden::N,dyqan,loja
618,Preis::N,çmim,preço
619,Ware::N,mall,mercadoria
620,Nutzen::N,dobi,proveito
621,Nutzen::N,leverdi,proveito
622,Reichtum::N,kamje,riqueza
623,Reichtum::N,pasuri,riqueza
624,Welt::N,botë,mundo
625,Land::N,vend,país
626,Staat::N,shtet,Estado
627,König::N,mbret,rei
628,Macht::N,fuqi,poder
629,Macht::N,fuqi,potência
630,Macht::N,pushtet,poder
631,Macht::N,pushtet,potência
632,Grenze::N,kufi,fronteira
633,Krieg::N,luftë,guerra
634,Feind::N,armik,inimigo
635,Gewalt::N,dhunë,violência
636,Kampf::N,luftim,luta
637,Kampf::N,luftim,combate
638,Bogen[Waffe]::N,hark,arco
639,Pfeil::N,shigjetë,seta
640,Pfeil::N,shigjetë,flecha
641,Gewehr::N,pushkë,espingarda
642,Fehler::N,gafë,erro
643,Fehler::N,gafë,falha
644,Fehler::N,gabim,erro
645,Fehler::N,gabim,falha
646,Lüge::N,gënjeshtër,mentira
647,Schaden::N,dëm,dano
648,Schaden::N,dëm,estrago
649,Schaden::N,zarar,dano
650,Schaden::N,zarar,estrago
651,Unglück::N,fatkeqësi,desgraça
652,Schuld::N,faj,culpa
653,Alter::N,moshë,idade
654,Schluss::N,fund,fim
655,Zeit::N,kohë,tempo
656,Tag::N,ditë,dia
657,Morgen::N,mëngjes,manhã
658,Mittag::N,mesditë,meio-dia
659,Abend::N,mbrëmje,noite
660,Abend::N,mbrëmje,tardinha
661,Nacht::N,natë,noite
662,Woche::N,javë,semana
663,Monat::N,muaj,mês
664,Jahr::N,vit,ano
665,Frühling::N,pranverë,primavera
666,Sommer::N,verë,verão
667,Herbst::N,vjeshtë,outono
668,Winter::N,dimër,inverno
669,Januar::N,janar,Janeiro
670,Februar::N,shkurt,Fevereiro
671,März::N,mars,Março
672,April::N,prill,Abril
673,Mai::N,maj,Maio
674,Juni::N,qershor,Junho
675,Juli::N,korrik,Julho
676,August::N,gusht,Agosto
677,September::N,shtator,Setembro
678,Oktober::N,tetor,Outubro
679,November::N,nëntor,Novembro
680,Dezember::N,dhjetor,Dezembro
681,Montag::N,hënë,segunda-feira
682,Dienstag::N,martë,terça-feira
683,Mittwoch::N,mërkurë,quarta-feira
684,Donnerstag::N,enjte,quinta-feira
685,Freitag::N,premte,sexta-feira
686,Samstag::N,shtunë,sábado
687,Sonntag::N,diel,domingo
688,groß::A,madh,grande
689,klein::A,vogël,pequeno
690,lang::A,gjatë,comprido
691,kurz::A,shkurtër,curto
692,breit::A,gjerë,largo
693,schmal::A,ngushtë,estreito
694,dicht::A,dendur,denso
695,dick[Gegenstand]::A,trashë,grosso
696,dünn::A,hollë,delgado
697,fein::A,imët,fino
698,fein::A,imët,subtil
699,fest::A,fortë,firme
700,fest::A,fortë,sólido
701,flach::A,sheshtë,plano
702,glatt::A,rrafshët,liso
703,hart::A,fortë,duro
704,weich::A,butë,mole
705,rund::A,rrumbullakët,redondo
706,spitz::A,majëmprehtë,agudo
707,scharf::A,mprehtë,afiado
708,stumpf::A,topitur,rombo
709,schwer::A,rëndë,pesado
710,schön::A,bukur,belo
711,schön::A,bukur,bonito
712,heiß::A,nxehtë,quente
713,warm::A,ngrohtë,quente
714,kalt::A,ftohtë,frio
715,kühl::A,freskët,fresco
716,frisch::A,pastër,fresco
717,feucht::A,lagësht,húmido
718,nass::A,lagur,molhado
719,trocken::A,thatë,seco
720,voll::A,plotë,cheio
721,leer::A,bosh,vazio
722,leer::A,zbrazët,vazio
723,offen::A,hapur,aberto
724,geschlossen::A,mbyllur,fechado
725,sauber::A,dëlirë,limpo
726,schmutzig::A,ndyrë,sujo
727,roh::A,gjallë,cru
728,reif::A,arrirë,maduro
729,lecker::A,shijshëm,delicioso
730,süß::A,ëmbël,doce
731,bitter::A,hidhur,amargo
732,sauer::A,thartë,azedo
733,hell::A,me dritë,claro
734,dunkel::A,errët,escuro
735,dunkel::A,errët,sombrio
736,schwarz::A,i zi,preto
737,weiß::A,bardhë,branco
738,rot::A,kuq,vermelho
739,gelb::A,verdhë,amarelo
740,blau::A,blu,azul
741,blau::A,kaltër,azul
742,grün::A,blertë,verde
743,grün::A,gjelbër,verde
744,grau::A,hirtë,cinzento
745,grau::A,bojë hiri,cinzento
746,bunt::A,shumëngjyrëshëm,colorido
747,billig::A,lirë,barato
748,teuer::A,shtrenjtë,caro
749,wertvoll::A,çmuar,valioso
750,wertvoll::A,çmuar,precioso
751,wertvoll::A,vlershëm,valioso
752,wertvoll::A,vlershëm,precioso
753,blind::A,qorr,cego
754,blind::A,verbër,cego
755,taub::A,shurdhër,surdo
756,kräftig::A,fuqishëm,forte
757,kräftig::A,fuqishëm,poderoso
758,stark::A,fortë,forte
759,stark::A,fortë,robusto
760,schwach::A,dobët,débil
761,fett::A,dhjamur,gordo
762,schlank::A,hollë,esbelto
763,hübsch::A,bukur,giro
764,hübsch::A,bukur,bonito
765,hübsch::A,hijshëm,giro
766,hübsch::A,hijshëm,bonito
767,böse::A,keq,mau
768,dumm::A,teveqel,parvo
769,dumm::A,teveqel,estúpido
770,faul::A,dembel,preguiçoso
771,fleißig::A,zellshëm,aplicado
772,fleißig::A,zellshëm,diligente
773,geizig::A,kurnac,avarento
774,geizig::A,dorështrënguar,avarento
775,klug::A,mençur,prudente
776,klug::A,mençur,inteligente
777,geschickt::A,aftë,hábil
778,lieb::A,dashur,caro
779,lieb::A,dashur,querido
780,lustig::A,gëzuar,alegre
781,sanft::A,butë,suave
782,sanft::A,butë,brando
783,hungrig::A,uritur,faminto
784,krank::A,sëmurë,doente
785,krank::A,sëmurë,enfermo
786,nackt::A,lakuriq,nu
787,nackt::A,lakuriq,despido
788,nackt::A,zhveshur,nu
789,nackt::A,zhveshur,despido
790,traurig::A,trishtuar,triste
791,lebendig::A,gjallë,vivo
792,gut::A,mirë,bom
793,schlecht::A,keq,mau
794,schlecht::A,keq,ruim
795,richtig::A,drejtë,justo
796,richtig::A,drejtë,correcto
797,schlimm::A,keq,mau
798,schlimm::A,keq,grave
799,wahr::A,vërtetë,verdadeiro
800,alt::A,vjetër,velho
801,alt::A,vjetër,antigo
802,neu::A,i ri,novo
803,ehemalig::A,dikurshëm,antigo
804,alt[Lebewesen]::A,plak,velho
805,jung::A,i ri,jovem
806,arm::A,varfër,pobre
807,arm::A,vobektë,pobre
808,reich::A,pasur,rico
809,bekannt::A,njohur,conhecido
810,berühmt::A,famshëm,famoso
811,berühmt::A,famshëm,célebre
812,fremd::A,huaj,alheio
813,fremd::A,huaj,estranho
814,verschieden::A,ndryshëm,diverso
815,verschieden::A,ndryshëm,diferente
816,nah::A,afërt,próximo
817,fern::A,largët,remoto
818,fern::A,largët,distante
819,linker::A,majtë,esquerdo
820,rechter::A,djathtë,direito
821,anderer::A,tjetër,outro
822,erster::A,parë,primeiro
823,zweiter::A,dytë,segundo
824,dritter::A,i tretë,terceiro
825,letzter::A,fundit,final
826,letzter::A,fundit,último
827,allein::ADV,vetëm,só
828,auf einmal::ADV,njëkohësisht,de vez
