,Concept_ID,et,se
84,Bart::N,habe,seäm
85,Bart::N,habe,ся̄м
86,Kinn::N,lõug,gaejpie
87,Kinn::N,lõug,gájbbe
88,Kinn::N,lõug,gáibi
89,Kinn::N,lõug,käibi
90,Kinn::N,lõug,käi´bb
91,Kinn::N,lõug,ка̄ййп
92,Kiefer[Anatomie]::N,lõualuu,gaejpie
93,Kiefer[Anatomie]::N,lõualuu,oalol
94,Kiefer[Anatomie]::N,lõualuu,oaloldákte
95,Kiefer[Anatomie]::N,lõualuu,gáibi
96,Kiefer[Anatomie]::N,lõualuu,uá'lultähti
97,Kiefer[Anatomie]::N,lõualuu,vuâl'lõš
98,Kiefer[Anatomie]::N,lõualuu,вуаллнешш
99,Kehle::N,kõri,gealoe
100,Kehle::N,kõri,tjåttå
101,Kehle::N,kõri,njiello
102,Kehle::N,kõri,čotta
103,Kehle::N,kõri,čuudâ
104,Kehle::N,kõri,čoodd
105,Kehle::N,kõri,чонт
106,Kehle::N,kõri,кэ̄ҏс
107,Hals::N,kael,tjeapohke
108,Hals::N,kael,tjiebet
109,Hals::N,kael,čeabet
110,Hals::N,kael,čiäppát
111,Hals::N,kael,čeäppat
112,Hals::N,kael,ча̄пэх
113,Genick::N,kukal,tjovrese
114,Genick::N,kukal,nisske
115,Genick::N,kukal,niehkki
116,Genick::N,kukal,niski
117,Genick::N,kukal,niek'ki
118,Genick::N,kukal,nji´šǩǩmaadd
119,Genick::N,kukal,нышшькмоант
120,Kopf::N,pea,åejjie
121,Kopf::N,pea,oajvve
122,Kopf::N,pea,oaivi
123,Kopf::N,pea,uái'vi
124,Kopf::N,pea,vuei´vv
125,Kopf::N,pea,вуэййв
126,Rücken::N,selg,rudtje
127,Rücken::N,selg,hárddo
128,Rücken::N,selg,tjavelk
129,Rücken::N,selg,sealgi
130,Rücken::N,selg,selgi
131,Rücken::N,selg,čielgi
132,Rücken::N,selg,seä´lǧǧ
133,Rücken::N,selg,се̄лльк
134,Bauch::N,kõht,tjåejjie
135,Bauch::N,kõht,tjoajvve
136,Bauch::N,kõht,čoavji
137,Bauch::N,kõht,čuáv'ji
138,Bauch::N,kõht,čåu´jj
139,Bauch::N,kõht,чо̄ввьй
140,Nabel::N,naba,naepie
141,Nabel::N,naba,náhpe
142,Nabel::N,naba,náhpi
143,Nabel::N,naba,nääpi
144,Nabel::N,naba,nää´pp
145,Nabel::N,naba,на̄бпь
146,Busen::N,rind,boenge
147,Busen::N,rind,bållå
148,Busen::N,rind,čižži
149,Busen::N,rind,njamma
150,Busen::N,rind,njižže
151,Busen::N,rind,nje´ǯǯ
152,Busen::N,rind,раннҍт
153,Brust::N,rind,mïelke
154,Brust::N,rind,radde
155,Brust::N,rind,mielgga
156,Brust::N,rind,raddi
157,Brust::N,rind,radde
158,Brust::N,rind,râ´dd
159,Brust::N,rind,раннҍт
160,Schulter::N,õlg,åelkie
161,Schulter::N,õlg,oalgge
162,Schulter::N,õlg,hárdu
163,Schulter::N,õlg,ärdee
164,Schulter::N,õlg,uál'gi
165,Schulter::N,õlg,a´rddi
166,Schulter::N,õlg,vuä´lǧǧ
167,Schulter::N,õlg,вуэллык
168,Arm::N,käsivars,gïete
169,Arm::N,käsivars,giehta
170,Arm::N,käsivars,giehta
171,Arm::N,käsivars,kietâ
172,Arm::N,käsivars,kie'tâkaaṿâ
173,Arm::N,käsivars,ǩiõtt
174,Arm::N,käsivars,кӣдт
175,Ellenbogen::N,küünarnukk,gernjere
176,Ellenbogen::N,küünarnukk,garŋŋel
177,Ellenbogen::N,küünarnukk,gargŋil
178,Ellenbogen::N,küünarnukk,käŋŋir
179,Ellenbogen::N,küünarnukk,kõõnjâr
180,Ellenbogen::N,küünarnukk,карьнэль
181,Hand::N,käsi,gïete
182,Hand::N,käsi,giehta
183,Hand::N,käsi,giehta
184,Hand::N,käsi,kietâ
185,Hand::N,käsi,ǩiõtt
186,Hand::N,käsi,кӣдт
187,Handfläche::N,pihk,gïeten-låapoe
188,Handfläche::N,pihk,giehtavuodo
189,Handfläche::N,pihk,tjårmmåvuodo
190,Handfläche::N,pihk,giehtaloahpu
191,Handfläche::N,pihk,kiämád
192,Handfläche::N,pihk,kuámmir
193,Handfläche::N,pihk,kuä´m'mer
194,Handfläche::N,pihk,ǩiõttǩeä´m'men
195,Handfläche::N,pihk,ко̄а̄ллдэгк
196,Handfläche::N,pihk,кӣдткоалдэгк
197,Finger::N,sõrm,soerme
198,Finger::N,sõrm,tjuvdde
199,Finger::N,sõrm,suorbma
200,Finger::N,sõrm,čuvde
201,Finger::N,sõrm,suor'mâ
202,Finger::N,sõrm,suõrmm
203,Finger::N,sõrm,це̄ххп
204,Fingernagel::N,küüs,gadtse
205,Fingernagel::N,küüs,guehpere
206,Fingernagel::N,küüs,gadtsa
207,Fingernagel::N,küüs,gazza
208,Fingernagel::N,küüs,kozzâ
209,Fingernagel::N,küüs,kõʒʒ
210,Fingernagel::N,küüs,кэ̄ннц
211,Nagel[Anatomie]::N,küüs,gadtse
212,Nagel[Anatomie]::N,küüs,guehpere
213,Nagel[Anatomie]::N,küüs,gadtsa
214,Nagel[Anatomie]::N,küüs,gazza
215,Nagel[Anatomie]::N,küüs,kozzâ
216,Nagel[Anatomie]::N,küüs,kõʒʒ
217,Nagel[Anatomie]::N,küüs,кэ̄ннц
218,Zeh::N,varvas,tjiehtjere
219,Zeh::N,varvas,juolggetjuvdde
220,Zeh::N,varvas,juolgesuorbma
221,Zeh::N,varvas,jyel'gisuor'mâ
222,Zeh::N,varvas,jue´lǧǧsuõrmm
223,Zeh::N,varvas,ю̄лльк-це̄һп
224,Fuß::N,jalg,juelkie
225,Fuß::N,jalg,juolgge
226,Fuß::N,jalg,juolgi
227,Fuß::N,jalg,jyel'gi
228,Fuß::N,jalg,jue´lǧǧ
229,Fuß::N,jalg,ла̄бпь
230,Ferse::N,kand,båetskie
231,Ferse::N,kand,boasske
232,Ferse::N,kand,šušmi
233,Ferse::N,kand,šušme
234,Ferse::N,kand,jue´lǧǧkädd
235,Ferse::N,kand,ка̄ннт
236,Knie::N,põlv,boelve
237,Knie::N,põlv,buolvva
238,Knie::N,põlv,čibbi
239,Knie::N,põlv,veaŋki
240,Knie::N,põlv,iidâ
241,Knie::N,põlv,puõlvv
242,Knie::N,põlv,пуллв
243,Oberschenkel::N,reis,ruaksja
244,Oberschenkel::N,reis,tjibbe
245,Oberschenkel::N,reis,gassaváhkká
246,Oberschenkel::N,reis,badjeváhkáa
247,Oberschenkel::N,reis,čuár'bpeeḷi
248,Oberschenkel::N,reis,če´bb
249,Oberschenkel::N,reis,чуаррбе̄лль
250,Bein::N,jalg,juelkie
251,Bein::N,jalg,juolgge
252,Bein::N,jalg,juolgi
253,Bein::N,jalg,jyel'gi
254,Bein::N,jalg,jue´lǧǧ
255,Bein::N,jalg,ю̄лльк
256,Körper::N,ihu,kråahpe
257,Körper::N,ihu,rumáj
258,Körper::N,ihu,rumaš
259,Körper::N,ihu,ruumâš
260,Körper::N,ihu,rå´pp
261,Körper::N,ihu,лышшьк
262,Körper::N,ihu,роаӈӈьк
263,Körper::N,keha,kråahpe
264,Körper::N,keha,rumáj
265,Körper::N,keha,rumaš
266,Körper::N,keha,ruumâš
267,Körper::N,keha,rå´pp
268,Körper::N,keha,лышшьк
269,Körper::N,keha,роаӈӈьк
270,Haut::N,nahk,njaltja
271,Haut::N,nahk,lijkke
272,Haut::N,nahk,tjuobma
273,Haut::N,nahk,liiki
274,Haut::N,nahk,liške
275,Haut::N,nahk,le´šǩǩ
276,Haut::N,nahk,лышшьк
277,Blut::N,veri,vïrre
278,Blut::N,veri,maelie
279,Blut::N,veri,varra
280,Blut::N,veri,varra
281,Blut::N,veri,vorrâ
282,Blut::N,veri,võrr
283,Blut::N,veri,вэ̄рр
284,Ader::N,veen,åerie
285,Ader::N,veen,aajroe
286,Ader::N,veen,suodna
287,Ader::N,veen,varrasuotna
288,Ader::N,veen,suoṇâ
289,Ader::N,veen,suõnn
290,Ader::N,veen,сӯнн
291,Sehne::N,kõõlus,soene
292,Sehne::N,kõõlus,gåårtenje
293,Sehne::N,kõõlus,suodna
294,Sehne::N,kõõlus,suotna
295,Sehne::N,kõõlus,suoṇâ
296,Sehne::N,kõõlus,suõnn
297,Sehne::N,kõõlus,сӯнн
298,Knochen::N,luu,måara
299,Knochen::N,luu,måaroe
300,Knochen::N,luu,dákte
301,Knochen::N,luu,dákti
302,Knochen::N,luu,tähti
303,Knochen::N,luu,tä´htt
304,Knochen::N,luu,та̄ххт
305,Knochen::N,luu,та̄ффьт
306,Gehirn::N,aju,aajla
307,Gehirn::N,aju,vuojŋam
308,Gehirn::N,aju,vuoigŋašat
309,Gehirn::N,aju,vuoi'ŋâšeh
310,Gehirn::N,aju,vuo'ivâšneh
311,Gehirn::N,aju,vuõivâšn
312,Gehirn::N,aju,вуэййвэшна
313,Herz::N,süda,vaajmoe
314,Herz::N,süda,tsåhke
315,Herz::N,süda,váibmu
316,Herz::N,süda,váimu
317,Herz::N,süda,čââ´đ
318,Herz::N,süda,кӯттҌк
319,Magen::N,magu,tjåejjie
320,Magen::N,magu,tjoajvve
321,Magen::N,magu,čoavji
322,Magen::N,magu,čuáv'ji
323,Magen::N,magu,čåu´jj
324,Magen::N,magu,чо̄ввьй
325,Leber::N,maks,mueksie
326,Leber::N,maks,librre
327,Leber::N,maks,vuoivvas
328,Leber::N,maks,vuoivâs
329,Leber::N,maks,vuõivâs
330,Leber::N,maks,вуйвас
331,Atem::N,hingeõhk,voejngehtasse
332,Atem::N,hingeõhk,båssånis
333,Atem::N,hingeõhk,vuojŋadahka
334,Atem::N,hingeõhk,vuoiŋŋahat
335,Atem::N,hingeõhk,vuo'iŋâstim
336,Atem::N,hingeõhk,jiõg'g
337,Atem::N,hingeõhk,вӯйнас
338,Atem::N,hingeõhk,вӯййнмушш
339,Atem::N,hingamine,voejngehtasse
340,Atem::N,hingamine,båssånis
341,Atem::N,hingamine,vuojŋadahka
342,Atem::N,hingamine,vuoiŋŋahat
343,Atem::N,hingamine,vuo'iŋâstim
344,Atem::N,hingamine,jiõg'g
345,Atem::N,hingamine,вӯйнас
346,Atem::N,hingamine,вӯййнмушш
347,Hunger::N,nälg,nielkie
348,Hunger::N,nälg,nielgge
349,Hunger::N,nälg,nealgi
350,Hunger::N,nälg,nelgi
351,Hunger::N,nälg,neä´lǧǧ
352,Hunger::N,nälg,не̄лльк
353,Träne::N,pisar,gïknjele
354,Träne::N,pisar,ganjál
355,Träne::N,pisar,ganjal
356,Träne::N,pisar,koonjâl
357,Träne::N,pisar,kõõnjâl
358,Träne::N,pisar,кэ̄нял
359,Geschmack::N,maitse,aelmie
360,Geschmack::N,maitse,muosse
361,Geschmack::N,maitse,smáhkka
362,Geschmack::N,maitse,máhku
363,Geschmack::N,maitse,smáhkka
364,Geschmack::N,maitse,mááhu
365,Geschmack::N,maitse,smakkâ
366,Geschmack::N,maitse,njõõd
367,Geschmack::N,maitse,smääkk
368,Geschmack::N,maitse,ня̄лльк
369,Geruch::N,lõhn,haaje
370,Geruch::N,lõhn,habjja
371,Geruch::N,lõhn,hádja
372,Geruch::N,lõhn,opsâ
373,Geruch::N,lõhn,haajâ
374,Geruch::N,lõhn,õpss
375,Geruch::N,lõhn,haajj
376,Geruch::N,lõhn,апс
377,Geruch::N,lõhn,лэ̄гк
378,Schlaf::N,uni,nahkerh
379,Schlaf::N,uni,nager
380,Schlaf::N,uni,oados
381,Schlaf::N,uni,nagir
382,Schlaf::N,uni,naṿer
383,Schlaf::N,uni,nââ´er
384,Schlaf::N,uni,нагерь
385,Traum::N,unenägu,nahkere
386,Traum::N,unenägu,niehko
387,Traum::N,unenägu,niehku
388,Traum::N,unenägu,naṿer
389,Traum::N,unenägu,nââ´er
390,Traum::N,unenägu,нагерь
391,Himmel::N,taevas,elmie
392,Himmel::N,taevas,almme
393,Himmel::N,taevas,albmi
394,Himmel::N,taevas,alme
395,Himmel::N,taevas,â´lmm
396,Himmel::N,taevas,алльм
397,Sonne::N,päike,biejjie
398,Sonne::N,päike,bæjvásj
399,Sonne::N,päike,beaivváš
400,Sonne::N,päike,peivi
401,Sonne::N,päike,piäiváš
402,Sonne::N,päike,pei´vv
403,Sonne::N,päike,пе̄ййв
404,Mond::N,kuu,aske
405,Mond::N,kuu,mánno
406,Mond::N,kuu,mánnu
407,Mond::N,kuu,máánu
408,Mond::N,kuu,mään
409,Mond::N,kuu,ма̄нн
410,Stern::N,täht,daasta
411,Stern::N,täht,naestie
412,Stern::N,täht,násste
413,Stern::N,täht,násti
414,Stern::N,täht,täsni
415,Stern::N,täht,tä´snn
416,Stern::N,täht,та̄ссьт
417,Luft::N,õhk,elmie
418,Luft::N,õhk,ájmmo
419,Luft::N,õhk,áibmu
420,Luft::N,õhk,áimu
421,Luft::N,õhk,šõŋŋ
422,Luft::N,õhk,вӯйнас
423,Wind::N,tuul,bïegke
424,Wind::N,tuul,biegga
425,Wind::N,tuul,biegga
426,Wind::N,tuul,pieg'gâ
427,Wind::N,tuul,piõg'g
428,Wind::N,tuul,пӣӈӈк
429,Welle::N,laine,baaroe
430,Welle::N,laine,bárro
431,Welle::N,laine,bárru
432,Welle::N,laine,pááṛu
433,Welle::N,laine,päärr
434,Welle::N,laine,нэ̄ммп
435,Wasser::N,vesi,tjaetsie
436,Wasser::N,vesi,tjáhtje
437,Wasser::N,vesi,čáhci
438,Wasser::N,vesi,čääci
439,Wasser::N,vesi,čää´cc
440,Wasser::N,vesi,ча̄дзь
441,Stein::N,kivi,gierkie
442,Stein::N,kivi,giergge
443,Stein::N,kivi,geađgi
444,Stein::N,kivi,keđgi
445,Stein::N,kivi,ǩeä´dǧǧ
446,Stein::N,kivi,ке̄ддҌк
447,Boden::N,maa,betnie
448,Boden::N,maa,ednam
449,Boden::N,maa,bodni
450,Boden::N,maa,vuođđu
451,Boden::N,maa,ponne
452,Boden::N,maa,vuáđ̣u
453,Boden::N,maa,vuâđđ
454,Boden::N,maa,лаввьн
455,Boden::N,maa,е̄ммьне
456,Boden::N,pinnas,betnie
457,Boden::N,pinnas,ednam
458,Boden::N,pinnas,bodni
459,Boden::N,pinnas,vuođđu
460,Boden::N,pinnas,ponne
461,Boden::N,pinnas,vuáđ̣u
462,Boden::N,pinnas,vuâđđ
463,Boden::N,pinnas,лаввьн
464,Boden::N,pinnas,е̄ммьне
465,Erde::N,maa,jåarta
466,Erde::N,maa,mueltie
467,Erde::N,maa,ednam
468,Erde::N,maa,mållde
469,Erde::N,maa,eana
470,Erde::N,maa,eennâm
471,Erde::N,maa,mädd
472,Erde::N,maa,jânnam
473,Erde::N,maa,е̄ммьне
474,Staub::N,põrm,heblie
475,Staub::N,põrm,tsumhtsie
476,Staub::N,põrm,dubme
477,Staub::N,põrm,dopmu
478,Staub::N,põrm,kovjâ
479,Staub::N,põrm,põõ´l
480,Staub::N,põrm,кэ̄ббьй
481,Rauch::N,suits,soeve
482,Rauch::N,suits,suovva
483,Rauch::N,suits,suovva
484,Rauch::N,suits,suoṿâ
485,Rauch::N,suits,suõvv
486,Rauch::N,suits,сӯвв
487,Funke::N,säde,naestie
488,Funke::N,säde,tjuonam
489,Funke::N,säde,čuotnan
490,Funke::N,säde,čuođâlm
491,Funke::N,säde,iiskâr
492,Funke::N,säde,čuõzzâm
493,Funke::N,säde,чӯссэм
494,Feuer::N,tuli,dålle
495,Feuer::N,tuli,dållå
496,Feuer::N,tuli,dolla
497,Feuer::N,tuli,tullâ
498,Feuer::N,tuli,toll
499,Feuer::N,tuli,то̄лл
500,Licht::N,valgus,tjoevke
501,Licht::N,valgus,tjuovgga
502,Licht::N,valgus,čuovga
503,Licht::N,valgus,čuovggas
504,Licht::N,valgus,čuoṿâ
505,Licht::N,valgus,toll
506,Licht::N,valgus,čuõvv
507,Licht::N,valgus,то̄лл
508,Schatten::N,vari,skugkie
509,Schatten::N,vari,soejvene
510,Schatten::N,vari,irkes
511,Schatten::N,vari,sieges
512,Schatten::N,vari,itku
513,Schatten::N,vari,suoivâ
514,Schatten::N,vari,õõtt
515,Schatten::N,vari,ǩeeu´niǩ
516,Schatten::N,vari,кывьнэхь
517,Wetter::N,ilm,vïerhtse
518,Wetter::N,ilm,dálkke
519,Wetter::N,ilm,dálki
520,Wetter::N,ilm,šoŋŋâ
521,Wetter::N,ilm,šõŋŋ
522,Wetter::N,ilm,шэ̄ӈӈ
523,Nebel::N,udu,såavla
524,Nebel::N,udu,mearhka
525,Nebel::N,udu,murkko
526,Nebel::N,udu,mierkká
527,Nebel::N,udu,mierká
528,Nebel::N,udu,miär'kká
529,Nebel::N,udu,oṃo
530,Nebel::N,udu,sue´lnn
531,Nebel::N,udu,цӣгк
532,Nebel::N,udu,сулльн
533,Wolke::N,pilv,balve
534,Wolke::N,pilv,balvva
535,Wolke::N,pilv,balva
536,Wolke::N,pilv,polvâ
537,Wolke::N,pilv,põlvv
538,Wolke::N,pilv,пэллв
539,Regen::N,sadu,ebrie
540,Regen::N,sadu,harvve
541,Regen::N,sadu,arvi
542,Regen::N,sadu,arve
543,Regen::N,sadu,â´brr
544,Regen::N,sadu,аббьр
545,Schnee::N,lumi,lopme
546,Schnee::N,lumi,moehtege
547,Schnee::N,lumi,muohta
548,Schnee::N,lumi,muohta
549,Schnee::N,lumi,muotâ
550,Schnee::N,lumi,muõtt
551,Schnee::N,lumi,вэ̄дз
552,Schnee::N,lumi,куэллт
553,Eis::N,jää,jïenge
554,Eis::N,jää,jiegŋa
555,Eis::N,jää,jiekŋa
556,Eis::N,jää,jieŋ̣â
557,Eis::N,jää,jiõŋŋ
558,Eis::N,jää,ӣӈӈ
559,Frost::N,pakane,baajkoe
560,Frost::N,pakane,tjoasskem
561,Frost::N,pakane,buolaš
562,Frost::N,pakane,puolâš
563,Frost::N,pakane,puõlâš
564,Frost::N,pakane,мӯнь
565,Kälte::N,külm,jueskie
566,Kälte::N,külm,tjåetskeme
567,Kälte::N,külm,tjoasskem
568,Kälte::N,külm,čoaskin
569,Kälte::N,külm,ko'lmâsvuotâ
570,Kälte::N,külm,ijss
571,Kälte::N,külm,čuä´cǩǩem
572,Kälte::N,külm,tuârggnjõs
573,Kälte::N,külm,кэ̄лмас
574,Kälte::N,külmus,jueskie
575,Kälte::N,külmus,tjåetskeme
576,Kälte::N,külmus,tjoasskem
577,Kälte::N,külmus,čoaskin
578,Kälte::N,külmus,ko'lmâsvuotâ
579,Kälte::N,külmus,ijss
580,Kälte::N,külmus,čuä´cǩǩem
581,Kälte::N,külmus,tuârggnjõs
582,Kälte::N,külmus,кэ̄лмас
583,Hitze::N,kuumus,baahke
584,Hitze::N,kuumus,báhkka
585,Hitze::N,kuumus,báhkka
586,Hitze::N,kuumus,pakkâ
587,Hitze::N,kuumus,kuṃe
588,Hitze::N,kuumus,paašt
589,Hitze::N,kuumus,жоарр
590,Hitze::N,palavus,baahke
591,Hitze::N,palavus,báhkka
592,Hitze::N,palavus,báhkka
593,Hitze::N,palavus,pakkâ
594,Hitze::N,palavus,kuṃe
595,Hitze::N,palavus,paašt
596,Hitze::N,palavus,жоарр
597,Raureif::N,härmatis,jyjse
598,Raureif::N,härmatis,ridne
599,Raureif::N,härmatis,goarre
600,Raureif::N,härmatis,ritni
601,Raureif::N,härmatis,suhči
602,Raureif::N,härmatis,riṇe
603,Raureif::N,härmatis,ай
604,Regenbogen::N,vikerkaar,aatjan goengere
605,Regenbogen::N,vikerkaar,aatjan joekse
606,Regenbogen::N,vikerkaar,ádjájuoksa
607,Regenbogen::N,vikerkaar,arvedávgi
608,Regenbogen::N,vikerkaar,bajándávgi
609,Regenbogen::N,vikerkaar,äijihtävgi
610,Regenbogen::N,vikerkaar,teârmmazjohss
611,Regenbogen::N,vikerkaar,тӣрмесью̄ккс
612,Donner::N,kõu,raejrie
613,Donner::N,kõu,átjek
614,Donner::N,kõu,átjárájdde
615,Donner::N,kõu,áddjá
616,Donner::N,kõu,baján
617,Donner::N,kõu,juuṛâ
618,Donner::N,kõu,tie´rmes
619,Donner::N,kõu,тӣрмесь
620,Donner::N,kõu,ча̄ркнэгк
621,Donner::N,müristamine,raejrie
622,Donner::N,müristamine,átjek
623,Donner::N,müristamine,átjárájdde
624,Donner::N,müristamine,áddjá
625,Donner::N,müristamine,baján
626,Donner::N,müristamine,juuṛâ
627,Donner::N,müristamine,tie´rmes
628,Donner::N,müristamine,тӣрмесь
629,Donner::N,müristamine,ча̄ркнэгк
630,Strömung::N,voolus,njuvvie
631,Strömung::N,voolus,ájggedáhpe
632,Strömung::N,voolus,rávdnji
633,Strömung::N,voolus,virde
634,Strömung::N,voolus,ve´rdd
635,Strömung::N,voolus,выррьт
636,Strömung::N,jõevool,njuvvie
637,Strömung::N,jõevool,ájggedáhpe
638,Strömung::N,jõevool,rávdnji
639,Strömung::N,jõevool,virde
640,Strömung::N,jõevool,ve´rdd
641,Strömung::N,jõevool,выррьт
642,Tropfen::N,tilk,gåajhkohts
643,Tropfen::N,tilk,gåjkudis
644,Tropfen::N,tilk,goaikkanas
645,Tropfen::N,tilk,čalme
646,Tropfen::N,tilk,čâ´lmm
647,Tropfen::N,tilk,ча̄лльм
648,Schaum::N,vaht,sapte
649,Schaum::N,vaht,såpptå
650,Schaum::N,vaht,sokta
651,Schaum::N,vaht,suptâ
652,Schaum::N,vaht,soptt
653,Schaum::N,vaht,со̄ппт
654,Schmutz::N,pori,haaskoe
655,Schmutz::N,pori,duolvva
656,Schmutz::N,pori,duolva
657,Schmutz::N,pori,durdi
658,Schmutz::N,pori,stänži
659,Schmutz::N,pori,sähss
660,Schmutz::N,pori,са̄ккьс
661,Schmutz::N,pori,не̄шшь
662,Schmutz::N,mustus,haaskoe
663,Schmutz::N,mustus,duolvva
664,Schmutz::N,mustus,duolva
665,Schmutz::N,mustus,durdi
666,Schmutz::N,mustus,stänži
667,Schmutz::N,mustus,sähss
668,Schmutz::N,mustus,са̄ккьс
669,Schmutz::N,mustus,не̄шшь
670,See::N,järv,jaevrie
671,See::N,järv,jávrre
672,See::N,järv,jávri
673,See::N,järv,jävri
674,See::N,järv,jâu´rr
675,See::N,järv,я̄ввьр
676,Sumpf::N,soo,pluevie
677,Sumpf::N,soo,áhpe
678,Sumpf::N,soo,sæmssa
679,Sumpf::N,soo,jeaggi
680,Sumpf::N,soo,jeggi
681,Sumpf::N,soo,jeä´ǧ'ǧ
682,Sumpf::N,soo,ла̄ммьп
683,Moor::N,raba,pluevie
684,Moor::N,raba,jiegge
685,Moor::N,raba,suotnju
686,Moor::N,raba,karrii
687,Moor::N,raba,kä´rev
688,Moor::N,raba,veättaǩ
689,Moor::N,raba,ла̄ммьп
690,Wiese::N,aas,ïentje
691,Wiese::N,aas,giedde
692,Wiese::N,aas,gieddi
693,Wiese::N,aas,nijtto
694,Wiese::N,aas,пуэшенҍ
695,Wiese::N,nurm,ïentje
696,Wiese::N,nurm,giedde
697,Wiese::N,nurm,gieddi
698,Wiese::N,nurm,nijtto
699,Wiese::N,nurm,пуэшенҍ
700,Wald::N,mets,skåake
701,Wald::N,mets,skåajje
702,Wald::N,mets,miehtsie
703,Wald::N,mets,vuovdde
704,Wald::N,mets,miehttse
705,Wald::N,mets,vuovdi
706,Wald::N,mets,meahcci
707,Wald::N,mets,mecci
708,Wald::N,mets,vyemi
709,Wald::N,mets,vue´mm
710,Wald::N,mets,meä´c'c
711,Wald::N,mets,ля̄ммт
712,Hügel::N,küngas,deava
713,Hügel::N,küngas,dievvá
714,Hügel::N,küngas,dievvá
715,Hügel::N,küngas,čummâ
716,Hügel::N,küngas,pä´rcc
717,Hügel::N,küngas,teä´rmm
718,Hügel::N,küngas,ка̄ннҌт
719,Anhöhe::N,küngas,deava
720,Anhöhe::N,küngas,jalladahke
721,Anhöhe::N,küngas,dievásj
722,Anhöhe::N,küngas,aláš
723,Anhöhe::N,küngas,luohkká
724,Anhöhe::N,küngas,tiävá
725,Anhöhe::N,küngas,poorááš
726,Anhöhe::N,küngas,ču´lpp
727,Anhöhe::N,küngas,škâu´ŋŋ
728,Anhöhe::N,küngas,ка̄ннҌт
729,Berg::N,mägi,bïerje
730,Berg::N,mägi,várre
731,Berg::N,mägi,várri
732,Berg::N,mägi,vääṛi
733,Berg::N,mägi,vää´rr
734,Berg::N,mägi,те̄ррьм
735,Gipfel::N,mäetipp,dalvese
736,Gipfel::N,mäetipp,tjåhkkå
737,Gipfel::N,mäetipp,čohkka
738,Gipfel::N,mäetipp,čokke
739,Gipfel::N,mäetipp,čå´ǩǩ
