,Concept_ID,ku,lt
170,Wolf::N,gur,vilkas
171,Vogel::N,çûk,paukštis
172,Schwarm::N,lufik,spiečius
173,Huhn::N,mirîşk,višta
174,Hahn::N,dîk,gaidys
175,Gans::N,qaz,žąsis
176,Adler::N,eylo,erelis
177,Ente::N,werdek,antis
178,Eule::N,bûm,pelėda
179,Eule::N,kund,pelėda
180,Kranich::N,quling,gervė
181,Krähe::N,qijik,varna
182,Kuckuck::N,pepûk,gegužė
183,Schwan::N,qû,gulbė
184,Fisch::N,masî,žuvis
185,Barsch::N,okûn,ešerys
186,Hecht::N,mesîyê lûf,lydeka
187,Schlange[Tier]::N,mar,gyvatė
188,Wurm::N,kurm,kirmėlė
189,Spinne::N,pîrê,voras
190,Ameise::N,mîro,skruzdė
191,Ameise::N,gêrîk,skruzdė
192,Laus::N,spi,utėlė
193,Mücke::N,mêş,uodas
194,Fliege::N,mêş,musė
195,Schmetterling::N,perperîk,drugys
196,Schmetterling::N,perperîk,peteliškė
197,Beere::N,hirç,uoga
198,Apfel::N,sêv,obuolys
199,Pilz::N,bîrov,grybas
200,Zwiebel::N,pîvaz,svogūnas
201,Saat::N,tov,sėkla
202,Korn::N,dexl,grūdai
203,Heu::N,sap,šienas
204,Schale::N,qaşik,žievelė
205,Grube::N,çahl,duobė
206,Falle::N,dafik,pinklės
207,Falle::N,dafik,žabangai
208,Schlinge::N,dahf,kilpa
209,Spur::N,rêç,vėžė
210,Spur::N,rêç,pėdos
211,Spur::N,rêç,pėdsakas
212,Asche::N,xweli,pelenai
213,Dreck::N,gemarî,purvas
214,Eisen::N,hesing,geležis
215,Gold::N,zêr,auksas
216,Silber::N,zîv,sidabras
217,Kohle::N,komir,anglis
218,Glas::N,qedeh,stiklas
219,Lehm::N,kelpîç,molis
220,Sand::N,qûm,smėlis
221,Mensch::N,mirov,žmogus
222,Mann::N,mêr,vyras
223,Mann::N,mêr,vyriškis
224,Frau::N,jin,moteris
225,Kind::N,zarok,vaikas
226,Junge::N,kur,vaikinas
227,Junge::N,kur,berniukas
228,Mädchen::N,keç,mergytė
229,Mädchen::N,keç,mergaitė
230,Mädchen::N,keçik,mergytė
231,Mädchen::N,keçik,mergaitė
232,Familie::N,malbat,šeima
233,Großvater::N,bapîr,senelis
234,Großmutter::N,pîrik,senelė
235,Eltern::N,bavudê,tėvai
236,Vater::N,bav,tėvas
237,Mutter::N,dê,motina
238,Mutter::N,dayik,motina
239,Sohn::N,kur,sūnus
240,Tochter::N,keç,duktė
241,Bruder::N,bira,brolis
242,Schwester::N,xweh,sesuo
243,Onkel::N,am,dėdė
244,Onkel::N,xal,dėdė
245,Tante::N,metik,teta
246,Tante::N,xaltîk,teta
247,Ehemann::N,mêr,vyras
248,Ehefrau::N,kulfet,žmona
249,Freude::N,kêfxweşî,džiaugsmas
250,Gelächter::N,pîrqînî,juokas
251,Glück::N,bext,laimė
252,Kummer::N,derd,vargas
253,Kummer::N,derd,rūpestis
254,Wunsch::N,daxwaz,troškimas
255,Wunsch::N,daxwaz,pageidavimas
256,Wunsch::N,xwestek,troškimas
257,Wunsch::N,xwestek,pageidavimas
258,Lust::N,şewq,noras
259,Lust::N,şewq,geidulys
260,Geist::N,aqil,dvasia
261,Gedanke::N,fikir,mintis
262,Gedächtnis::N,aqil,atmintis
263,Verstand::N,fêm,protas
264,Sinn::N,aqil,prasmė
265,Grund::N,asas,priežastis
266,Wahrheit::N,rastî,tiesa
267,Wahrheit::N,rastî,teisybė
268,Gespräch::N,guftûgo,pokalbis
269,Märchen::N,çirok,pasaka
270,Erzählung::N,çirok,apsakymas
271,Erzählung::N,çirok,pasakojimas
272,Erzählung::N,vegotin,apsakymas
273,Erzählung::N,vegotin,pasakojimas
274,Nachricht::N,nûçe,žinia
275,Neuigkeit::N,hewal,naujiena
276,Name::N,nav,vardas
277,Name::N,paşnav,vardas
278,Rätsel::N,tiştonek,mįslė
279,Rede::N,gotar,kalba
280,Rede::N,axavtin,kalba
281,Sprache::N,ziman,kalba
282,Stimme::N,pejn,balsas
283,Wort::N,gotin,žodis
284,Zeichen::N,şanek,žymė
285,Zeichen::N,şanek,ženklas
286,Ruf::N,hawar,šauksmas
287,Lärm::N,xarbalix,triukšmas
288,Laut::N,deng,garsas
289,Laut::N,hês,garsas
290,Ton::N,awaz,tonas
291,Ton::N,awaz,garsas
292,Lied::N,sitran,daina
293,Lied::N,sitran,giesmė
294,Ruhe::N,rihetî,ramybė
295,Ruhe::N,rihetî,ramumas
296,Leute::N,xelk,žmonės
297,Volk::N,xelk,tauta
298,Arbeit::N,xebat,darbas
299,Arbeit::N,xebat,triūsas
300,Gast::N,mêvan,svečias
301,Geschenk::N,diyarî,dovana
302,Spiel::N,lîstik,žaismas
303,Spiel::N,lîstik,žaidimas
304,Gesellschaft::N,komal,draugija
305,Gesellschaft::N,komal,kompanija
306,Hilfe::N,alîkarî,pagalba
307,Freund::N,heval,draugas
308,Freund::N,heval,bičiulis
309,Kamerad::N,heval,draugas
310,Angelegenheit::N,pirsgirêk,dalykas
311,Angelegenheit::N,pirsgirêk,reikalas
312,Anzahl::N,çend,kiekis
313,Anzahl::N,çend,skaičius
314,Art::N,çeh,rūšis
315,Stück::N,lib,gabalas
316,Stück::N,parçe,gabalas
317,Teil::N,parçe,dalis
318,Hälfte::N,nîvî,pusė
319,Kreis::N,çemil,ratas
320,Kreis::N,çemil,apskritis
321,Kreis::N,çemil,apskritimas
322,Kreuz::N,xaç,kryžius
323,Linie::N,xezik,linija
324,Strich::N,xezik,brėžis
325,Strich::N,xezik,brūkšnys
326,Abstand::N,dûrahî,atstumas
327,Entfernung::N,dûrahî,atstumas
328,Gegend::N,dever,vietovė
329,Platz::N,çih,vieta
330,Ort::N,dever,vieta
331,Ort::N,dever,vietovė
332,Seite::N,rûpel,pusė
333,Seite::N,rûpel,šonas
334,Mitte::N,nav,vidurys
335,Mitte::N,nabênê,vidurys
336,Gegenstand::N,tişt,dalykas
337,Sache::N,tişt,daiktas
338,Rand::N,kevî,kraštas
339,Rand::N,kevî,pakraštys
340,Kante::N,kevî,kraštas
341,Ecke::N,qunç,kertė
342,Ecke::N,qunç,kampas
343,Spitze::N,derzî,priekis
344,Spitze::N,derzî,priešakys
345,Ende::N,talî,galas
346,Loch::N,qul,skylė
347,Winkel::N,kurnîşk,kampas
348,Winkel::N,kurnîşk,kampelis
349,Muster::N,desen,raštas
350,Größe::N,mezinî,dydis
351,Größe::N,mezinî,didumas
352,Länge::N,dirêjahî,ilgis
353,Länge::N,dirêjahî,ilgumas
354,Höhe::N,bilindayî,aukštis
355,Höhe::N,bilindayî,aukštuma
356,Gewicht::N,giranî,svoris
357,Gewicht::N,giranî,svarstis
358,Menge::N,qas,kiekis
359,Menge::N,qas,daugybė
360,Haufen::N,lod,krūva
361,Haufen::N,lod,šūsnis
362,Reihe::N,rêz,greta
363,Boot::N,kelek,valtis
364,Boot::N,kelek,laivelis
365,Ruder::N,bêrik,irklas
366,Schlitten::N,xîjik,rogės
367,Schlitten::N,xîjik,rogutės
368,Ski::N,lakan,slidė
369,Lagerfeuer::N,agir,laužas
370,Last::N,bar,našta
371,Last::N,bar,nešulys
372,Gang::N,fîtêz,eisena
373,Schritt::N,gav,žingsnis
374,Norden::N,bakur,šiaurė
375,Norden::N,bakur,žiemiai
376,Süden::N,başur,pietūs
377,Westen::N,rojava,vakarai
378,Osten::N,rojhilat,rytai
379,Holz::N,dep,mediena
380,Brett::N,dep,lenta
381,Platte::N,dep,plokštė
382,Stütze::N,destek,atrama
383,Stütze::N,destek,atspara
384,Stange::N,sing,lazda
385,Stange::N,sing,kartis
386,Stock::N,çam,lazda
387,Stab::N,qat,kartis
388,Rohr::N,borî,vamzdis
389,Haus::N,mal,namas
390,Haus::N,xanî,namas
391,Heim::N,mal,namai
392,Ofen::N,sobe,krosnis
393,Fußboden::N,binpê,grindys
394,Tisch::N,mase,stalas
395,Stuhl::N,kursî,kėdė
396,Wiege::N,derguş,lopšys
397,Bett::N,qerewêle,lova
398,Bett::N,qerewêle,patalai
399,Regal::N,rêbaz,lentyna
400,Kiste::N,sindoq,dėžė
401,Fenster::N,çam,langas
402,Fenster::N,şibeke,langas
403,Tür::N,derî,durys
404,Tor::N,derge,vartai
405,Zaun::N,hejik,tvora
406,Dach::N,sere xanî,stogas
407,Leiter::N,pêling,kopėčios
408,Besen::N,melkes,šluota
409,Spaten::N,mer,lopeta
410,Spaten::N,mer,kastuvas
411,Schaufel::N,bêr,semtuvas
412,Gabel::N,çetel,šakutė
413,Löffel::N,kevçî,šaukštas
414,Messer::N,kêr,peilis
415,Nagel::N,bizmar,vinis
416,Netz::N,tor,tinklas
417,Haken::N,çenqel,vagis
418,Haken::N,çenqel,kablys
419,Griff::N,destî,kotas
420,Griff::N,destî,rankena
421,Schloss::N,qonax,spyna
422,Schloss::N,qonax,užraktas
423,Bild::N,dimen,paveikslas
424,Figur::N,figûr,figūra
425,Puppe::N,bûk,lėlė
426,Beutel::N,kîsik,krepšys
427,Beutel::N,kîsik,maišelis
428,Bündel::N,pêçek,ryšulys
429,Tasche::N,bêrîk,krepšelis
430,Eimer::N,dewl,kibiras
431,Deckel::N,devik,dangtis
432,Geschirr::N,ferax,indai
433,Sack::N,tûr,maišas
434,Tasse::N,kada,puodukas
435,Topf::N,beroş,puodas
436,Kessel::N,şîril,katilas
437,Essen::N,xwarin,valgis
438,Nahrung::N,xwarin,penas
439,Nahrung::N,xwarin,maistas
440,Speise::N,xwarin,patiekalas
441,Fleisch::N,goşt,mėsa
442,Getreide::N,zad,javai
443,Brei::N,hewdêl,košė
444,Brot::N,,duona
445,Scheibe::N,parçe,riekė
446,Fett::N,rûn,taukai
447,Fett::N,rûn,riebalai
448,Butter::N,rûn,sviestas
449,Öl::N,rûn,aliejus
450,Salz::N,xwe,druska
451,Suppe::N,şorbe,sriuba
452,Honig::N,hingiv,medus
453,Milch::N,şîr,pienas
454,Tee::N,çay,arbata
455,Leder::N,çerm,oda
456,Wolle::N,herî,vilna
457,Stoff::N,paç,audeklas
458,Nadel::N,derzî,adata
459,Faden::N,ta,gija
460,Faden::N,ta,siūlas
461,Knopf::N,bişkok,saga
462,Knoten::N,girêk,mazgas
463,Farbe::N,boyax,dažai
464,Kleidung::N,çil,rūbai
465,Kleidung::N,çil,drabužiai
466,Hemd::N,qutik,marškiniai
467,Hemd::N,miltan,marškiniai
468,Kragen::N,stûvang,apykaklė
469,Ärmel::N,hûçik,rankovė
470,Hose::N,şewel,kelnės
471,Gürtel::N,qayiş,juosta
472,Gürtel::N,qayiş,diržas
473,Mütze::N,fîno,kepurė
474,Schuh::N,şêkal,batas
475,Stiefel::N,gizme,auliniai batai
476,Stiefel::N,çizme,auliniai batai
477,Ring::N,xelek,žiedas
478,Band::N,band,kaspinas
479,Kamm::N,şeh,šukos
480,Spiegel::N,eynik,veidrodis
481,Riemen::N,qayiş,diržas
482,Schnur::N,doxin,virvė
483,Leine::N,şirît,pavadėlis
484,Decke::N,bataniye,antklodė
485,Kissen::N,balgî,pagalvė
486,Kissen::N,balgî,priegalvis
487,Tuch::N,şar,skarelė
488,Handtuch::N,dezmal,rankšluostis
489,Kraft::N,hêz,jėga
490,Kraft::N,qewet,jėga
491,Stärke::N,xurtî,stiprumas
492,Gesundheit::N,nojdarî,sveikata
493,Krankheit::N,nexweşî,liga
494,Schmerz::N,êş,skausmas
495,Wunde::N,kul,žaizda
496,Fieber::N,ta,karštis
497,Arznei::N,derman,vaistas
498,Brücke::N,kopî,tiltas
499,Brunnen::N,çal,šulinys
500,Brunnen::N,kani,šulinys
501,Weide::N,beyar,ganykla
502,Weide::N,beyar,gluosnis
503,Pfad::N,xaçirek,takas
504,Weg::N,rê,kelias
505,Straße::N,rê,gatvė
506,Dorf::N,gund,kaimas
507,Dorf::N,gund,sodžius
508,Stadt::N,baçar,miestas
509,Brief::N,name,laiškas
510,Buch::N,kitêb,knyga
511,Buch::N,pirtûk,knyga
512,Buchstabe::N,herf,raidė
513,Zeitung::N,rojname,laikraštis
514,Leben::N,jiyan,gyvybė
515,Leben::N,jiyan,gyvenimas
516,Tod::N,mirin,mirtis
517,Grab::N,mezel,kapas
518,Kirche::N,gilyas,bažnyčia
519,Sünde::N,guneh,nuodėmė
520,Sünde::N,guneh,nusidėjimas
521,Gott::N,xwedê,dievas
522,Arbeiter::N,hîşçî,darbininkas
523,Chef::N,bêg,šefas
524,Chef::N,bêg,vadovas
525,Chef::N,bêg,viršininkas
526,Meister::N,hoste,meistras
527,Arzt::N,doktor,gydytojas
528,Lehrer::N,mamoste,mokytojas
529,Geld::N,pere,pinigai
530,Geschäft::N,firoşgeh,biznis
531,Laden::N,dikan,krautuvė
532,Laden::N,dikan,parduotuvė
533,Preis::N,buha,kaina
534,Ware::N,tişt,prekė
535,Nutzen::N,fêde,nauda
536,Nutzen::N,fêde,pelnas
537,Reichtum::N,serwet,turtas
538,Welt::N,dinya,pasaulis
539,Land::N,welat,žemė
540,Land::N,welat,šalis
541,Staat::N,dewlet,valstija
542,König::N,şah,karalius
543,König::N,qral,karalius
544,Macht::N,qewet,galia
545,Macht::N,qewet,valdžia
546,Macht::N,destihilat,galia
547,Macht::N,destihilat,valdžia
548,Grenze::N,kevî,riba
549,Grenze::N,kevî,siena
550,Krieg::N,çeng,karas
551,Krieg::N,sêwaş,karas
552,Feind::N,dijmin,priešas
553,Gewalt::N,zor,jėga
554,Gewalt::N,zor,smurtas
555,Gewalt::N,zor,prievarta
556,Kampf::N,şer,kova
557,Bogen[Waffe]::N,kêvan,lankas
558,Pfeil::N,çîrik,strėlė
559,Gewehr::N,tifing,šautuvas
560,Fehler::N,şaşî,klaida
561,Lüge::N,derew,melas
562,Schaden::N,xisar,nuostolis
563,Schaden::N,xisar,apgadinimas
564,Unglück::N,bêbextî,nelaimė
565,Schuld::N,suç,kaltė
566,Alter::N,temen,amžius
567,Schluss::N,girtin,pabaiga
568,Zeit::N,çax,laikas
569,Tag::N,roj,diena
570,Morgen::N,sibeh,rytas
571,Mittag::N,nîro,vidurdienis
572,Abend::N,êvar,vakaras
573,Nacht::N,şev,naktis
574,Woche::N,heftî,savaitė
575,Monat::N,meh,mėnuo
576,Jahr::N,sal,metai
577,Frühling::N,bihar,pavasaris
578,Sommer::N,havîn,vasara
579,Herbst::N,payîz,ruduo
580,Winter::N,zistan,žiema
581,Januar::N,çile,sausis
582,Februar::N,sibat,vasaris
583,März::N,adar,kovas
584,April::N,nîsan,balandis
585,Mai::N,gûlan,gegužė
586,Juni::N,hezîran,birželis
587,Juli::N,tîmeh,liepa
588,August::N,tebax,rugpjūtis
589,September::N,îlon,rugsėjis
590,Oktober::N,çotmeh,spalis
591,November::N,mijdar,lapkritis
592,Dezember::N,kanûn,gruodis
593,Montag::N,duşemb,pirmadienis
594,Dienstag::N,sêşem,antradienis
595,Mittwoch::N,çarşemb,trečiadienis
596,Donnerstag::N,pêşemb,ketvirtadienis
597,Freitag::N,în,penktadienis
598,Samstag::N,şemî,šeštadienis
599,Sonntag::N,yekşemb,sekmadienis
600,groß::A,mezin,didis
601,groß::A,mezin,didelis
602,klein::A,çûçik,mažas
603,lang::A,dirêj,ilgas
604,kurz::A,kin,trumpas
605,breit::A,fireh,platus
606,schmal::A,tenik,smulkus
607,dicht::A,gir,tankus
608,dick[Gegenstand]::A,şîşman,storas
609,dünn::A,zirav,plonas
610,fein::A,tenik,smulkus
611,fest::A,saxlem,kietas
612,fest::A,saxlem,tvirtas
613,flach::A,pahn,lėkštas
614,flach::A,pahn,plokščias
615,glatt::A,dûz,slidus
616,glatt::A,şayîk,slidus
617,hart::A,hişk,kietas
618,weich::A,nerm,minkštas
619,rund::A,gilover,apvalus
620,rund::A,gilover,apskritas
621,spitz::A,pîj,aštrus
622,spitz::A,pîj,smailus
623,scharf::A,tûj,aštrus
624,stumpf::A,ne tûj,bukas
625,stumpf::A,ne tûj,atšipęs
626,schwer::A,giran,sunkus
627,schön::A,xweş,gražus
628,schön::A,xweşik,gražus
629,heiß::A,kelandî,karštas
630,warm::A,germ,šiltas
631,kalt::A,sar,šaltas
632,kühl::A,jemîrî,vėsus
633,kühl::A,jemîrî,bejausmis
634,frisch::A,ter,šviežias
635,feucht::A,şil,drėgnas
636,nass::A,şilek,šlapias
637,trocken::A,zuwa,sausas
638,voll::A,tijî,pilnas
639,leer::A,vala,tuščias
640,offen::A,vekirî,atviras
641,geschlossen::A,asê,uždaras
642,geschlossen::A,asê,uždarytas
643,sauber::A,pakij,švarus
644,schmutzig::A,lewitî,nešvarus
645,schmutzig::A,lewitî,purvinas
646,roh::A,xav,žalias
647,reif::A,gihaştî,prinokęs
648,reif::A,gihaştî,pribrendęs
649,lecker::A,xweş,gardus
650,süß::A,şîrîn,saldus
651,bitter::A,tahl,kartus
652,sauer::A,tirş,gižus
653,sauer::A,tirş,rūgštus
654,hell::A,ronî,šviesus
655,hell::A,ronî,skaistus
656,dunkel::A,tarî,tamsus
657,schwarz::A,reş,juodas
658,weiß::A,sipî,baltas
659,rot::A,sor,raudonas
660,gelb::A,zer,geltonas
661,blau::A,şîn,mėlynas
662,grün::A,şîn,žalias
663,grau::A,gewr,pilkas
664,bunt::A,rengîn,margas
665,bunt::A,rengîn,spalvotas
666,billig::A,erzan,pigus
667,teuer::A,biha,brangus
668,wertvoll::A,hêja,vertingas
669,wertvoll::A,giranbiha,vertingas
670,blind::A,kor,aklas
671,taub::A,kerr,kurčias
672,kräftig::A,gir,stiprus
673,kräftig::A,xurt,stiprus
674,stark::A,xurt,stiprus
675,schwach::A,kesad,silpnas
676,fett::A,qelew,riebus
677,schlank::A,zirav,laibas
678,schlank::A,zirav,lieknas
679,hübsch::A,xweşik,gražus
680,böse::A,xerab,blogas
681,böse::A,aciz,blogas
682,dumm::A,gêj,paikas
683,dumm::A,gêj,kvailas
684,faul::A,têmbêl,tingus
685,fleißig::A,jêhatî,stropus
686,fleißig::A,jêhatî,kruopštus
687,geizig::A,destgirtî,šykštus
688,klug::A,baqil,sumanus
689,klug::A,baqil,protingas
690,geschickt::A,zîrek,apsukrus
691,geschickt::A,ziring,apsukrus
692,lieb::A,delal,mielas
693,lustig::A,kêfxweş,smagus
694,lustig::A,kêfxweş,linksmas
695,sanft::A,nazenîn,švelnus
696,sanft::A,nazenîn,minkštas
697,hungrig::A,birçî,alkanas
698,krank::A,nexweş,ligotas
699,krank::A,nexweş,sergantis
700,nackt::A,rût,nuogas
701,nackt::A,tazî,nuogas
702,traurig::A,xemgîn,liūdnas
703,lebendig::A,bisaxî,gyvas
704,gut::A,baş,geras
705,schlecht::A,xerab,blogas
706,schlecht::A,xerab,prastas
707,richtig::A,rast,tikras
708,richtig::A,rast,teisingas
709,richtig::A,saxlem,tikras
710,richtig::A,saxlem,teisingas
711,schlimm::A,nebaş,blogas
712,schlimm::A,nebaş,prastas
713,wahr::A,rast,tikras
714,alt::A,pîr,senas
715,alt::A,kevn,senas
716,neu::A,nû,naujas
717,ehemalig::A,kevnar,buvęs
718,ehemalig::A,peşidar,buvęs
719,alt[Lebewesen]::A,pîr,pagyvenęs
720,jung::A,xort,jaunas
721,arm::A,feqîr,neturtingas
722,arm::A,desteng,neturtingas
723,reich::A,dewlemend,turtingas
724,bekannt::A,naskirî,žinomas
725,bekannt::A,naskirî,pažįstamas
726,berühmt::A,navdar,žymus
727,berühmt::A,navdar,garsus
728,fremd::A,xerîb,svetimas
729,verschieden::A,çîhê,įvairus
730,nah::A,nêzîk,artimas
731,fern::A,dûr,tolimas
732,linker::A,çepê,kairys
733,rechter::A,rastê,dešinys
734,anderer::A,yê din,kitas
735,erster::A,yekemîn,pirmas
736,zweiter::A,duda,antras
737,dritter::A,sisêya,trečias
738,letzter::A,paşîn,paskutinis
739,allein::ADV,tenê,vienas
740,auf einmal::ADV,jar kê,iš karto
741,zusammen::ADV,tev,kartu
742,zusammen::ADV,tev,drauge
743,zusammen::ADV,bi hev re,kartu
744,zusammen::ADV,bi hev re,drauge
745,lange::ADV,dirêj,ilgai
746,plötzlich::ADV,ji nişkave,staiga
747,sofort::ADV,yekser,tuojau
748,später::ADV,paşiyê,vėliau
749,später::ADV,paşiyê,paskiau
750,jetzt::ADV,nuha,dabãr
751,heute::ADV,îro,šiandien
752,morgen::ADV,sibeh,rytoj
753,bald::ADV,nêzîk,greitai
754,bald::ADV,nêzîk,netrukus
755,dann::ADV,paşê,po to
756,gestern::ADV,do,vakar
757,einst::ADV,jar ke,kadaise
758,einst::ADV,jar ke,kitą kartą
759,damals::ADV,hîngî,anuomet
760,damals::ADV,hîngî,anuokart
761,danach::ADV,piştra,po to
762,danach::ADV,piştra,paskui
763,vorher::ADV,pîşî,anksčiau
764,zuerst::ADV,bere,pirma
765,zuerst::ADV,bere,iš pradžių̃
766,einmal::ADV,çarik,kartą
767,einmal::ADV,çarik,vieną kartą
768,manchmal::ADV,çarna,kai kada
769,oft::ADV,gelek çaran,dažnai
770,immer::ADV,daîm,visada
771,immer::ADV,daîm,visuomet
772,niemals::ADV,tu çar,niekada
773,niemals::ADV,tu çar,niekuomet
774,hier::ADV,li vir,čia
775,hierhin::ADV,vir,šen
776,hierhin::ADV,vir,čionai
777,von hier::ADV,ji vir,iš čia
778,dort::ADV,li wê derê,ten
779,dort::ADV,li wê derê,tenai
780,dorthin::ADV,wêda,ten
781,dorthin::ADV,wêda,ten link
782,geradeaus::ADV,rastê rast,tiesiai
783,vorwärts::ADV,ber bi pêş,pirmyn
784,rückwärts::ADV,paşpê,atbulai
785,zurück::ADV,paşdo,atgal
786,zurück::ADV,paşvê,atgal
787,unten::ADV,jêrî,žemai
788,unten::ADV,jêrî,apačioje
789,hinab::ADV,berjêr,žemyn
790,oben::ADV,banî,viršuj
791,hinauf::ADV,banî,aukštyn
