,Concept_ID,it,uk
344,Muster::N,disegno,узор
345,Größe::N,taglia,розмір
346,Größe::N,grandezza,розмір
347,Länge::N,lunghezza,довжина
348,Höhe::N,altezza,висота
349,Gewicht::N,peso,вага
350,Menge::N,quantità,кількість
351,Haufen::N,cùmulo,купа
352,Haufen::N,mucchio,купа
353,Reihe::N,fila,ряд
354,Boot::N,barca,човен
355,Boot::N,battello,човен
356,Ruder::N,remo,весло
357,Schlitten::N,slitta,сани
358,Ski::N,sci,лижа
359,Lagerfeuer::N,falò,вогнище
360,Lagerfeuer::N,fuoco di bivacco,вогнище
361,Last::N,càrico,тягар
362,Last::N,càrico,вантаж
363,Gang::N,andata,хід
364,Schritt::N,passo,крок
365,Norden::N,nord,північ
366,Norden::N,settentrione,північ
367,Süden::N,sud,південь
368,Süden::N,meridione,південь
369,Westen::N,òvest,захід
370,Westen::N,occidente,захід
371,Osten::N,est,схід
372,Osten::N,oriente,схід
373,Holz::N,legno,дрова
374,Brett::N,asse,дошка
375,Brett::N,tàvola,дошка
376,Platte::N,lastra,плита
377,Platte::N,piastra,плита
378,Stütze::N,supporto,підпірка
379,Stange::N,sbarra,жердина
380,Stange::N,pèrtica,жердина
381,Stock::N,verga,палиця
382,Stock::N,bastone,палиця
383,Stock::N,bacchetta,палиця
384,Stab::N,asta,палиця
385,Rohr::N,tubo,труба
386,Haus::N,casa,дім
387,Haus::N,casa,хата
388,Heim::N,casa,житло
389,Ofen::N,stufa,піч
390,Fußboden::N,pavimento,підлога
391,Tisch::N,tàvolo,стіл
392,Stuhl::N,sedia,стілець
393,Wiege::N,culla,колиска
394,Bett::N,letto,ліжко
395,Bett::N,letto,постіль
396,Regal::N,scaffale,полиця
397,Kiste::N,cassa,ящик
398,Fenster::N,finestra,вікно
399,Tür::N,porta,двері
400,Tor::N,portone,ворота
401,Zaun::N,recinto,паркан
402,Zaun::N,recinto,огорожа
403,Dach::N,tetto,дах
404,Leiter::N,scala,драбина
405,Leiter::N,scala a pioli,драбина
406,Besen::N,scopa,мітла
407,Spaten::N,vanga,заступ
408,Schaufel::N,pala,совок
409,Schaufel::N,pala,лопата
410,Gabel::N,forchetta,виделка
411,Löffel::N,cucchiaio,ложка
412,Messer::N,coltello,ніж
413,Nagel::N,chiodo,цвях
414,Netz::N,rete,сіть
415,Haken::N,uncino,крюк
416,Griff::N,mànico,ручка
417,Griff::N,mànico,держак
418,Griff::N,maniglia,ручка
419,Griff::N,maniglia,держак
420,Schloss::N,serratura,замок
421,Bild::N,quadro,картина
422,Bild::N,immàgine,картина
423,Figur::N,figura,фігура
424,Puppe::N,bàmbola,лялька
425,Beutel::N,borsa,мішечок
426,Beutel::N,borsa,торбинка
427,Beutel::N,sacchetto,мішечок
428,Beutel::N,sacchetto,торбинка
429,Bündel::N,fascio,в’язка
430,Bündel::N,fagotto,в’язка
431,Tasche::N,borsa,сумка
432,Eimer::N,secchio,відро
433,Deckel::N,coperchio,кришка
434,Geschirr::N,stoviglie,посуд
435,Sack::N,sacco,мішок
436,Tasse::N,tazza,чашка
437,Topf::N,pèntola,горщик
438,Kessel::N,paiolo,котел
439,Kessel::N,calderone,котел
440,Essen::N,pasto,їжа
441,Essen::N,mangiare,їжа
442,Nahrung::N,cibo,харч
443,Nahrung::N,alimento,харч
444,Speise::N,piatto,страва
445,Fleisch::N,carne,м’ясо
446,Getreide::N,cereali,хліб
447,Getreide::N,cereali,збіжжя
448,Brei::N,purè,каша
449,Brei::N,pappa,каша
450,Brot::N,pane,хліб
451,Scheibe::N,fetta,скибочка
452,Scheibe::N,trancia,скибочка
453,Fett::N,grasso,жир
454,Butter::N,burro,масло
455,Öl::N,olio,олія
456,Salz::N,sale,сіль
457,Suppe::N,zuppa,суп
458,Suppe::N,minestra,суп
459,Honig::N,miele,мед
460,Milch::N,latte,молоко
461,Tee::N,tè,чай
462,Leder::N,pelle,шкіра
463,Wolle::N,lana,шерсть
464,Stoff::N,panno,тканина
465,Stoff::N,tessuto,тканина
466,Nadel::N,ago,голка
467,Faden::N,filo,нитка
468,Knopf::N,bottone,ґудзик
469,Knoten::N,nodo,вузол
470,Farbe::N,pittura,фарба
471,Kleidung::N,vestiti,одяг
472,Kleidung::N,vestiti,убрання
473,Kleidung::N,vestiario,одяг
474,Kleidung::N,vestiario,убрання
475,Hemd::N,camicia,сорочка
476,Kragen::N,bàvero,комір
477,Kragen::N,colletto,комір
478,Ärmel::N,mànica,рукав
479,Hose::N,calzoni,брюки
480,Gürtel::N,cintura,пояс
481,Mütze::N,berretto,шапка
482,Schuh::N,scarpa,ботинок
483,Stiefel::N,stivale,чобіт
484,Ring::N,anello,кільце
485,Band::N,nastro,стрічка
486,Band::N,fettuccia,стрічка
487,Kamm::N,pèttine,гребінець
488,Spiegel::N,specchio,дзеркало
489,Riemen::N,cinghia,ремінь
490,Schnur::N,corda,вірьовка
491,Leine::N,guinzaglio,шворка
492,Decke::N,coperta,ковдра
493,Kissen::N,cuscino,подушка
494,Kissen::N,guanciale,подушка
495,Tuch::N,fazzoletto,хустка
496,Handtuch::N,asciugamano,рушник
497,Kraft::N,forza,сила
498,Stärke::N,forza,сила
499,Stärke::N,vigore,сила
500,Stärke::N,fortezza,сила
501,Gesundheit::N,salute,здоров’я
502,Krankheit::N,malattìa,хвороба
503,Schmerz::N,dolore,біль
504,Wunde::N,piaga,рана
505,Wunde::N,ferita,рана
506,Fieber::N,febbre,гарячка
507,Arznei::N,fàrmaco,ліки
508,Arznei::N,medicina,ліки
509,Brücke::N,ponte,міст
510,Brunnen::N,pozzo,колодязь
511,Weide::N,pàscolo,пасовище
512,Pfad::N,sentiero,стежка
513,Weg::N,via,шлях
514,Weg::N,via,дорога
515,Weg::N,cammino,шлях
516,Weg::N,cammino,дорога
517,Straße::N,strada,вулиця
518,Dorf::N,paese,село
519,Dorf::N,villaggio,село
520,Stadt::N,città,місто
521,Brief::N,lèttera,лист
522,Buch::N,libro,книга
523,Buch::N,libro,книжка
524,Buchstabe::N,lèttera,буква
525,Buchstabe::N,lèttera,літера
526,Zeitung::N,giornale,газета
527,Leben::N,vita,життя
528,Tod::N,morte,смерть
529,Grab::N,tomba,могила
530,Grab::N,sepolcro,могила
531,Kirche::N,chiesa,церква
532,Sünde::N,peccato,гріх
533,Gott::N,dio,бог
534,Arbeiter::N,operaio,робітник
535,Arbeiter::N,lavoratore,робітник
536,Chef::N,capo,хазяїн
537,Chef::N,padrone,хазяїн
538,Meister::N,mastro,умілець
539,Meister::N,maestro,умілець
540,Arzt::N,mèdico,лікар
541,Arzt::N,dottore,лікар
542,Lehrer::N,professore,вчитель
543,Geld::N,soldi,гроші
544,Geld::N,denaro,гроші
545,Geschäft::N,affare,заняття
546,Geschäft::N,negozio,заняття
547,Laden::N,negozio,магазин
548,Laden::N,negozio,крамниця
549,Preis::N,prezzo,ціна
550,Ware::N,merce,товар
551,Nutzen::N,ùtile,вигода
552,Nutzen::N,ùtile,користь
553,Nutzen::N,profitto,вигода
554,Nutzen::N,profitto,користь
555,Reichtum::N,ricchezza,багатство
556,Welt::N,mondo,світ
557,Land::N,paese,країна
558,Staat::N,Stato,держава
559,König::N,re,король
560,Macht::N,potere,влада
561,Grenze::N,confine,кордон
562,Grenze::N,frontiera,кордон
563,Krieg::N,guerra,війна
564,Feind::N,nemico,ворог
565,Gewalt::N,violenza,насильство
566,Kampf::N,lotta,бій
567,Kampf::N,lotta,боротьба
568,Bogen[Waffe]::N,arco,лук
569,Pfeil::N,freccia,стріла
570,Gewehr::N,fucile,рушниця
571,Gewehr::N,fucile,гвинтівка
572,Fehler::N,errore,помилка
573,Fehler::N,sbaglio,помилка
574,Lüge::N,bugìa,брехня
575,Lüge::N,menzogna,брехня
576,Schaden::N,danno,шкода
577,Schaden::N,danno,збиток
578,Unglück::N,sfortuna,нещастя
579,Schuld::N,colpa,провина
580,Alter::N,età,вік
581,Alter::N,età,літа
582,Schluss::N,fine,кінець
583,Zeit::N,tempo,час
584,Tag::N,giorno,день
585,Tag::N,giornata,день
586,Morgen::N,mattina,ранок
587,Mittag::N,mezzogiorno,південь
588,Abend::N,sera,вечір
589,Abend::N,serata,вечір
590,Nacht::N,notte,ніч
591,Woche::N,settimana,тиждень
592,Monat::N,mese,місяць
593,Jahr::N,anno,рік
594,Frühling::N,primavera,весна
595,Sommer::N,estate,літо
596,Herbst::N,autunno,осінь
597,Winter::N,inverno,зима
598,Januar::N,gennaio,січень
599,Februar::N,febbraio,лютий
600,März::N,marzo,березень
601,April::N,aprile,квітень
602,Mai::N,maggio,травень
603,Juni::N,giugno,червень
604,Juli::N,luglio,липень
605,August::N,agosto,серпень
606,September::N,settembre,вересень
607,Oktober::N,ottobre,жовтень
608,November::N,novembre,листопад
609,Dezember::N,dicembre,грудень
610,Montag::N,lunedì,понеділок
611,Dienstag::N,martedì,вівторок
612,Mittwoch::N,mercoledì,середа
613,Donnerstag::N,giovedì,четвер
614,Freitag::N,venerdì,п’ятниця
615,Samstag::N,sàbato,субота
616,Sonntag::N,domenica,неділя
617,groß::A,grande,великий
618,klein::A,pìccolo,малий
619,klein::A,pìccolo,маленький
620,lang::A,lungo,довгий
621,kurz::A,corto,короткий
622,breit::A,largo,широкий
623,schmal::A,stretto,вузький
624,dicht::A,denso,густий
625,dick[Gegenstand]::A,spesso,товстий
626,dünn::A,sottile,тонкий
627,fein::A,fine,дрібний
628,fein::A,delicato,дрібний
629,fest::A,sodo,міцний
630,fest::A,fisso,міцний
631,flach::A,piano,плоский
632,flach::A,piatto,плоский
633,glatt::A,liscio,рівний
634,glatt::A,liscio,гладенький
635,hart::A,duro,твердий
636,weich::A,molle,м’який
637,rund::A,rotondo,круглий
638,spitz::A,aguzzo,гострокінцевий
639,spitz::A,appuntito,гострокінцевий
640,scharf::A,affilato,гострий
641,scharf::A,tagliente,гострий
642,stumpf::A,smussato,тупий
643,schwer::A,pesante,важкий
644,schön::A,bello,вродливий
645,heiß::A,caldo,жаркий
646,heiß::A,caldo,гарячий
647,heiß::A,bollente,жаркий
648,heiß::A,bollente,гарячий
649,warm::A,caldo,теплий
650,kalt::A,freddo,холодний
651,kühl::A,fresco,прохолодний
652,frisch::A,fresco,свіжий
653,feucht::A,ùmido,вогкий
654,nass::A,bagnato,мокрий
655,trocken::A,secco,сухий
656,voll::A,pieno,повний
657,leer::A,vuoto,пустий
658,offen::A,aperto,відкритий
659,geschlossen::A,chiuso,закритий
660,geschlossen::A,chiuso,зачинений
661,sauber::A,netto,чистий
662,sauber::A,netto,охайний
663,sauber::A,pulito,чистий
664,sauber::A,pulito,охайний
665,schmutzig::A,sporco,брудний
666,schmutzig::A,sùdicio,брудний
667,roh::A,crudo,сирий
668,reif::A,maturo,зрілий
669,lecker::A,ghiotto,смачний
670,lecker::A,squisito,смачний
671,süß::A,dolce,солодкий
672,bitter::A,amaro,гіркий
673,sauer::A,aspro,кислий
674,sauer::A,acerbo,кислий
675,hell::A,chiaro,світлий
676,dunkel::A,buio,темний
677,dunkel::A,oscuro,темний
678,schwarz::A,nero,чорний
679,weiß::A,bianco,сивий
680,rot::A,rosso,червоний
681,gelb::A,giallo,жовтий
682,blau::A,blu,синій
683,blau::A,azzurro,синій
684,grün::A,verde,зелений
685,grau::A,grigio,сірий
686,bunt::A,variopinto,барвистий
687,billig::A,a buon prezzo,дешевий
688,billig::A,a buon mercato,дешевий
689,teuer::A,caro,дорогий
690,wertvoll::A,prezioso,цінний
691,blind::A,cieco,сліпий
692,taub::A,sordo,глухий
693,kräftig::A,forte,могутній
694,kräftig::A,robusto,могутній
695,stark::A,forte,сильний
696,stark::A,vigoroso,сильний
697,schwach::A,dèbole,слабкий
698,fett::A,grasso,жирний
699,fett::A,grasso,товстий
700,schlank::A,snello,тонкий
701,schlank::A,snello,стрункий
702,schlank::A,slanciato,тонкий
703,schlank::A,slanciato,стрункий
704,hübsch::A,bello,чарівний
705,hübsch::A,carino,чарівний
706,böse::A,cattivo,злий
707,böse::A,cattivo,лихий
708,dumm::A,stùpido,дурний
709,faul::A,pigro,ледачий
710,fleißig::A,diligente,старанний
711,geizig::A,avaro,скупий
712,klug::A,intelligente,мудрий
713,klug::A,intelligente,розумний
714,geschickt::A,àbile,умілий
715,lieb::A,caro,милий
716,lustig::A,gaio,веселий
717,lustig::A,allegro,веселий
718,sanft::A,dolce,лагідний
719,hungrig::A,affamato,голодний
720,krank::A,malato,слабий
721,krank::A,infermo,слабий
722,nackt::A,nudo,голий
723,traurig::A,triste,сумний
724,lebendig::A,vivo,живий
725,gut::A,buono,добрий
726,schlecht::A,cattivo,поганий
727,schlecht::A,cattivo,кепський
728,richtig::A,giusto,правильний
729,schlimm::A,grave,бридкий
730,wahr::A,vero,справжній
731,alt::A,vecchio,старий
732,neu::A,nuovo,новий
733,ehemalig::A,vecchio,колишній
734,ehemalig::A,d'una_volta,колишній
735,alt[Lebewesen]::A,anziano,старий
736,jung::A,giovane,молодий
737,arm::A,pòvero,бідний
738,reich::A,ricco,багатий
739,bekannt::A,noto,знайомий
740,bekannt::A,conosciuto,знайомий
741,berühmt::A,famoso,славетний
742,berühmt::A,cèlebre,славетний
743,fremd::A,estràneo,чужий
744,fremd::A,straniero,чужий
745,verschieden::A,diverso,різний
746,verschieden::A,differente,різний
747,nah::A,vicino,близький
748,nah::A,propinquo,близький
749,fern::A,lontano,далекий
750,linker::A,sinistro,лівий
751,rechter::A,destro,правий
752,anderer::A,altro,інакший
753,erster::A,primo,перший
754,zweiter::A,secondo,другий
755,dritter::A,terzo,третій
756,letzter::A,ùltimo,останній
757,allein::ADV,solo,сам
758,allein::ADV,solo,один
759,allein::ADV,da solo,сам
760,allein::ADV,da solo,один
761,auf einmal::ADV,insieme,відразу
762,zusammen::ADV,insieme,разом
763,zusammen::ADV,insieme,спільно
764,lange::ADV,a lungo,довго
765,plötzlich::ADV,all'improvviso,раптом
766,sofort::ADV,sùbito,зараз
767,sofort::ADV,all'istante,зараз
768,später::ADV,più tardi,пізніше
769,jetzt::ADV,ora,тепер
770,jetzt::ADV,adesso,тепер
771,heute::ADV,oggi,сьогодні
772,morgen::ADV,domani,завтра
773,bald::ADV,presto,незабаром
774,bald::ADV,tra poco,незабаром
775,dann::ADV,allora,потім
776,gestern::ADV,ieri,вчора
777,einst::ADV,prima,колись
778,einst::ADV,un tempo,колись
779,damals::ADV,allora,тоді
780,danach::ADV,poi,згодом
781,danach::ADV,dopo,згодом
782,vorher::ADV,prima,раніше
783,zuerst::ADV,prima,спершу
784,zuerst::ADV,prima,спочатку
785,zuerst::ADV,dapprima,спершу
786,zuerst::ADV,dapprima,спочатку
787,einmal::ADV,una volta,один раз
788,manchmal::ADV,talvolta,іноді
789,manchmal::ADV,talvolta,інколи
790,manchmal::ADV,qualche volta,іноді
791,manchmal::ADV,qualche volta,інколи
792,oft::ADV,spesso,часто
793,immer::ADV,sempre,завжди
794,niemals::ADV,non mai,ніколи
795,hier::ADV,qua,тут
796,hierhin::ADV,qua,сюди
797,von hier::ADV,ne,звідси
798,von hier::ADV,da qui,звідси
799,dort::ADV,lì,там
800,dorthin::ADV,là,туди
801,geradeaus::ADV,diritto,прямо
802,vorwärts::ADV,avanti,вперед
803,rückwärts::ADV,all'indietro,назад
804,zurück::ADV,di indietro,назад
805,unten::ADV,giù,внизу
806,unten::ADV,sotto,внизу
807,hinab::ADV,giù,вниз
808,hinab::ADV,in giù,вниз
809,oben::ADV,su,вгорі
810,oben::ADV,sopra,вгорі
811,hinauf::ADV,in sù,вгору
812,hinauf::ADV,in alto,вгору
813,überall::ADV,dappertutto,скрізь
814,nicht::ADV,non,не
815,ein wenig::ADV,un po',трохи
816,ein wenig::ADV,un po',небагато
817,ein wenig::ADV,un poco,трохи
818,ein wenig::ADV,un poco,небагато
819,kaum::ADV,a appena,ледве
820,sehr::ADV,molto,дуже
821,so::ADV,così,так
822,so::ADV,tanto,так
823,noch::ADV,ancora,ще
824,nur::ADV,solo,лише
825,nur::ADV,solo,тільки
826,nur::ADV,soltanto,лише
827,nur::ADV,soltanto,тільки
828,schon::ADV,già,вже
829,wieder::ADV,di nuovo,знову
830,vergebens::ADV,invano,дарма
831,vor::PRP,davanti a,перед
832,hinter::PRP,dietro,ззаду
833,hinter::PRP,dietro,позаду
834,unter::PRP,sotto,під
835,durch::PRP,per,крізь
836,durch::PRP,attraverso,крізь
837,neben::PRP,a accanto a,біля
