,Concept_ID,et,sk
228,Silber::N,hõbe,striebro
229,Kohle::N,süsi,uhlie
230,Glas::N,klaas,sklo
231,Lehm::N,savi,íl
232,Lehm::N,savi,hlina
233,Sand::N,liiv,piesok
234,Mensch::N,inimene,človek
235,Mann::N,mees,muž
236,Mann::N,mees,chlap
237,Frau::N,naine,žena
238,Kind::N,laps,dieťa
239,Junge::N,poiss,chlapec
240,Mädchen::N,tüdruk,dievka
241,Familie::N,perekond,rodina
242,Großvater::N,vanaisa,dedo
243,Großvater::N,vanaisa,starý otec
244,Großmutter::N,vanaema,babička
245,Großmutter::N,vanaema,stará mať
246,Eltern::N,vanemad,rodičia
247,Vater::N,isa,otec
248,Mutter::N,ema,mať
249,Mutter::N,ema,matka
250,Sohn::N,poeg,syn
251,Tochter::N,tütar,dcéra
252,Bruder::N,vend,brat
253,Schwester::N,õde,sestra
254,Onkel::N,onu,ujo
255,Onkel::N,onu,strýko
256,Tante::N,tädi,teta
257,Tante::N,tädi,tetka
258,Ehemann::N,mees,muž
259,Ehemann::N,mees,manžel
260,Ehemann::N,abikaasa,muž
261,Ehemann::N,abikaasa,manžel
262,Ehefrau::N,naine,žena
263,Ehefrau::N,naine,manželka
264,Ehefrau::N,abikaasa,žena
265,Ehefrau::N,abikaasa,manželka
266,Freude::N,rõõm,radosť
267,Gelächter::N,naer,smiech
268,Glück::N,õnn,šťastie
269,Kummer::N,mure,žiaľ
270,Kummer::N,mure,zármutok
271,Kummer::N,kurbus,žiaľ
272,Kummer::N,kurbus,zármutok
273,Wunsch::N,soov,prianie
274,Lust::N,himu,chuť
275,Geist::N,vaim,duch
276,Gedanke::N,mõte,myšlienka
277,Gedächtnis::N,mälu,pamäť
278,Verstand::N,aru,rozum
279,Verstand::N,mõistus,rozum
280,Sinn::N,tähendus,zmysel
281,Grund::N,põhjus,dôvod
282,Grund::N,põhjus,príčina
283,Wahrheit::N,tõde,pravda
284,Gespräch::N,kõne,reč
285,Gespräch::N,kõne,rozhovor
286,Gespräch::N,vestlus,reč
287,Gespräch::N,vestlus,rozhovor
288,Märchen::N,muinasjutt,rozprávka
289,Erzählung::N,jutustus,poviedka
290,Nachricht::N,teade,správa
291,Neuigkeit::N,uudis,novinka
292,Name::N,nimi,meno
293,Rätsel::N,mõistatus,záhada
294,Rätsel::N,mõistatus,hádanka
295,Rede::N,kõne,reč
296,Sprache::N,keel,reč
297,Sprache::N,keel,jazyk
298,Stimme::N,hääl,hlas
299,Wort::N,sõna,slovo
300,Zeichen::N,märk,znak
301,Ruf::N,hüüe,volanie
302,Ruf::N,hüüe,zavolanie
303,Lärm::N,müra,hluk
304,Lärm::N,müra,hurhaj
305,Laut::N,hääl,zvuk
306,Ton::N,toon,tón
307,Ton::N,toon,zvuk
308,Lied::N,laul,pieseň
309,Ruhe::N,rahu,pokoj
310,Ruhe::N,vaikus,pokoj
311,Leute::N,inimesed,ľudia
312,Volk::N,rahvas,ľud
313,Volk::N,rahvas,národ
314,Arbeit::N,töö,práca
315,Arbeit::N,töö,robota
316,Gast::N,külaline,hosť
317,Geschenk::N,kingitus,dar
318,Spiel::N,mäng,hra
319,Gesellschaft::N,selts,spoločnosť
320,Hilfe::N,abi,pomoc
321,Freund::N,sõber,priateľ
322,Kamerad::N,sõber,kamarát
323,Angelegenheit::N,asi,vec
324,Angelegenheit::N,asi,záležitosť
325,Anzahl::N,arv,počet
326,Anzahl::N,arv,množstvo
327,Anzahl::N,hulk,počet
328,Anzahl::N,hulk,množstvo
329,Art::N,liik,druh
330,Stück::N,tükk,kus
331,Stück::N,tükk,kúsok
332,Teil::N,osa,časť
333,Hälfte::N,pool,polka
334,Hälfte::N,pool,polovica
335,Kreis::N,ring,kruh
336,Kreuz::N,rist,kríž
337,Linie::N,joon,línia
338,Strich::N,joon,čiara
339,Abstand::N,vahe,vzdialenosť
340,Entfernung::N,kaugus,vzdialenosť
341,Entfernung::N,vahemaa,vzdialenosť
342,Gegend::N,ümbrus,kraj
343,Gegend::N,ümbrus,krajina
344,Platz::N,ruum,miesto
345,Ort::N,paik,miesto
346,Seite::N,pool,bok
347,Seite::N,pool,strana
348,Mitte::N,keskpaik,stred
349,Gegenstand::N,ese,predmet
350,Sache::N,ese,vec
351,Rand::N,äär,kraj
352,Rand::N,äär,okraj
353,Rand::N,serv,kraj
354,Rand::N,serv,okraj
355,Kante::N,kant,hrana
356,Ecke::N,nurk,roh
357,Spitze::N,teravik,hrot
358,Spitze::N,teravik,špička
359,Ende::N,ots,koniec
360,Ende::N,jupp,koniec
361,Loch::N,auk,diera
362,Winkel::N,nurk,kút
363,Muster::N,muster,vzor
364,Muster::N,muster,vzorka
365,Größe::N,suurus,veľkosť
366,Länge::N,pikkus,dĺžka
367,Höhe::N,kõrgus,výška
368,Gewicht::N,kaal,váha
369,Gewicht::N,raskus,váha
370,Menge::N,arv,množstvo
371,Menge::N,hulk,množstvo
372,Haufen::N,hunnik,hŕba
373,Reihe::N,rivi,rad
374,Boot::N,paat,čln
375,Ruder::N,aer,veslo
376,Schlitten::N,saan,sane
377,Ski::N,suusk,lyža
378,Lagerfeuer::N,lõke,táborák
379,Last::N,koorem,ťarcha
380,Last::N,koorem,bremeno
381,Gang::N,käik,chôdza
382,Schritt::N,samm,krok
383,Norden::N,põhi,sever
384,Süden::N,lõuna,juh
385,Westen::N,lääs,západ
386,Osten::N,ida,východ
387,Holz::N,puu,drevo
388,Brett::N,saelaud,doska
389,Platte::N,plaat,doska
390,Platte::N,plaat,platňa
391,Stütze::N,tugi,opora
392,Stange::N,latt,tyč
393,Stange::N,teivas,tyč
394,Stock::N,kepp,palica
395,Stab::N,varras,palica
396,Rohr::N,toru,rúra
397,Haus::N,maja,dom
398,Heim::N,kodu,domov
399,Ofen::N,ahi,pec
400,Ofen::N,ahi,kachle
401,Fußboden::N,põrand,dlážka
402,Fußboden::N,põrand,podlaha
403,Tisch::N,laud,stôl
404,Stuhl::N,tool,stolička
405,Wiege::N,häll,kolíska
406,Wiege::N,kätki,kolíska
407,Bett::N,voodi,lôžko
408,Bett::N,voodi,posteľ
409,Regal::N,riiul,regál
410,Regal::N,riiul,polica
411,Kiste::N,kast,debna
412,Fenster::N,aken,okno
413,Fenster::N,aken,oblok
414,Tür::N,uks,dvere
415,Tor::N,värav,vráta
416,Zaun::N,aed,plot
417,Zaun::N,aed,ohrada
418,Zaun::N,tara,plot
419,Zaun::N,tara,ohrada
420,Dach::N,katus,krov
421,Dach::N,katus,strecha
422,Leiter::N,redel,rebrík
423,Leiter::N,redel,rebrina
424,Besen::N,luud,metla
425,Spaten::N,labidas,rýľ
426,Schaufel::N,kühvel,lopata
427,Gabel::N,kahvel,vidlička
428,Löffel::N,lusikas,lyžica
429,Messer::N,nuga,nôž
430,Nagel::N,nael,klinec
431,Netz::N,võrk,sieť
432,Haken::N,haak,hák
433,Haken::N,haak,háčik
434,Haken::N,konks,hák
435,Haken::N,konks,háčik
436,Griff::N,sang,rukoväť
437,Griff::N,käepide,rukoväť
438,Schloss::N,lukk,zámka
439,Bild::N,pilt,obraz
440,Figur::N,kuju,figúra
441,Figur::N,kujund,figúra
442,Puppe::N,nukk,bábka
443,Puppe::N,nukk,bábika
444,Beutel::N,paun,vrece
445,Beutel::N,paun,vrecko
446,Bündel::N,kimp,uzlík
447,Bündel::N,kimp,zväzok
448,Tasche::N,kott,taška
449,Tasche::N,kott,kabelka
450,Eimer::N,pang,vedro
451,Eimer::N,ämber,vedro
452,Deckel::N,kaas,vrchnák
453,Deckel::N,kaas,pokrývka
454,Geschirr::N,nõud,nádoba
455,Sack::N,kott,mech
456,Sack::N,kott,vrece
457,Tasse::N,tass,šálka
458,Topf::N,pada,hrniec
459,Kessel::N,pada,kotol
460,Essen::N,söök,jedlo
461,Nahrung::N,toit,strava
462,Nahrung::N,toit,potrava
463,Speise::N,roog,jedlo
464,Fleisch::N,liha,mäso
465,Getreide::N,teravili,obilie
466,Brei::N,puder,kaša
467,Brot::N,sai,chlieb
468,Brot::N,leib,chlieb
469,Scheibe::N,viil,kotúč
470,Scheibe::N,viil,krajec
471,Scheibe::N,viilukas,kotúč
472,Scheibe::N,viilukas,krajec
473,Fett::N,rasv,tuk
474,Fett::N,rasv,masť
475,Butter::N,või,maslo
476,Öl::N,õli,olej
477,Salz::N,sool,soľ
478,Suppe::N,supp,polievka
479,Honig::N,mesi,med
480,Milch::N,piim,mlieko
481,Tee::N,tee,čaj
482,Leder::N,nahk,koža
483,Wolle::N,vill,vlna
484,Stoff::N,kangas,súkno
485,Nadel::N,nõel,ihla
486,Faden::N,niit,niť
487,Faden::N,niit,vlákno
488,Knopf::N,nööp,gombík
489,Knoten::N,sõlm,uzol
490,Farbe::N,värv,farba
491,Kleidung::N,riided,šaty
492,Kleidung::N,riided,šatstvo
493,Kleidung::N,riietus,šaty
494,Kleidung::N,riietus,šatstvo
495,Hemd::N,särk,košeľa
496,Kragen::N,krae,golier
497,Ärmel::N,varrukas,rukáv
498,Hose::N,püksid,nohavice
499,Gürtel::N,vöö,pás
500,Gürtel::N,vöö,opasok
501,Mütze::N,müts,čiapka
502,Schuh::N,king,obuv
503,Schuh::N,king,topánka
504,Stiefel::N,saabas,čižma
505,Ring::N,sõrmus,prsteň
506,Band::N,lint,stuha
507,Kamm::N,kamm,hrebeň
508,Spiegel::N,peegel,zrkadlo
509,Riemen::N,rihm,remeň
510,Schnur::N,nöör,šnúra
511,Leine::N,jalutusrihm,vodidlo
512,Decke::N,tekk,deka
513,Decke::N,tekk,prikrývka
514,Kissen::N,padi,poduška
515,Tuch::N,kalev,šatka
516,Handtuch::N,käterätik,uterák
517,Kraft::N,jõud,moc
518,Stärke::N,tugevus,sila
519,Gesundheit::N,tervis,zdravie
520,Krankheit::N,haigus,nemoc
521,Krankheit::N,haigus,choroba
522,Schmerz::N,valu,bolesť
523,Wunde::N,haav,rana
524,Fieber::N,palavik,horúčka
525,Arznei::N,ravim,liek
526,Brücke::N,sild,most
527,Brunnen::N,kaev,studňa
528,Weide::N,karjamaa,pastva
529,Pfad::N,rada,chodník
530,Weg::N,tee,cesta
531,Straße::N,tee,hradská
532,Dorf::N,küla,dedina
533,Stadt::N,linn,mesto
534,Brief::N,kiri,list
535,Buch::N,raamat,kniha
536,Buchstabe::N,täht,litera
537,Buchstabe::N,täht,písmeno
538,Zeitung::N,ajaleht,noviny
539,Leben::N,elu,život
540,Tod::N,surm,smrť
541,Grab::N,haud,hrob
542,Kirche::N,kirik,kostol
543,Sünde::N,patt,hriech
544,Gott::N,jumal,boh
545,Arbeiter::N,tööline,robotník
546,Arbeiter::N,tööline,pracnovík
547,Chef::N,ülemus,šéf
548,Chef::N,ülemus,riaditeľ
549,Chef::N,juhataja,šéf
550,Chef::N,juhataja,riaditeľ
551,Meister::N,meister,majster
552,Arzt::N,arst,lekár
553,Lehrer::N,õpetaja,učiteľ
554,Geld::N,raha,peniaze
555,Geschäft::N,äri,obchod
556,Laden::N,pood,obchod
557,Laden::N,kauplus,obchod
558,Preis::N,hind,cena
559,Ware::N,kaup,tovar
560,Nutzen::N,tulu,osoh
561,Nutzen::N,tulu,úžitok
562,Nutzen::N,kasulikkus,osoh
563,Nutzen::N,kasulikkus,úžitok
564,Reichtum::N,rikkus,bohatstvo
565,Welt::N,maailm,svet
566,Land::N,maa,územie
567,Land::N,maa,krajina
568,Staat::N,riik,štát
569,König::N,kuningas,kráľ
570,Macht::N,võim,moc
571,Macht::N,võim,mocnosť
572,Grenze::N,piir,hranica
573,Krieg::N,sõda,vojna
574,Feind::N,vaenlane,nepriateľ
575,Gewalt::N,väevõim,násilie
576,Kampf::N,võitlus,boj
577,Bogen[Waffe]::N,vibu,luk
578,Pfeil::N,nool,šíp
579,Pfeil::N,nool,strela
580,Gewehr::N,püss,puška
581,Fehler::N,viga,omyl
582,Fehler::N,viga,chyba
583,Lüge::N,vale,lož
584,Schaden::N,kahju,ujma
585,Schaden::N,kahju,škoda
586,Unglück::N,häda,nešťastie
587,Unglück::N,õnnetus,nešťastie
588,Schuld::N,süü,vina
589,Schuld::N,süü,previnenie
590,Alter::N,iga,vek
591,Schluss::N,lõpp,záver
592,Schluss::N,lõpp,koniec
593,Zeit::N,aeg,čas
594,Tag::N,päev,deň
595,Morgen::N,hommik,ráno
596,Mittag::N,lõuna,poludnie
597,Mittag::N,keskpäev,poludnie
598,Abend::N,õhtu,večer
599,Nacht::N,öö,noc
600,Woche::N,nädal,týždeň
601,Monat::N,kuu,mesiac
602,Jahr::N,aasta,rok
603,Frühling::N,kevad,jar
604,Sommer::N,suvi,leto
605,Herbst::N,sügis,jeseň
606,Winter::N,talv,zima
607,Januar::N,jaanuar,január
608,Februar::N,veebruar,február
609,März::N,märts,marec
610,April::N,aprill,apríl
611,Mai::N,mai,máj
612,Juni::N,juuni,jún
613,Juli::N,juuli,júl
614,August::N,august,august
615,September::N,september,september
616,Oktober::N,oktoober,október
617,November::N,november,november
618,Dezember::N,detsember,december
619,Montag::N,esmaspäev,pondelok
620,Dienstag::N,teisipäev,utorok
621,Mittwoch::N,kesknädal,streda
622,Donnerstag::N,neljapäev,štvrtok
623,Freitag::N,reede,piatok
624,Samstag::N,laupäev,sobota
625,Sonntag::N,pühapäev,nedeľa
626,groß::A,suur,veľký
627,klein::A,väike,malý
628,klein::A,pisike,malý
629,lang::A,pikk,dlhý
630,kurz::A,lühike,krátky
631,breit::A,lai,široký
632,schmal::A,kitsas,úzky
633,dicht::A,tihe,hustý
634,dick[Gegenstand]::A,jäme,tlstý
635,dünn::A,õhuke,tenký
636,dünn::A,peenike,tenký
637,fein::A,peen,jemný
638,fein::A,õhuke,jemný
639,fest::A,püsiv,pevný
640,fest::A,kindel,pevný
641,flach::A,lame,rovný
642,flach::A,lame,plochý
643,flach::A,tasane,rovný
644,flach::A,tasane,plochý
645,glatt::A,sile,hladký
646,hart::A,kõva,tvrdý
647,weich::A,pehme,mäkký
648,rund::A,ümar,guľatý
649,rund::A,ümar,okrúhly
650,spitz::A,torkav,končitý
651,scharf::A,terav,ostrý
652,stumpf::A,nüri,tupý
653,schwer::A,raske,ťažký
654,schön::A,kena,pekný
655,schön::A,kena,krásny
656,heiß::A,kuum,horúci
657,heiß::A,palav,horúci
658,warm::A,soe,teplý
659,kalt::A,külm,studený
660,kühl::A,jahe,chladný
661,frisch::A,värske,svieži
662,feucht::A,niiske,vlhký
663,feucht::A,niiske,zvlhnutý
664,nass::A,märg,mokrý
665,trocken::A,kuiv,suchý
666,voll::A,täis,plný
667,leer::A,tühi,prázdny
668,offen::A,avatud,otvorený
669,offen::A,lahtine,otvorený
670,geschlossen::A,suletud,zavretý
671,sauber::A,puhas,čistý
672,schmutzig::A,räpane,špinavý
673,schmutzig::A,määrdunud,špinavý
674,roh::A,toores,surový
675,reif::A,küps,zrelý
676,lecker::A,hõrk,chutný
677,lecker::A,maitsev,chutný
678,süß::A,magus,sladký
679,bitter::A,mõru,horký
680,sauer::A,hapu,kyslý
681,hell::A,hele,jasný
682,hell::A,hele,svetlý
683,dunkel::A,pime,temný
684,schwarz::A,must,čierny
685,weiß::A,valge,biely
686,rot::A,punane,červený
687,gelb::A,kollane,žltý
688,blau::A,sinine,modrý
689,blau::A,sinine,belasý
690,grün::A,roheline,zelený
691,grau::A,hall,šedý
692,bunt::A,kirju,pestrý
693,bunt::A,värviline,pestrý
694,billig::A,odav,lacný
695,teuer::A,kallis,drahý
696,wertvoll::A,väärtuslik,cenný
697,blind::A,pime,slepý
698,taub::A,kurt,hluchý
699,kräftig::A,jõuline,silný
700,stark::A,tugev,silný
701,schwach::A,nõrk,slabý
702,schwach::A,nõrk,bezvládny
703,schwach::A,jõuetu,slabý
704,schwach::A,jõuetu,bezvládny
705,fett::A,rasvane,tučný
706,schlank::A,sale,štíhly
707,hübsch::A,kena,šumný
708,hübsch::A,kena,švárny
709,böse::A,tige,zlý
710,dumm::A,juhm,hlúpy
711,dumm::A,rumal,hlúpy
712,faul::A,laisk,lenivý
713,fleißig::A,virk,snaživý
714,fleißig::A,virk,usilovný
715,fleißig::A,hoolas,snaživý
716,fleißig::A,hoolas,usilovný
717,geizig::A,ihne,skupý
718,geizig::A,ihne,lakomý
719,klug::A,tark,múdry
720,klug::A,tark,bystrý
721,klug::A,arukas,múdry
722,klug::A,arukas,bystrý
723,klug::A,mõistlik,múdry
724,klug::A,mõistlik,bystrý
725,geschickt::A,osav,zručný
726,geschickt::A,osav,šikovný
727,lieb::A,armas,milý
728,lustig::A,lõbus,veselý
729,sanft::A,õrn,nežný
730,hungrig::A,näljane,lačný
731,hungrig::A,näljane,hladný
732,krank::A,haige,chorý
733,krank::A,haige,nemocný
734,nackt::A,alasti,nahý
735,traurig::A,kurb,smutný
736,lebendig::A,elus,živý
737,gut::A,hea,dobrý
738,schlecht::A,halb,zlý
739,richtig::A,õige,správny
740,schlimm::A,paha,zlý
741,schlimm::A,paha,nepríjemný
742,wahr::A,tõene,pravý
743,wahr::A,tõene,pravdivý
744,alt::A,vana,starý
745,neu::A,uus,nový
746,ehemalig::A,endine,bývalý
747,alt[Lebewesen]::A,vana,starý
748,jung::A,noor,mladý
749,arm::A,vaene,chudobný
750,reich::A,rikas,bohatý
751,bekannt::A,teada,známy
752,bekannt::A,tuttav,známy
753,berühmt::A,tuntud,slávny
754,berühmt::A,tuntud,povestný
755,fremd::A,võõras,cudzí
756,verschieden::A,erinev,rôzny
757,verschieden::A,erinev,rozličný
758,nah::A,lähedane,blízky
759,fern::A,kauge,ďaleký
760,linker::A,vasak,ľavý
761,rechter::A,parem,pravý
762,anderer::A,muu,iný
763,anderer::A,muu,druhý
764,anderer::A,teine,iný
765,anderer::A,teine,druhý
766,erster::A,esimene,prvý
767,zweiter::A,teine,druhý
768,dritter::A,kolmas,tretí
769,letzter::A,viimane,ostatný
770,letzter::A,viimane,posledný
771,allein::ADV,üksi,sám
772,auf einmal::ADV,korraga,zároveň
773,auf einmal::ADV,ühekorraga,zároveň
774,zusammen::ADV,koos,spolu
775,zusammen::ADV,koos,spoločne
776,zusammen::ADV,üheskoos,spolu
777,zusammen::ADV,üheskoos,spoločne
778,lange::ADV,kaua,dlho
779,plötzlich::ADV,äkki,náhle
780,plötzlich::ADV,järsku,náhle
781,sofort::ADV,kohe,hneď
782,sofort::ADV,kohe,ihneď
783,später::ADV,hiljem,neskoršie
784,jetzt::ADV,nüüd,teraz
785,heute::ADV,täna,dnes
786,morgen::ADV,homme,zajtra
787,bald::ADV,pea,skoro
788,bald::ADV,varsti,skoro
789,dann::ADV,siis,nato
790,dann::ADV,siis,potom
791,gestern::ADV,eile,včera
792,einst::ADV,vanasti,kedysi
793,einst::ADV,vanasti,niekedy
794,damals::ADV,tookord,vtedy
795,danach::ADV,seejärel,potom
796,danach::ADV,seejärel,podľa toho
797,vorher::ADV,enne,napred
798,vorher::ADV,enne,predtým
799,zuerst::ADV,enne,najprv
800,zuerst::ADV,esmalt,najprv
801,einmal::ADV,kord,raz
802,einmal::ADV,kord,jedenkrát
803,einmal::ADV,üks kord,raz
804,einmal::ADV,üks kord,jedenkrát
805,manchmal::ADV,mõnikord,občas
806,manchmal::ADV,mõnikord,niekedy
807,oft::ADV,tihti,často
808,oft::ADV,sageli,často
809,immer::ADV,ikka,vždy
810,immer::ADV,ikka,ustavične
811,immer::ADV,alati,vždy
812,immer::ADV,alati,ustavične
813,niemals::ADV,mitte kunagi,nikdy
814,hier::ADV,siin,tu
815,hierhin::ADV,siia,sem
816,hierhin::ADV,siia,tade
817,von hier::ADV,siit,odtiaľto
818,dort::ADV,seal,tam
819,dorthin::ADV,sinna,ta
820,dorthin::ADV,sinna,tam
821,geradeaus::ADV,otse edasi,rovno
822,geradeaus::ADV,otse edasi,priamo
823,vorwärts::ADV,edasi,napred
824,rückwärts::ADV,tagurpidi,nazad
825,zurück::ADV,tagasi,späť
826,zurück::ADV,tagasi,naspäť
827,unten::ADV,all,dolu
828,unten::ADV,all,naspodku
829,unten::ADV,allpool,dolu
830,unten::ADV,allpool,naspodku
831,hinab::ADV,alla,dolu
832,oben::ADV,ülal,hore
833,oben::ADV,ülal,navrchu
834,hinauf::ADV,üles,hore
