,Concept_ID,av,sah
67,Welle::N,карачел,балхаан
68,Wasser::N,лъим,уу
69,Stein::N,гьецӏо,таас
70,Boden::N,ракь,сир
71,Erde::N,ракь,буор
72,Erde::N,дуниял,буор
73,Staub::N,хӏур,быыл
74,Rauch::N,кӏкӏуй,буруо
75,Feuer::N,цӏа,уот
76,Licht::N,канлъи,уот
77,Schatten::N,рагӏад,күлүк
78,Wetter::N,гьава-бакъ,күн-дьыл
79,Nebel::N,гӏодобнакӏкӏ,туман
80,Wolke::N,накӏкӏ,былыт
81,Regen::N,цӏад,самыыр
82,Schnee::N,гӏазу,хаар
83,Eis::N,цӏер,муус
84,Frost::N,замгьари,тымныы
85,Kälte::N,квач,тымныы
86,Hitze::N,багӏари,куйаас
87,Raureif::N,мартӏ,кырыа
88,Regenbogen::N,нур,кустук
89,Regenbogen::N,чамбара,кустук
90,Donner::N,гъугъай,этиҥ
91,Donner::N,гъугъади,этиҥ
92,Strömung::N,чвахи,сүүрүк
93,Tropfen::N,резел,таммах
94,Tropfen::N,резел,хааппыла
95,Tropfen::N,тӏинкӏ,таммах
96,Tropfen::N,тӏинкӏ,хааппыла
97,Tropfen::N,къатӏра,таммах
98,Tropfen::N,къатӏра,хааппыла
99,Tropfen::N,тӏенкӏел,таммах
100,Tropfen::N,тӏенкӏел,хааппыла
101,Schaum::N,полоп,күүгэн
102,Schmutz::N,чороклъи,кир
103,See::N,хӏор,күөл
104,Sumpf::N,хьуцӏ,бадараан
105,Wiese::N,мегъ,ходуһа
106,Wiese::N,гӏурдаллъи,ходуһа
107,Wald::N,рохь,ойуур
108,Hügel::N,гохӏ,булгунньах
109,Anhöhe::N,сийитма,үрдэл
110,Berg::N,мегӏер,хайа
111,Gipfel::N,тӏогь,чыпчаал
112,Höhle::N,нохъо,хайа_хаспаҕа
113,Höhle::N,нохъо,көҥүс
114,Abhang::N,лабаллъи,эниэ
115,Quelle::N,ицц,дьүүктэ
116,Bach::N,лъар,үрүйэ
117,Fluss::N,гӏор,өрүс
118,Ufer::N,рагӏал,биэрэк
119,Küste::N,рагӏал,кытыл
120,Festland::N,ракь,кураанах сир
121,Festland::N,ракъдаллъи,кураанах сир
122,Meer::N,ралъад,муора
123,Bucht::N,кӏветӏ,хомо
124,Bucht::N,кӏветӏ,бухта
125,Insel::N,чӏинкӏиллъи,арыы
126,Blume::N,тӏегь,сибэкки
127,Gras::N,хер,от
128,Wurzel::N,кьибил,силис
129,Baum::N,гъветӏ,мас
130,Stamm::N,рохти,умнас
131,Rinde::N,макъар,хатырык
132,Ast::N,ноцӏ,мутук
133,Zweig::N,гӏаркьел,лабаа
134,Blatt::N,тӏамах,сэбирдэх
135,Birke::N,мах,хатыҥ
136,Birke::N,махигъветӏ,хатыҥ
137,Kiefer[Baum]::N,накӏкӏигъветӏ,бэс
138,Weide[Baum]::N,рицӏцӏ,үөт
139,Weide[Baum]::N,рицӏцӏ,талах
140,Weide[Baum]::N,рицӏцӏигъветӏ,үөт
141,Weide[Baum]::N,рицӏцӏигъветӏ,талах
142,Tanne::N,ёлка,харыйа
143,Horn::N,лълъар,муос
144,Feder::N,хӏули,куорсун
145,Fell::N,тӏом,тирии
146,Fell::N,цӏоко,тирии
147,Flügel::N,кваркьи,кынат
148,Klaue::N,галъ,тыҥырах
149,Kralle::N,квачӏ,баппаҕай
150,Kralle::N,катиквачӏ,баппаҕай
151,Schwanz::N,рачӏ,кутурук
152,Ei::N,хоно,сымыыт
153,Nest::N,бусен,уйа
154,Bau::N,каратӏ,хороон
155,Tier::N,хӏайван,кыыл
156,Tier::N,хӏайван,харамай
157,Herde::N,рехъен,үөр
158,Herde::N,рехъед,үөр
159,Kuh::N,гӏака,ынах
160,Bulle::N,оц,оҕус
161,Pferd::N,чу,сылгы
162,Schaf::N,чахъу,овца
163,Schwein::N,болъон,сибиинньэ
164,Hund::N,гьой,ыт
165,Katze::N,кету,куоска
166,Bär::N,ци,эһэ
167,Eichhörnchen::N,гвангва,тииҥ
168,Fuchs::N,цер,саһыл
169,Hase::N,гӏанкӏ,куобах
170,Maus::N,гӏункӏкӏ,кутуйах
171,Wolf::N,бацӏ,бөрө
172,Vogel::N,хӏинчӏ,көтөр
173,Schwarm::N,тӏел,бөлөх
174,Huhn::N,гӏанкӏу,куурусса
175,Hahn::N,хӏелеко,бөтүүк
176,Gans::N,хъаз,хаас
177,Adler::N,цӏум,хотой
178,Ente::N,ордек,кус
179,Eule::N,беццаруз,мэкчиргэ
180,Kranich::N,къункъра,туруйа
181,Krähe::N,гъеду,тураах
182,Kuckuck::N,гагу,кэҕэ
183,Schwan::N,хӏанкъва,куба
184,Fisch::N,ччугӏа,балык
185,Barsch::N,окунь,алыһар
186,Hecht::N,щука,сордон
187,Schlange[Tier]::N,борохь,моҕой
188,Schlange[Tier]::N,борохь,эриэн үөн
189,Wurm::N,хӏапара,үөн
190,Spinne::N,хъанхъра,ооҕуй
191,Ameise::N,цӏунцӏра,кымырдаҕас
192,Laus::N,нацӏ,быт
193,Mücke::N,кӏкӏара,кумаар
194,Fliege::N,тӏутӏ,сахсырҕа
195,Schmetterling::N,кӏалкӏучӏ,лыах
196,Schmetterling::N,кӏалкӏучӏ,үрүмэччи
197,Apfel::N,гӏеч,яблоко
198,Pilz::N,гӏурдахӏан,тэллэй
199,Zwiebel::N,кӏочӏопер,луук
200,Saat::N,хьон,сиэмэ
201,Korn::N,мугь,сиэмэ
202,Heu::N,хер,от
203,Schale::N,хъал,хах
204,Grube::N,гвенд,дьаама
205,Falle::N,къор,сохсо
206,Falle::N,къотен,сохсо
207,Schlinge::N,кӏичӏ,уктаа
208,Spur::N,лъалкӏ,суол
209,Asche::N,рахъу,күл
210,Dreck::N,гъиз,бадараан
211,Dreck::N,хӏарщ,бадараан
212,Eisen::N,махх,тимир
213,Gold::N,месед,көмүс
214,Gold::N,месед,кыһыл көмүс
215,Silber::N,гӏарац,көмүс
216,Silber::N,гӏарац,үрүҥ көмүс
217,Kohle::N,тӏурччи,чох
218,Glas::N,цӏер,өстүөкүлэ
219,Lehm::N,хӏатӏ,туой
220,Sand::N,сали,кумах
221,Mensch::N,чи,киһи
222,Mann::N,бихьинчи,эр
223,Frau::N,гӏадан,дьахтар
224,Kind::N,лъимер,оҕо
225,Junge::N,вас,уол
226,Mädchen::N,яс,кыыс оҕо
227,Familie::N,хъизан,кэргэн
228,Großvater::N,кӏудада,эһэ
229,Großmutter::N,кӏодо,эбэ
230,Eltern::N,эбел-эмен,аҕа-ийэ
231,Vater::N,эмен,аҕа
232,Mutter::N,эбел,ийэ
233,Sohn::N,вас,уол
234,Tochter::N,яс,кыыс
235,Bruder::N,вац,убай
236,Bruder::N,вац,быраат
237,Schwester::N,яц,аҕас
238,Schwester::N,яц,балыс
239,Onkel::N,даци,таай
240,Onkel::N,даци,абаҕа
241,Tante::N,ада,эдьиий
242,Ehemann::N,рос,эр
243,Ehefrau::N,чӏужу,ойох
244,Freude::N,ракӏбохи,үөрүү
245,Gelächter::N,релъи,күлүү
246,Glück::N,талихӏ,дьол
247,Glück::N,талихӏ,соргу
248,Glück::N,талихӏ-рохел,дьол
249,Glück::N,талихӏ-рохел,соргу
250,Kummer::N,хӏалкъай,кутурҕан
251,Wunsch::N,къасд,баҕарыы
252,Lust::N,гъира,баҕа
253,Geist::N,чӏанкӏ,тыын
254,Geist::N,рухӏ-жан,тыын
255,Gedanke::N,пикру,санаа
256,Verstand::N,лумалъи,өй
257,Verstand::N,цӏодорлъи,өй
258,Sinn::N,магӏна,суолта
259,Grund::N,багьана,төрүөт
260,Wahrheit::N,ритӏухълъи,кырдьык
261,Gespräch::N,накъит,бэсиэдэ
262,Gespräch::N,накъит,кэпсэтии
263,Märchen::N,маргьа,остуоруйа
264,Erzählung::N,къиса,кэпсээн
265,Nachricht::N,хабар,биллэриллии
266,Neuigkeit::N,хабар-гӏазаб,сонун
267,Name::N,цӏар,аат
268,Rätsel::N,бицанкӏо,таабырын
269,Rede::N,речь,этии
270,Rede::N,калам,этии
271,Sprache::N,мацӏ,тыл
272,Stimme::N,гьаракь,куолас
273,Wort::N,рагӏи,тыл
274,Zeichen::N,ишара,бэлиэ
275,Zeichen::N,гӏаламат,бэлиэ
276,Ruf::N,ахӏи,ыҥырыы
277,Lärm::N,хъуй,айдаан
278,Lärm::N,хъуди,айдаан
279,Laut::N,гьаракь,тыас
280,Laut::N,сас,тыас
281,Lied::N,кечӏ,ырыа
282,Ruhe::N,рахӏат,уу чуумпу
283,Leute::N,гӏадамал,дьон
284,Volk::N,халкъ,дьон
285,Volk::N,халкъ,норуот
286,Arbeit::N,хӏалтӏи,үлэ
287,Gast::N,гьобол,ыалдьыт
288,Geschenk::N,сайигъат,бэлэх
289,Spiel::N,хӏай,оонньуу
290,Spiel::N,расанди,оонньуу
291,Gesellschaft::N,жамагӏат,общество
292,Hilfe::N,кумек,көмө
293,Freund::N,гьудул,доҕор
294,Kamerad::N,гьалмагъ,атас
295,Angelegenheit::N,къваригӏел,дьыала
296,Anzahl::N,рикӏкӏен,ахсаан
297,Art::N,жинс,биис
298,Stück::N,кесек,кырбас
299,Teil::N,пай,ирээт
300,Hälfte::N,бащдаб,аҥар
301,Kreis::N,гор,төгүрүк
302,Kreis::N,гор,төгүрүмтэ
303,Kreuz::N,хъанч,кириэс
304,Linie::N,мухъ,сурааһын
305,Strich::N,хӏучч,сурааһын
306,Abstand::N,манзил,арыт
307,Entfernung::N,манзил,ыраах
308,Gegend::N,рахъ,сир
309,Platz::N,бакӏ,арыт
310,Ort::N,бакӏ,сир
311,Seite::N,рахъ,өрүт
312,Seite::N,рахъ,сирэй
313,Mitte::N,бакьулъбакӏ,орто
314,Gegenstand::N,жо,предмет
315,Sache::N,жо,мал
316,Rand::N,мицӏир,кытыы
317,Rand::N,мицӏир,ойоҕос
318,Kante::N,рагӏал,кырыы
319,Kante::N,рагӏа-ракьан,кырыы
320,Ecke::N,цили,муннук
321,Spitze::N,тӏогь,чыпчаал
322,Ende::N,кӏал,төбө
323,Loch::N,каратӏ,тэһэҕэс
324,Loch::N,каратӏ,дьөлөҕөс
325,Muster::N,накъиш,оһуор
326,Größe::N,кӏодо́лъи,кээмэй
327,Länge::N,халалъи,уста
328,Höhe::N,борхалъи,үрдүк
329,Gewicht::N,бакӏлъи,ыйааһын
330,Haufen::N,гъуни,чөмчөх
331,Reihe::N,ирга́,кэккэ
332,Boot::N,раса,оҥочо
333,Ruder::N,раххан,эрдии
334,Schlitten::N,чанагъ,сыарҕа
335,Ski::N,лыжаби,хайыһар
336,Lagerfeuer::N,цӏа,кутаа
337,Last::N,бакӏлъи,ыарахан
338,Gang::N,хьвади,хаамыы
339,Gang::N,хьвада-чӏвади,хаамыы
340,Schritt::N,гали,хардыы
341,Norden::N,шимал,хоту
342,Süden::N,юг,соҕуруу
343,Süden::N,къибла,соҕуруу
344,Westen::N,гъарб,арҕаа
345,Westen::N,магъриб,арҕаа
346,Osten::N,шаркъ,илин
347,Osten::N,машрикъ,илин
348,Holz::N,цӏул,мас
349,Brett::N,хъарщи,дуоска
350,Brett::N,хъарщи,хаптаһын
351,Platte::N,къоно,билиитэ
352,Stange::N,гӏер,ураҕас
353,Stock::N,тӏил,мас
354,Stock::N,тӏил,баалкы
355,Stab::N,гӏер,ураҕас
356,Rohr::N,турба,турба
357,Haus::N,ригь,дьиэ
358,Haus::N,рукъзал,дьиэ
359,Heim::N,рукъ,дьиэ
360,Ofen::N,печь,оһох
361,Fußboden::N,чӏабар,муоста
362,Tisch::N,стол,остуол
363,Stuhl::N,бакӏу,устуул
364,Wiege::N,кини,биһик
365,Bett::N,кровать,кырабаат
366,Regal::N,хъарщи,долбуур
367,Kiste::N,ящик,дьааһык
368,Kiste::N,тӏалагъуд,дьааһык
369,Fenster::N,гордо,түннүк
370,Tür::N,нуцӏа,аан
371,Tor::N,каву,аан
372,Zaun::N,раци,соппулуот
373,Dach::N,тӏох,кырыыса
374,Leiter::N,мали,кирилиэс
375,Besen::N,жул,миинньик
376,Spaten::N,бел,күрдьэх
377,Schaufel::N,раххан,күрдьэх
378,Gabel::N,гӏучӏ,биилкэ
379,Löffel::N,гъуд,луоска
380,Messer::N,нус,быһах
381,Nagel::N,магӏ,тоһоҕо
382,Netz::N,гьин,илим
383,Haken::N,гъанцӏа,көхө
384,Griff::N,гӏоркь,ук
385,Griff::N,гӏоркь,тутаах
386,Schloss::N,кӏулал,күлүүс
387,Bild::N,сурат,хартыына
388,Puppe::N,нани,куукула
389,Beutel::N,таргьа,мөһөөччук
390,Bündel::N,къай,баайыы
391,Tasche::N,сумка,суумка
392,Tasche::N,къвачӏа,суумка
393,Eimer::N,ведро,биэдэрэ
394,Deckel::N,тӏалъел,хаппах
395,Deckel::N,дадитӏалъел,хаппах
396,Geschirr::N,цӏарагӏ,иһит
397,Sack::N,хъап,куул
398,Sack::N,къандалъо,куул
399,Tasse::N,чашка,сэлиэнэй
400,Topf::N,хьаг,көстүрүүҥкэ
401,Kessel::N,хьаг,хочуол
402,Kessel::N,гереги,хочуол
403,Essen::N,тӏагӏам,аһылык
404,Nahrung::N,квен,ас
405,Speise::N,квен,аһылык
406,Fleisch::N,гьан,эт
407,Getreide::N,бугӏа-ролъ,злактар
408,Getreide::N,могьолабл_культураби,злактар
409,Brei::N,карщ,хааһы
410,Brot::N,чед,килиэп
411,Scheibe::N,мочӏу,куһуок
412,Fett::N,беэнлъи,сыа
413,Butter::N,нах,арыы
414,Öl::N,нах,арыы
415,Salz::N,цӏам,туус
416,Suppe::N,чурпа,мин
417,Honig::N,гьоцӏо,мүөт
418,Milch::N,рахь,үүт
419,Tee::N,чай,чэй
420,Leder::N,тӏом,тирии
421,Wolle::N,квас,түү
422,Stoff::N,ххам,таҥас
423,Nadel::N,рокӏкӏен,иннэ
424,Faden::N,кун,сап
425,Knopf::N,маргъал,тимэх
426,Knoten::N,гарацӏ,түмүк
427,Farbe::N,релъен,кырааска
428,Kleidung::N,ретӏел,таҥас
429,Hemd::N,гурде,ырбаахы
430,Kragen::N,габур,саҕа
431,Ärmel::N,къвал,сиэх
432,Hose::N,тӏажу,ыстаан
433,Hose::N,тӏажу,бүрүүкэ
434,Gürtel::N,рачел,кур
435,Mütze::N,тӏагъур,бэргэһэ
436,Stiefel::N,этек,саппыкы
437,Stiefel::N,чакма,саппыкы
438,Ring::N,баргъич,биһилэх
439,Band::N,лента,лиэнтэ
440,Kamm::N,гьоркьо,тараах
441,Spiegel::N,матӏу,сиэркилэ
442,Riemen::N,рижу,кур
443,Decke::N,одея́ло,суорҕан
444,Kissen::N,къандалъо,сыттык
445,Tuch::N,квархьи,былаат
446,Handtuch::N,беркӏалрацӏцӏ,соттор
447,Kraft::N,гуч,сыра
448,Kraft::N,къуват,сыра
449,Stärke::N,хӏалкӏвей,күүс
450,Gesundheit::N,сахлъи́,доруобуйа
451,Krankheit::N,унти,ыарыы
452,Krankheit::N,щокълъи,ыарыы
453,Schmerz::N,унти,ыарыы
454,Wunde::N,ругъун,баас
455,Fieber::N,цӏа-кан,түрүлгэн
456,Fieber::N,цӏа-кан,лихорадка
457,Fieber::N,цӏа-кан,температура
458,Arznei::N,дару,эмп
459,Brücke::N,кьо,күргэ
460,Brunnen::N,гъуй,холуодьас
461,Weide::N,рицӏцӏ,мэччирэҥ
462,Weide::N,лъичӏирма,мэччирэҥ
463,Weide::N,гӏурдаллъи,мэччирэҥ
464,Weide::N,ри́цӏигъветӏ,мэччирэҥ
465,Weide::N,рицӏцӏигъветӏ,мэччирэҥ
466,Pfad::N,сухъмахъ,ыллык
467,Weg::N,нух,суол
468,Straße::N,нух,суол
469,Dorf::N,росу,дэриэбинэ
470,Stadt::N,шагьар,куорат
471,Brief::N,кагъат,сурук
472,Brief::N,рисалат,сурук
473,Buch::N,тӏехь,кинигэ
474,Buchstabe::N,хӏарп,буква
475,Zeitung::N,газет,хаһыат
476,Leben::N,яшав,тыын
477,Tod::N,хвел,өлүү
478,Grab::N,хоб,иин
479,Kirche::N,килиса,таҥара дьиэтэ
480,Sünde::N,хӏакъ,айыы
481,Sünde::N,мунагь,айыы
482,Gott::N,бичас,тангара
483,Gott::N,аллагь,тангара
484,Arbeiter::N,хӏалтӏухъан,үлэһит
485,Chef::N,хӏаким,баһылык
486,Chef::N,хӏаким,начальник
487,Chef::N,начальник,баһылык
488,Chef::N,начальник,начальник
489,Meister::N,устар,уус
490,Meister::N,устар,маастар
491,Meister::N,мастер,уус
492,Meister::N,мастер,маастар
493,Meister::N,махщалилав,уус
494,Meister::N,махщалилав,маастар
495,Arzt::N,жайрахӏ,врач
496,Lehrer::N,мугӏалим,учуутал
497,Geld::N,гӏарац,харчы
498,Laden::N,тукен,маҕаһыын
499,Preis::N,багьа,сыана
500,Ware::N,къайи,табаар
501,Nutzen::N,мунпагӏат,туһа
502,Reichtum::N,бечелъи,баай
503,Welt::N,дуниял,аан дойду
504,Land::N,улка,дойду
505,Land::N,икълим,дойду
506,Staat::N,пачалихъ,государство
507,König::N,пача,король
508,König::N,малик,король
509,König::N,къирал,король
510,König::N,падишагь,король
511,Macht::N,кверщел,былаас
512,Grenze::N,гӏорхъи,кыраныысса
513,Krieg::N,рагъ,сэрии
514,Feind::N,тушман,өстөөх
515,Gewalt::N,зулму,күүһүлээһин
516,Kampf::N,къеркьей,охсуһуу
517,Bogen[Waffe]::N,газаргъо,ох
518,Pfeil::N,чӏор,ох
519,Gewehr::N,туманкӏ,саа
520,Fehler::N,гъалатӏ,сыыһа
521,Lüge::N,гьереси,сымыйа
522,Schaden::N,зиян,хоромньу
523,Schaden::N,зарал,хоромньу
524,Unglück::N,балагь,алдьархай
525,Schuld::N,гӏайиб,буруй
526,Alter::N,гӏумру,саас
527,Schluss::N,ахир,тиһэх
528,Zeit::N,заман,бириэмэ
529,Tag::N,къо,күн
530,Morgen::N,радалмех,сарсыарда
531,Mittag::N,къадемех,күн ортото
532,Abend::N,релъедамех,киэһэ
533,Nacht::N,сордо,түүн
534,Woche::N,анкь,нэдиэлэ
535,Monat::N,моцӏ,ый
536,Jahr::N,сон,сыл
537,Jahr::N,сон,дьыл
538,Jahr::N,лъагӏел,сыл
539,Jahr::N,лъагӏел,дьыл
540,Frühling::N,их,саас
541,Sommer::N,рии,сайын
542,Herbst::N,хасалихълъи,күһүн
543,Winter::N,кьин,кыһын
544,Januar::N,январь,тохсунньу
545,Februar::N,февра́ль,олунньу
546,März::N,март,кулун тутар
547,April::N,апрель,муус устар ый
548,Mai::N,май,ыам ыйа
549,Juni::N,июнь,бэс ыйа
550,Juli::N,июль,от ыйа
551,August::N,август,атырдьах ыйа
552,September::N,сентябрь,балаҕан ыйа
553,Oktober::N,октябрь,алтынньы
554,November::N,ноябрь,сэтинньи
555,Dezember::N,декабрь,ахсынньы
556,Montag::N,итни,бэнидиэнньик
557,Dienstag::N,талат,оптуорунньук
558,Mittwoch::N,арбагӏ,сэрэдэ
559,Donnerstag::N,хамиз,чэппиэр
560,Freitag::N,рузман,бээтинсэ
561,Samstag::N,щамат,субуота
562,Sonntag::N,гьатӏан,баскыһыанньа
563,groß::A,кӏудияб,бөдөҥ
564,groß::A,кӏудияб,улахан
565,klein::A,гьитӏинаб,кыр
566,lang::A,халатаб,уһун
567,kurz::A,къокъаб,кылгас
568,breit::A,гӏебаб,кэтит
569,schmal::A,къваридаб,кыараҕас
570,dicht::A,ризаб,хойуу
571,dick[Gegenstand]::A,бицатаб,суон
572,dick[Gegenstand]::A,бицатаб,хойуу
573,dünn::A,тӏеренаб,чараас
574,fein::A,тӏеренаб,бытархай
575,fein::A,тӏеренаб,синньигес
576,fest::A,къвакӏараб,бөҕө
577,fest::A,къвакӏараб,кытаанах
578,flach::A,чӏепараб,хаптаҕай
579,glatt::A,цӏвакараб,кылааккай
580,hart::A,кьварараб,хатан
581,hart::A,кьварараб,кытаанах
582,weich::A,тамахаб,сымнаҕас
583,rund::A,гургинаб,төгүрүк
584,spitz::A,бегӏераб,сытыы
585,spitz::A,бегӏераб,уһуктаах
586,scharf::A,рекӏараб,сытыы
587,stumpf::A,тӏехӏараб,сыппах
588,stumpf::A,рекӏинчӏеб,сыппах
589,schwer::A,бакӏаб,ыарахан
590,schön::A,берцинаб,кыраһыабай
591,heiß::A,лагьараб,итии
592,warm::A,хинаб,ичигэс
593,kalt::A,квачараб,тымныы
594,kühl::A,квачараб,сөрүүн
595,frisch::A,цӏияб,ыраас
596,frisch::A,цӏияб,сөрүүн
597,frisch::A,цӏияб,тымныы
598,feucht::A,рагьараб,сииктээх
599,nass::A,би́ччараб,инчэҕэй
600,trocken::A,бакъвараб,кураан
601,leer::A,чӏобогояб,иччитэх
602,offen::A,рагьараб,аһаҕас
603,geschlossen::A,рахараб-къараб,бүтэй
604,sauber::A,бацӏцӏадаб,сэбэр
605,schmutzig::A,гъизараб,кирдээх
606,roh::A,хамаб,сиикэй
607,roh::A,гӏатӏгояб,сиикэй
608,reif::A,барщараб,буспут
609,reif::A,барщараб,сиппит-хоппут
610,lecker::A,тӏагӏамаб,минньигэс
611,süß::A,гьуинаб,минньигэс
612,bitter::A,кьогӏаб,аһыы
613,sauer::A,цӏекӏаб,аһыы
614,hell::A,канаб,сырдык
615,dunkel::A,бецӏаб,хараҥа
616,schwarz::A,чӏегӏераб,хара
617,weiß::A,хъахӏаб,үрүҥ
618,weiß::A,хъахӏаб,маҥан
619,rot::A,багӏараб,кыһыл
620,gelb::A,гӏобилаб,саһархай
621,gelb::A,тӏогьилаб,саһархай
622,blau::A,хъахӏилаб,күөх
623,grün::A,гӏурччинаб,күөх
624,grün::A,гӏурччинаб,от күөҕэ
625,grau::A,накӏкӏуяб,сиэрэй
626,bunt::A,къвекӏаб,эриэн
627,bunt::A,чара-гъараб,эриэн
628,billig::A,учузаб,чэпчэки
629,teuer::A,хири́яб,сыаналаах
630,wertvoll::A,къиматаб,сыаналаах
631,blind::A,беццаб,хараҕа суох
632,taub::A,гъугъаб,дьүлэй
633,kräftig::A,гучаб,модун
634,stark::A,къуватаб,күүстээх
635,schwach::A,гӏажизаб,мөлтөх
636,fett::A,кьарияб,эмис
637,schlank::A,чергесаб,дьылҕан
638,schlank::A,чергесаб,дьыпсаҕай
639,hübsch::A,гьайбатаб,олус кэрэ
640,hübsch::A,гьайбатаб,көрүөхтэн үчүгэй
641,böse::A,ракӏквешаб,өһүөннээх
642,dumm::A,гьагаб,акаары
643,dumm::A,гӏантаб,акаары
644,faul::A,кӏохӏалаб,нэс
645,faul::A,кӏухӏа́лаб,нэс
646,fleißig::A,хӏаракатаб,кыһамньылаах
647,geizig::A,къарумаб,иҥсэлээх
648,klug::A,лумияб,өйдөөх
649,geschickt::A,махщел бугев,наһаа дьоҕурдаах
650,lieb::A,гӏазизаб,тапталлаах
651,lustig::A,кепаб,көрдөөх
652,sanft::A,хӏалимаб,намчы
653,sanft::A,хӏалимаб,сымнаҕас
654,sanft::A,хӏере́наб,намчы
655,sanft::A,хӏере́наб,сымнаҕас
656,hungrig::A,бакъараб,аччык
657,krank::A,щокъаб,ыалдьар
658,krank::A,унтараб,ыалдьар
659,nackt::A,гӏицӏаб,сыгынньах
660,nackt::A,чӏанкӏараб,сыгынньах
661,traurig::A,пашманаб,санаарҕабыллаах
662,lebendig::A,чӏагояб,тыыннаах
663,gut::A,лъикӏаб,үтүө
664,gut::A,лъикӏаб,үчүгэй
665,schlecht::A,къадараб,куһаҕан
666,richtig::A,битӏараб,сөп
667,schlimm::A,нажасаб,сидьиҥ
668,schlimm::A,нажасаб,быдьар
669,schlimm::A,къабихӏаб,сидьиҥ
670,schlimm::A,къабихӏаб,быдьар
671,wahr::A,хӏакъаб,кырдьык
672,wahr::A,битӏараб,кырдьык
673,alt::A,басрияб,былыргы
674,neu::A,цӏияб,саҥа
675,ehemalig::A,цебе́госеб,урукку
676,alt[Lebewesen]::A,хераб,кырдьаҕас
677,jung::A,тӏинчӏаб,эдэр
678,jung::A,гӏолохъанаб,эдэр
679,arm::A,пакъираб,дьадаҥы
680,reich::A,бечедаб,баай
681,bekannt::A,лъалеб,билэр
682,berühmt::A,машгьураб,аатырбыт
683,fremd::A,чияр,атын
684,verschieden::A,батӏи-батӏияб,араас
685,nah::A,гӏагарда бугеб,чугас
686,fern::A,рикӏкӏадаб,ыраах
687,linker::A,квегӏаб,хаҥас
688,rechter::A,кваранаб,уҥа
689,anderer::A,батӏияб,атын
690,erster::A,тӏоцебесеб,маҥнайгы
691,zweiter::A,кӏиабилеб,иккис
692,dritter::A,лъабабилеб,үһүс
693,letzter::A,ахирисеб,тиһэх
694,allein::ADV,ялгъузго,соҕотох
695,auf einmal::ADV,цихӏинтӏаго,биирдэ
696,zusammen::ADV,цойида,холбуу
697,plötzlich::ADV,цойидасанго,эмискэ
698,sofort::ADV,гьебсагӏат,тута
699,jetzt::ADV,гьанже,билигин
700,heute::ADV,жакъа,бүгүн
701,morgen::ADV,метер,сарсын
702,bald::ADV,гьабсагӏаталъ,өтөр
703,dann::ADV,цинги,кэнна
704,gestern::ADV,сон,бэҕэһээ
705,einst::ADV,цин,биир төгүл
706,einst::ADV,цин,арай биирдэ
