,Concept_ID,ml,fr
1221,prahlen::V,പൊങ്ങച്ചം പറയുക,se vanter
1222,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,traduire
1223,denken::V,ചിന്തിക്കുക,penser
1224,glauben::V,വിശ്വസിക്കുക,croire
1225,bemerken::V,ശ്രദ്ധിക്കുക,remarquer
1226,bemerken::V,ശ്രദ്ധിക്കുക,apercevoir
1227,erkennen::V,തിരിചറിയുക,reconnaître
1228,begreifen::V,കൈപ്പിടിയിലാക്കുക,concevoir
1229,verstehen::V,മനസ്സിലാക്കുക,entendre
1230,verstehen::V,മനസ്സിലാക്കുക,comprendre
1231,lernen::V,പഠിക്കുക,apprendre
1232,wissen::V,അറിയുക,savoir
1233,sich erinnern an::V,ഓർമിക്കുക,se souvenir de
1234,vergessen::V,മറക്കുക,oublier
1235,messen::V,അളക്കുക,mesurer
1236,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,compter
1237,rechnen::V,ഗണിക്കുക,calculer
1238,lesen::V,വായിക്കുക,lire
1239,malen::V,ചിത്രം വരയ്ക്കുക,peindre
1240,zeichnen::V,വരയ്ക്കുക,dessiner
1241,schreiben::V,എഴുതുക,écrire
1242,besitzen::V,സ്വന്തമാക്കുക,posséder
1243,kaufen::V,വാങ്ങുക,acheter
1244,verkaufen::V,വിൽക്കുക,vendre
1245,bezahlen::V,പരിഹാരം ചെയ്യുക,payer
1246,zahlen::V,പണം അടയ്ക്കുക,payer
1247,beherrschen::V,ഭരിക്കുക,dominer
1248,beherrschen::V,ഭരിക്കുക,maîtriser
1249,ertragen::V,താങ്ങുക,tolérer
1250,ertragen::V,താങ്ങുക,supporter
