,Concept_ID,la,xal
197,Korn::N,granum,экн
198,Heu::N,faenum,өвсн
199,Schale::N,putamen,хальсн
200,Grube::N,fovea,нүкн
201,Falle::N,pedica,урх
202,Falle::N,pedica,хавх
203,Schlinge::N,laqueus,бүтү
204,Spur::N,vestigium,мөр
205,Asche::N,cinis,үмсн
206,Dreck::N,lutum,бальчг
207,Eisen::N,ferrum,төмр
208,Gold::N,aurum,алтн
209,Silber::N,argentum,мөңгн
210,Silber::N,argentum,цаһан мөңгн
211,Kohle::N,carbo,нүүрсн
212,Glas::N,vitrum,шил
213,Lehm::N,lutum,шавр
214,Sand::N,arena,элсн
215,Mensch::N,homo,күн
216,Mensch::N,homo,күмн
217,Mann::N,vir,эр
218,Frau::N,mulier,күүкд күн
219,Kind::N,puer,үрн
220,Kind::N,infans,үрн
221,Junge::N,puer,көвүн
222,Mädchen::N,puella,бичкн күүкн
223,Familie::N,familia,бүл
224,Großvater::N,avus,өвк эцк
225,Großvater::N,avus,наһц эцк
226,Großmutter::N,avia,эмг эк
227,Großmutter::N,avia,наһц эк
228,Eltern::N,parentes,эк эцк хойр
229,Vater::N,pater,эцк
230,Mutter::N,mater,эк
231,Sohn::N,filius,көвүн
232,Tochter::N,filia,күүкн
233,Bruder::N,frater,дү көвүн
234,Schwester::N,soror,эгч
235,Schwester::N,soror,дү күүкн
236,Onkel::N,patruus,авһ
237,Onkel::N,patruus,наһцх
238,Onkel::N,avunculus,авһ
239,Onkel::N,avunculus,наһцх
240,Tante::N,amita,наһц эгч
241,Ehemann::N,maritus,залу
242,Ehefrau::N,uxor,гергн
243,Freude::N,gaudium,байр
244,Freude::N,laetitia,байр
245,Gelächter::N,risus,инәдн
246,Glück::N,felicitas,җирһл
247,Glück::N,felicitas,сәәхн җирһл
248,Kummer::N,aegritudo,зовлң
249,Wunsch::N,voluntas,дурн
250,Wunsch::N,desiderium,дурн
251,Lust::N,libido,җилвтлһн
252,Lust::N,voluptas,җилвтлһн
253,Geist::N,mens,зөрг
254,Geist::N,animus,зөрг
255,Gedanke::N,sententia,ухан
256,Gedächtnis::N,memoria,чееҗин тодлвр
257,Verstand::N,ratio,ухан
258,Verstand::N,ingenium,ухан
259,Sinn::N,sensus,учр-утх
260,Grund::N,causa,учр
261,Grund::N,causa,шалтан
262,Wahrheit::N,veritas,үнн
263,Gespräch::N,sermo,күүндвүр
264,Märchen::N,fabula,тууль
265,Erzählung::N,fabula,келвр
266,Erzählung::N,narratio,келвр
267,Nachricht::N,nuntius,медүллһн
268,Neuigkeit::N,novitas,зәңг
269,Name::N,nomen,нерн
270,Rätsel::N,aenigma,тәәлвртә тууль
271,Rede::N,oratio,келлһн
272,Sprache::N,lingua,келн
273,Stimme::N,vox,дун
274,Wort::N,verbum,үг
275,Wort::N,vocabulum,үг
276,Zeichen::N,signum,темдг
277,Ruf::N,clamor,дуудлһн
278,Lärm::N,strepitus,шууган
279,Laut::N,sonus,ә
280,Ton::N,sonus,дун
281,Lied::N,carmen,дун
282,Ruhe::N,quies,амулң
283,Leute::N,homines,әмтн
284,Volk::N,populus,улс
285,Arbeit::N,labor,көдлмш
286,Gast::N,hospes,гиич
287,Gast::N,conviva,гиич
288,Geschenk::N,munus,белг
289,Spiel::N,ludus,наадн
290,Gesellschaft::N,societas,олн
291,Hilfe::N,auxilium,нөкд
292,Hilfe::N,subsidium,нөкд
293,Freund::N,amicus,иньг
294,Kamerad::N,socius,үр
295,Angelegenheit::N,res,керг
296,Anzahl::N,numerus,то
297,Art::N,genus,зүүл
298,Stück::N,frustum,хусг
299,Stück::N,fragmentum,хусг
300,Teil::N,pars,хүв
301,Hälfte::N,dimidium,өрәл
302,Kreis::N,orbis,төгрг
303,Kreis::N,circus,төгрг
304,Kreuz::N,crux,кирс
305,Linie::N,linea,зурасн
306,Strich::N,lineamentum,татасн
307,Abstand::N,intervallum,зә
308,Entfernung::N,spatium,һазр
309,Gegend::N,loca,һазр
310,Gegend::N,regio,һазр
311,Platz::N,locus,зә
312,Ort::N,locus,бәәрн
313,Seite::N,latus,тал
314,Seite::N,latus,хаҗу
315,Seite::N,latus,хәврһ
316,Mitte::N,medium,дунд
317,Gegenstand::N,res,юмн
318,Sache::N,res,юмн
319,Rand::N,margo,зах
320,Kante::N,angulus,ирмәг
321,Ecke::N,angulus,өнцг
322,Spitze::N,cacumen,үзүр
323,Ende::N,caput,үзүр
324,Loch::N,foramen,хаһрха
325,Winkel::N,angulus,булң
326,Muster::N,exemplum,намч
327,Größe::N,magnitudo,кемҗән
328,Länge::N,longitudo,ут
329,Höhe::N,altitudo,өндр
330,Gewicht::N,pondus,күнд
331,Gewicht::N,pondus,чиңнүр
332,Menge::N,copia,ик
333,Haufen::N,acervus,ова
334,Reihe::N,ordo,зерг
335,Reihe::N,ordo,зерглән
336,Boot::N,navicula,оңһц
337,Ruder::N,remus,хәәв
338,Schlitten::N,sclodia,цан
339,Ski::N,narta,лыҗ
340,Lagerfeuer::N,ignis,костёр
341,Last::N,onus,күнд
342,Gang::N,cursus,йовлһн
343,Schritt::N,gradus,ишкм
344,Norden::N,septentriones,ар үзг
345,Süden::N,meridies,өмн
346,Süden::N,meridies,өмн үзг
347,Westen::N,occidens,барун
348,Westen::N,occidens,барун үзг
349,Osten::N,oriens,зүн
350,Osten::N,oriens,зүн үзг
351,Holz::N,lignum,модн
352,Brett::N,tabula,харһа
353,Platte::N,lamina,хавтха чолун
354,Stütze::N,adminiculum,тулг
355,Stange::N,pertica,уньн
356,Stock::N,baculum,модн
357,Stab::N,scipio,шуург
358,Rohr::N,tubus,турва
359,Haus::N,aedes,гер
360,Heim::N,domicilium,гер-бул
361,Ofen::N,fornax,беш
362,Fußboden::N,solum,девскр
363,Tisch::N,mensa,ширә
364,Stuhl::N,sella,стул
365,Wiege::N,cunae,өлгә
366,Wiege::N,cunae,дүүҗң
367,Bett::N,lectus,орн
368,Bett::N,lectus,орндг
369,Regal::N,foruli,таг
370,Regal::N,foruli,тәвц
371,Kiste::N,cista,яршг
372,Fenster::N,fenestra,терз
373,Tür::N,ianua,үүдн
374,Tor::N,porta,үүдн
375,Tor::N,porta,өргн үүдн
376,Tor::N,porta,хашан үүдн
377,Zaun::N,saepes,хаша
378,Dach::N,tectum,деевр
379,Leiter::N,scalae,шат
380,Leiter::N,scalae,давшур
381,Besen::N,scopae,сәвүр
382,Spaten::N,pala,күрз
383,Schaufel::N,pala,совг
384,Gabel::N,fuscinula,серә
385,Löffel::N,coclear,ухр
386,Messer::N,culter,утх
387,Nagel::N,clavus,хадасн
388,Netz::N,rete,гөлм
389,Haken::N,hamus,дегә
390,Griff::N,manubrium,иш
391,Griff::N,manubrium,бәрүл
392,Schloss::N,claustra,оньс
393,Bild::N,tabula,зург
394,Bild::N,pictura,зург
395,Figur::N,statunculum,фигур
396,Puppe::N,pupa,наадһа
397,Beutel::N,sacculus,мишг
398,Bündel::N,fascis,багла
399,Bündel::N,fascis,боодһа
400,Tasche::N,sacculus,сумк
401,Eimer::N,situla,суулһ
402,Deckel::N,operculum,бүркәсн
403,Geschirr::N,vasa,сав
404,Geschirr::N,vasa,сав-сарх
405,Sack::N,saccus,мишг
406,Tasse::N,pocillum,ааһ
407,Topf::N,olla,кастрюль
408,Kessel::N,aenum,хәәсн
409,Essen::N,cena,зоогллһн
410,Nahrung::N,cibus,теҗәл
411,Nahrung::N,alimenta,теҗәл
412,Speise::N,cibus,хот
413,Fleisch::N,caro,махн
414,Getreide::N,frumentum,хот болҗ эдлгддг цецгүдтә урһмл
415,Brei::N,puls,хаш
416,Brot::N,panis,өдмг
417,Scheibe::N,frustum,зүсм
418,Fett::N,pingue,өөкн
419,Butter::N,butȳrum,тосн
420,Öl::N,oleum,тосн
421,Salz::N,sal,давсн
422,Suppe::N,ius,шөлн
423,Honig::N,mel,бал
424,Milch::N,lac,үсн
425,Tee::N,thea,цә
426,Leder::N,corium,арсн
427,Wolle::N,lana,утцн
428,Wolle::N,lana,эд
429,Stoff::N,textum,эд
430,Nadel::N,acus,зүн
431,Faden::N,filum,утцн
432,Knopf::N,bulla,товч
433,Knoten::N,nodus,зәңгдә
434,Farbe::N,pigmentum,будг
435,Kleidung::N,vestimenta,хувцн
436,Kleidung::N,vestimenta,хувц-хунр
437,Hemd::N,tunica,киилг
438,Kragen::N,collare,зах
439,Ärmel::N,manica,ханцн
440,Hose::N,bracae,шалвур
441,Gürtel::N,cingulum,бүс
442,Mütze::N,pilleus,махла
443,Schuh::N,calceus,башмгуд
444,Stiefel::N,pero,һосн
445,Stiefel::N,caliga,һосн
446,Ring::N,anulus,билцг
447,Band::N,redimiculum,лент
448,Kamm::N,pecten,сам
449,Spiegel::N,speculum,толь
450,Riemen::N,lorum,бүс
451,Schnur::N,linum,деесн
452,Leine::N,retinaculum,бурнтг
453,Leine::N,retinaculum,нохан көтлвр
454,Decke::N,lodix,көнҗл
455,Kissen::N,pulvinus,дер
456,Tuch::N,velum,альчур
457,Handtuch::N,mantele,полотенц
458,Handtuch::N,mantele,һар-нүүрин альчур
459,Kraft::N,vis,күчн
460,Stärke::N,robur,чидл
461,Gesundheit::N,valetudo,эрүл-менд
462,Krankheit::N,morbus,өвчн
463,Schmerz::N,dolor,өвдлһн
464,Wunde::N,vulnus,шав
465,Fieber::N,febris,безг
466,Arznei::N,remedium,эм
467,Brücke::N,pons,тагт
468,Brunnen::N,puteus,худг
469,Weide::N,pascua,малын идг
470,Pfad::N,semita,цувг
471,Weg::N,iter,хаалһ
472,Straße::N,via,зам
473,Dorf::N,vicus,хотн
474,Stadt::N,urbs,балһсн
475,Stadt::N,oppidum,балһсн
476,Brief::N,epistula,бичг
477,Buch::N,liber,дегтр
478,Buchstabe::N,littera,үзг
479,Zeitung::N,diurnum,газет
480,Leben::N,vita,җирһл
481,Tod::N,mors,үкл
482,Tod::N,mors,өңгрлһн
483,Grab::N,sepulcrum,оршалһна нүкн
484,Kirche::N,ecclesia,чонҗ
485,Sünde::N,peccatum,нүл
486,Sünde::N,peccatum,килнц
487,Gott::N,deus,бурхн
488,Arbeiter::N,operarius,көдлмшч
489,Chef::N,praefectus,толһач
490,Meister::N,magister,урн
491,Arzt::N,medicus,эмч
492,Lehrer::N,magister,багш
493,Geld::N,aes,мөңгн
494,Geld::N,pecunia,мөңгн
495,Geschäft::N,negotium,көдлмш
496,Laden::N,taberna,лавк
497,Preis::N,pretium,үн
498,Ware::N,merx,эд-тавр
499,Nutzen::N,utilitas,олз
500,Reichtum::N,opes,зөөр
501,Reichtum::N,divitiae,зөөр
502,Welt::N,mundus,орчлң
503,Welt::N,mundus,делкә
504,Land::N,terra,орн-нутг
505,Staat::N,res publica,государств
506,König::N,rex,хан
507,Macht::N,potestas,йосн
508,Grenze::N,limes,меҗә
509,Krieg::N,bellum,дән
510,Feind::N,inimicus,дәәсн
511,Gewalt::N,vis,күч һарһлһн
512,Kampf::N,pugna,ноолдан
513,Kampf::N,pugna,бәрлдлһн
514,Bogen[Waffe]::N,arcus,саадг
515,Pfeil::N,sagitta,сумн
516,Gewehr::N,sclopetum,бу
517,Fehler::N,error,алдг
518,Lüge::N,mendacium,худл
519,Schaden::N,damnum,хорлт
520,Schaden::N,detrimentum,хорлт
521,Unglück::N,miseria,гүрм
522,Unglück::N,calamitas,гүрм
523,Schuld::N,culpa,гем
524,Schuld::N,culpa,буру
525,Alter::N,aetas,насн
526,Schluss::N,finis,чилгч
527,Zeit::N,tempus,цаг
528,Tag::N,dies,өдр
529,Morgen::N,mane,өрүн
530,Mittag::N,meridies,үд
531,Abend::N,vesper,асхн
532,Nacht::N,nox,сө
533,Woche::N,septimana,долан хонг
534,Monat::N,mensis,сар
535,Jahr::N,annus,җил
536,Frühling::N,ver,хавр
537,Sommer::N,aestas,зун
538,Herbst::N,autumnus,намр
539,Winter::N,hiems,үвл
540,Januar::N,Ianuarius,январь
541,Februar::N,Februarius,февраль
542,März::N,Martius,март
543,März::N,Martius,моһа сар
544,April::N,Aprilis,апрель
545,Mai::N,Maius,май
546,Juni::N,Iunius,июнь
547,Juni::N,Iunius,мөчн сар
548,Juli::N,Iulius,июль
549,August::N,Augustus,август
550,September::N,September,һаха сар
551,Oktober::N,Octobris,октябрь
552,November::N,Novembris,ноябрь
553,November::N,Novembris,үкр сар
554,Dezember::N,December,бар сар
555,Montag::N,dies lunae,понедельник
556,Dienstag::N,dies Martis ,вторник
557,Mittwoch::N,dies Mercurii,среда
558,Mittwoch::N,dies Mercurii,үлмҗ өдр
559,Donnerstag::N,dies Iovis,четверг
560,Donnerstag::N,dies Iovis,пүрвә өдр
561,Freitag::N,dies Veneris,пятниц
562,Samstag::N,dies Saturni,суббот
563,Sonntag::N,dominicus,нарн өдр
564,Sonntag::N,dominicus,воскресень
565,Sonntag::N,dies solis,нарн өдр
566,Sonntag::N,dies solis,воскресень
567,groß::A,magnus,ик
568,klein::A,parvus,бичкн
569,lang::A,longus,ут
570,kurz::A,brevis,оһтр
571,breit::A,latus,өргн
572,schmal::A,angustus,уутьхн
573,dicht::A,densus,нигт
574,dick[Gegenstand]::A,crassus,зузан
575,dünn::A,tenuis,нимгн
576,fein::A,subtilis,нәрхн
577,fest::A,solidus,бат
578,fest::A,stabilis,бат
579,flach::A,planus,хавтха
580,glatt::A,levis,тегш
581,glatt::A,levis,тиньгр
582,hart::A,durus,хату
583,weich::A,mollis,җөөлн
584,weich::A,mollis,җөөлкн
585,rund::A,rotundus,төгрг
586,spitz::A,acutus,шовһр
587,scharf::A,acer,хурц
588,stumpf::A,hebes,мука
589,schwer::A,gravis,күнд
590,schön::A,pulcher,сәәхн
591,schön::A,formosus,сәәхн
592,heiß::A,fervidus,халун
593,warm::A,calidus,дулан
594,kalt::A,frigidus,киитн
595,kühl::A,frigidus,серүн
596,frisch::A,recens,серүн
597,feucht::A,umidus,чиигтә
598,nass::A,madidus,чиигтә
599,trocken::A,aridus,хагсу
600,voll::A,plenus,дүүрң
601,leer::A,vacuus,сул
602,leer::A,vacuus,хоосн
603,offen::A,apertus,секәтә
604,geschlossen::A,clausus,хаалһата
605,sauber::A,lautus,цевр
606,schmutzig::A,sordidus,киртә
607,roh::A,crudus,түүкә
608,reif::A,maturus,болсн
609,lecker::A,delicatus,әмтәхн
610,süß::A,dulcis,әмтәхн
611,bitter::A,amarus,һашун
612,bitter::A,amarus,һашута
613,bitter::A,acerbus,һашун
614,bitter::A,acerbus,һашута
615,sauer::A,acidus,ишклң
616,hell::A,clarus,герлтә
617,dunkel::A,obscurus,харңһу
618,schwarz::A,niger,хар
619,weiß::A,albus,цаһан
620,rot::A,ruber,улан
621,gelb::A,flavus,шар
622,blau::A,caeruleus,көк
623,grün::A,viridis,көк
624,grau::A,canus,бор
625,bunt::A,varius,алг
626,bunt::A,varius,эрәтә
627,billig::A,vilis,кимд
628,teuer::A,carus,үнтә
629,wertvoll::A,pretiosus,үнтә
630,wertvoll::A,pretiosus,эрднь
631,blind::A,caecus,сохр
632,taub::A,surdus,дүлә
633,kräftig::A,robustus,күчтә
634,stark::A,firmus,чаңһ
635,stark::A,validus,чаңһ
636,schwach::A,debilis,күчн тату
637,schwach::A,infirmus,күчн тату
638,fett::A,crassus,тарһн
639,schlank::A,procerus,эццн
640,hübsch::A,pulcher,көркхн
641,böse::A,improbus,уурта
642,dumm::A,stultus,тенг
643,dumm::A,stupidus,тенг
644,faul::A,piger,залху
645,fleißig::A,sedulus,кинән
646,fleißig::A,sedulus,кинмһә
647,geizig::A,avarus,ховдг
648,klug::A,prudens,ухата
649,geschickt::A,sollers,чадмг
650,lieb::A,carus,эңкр
651,lustig::A,iocosus,сергмҗтә
652,lustig::A,iocosus,җирһлтә
653,sanft::A,clemens,номһн
654,hungrig::A,impastus,өлн
655,hungrig::A,impastus,харһнсн
656,krank::A,aeger,өвчтә
657,krank::A,aeger,шалтгта
658,nackt::A,nudus,нүцкн
659,traurig::A,maestus,һундлта
660,lebendig::A,vivus,әмд
661,gut::A,bonus,сән
662,schlecht::A,malus,му
663,richtig::A,rectus,зөвтә
664,schlimm::A,malus,җигшүртә
665,wahr::A,verus,үнн
666,wahr::A,verus,мөн
667,alt::A,antiquus,хуучн
668,neu::A,novus,шин
669,ehemalig::A,pristinus,хуучн
670,alt[Lebewesen]::A,vetus,көгшн
671,jung::A,iuvenis,баһ
672,arm::A,pauper,угатя
673,reich::A,dives,байн
674,bekannt::A,notus,таньл
675,bekannt::A,notus,таньдг
676,berühmt::A,celeber,туурсн
677,berühmt::A,illustris,туурсн
678,fremd::A,peregrinus,күүнә
679,verschieden::A,varius,әдл биш
680,verschieden::A,varius,йилһәтә
681,nah::A,propinquus,өөрхн
682,fern::A,longinquus,хол
683,linker::A,sinister,зүн
684,rechter::A,dexter,барун
685,anderer::A,alius,талдан
686,erster::A,primus,негдгч
687,zweiter::A,secundus,хойрдгч
688,dritter::A,tertius,һурвдгч
689,letzter::A,ultimus,отхн
690,allein::ADV,solum,һанцарн
691,auf einmal::ADV,simul,нег дәкҗ
692,zusammen::ADV,una,хамдан
693,lange::ADV,diu,удан
694,plötzlich::ADV,subito,генткн
695,plötzlich::ADV,repente,генткн
696,sofort::ADV,statim,дарунь
697,später::ADV,postea,сүүлд
698,jetzt::ADV,nunc,ода
699,heute::ADV,hodie,эндр
700,morgen::ADV,cras,маңһдур
701,bald::ADV,mox,дарунь
702,dann::ADV,deinde,дәкәд
703,gestern::ADV,heri,өцклдүр
704,einst::ADV,olim,нег саамд
705,damals::ADV,tum,тиигхд
706,danach::ADV,postea,тегәд
707,vorher::ADV,antea,урд
708,zuerst::ADV,primo,түрүләд
709,einmal::ADV,semel,нег дәкҗ
710,manchmal::ADV,interdum,зәрмдән
711,oft::ADV,saepe,хара биш
712,oft::ADV,saepe,хатяр биш
713,oft::ADV,saepe,дару-дарунь
714,immer::ADV,semper,оньдинд
715,niemals::ADV,numquam,кезә чмгн биш
716,hier::ADV,hic,энд
717,hier::ADV,hic,энүнд
718,hierhin::ADV,huc,нааран
719,von hier::ADV,hinc,эндәс
720,dort::ADV,ibi,тенд
721,dorthin::ADV,eo,тиигән
722,geradeaus::ADV,recte,шуд
723,vorwärts::ADV,porro,уралан
724,rückwärts::ADV,retro,гедргән
725,zurück::ADV,retro,хәрү
726,unten::ADV,infra,дор
727,hinab::ADV,pessum,дор
728,hinab::ADV,pessum,доракшан
729,oben::ADV,supra,деер
730,hinauf::ADV,sursum,өөдән
731,hinauf::ADV,sursum,деер
732,überall::ADV,ubique,альд болв чигн
733,nicht::ADV,non,эс
734,nicht::ADV,non,биш
735,nicht::ADV,non,бичә
736,ein wenig::ADV,paulum,баахн
737,ein wenig::ADV,paulum,баахнар
738,kaum::ADV,vix,әрә
739,kaum::ADV,aegre,әрә
740,sehr::ADV,valde,йир
741,sehr::ADV,magnopere,йир
742,so::ADV,ita,иигҗ
743,noch::ADV,etiam,ода чигн
744,nur::ADV,solum,һанцхн
745,nur::ADV,tantum,һанцхн
746,schon::ADV,iam,одх
747,wieder::ADV,rursus,бас
748,vergebens::ADV,frustra,киидән
749,vor::PRP,ante,урд
750,hinter::PRP,post,ца
751,unter::PRP,sub,дор
752,durch::PRP,per,ивт
753,durch::PRP,per,дундаһур
754,neben::PRP,iuxta,хаҗуд
755,zwischen::PRP,inter,хоорнд
756,wegen::PRP,propter,көлтә
757,wegen::PRP,propter,деерәс
758,dies::PRN,hoc,эн
759,das::PRN,id,тер
760,alles::PRN,omnia,цуһар
761,ich::PRN,ego,би
762,du::PRN,tu,чи
763,er::PRN,is,тер
764,er::PRN,ille,тер
765,wir::PRN,nos,мадн
766,ihr::PRN,vos,та
767,sie::PRN,ii,тедн
768,sie::PRN,illi,тедн
769,was::FPRN,quid,юн
770,wer::FPRN,quis,кен
771,wo::FADV,ubi,хама
772,wohin::FADV,quo,хамаран
773,wie::FADV,quomodo,яһҗ
774,wie::FADV,quomodo,яһад
775,warum::FADV,cur,юңгад
776,wieviel::FNUM,quantum,кедү
777,eins::NUM,unus,негн
778,zwei::NUM,duo,хойр
779,drei::NUM,tres,һурвн
780,vier::NUM,quattuor,дөрвн
781,fünf::NUM,quinque,тавн
782,sechs::NUM,sex,зурһан
783,sieben::NUM,septem,долан
784,acht::NUM,octo,нәәмн
785,neun::NUM,novem,йисн
786,zehn::NUM,decem,арвн
787,elf::NUM,undecim,арвн негн
788,zwölf::NUM,duodecim,арвн хойр
789,zwanzig::NUM,viginti,хөрн
790,dreißig::NUM,triginta,һучн
791,vierzig::NUM,quadraginta,дөчн
792,fünfzig::NUM,quinquaginta,тәвн
793,sechzig::NUM,sexaginta,җирн
794,siebzig::NUM,septuaginta,далн
795,achtzig::NUM,octoginta,найн
796,neunzig::NUM,nonaginta,йирн
797,hundert::NUM,centum,зун
798,tausend::NUM,mille,миңһн
799,und::CNJ,et,болн
800,und::CNJ,-que,болн
801,oder::CNJ,vel,эс гиҗ
802,oder::CNJ,vel,эс гихлә
803,stehen::V,stare,зогсх
