,Concept_ID,udm,lt
144,Weide[Baum]::N,бадьпу,karklas
145,Tanne::N,кыз,eglė
146,Tanne::N,кыз,kėnis
147,Horn::N,сюр,ragas
148,Feder::N,тылы,plunksna
149,Fell::N,ку,kailis
150,Flügel::N,бурд,sparnas
151,Klaue::N,гижы,kanopa
152,Kralle::N,пыд,nagas
153,Schwanz::N,быж,uodega
154,Ei::N,пуз,kiaušinis
155,Ei::N,кукей,kiaušinis
156,Nest::N,кар,gūžta
157,Nest::N,кар,lizdas
158,Nest::N,пузкар,gūžta
159,Nest::N,пузкар,lizdas
160,Bau::N,кар,ola
161,Bau::N,гу,ola
162,Tier::N,пӧйшур,gyvūnas
163,Herde::N,уллё,banda
164,Herde::N,уллё,kaimenė
165,Kuh::N,скал,karvė
166,Bulle::N,ош,bulius
167,Bulle::N,пороз,bulius
168,Pferd::N,вал,arklys
169,Schaf::N,ыж,avis
170,Schwein::N,парсь,kiaulė
171,Hund::N,пуны,šuo
172,Katze::N,коӵыш,katė
173,Bär::N,гондыр,lokys
174,Eichhörnchen::N,коньы,voveraitė
175,Elch::N,койык,briedis
176,Fuchs::N,ӟичы,lapė
177,Hase::N,кеч,kiškas
178,Maus::N,шыр,pelė
179,Wolf::N,кион,vilkas
180,Vogel::N,тылобурдо,paukštis
181,Schwarm::N,уллё,spiečius
182,Huhn::N,курег,višta
183,Hahn::N,атас,gaidys
184,Gans::N,ӟазег,žąsis
185,Adler::N,ӧрзи,erelis
186,Ente::N,ӵӧж,antis
187,Eule::N,кучыран,pelėda
188,Kranich::N,тури,gervė
189,Krähe::N,куака,varna
190,Kuckuck::N,кикы,gegužė
191,Schwan::N,юсь,gulbė
192,Fisch::N,чорыг,žuvis
193,Barsch::N,юш,ešerys
194,Hecht::N,чипей,lydeka
195,Schlange[Tier]::N,кый,gyvatė
196,Wurm::N,нумыр,kirmėlė
197,Spinne::N,чонари,voras
198,Ameise::N,кузьыли,skruzdė
199,Laus::N,тэй,utėlė
200,Mücke::N,нымы,uodas
201,Mücke::N,чибинь,uodas
202,Fliege::N,кут,musė
203,Schmetterling::N,бубыли,drugys
204,Schmetterling::N,бубыли,peteliškė
205,Beere::N,узы-боры,uoga
206,Apfel::N,яблок,obuolys
207,Pilz::N,губи,grybas
208,Zwiebel::N,сугон,svogūnas
209,Saat::N,кидыс,sėkla
210,Korn::N,тысь,grūdai
211,Heu::N,турын,šienas
212,Schale::N,кыд,žievelė
213,Grube::N,гу,duobė
214,Grube::N,гоп,duobė
215,Falle::N,налик,pinklės
216,Falle::N,налик,žabangai
217,Schlinge::N,гиӟ,kilpa
218,Schlinge::N,герд,kilpa
219,Spur::N,пытьы,vėžė
220,Spur::N,пытьы,pėdos
221,Spur::N,пытьы,pėdsakas
222,Spur::N,бервыл,vėžė
223,Spur::N,бервыл,pėdos
224,Spur::N,бервыл,pėdsakas
225,Asche::N,пень,pelenai
226,Dreck::N,дэри,purvas
227,Eisen::N,корт,geležis
228,Gold::N,зарни,auksas
229,Silber::N,азвесь,sidabras
230,Kohle::N,эгыр,anglis
231,Glas::N,стекло,stiklas
232,Glas::N,пияла,stiklas
233,Lehm::N,сюй,molis
234,Sand::N,луо,smėlis
235,Mensch::N,мурт,žmogus
236,Mensch::N,адями,žmogus
237,Mann::N,воргорон,vyras
238,Mann::N,воргорон,vyriškis
239,Frau::N,кышномурт,moteris
240,Kind::N,нуны,vaikas
241,Kind::N,пинал,vaikas
242,Junge::N,пи,vaikinas
243,Junge::N,пи,berniukas
244,Mädchen::N,ныл,mergytė
245,Mädchen::N,ныл,mergaitė
246,Familie::N,семья,šeima
247,Großvater::N,песятай,senelis
248,Großvater::N,пересь атай,senelis
249,Großmutter::N,песянай,senelė
250,Großmutter::N,пересь анай,senelė
251,Eltern::N,атай-анай,tėvai
252,Eltern::N,бубы-мумы,tėvai
253,Vater::N,айы,tėvas
254,Vater::N,атай,tėvas
255,Mutter::N,мумы,motina
256,Sohn::N,пи,sūnus
257,Tochter::N,ныл,duktė
258,Bruder::N,агай,brolis
259,Schwester::N,апа,sesuo
260,Schwester::N,сузэр,sesuo
261,Onkel::N,агай,dėdė
262,Tante::N,апа,teta
263,Tante::N,кенак,teta
264,Ehemann::N,карт,vyras
265,Ehefrau::N,кышно,žmona
266,Freude::N,шумпотон,džiaugsmas
267,Gelächter::N,горем,juokas
268,Glück::N,шуд,laimė
269,Kummer::N,кайгу,vargas
270,Kummer::N,кайгу,rūpestis
271,Kummer::N,куректон,vargas
272,Kummer::N,куректон,rūpestis
273,Wunsch::N,мылпотон,troškimas
274,Wunsch::N,мылпотон,pageidavimas
275,Lust::N,потон,noras
276,Lust::N,потон,geidulys
277,Geist::N,лул,dvasia
278,Gedanke::N,малпан,mintis
279,Gedächtnis::N,йырсазь,atmintis
280,Gedächtnis::N,тодэваён,atmintis
281,Verstand::N,йырвизь,protas
282,Sinn::N,смысл,prasmė
283,Grund::N,муг,priežastis
284,Grund::N,ньӧм,priežastis
285,Wahrheit::N,зэм,tiesa
286,Wahrheit::N,зэм,teisybė
287,Wahrheit::N,шонер,tiesa
288,Wahrheit::N,шонер,teisybė
289,Gespräch::N,вераськон,pokalbis
290,Märchen::N,выжыкыл,pasaka
291,Erzählung::N,верос,apsakymas
292,Erzählung::N,верос,pasakojimas
293,Nachricht::N,ивор,žinia
294,Neuigkeit::N,выльивор,naujiena
295,Name::N,ним,vardas
296,Rätsel::N,мадькыл,mįslė
297,Rede::N,верам,kalba
298,Sprache::N,кыл,kalba
299,Stimme::N,куара,balsas
300,Wort::N,кыл,žodis
301,Zeichen::N,пус,žymė
302,Zeichen::N,пус,ženklas
303,Zeichen::N,тодмет,žymė
304,Zeichen::N,тодмет,ženklas
305,Ruf::N,ӧтён,šauksmas
306,Ruf::N,чортон,šauksmas
307,Lärm::N,ӵашетон,triukšmas
308,Laut::N,куара,garsas
309,Ton::N,куара,tonas
310,Ton::N,куара,garsas
311,Lied::N,кырӟан,daina
312,Lied::N,кырӟан,giesmė
313,Ruhe::N,чалмыт улон,ramybė
314,Ruhe::N,чалмыт улон,ramumas
315,Leute::N,адямиос,žmonės
316,Volk::N,калык,tauta
317,Arbeit::N,уж,darbas
318,Arbeit::N,уж,triūsas
319,Gast::N,куно,svečias
320,Geschenk::N,салам,dovana
321,Geschenk::N,кузьым,dovana
322,Spiel::N,шудон,žaismas
323,Spiel::N,шудон,žaidimas
324,Gesellschaft::N,калык,draugija
325,Gesellschaft::N,калык,kompanija
326,Hilfe::N,юрттон,pagalba
327,Freund::N,эш,draugas
328,Freund::N,эш,bičiulis
329,Freund::N,юлтош,draugas
330,Freund::N,юлтош,bičiulis
331,Kamerad::N,тодмо,draugas
332,Angelegenheit::N,уж,dalykas
333,Angelegenheit::N,уж,reikalas
334,Anzahl::N,лыд,kiekis
335,Anzahl::N,лыд,skaičius
336,Art::N,тус,rūšis
337,Stück::N,юдэс,gabalas
338,Teil::N,люкет,dalis
339,Hälfte::N,ӝыны,pusė
340,Kreis::N,котырес,ratas
341,Kreis::N,котырес,apskritis
342,Kreis::N,котырес,apskritimas
343,Kreuz::N,крест,kryžius
344,Linie::N,гож,linija
345,Strich::N,гож,brėžis
346,Strich::N,гож,brūkšnys
347,Abstand::N,вис,atstumas
348,Abstand::N,кусып,atstumas
349,Entfernung::N,кусып,atstumas
350,Gegend::N,инты,vietovė
351,Platz::N,инты,vieta
352,Ort::N,инты,vieta
353,Ort::N,инты,vietovė
354,Ort::N,места,vieta
355,Ort::N,места,vietovė
356,Seite::N,пал,pusė
357,Seite::N,пал,šonas
358,Mitte::N,шор,vidurys
359,Gegenstand::N,арбери,dalykas
360,Sache::N,котыр,daiktas
361,Rand::N,дур,kraštas
362,Rand::N,дур,pakraštys
363,Rand::N,шаер,kraštas
364,Rand::N,шаер,pakraštys
365,Kante::N,дур,kraštas
366,Ecke::N,сэрег,kertė
367,Ecke::N,сэрег,kampas
368,Spitze::N,йыл,priekis
369,Spitze::N,йыл,priešakys
370,Ende::N,пум,galas
371,Loch::N,пась,skylė
372,Winkel::N,сэрег,kampas
373,Winkel::N,сэрег,kampelis
374,Muster::N,пужы,raštas
375,Größe::N,быдӟала,dydis
376,Größe::N,быдӟала,didumas
377,Länge::N,кузьдала,ilgis
378,Länge::N,кузьдала,ilgumas
379,Höhe::N,ӝуждала,aukštis
380,Höhe::N,ӝуждала,aukštuma
381,Gewicht::N,сектала,svoris
382,Gewicht::N,сектала,svarstis
383,Gewicht::N,секытлык,svoris
384,Gewicht::N,секытлык,svarstis
385,Menge::N,лыд,kiekis
386,Menge::N,лыд,daugybė
387,Menge::N,лыдпус,kiekis
388,Menge::N,лыдпус,daugybė
389,Haufen::N,люк,krūva
390,Haufen::N,люк,šūsnis
391,Reihe::N,чур,greta
392,Boot::N,пыж,valtis
393,Boot::N,пыж,laivelis
394,Boot::N,лодка,valtis
395,Boot::N,лодка,laivelis
396,Ruder::N,полыс,irklas
397,Schlitten::N,додьы,rogės
398,Schlitten::N,додьы,rogutės
399,Ski::N,куас,slidė
400,Lagerfeuer::N,тылскем,laužas
401,Last::N,секыт,našta
402,Last::N,секыт,nešulys
403,Gang::N,ветлон,eisena
404,Schritt::N,вамыш,žingsnis
405,Norden::N,уйпал,šiaurė
406,Norden::N,уйпал,žiemiai
407,Süden::N,лымшор,pietūs
408,Westen::N,шунды пуксён,vakarai
409,Osten::N,шунды ӝужан,rytai
410,Holz::N,пу,mediena
411,Brett::N,пул,lenta
412,Platte::N,плита,plokštė
413,Stütze::N,пыкет,atrama
414,Stütze::N,пыкет,atspara
415,Stange::N,пуӵ,lazda
416,Stange::N,пуӵ,kartis
417,Stock::N,боды,lazda
418,Stab::N,пуӵ,kartis
419,Stab::N,боды,kartis
420,Rohr::N,труба,vamzdis
421,Haus::N,юрт,namas
422,Heim::N,корка,namai
423,Ofen::N,гур,krosnis
424,Fußboden::N,выж,grindys
425,Tisch::N,ӝӧк,stalas
426,Stuhl::N,пукон,kėdė
427,Wiege::N,кӧкы,lopšys
428,Wiege::N,зыбка,lopšys
429,Bett::N,валес,lova
430,Bett::N,валес,patalai
431,Regal::N,ӝажы,lentyna
432,Kiste::N,ящик,dėžė
433,Fenster::N,укно,langas
434,Fenster::N,косяк,langas
435,Tür::N,ӧс,durys
436,Tor::N,ӟезьы,vartai
437,Zaun::N,забор,tvora
438,Dach::N,липет,stogas
439,Leiter::N,падӟа,kopėčios
440,Besen::N,ӵужон,šluota
441,Besen::N,исьнер,šluota
442,Spaten::N,лопатка,lopeta
443,Spaten::N,лопатка,kastuvas
444,Schaufel::N,ютырон,semtuvas
445,Gabel::N,тэчы,šakutė
446,Gabel::N,вилка,šakutė
447,Löffel::N,пуньы,šaukštas
448,Messer::N,пурт,peilis
449,Nagel::N,кортӵог,vinis
450,Netz::N,сеть,tinklas
451,Haken::N,курик,vagis
452,Haken::N,курик,kablys
453,Griff::N,ныд,kotas
454,Griff::N,ныд,rankena
455,Schloss::N,тунгон,spyna
456,Schloss::N,тунгон,užraktas
457,Bild::N,суред,paveikslas
458,Figur::N,фигура,figūra
459,Puppe::N,мунё,lėlė
460,Beutel::N,пуйы,krepšys
461,Beutel::N,пуйы,maišelis
462,Bündel::N,керттэт,ryšulys
463,Tasche::N,пуйы,krepšelis
464,Tasche::N,сумка,krepšelis
465,Eimer::N,ведра,kibiras
466,Deckel::N,ӵоксэт,dangtis
467,Geschirr::N,тусьты-пуньы,indai
468,Sack::N,пуйы,maišas
469,Tasse::N,ӵаша,puodukas
470,Topf::N,миска,puodas
471,Kessel::N,пурты,katilas
472,Essen::N,сиськон,valgis
473,Nahrung::N,сион,penas
474,Nahrung::N,сион,maistas
475,Speise::N,сиён,patiekalas
476,Fleisch::N,сӥль,mėsa
477,Getreide::N,ю тысь,javai
478,Brei::N,ӝук,košė
479,Brot::N,нянь,duona
480,Scheibe::N,шорем,riekė
481,Fett::N,кӧй,taukai
482,Fett::N,кӧй,riebalai
483,Butter::N,вӧй,sviestas
484,Öl::N,вӧй,aliejus
485,Salz::N,сылал,druska
486,Suppe::N,шыд,sriuba
487,Honig::N,чечы,medus
488,Milch::N,йӧл,pienas
489,Tee::N,чай,arbata
490,Leder::N,сурон,oda
491,Wolle::N,гон,vilna
492,Wolle::N,ыжгон,vilna
493,Stoff::N,куэм,audeklas
494,Nadel::N,вень,adata
495,Faden::N,сӥньыс,gija
496,Faden::N,сӥньыс,siūlas
497,Knopf::N,бирды,saga
498,Knoten::N,герд,mazgas
499,Farbe::N,буёл,dažai
500,Kleidung::N,дӥсь,rūbai
501,Kleidung::N,дӥсь,drabužiai
502,Hemd::N,дэрем,marškiniai
503,Kragen::N,сирес,apykaklė
504,Ärmel::N,саес,rankovė
505,Hose::N,брюки,kelnės
506,Hose::N,штань,kelnės
507,Gürtel::N,кускерттон,juosta
508,Gürtel::N,кускерттон,diržas
509,Mütze::N,ызьы,kepurė
510,Schuh::N,ботинка,batas
511,Stiefel::N,сапег,auliniai batai
512,Ring::N,зундэс,žiedas
513,Band::N,лента,kaspinas
514,Kamm::N,сын,šukos
515,Spiegel::N,синучкон,veidrodis
516,Riemen::N,е,diržas
517,Schnur::N,гозы,virvė
518,Leine::N,думет,pavadėlis
519,Decke::N,шобрет,antklodė
520,Kissen::N,миндэр,pagalvė
521,Kissen::N,миндэр,priegalvis
522,Tuch::N,кышет,skarelė
523,Handtuch::N,ӵушкон,rankšluostis
524,Kraft::N,кать,jėga
525,Kraft::N,ӟигар,jėga
526,Stärke::N,юнлык,stiprumas
527,Gesundheit::N,тазалык,sveikata
528,Krankheit::N,висён,liga
529,Schmerz::N,висён,skausmas
530,Wunde::N,яра,žaizda
531,Fieber::N,кезег,karštis
532,Arznei::N,эмъюм,vaistas
533,Brücke::N,выж,tiltas
534,Brunnen::N,колдэч,šulinys
535,Weide::N,возь,ganykla
536,Weide::N,возь,gluosnis
537,Pfad::N,сюрес,takas
538,Weg::N,сюрес,kelias
539,Straße::N,сюрес,gatvė
540,Dorf::N,гурт,kaimas
541,Dorf::N,гурт,sodžius
542,Stadt::N,кар,miestas
543,Stadt::N,город,miestas
544,Brief::N,гожтэт,laiškas
545,Buch::N,книга,knyga
546,Buchstabe::N,буква,raidė
547,Zeitung::N,газет,laikraštis
548,Leben::N,улон,gyvybė
549,Leben::N,улон,gyvenimas
550,Tod::N,кулон,mirtis
551,Grab::N,шайгу,kapas
552,Kirche::N,черк,bažnyčia
553,Sünde::N,сьӧлык,nuodėmė
554,Sünde::N,сьӧлык,nusidėjimas
555,Gott::N,ӥнмар,dievas
556,Arbeiter::N,рабочий,darbininkas
557,Chef::N,начальник,šefas
558,Chef::N,начальник,vadovas
559,Chef::N,начальник,viršininkas
560,Meister::N,кибашлы,meistras
561,Arzt::N,врач,gydytojas
562,Lehrer::N,дышетӥсь,mokytojas
563,Geld::N,уксё,pinigai
564,Geld::N,коньдон,pinigai
565,Geschäft::N,уж,biznis
566,Laden::N,магазин,krautuvė
567,Laden::N,магазин,parduotuvė
568,Preis::N,дун,kaina
569,Ware::N,вуз,prekė
570,Nutzen::N,пайда,nauda
571,Nutzen::N,пайда,pelnas
572,Reichtum::N,узырлык,turtas
573,Welt::N,дунне,pasaulis
574,Land::N,шаер,žemė
575,Land::N,шаер,šalis
576,Staat::N,кун,valstija
577,König::N,эксэй,karalius
578,Macht::N,власть,galia
579,Macht::N,власть,valdžia
580,Grenze::N,кунгож,riba
581,Grenze::N,кунгож,siena
582,Krieg::N,ож,karas
583,Feind::N,тушмон,priešas
584,Gewalt::N,эриктэман,jėga
585,Gewalt::N,эриктэман,smurtas
586,Gewalt::N,эриктэман,prievarta
587,Kampf::N,нюръяськон,kova
588,Bogen[Waffe]::N,пукыӵ,lankas
589,Pfeil::N,пукыӵ вень,strėlė
590,Gewehr::N,пыӵал,šautuvas
591,Fehler::N,янгыш,klaida
592,Lüge::N,пӧян,melas
593,Lüge::N,алдан,melas
594,Lüge::N,ӧрекчан,melas
595,Schaden::N,изъян,nuostolis
596,Schaden::N,изъян,apgadinimas
597,Unglück::N,куректон,nelaimė
598,Unglück::N,шудтэме усён,nelaimė
599,Schuld::N,янгыш,kaltė
600,Alter::N,арлыд,amžius
601,Schluss::N,пум,pabaiga
602,Zeit::N,дыр,laikas
603,Tag::N,нунал,diena
604,Morgen::N,ӵукна,rytas
605,Mittag::N,лымшор,vidurdienis
606,Abend::N,ӝыт,vakaras
607,Abend::N,акшан,vakaras
608,Nacht::N,уй,naktis
609,Woche::N,арня,savaitė
610,Monat::N,толэзь,mėnuo
611,Jahr::N,ар,metai
612,Frühling::N,тулыс,pavasaris
613,Sommer::N,гужем,vasara
614,Herbst::N,сӥзьыл,ruduo
615,Winter::N,тол,žiema
616,Januar::N,выльартолэзь,sausis
617,Februar::N,тулыспал,vasaris
618,März::N,южтолэзь,kovas
619,April::N,оштолэзь,balandis
620,Mai::N,куартолэзь,gegužė
621,Juni::N,вожотолэзь,birželis
622,Juli::N,пӧсьтолэзь,liepa
623,August::N,гудырикошкон,rugpjūtis
624,September::N,куарусён,rugsėjis
625,Oktober::N,выльӝуктолэзь,spalis
626,November::N,шуркынмон,lapkritis
627,Dezember::N,толсур,gruodis
628,Montag::N,вордӥськон,pirmadienis
629,Dienstag::N,вторник,antradienis
630,Mittwoch::N,вирнунал,trečiadienis
631,Donnerstag::N,покчиарня,ketvirtadienis
632,Freitag::N,удмуртарня,penktadienis
633,Samstag::N,кӧснунал,šeštadienis
634,Sonntag::N,арня,sekmadienis
635,groß::A,бадӟым,didis
636,groß::A,бадӟым,didelis
637,klein::A,пичи,mažas
638,lang::A,кузь,ilgas
639,kurz::A,вакчи,trumpas
640,breit::A,паськыт,platus
641,schmal::A,сюлэг,smulkus
642,dicht::A,ӵем,tankus
643,dick[Gegenstand]::A,зӧк,storas
644,dünn::A,векчи,plonas
645,fein::A,векчи,smulkus
646,fest::A,юн,kietas
647,fest::A,юн,tvirtas
648,fest::A,чурыт,kietas
649,fest::A,чурыт,tvirtas
650,flach::A,ӵошкыт,lėkštas
651,flach::A,ӵошкыт,plokščias
652,glatt::A,гылыт,slidus
653,glatt::A,вольыт,slidus
654,hart::A,чурыт,kietas
655,weich::A,небыт,minkštas
656,rund::A,котырес,apvalus
657,rund::A,котырес,apskritas
658,spitz::A,йылсо,aštrus
659,spitz::A,йылсо,smailus
660,scharf::A,лэчыт,aštrus
661,stumpf::A,ныж,bukas
662,stumpf::A,ныж,atšipęs
663,schwer::A,секыт,sunkus
664,schön::A,чебер,gražus
665,heiß::A,пӧсь,karštas
666,warm::A,шуныт,šiltas
667,kalt::A,кезьыт,šaltas
668,kühl::A,юзмыт,vėsus
669,kühl::A,юзмыт,bejausmis
670,kühl::A,салкым,vėsus
671,kühl::A,салкым,bejausmis
672,frisch::A,выль,šviežias
673,feucht::A,мускыт,drėgnas
674,nass::A,котмем,šlapias
675,trocken::A,кӧс,sausas
676,voll::A,тыр,pilnas
677,leer::A,буш,tuščias
678,leer::A,тырттэм,tuščias
679,offen::A,усьтэм,atviras
680,geschlossen::A,ӵогам,uždaras
681,geschlossen::A,ӵогам,uždarytas
682,geschlossen::A,пунням,uždaras
683,geschlossen::A,пунням,uždarytas
684,sauber::A,ӝикыт,švarus
685,sauber::A,чылкыт,švarus
686,schmutzig::A,нӧд,nešvarus
687,schmutzig::A,нӧд,purvinas
688,roh::A,ыль,žalias
689,reif::A,вуэм,prinokęs
690,reif::A,вуэм,pribrendęs
691,lecker::A,ческыт,gardus
692,süß::A,ческыт,saldus
693,bitter::A,курыт,kartus
694,sauer::A,чырс,gižus
695,sauer::A,чырс,rūgštus
696,hell::A,югыт,šviesus
697,hell::A,югыт,skaistus
698,dunkel::A,пеймыт,tamsus
699,schwarz::A,сьӧд,juodas
700,weiß::A,тӧдьы,baltas
701,rot::A,горд,raudonas
702,gelb::A,ӵуж,geltonas
703,blau::A,лыз,mėlynas
704,grün::A,вож,žalias
705,grau::A,пурысь,pilkas
706,bunt::A,куӵо,margas
707,bunt::A,куӵо,spalvotas
708,billig::A,дунтэм,pigus
709,teuer::A,дуно,brangus
710,wertvoll::A,дуно,vertingas
711,blind::A,сукыр,aklas
712,blind::A,синтэм,aklas
713,taub::A,пельтэм,kurčias
714,kräftig::A,кужмо,stiprus
715,stark::A,юн,stiprus
716,stark::A,кужмо,stiprus
717,schwach::A,ляб,silpnas
718,schwach::A,начар,silpnas
719,fett::A,кӧй,riebus
720,schlank::A,веськыт,laibas
721,schlank::A,веськыт,lieknas
722,schlank::A,веськрес,laibas
723,schlank::A,веськрес,lieknas
724,hübsch::A,чебер,gražus
725,hübsch::A,синмаськымон,gražus
726,böse::A,лек,blogas
727,dumm::A,шузи,paikas
728,dumm::A,шузи,kvailas
729,dumm::A,визьтэм,paikas
730,dumm::A,визьтэм,kvailas
731,faul::A,азьтэм,tingus
732,fleißig::A,сюлмо,stropus
733,fleißig::A,сюлмо,kruopštus
734,geizig::A,сук,šykštus
735,klug::A,визьмо,sumanus
736,klug::A,визьмо,protingas
737,geschickt::A,усто,apsukrus
738,geschickt::A,быгатӥсь,apsukrus
739,lieb::A,мусо,mielas
740,lustig::A,шулдыр,smagus
741,lustig::A,шулдыр,linksmas
742,sanft::A,мусо,švelnus
743,sanft::A,мусо,minkštas
744,sanft::A,эрке,švelnus
745,sanft::A,эрке,minkštas
746,hungrig::A,сютэм,alkanas
747,krank::A,висись,ligotas
748,krank::A,висись,sergantis
749,nackt::A,гольык,nuogas
750,traurig::A,мӧзмыт,liūdnas
751,lebendig::A,улэп,gyvas
752,gut::A,ӟеч,geras
753,gut::A,умой,geras
754,schlecht::A,урод,blogas
755,schlecht::A,урод,prastas
756,schlecht::A,алама,blogas
757,schlecht::A,алама,prastas
758,richtig::A,шонер,tikras
759,richtig::A,шонер,teisingas
760,schlimm::A,алама,blogas
761,schlimm::A,алама,prastas
762,wahr::A,зэмос,tikras
763,alt::A,вуж,senas
764,neu::A,выль,naujas
765,ehemalig::A,азьвылэз,buvęs
766,alt[Lebewesen]::A,пересь,pagyvenęs
767,jung::A,егит,jaunas
768,jung::A,пинал,jaunas
769,arm::A,начар,neturtingas
770,arm::A,куанер,neturtingas
771,reich::A,узыр,turtingas
772,bekannt::A,тодмо,žinomas
773,bekannt::A,тодмо,pažįstamas
774,berühmt::A,дано,žymus
775,berühmt::A,дано,garsus
776,fremd::A,ят,svetimas
777,verschieden::A,пӧртэм,įvairus
778,nah::A,матысь,artimas
779,fern::A,кыдёкысь,tolimas
780,linker::A,паллян,kairys
781,rechter::A,бур,dešinys
