,Concept_ID,fi,pl
210,Mücke::N,hyttynen,komar
211,Fliege::N,kärpänen,mucha
212,Schmetterling::N,perhonen,motyl
213,Beere::N,marja,jagoda
214,Apfel::N,omena,jabłko
215,Pilz::N,sieni,grzyb
216,Zwiebel::N,sipuli,cebula
217,Saat::N,siemenet,siew
218,Korn::N,jyvä,ziarno
219,Korn::N,vilja,ziarno
220,Heu::N,heinä,siano
221,Schale::N,kuori,łupina
222,Grube::N,kuoppa,dół
223,Grube::N,kuoppa,jama
224,Falle::N,loukku,pułapka
225,Schlinge::N,ansa,sidła
226,Spur::N,jälki,ślad
227,Asche::N,tuhka,popiół
228,Dreck::N,lika,brud
229,Eisen::N,rauta,żelazo
230,Gold::N,kulta,złoto
231,Silber::N,hopea,srebro
232,Kohle::N,hiili,węgiel
233,Glas::N,lasi,szkło
234,Lehm::N,savi,glina
235,Sand::N,hiekka,piasek
236,Mensch::N,ihminen,człowiek
237,Mann::N,mies,mężczyzna
238,Frau::N,nainen,kobieta
239,Kind::N,lapsi,dziecko
240,Junge::N,poika,chłopak
241,Junge::N,poika,chłopiec
242,Mädchen::N,tyttö,dziewczynka
243,Familie::N,perhe,rodzina
244,Großvater::N,isoisä,dziadek
245,Großmutter::N,isoäiti,babka
246,Eltern::N,vanhemmat,rodzice
247,Vater::N,isä,ojciec
248,Mutter::N,äiti,matka
249,Sohn::N,poika,syn
250,Tochter::N,tytär,córka
251,Bruder::N,veli,brat
252,Schwester::N,sisko,siostra
253,Onkel::N,eno,wuj
254,Onkel::N,eno,stryj
255,Onkel::N,setä,wuj
256,Onkel::N,setä,stryj
257,Tante::N,täti,ciotka
258,Ehemann::N,mies,mąż
259,Ehemann::N,aviomies,mąż
260,Ehefrau::N,vaimo,żona
261,Ehefrau::N,aviovaimo,żona
262,Freude::N,ilo,radość
263,Freude::N,riemu,radość
264,Gelächter::N,nauru,śmiech
265,Glück::N,onni,szczęście
266,Kummer::N,suru,zmartwienie
267,Kummer::N,murhe,zmartwienie
268,Wunsch::N,toive,życzenie
269,Wunsch::N,toivomus,życzenie
270,Lust::N,himo,chęć
271,Lust::N,himo,ochota
272,Geist::N,henki,duch
273,Gedanke::N,aate,myśl
274,Gedanke::N,ajatus,myśl
275,Gedächtnis::N,muisti,pamięć
276,Verstand::N,äly,rozum
277,Verstand::N,järki,rozum
278,Verstand::N,ymmärrys,rozum
279,Sinn::N,merkitys,zmysł
280,Grund::N,syy,powód
281,Grund::N,peruste,powód
282,Wahrheit::N,tosi,prawda
283,Wahrheit::N,totuus,prawda
284,Gespräch::N,puhelu,rozmowa
285,Gespräch::N,keskustelu,rozmowa
286,Märchen::N,satu,bajka
287,Erzählung::N,tarina,opowiadanie
288,Erzählung::N,kertomus,opowiadanie
289,Nachricht::N,tieto,wiadomość
290,Nachricht::N,ilmoitus,wiadomość
291,Neuigkeit::N,uutinen,nowina
292,Name::N,nimi,imię
293,Rätsel::N,arvoitus,zagadka
294,Rede::N,puhe,mowa
295,Sprache::N,kieli,język
296,Stimme::N,ääni,głos
297,Wort::N,sana,słowo
298,Zeichen::N,merkki,znak
299,Ruf::N,kutsu,wołanie
300,Lärm::N,melu,hałas
301,Lärm::N,melu,zgiełk
302,Lärm::N,hälinä,hałas
303,Lärm::N,hälinä,zgiełk
304,Laut::N,ääni,dźwięk
305,Ton::N,sävel,ton
306,Ton::N,sävel,dźwięk
307,Lied::N,laulu,pieśń
308,Lied::N,laulu,piosenka
309,Ruhe::N,lepo,spokój
310,Ruhe::N,rauha,spokój
311,Leute::N,väki,ludzie
312,Leute::N,ihmiset,ludzie
313,Volk::N,kansa,naród
314,Arbeit::N,työ,praca
315,Arbeit::N,työ,robota
316,Gast::N,vieras,gość
317,Geschenk::N,lahja,prezent
318,Geschenk::N,lahja,podarunek
319,Spiel::N,peli,gra
320,Spiel::N,peli,zabawa
321,Spiel::N,leikki,gra
322,Spiel::N,leikki,zabawa
323,Gesellschaft::N,seura,towarzystwo
324,Hilfe::N,apu,pomoc
325,Freund::N,ystävä,przyjaciel
326,Kamerad::N,toveri,kolega
327,Angelegenheit::N,asia,sprawa
328,Anzahl::N,lukumäärä,ilość
329,Art::N,laji,rodzaj
330,Stück::N,pala,kawałek
331,Stück::N,kappale,kawałek
332,Teil::N,osa,część
333,Hälfte::N,puoli,połowa
334,Kreis::N,ympyrä,krąg
335,Kreuz::N,risti,krzyż
336,Linie::N,viiva,linia
337,Strich::N,piirto,kreska
338,Abstand::N,väli,odstęp
339,Abstand::N,väljyys,odstęp
340,Entfernung::N,etäisyys,odległość
341,Gegend::N,seutu,okolica
342,Platz::N,tila,miejsce
343,Ort::N,kohta,miejsce
344,Ort::N,paikka,miejsce
345,Seite::N,sivu,bok
346,Seite::N,sivu,strona
347,Seite::N,kylki,bok
348,Seite::N,kylki,strona
349,Mitte::N,keskus,środek
350,Mitte::N,puoliväli,środek
351,Gegenstand::N,kalu,przedmiot
352,Gegenstand::N,esine,przedmiot
353,Sache::N,asia,rzecz
354,Rand::N,ääri,skraj
355,Rand::N,ääri,krawędź
356,Rand::N,syrjä,skraj
357,Rand::N,syrjä,krawędź
358,Kante::N,särmä,kant
359,Kante::N,särmä,krawędź
360,Ecke::N,nurkka,róg
361,Spitze::N,terä,ostrze
362,Spitze::N,kärki,ostrze
363,Ende::N,pää,koniec
364,Ende::N,perä,koniec
365,Loch::N,kolo,dziura
366,Loch::N,reikä,dziura
367,Winkel::N,kulma,kąt
368,Winkel::N,kulma,kącik
369,Muster::N,kuvio,wzór
370,Größe::N,koko,rozmiar
371,Größe::N,koko,wielkość
372,Größe::N,suuruus,rozmiar
373,Größe::N,suuruus,wielkość
374,Länge::N,pituus,długość
375,Höhe::N,korkeus,wysokość
376,Gewicht::N,paino,ciężar
377,Menge::N,määrä,ilość
378,Haufen::N,kasa,kupa
379,Reihe::N,rivi,rząd
380,Reihe::N,rivi,szereg
381,Boot::N,vene,łódź
382,Boot::N,vene,łódka
383,Ruder::N,airo,wiosło
384,Schlitten::N,reki,sanki
385,Schlitten::N,kelkka,sanki
386,Ski::N,suksi,narta
387,Lagerfeuer::N,nuotio,ognisko
388,Last::N,kuorma,ciężar
389,Last::N,kuorma,brzemię
390,Gang::N,kulku,chód
391,Gang::N,käynti,chód
392,Schritt::N,askel,krok
393,Norden::N,pohjoinen,północ
394,Süden::N,etelä,południe
395,Westen::N,länsi,zachód
396,Osten::N,itä,wschód
397,Holz::N,puu,drzewo
398,Brett::N,lauta,deska
399,Platte::N,levy,płyta
400,Stütze::N,noja,podpora
401,Stange::N,tanko,drąg
402,Stange::N,tanko,żerdź
403,Stock::N,keppi,kij
404,Stock::N,keppi,laska
405,Stab::N,sauva,pręt
406,Stab::N,seiväs,pręt
407,Rohr::N,putki,rura
408,Haus::N,talo,dom
409,Heim::N,koti,dom
410,Ofen::N,uuni,piec
411,Fußboden::N,lattia,podłoga
412,Tisch::N,pöytä,stół
413,Stuhl::N,tuoli,krzesło
414,Wiege::N,kehto,kołyska
415,Bett::N,sänky,łóżko
416,Bett::N,sänky,pościel
417,Regal::N,hylly,regał
418,Kiste::N,arkku,skrzynia
419,Kiste::N,kirstu,skrzynia
420,Kiste::N,laatikko,skrzynia
421,Fenster::N,ikkuna,okno
422,Tür::N,ovi,drzwi
423,Tor::N,portti,brama
424,Zaun::N,aita,płot
425,Zaun::N,aita,parkan
426,Dach::N,katto,dach
427,Leiter::N,tikkaat,drabina
428,Leiter::N,tikapuut,drabina
429,Besen::N,luuta,miotła
430,Spaten::N,lapio,rydel
431,Schaufel::N,lapio,łopata
432,Gabel::N,haarukka,widelec
433,Löffel::N,lusikka,łyżka
434,Messer::N,veitsi,nóż
435,Nagel::N,naula,gwóźdź
436,Netz::N,verkko,sieć
437,Haken::N,haka,hak
438,Haken::N,koukku,hak
439,Griff::N,ripa,chwyt
440,Griff::N,kahva,chwyt
441,Schloss::N,lukko,zamek
442,Bild::N,kuva,obraz
443,Figur::N,kuvio,figura
444,Puppe::N,nukke,lalka
445,Beutel::N,pussi,torba
446,Bündel::N,nippu,wiązka
447,Bündel::N,kimppu,wiązka
448,Tasche::N,laukku,torba
449,Eimer::N,sanko,kubeł
450,Eimer::N,sanko,wiadro
451,Eimer::N,ämpäri,kubeł
452,Eimer::N,ämpäri,wiadro
453,Deckel::N,kansi,przykrywka
454,Geschirr::N,astia,statki
455,Geschirr::N,astia,naczynia
456,Sack::N,säkki,worek
457,Tasse::N,kuppi,filiżanka
458,Topf::N,pata,garnek
459,Kessel::N,kattila,kocioł
460,Essen::N,syönti,jedzenie
461,Nahrung::N,ruoka,pokarm
462,Nahrung::N,ruoka,pożywienie
463,Nahrung::N,ravinto,pokarm
464,Nahrung::N,ravinto,pożywienie
465,Speise::N,ruoka,potrawa
466,Speise::N,ruoka,jedzenie
467,Fleisch::N,liha,mięso
468,Getreide::N,vilja,zboże
469,Brei::N,puuro,kasza
470,Brot::N,leipä,chleb
471,Scheibe::N,viipale,kromka
472,Fett::N,rasva,tłuszcz
473,Butter::N,voi,masło
474,Öl::N,öljy,olej
475,Salz::N,suola,sól
476,Suppe::N,keitto,zupa
477,Honig::N,hunaja,miód
478,Milch::N,maito,mleko
479,Tee::N,tee,herbata
480,Leder::N,nahka,skóra
481,Wolle::N,villa,wełna
482,Stoff::N,kangas,tkanina
483,Stoff::N,kangas,materiał
484,Nadel::N,neula,igła
485,Faden::N,lanka,nić
486,Faden::N,lanka,nitka
487,Knopf::N,nappi,guzik
488,Knoten::N,solmu,węzeł
489,Farbe::N,maali,farba
490,Kleidung::N,vaatteet,odzież
491,Hemd::N,paita,koszula
492,Kragen::N,kaulus,kołnierz
493,Ärmel::N,hiha,rękaw
494,Hose::N,housut,spodnie
495,Gürtel::N,vyö,pasek
496,Mütze::N,lakki,czapka
497,Schuh::N,kenkä,but
498,Schuh::N,kenkä,bucik
499,Stiefel::N,saapas,but
500,Stiefel::N,saapas,kozak
501,Ring::N,sormus,pierścień
502,Band::N,nauha,wstęga
503,Kamm::N,kampa,grzebień
504,Spiegel::N,peili,lustro
505,Riemen::N,hihna,rzemień
506,Schnur::N,naru,sznur
507,Schnur::N,nuora,sznur
508,Leine::N,talutushihna,smycz
509,Decke::N,peite,kołdra
510,Kissen::N,tyyny,poduszka
511,Kissen::N,pielus,poduszka
512,Tuch::N,huivi,chustka
513,Handtuch::N,pyyheliina,ręcznik
514,Kraft::N,väki,moc
515,Kraft::N,väki,siła
516,Kraft::N,voima,moc
517,Kraft::N,voima,siła
518,Stärke::N,vahvuus,moc
519,Stärke::N,vahvuus,siła
520,Gesundheit::N,terveys,zdrowie
521,Krankheit::N,tauti,choroba
522,Krankheit::N,sairaus,choroba
523,Schmerz::N,kipu,ból
524,Schmerz::N,särky,ból
525,Wunde::N,haava,rana
526,Fieber::N,kuume,gorączka
527,Arznei::N,lääke,lekarstwo
528,Brücke::N,silta,most
529,Brunnen::N,kaivo,studnia
530,Weide::N,laidun,pastwisko
531,Pfad::N,polku,ścieżka
532,Weg::N,tie,droga
533,Straße::N,katu,ulica
534,Dorf::N,kylä,wieś
535,Stadt::N,kaupunki,miasto
536,Brief::N,kirje,list
537,Buch::N,kirja,książka
538,Buchstabe::N,kirjain,litera
539,Zeitung::N,lehti,gazeta
540,Zeitung::N,lehti,dziennik
541,Zeitung::N,sanomalehti,gazeta
542,Zeitung::N,sanomalehti,dziennik
543,Leben::N,elo,życie
544,Leben::N,elämä,życie
545,Tod::N,kuolema,śmierć
546,Grab::N,hauta,grób
547,Kirche::N,kirkko,kościół
548,Sünde::N,synti,grzech
549,Gott::N,jumala,bóg
550,Arbeiter::N,työläinen,robotnik
551,Chef::N,päällikkö,szef
552,Meister::N,mestari,mistrz
553,Meister::N,mestari,majster
554,Arzt::N,lääkäri,lekarz
555,Lehrer::N,opettaja,nauczyciel
556,Geld::N,raha,pieniądze
557,Geschäft::N,liike,sprawa
558,Geschäft::N,liike,interes
559,Laden::N,puoti,sklep
560,Laden::N,kauppa,sklep
561,Preis::N,hinta,cena
562,Ware::N,tavara,towar
563,Nutzen::N,hyöty,pożytek
564,Reichtum::N,rikkaus,bogactwo
565,Welt::N,maailma,świat
566,Land::N,maa,kraj
567,Staat::N,valtio,państwo
568,König::N,kuningas,król
569,Macht::N,mahti,władza
570,Grenze::N,raja,granica
571,Krieg::N,sota,wojna
572,Feind::N,vihollinen,wróg
573,Gewalt::N,väkivalta,władza
574,Kampf::N,taistelu,bój
575,Kampf::N,taistelu,walka
576,Bogen[Waffe]::N,jousi,łuk
577,Pfeil::N,nuoli,strzała
578,Gewehr::N,kivääri,karabin
579,Fehler::N,vika,błąd
580,Fehler::N,virhe,błąd
581,Lüge::N,valhe,kłamstwo
582,Schaden::N,vaurio,szkoda
583,Schaden::N,vahinko,szkoda
584,Unglück::N,vahinko,nieszczęście
585,Unglück::N,onnettomuus,nieszczęście
586,Schuld::N,syy,wina
587,Alter::N,ikä,wiek
588,Schluss::N,loppu,koniec
589,Schluss::N,loppu,zakończenie
590,Zeit::N,aika,czas
591,Tag::N,päivä,dzień
592,Morgen::N,aamu,ranek
593,Morgen::N,aamu,poranek
594,Morgen::N,huomen,ranek
595,Morgen::N,huomen,poranek
596,Mittag::N,keskipäivä,południe
597,Abend::N,ilta,wieczór
598,Nacht::N,yö,noc
599,Woche::N,viikko,tydzień
600,Monat::N,kuukausi,miesiąc
601,Jahr::N,vuosi,rok
602,Frühling::N,kevät,wiosna
603,Sommer::N,kesä,lato
604,Herbst::N,syksy,jesień
605,Winter::N,talvi,zima
606,Januar::N,tammikuu,styczeń
607,Februar::N,helmikuu,luty
608,März::N,maaliskuu,marzec
609,April::N,huhtikuu,kwiecień
610,Mai::N,toukokuu,maj
611,Juni::N,kesäkuu,czerwiec
612,Juli::N,heinäkuu,lipiec
613,August::N,elokuu,sierpień
614,September::N,syyskuu,wrzesień
615,Oktober::N,lokakuu,październik
616,November::N,marraskuu,listopad
617,Dezember::N,joulukuu,grudzień
618,Montag::N,maanantai,poniedziałek
619,Dienstag::N,tiistai,wtorek
620,Mittwoch::N,keskiviikko,środa
621,Donnerstag::N,torstai,czwartek
622,Freitag::N,perjantai,piątek
623,Samstag::N,lauantai,sobota
624,Sonntag::N,sunnuntai,niedziela
625,groß::A,iso,duży
626,groß::A,iso,wielki
627,groß::A,suuri,duży
628,groß::A,suuri,wielki
629,klein::A,pieni,mały
630,lang::A,pitkä,długi
631,kurz::A,lyhyt,krótki
632,breit::A,leveä,szeroki
633,schmal::A,kapea,wąski
634,dicht::A,taaja,gęsty
635,dick[Gegenstand]::A,paksu,gruby
636,dünn::A,ohut,cienki
637,fein::A,hieno,drobny
638,fest::A,luja,mocny
639,fest::A,luja,twardy
640,flach::A,litteä,płaski
641,flach::A,tasainen,płaski
642,glatt::A,sileä,gładki
643,glatt::A,siloinen,gładki
644,hart::A,kova,twardy
645,weich::A,pehmeä,miękki
646,rund::A,pyöreä,okrągły
647,spitz::A,terävä,spiczasty
648,scharf::A,terävä,ostry
649,stumpf::A,tylsä,tępy
650,schwer::A,raskas,ciężki
651,schwer::A,painava,ciężki
652,schön::A,kaunis,ładny
653,schön::A,kaunis,piękny
654,heiß::A,kuuma,gorący
655,warm::A,lämmin,ciepły
656,kalt::A,kylmä,zimny
657,kalt::A,viluinen,zimny
658,kühl::A,viileä,chłodny
659,frisch::A,tuore,świeży
660,feucht::A,kostea,wilgotny
661,nass::A,märkä,mokry
662,trocken::A,kuiva,suchy
663,voll::A,täysi,pełny
664,leer::A,tyhjä,pusty
665,leer::A,tyhjä,próżny
666,offen::A,avonainen,otwarty
667,geschlossen::A,suljettu,zamknięty
668,sauber::A,puhdas,czysty
669,schmutzig::A,likainen,brudny
670,roh::A,raaka,surowy
671,reif::A,kypsä,dojrzały
672,lecker::A,herkullinen,smaczny
673,süß::A,makea,słodki
674,bitter::A,karvas,gorzki
675,bitter::A,kitkerä,gorzki
676,sauer::A,hapan,kwaśny
677,hell::A,kirkas,jasny
678,hell::A,valoisa,jasny
679,dunkel::A,pimeä,ciemny
680,schwarz::A,musta,czarny
681,weiß::A,valkea,biały
682,rot::A,punainen,czerwony
683,gelb::A,keltainen,żółty
684,blau::A,sininen,błękitny
685,blau::A,sininen,niebieski
686,grün::A,vihreä,zielony
687,grau::A,harmaa,szary
688,bunt::A,kirjava,barwny
689,billig::A,halpa,tani
690,billig::A,huokea,tani
691,teuer::A,kallis,drogi
692,wertvoll::A,arvokas,cenny
693,blind::A,sokea,ślepy
694,taub::A,kuuro,głuchy
695,kräftig::A,väkevä,mocny
696,kräftig::A,voimakas,mocny
697,stark::A,vahva,silny
698,schwach::A,heikko,słaby
699,fett::A,lihava,tłusty
700,schlank::A,hoikka,smukły
701,schlank::A,solakka,smukły
702,hübsch::A,soma,ładny
703,hübsch::A,sievä,ładny
704,böse::A,paha,zły
705,böse::A,häijy,zły
706,dumm::A,tyhmä,głupi
707,dumm::A,typerä,głupi
708,faul::A,laiska,leniwy
709,fleißig::A,ahkera,pilny
710,geizig::A,saita,skąpy
711,klug::A,älykäs,mądry
712,geschickt::A,taitava,zręczny
713,lieb::A,rakas,miły
714,lustig::A,hauska,wesoły
715,lustig::A,iloinen,wesoły
716,sanft::A,lauha,łagodny
717,sanft::A,lempeä,łagodny
718,hungrig::A,nälkäinen,głodny
719,krank::A,sairas,chory
720,nackt::A,alaston,nagi
721,traurig::A,surullinen,smutny
722,traurig::A,murheellinen,smutny
723,lebendig::A,elävä,żywy
724,gut::A,hyvä,dobry
725,schlecht::A,paha,zły
726,schlecht::A,huono,zły
727,richtig::A,oikea,słuszny
728,richtig::A,oikea,właściwy
729,schlimm::A,paha,zły
730,wahr::A,tosi,prawdziwy
731,alt::A,vanha,stary
732,neu::A,uusi,nowy
733,ehemalig::A,entinen,były
734,ehemalig::A,muinainen,były
735,alt[Lebewesen]::A,vanha,stary
736,jung::A,nuori,młody
737,arm::A,köyhä,ubogi
738,arm::A,köyhä,biedny
739,reich::A,rikas,bogaty
740,bekannt::A,tuttu,znany
741,bekannt::A,tunnettu,znany
742,berühmt::A,kuuluisa,słynny
743,fremd::A,vieras,obcy
744,fremd::A,vieras,cudzy
745,verschieden::A,eri,różny
746,verschieden::A,erilainen,różny
747,nah::A,läheinen,bliski
748,fern::A,etäinen,daleki
749,linker::A,vasen,lewy
750,rechter::A,oikea,prawy
751,anderer::A,muu,inny
752,anderer::A,toinen,inny
753,erster::A,ensimmäinen,pierwszy
754,zweiter::A,toinen,drugi
755,dritter::A,kolmas,trzeci
756,letzter::A,viimeinen,ostatni
757,allein::ADV,yksin,sam
758,auf einmal::ADV,yhdellä kertaa,naraz
759,zusammen::ADV,yhdessä,razem
760,lange::ADV,kauan,długo
761,lange::ADV,pitkään,długo
762,plötzlich::ADV,äkkiä,nagle
763,sofort::ADV,heti,natychmiast
764,später::ADV,myöhemmin,później
765,jetzt::ADV,nyt,teraz
766,jetzt::ADV,nyt,obecnie
767,heute::ADV,tänään,dziś
768,heute::ADV,tänään,dzisiaj
769,morgen::ADV,huomenna,jutro
770,bald::ADV,pian,wkrótce
771,dann::ADV,sitten,potem
772,gestern::ADV,eilen,wczoraj
773,einst::ADV,aikanaan,kiedyś
774,einst::ADV,aikanaan,niegdyś
775,damals::ADV,silloin,wtedy
776,damals::ADV,silloin,wówczas
777,damals::ADV,siihen aikaan,wtedy
778,damals::ADV,siihen aikaan,wówczas
779,danach::ADV,sen jälkeen,następnie
780,vorher::ADV,ennen,przedtem
781,zuerst::ADV,ensin,naprzód
782,zuerst::ADV,ensin,najpierw
783,zuerst::ADV,ensiksi,naprzód
784,zuerst::ADV,ensiksi,najpierw
785,einmal::ADV,kerran,raz
786,manchmal::ADV,joskus,czasem
787,oft::ADV,usein,często
788,immer::ADV,aina,zawsze
789,niemals::ADV,ei koskaan,nigdy
790,hier::ADV,tässä,tu
791,hier::ADV,tässä,tutaj
792,hier::ADV,täällä,tu
793,hier::ADV,täällä,tutaj
794,hierhin::ADV,tähän,tu
795,von hier::ADV,tästä,stąd
796,von hier::ADV,täältä,stąd
797,dort::ADV,siinä,tam
798,dort::ADV,siellä,tam
799,dorthin::ADV,sinne,tam
800,dorthin::ADV,tuonne,tam
801,geradeaus::ADV,suoraan,prosto
802,vorwärts::ADV,eteenpäin,naprzód
803,rückwärts::ADV,taaksepäin,wstecz
804,zurück::ADV,takaisin,z powrotem
805,unten::ADV,alhaalla,u dołu
806,unten::ADV,alhaalla,na dole
807,hinab::ADV,alas,na_dół
808,hinab::ADV,alas,w_dół
809,oben::ADV,ylhäällä,w górze
