,Concept_ID,ku,is
71,Wind::N,ba,vindur
72,Welle::N,şewl,alda
73,Welle::N,şewl,bylgja
74,Wasser::N,av,vatn
75,Stein::N,kevir,steinn
76,Boden::N,herd,botn
77,Erde::N,ax,jörð
78,Staub::N,toz,ryk
79,Staub::N,toz,duft
80,Rauch::N,dû,reykur
81,Funke::N,çirûşk,neisti
82,Feuer::N,agir,eldur
83,Licht::N,ronahî,ljós
84,Schatten::N,sî,skuggi
85,Wetter::N,hewa,veður
86,Nebel::N,mij,þoka
87,Wolke::N,ewr,ský
88,Regen::N,baran,regn
89,Schnee::N,berf,snjór
90,Eis::N,qeşa,ís
91,Frost::N,xûsik,frost
92,Kälte::N,serma,kuldi
93,Hitze::N,germayî,hiti
94,Raureif::N,şext,hrím
95,Regenbogen::N,heftreng,regnbogi
96,Donner::N,gire-gir,þruma
97,Strömung::N,şewl,straumur
98,Tropfen::N,dilop,dropi
99,Schaum::N,kef,froða
100,Schmutz::N,gemar,óhreinindi
101,See::N,gol,stöðuvatn
102,Sumpf::N,hezek,fen
103,Moor::N,mafêl,mýri
104,Wiese::N,sûrik,engi
105,Wald::N,çiya,skógur
106,Wald::N,daristan,skógur
107,Hügel::N,gir,hæð
108,Hügel::N,gir,hóll
109,Anhöhe::N,sere gir,hæð
110,Anhöhe::N,sere gir,hóll
111,Berg::N,kaş,fell
112,Berg::N,kaş,fjall
113,Gipfel::N,sere gir,tindur
114,Höhle::N,şikeft,hellir
115,Abhang::N,kaş,hlíð
116,Abhang::N,kaş,brekka
117,Quelle::N,kanî,lind
118,Quelle::N,kanî,uppspretta
119,Bach::N,çem,lækur
120,Fluss::N,çem,á
121,Fluss::N,çem,fljót
122,Fluss::N,rûbar,á
123,Fluss::N,rûbar,fljót
124,Ufer::N,kevî,árbakki
125,Ufer::N,kevî,sjávarbakki
126,Küste::N,berav,strönd
127,Festland::N,bejahî,meginland
128,Meer::N,behr,haf
129,Meer::N,behr,sjór
130,Bucht::N,derav,vík
131,Insel::N,girav,eyja
132,Blume::N,kulînk,blóm
133,Gras::N,giha,gras
134,Wurzel::N,reh,rót
135,Baum::N,dar,tré
136,Stamm::N,bavik,stofn
137,Rinde::N,qaqil,börkur
138,Ast::N,gulî,grein
139,Zweig::N,şax,angi
140,Zweig::N,şax,kvistur
141,Blatt::N,pel,blað
142,Birke::N,dara sipî,birki
143,Kiefer[Baum]::N,dara bî,fura
144,Weide[Baum]::N,dara belalûk,víðir
145,Tanne::N,merx,greni
146,Horn::N,strô,horn
147,Feder::N,pîrtîk,fjöður
148,Fell::N,heyar,skinn
149,Flügel::N,per,vængur
150,Klaue::N,napîk,kló
151,Kralle::N,dinik,kló
152,Kralle::N,dirnax,kló
153,Schwanz::N,dûv,rófa
154,Schwanz::N,dûv,skott
155,Ei::N,hêk,egg
156,Nest::N,hêlîn,hreiður
157,Bau::N,avahî,greni
158,Bau::N,avahî,bæli
159,Tier::N,heywan,dýr
160,Herde::N,hoz,hjörð
161,Kuh::N,çêlek,kýr
162,Bulle::N,ga,boli
163,Pferd::N,hesp,hestur
164,Schaf::N,mîh,kind
165,Schwein::N,beraz,svín
166,Hund::N,seh,hundur
167,Katze::N,pişîk,köttur
168,Bär::N,hirç,björn
169,Eichhörnchen::N,pilûr,íkorni
170,Elch::N,pazkovî,elgur
171,Fuchs::N,rovî,refur
172,Hase::N,kîroşk,héri
173,Maus::N,mişk,mús
174,Wolf::N,gur,úlfur
175,Vogel::N,çûk,fugl
176,Schwarm::N,lufik,sægur
177,Huhn::N,mirîşk,hæna
178,Hahn::N,dîk,hani
179,Gans::N,qaz,gæs
180,Adler::N,eylo,örn
181,Ente::N,werdek,önd
182,Eule::N,bûm,uggla
183,Eule::N,kund,uggla
184,Kranich::N,quling,trana
185,Krähe::N,qijik,kráka
186,Kuckuck::N,pepûk,gaukur
187,Schwan::N,qû,svanur
188,Fisch::N,masî,fiskur
189,Barsch::N,okûn,aborri
190,Hecht::N,mesîyê lûf,gedda
191,Schlange[Tier]::N,mar,naðra
192,Wurm::N,kurm,ormur
193,Spinne::N,pîrê,kónguló
194,Ameise::N,mîro,maur
195,Ameise::N,gêrîk,maur
196,Laus::N,spi,lús
197,Mücke::N,mêş,mý
198,Mücke::N,mêş,mýfluga
199,Fliege::N,mêş,fluga
200,Schmetterling::N,perperîk,fiðrildi
201,Beere::N,hirç,ber
202,Apfel::N,sêv,epli
203,Pilz::N,bîrov,sveppur
204,Zwiebel::N,pîvaz,laukur
205,Saat::N,tov,fræ
206,Saat::N,tov,útsæði
207,Korn::N,dexl,korn
208,Heu::N,sap,hey
209,Schale::N,qaşik,hýði
210,Grube::N,çahl,gryfja
211,Falle::N,dafik,gildra
212,Schlinge::N,dahf,snara
213,Spur::N,rêç,spor
214,Asche::N,xweli,aska
215,Dreck::N,gemarî,óþverri
216,Eisen::N,hesing,járn
217,Gold::N,zêr,gull
218,Silber::N,zîv,silfur
219,Kohle::N,komir,kol
220,Glas::N,qedeh,gler
221,Lehm::N,kelpîç,leir
222,Sand::N,qûm,sandur
223,Mensch::N,mirov,maður
224,Mensch::N,mirov,manneskja
225,Mann::N,mêr,maður
226,Mann::N,mêr,karlmaður
227,Frau::N,jin,kona
228,Kind::N,zarok,barn
229,Kind::N,zarok,krakki
230,Junge::N,kur,drengur
231,Mädchen::N,keç,stelpa
232,Mädchen::N,keçik,stelpa
233,Familie::N,malbat,fjölskylda
234,Großvater::N,bapîr,afi
235,Großmutter::N,pîrik,amma
236,Eltern::N,bavudê,foreldrar
237,Vater::N,bav,faðir
238,Mutter::N,dê,móðir
239,Mutter::N,dayik,móðir
240,Sohn::N,kur,sonur
241,Tochter::N,keç,dóttir
242,Bruder::N,bira,bróðir
243,Schwester::N,xweh,systir
244,Onkel::N,am,föðurbróðir
245,Onkel::N,xal,föðurbróðir
246,Tante::N,metik,frænka
247,Tante::N,metik,móðursystir
248,Tante::N,xaltîk,frænka
249,Tante::N,xaltîk,móðursystir
250,Ehemann::N,mêr,eiginmaður
251,Ehefrau::N,kulfet,eiginkona
252,Freude::N,kêfxweşî,gleði
253,Gelächter::N,pîrqînî,hlátur
254,Glück::N,bext,gæfa
255,Kummer::N,derd,sorg
256,Wunsch::N,daxwaz,ósk
257,Wunsch::N,xwestek,ósk
258,Lust::N,şewq,fýsn
259,Lust::N,şewq,löngun
260,Geist::N,aqil,andi
261,Gedanke::N,fikir,hugsun
262,Gedächtnis::N,aqil,minni
263,Verstand::N,fêm,vit
264,Sinn::N,aqil,merking
265,Grund::N,asas,ástæða
266,Wahrheit::N,rastî,sannleikur
267,Gespräch::N,guftûgo,samtal
268,Märchen::N,çirok,ævintýri
269,Erzählung::N,çirok,saga
270,Erzählung::N,vegotin,saga
271,Nachricht::N,nûçe,frétt
272,Neuigkeit::N,hewal,frétt
273,Name::N,nav,nafn
274,Name::N,paşnav,nafn
275,Rätsel::N,tiştonek,gáta
276,Rede::N,gotar,ræða
277,Rede::N,axavtin,ræða
278,Sprache::N,ziman,mál
279,Sprache::N,ziman,tungumál
280,Stimme::N,pejn,rödd
281,Wort::N,gotin,orð
282,Zeichen::N,şanek,tákn
283,Zeichen::N,şanek,merki
284,Ruf::N,hawar,kall
285,Lärm::N,xarbalix,hávaði
286,Laut::N,deng,hljóð
287,Laut::N,hês,hljóð
288,Ton::N,awaz,tónn
289,Lied::N,sitran,ljóð
290,Lied::N,sitran,söngur
291,Ruhe::N,rihetî,ró
292,Ruhe::N,rihetî,kyrrð
293,Leute::N,xelk,fólk
294,Volk::N,xelk,þjóð
295,Arbeit::N,xebat,vinna
296,Gast::N,mêvan,gestur
297,Geschenk::N,diyarî,gjöf
298,Spiel::N,lîstik,leikur
299,Gesellschaft::N,komal,selskapur
300,Hilfe::N,alîkarî,hjálp
301,Freund::N,heval,vinur
302,Kamerad::N,heval,félagi
303,Angelegenheit::N,pirsgirêk,mál
304,Angelegenheit::N,pirsgirêk,málefni
305,Anzahl::N,çend,tala
306,Anzahl::N,çend,fjöldi
307,Art::N,çeh,tegund
308,Stück::N,lib,biti
309,Stück::N,lib,stykki
310,Stück::N,parçe,biti
311,Stück::N,parçe,stykki
312,Teil::N,parçe,hluti
313,Teil::N,parçe,partur
314,Hälfte::N,nîvî,helmingur
315,Kreis::N,çemil,hringur
316,Kreuz::N,xaç,kross
317,Kreuz::N,xaç,krossmark
318,Linie::N,xezik,lína
319,Strich::N,xezik,strik
320,Abstand::N,dûrahî,millibil
321,Entfernung::N,dûrahî,fjarlægð
322,Gegend::N,dever,hérað
323,Platz::N,çih,pláss
324,Ort::N,dever,staður
325,Seite::N,rûpel,hlið
326,Mitte::N,nav,miðja
327,Mitte::N,nabênê,miðja
328,Gegenstand::N,tişt,hlutur
329,Sache::N,tişt,mál
330,Rand::N,kevî,brún
331,Kante::N,kevî,rönd
332,Ecke::N,qunç,horn
333,Spitze::N,derzî,oddur
334,Ende::N,talî,endi
335,Loch::N,qul,gat
336,Loch::N,qul,hola
337,Winkel::N,kurnîşk,skot
338,Winkel::N,kurnîşk,krókur
339,Muster::N,desen,munstur
340,Größe::N,mezinî,stærð
341,Länge::N,dirêjahî,lengd
342,Höhe::N,bilindayî,hæð
343,Gewicht::N,giranî,vigt
344,Gewicht::N,giranî,þyngd
345,Menge::N,qas,magn
346,Haufen::N,lod,hrúga
347,Haufen::N,lod,haugur
348,Reihe::N,rêz,röð
349,Boot::N,kelek,bátur
350,Ruder::N,bêrik,ár
351,Schlitten::N,xîjik,sleði
352,Ski::N,lakan,skíði
353,Lagerfeuer::N,agir,varðeldur
354,Last::N,bar,byrði
355,Last::N,bar,farmur
356,Gang::N,fîtêz,ganga
357,Schritt::N,gav,skref
358,Norden::N,bakur,norður
359,Süden::N,başur,suður
360,Westen::N,rojava,vestur
361,Osten::N,rojhilat,austur
362,Holz::N,dep,viður
363,Brett::N,dep,fjöl
364,Platte::N,dep,flötur
365,Stütze::N,destek,stoð
366,Stange::N,sing,stöng
367,Stock::N,çam,prik
368,Stock::N,çam,stafur
369,Stab::N,qat,prik
370,Stab::N,qat,stafur
371,Rohr::N,borî,rör
372,Rohr::N,borî,pípa
373,Haus::N,mal,hús
374,Haus::N,xanî,hús
375,Heim::N,mal,heimili
376,Ofen::N,sobe,ofn
377,Fußboden::N,binpê,gólf
378,Tisch::N,mase,borð
379,Stuhl::N,kursî,stóll
380,Wiege::N,derguş,vagga
381,Bett::N,qerewêle,rúm
382,Bett::N,qerewêle,hvíla
383,Regal::N,rêbaz,hilla
384,Kiste::N,sindoq,kassi
385,Fenster::N,çam,gluggi
386,Fenster::N,şibeke,gluggi
387,Tür::N,derî,dyr
388,Tür::N,derî,hurð
389,Tor::N,derge,hlið
390,Zaun::N,hejik,girðing
391,Zaun::N,hejik,limgarður
392,Dach::N,sere xanî,þak
393,Leiter::N,pêling,stigi
394,Besen::N,melkes,sópur
395,Spaten::N,mer,spaði
396,Schaufel::N,bêr,skófla
397,Gabel::N,çetel,gaffall
398,Löffel::N,kevçî,skeið
399,Messer::N,kêr,hnífur
400,Nagel::N,bizmar,nögl
401,Netz::N,tor,net
402,Haken::N,çenqel,krókur
403,Griff::N,destî,tak
404,Schloss::N,qonax,lás
405,Bild::N,dimen,mynd
406,Figur::N,figûr,stytta
407,Puppe::N,bûk,brúða
408,Beutel::N,kîsik,poki
409,Beutel::N,kîsik,baggi
410,Bündel::N,pêçek,böggull
411,Tasche::N,bêrîk,veski
412,Eimer::N,dewl,fata
413,Deckel::N,devik,lok
414,Geschirr::N,ferax,leirtau
415,Sack::N,tûr,sekkur
416,Tasse::N,kada,bolli
417,Topf::N,beroş,pottur
418,Kessel::N,şîril,ketill
419,Essen::N,xwarin,matur
420,Nahrung::N,xwarin,fæða
421,Speise::N,xwarin,réttur
422,Speise::N,xwarin,matarréttur
423,Fleisch::N,goşt,kjöt
424,Getreide::N,zad,korn
425,Brei::N,hewdêl,grautur
426,Brot::N,,brauð
427,Scheibe::N,parçe,sneið
428,Fett::N,rûn,fita
429,Butter::N,rûn,smjör
430,Öl::N,rûn,olía
431,Salz::N,xwe,salt
432,Suppe::N,şorbe,súpa
433,Honig::N,hingiv,hunang
434,Milch::N,şîr,mjólk
435,Tee::N,çay,te
436,Leder::N,çerm,skinn
437,Wolle::N,herî,ull
438,Stoff::N,paç,dúkur
439,Nadel::N,derzî,nál
440,Faden::N,ta,þráður
441,Knopf::N,bişkok,tala
442,Knopf::N,bişkok,hnappur
443,Knoten::N,girêk,hnútur
444,Farbe::N,boyax,málning
445,Kleidung::N,çil,búningur
446,Kleidung::N,çil,klæðnaður
447,Hemd::N,qutik,skyrta
448,Hemd::N,miltan,skyrta
449,Kragen::N,stûvang,kragi
450,Kragen::N,stûvang,flibbi
451,Ärmel::N,hûçik,ermi
452,Hose::N,şewel,buxur
453,Gürtel::N,qayiş,belti
454,Mütze::N,fîno,húfa
455,Schuh::N,şêkal,skór
456,Stiefel::N,gizme,stígvél
457,Stiefel::N,çizme,stígvél
458,Ring::N,xelek,hringur
459,Band::N,band,band
460,Kamm::N,şeh,greiða
461,Spiegel::N,eynik,spegill
462,Riemen::N,qayiş,ól
463,Riemen::N,qayiş,reim
464,Schnur::N,doxin,snúra
465,Leine::N,şirît,band
466,Decke::N,bataniye,teppi
467,Kissen::N,balgî,koddi
468,Tuch::N,şar,klútur
469,Handtuch::N,dezmal,þurrka
470,Handtuch::N,dezmal,handklæði
471,Kraft::N,hêz,afl
472,Kraft::N,hêz,kraftur
473,Kraft::N,qewet,afl
474,Kraft::N,qewet,kraftur
475,Stärke::N,xurtî,styrkur
476,Gesundheit::N,nojdarî,heilsa
477,Gesundheit::N,nojdarî,heilbrigði
478,Krankheit::N,nexweşî,sjúkdómur
479,Schmerz::N,êş,sársauki
480,Wunde::N,kul,sár
481,Fieber::N,ta,hitasótt
482,Arznei::N,derman,lyf
483,Brücke::N,kopî,brú
484,Brunnen::N,çal,brunnur
485,Brunnen::N,kani,brunnur
486,Weide::N,beyar,hagi
487,Pfad::N,xaçirek,stígur
488,Weg::N,rê,vegur
489,Straße::N,rê,gata
490,Straße::N,rê,stræti
491,Dorf::N,gund,þorp
492,Stadt::N,baçar,borg
493,Brief::N,name,bréf
494,Buch::N,kitêb,bók
495,Buch::N,pirtûk,bók
496,Buchstabe::N,herf,bókstafur
497,Zeitung::N,rojname,dagblað
498,Leben::N,jiyan,líf
499,Tod::N,mirin,dauði
500,Grab::N,mezel,gröf
501,Kirche::N,gilyas,kirkja
502,Sünde::N,guneh,synd
503,Gott::N,xwedê,guð
504,Arbeiter::N,hîşçî,verkamaður
505,Chef::N,bêg,yfirmaður
506,Meister::N,hoste,meistari
507,Arzt::N,doktor,læknir
508,Lehrer::N,mamoste,kennari
509,Geld::N,pere,peningar
510,Geschäft::N,firoşgeh,viðskipti
511,Laden::N,dikan,búð
512,Laden::N,dikan,verslun
513,Preis::N,buha,verð
514,Ware::N,tişt,vara
515,Nutzen::N,fêde,gagn
516,Reichtum::N,serwet,auður
517,Welt::N,dinya,veröld
518,Land::N,welat,land
519,Staat::N,dewlet,ríki
520,König::N,şah,konungur
521,König::N,qral,konungur
522,Macht::N,qewet,vald
523,Macht::N,destihilat,vald
524,Grenze::N,kevî,landamæri
525,Krieg::N,çeng,stríð
526,Krieg::N,sêwaş,stríð
527,Feind::N,dijmin,fjandmaður
528,Gewalt::N,zor,ofbeldi
529,Kampf::N,şer,bardagi
530,Bogen[Waffe]::N,kêvan,bogi
531,Pfeil::N,çîrik,ör
532,Gewehr::N,tifing,byssa
533,Fehler::N,şaşî,villa
534,Lüge::N,derew,lygi
535,Schaden::N,xisar,skemmd
536,Unglück::N,bêbextî,óhamingja
537,Schuld::N,suç,sök
538,Alter::N,temen,aldur
539,Schluss::N,girtin,lok
540,Schluss::N,girtin,endir
541,Zeit::N,çax,tími
542,Tag::N,roj,dagur
543,Morgen::N,sibeh,morgunn
544,Mittag::N,nîro,hádegi
545,Abend::N,êvar,kvöld
546,Nacht::N,şev,nótt
547,Woche::N,heftî,vika
548,Monat::N,meh,mánuður
549,Jahr::N,sal,ár
550,Frühling::N,bihar,vor
551,Sommer::N,havîn,sumar
552,Herbst::N,payîz,haust
553,Winter::N,zistan,vetur
554,Januar::N,çile,janúar
555,Februar::N,sibat,február
556,März::N,adar,mars
557,April::N,nîsan,apríl
558,Mai::N,gûlan,maí
559,Juni::N,hezîran,júní
560,Juli::N,tîmeh,júlí
561,August::N,tebax,ágúst
562,September::N,îlon,september
563,Oktober::N,çotmeh,október
564,November::N,mijdar,nóvember
565,Dezember::N,kanûn,desember
566,Montag::N,duşemb,mánudagur
567,Dienstag::N,sêşem,þriðjudagur
568,Mittwoch::N,çarşemb,miðvikudagur
569,Donnerstag::N,pêşemb,fimmtudagur
570,Freitag::N,în,föstudagur
571,Samstag::N,şemî,laugardagur
572,Sonntag::N,yekşemb,sunnudagur
573,groß::A,mezin,stór
574,klein::A,çûçik,lítill
575,lang::A,dirêj,langur
576,kurz::A,kin,stuttur
577,breit::A,fireh,breiður
578,schmal::A,tenik,mjór
579,dicht::A,gir,þéttur
580,dick[Gegenstand]::A,şîşman,þykkur
581,dünn::A,zirav,þunnur
582,fein::A,tenik,fíngerður
583,fest::A,saxlem,fastur
584,flach::A,pahn,flatur
585,glatt::A,dûz,háll
586,glatt::A,dûz,sléttur
587,glatt::A,şayîk,háll
588,glatt::A,şayîk,sléttur
589,hart::A,hişk,harður
590,weich::A,nerm,mjúkur
591,rund::A,gilover,kringlóttur
592,spitz::A,pîj,oddhvass
593,scharf::A,tûj,beittur
594,stumpf::A,ne tûj,bitlaus
595,schwer::A,giran,þungur
596,schön::A,xweş,fagur
597,schön::A,xweş,fallegur
598,schön::A,xweşik,fagur
599,schön::A,xweşik,fallegur
600,heiß::A,kelandî,heitur
601,warm::A,germ,hlýr
602,warm::A,germ,heitur
603,kalt::A,sar,kaldur
604,kühl::A,jemîrî,svalur
605,frisch::A,ter,frískur
606,feucht::A,şil,rakur
607,feucht::A,şil,þvalur
608,nass::A,şilek,votur
609,nass::A,şilek,blautur
610,trocken::A,zuwa,þurr
611,voll::A,tijî,fullur
612,leer::A,vala,tómur
613,offen::A,vekirî,opinn
614,geschlossen::A,asê,lokaður
615,sauber::A,pakij,þrifinn
616,schmutzig::A,lewitî,óhreinn
617,schmutzig::A,lewitî,sóðalegur
618,roh::A,xav,hrár
619,reif::A,gihaştî,þroskaður
620,lecker::A,xweş,ljúffengur
621,süß::A,şîrîn,sætur
622,bitter::A,tahl,beiskur
623,sauer::A,tirş,súr
624,hell::A,ronî,bjartur
625,dunkel::A,tarî,dimmur
626,schwarz::A,reş,svartur
627,weiß::A,sipî,hvítur
628,rot::A,sor,rauður
629,gelb::A,zer,gulur
630,blau::A,şîn,blár
631,grün::A,şîn,grænn
632,grau::A,gewr,grár
633,bunt::A,rengîn,marglitur
634,billig::A,erzan,ódýr
635,teuer::A,biha,dýr
636,wertvoll::A,hêja,verðmætur
637,wertvoll::A,giranbiha,verðmætur
638,blind::A,kor,blindur
639,taub::A,kerr,heyrnarlaus
640,kräftig::A,gir,öflugur
641,kräftig::A,xurt,öflugur
642,stark::A,xurt,sterkur
643,schwach::A,kesad,veill
644,fett::A,qelew,feitur
645,schlank::A,zirav,grannur
646,schlank::A,zirav,spengilegur
647,hübsch::A,xweşik,snotur
648,hübsch::A,xweşik,laglegur
649,böse::A,xerab,illur
650,böse::A,xerab,vondur
651,böse::A,aciz,illur
652,böse::A,aciz,vondur
653,dumm::A,gêj,heimskur
654,faul::A,têmbêl,latur
655,fleißig::A,jêhatî,iðinn
656,geizig::A,destgirtî,nískur
657,klug::A,baqil,hygginn
658,geschickt::A,zîrek,fimur
659,geschickt::A,zîrek,laginn
660,geschickt::A,ziring,fimur
661,geschickt::A,ziring,laginn
662,lieb::A,delal,kær
663,lieb::A,delal,ljúfur
664,lustig::A,kêfxweş,kátur
665,sanft::A,nazenîn,blíður
666,hungrig::A,birçî,soltinn
667,hungrig::A,birçî,hungraður
668,krank::A,nexweş,sjúkur
669,nackt::A,rût,nakinn
670,nackt::A,tazî,nakinn
671,traurig::A,xemgîn,dapur
672,traurig::A,xemgîn,hryggur
673,lebendig::A,bisaxî,lifandi
674,gut::A,baş,góður
675,schlecht::A,xerab,slæmur
676,schlecht::A,xerab,lélegur
677,richtig::A,rast,réttur
678,richtig::A,saxlem,réttur
679,schlimm::A,nebaş,slæmur
680,wahr::A,rast,sannur
681,alt::A,pîr,gamall
682,alt::A,kevn,gamall
683,neu::A,nû,nýr
684,ehemalig::A,kevnar,fyrrverandi
685,ehemalig::A,peşidar,fyrrverandi
686,alt[Lebewesen]::A,pîr,gamall
687,jung::A,xort,ungur
688,arm::A,feqîr,vesall
689,arm::A,feqîr,fátækur
690,arm::A,desteng,vesall
691,arm::A,desteng,fátækur
692,reich::A,dewlemend,ríkur
693,reich::A,dewlemend,auðugur
694,bekannt::A,naskirî,kunnugur
695,berühmt::A,navdar,frægur
696,fremd::A,xerîb,framandi
697,fremd::A,xerîb,ókunnugur
698,verschieden::A,çîhê,ýmis
699,nah::A,nêzîk,nálægur
700,fern::A,dûr,fjarri
701,fern::A,dûr,fjarlægur
702,linker::A,çepê,vinstri
703,rechter::A,rastê,hægri
704,anderer::A,yê din,annar
705,erster::A,yekemîn,fyrsti
706,zweiter::A,duda,annar
707,dritter::A,sisêya,þriðji
708,letzter::A,paşîn,síðasti
709,allein::ADV,tenê,einn
710,allein::ADV,tenê,aleinn
711,auf einmal::ADV,jar kê,allt í einu
712,zusammen::ADV,tev,saman
713,zusammen::ADV,bi hev re,saman
714,lange::ADV,dirêj,lengi
715,plötzlich::ADV,ji nişkave,skyndilega
716,sofort::ADV,yekser,strax
717,sofort::ADV,yekser,þegar í stað
718,später::ADV,paşiyê,seinna
719,jetzt::ADV,nuha,nú
720,jetzt::ADV,nuha,núna
721,heute::ADV,îro,í dag
722,morgen::ADV,sibeh,á morgun
723,bald::ADV,nêzîk,brátt
724,bald::ADV,nêzîk,bráðum
725,dann::ADV,paşê,svo
726,dann::ADV,paşê,síðan
727,gestern::ADV,do,í gær
728,einst::ADV,jar ke,forðum
729,damals::ADV,hîngî,þá
730,damals::ADV,hîngî,á þeim tímum
731,danach::ADV,piştra,á eftir því
732,vorher::ADV,pîşî,áður
733,zuerst::ADV,bere,fyrst
734,einmal::ADV,çarik,einu sinni
735,manchmal::ADV,çarna,stundum
736,oft::ADV,gelek çaran,oft
737,immer::ADV,daîm,alltaf
738,immer::ADV,daîm,sífellt
739,niemals::ADV,tu çar,aldrei
740,hier::ADV,li vir,hér
741,hierhin::ADV,vir,hingað
742,von hier::ADV,ji vir,héðan
743,dort::ADV,li wê derê,þar
744,dort::ADV,li wê derê,þarna
745,dorthin::ADV,wêda,þangað
746,geradeaus::ADV,rastê rast,beint áfram
747,vorwärts::ADV,ber bi pêş,áfram
748,rückwärts::ADV,paşpê,aftur á bak
749,zurück::ADV,paşdo,aftur
750,zurück::ADV,paşdo,til baka
751,zurück::ADV,paşvê,aftur
752,zurück::ADV,paşvê,til baka
753,unten::ADV,jêrî,niðri
754,unten::ADV,jêrî,fyrir neðan
755,hinab::ADV,berjêr,niður
756,hinab::ADV,berjêr,niður eftir
757,oben::ADV,banî,uppi
758,hinauf::ADV,banî,upp
759,hinauf::ADV,banî,upp eftir
760,überall::ADV,li her derê,alls staðar
761,nicht::ADV,ne,ekki
762,nicht::ADV,nîn,ekki
763,nicht::ADV,tine,ekki
764,ein wenig::ADV,hebkî,dálítið
765,kaum::ADV,tema,varla
766,kaum::ADV,tema,tæplega
767,kaum::ADV,himangi,varla
768,kaum::ADV,himangi,tæplega
769,sehr::ADV,gelek,mjög
770,so::ADV,weha,svo
771,so::ADV,weha,þannig
772,noch::ADV,hêj,enn
773,noch::ADV,hêj,ennþá
774,noch::ADV,dîsa,enn
775,noch::ADV,dîsa,ennþá
776,nur::ADV,tenê,bara
777,nur::ADV,tenê,aðeins
778,nur::ADV,bes,bara
779,nur::ADV,bes,aðeins
780,schon::ADV,hew,nú þegar
781,wieder::ADV,jar din,aftur
782,wieder::ADV,jar din,að nýju
783,wieder::ADV,dîsa,aftur
784,wieder::ADV,dîsa,að nýju
785,vergebens::ADV,deya çun,árangurslaust
786,vergebens::ADV,îfleh bûn,árangurslaust
787,vor::PRP,li ber,fyrir
788,hinter::PRP,li pişt,bak við
789,hinter::PRP,li pişt,aftur fyrir
790,unter::PRP,li bin,undir
791,durch::PRP,kura,gegnum
792,neben::PRP,li ba,hjá
793,neben::PRP,li ba,við hliðina á
794,zwischen::PRP,nabeyne,milli
795,zwischen::PRP,nabeyne,á milli
796,zwischen::PRP,di nav...da,milli
797,zwischen::PRP,di nav...da,á milli
798,wegen::PRP,ji bo,vegna
799,wegen::PRP,ji ber,vegna
800,dies::PRN,ev,þetta
801,das::PRN,ev,það
802,alles::PRN,hemû,allt
803,ich::PRN,ez,ég
804,du::PRN,tu,þú
805,er::PRN,wî,hann
806,wir::PRN,êm,við
807,ihr::PRN,hûn,þið
808,sie::PRN,we,þær
809,sie::PRN,we,þeir
810,was::FPRN,çi,hvað
811,wer::FPRN,ki,hver
812,wo::FADV,li ku dere,hvar
813,wohin::FADV,li ku dere,hvert
814,wie::FADV,çawa,hvernig
815,warum::FADV,çima,hvers vegna
