,Concept_ID,nl,zh
142,Tier::N,dier,动物
143,Herde::N,kudde,群
144,Kuh::N,koe,母牛
145,Bulle::N,stier,公牛
146,Pferd::N,paard,马
147,Schaf::N,schaap,羊
148,Schwein::N,varken,猪
149,Hund::N,hond,狗
150,Katze::N,kat,猫
151,Bär::N,beer,熊
152,Eichhörnchen::N,eekhoorntje,松鼠
153,Elch::N,eland,麋鹿
154,Fuchs::N,vos,狐狸
155,Hase::N,haas,兔子
156,Maus::N,muis,老鼠
157,Wolf::N,wolf,狼
158,Vogel::N,vogel,鸟
159,Schwarm::N,zwerm,群
160,Huhn::N,kip,鸡
161,Huhn::N,hoen,鸡
162,Hahn::N,haan,公鸡
163,Gans::N,gans,鹅
164,Adler::N,arend,鹰
165,Ente::N,eend,鸭
166,Eule::N,uil,猫头鹰
167,Kranich::N,kraanvogel,鹤
168,Krähe::N,kraai,乌鸦
169,Kuckuck::N,koekoek,布谷鸟
170,Schwan::N,zwaan,天鹅
171,Fisch::N,vis,鱼
172,Barsch::N,baars,鲈鱼
173,Hecht::N,snoek,狗鱼
174,Schlange[Tier]::N,slang,蛇
175,Wurm::N,worm,蠕虫
176,Spinne::N,spin,蜘蛛
177,Ameise::N,mier,蚂蚁
178,Laus::N,luis,虱子
179,Mücke::N,mug,蚊子
180,Fliege::N,vlieg,苍蝇
181,Schmetterling::N,vlinder,蝴蝶
182,Beere::N,bes,将果
183,Apfel::N,appel,苹果
184,Pilz::N,paddestoel,蘑菇
185,Zwiebel::N,ui,洋葱
186,Saat::N,zaad,种子
187,Korn::N,graan,谷粒
188,Korn::N,korrel,谷粒
189,Heu::N,hooi,干草
190,Schale::N,schil,壳
191,Grube::N,kuil,坑
192,Falle::N,val,圈套
193,Schlinge::N,strop,活扣
194,Spur::N,spoor,踪迹
195,Asche::N,as,灰烬
196,Dreck::N,drek,污垢
197,Eisen::N,ijzer,铁
198,Gold::N,goud,金子
199,Silber::N,zilver,银
200,Kohle::N,kool,煤
201,Glas::N,glas,玻璃
202,Lehm::N,klei,粘土
203,Sand::N,zand,沙
204,Mensch::N,mens,人
205,Mann::N,man,男子
206,Frau::N,vrouw,妇女
207,Kind::N,kind,小孩
208,Junge::N,jongen,男孩
209,Mädchen::N,meisje,女孩
210,Familie::N,gezin,家庭
211,Familie::N,familie,家庭
212,Großvater::N,grootvader,祖父
213,Großmutter::N,grootmoeder,祖母
214,Eltern::N,ouders,父母
215,Vater::N,vader,父亲
216,Mutter::N,moeder,母亲
217,Sohn::N,zoon,儿子
218,Tochter::N,dochter,女儿
219,Bruder::N,broer,兄弟
220,Bruder::N,broeder,兄弟
221,Schwester::N,zus,姐妹
222,Schwester::N,zuster,姐妹
223,Onkel::N,oom,伯父
224,Tante::N,tante,阿姨
225,Ehemann::N,echtgenoot,丈夫
226,Ehefrau::N,echtgenote,妻子
227,Freude::N,vreugde,愉快
228,Gelächter::N,gelach,大笑
229,Glück::N,geluk,运气
230,Kummer::N,verdriet,苦恼
231,Wunsch::N,wens,愿望
232,Wunsch::N,verlangen,愿望
233,Lust::N,zin,乐趣
234,Lust::N,lust,乐趣
235,Geist::N,geest,精神
236,Gedanke::N,gedachte,思想
237,Gedächtnis::N,geheugen,记性
238,Verstand::N,verstand,理智
239,Sinn::N,betekenis,感觉
240,Grund::N,reden,理由
241,Wahrheit::N,waarheid,真理
242,Gespräch::N,gesprek,谈话
243,Märchen::N,sprookje,童话
244,Erzählung::N,verhaal,故事
245,Nachricht::N,tijding,消息
246,Neuigkeit::N,nieuws,新闻
247,Neuigkeit::N,nieuwtje,新闻
248,Name::N,naam,名字
249,Rätsel::N,raadsel,谜语
250,Rede::N,rede,讲话
251,Sprache::N,taal,语言
252,Stimme::N,stem,声音
253,Wort::N,woord,词
254,Zeichen::N,teken,标记
255,Ruf::N,roep,呼喊
256,Lärm::N,lawaai,噪音
257,Laut::N,klank,响声
258,Laut::N,geluid,响声
259,Ton::N,toon,声音
260,Ton::N,klank,声音
261,Lied::N,lied,歌曲
262,Ruhe::N,rust,安静
263,Ruhe::N,stilte,安静
264,Leute::N,lui,人们
265,Leute::N,mensen,人们
266,Volk::N,volk,人民
267,Arbeit::N,werk,劳动
268,Arbeit::N,arbeid,劳动
269,Gast::N,gast,客人
270,Geschenk::N,cadeau,礼物
271,Geschenk::N,geschenk,礼物
272,Spiel::N,spel,游戏
273,Gesellschaft::N,gezelschap,陪同
274,Hilfe::N,hulp,帮助
275,Freund::N,vriend,朋友
276,Kamerad::N,maat,同志
277,Kamerad::N,metgezel,同志
278,Angelegenheit::N,zaak,事情
279,Angelegenheit::N,aangelegenheid,事情
280,Anzahl::N,tal,数目
281,Anzahl::N,aantal,数目
282,Art::N,slag,种类
283,Art::N,soort,种类
284,Stück::N,stuk,块
285,Teil::N,deel,部分
286,Hälfte::N,helft,一半
287,Kreis::N,kring,圆
288,Kreis::N,cirkel,圆
289,Kreuz::N,kruis,十字架
290,Linie::N,lijn,线条
291,Strich::N,haal,划
292,Strich::N,streep,划
293,Abstand::N,afstand,距离
294,Entfernung::N,afstand,距离
295,Gegend::N,streek,地区
296,Platz::N,ruimte,场所
297,Ort::N,oord,地点
298,Ort::N,plaats,地点
299,Seite::N,zij,面
300,Seite::N,kant,面
301,Seite::N,zijde,面
302,Mitte::N,midden,中间
303,Gegenstand::N,voorwerp,物品
304,Sache::N,zaak,物
305,Rand::N,rand,边
306,Rand::N,boord,边
307,Kante::N,kant,棱
308,Ecke::N,hoek,角
309,Spitze::N,punt,尖
310,Spitze::N,spits,尖
311,Ende::N,einde,结尾
312,Ende::N,uiteinde,结尾
313,Loch::N,gat,洞
314,Winkel::N,hoek,角度
315,Muster::N,dessin,模型
316,Muster::N,patroon,模型
317,Größe::N,grootte,大小
318,Länge::N,lengte,长度
319,Höhe::N,hoogte,高度
320,Gewicht::N,gewicht,重量
321,Menge::N,hoeveelheid,数量
322,Haufen::N,hoop,堆
323,Reihe::N,rij,行
324,Reihe::N,reeks,行
325,Boot::N,boot,小船
326,Ruder::N,roeiriem,奖
327,Schlitten::N,slee,雪橇
328,Schlitten::N,slede,雪橇
329,Ski::N,ski,雪板
330,Lagerfeuer::N,kampvuur,营火
331,Last::N,last,负担
332,Last::N,vracht,负担
333,Gang::N,wandeling,行走
334,Schritt::N,stap,步伐
335,Schritt::N,schrede,步伐
336,Norden::N,noorden,北
337,Süden::N,zuiden,南
338,Westen::N,westen,西
339,Osten::N,oosten,东
340,Holz::N,hout,木材
341,Brett::N,plank,木板
342,Platte::N,plaat,平板
343,Stütze::N,stut,支架
344,Stütze::N,steun,支架
345,Stange::N,stang,杆
346,Stock::N,stok,棒
347,Stab::N,staf,棍
348,Rohr::N,pijp,管子
349,Haus::N,huis,房屋
350,Heim::N,tehuis,家
351,Ofen::N,kachel,炉子
352,Fußboden::N,vloer,地板
353,Tisch::N,tafel,桌子
354,Stuhl::N,stoel,椅子
355,Wiege::N,wieg,摇蓝
356,Bett::N,bed,床
357,Regal::N,rek,架子
358,Kiste::N,kist,箱子
359,Fenster::N,raam,窗户
360,Fenster::N,venster,窗户
361,Tür::N,deur,门
362,Tor::N,poort,大门
363,Zaun::N,omheining,篱笆
364,Dach::N,dak,屋顶
365,Leiter::N,ladder,梯子
366,Besen::N,bezem,扫帚
367,Spaten::N,schop,铁锹
368,Schaufel::N,schep,铁锹
369,Gabel::N,vork,叉
370,Löffel::N,lepel,食匙
371,Messer::N,mes,刀
372,Nagel::N,spijker,钉子
373,Netz::N,net,网
374,Haken::N,haak,钩子
375,Griff::N,handvat,把柄
376,Schloss::N,slot,锁
377,Bild::N,beeld,图画
378,Figur::N,figuur,人像
379,Puppe::N,pop,娃娃
380,Beutel::N,zak,袋子
381,Beutel::N,buidel,袋子
382,Bündel::N,pak,捆
383,Bündel::N,bundel,捆
384,Tasche::N,tas,手提包
385,Eimer::N,emmer,桶
386,Deckel::N,deksel,盖子
387,Geschirr::N,vaatwerk,餐具
388,Sack::N,zak,袋子
389,Tasse::N,kop,杯子
390,Topf::N,pan,锅
391,Kessel::N,ketel,水壶
392,Essen::N,eten,进餐
393,Nahrung::N,voedsel,食物
394,Speise::N,spijs,菜肴
395,Fleisch::N,vlees,肉
396,Getreide::N,graan,谷物
397,Brei::N,pap,粥
398,Brei::N,brij,粥
399,Brot::N,brood,面包
400,Scheibe::N,plak,片
401,Scheibe::N,snede,片
402,Fett::N,vet,脂肪
403,Butter::N,boter,黄油
404,Öl::N,olie,油
405,Salz::N,zout,盐
406,Suppe::N,soep,汤
407,Honig::N,honing,蜂蜜
408,Milch::N,melk,奶
409,Tee::N,thee,茶
410,Leder::N,leer,皮革
411,Leder::N,leder,皮革
412,Wolle::N,wol,毛线
413,Stoff::N,stof,织物
414,Nadel::N,naald,针
415,Faden::N,draad,线
416,Knopf::N,knoop,纽扣
417,Knoten::N,knoop,结
418,Farbe::N,verf,颜色
419,Kleidung::N,kledij,衣服
420,Kleidung::N,kleding,衣服
421,Hemd::N,hemd,衬衫
422,Kragen::N,kraag,领子
423,Ärmel::N,mouw,袖子
424,Hose::N,broek,裤子
425,Hose::N,pantalon,裤子
426,Gürtel::N,riem,腰带
427,Gürtel::N,gordel,腰带
428,Mütze::N,muts,帽子
429,Schuh::N,schoen,鞋
430,Stiefel::N,laars,靴子
431,Ring::N,ring,戒指
432,Band::N,lint,带子
433,Kamm::N,kam,梳子
434,Spiegel::N,spiegel,镜子
435,Riemen::N,riem,皮带
436,Schnur::N,koord,绳子
437,Leine::N,lijn,皮带
438,Decke::N,deken,被子
439,Kissen::N,kussen,软垫
440,Tuch::N,doek,巾
441,Handtuch::N,handdoek,手巾
442,Kraft::N,kracht,力
443,Stärke::N,sterkte,力量
444,Gesundheit::N,gezondheid,健康
445,Krankheit::N,ziekte,病
446,Schmerz::N,pijn,痛
447,Wunde::N,wond,伤口
448,Fieber::N,koorts,发烧
449,Arznei::N,medicament,药
450,Arznei::N,geneesmiddel,药
451,Brücke::N,brug,桥
452,Brunnen::N,put,井
453,Brunnen::N,bron,井
454,Weide::N,wei,牧场
455,Weide::N,weide,牧场
456,Pfad::N,pad,小路
457,Weg::N,weg,路
458,Straße::N,baan,街
459,Straße::N,straat,街
460,Dorf::N,dorp,村庄
461,Stadt::N,stad,城市
462,Brief::N,brief,信
463,Buch::N,boek,书
464,Buchstabe::N,letter,字母
465,Zeitung::N,krant,报纸
466,Zeitung::N,dagblad,报纸
467,Leben::N,leven,生命
468,Tod::N,dood,死亡
469,Grab::N,graf,坟墓
470,Kirche::N,kerk,教堂
471,Sünde::N,zonde,罪
472,Gott::N,god,上帝
473,Arbeiter::N,arbeider,工人
474,Chef::N,chef,上司
475,Meister::N,meester,师傅
476,Arzt::N,arts,医生
477,Arzt::N,dokter,医生
478,Lehrer::N,leraar,教师
479,Lehrer::N,onderwijzer,教师
480,Geld::N,geld,钱
481,Geschäft::N,zaak,交易
482,Laden::N,winkel,商店
483,Preis::N,prijs,价格
484,Ware::N,waar,商品
485,Nutzen::N,nut,好处
486,Nutzen::N,voordeel,好处
487,Reichtum::N,rijkdom,财富
488,Welt::N,wereld,世界
489,Land::N,land,国家
490,Staat::N,staat,国家
491,König::N,koning,国王
492,Macht::N,macht,权力
493,Grenze::N,grens,边界
494,Krieg::N,oorlog,战争
495,Feind::N,vijand,敌人
496,Gewalt::N,geweld,暴力
497,Kampf::N,strijd,战斗
498,Kampf::N,gevecht,战斗
499,Bogen[Waffe]::N,boog,弓
500,Pfeil::N,pijl,箭
501,Gewehr::N,geweer,枪
502,Fehler::N,fout,错误
503,Lüge::N,leugen,谎话
504,Schaden::N,schade,损失
505,Unglück::N,tegenspoed,不幸
506,Schuld::N,schuld,过错
507,Alter::N,leeftijd,年龄
508,Schluss::N,slot,结束
509,Zeit::N,tijd,时间
510,Tag::N,dag,天
511,Morgen::N,morgen,早晨
512,Morgen::N,ochtend,早晨
513,Mittag::N,middag,中午
514,Abend::N,avond,晚上
515,Nacht::N,nacht,夜
516,Woche::N,week,星期
517,Monat::N,maand,月
518,Jahr::N,jaar,年
519,Frühling::N,lente,春天
520,Frühling::N,voorjaar,春天
521,Sommer::N,zomer,夏天
522,Herbst::N,herfst,秋天
523,Winter::N,winter,冬天
524,Januar::N,januari,一月
525,Februar::N,februari,二月
526,März::N,maart,三月
527,April::N,april,四月
528,Mai::N,mei,五月
529,Juni::N,juni,六月
530,Juli::N,juli,七月
531,August::N,augustus,八月
532,September::N,september,九月
533,Oktober::N,oktober,十月
534,November::N,november,十一月
535,Dezember::N,december,十二月
536,Montag::N,maandag,星期一
537,Dienstag::N,dinsdag,星期二
538,Mittwoch::N,woensdag,星期三
539,Donnerstag::N,donderdag,星期四
540,Freitag::N,vrijdag,星期五
541,Samstag::N,zaterdag,星期六
542,Sonntag::N,zondag,星期日
543,groß::A,groot,大
544,klein::A,klein,小
545,lang::A,lang,长
546,kurz::A,kort,短
547,breit::A,breed,宽
548,schmal::A,smal,细长的
549,dicht::A,dicht,密
550,dick[Gegenstand]::A,dik,厚
551,dünn::A,dun,薄
552,fein::A,fijn,细小
553,fest::A,vast,固体
554,flach::A,plat,平坦
555,glatt::A,glad,光滑
556,hart::A,hard,硬
557,weich::A,week,软
558,rund::A,rond,圆
559,spitz::A,spits,尖
560,spitz::A,puntig,尖
561,scharf::A,scherp,锋利
562,stumpf::A,stomp,钝
563,schwer::A,zwaar,重
564,schön::A,mooi,美丽
565,schön::A,fraai,美丽
566,heiß::A,heet,烫
567,warm::A,warm,暖和
568,kalt::A,koud,冷
569,kühl::A,koel,凉
570,frisch::A,fris,新鲜
571,feucht::A,vochtig,潮湿
572,nass::A,nat,湿
573,trocken::A,droog,干
574,voll::A,vol,满
575,leer::A,leeg,空
576,offen::A,open,敞开
577,geschlossen::A,gesloten,关闭
578,sauber::A,net,干净
579,sauber::A,schoon,干净
580,schmutzig::A,vuil,肮脏
581,roh::A,rauw,生
582,reif::A,rijp,成熟
583,lecker::A,lekker,好吃
584,süß::A,zoet,甜
585,bitter::A,bitter,苦
586,sauer::A,zuur,酸
587,hell::A,licht,亮
588,hell::A,helder,亮
589,dunkel::A,donker,阴暗
590,schwarz::A,zwart,黑
591,weiß::A,wit,白
592,rot::A,rood,红
593,gelb::A,geel,黄
594,blau::A,blauw,蓝
595,grün::A,groen,绿
596,grau::A,grijs,灰色
597,bunt::A,bont,五彩
598,billig::A,goedkoop,便宜
599,teuer::A,duur,贵
600,wertvoll::A,kostbaar,贵重
601,wertvoll::A,waardevol,贵重
602,blind::A,blind,瞎
603,taub::A,doof,聋
604,kräftig::A,krachtig,强壮
605,stark::A,sterk,强壮
606,schwach::A,zwak,弱
607,fett::A,vet,胖
608,schlank::A,slank,苗条
609,hübsch::A,leuk,漂亮
610,böse::A,kwaad,邪恶
611,dumm::A,dom,笨
612,faul::A,lui,懒惰
613,fleißig::A,vlijtig,勤奋
614,geizig::A,gierig,吝啬
615,klug::A,slim,聪明
616,klug::A,schrander,聪明
617,klug::A,verstandig,聪明
618,geschickt::A,handig,灵巧
619,geschickt::A,vaardig,灵巧
620,lieb::A,lief,可爱
621,lustig::A,vrolijk,快乐
622,sanft::A,zacht,柔和
623,hungrig::A,hongerig,饥饿
624,krank::A,ziek,患病
625,nackt::A,naakt,裸体
626,traurig::A,treurig,悲哀
627,traurig::A,bedroefd,悲哀
628,lebendig::A,levend,活
629,gut::A,goed,好
630,schlecht::A,slecht,坏
631,richtig::A,juist,正确
632,schlimm::A,erg,糟糕
633,schlimm::A,kwaad,糟糕
634,wahr::A,waar,真
635,alt::A,oud,旧
636,neu::A,nieuw,新
637,ehemalig::A,voormalig,以前
638,alt[Lebewesen]::A,oud,老
639,jung::A,jong,年轻
640,arm::A,arm,贫穷
641,reich::A,rijk,富裕
642,bekannt::A,bekend,出名
643,berühmt::A,beroemd,著名
644,fremd::A,vreemd,陌生
645,verschieden::A,verscheiden,不同
646,verschieden::A,verschillend,不同
647,nah::A,nabij,近
648,nah::A,nabijgelegen,近
649,fern::A,ver,遥远
650,linker::A,linker,左
651,rechter::A,rechter,右
652,anderer::A,andere,别的
653,erster::A,eerste,第一
654,zweiter::A,tweede,第二
655,dritter::A,derde,第三
656,letzter::A,laatste,最后
657,allein::ADV,alleen,单独
658,auf einmal::ADV,ineens,同时
659,auf einmal::ADV,tegelijk,同时
660,zusammen::ADV,samen,一起
661,zusammen::ADV,bijeen,一起
662,lange::ADV,lang,许久
663,plötzlich::ADV,eensklaps,忽然
664,plötzlich::ADV,plotsklaps,忽然
665,sofort::ADV,terstond,立刻
666,sofort::ADV,aanstonds,立刻
667,sofort::ADV,onmiddelijk,立刻
668,später::ADV,later,以后
669,jetzt::ADV,nu,现在
670,jetzt::ADV,nou,现在
671,jetzt::ADV,thans,现在
672,heute::ADV,heden,今天
673,heute::ADV,vandaag,今天
674,morgen::ADV,morgen,明天
675,bald::ADV,gauw,即将
676,bald::ADV,weldra,即将
677,dann::ADV,dan,然后
678,dann::ADV,toen,然后
679,gestern::ADV,gisteren,昨天
680,einst::ADV,eens,曾经
681,damals::ADV,toen,当时
682,damals::ADV,destijds,当时
683,danach::ADV,daarna,随后
684,vorher::ADV,vooraf,事先
685,vorher::ADV,van tevoren,事先
686,zuerst::ADV,eerst,首先
687,zuerst::ADV,het eerst,首先
688,einmal::ADV,eens,一次
689,einmal::ADV,eenmaal,一次
690,manchmal::ADV,soms,有时
691,oft::ADV,vaak,时常
692,oft::ADV,dikwijls,时常
693,immer::ADV,altijd,总是
694,niemals::ADV,nooit,从未
695,hier::ADV,hier,这里
696,hierhin::ADV,hierheen,到这里
697,von hier::ADV,van hier,由此
698,von hier::ADV,hiervandaan,由此
699,dort::ADV,daar,那里
700,dort::ADV,ginds,那里
701,dorthin::ADV,daarheen,到那里
702,geradeaus::ADV,rechtuit,一直往前
703,geradeaus::ADV,rechtdoor,一直往前
704,vorwärts::ADV,vooruit,向前
705,vorwärts::ADV,voorwaarts,向前
706,rückwärts::ADV,achteruit,向后
707,rückwärts::ADV,achterwaarts,向后
708,zurück::ADV,terug,退后
709,unten::ADV,beneden,下面
710,unten::ADV,onderaan,下面
711,hinab::ADV,omlaag,向下
712,hinab::ADV,naar beneden,向下
713,oben::ADV,boven,上面
714,hinauf::ADV,omhoog,向上
715,hinauf::ADV,naar boven,向上
716,überall::ADV,alom,到处
717,überall::ADV,overal,到处
718,nicht::ADV,niet,不
719,ein wenig::ADV,wat,一点儿
720,kaum::ADV,amper,几乎不
721,kaum::ADV,nauwelijks,几乎不
722,sehr::ADV,erg,很
723,sehr::ADV,zeer,很
724,so::ADV,zo,如此
725,noch::ADV,nog,还
726,nur::ADV,maar,只
727,nur::ADV,alleen,只
728,schon::ADV,al,已经
729,schon::ADV,reeds,已经
730,wieder::ADV,weer,又
731,wieder::ADV,terug,又
732,vergebens::ADV,vergeefs,
733,vergebens::ADV,tevergeefs,
734,vor::PRP,voor,在...面前
735,hinter::PRP,achter,在...背后
736,unter::PRP,onder,在...下面
737,unter::PRP,beneden,在...下面
738,durch::PRP,door,穿过
739,neben::PRP,naast,在...旁
740,zwischen::PRP,tussen,在...之间
741,wegen::PRP,wegens,由于
742,wegen::PRP,vanwege,由于
743,dies::PRN,dit,这
744,das::PRN,dat,那
745,alles::PRN,alles,一切
746,ich::PRN,ik,我
747,du::PRN,je,你
748,du::PRN,jij,你
749,er::PRN,hij,他
750,wir::PRN,we,我们
751,wir::PRN,wij,我们
752,ihr::PRN,jullie,你们
753,sie::PRN,ze,她
754,sie::PRN,zij,她
755,was::FPRN,wat,什么
756,wer::FPRN,wie,谁
757,wo::FADV,waar,哪里
758,wohin::FADV,waarheen,去哪里
759,wie::FADV,hoe,怎么
760,warum::FADV,waarom,为什么
761,wieviel::FNUM,hoeveel,多少
762,eins::NUM,één,一
763,zwei::NUM,twee,二
764,drei::NUM,drie,三
765,vier::NUM,vier,四
766,fünf::NUM,vijf,五
767,sechs::NUM,zes,六
768,sieben::NUM,zeven,七
769,acht::NUM,acht,八
770,neun::NUM,negen,九
771,zehn::NUM,tien,十
772,elf::NUM,elf,十一
773,zwölf::NUM,twaalf,十二
774,zwanzig::NUM,twintig,二十
775,dreißig::NUM,dertig,三十
776,vierzig::NUM,veertig,四十
777,fünfzig::NUM,vijftig,五十
778,sechzig::NUM,zestig,六十
779,siebzig::NUM,zeventig,七十
780,achtzig::NUM,tachtig,八十
781,neunzig::NUM,negentig,九十
782,hundert::NUM,honderd,百
783,tausend::NUM,duizend,千
784,und::CNJ,en,和
785,oder::CNJ,of,或者
786,stehen::V,staan,站
787,sitzen::V,zitten,坐
788,liegen::V,liggen,躺着
789,hängen::V,hangen,挂着
790,werden::V,worden,成为
791,passieren::V,gebeuren,发生
792,beginnen::V,beginnen,开始
793,enden::V,eindigen,终止
794,wechseln::V,wijzigen,变迁
795,wechseln::V,veranderen,变迁
796,aufgehen[Sonne]::V,opgaan,升起
797,untergehen[Sonne]::V,ondergaan,下落
798,scheinen[Sonne]::V,schijnen,照射
799,donnern::V,donderen,打雷
800,wehen::V,waaien,飘扬
801,strömen::V,stromen,流
802,fließen::V,vloeien,流动
803,sich drehen::V,draaien,转动
804,sich drehen::V,zich draaien,转动
805,schwanken::V,wankelen,摇摆
806,schwingen::V,zwieren,摇
807,fallen::V,vallen,坠落
808,brennen::V,branden,燃烧
809,rauchen::V,roken,冒烟
810,regnen::V,regenen,下雨
811,gefrieren::V,bevriezen,结冰
812,tauen::V,dooien,融化
813,schmelzen::V,smelten,溶化
814,trocknen::V,drogen,变干
815,sieden::V,koken,煮
816,sieden::V,zieden,煮
817,faulen::V,rotten,腐烂
818,verfaulen::V,verrotten,腐烂
819,reißen::V,scheuren,撕
820,versinken::V,verzinken,下沉
821,vergehen::V,vergaan,流逝
822,erscheinen::V,opdagen,出现
823,erscheinen::V,verschijnen,出现
824,verschwinden::V,verdwijnen,消失
825,sinken::V,zinken,下降
826,abnehmen::V,afnemen,减少
827,abnehmen::V,verminderen,减少
828,zunehmen::V,toenemen,增加
829,steigen::V,stijgen,上升
830,steigen::V,omhooggaan,上升
831,wachsen::V,groeien,生长
832,glänzen::V,glanzen,发光
833,glänzen::V,schitteren,发光
834,funkeln::V,fonkelen,闪烁
835,lärmen::V,lawaai maken,吵闹
836,läuten::V,luiden,响
837,klingeln::V,bellen,按铃
838,klirren::V,rinkelen,
839,brausen::V,bruisen,疾驶
840,rauschen::V,ruisen,
841,klingen::V,klinken,听起来
842,bellen::V,blaffen,吠
843,heulen::V,huilen,嗥
844,blasen::V,blazen,吹
845,pfeifen::V,fluiten,吹口哨
846,schreien::V,gillen,叫喊
847,schreien::V,schreeuwen,叫喊
848,stöhnen::V,steunen,呻吟
849,zittern::V,beven,颤抖
850,zittern::V,sidderen,颤抖
851,leben::V,leven,生存
852,geboren werden::V,geboren worden,出生
853,atmen::V,ademen,呼吸
854,trinken::V,drinken,喝
855,essen::V,eten,吃
856,schlucken::V,slikken,咽
857,müde werden::V,moe worden,疲倦
858,einschlafen::V,inslapen,入睡
859,schlafen::V,slapen,睡觉
860,aufwachen::V,ontwaken,睡醒
861,aufwachen::V,wakker worden,睡醒
862,aufstehen::V,opstaan,起床
863,sich erholen::V,zich ontspannen,休养
