,Concept_ID,bg,no
194,Eule::N,сова,ugle
195,Kranich::N,жерав,trane
196,Krähe::N,врана,kråke
197,Kuckuck::N,кукувица,gjøk
198,Schwan::N,лебед,svane
199,Fisch::N,риба,fisk
200,Barsch::N,костур,abbor
201,Hecht::N,щука,gjedde
202,Schlange[Tier]::N,змия,orm
203,Schlange[Tier]::N,змия,slange
204,Wurm::N,червей,orm
205,Wurm::N,червей,mark
206,Spinne::N,паяк,edderkopp
207,Ameise::N,мравка,maur
208,Laus::N,въшка,lus
209,Mücke::N,комар,mygg
210,Fliege::N,муха,flue
211,Schmetterling::N,пеперуда,sommerfugl
212,Beere::N,плод,bær
213,Apfel::N,ябълка,eple
214,Pilz::N,гъба,sopp
215,Zwiebel::N,лук,løk
216,Zwiebel::N,кромид,løk
217,Saat::N,семе,sæd
218,Korn::N,зърно,korn
219,Heu::N,сено,høy
220,Schale::N,кора,skall
221,Grube::N,яма,grop
222,Grube::N,дупка,grop
223,Falle::N,примка,felle
224,Schlinge::N,клуп,snare
225,Spur::N,диря,spor
226,Spur::N,следа,spor
227,Asche::N,пепел,aske
228,Dreck::N,кал,møkk
229,Dreck::N,кал,skitt
230,Eisen::N,желязо,jern
231,Gold::N,злато,gull
232,Silber::N,сребро,sølv
233,Kohle::N,въглища,kol
234,Kohle::N,въглища,kull
235,Glas::N,стъкло,glass
236,Lehm::N,глина,leire
237,Sand::N,пясък,sand
238,Mensch::N,човек,menneske
239,Mann::N,мъж,mann
240,Frau::N,жена,kvinne
241,Kind::N,дете,barn
242,Junge::N,момче,gutt
243,Mädchen::N,момиче,pike
244,Mädchen::N,момиче,jente
245,Familie::N,фамилия,familie
246,Familie::N,семейство,familie
247,Großvater::N,дядо,bestefar
248,Großmutter::N,баба,bestemor
249,Eltern::N,родители,foreldre
250,Vater::N,баща,far
251,Mutter::N,майка,mor
252,Sohn::N,син,sønn
253,Tochter::N,дъщеря,datter
254,Bruder::N,брат,bror
255,Schwester::N,сестра,søster
256,Onkel::N,чичо,onkel
257,Onkel::N,вуйчо,onkel
258,Tante::N,леля,tante
259,Ehemann::N,съпруг,ektemann
260,Ehefrau::N,съпруга,hustru
261,Freude::N,радост,glede
262,Gelächter::N,смях,latter
263,Glück::N,щастие,lykke
264,Kummer::N,тъга,sorg
265,Wunsch::N,желание,ønske
266,Lust::N,желание,lyst
267,Geist::N,дух,ånd
268,Gedanke::N,мисъл,tanke
269,Gedächtnis::N,памет,minne
270,Gedächtnis::N,памет,hukommelse
271,Verstand::N,ум,forstand
272,Verstand::N,разум,forstand
273,Sinn::N,смисъл,mening
274,Sinn::N,смисъл,betydning
275,Grund::N,причина,grunn
276,Wahrheit::N,правда,sannhet
277,Gespräch::N,разговор,samtale
278,Märchen::N,приказка,eventyr
279,Erzählung::N,разказ,fortelling
280,Nachricht::N,вест,melding
281,Nachricht::N,известие,melding
282,Neuigkeit::N,новина,nyhet
283,Name::N,име,navn
284,Rätsel::N,гатанка,gåte
285,Rede::N,реч,tale
286,Rede::N,слово,tale
287,Sprache::N,език,språk
288,Stimme::N,глас,stemme
289,Wort::N,дума,ord
290,Zeichen::N,знак,tegn
291,Ruf::N,зов,rop
292,Lärm::N,шум,bråk
293,Lärm::N,глъчка,bråk
294,Laut::N,звук,lyd
295,Ton::N,тон,tone
296,Lied::N,песен,vise
297,Ruhe::N,тишина,ro
298,Ruhe::N,спокойствие,ro
299,Leute::N,хора,folk
300,Volk::N,народ,folk
301,Arbeit::N,труд,arbeid
302,Arbeit::N,работа,arbeid
303,Gast::N,гост,gjest
304,Geschenk::N,дар,gave
305,Geschenk::N,подарък,gave
306,Spiel::N,игра,lek
307,Spiel::N,игра,spill
308,Gesellschaft::N,общество,selskap
309,Hilfe::N,помощ,hjelp
310,Freund::N,приятел,venn
311,Kamerad::N,другар,kamerat
312,Angelegenheit::N,работа,sak
313,Angelegenheit::N,работа,anliggende
314,Anzahl::N,брой,antall
315,Anzahl::N,количество,antall
316,Art::N,вид,art
317,Art::N,вид,slag
318,Stück::N,къс,stykke
319,Stück::N,парче,stykke
320,Teil::N,дял,del
321,Teil::N,част,del
322,Hälfte::N,половина,halvdel
323,Kreis::N,кръг,ring
324,Kreis::N,кръг,sirkel
325,Kreuz::N,кръст,kors
326,Kreuz::N,кръст,kryss
327,Linie::N,черта,linje
328,Strich::N,щрих,strek
329,Strich::N,черта,strek
330,Abstand::N,дистанция,avstand
331,Abstand::N,разстояние,avstand
332,Entfernung::N,разстояние,avstand
333,Gegend::N,местност,strøk
334,Platz::N,място,plass
335,Ort::N,място,sted
336,Seite::N,страна,side
337,Mitte::N,среда,midte
338,Gegenstand::N,предмет,gjenstand
339,Sache::N,вещ,sak
340,Rand::N,ръб,rand
341,Kante::N,ръб,kant
342,Kante::N,кант,kant
343,Ecke::N,ъгъл,hjørne
344,Spitze::N,връх,spiss
345,Spitze::N,острие,spiss
346,Ende::N,край,ende
347,Loch::N,дупка,hull
348,Winkel::N,кът,vinkel
349,Winkel::N,ъгъл,vinkel
350,Muster::N,десен,mønster
351,Muster::N,образец,mønster
352,Größe::N,големина,størrelse
353,Länge::N,дължина,lengde
354,Höhe::N,висота,høyde
355,Höhe::N,височина,høyde
356,Gewicht::N,тегло,vekt
357,Gewicht::N,тежест,vekt
358,Menge::N,количество,mengde
359,Haufen::N,куп,haug
360,Haufen::N,куп,bunke
361,Haufen::N,грамада,haug
362,Haufen::N,грамада,bunke
363,Reihe::N,ред,rekke
364,Reihe::N,редица,rekke
365,Boot::N,лодка,båt
366,Ruder::N,весло,åre
367,Ruder::N,гребло,åre
368,Schlitten::N,шейна,slede
369,Schlitten::N,шейна,kjelke
370,Ski::N,ски,ski
371,Lagerfeuer::N,огнище,leirbål
372,Last::N,товар,bør
373,Last::N,товар,last
374,Gang::N,ход,gang
375,Gang::N,вървеж,gang
376,Schritt::N,стъпка,steg
377,Schritt::N,стъпка,skritt
378,Norden::N,север,nord
379,Süden::N,юг,sør
380,Westen::N,запад,vest
381,Osten::N,изток,øst
382,Holz::N,дърво,tre
383,Brett::N,дъска,fjøl
384,Brett::N,дъска,brett
385,Stange::N,прът,stang
386,Stange::N,върлина,stang
387,Stock::N,прът,pinne
388,Stock::N,тояга,pinne
389,Stab::N,прът,stav
390,Stab::N,прът,kjepp
391,Rohr::N,цев,rør
392,Rohr::N,тръба,rør
393,Haus::N,къща,hus
394,Heim::N,дом,hjem
395,Ofen::N,печка,ovn
396,Fußboden::N,под,gulv
397,Tisch::N,маса,bord
398,Stuhl::N,стол,stol
399,Wiege::N,люлка,vogge
400,Bett::N,легло,seng
401,Bett::N,креват,seng
402,Regal::N,рафт,reol
403,Regal::N,рафт,hylle
404,Regal::N,етажерка,reol
405,Regal::N,етажерка,hylle
406,Kiste::N,кутия,kasse
407,Kiste::N,сандък,kasse
408,Fenster::N,прозорец,vindu
409,Tür::N,врата,dør
410,Tor::N,врата,port
411,Zaun::N,ограда,gjerde
412,Dach::N,покрив,tak
413,Leiter::N,стълба,stige
414,Besen::N,метла,kost
415,Spaten::N,лопата,spade
416,Schaufel::N,лопата,skuffe
417,Gabel::N,вилица,gaffel
418,Löffel::N,лъжица,skje
419,Messer::N,нож,kniv
420,Nagel::N,гвоздей,spiker
421,Netz::N,мрежа,nett
422,Haken::N,кука,krok
423,Haken::N,закачалка,krok
424,Griff::N,ръчка,tak
425,Griff::N,ръчка,håndtak
426,Griff::N,дръжка,tak
427,Griff::N,дръжка,håndtak
428,Schloss::N,брава,lås
429,Schloss::N,ключалка,lås
430,Bild::N,картина,bilde
431,Figur::N,фигура,figur
432,Puppe::N,кукла,dukke
433,Beutel::N,кесия,pose
434,Bündel::N,връзка,bylt
435,Tasche::N,чанта,veske
436,Eimer::N,кофа,bøtte
437,Deckel::N,капак,lokk
438,Deckel::N,похлупак,lokk
439,Geschirr::N,съдове,kjøkkentøy
440,Sack::N,чувал,sekk
441,Tasse::N,чаша,kopp
442,Topf::N,гърне,gryte
443,Topf::N,тенджера,gryte
444,Kessel::N,котел,kjele
445,Essen::N,ядене,mål
446,Nahrung::N,храна,mat
447,Nahrung::N,храна,næring
448,Speise::N,ястие,matrett
449,Fleisch::N,месо,kjøtt
450,Getreide::N,зърнено храни,korn
451,Brei::N,каша,grøt
452,Brot::N,хляб,brød
453,Scheibe::N,резен,skive
454,Fett::N,мазнина,fett
455,Butter::N,масло,smør
456,Öl::N,олио,olje
457,Öl::N,оливия,olje
458,Salz::N,сол,salt
459,Suppe::N,супа,suppe
460,Honig::N,мед,honning
461,Milch::N,мляко,melk
462,Tee::N,чай,te
463,Leder::N,кожа,lær
464,Leder::N,кожа,skinn
465,Wolle::N,вълна,ull
466,Stoff::N,плат,tøy
467,Stoff::N,плат,stoff
468,Stoff::N,материал,tøy
469,Stoff::N,материал,stoff
470,Nadel::N,игла,nål
471,Faden::N,конец,tråd
472,Knopf::N,копче,knapp
473,Knoten::N,възел,knute
474,Farbe::N,боя,farge
475,Kleidung::N,дрехи,påkledning
476,Kleidung::N,облекло,påkledning
477,Hemd::N,риза,skjorte
478,Kragen::N,яка,krage
479,Ärmel::N,ръкав,erme
480,Hose::N,панталони,bukse
481,Gürtel::N,пояс,belte
482,Gürtel::N,колан,belte
483,Mütze::N,каскет,lue
484,Mütze::N,фуражка,lue
485,Schuh::N,обувка,sko
486,Stiefel::N,ботуш,støvel
487,Ring::N,пръстен,ring
488,Band::N,лента,band
489,Band::N,връзка,band
490,Kamm::N,гребен,kam
491,Spiegel::N,огледало,speil
492,Riemen::N,каиш,rem
493,Riemen::N,ремък,rem
494,Schnur::N,връв,snor
495,Leine::N,връв,line
496,Leine::N,въже,line
497,Decke::N,покривка,teppe
498,Kissen::N,възглавница,pute
499,Tuch::N,сукно,tøy
500,Handtuch::N,пешкир,håndkle
501,Handtuch::N,кърпа за лице,håndkle
502,Kraft::N,мощ,kraft
503,Kraft::N,сила,kraft
504,Stärke::N,сила,styrke
505,Gesundheit::N,здраве,helse
506,Gesundheit::N,здраве,sunnhet
507,Krankheit::N,болест,syke
508,Krankheit::N,болест,sykdom
509,Schmerz::N,болка,smerte
510,Wunde::N,рана,sår
511,Fieber::N,треска,feber
512,Fieber::N,температура,feber
513,Arznei::N,лек,medisin
514,Arznei::N,лек,legemiddel
515,Arznei::N,лекарство,medisin
516,Arznei::N,лекарство,legemiddel
517,Brücke::N,мост,bro
518,Brunnen::N,чешма,brønn
519,Brunnen::N,кладенец,brønn
520,Weide::N,паша,beite
521,Weide::N,пасище,beite
522,Pfad::N,пътека,sti
523,Weg::N,път,vei
524,Straße::N,шосе,gate
525,Dorf::N,село,landsby
526,Stadt::N,град,by
527,Brief::N,писмо,brev
528,Buch::N,книга,bok
529,Buchstabe::N,буква,bokstav
530,Zeitung::N,вестник,avis
531,Leben::N,живот,liv
532,Tod::N,смърт,død
533,Grab::N,гроб,grav
534,Kirche::N,църква,kirke
535,Sünde::N,грях,synd
536,Gott::N,бог,gud
537,Arbeiter::N,работник,arbeider
538,Chef::N,шеф,sjef
539,Chef::N,началник,sjef
540,Meister::N,майстор,mester
541,Arzt::N,лекар,lege
542,Lehrer::N,учител,lærer
543,Geld::N,пари,penger
544,Geschäft::N,сделка,forretning
545,Laden::N,дюкян,butikk
546,Laden::N,магазин,butikk
547,Preis::N,цена,pris
548,Ware::N,стока,vare
549,Nutzen::N,полза,nytte
550,Nutzen::N,облага,nytte
551,Reichtum::N,богатство,rikdom
552,Welt::N,свят,verden
553,Land::N,страна,land
554,Staat::N,щат,stat
555,Staat::N,държава,stat
556,König::N,крал,konge
557,Macht::N,мощ,makt
558,Macht::N,власт,makt
559,Grenze::N,граница,grense
560,Krieg::N,война,krig
561,Feind::N,враг,fiende
562,Feind::N,неприятел,fiende
563,Gewalt::N,сила,vold
564,Gewalt::N,насилие,vold
565,Kampf::N,борба,kamp
566,Kampf::N,сражение,kamp
567,Bogen[Waffe]::N,лък,bue
568,Pfeil::N,стрела,pil
569,Gewehr::N,пушка,gevær
570,Fehler::N,грешка,feil
571,Lüge::N,лъжа,løgn
572,Schaden::N,повреда,skade
573,Unglück::N,нещастие,uhell
574,Schuld::N,вина,skyld
575,Alter::N,възраст,alder
576,Schluss::N,край,slutt
577,Zeit::N,време,tid
578,Tag::N,ден,dag
579,Morgen::N,утро,morgen
580,Morgen::N,сутрин,morgen
581,Mittag::N,обед,middag
582,Mittag::N,пладне,middag
583,Abend::N,вечер,aften
584,Nacht::N,нощ,natt
585,Woche::N,седмица,uke
586,Monat::N,месец,måned
587,Jahr::N,година,år
588,Frühling::N,пролет,vår
589,Sommer::N,лято,sommer
590,Herbst::N,есен,høst
591,Winter::N,зима,vinter
592,Januar::N,януари,januar
593,Februar::N,февруари,februar
594,März::N,март,mars
595,April::N,април,april
596,Mai::N,май,mai
597,Juni::N,юни,juni
598,Juli::N,юли,juli
599,August::N,август,august
600,September::N,септември,september
601,Oktober::N,октомври,oktober
602,November::N,ноември,november
603,Dezember::N,декември,desember
604,Montag::N,понеделник,mandag
605,Dienstag::N,вторник,tirsdag
606,Mittwoch::N,сряда,onsdag
607,Donnerstag::N,четвъртък,torsdag
608,Freitag::N,петък,fredag
609,Samstag::N,събота,lørdag
610,Sonntag::N,неделя,søndag
611,groß::A,едър,stor
612,groß::A,голям,stor
613,klein::A,малък,liten
614,klein::A,дребен,liten
615,lang::A,дълъг,lang
616,kurz::A,къс,kort
617,breit::A,широк,bred
618,schmal::A,тесен,smal
619,dicht::A,гъст,tett
620,dick[Gegenstand]::A,дебел,tykk
621,dünn::A,тънък,tynn
622,fein::A,фин,fin
623,fein::A,тънък,fin
624,fest::A,твърд,fast
625,fest::A,плътен,fast
626,flach::A,равен,flat
627,flach::A,плосък,flat
628,glatt::A,гладък,glatt
629,hart::A,твърд,hard
630,hart::A,корав,hard
631,weich::A,мек,myk
632,weich::A,мек,bløt
633,rund::A,кръгъл,rund
634,spitz::A,островръх,spiss
635,scharf::A,остър,kvass
636,stumpf::A,тъп,stubb
637,schwer::A,тежък,tung
638,schön::A,хубав,pen
639,schön::A,хубав,vakker
640,schön::A,красив,pen
641,schön::A,красив,vakker
642,heiß::A,жарък,het
643,warm::A,топъл,varm
644,kalt::A,студен,kald
645,kühl::A,хладен,kjølig
646,frisch::A,свеж,fersk
647,feucht::A,влажен,fuktig
648,nass::A,мокър,våt
649,trocken::A,сух,tørr
650,voll::A,пълен,full
651,leer::A,празен,tom
652,offen::A,откровен,åpen
653,geschlossen::A,закрит,lukket
654,geschlossen::A,затворен,lukket
655,sauber::A,чист,ren
656,schmutzig::A,мръсен,skitten
657,roh::A,суров,rå
658,reif::A,зрял,moden
659,lecker::A,вкусен,lekker
660,süß::A,сладък,søt
661,bitter::A,горчив,besk
662,bitter::A,горчив,bitter
663,sauer::A,кисел,sur
664,hell::A,ясен,lys
665,hell::A,светъл,lys
666,dunkel::A,тъмен,mørk
667,schwarz::A,черен,svart
668,weiß::A,бял,hvit
669,rot::A,червен,rød
670,gelb::A,жълт,gul
671,blau::A,син,blå
672,grün::A,зелен,grønn
673,grau::A,сив,grå
674,bunt::A,шарен,broket
675,bunt::A,пъстър,broket
676,billig::A,евтин,billig
677,teuer::A,скъп,dyr
678,wertvoll::A,ценен,verdifull
679,blind::A,сляп,blind
680,taub::A,глух,døv
681,kräftig::A,силен,kraftig
682,stark::A,здрав,sterk
683,stark::A,силен,sterk
684,schwach::A,слаб,svak
685,fett::A,тлъст,fet
686,schlank::A,тънък,slank
687,schlank::A,строен,slank
688,hübsch::A,хубав,pen
689,böse::A,зъл,slem
690,dumm::A,глупав,dum
691,faul::A,ленив,lat
692,faul::A,ленив,doven
693,faul::A,мързелив,lat
694,faul::A,мързелив,doven
695,fleißig::A,прилежен,flittig
696,geizig::A,скъпернически,gjerrig
697,klug::A,умен,klok
698,klug::A,разумен,klok
699,geschickt::A,умел,hendig
700,geschickt::A,умел,skikket
701,geschickt::A,сръчен,hendig
702,geschickt::A,сръчен,skikket
703,lieb::A,мил,kjær
704,lieb::A,мил,snill
705,lieb::A,драг,kjær
706,lieb::A,драг,snill
707,lustig::A,весел,morsom
708,sanft::A,нежен,blid
709,sanft::A,кротък,blid
710,hungrig::A,гладен,sulten
711,krank::A,болен,syk
712,nackt::A,гол,naken
713,traurig::A,тъжен,sørgmodig
714,traurig::A,печален,sørgmodig
715,lebendig::A,жив,levende
716,gut::A,добър,god
717,schlecht::A,лош,dårlig
718,richtig::A,правилен,riktig
719,schlimm::A,лош,slem
720,wahr::A,верен,sann
721,wahr::A,истински,sann
722,alt::A,стар,gammel
723,alt::A,древен,gammel
724,neu::A,нов,ny
725,ehemalig::A,бивш,forhenværende
726,alt[Lebewesen]::A,стар,gammel
727,jung::A,млад,ung
728,arm::A,беден,fattig
729,reich::A,богат,rik
730,bekannt::A,познат,kjent
731,bekannt::A,известен,kjent
732,berühmt::A,почут,berømt
733,berühmt::A,известен,berømt
734,fremd::A,чужд,fremmed
735,verschieden::A,разен,forskjellig
736,verschieden::A,различен,forskjellig
737,nah::A,близък,nær
738,fern::A,далечен,fjern
739,linker::A,ляв,venstre
740,rechter::A,прав,høyre
741,anderer::A,друг,annen
742,erster::A,пръв,første
743,erster::A,първи,første
744,zweiter::A,втори,annen
745,dritter::A,трети,tredje
746,letzter::A,последен,sist
747,allein::ADV,само,alene
748,auf einmal::ADV,същевременно,med ett
749,zusammen::ADV,заедно,sammen
750,lange::ADV,дълго,lenge
751,plötzlich::ADV,изведнъж,plutselig
752,sofort::ADV,веднага,straks
753,später::ADV,по-късно,senere
754,jetzt::ADV,сега,nå
755,heute::ADV,днес,i dag
756,morgen::ADV,утре,i morgen
757,bald::ADV,скоро,snart
758,dann::ADV,после,så
759,dann::ADV,тогава,så
760,gestern::ADV,вчера,i går
761,einst::ADV,някога,engang
762,damals::ADV,тогава,den gang
763,danach::ADV,после,deretter
764,danach::ADV,след това,deretter
765,vorher::ADV,преди,før
766,vorher::ADV,преди,i forveien
767,vorher::ADV,преди това,før
768,vorher::ADV,преди това,i forveien
769,zuerst::ADV,най-напред,først
770,einmal::ADV,веднъж,en gang
771,einmal::ADV,един път,en gang
772,manchmal::ADV,понякога,somme tider
773,oft::ADV,често,ofte
774,immer::ADV,винаги,alltid
775,niemals::ADV,никога,aldri
776,hier::ADV,тук,her
777,hier::ADV,тука,her
778,hierhin::ADV,насам,hit
779,von hier::ADV,оттук,herfra
780,von hier::ADV,оттука,herfra
781,dort::ADV,там,der
782,dorthin::ADV,натам,dit
783,dorthin::ADV,нататък,dit
784,geradeaus::ADV,направо,rett fram
785,vorwärts::ADV,напред,fram
786,vorwärts::ADV,напред,framover
787,rückwärts::ADV,назад,baklengs
788,zurück::ADV,обратно,tilbake
789,unten::ADV,долу,nede
790,hinab::ADV,надолу,ned
791,hinab::ADV,надолу,nedover
792,oben::ADV,горе,oppe
793,oben::ADV,горе,ovenpå
794,hinauf::ADV,нагоре,opp
795,hinauf::ADV,нагоре,oppover
796,überall::ADV,навсякъде,overalt
797,nicht::ADV,не,ikke
798,ein wenig::ADV,малко,litt
799,kaum::ADV,едва,neppe
800,kaum::ADV,едвам,neppe
801,sehr::ADV,много,svært
802,sehr::ADV,твърде,svært
803,so::ADV,тъй,så
804,so::ADV,така,så
805,noch::ADV,още,enda
806,nur::ADV,само,bare
807,schon::ADV,вече,alt
808,schon::ADV,вече,allerede
809,wieder::ADV,пак,igjen
810,wieder::ADV,отново,igjen
811,vergebens::ADV,напразно,forgjeves
812,vor::PRP,пред,foran
813,vor::PRP,пред,utenfor
814,hinter::PRP,зад,bak
815,hinter::PRP,зад,bakom
816,unter::PRP,под,under
817,durch::PRP,през,gjennom
818,durch::PRP,през,igjennom
819,neben::PRP,до,ved siden av
820,neben::PRP,при,ved siden av
821,zwischen::PRP,между,mellom
822,zwischen::PRP,помежду,mellom
823,wegen::PRP,заради,på grunn av
824,dies::PRN,този,dette
825,das::PRN,туй,det
826,das::PRN,това,det
827,alles::PRN,всичко,alt
828,ich::PRN,аз,jeg
829,du::PRN,ти,du
830,er::PRN,той,han
831,wir::PRN,ние,vi
832,ihr::PRN,вие,dere
833,sie::PRN,те,de
834,was::FPRN,що,hva
835,was::FPRN,какво,hva
836,wer::FPRN,кой,hvem
837,wo::FADV,къде,hvor
838,wohin::FADV,накъде,hvor ... hen
839,wohin::FADV,накъдето,hvor ... hen
840,wie::FADV,как,hvordan
841,warum::FADV,защо,hvorfor
842,wieviel::FNUM,колко,hvor mye
843,eins::NUM,един,en
844,eins::NUM,един,ett
845,zwei::NUM,два,to
846,drei::NUM,три,tre
847,vier::NUM,четири,fire
848,fünf::NUM,пет,fem
849,sechs::NUM,шест,seks
850,sieben::NUM,седем,sju
851,acht::NUM,осем,åtte
852,neun::NUM,девет,ni
853,zehn::NUM,десет,ti
854,elf::NUM,единайсет,elleve
855,elf::NUM,единадесет,elleve
856,zwölf::NUM,дванайсет,tolv
857,zwölf::NUM,дванадесет,tolv
858,zwanzig::NUM,двайсет,tjue
859,zwanzig::NUM,двадесет,tjue
860,dreißig::NUM,тридесет,tretti
861,vierzig::NUM,четиридесет,førti
862,fünfzig::NUM,петдесет,femti
863,sechzig::NUM,шестдесет,seksti
864,siebzig::NUM,седемдесет,sytti
865,achtzig::NUM,осемдесет,åtti
866,neunzig::NUM,деветдесет,nitti
867,hundert::NUM,сто,hundre
868,tausend::NUM,хиляда,tusen
869,und::CNJ,а,og
870,und::CNJ,та,og
871,oder::CNJ,или,eller
872,stehen::V,стоя,stå
873,sitzen::V,седя,sitte
