,Concept_ID,ru,de
814,fliehen::V,убегать,fliehen
815,flüchten::V,убежать,flüchten
816,sehen::V,видеть,sehen
817,anschauen::V,посмотреть,anschauen
818,ansehen::V,смотреть,ansehen
819,hören::V,слышать,hören
820,zuhören::V,слушать,zuhören
821,probieren::V,пробовать,probieren
822,riechen::V,нюхать,riechen
823,fühlen::V,чувствовать,fühlen
824,scheinen::V,казаться,scheinen
825,zu sehen sein::V,виднеться,zu sehen sein
826,vernehmen::V,услышать,vernehmen
827,frieren::V,мерзнуть,frieren
828,tun::V,делать,tun
829,können::V,мочь,können
830,können::V,уметь,können
831,wollen::V,хотеть,wollen
832,anfangen::V,начать,anfangen
833,beenden::V,закончить,beenden
834,aufhören::V,перестать,aufhören
835,gelingen::V,удаться,gelingen
836,geraten::V,оказаться,geraten
837,öffnen::V,открыть,öffnen
838,schließen::V,закрыть,schließen
839,stellen::V,поставить,stellen
840,setzen::V,посадить,setzen
841,legen::V,класть,legen
842,berühren::V,трогать,berühren
843,verbinden::V,связать,verbinden
844,bedecken::V,покрыть,bedecken
845,aufhängen::V,повесить,aufhängen
846,anzünden::V,зажечь,anzünden
847,aufheben::V,поднять,aufheben
848,zurücklassen::V,оставить,zurücklassen
849,verlieren::V,потерять,verlieren
850,fallen lassen::V,уронить,fallen lassen
851,machen::V,сделать,machen
852,herstellen::V,изготовить,herstellen
853,bauen::V,строить,bauen
854,reparieren::V,чинить,reparieren
855,verbessern::V,улучшить,verbessern
856,ändern::V,изменить,ändern
857,graben::V,копать,graben
858,beugen::V,согнуть,beugen
859,biegen::V,погнуть,biegen
860,drehen::V,вертеть,drehen
861,wenden::V,повернуть,wenden
862,umdrehen::V,перевернуть,umdrehen
863,heben::V,поднимать,heben
864,hochheben::V,поднять,hochheben
865,ergreifen::V,схватить,ergreifen
866,halten::V,держать,halten
867,drücken::V,нажимать,drücken
868,schieben::V,толкать,schieben
869,kratzen::V,скрести,kratzen
870,lecken::V,лизать,lecken
871,beißen::V,кусать,beißen
872,abreißen::V,оторвать,abreißen
873,abschneiden::V,отрезать,abschneiden
874,binden::V,вязать,binden
875,stecken::V,воткнуть,stecken
876,brechen::V,сломать,brechen
877,klopfen::V,стучать,klopfen
878,hauen::V,бить,hauen
879,kleben::V,клеить,kleben
880,reiben::V,тереть,reiben
881,streichen::V,намазать,streichen
882,schleifen::V,точить,schleifen
883,schneiden::V,резать,schneiden
884,rütteln::V,шатать,rütteln
885,schütteln::V,трясти,schütteln
886,schwenken::V,махать,schwenken
887,schütten::V,налить,schütten
888,füllen::V,наполнить,füllen
889,einwickeln::V,завернуть,einwickeln
890,tragen::V,нести,tragen
891,schleppen::V,тащить,schleppen
892,ziehen::V,тянуть,ziehen
893,aufbewahren::V,хранить,aufbewahren
894,werfen::V,бросать,werfen
895,fangen::V,ловить,fangen
896,packen::V,схватить,packen
897,verstecken::V,спрятать,verstecken
898,teilen::V,разделить,teilen
899,schicken::V,посылать,schicken
900,bringen::V,принести,bringen
901,hinzufügen::V,добавить,hinzufügen
902,bekommen::V,достать,bekommen
903,erhalten::V,получить,erhalten
904,nehmen::V,взять,nehmen
905,wählen::V,выбрать,wählen
906,auswählen::V,отобрать,auswählen
907,bewahren::V,сохранить,bewahren
908,behindern::V,препятствовать,behindern
909,verderben::V,испортить,verderben
910,beschädigen::V,повредить,beschädigen
911,zerbrechen::V,разбить,zerbrechen
912,zerreißen::V,разорвать,zerreißen
913,zerstören::V,разрушить,zerstören
914,verbrennen::V,сжечь,verbrennen
915,geben::V,дать,geben
916,reichen::V,передать,reichen
917,schenken::V,дарить,schenken
918,versprechen::V,обещать,versprechen
919,wünschen::V,желать,wünschen
920,loben::V,хвалить,loben
921,küssen::V,целовать,küssen
922,wiegen::V,качать,wiegen
923,zudecken::V,накрыть,zudecken
924,wecken::V,разбудить,wecken
925,zeigen::V,показать,zeigen
926,führen::V,вести,führen
927,lehren::V,учить,lehren
928,unterrichten::V,преподавать,unterrichten
929,aufziehen::V,воспитать,aufziehen
930,leiten::V,руководить,leiten
931,antreiben::V,подгонять,antreiben
932,lassen::V,заставить,lassen
933,einladen::V,пригласить,einladen
934,vereinigen::V,объединить,vereinigen
935,besuchen::V,посетить,besuchen
936,treffen::V,встретить,treffen
937,sich versammeln::V,собраться,sich versammeln
938,spielen::V,играть,spielen
939,singen::V,петь,singen
940,tanzen::V,плясать,tanzen
941,tanzen::V,танцевать,tanzen
942,sich trennen::V,расстаться,sich trennen
943,verlassen::V,покинуть,verlassen
944,retten::V,спасти,retten
945,bewachen::V,охранять,bewachen
946,schützen::V,уберегать,schützen
947,verteidigen::V,защитить,verteidigen
948,sich schlagen::V,драться,sich schlagen
949,schießen::V,стрелять,schießen
950,siegen::V,победить,siegen
951,ärgern::V,сердить,ärgern
952,schlagen::V,ударить,schlagen
953,treten::V,пинать,treten
954,stechen::V,уколоть,stechen
955,stoßen::V,толкнуть,stoßen
956,stehlen::V,украсть,stehlen
957,stören::V,помешать,stören
958,belästigen::V,надоедать,belästigen
959,verbergen::V,скрыть,verbergen
960,täuschen::V,обмануть,täuschen
961,betrügen::V,смошенничать,betrügen
962,töten::V,убить,töten
963,wohnen::V,проживать,wohnen
964,arbeiten::V,работать,arbeiten
965,sammeln::V,собрать,sammeln
966,pflücken::V,рвать,pflücken
967,pflücken::V,срывать,pflücken
968,jagen::V,охотиться,jagen
969,fischen::V,рыбачить,fischen
970,fassen::V,поймать,fassen
971,hüten::V,пасти,hüten
972,treiben::V,гнать,treiben
973,anbinden::V,привязать,anbinden
974,füttern::V,кормить,füttern
975,melken::V,доить,melken
976,hacken::V,рубить,hacken
977,gießen::V,полить,gießen
978,reifen::V,созреть,reifen
979,zubereiten::V,приготовить,zubereiten
980,kochen::V,варить,kochen
981,backen::V,печь,backen
982,braten::V,жарить,braten
983,umrühren::V,перемешать,umrühren
984,stricken::V,вязать,stricken
985,nähen::V,шить,nähen
986,färben::V,покрасить,färben
987,reinigen::V,очистить,reinigen
988,waschen::V,стирать,waschen
989,abwischen::V,вытереть,abwischen
990,spülen::V,полоскать,spülen
991,fegen::V,подметать,fegen
992,kehren::V,мести,kehren
993,baden::V,купаться,baden
994,sich waschen::V,мыться,sich waschen
995,ausziehen::V,снять,ausziehen
996,anziehen::V,надеть,anziehen
997,sich anziehen::V,одеться,sich anziehen
998,kämmen::V,причесать,kämmen
999,schmücken::V,украсить,schmücken
1000,sagen::V,сказать,sagen
1001,sprechen::V,говорить,sprechen
1002,reden::V,разговаривать,reden
1003,sich unterhalten::V,беседовать,sich unterhalten
1004,fragen::V,спросить,fragen
1005,bitten::V,просить,bitten
1006,erzählen::V,рассказать,erzählen
1007,mitteilen::V,сообщить,mitteilen
1008,nennen::V,назвать,nennen
1009,rufen::V,звать,rufen
1010,prahlen::V,хвастаться,prahlen
1011,übersetzen::V,перевести,übersetzen
1012,denken::V,думать,denken
1013,glauben::V,верить,glauben
1014,bemerken::V,заметить,bemerken
1015,erkennen::V,узнать,erkennen
1016,begreifen::V,понять,begreifen
1017,begreifen::V,постичь,begreifen
1018,verstehen::V,услышать,verstehen
1019,lernen::V,учиться,lernen
1020,wissen::V,знать,wissen
1021,sich erinnern an::V,вспомнить,sich erinnern an
1022,vergessen::V,забыть,vergessen
1023,messen::V,мерить,messen
1024,zählen::V,считать,zählen
1025,rechnen::V,считать,rechnen
1026,lesen::V,читать,lesen
1027,malen::V,рисовать,malen
1028,zeichnen::V,рисовать,zeichnen
1029,schreiben::V,писать,schreiben
1030,besitzen::V,иметь,besitzen
1031,kaufen::V,купить,kaufen
1032,verkaufen::V,продать,verkaufen
1033,bezahlen::V,заплатить,bezahlen
1034,zahlen::V,платить,zahlen
1035,beherrschen::V,владеть,beherrschen
1036,ertragen::V,вытерпеть,ertragen
