,Concept_ID,be,tr
170,Hund::N,сабака,köpek
171,Katze::N,кошка,kedi
172,Bär::N,мядзведзь,ayı
173,Eichhörnchen::N,вавёрка,sincap
174,Elch::N,лось,büyük kuzey geyiği
175,Fuchs::N,ліса,tilki
176,Hase::N,заяц,tavşan
177,Maus::N,мыш,fare
178,Maus::N,мыш,sıçan
179,Wolf::N,воўк,kurt
180,Vogel::N,птах,kuş
181,Vogel::N,птушка,kuş
182,Schwarm::N,чарада,sürü
183,Huhn::N,курыца,tavuk
184,Hahn::N,певень,horoz
185,Gans::N,гусь,kaz
186,Adler::N,арол,kartal
187,Adler::N,арол,karakuş
188,Ente::N,качка,ördek
189,Eule::N,сава,baykuş
190,Kranich::N,жораў,turna
191,Kranich::N,журавель,turna
192,Krähe::N,варона,karga
193,Kuckuck::N,зязюля,guguk
194,Schwan::N,лебедзь,kuğu
195,Fisch::N,рыба,balık
196,Barsch::N,акунь,hani
197,Barsch::N,акунь,levrek
198,Hecht::N,шчупак,turnabalığı
199,Schlange[Tier]::N,змяя,yılan
200,Wurm::N,чарвяк,kurt
201,Wurm::N,чарвяк,solucan
202,Spinne::N,павук,örümcek
203,Ameise::N,мурашка,karınca
204,Laus::N,вош,bit
205,Mücke::N,камар,sivrisinek
206,Fliege::N,муха,sinek
207,Schmetterling::N,матыль,kelebek
208,Beere::N,ягада,tane
209,Apfel::N,яблык,elma
210,Pilz::N,грыб,mantar
211,Zwiebel::N,цыбуля,soğan
212,Saat::N,семя,ekin
213,Korn::N,зерне,tane
214,Heu::N,сена,kuru ot
215,Schale::N,шалупінне,kabuk
216,Grube::N,яма,çukur
217,Falle::N,пастка,tuzak
218,Schlinge::N,сіло,ilmik
219,Spur::N,след,iz
220,Asche::N,попел,kül
221,Dreck::N,бруд,pislik
222,Eisen::N,жалеза,demir
223,Gold::N,золата,altın
224,Silber::N,сребра,gümüş
225,Kohle::N,вугаль,kömür
226,Glas::N,шкло,cam
227,Lehm::N,гліна,balçık
228,Sand::N,пясок,kum
229,Mensch::N,чалавек,insan
230,Mann::N,мужчына,adam
231,Mann::N,мужчына,erkek
232,Frau::N,жанчына,bayan
233,Kind::N,дзіця,çocuk
234,Junge::N,хлопчык,erkek çocuk
235,Mädchen::N,дзяўчынка,kız
236,Familie::N,сямʼя,aile
237,Großvater::N,дзядуля,dede
238,Großvater::N,дзядуля,büyükbaba
239,Großmutter::N,бабуля,nine
240,Großmutter::N,бабуля,büyükanne
241,Eltern::N,бацькі,ebeveyn
242,Eltern::N,бацькі,ana baba
243,Vater::N,бацька,ata
244,Vater::N,бацька,baba
245,Mutter::N,маці,ana
246,Mutter::N,маці,anne
247,Sohn::N,сын,oğul
248,Tochter::N,дачка,kız
249,Tochter::N,дачка,kız evlât
250,Bruder::N,брат,abi
251,Bruder::N,брат,erkek kardeş
252,Schwester::N,сястра,abla
253,Schwester::N,сястра,kız kardeş
254,Onkel::N,дзядзька,dayı
255,Tante::N,цётка,hala
256,Tante::N,цётка,teyze
257,Ehemann::N,муж,koca
258,Ehefrau::N,жонка,karı
259,Freude::N,радасць,neşe
260,Freude::N,радасць,sevinç
261,Gelächter::N,смех,gülme
262,Gelächter::N,смех,kahkaha
263,Glück::N,шчасце,mutluluk
264,Kummer::N,гора,dert
265,Kummer::N,гора,keder
266,Wunsch::N,жаданне,arzu
267,Wunsch::N,жаданне,istek
268,Lust::N,цяга,arzu
269,Lust::N,цяга,heves
270,Geist::N,дух,tin
271,Gedanke::N,думка,fikir
272,Gedanke::N,думка,düşünce
273,Gedächtnis::N,памяць,bellek
274,Verstand::N,розум,zekâ
275,Sinn::N,сэнс,anlam
276,Grund::N,зачэпка,sebep
277,Wahrheit::N,праўда,doğruluk
278,Wahrheit::N,праўда,gerçeklik
279,Gespräch::N,размова,görüşme
280,Märchen::N,казка,masal
281,Erzählung::N,расказ,öykü
282,Erzählung::N,расказ,hikâye
283,Erzählung::N,апавяданне,öykü
284,Erzählung::N,апавяданне,hikâye
285,Nachricht::N,вестка,haber
286,Nachricht::N,паведамленне,haber
287,Neuigkeit::N,навіна,haber
288,Name::N,імя,ad
289,Name::N,імя,isim
290,Rätsel::N,загадка,bilmece
291,Rede::N,прамова,söylev
292,Rede::N,прамова,konuşma
293,Sprache::N,мова,dil
294,Sprache::N,мова,lisan
295,Stimme::N,голас,ses
296,Wort::N,слова,kelime
297,Zeichen::N,знак,işaret
298,Ruf::N,кліч,çağırma
299,Lärm::N,шум,şamata
300,Lärm::N,шум,gürültü
301,Laut::N,гук,ses
302,Ton::N,гучанне,ses
303,Lied::N,песня,türkü
304,Ruhe::N,спакой,sakinlik
305,Leute::N,людзі,halk
306,Leute::N,людзі,insanlar
307,Volk::N,народ,ulus
308,Volk::N,народ,millet
309,Arbeit::N,праца,iş
310,Arbeit::N,праца,çalışma
311,Arbeit::N,работа,iş
312,Arbeit::N,работа,çalışma
313,Gast::N,госць,konuk
314,Gast::N,госць,misafir
315,Geschenk::N,падарунак,hediye
316,Geschenk::N,падарунак,armağan
317,Spiel::N,гульня,oyun
318,Gesellschaft::N,таварыства,çevre
319,Gesellschaft::N,таварыства,arkadaşlık
320,Hilfe::N,дапамога,yardım
321,Freund::N,друг,dost
322,Freund::N,друг,arkadaş
323,Freund::N,сябар,dost
324,Freund::N,сябар,arkadaş
325,Kamerad::N,прыяцель,arkadaş
326,Angelegenheit::N,справа,iş
327,Angelegenheit::N,справа,husus
328,Anzahl::N,колькасць,sayı
329,Art::N,від,çeşit
330,Stück::N,кусок,tane
331,Stück::N,кусок,parça
332,Stück::N,кавалак,tane
333,Stück::N,кавалак,parça
334,Teil::N,частка,kısım
335,Hälfte::N,палова,yarı
336,Hälfte::N,палавіна,yarı
337,Kreis::N,круг,daire
338,Kreuz::N,крыж,haç
339,Linie::N,лінія,hat
340,Linie::N,лінія,çizgi
341,Strich::N,рыса,çizgi
342,Abstand::N,прамежак,aralık
343,Entfernung::N,адлегласць,mesafe
344,Entfernung::N,адлегласць,uzaklık
345,Gegend::N,мясцовасць,yöre
346,Platz::N,месца,yer
347,Ort::N,месца,yer
348,Seite::N,бок,yan
349,Seite::N,бок,taraf
350,Mitte::N,сярэдзіна,orta
351,Mitte::N,сярэдзіна,merkez
352,Gegenstand::N,прадмет,şey
353,Sache::N,рэч,iş
354,Sache::N,рэч,şey
355,Rand::N,край,kenar
356,Kante::N,руб,kenar
357,Kante::N,кант,kenar
358,Ecke::N,вугал,köşe
359,Spitze::N,кончык,uç
360,Spitze::N,кончык,baş
361,Ende::N,канец,uç
362,Loch::N,дзірка,oyuk
363,Loch::N,дзірка,delik
364,Winkel::N,вугал,köşe
365,Muster::N,узор,örnek
366,Größe::N,памер,büyüklük
367,Länge::N,даўжыня,uzunluk
368,Höhe::N,вышыня,yükseklik
369,Gewicht::N,вага,ağırlık
370,Menge::N,колькасць,miktar
371,Haufen::N,куча,küme
372,Haufen::N,куча,yığın
373,Reihe::N,рад,sıra
374,Boot::N,лодка,kayık
375,Boot::N,лодка,sandal
376,Ruder::N,вясло,kürek
377,Schlitten::N,сані,kızak
378,Ski::N,лыжа,kayak
379,Lagerfeuer::N,вогнішча,kamp ateşi
380,Last::N,цяжар,yük
381,Gang::N,ход,gidiş
382,Gang::N,ход,yürüyüş
383,Schritt::N,шаг,adım
384,Schritt::N,крок,adım
385,Norden::N,поўнач,kuzey
386,Süden::N,поўдзень,güney
387,Westen::N,захад,batı
388,Osten::N,усход,doğu
389,Holz::N,дрэва,ağaç
390,Holz::N,дрэва,tahta
391,Holz::N,драўніна,ağaç
392,Holz::N,драўніна,tahta
393,Brett::N,дошка,tahta
394,Platte::N,пліта,levha
395,Stütze::N,падпорка,dayak
396,Stütze::N,падпорка,destek
397,Stange::N,жэрдка,çubuk
398,Stock::N,палка,sopa
399,Stock::N,палка,değnek
400,Stab::N,шост,sırık
401,Stab::N,шост,baston
402,Rohr::N,труба,boru
403,Haus::N,дом,ev
404,Heim::N,дом,ev
405,Heim::N,дом,yurt
406,Heim::N,хата,ev
407,Heim::N,хата,yurt
408,Ofen::N,печ,soba
409,Fußboden::N,падлога,taban
410,Fußboden::N,падлога,döşeme
411,Tisch::N,стол,masa
412,Stuhl::N,стул,iskemle
413,Stuhl::N,стул,sandalye
414,Stuhl::N,крэсла,iskemle
415,Stuhl::N,крэсла,sandalye
416,Wiege::N,калыска,beşik
417,Bett::N,ложак,yatak
418,Bett::N,пасцель,yatak
419,Regal::N,паліца,raf
420,Kiste::N,скрынка,sandık
421,Fenster::N,акно,pencere
422,Tür::N,дзверы,kapı
423,Tor::N,вароты,kapı
424,Zaun::N,агароджа,çit
425,Dach::N,дах,dam
426,Dach::N,дах,çatı
427,Leiter::N,лесвіца,merdiven
428,Besen::N,мятла,süpürge
429,Spaten::N,лапата,bel
430,Spaten::N,жалязняк,bel
431,Schaufel::N,шуфлік,kürek
432,Schaufel::N,лапатка,kürek
433,Gabel::N,відэлец,çatal
434,Löffel::N,лыжка,kaşık
435,Messer::N,нож,bıçak
436,Nagel::N,цвік,çivi
437,Netz::N,сетка,ağ
438,Haken::N,крук,çengel
439,Griff::N,ручка,kulp
440,Griff::N,ручка,tutamak
441,Schloss::N,замок,kilit
442,Bild::N,карціна,imaj
443,Bild::N,карціна,resim
444,Figur::N,фігура,şekil
445,Figur::N,фігура,heykel
446,Puppe::N,лялька,kukla
447,Beutel::N,мяшок,kese
448,Beutel::N,мяшок,torba
449,Bündel::N,вязка,deste
450,Tasche::N,торба,çanta
451,Eimer::N,вядро,kova
452,Deckel::N,накрыўка,kapak
453,Geschirr::N,пасуда,kap kacak
454,Sack::N,мех,torba
455,Tasse::N,кубак,fincan
456,Topf::N,каструля,tencere
457,Kessel::N,кацёл,kazan
458,Essen::N,ежа,yemek
459,Nahrung::N,харч,gıda
460,Nahrung::N,харч,besin
461,Speise::N,страва,yemek
462,Fleisch::N,мяса,et
463,Getreide::N,збожжа,tahıl
464,Getreide::N,збожжа,hububat
465,Brei::N,каша,ezme
466,Brot::N,хлеб,ekmek
467,Scheibe::N,луста,dilim
468,Scheibe::N,скібка,dilim
469,Fett::N,тлушч,yağ
470,Butter::N,масла,tereyağı
471,Öl::N,алей,yağ
472,Öl::N,алей,akar yağ
473,Salz::N,соль,tuz
474,Suppe::N,суп,çorba
475,Honig::N,мёд,bal
476,Milch::N,малако,süt
477,Tee::N,чай,çay
478,Tee::N,гарбата,çay
479,Leder::N,скура,deri
480,Leder::N,скура,meşin
481,Wolle::N,воўна,yün
482,Stoff::N,тканіна,kumaş
483,Nadel::N,іголка,iğne
484,Faden::N,нітка,tire
485,Faden::N,нітка,iplik
486,Knopf::N,гузік,düğme
487,Knoten::N,вузел,düğüm
488,Farbe::N,фарба,boya
489,Kleidung::N,адзенне,giyim
490,Hemd::N,кашуля,gömlek
491,Kragen::N,каўнер,yaka
492,Ärmel::N,рукаў,yen
493,Ärmel::N,рукаў,elbise kolu
494,Hose::N,штаны,pantolon
495,Gürtel::N,пояс,kuşak
496,Mütze::N,шапка,bere
497,Mütze::N,шапка,kasket
498,Schuh::N,чаравік,kundura
499,Schuh::N,чаравік,ayakkabı
500,Stiefel::N,бот,çizme
501,Ring::N,кольца,yüzük
502,Band::N,стужка,bağ
503,Band::N,стужка,şerit
504,Kamm::N,расчоска,tarak
505,Spiegel::N,люстра,ayna
506,Riemen::N,рэмень,kayış
507,Schnur::N,вяроўка,ip
508,Schnur::N,вяроўка,sicim
509,Leine::N,павадок,kayış
510,Decke::N,коўдра,örtü
511,Decke::N,коўдра,yorgan
512,Kissen::N,падушка,yastık
513,Tuch::N,хустка,bez
514,Handtuch::N,ручнік,havlu
515,Kraft::N,сіла,güç
516,Kraft::N,сіла,kuvvet
517,Stärke::N,моц,kuvvet
518,Gesundheit::N,здароўе,sağlık
519,Krankheit::N,хвароба,hastalık
520,Schmerz::N,боль,ağrı
521,Schmerz::N,боль,sancı
522,Wunde::N,рана,yara
523,Fieber::N,гарачка,ateş
524,Fieber::N,ліхаманка,ateş
525,Arznei::N,лекі,ilâç
526,Brücke::N,мост,köprü
527,Brunnen::N,калодзеж,kuyu
528,Brunnen::N,калодзеж,çeşme
529,Weide::N,паша,otlak
530,Pfad::N,сцежка,patika
531,Pfad::N,сцежка,keçiyolu
532,Weg::N,шлях,yol
533,Weg::N,дарога,yol
534,Straße::N,вуліца,yol
535,Straße::N,вуліца,cadde
536,Dorf::N,вёска,köy
537,Stadt::N,горад,kent
538,Stadt::N,горад,şehir
539,Brief::N,ліст,mektup
540,Brief::N,пісьмо,mektup
541,Buch::N,кніга,kitap
542,Buchstabe::N,літара,harf
543,Zeitung::N,газета,gazete
544,Leben::N,жыццё,hayat
545,Tod::N,смерць,ölüm
546,Grab::N,магіла,kabir
547,Kirche::N,касцёл,kilise
548,Kirche::N,царква,kilise
549,Sünde::N,грэх,günah
550,Gott::N,бог,tanrı
551,Arbeiter::N,рабочы,işçi
552,Chef::N,начальнік,şef
553,Chef::N,начальнік,müdür
554,Meister::N,майстар,usta
555,Arzt::N,урач,hekim
556,Arzt::N,урач,doktor
557,Lehrer::N,настаўнік,hoca
558,Lehrer::N,настаўнік,öğretmen
559,Geld::N,грошы,para
560,Geschäft::N,заняцце,ticaret
561,Laden::N,крама,dükkân
562,Laden::N,магазін,dükkân
563,Preis::N,цана,fiyat
564,Ware::N,тавар,mal
565,Nutzen::N,выгада,fayda
566,Reichtum::N,багацце,servet
567,Reichtum::N,багацце,zenginlik
568,Welt::N,свет,dünya
569,Land::N,краіна,ülke
570,Staat::N,дзяржава,devlet
571,König::N,кароль,kral
572,Macht::N,улада,kudret
573,Macht::N,улада,iktidar
574,Grenze::N,граніца,had
575,Grenze::N,граніца,sınır
576,Krieg::N,вайна,savaş
577,Feind::N,вораг,düşman
578,Gewalt::N,насілле,zor
579,Gewalt::N,насілле,cebir
580,Kampf::N,барацьба,savaş
581,Bogen[Waffe]::N,лук,yay
582,Pfeil::N,страла,ok
583,Gewehr::N,ружжо,tüfek
584,Fehler::N,памылка,hata
585,Fehler::N,памылка,yanlış
586,Lüge::N,хлусня,yalan
587,Schaden::N,шкода,zarar
588,Unglück::N,ліха,felâket
589,Unglück::N,ліха,talihsizlik
590,Unglück::N,бядота,felâket
591,Unglück::N,бядота,talihsizlik
592,Schuld::N,віна,suç
593,Schuld::N,віна,kabahat
594,Alter::N,узрост,yaş
595,Schluss::N,канец,son
596,Zeit::N,час,zaman
597,Tag::N,дзень,gün
598,Morgen::N,ранак,sabah
599,Morgen::N,раніца,sabah
600,Mittag::N,паўдня,öğle
601,Mittag::N,поўдзень,öğle
602,Abend::N,вечар,akşam
603,Nacht::N,ноч,gece
604,Woche::N,тыдзень,hafta
605,Monat::N,месяц,ay
606,Jahr::N,год,yıl
607,Jahr::N,год,sene
608,Frühling::N,вясна,ilkbahar
609,Sommer::N,лета,yaz
610,Herbst::N,восень,güz
611,Herbst::N,восень,sonbahar
612,Winter::N,зіма,kış
613,Januar::N,студзень,ocak
614,Februar::N,люты,şubat
615,März::N,сакавік,mart
616,April::N,красавік,nisan
617,Mai::N,май,mayıs
618,Mai::N,травень,mayıs
619,Juni::N,чэрвень,haziran
620,Juli::N,ліпень,temmuz
621,August::N,жнівень,ağustos
622,September::N,верасень,eylül
623,Oktober::N,кастрычнік,ekim
624,November::N,лістапад,kasım
625,Dezember::N,снежань,aralık
626,Montag::N,панядзелак,pazartesi
627,Dienstag::N,аўторак,salı
628,Mittwoch::N,серада,çarşamba
629,Donnerstag::N,чацвер,perşembe
630,Freitag::N,пятніца,cuma
631,Samstag::N,субота,cumartesi
632,Sonntag::N,нядзеля,pazar
633,groß::A,вялікі,büyük
634,klein::A,маленькі,ufak
635,klein::A,маленькі,küçük
636,lang::A,доўгі,uzun
637,kurz::A,кароткі,kısa
638,breit::A,шырокі,enli
639,breit::A,шырокі,geniş
640,schmal::A,вузкі,dar
641,dicht::A,густы,sık
642,dicht::A,густы,yoğun
643,dick[Gegenstand]::A,тоўсты,kalın
644,dick[Gegenstand]::A,тоўсты,iri
645,dünn::A,тонкі,ince
646,fein::A,тонкі,ince
647,fein::A,тонкі,narin
648,fest::A,моцны,sabit
649,fest::A,моцны,sağlam
650,flach::A,плоскі,düz
651,flach::A,плоскі,yassı
652,glatt::A,гладкі,düz
653,hart::A,цвёрды,katı
654,weich::A,мяккі,yumuşak
655,rund::A,круглы,yuvarlak
656,spitz::A,спічасты,sivri
657,spitz::A,востраканцовы,sivri
658,scharf::A,востры,keskin
659,stumpf::A,тупы,kör
660,schwer::A,цяжкі,ağır
661,schön::A,прыгожы,güzel
662,heiß::A,гарачы,kızgın
663,warm::A,цёплы,sıcak
664,kalt::A,холадны,soğuk
665,kühl::A,халаднаваты,serin
666,frisch::A,свежы,taze
667,feucht::A,вільготны,nemli
668,feucht::A,вільготны,rutubetli
669,nass::A,мокры,yaş
670,nass::A,мокры,ıslak
671,trocken::A,сухі,kuru
672,voll::A,поўны,dolu
673,voll::A,поўны,dolmuş
674,leer::A,пусты,boş
675,offen::A,адкрыты,açık
676,offen::A,адчынены,açık
677,geschlossen::A,закрыты,kapalı
678,geschlossen::A,зачынены,kapalı
679,sauber::A,чысты,pak
680,sauber::A,чысты,temiz
681,schmutzig::A,брудны,pis
682,schmutzig::A,брудны,kirli
683,roh::A,сыры,çiğ
684,reif::A,спелы,olgun
685,lecker::A,смачны,lezzetli
686,süß::A,салодкі,tatlı
687,süß::A,салодкі,şekerli
688,bitter::A,горкі,acı
689,sauer::A,кіслы,ekşi
690,hell::A,светлы,aydınlık
691,dunkel::A,цёмны,karanlık
692,schwarz::A,чорны,kara
693,schwarz::A,чорны,siyah
694,weiß::A,белы,ak
695,weiß::A,белы,beyaz
696,rot::A,чырвоны,kırmızı
697,gelb::A,жоўты,sarı
698,blau::A,сіні,mavi
699,grün::A,зялёны,yeşil
700,grau::A,шэры,boz
701,bunt::A,пяресты,renkli
702,billig::A,танны,ucuz
703,teuer::A,дарагі,pahalı
704,wertvoll::A,цэнны,değerli
705,wertvoll::A,каштоўны,değerli
706,blind::A,сляпы,kör
707,taub::A,глухі,sağır
708,kräftig::A,магутны,dinç
709,kräftig::A,магутны,kuvvetli
710,stark::A,сільны,güçlü
711,stark::A,сільны,kuvvetli
712,schwach::A,слабы,zayıf
713,schwach::A,слабы,güçsüz
714,fett::A,тлусты,şişman
715,schlank::A,стройны,narin
716,hübsch::A,чароўны,güzel
717,hübsch::A,чароўны,sevimli
718,böse::A,злы,kötü
719,dumm::A,дурны,aptal
720,faul::A,лянівы,tembel
721,fleißig::A,руплівы,çalışkan
722,geizig::A,прагны,cimri
723,klug::A,разумны,zekî
724,klug::A,разумны,akıllı
725,geschickt::A,умелы,becerikli
726,lieb::A,мілы,sevimli
727,lustig::A,вясёлы,neşeli
728,sanft::A,ласкавы,nazik
729,hungrig::A,галодны,aç
730,krank::A,хворы,hasta
731,krank::A,хворы,rahatsız
732,nackt::A,голы,çıplak
733,traurig::A,сумны,kederli
734,traurig::A,сумны,üzüntülü
735,lebendig::A,жывы,canlı
736,gut::A,добры,iyi
737,schlecht::A,кепскі,kötü
738,richtig::A,правільны,doğru
739,schlimm::A,агідны,kötü
740,wahr::A,сапраўдны,doğru
741,wahr::A,сапраўдны,gerçek
742,alt::A,стары,eski
743,neu::A,новы,yeni
744,ehemalig::A,былы,önceki
745,alt[Lebewesen]::A,стары,yaşlı
746,jung::A,малады,genç
747,arm::A,бедны,fakir
748,reich::A,багаты,zengin
749,bekannt::A,знаёмы,bilinen
750,berühmt::A,славуты,ünlü
751,berühmt::A,славуты,meşhur
752,fremd::A,чужы,yabancı
753,verschieden::A,розны,ayrı
754,verschieden::A,розны,farklı
755,nah::A,блізкі,yakın
756,nah::A,блізкі,bitişik
757,fern::A,далёкі,uzak
758,linker::A,левы,sol
759,rechter::A,правы,sağ
760,anderer::A,іншы,diğer
761,anderer::A,другі,diğer
762,erster::A,першы,ilk
763,erster::A,першы,birinci
764,zweiter::A,другі,ikinci
765,dritter::A,трэці,üçüncü
766,letzter::A,апошні,son
767,letzter::A,апошні,sonuncu
768,allein::ADV,сам,yalnız
769,allein::ADV,сам,tek başına
770,allein::ADV,адзін,yalnız
771,allein::ADV,адзін,tek başına
772,auf einmal::ADV,адразу,birden
773,zusammen::ADV,разам,beraber
774,zusammen::ADV,разам,birlikte
775,lange::ADV,доўга,çok
776,lange::ADV,доўга,uzun
777,plötzlich::ADV,раптам,ansızın
778,plötzlich::ADV,раптам,birdenbire
779,sofort::ADV,зараз,hemen
780,sofort::ADV,зараз,derhal
781,später::ADV,пазней,daha sonra
782,jetzt::ADV,цяпер,şimdi
783,heute::ADV,сёння,bugün
784,morgen::ADV,заўтра,yarın
785,bald::ADV,хутка,yakında
786,bald::ADV,неўзабаве,yakında
787,dann::ADV,потым,sonra
788,gestern::ADV,учора,dün
789,einst::ADV,аднойчы,eskiden
790,damals::ADV,тады,o zamanlar
791,danach::ADV,затым,sonradan
792,danach::ADV,затым,ondan sonra
793,vorher::ADV,раней,önce
794,vorher::ADV,раней,önceden
795,zuerst::ADV,спярша,ilk önce
796,zuerst::ADV,спачатку,ilk önce
797,einmal::ADV,адзін раз,bir defa
798,manchmal::ADV,часам,bazan
799,oft::ADV,часта,sık sık
800,oft::ADV,часта,çok defa
801,immer::ADV,заўсёды,daima
802,immer::ADV,заўсёды,her zaman
803,niemals::ADV,ніколі,asla değil
804,niemals::ADV,ніколі,hiçbir zaman
805,hier::ADV,тут,burada
806,hierhin::ADV,сюды,buraya
807,von hier::ADV,адсюль,buradan
808,von hier::ADV,адгэтуль,buradan
809,dort::ADV,там,orada
810,dort::ADV,там,şurada
811,dorthin::ADV,туды,oraya
812,dorthin::ADV,туды,şuraya
813,geradeaus::ADV,прама,doğru
814,vorwärts::ADV,наперад,ileri
815,rückwärts::ADV,назад,geri
816,zurück::ADV,назад,geriye
817,unten::ADV,унізе,aşağıda
818,hinab::ADV,уніз,aşağıya
819,oben::ADV,угары,yukarıda
820,oben::ADV,наверсе,yukarıda
