,Concept_ID,pt,hu
142,Stamm::N,tronco,törzs
143,Rinde::N,casca,kéreg
144,Ast::N,ramo,ág
145,Zweig::N,galho,gally
146,Blatt::N,folha,levél
147,Birke::N,bétula,nyír
148,Kiefer[Baum]::N,pinheiro,fenyő
149,Weide[Baum]::N,salgueiro,fűz
150,Tanne::N,abeto,fenyő
151,Horn::N,corno,szarv
152,Horn::N,chifre,szarv
153,Feder::N,pena,toll
154,Fell::N,pele,szőr
155,Fell::N,pele,bunda
156,Flügel::N,asa,szárny
157,Klaue::N,pata,köröm
158,Kralle::N,unha,karom
159,Kralle::N,garra,karom
160,Schwanz::N,rabo,farok
161,Schwanz::N,cauda,farok
162,Ei::N,ovo,tojás
163,Nest::N,ninho,fészek
164,Bau::N,toca,odú
165,Bau::N,covil,odú
166,Tier::N,animal,állat
167,Herde::N,rebanho,nyáj
168,Herde::N,rebanho,csorda
169,Kuh::N,vaca,tehén
170,Bulle::N,touro,bika
171,Pferd::N,cavalo,ló
172,Schaf::N,ovelha,juh
173,Schaf::N,ovelha,birka
174,Schwein::N,porco,sertés
175,Hund::N,cão,eb
176,Hund::N,cão,kutya
177,Katze::N,gata,macska
178,Bär::N,urso,medve
179,Eichhörnchen::N,esquilo,mókus
180,Elch::N,alce,jávorszarvas
181,Fuchs::N,raposa,róka
182,Hase::N,lebre,nyúl
183,Maus::N,rato,egér
184,Wolf::N,lobo,farkas
185,Vogel::N,ave,madár
186,Vogel::N,pássaro,madár
187,Schwarm::N,bando,raj
188,Schwarm::N,enxame,raj
189,Huhn::N,galinha,tyúk
190,Hahn::N,galo,kakas
191,Gans::N,ganso,lúd
192,Gans::N,ganso,liba
193,Adler::N,águia,sas
194,Ente::N,pata,kacsa
195,Eule::N,mocho,bagoly
196,Eule::N,coruja,bagoly
197,Kranich::N,grou,daru
198,Krähe::N,gralha,varjú
199,Kuckuck::N,cuco,kakukk
200,Schwan::N,cisne,hattyú
201,Fisch::N,peixe,hal
202,Barsch::N,perca,sügér
203,Hecht::N,lúcio,csuka
204,Schlange[Tier]::N,serpente,kígyó
205,Wurm::N,verme,kukac
206,Spinne::N,aranha,pók
207,Ameise::N,formiga,hangya
208,Laus::N,piolho,tetű
209,Mücke::N,mosquito,szúnyog
210,Fliege::N,mosca,légy
211,Schmetterling::N,borboleta,lepke
212,Schmetterling::N,borboleta,pillangó
213,Beere::N,bago,bogyó
214,Apfel::N,maçã,alma
215,Pilz::N,fungo,gomba
216,Pilz::N,cogumelo,gomba
217,Zwiebel::N,cebola,hagyma
218,Saat::N,sementeira,vetőmag
219,Korn::N,grão,mag
220,Korn::N,grão,szem
221,Heu::N,feno,széna
222,Schale::N,casca,héj
223,Grube::N,cova,verem
224,Grube::N,fossa,verem
225,Falle::N,armadilha,csapda
226,Schlinge::N,laço,tőr
227,Spur::N,pista,nyom
228,Spur::N,vestígio,nyom
229,Asche::N,cinza,hamu
230,Dreck::N,sujidade,sár
231,Dreck::N,sujidade,piszok
232,Eisen::N,ferro,vas
233,Gold::N,ouro,arany
234,Silber::N,prata,ezüst
235,Kohle::N,carvão,szén
236,Glas::N,vidro,üveg
237,Lehm::N,barro,agyag
238,Lehm::N,barro,vályog
239,Lehm::N,argila,agyag
240,Lehm::N,argila,vályog
241,Sand::N,areia,homok
242,Mensch::N,homem,ember
243,Mensch::N,pessoa,ember
244,Mann::N,homem,úr
245,Mann::N,homem,férfi
246,Frau::N,mulher,nő
247,Frau::N,mulher,asszony
248,Kind::N,filho,gyerek
249,Kind::N,filho,gyermek
250,Kind::N,criança,gyerek
251,Kind::N,criança,gyermek
252,Junge::N,rapaz,fiú
253,Junge::N,menino,fiú
254,Mädchen::N,menina,lány
255,Mädchen::N,rapariga,lány
256,Familie::N,família,család
257,Großvater::N,avô,nagyapa
258,Großmutter::N,avó,nagyanya
259,Eltern::N,pais,szülők
260,Vater::N,pai,apa
261,Vater::N,pai,atya
262,Mutter::N,mãe,anya
263,Sohn::N,filho,fiú
264,Tochter::N,filha,lány
265,Bruder::N,irmão,fivér
266,Bruder::N,irmão,testvér
267,Schwester::N,irmã,nővér
268,Schwester::N,irmã,lánytestvér
269,Onkel::N,tio,nagybácsi
270,Tante::N,tia,nagynéni
271,Ehemann::N,esposo,férj
272,Ehefrau::N,esposa,feleség
273,Freude::N,prazer,öröm
274,Freude::N,alegria,öröm
275,Gelächter::N,risada,nevetés
276,Gelächter::N,risada,hahotázás
277,Gelächter::N,gargalhada,nevetés
278,Gelächter::N,gargalhada,hahotázás
279,Glück::N,felicidade,boldogság
280,Kummer::N,aflição,bánat
281,Kummer::N,desgosto,bánat
282,Wunsch::N,desejo,óhaj
283,Lust::N,vontade,kedv
284,Geist::N,mente,elme
285,Geist::N,mente,szellem
286,Geist::N,espírito,elme
287,Geist::N,espírito,szellem
288,Gedanke::N,ideia,gondolat
289,Gedanke::N,pensamento,gondolat
290,Gedächtnis::N,memória,emlékezet
291,Verstand::N,razão,ész
292,Verstand::N,razão,értelem
293,Verstand::N,inteligência,ész
294,Verstand::N,inteligência,értelem
295,Sinn::N,sentido,értelem
296,Sinn::N,significado,értelem
297,Grund::N,causa,ok
298,Grund::N,causa,alap
299,Grund::N,motivo,ok
300,Grund::N,motivo,alap
301,Wahrheit::N,verdade,igaz
302,Wahrheit::N,verdade,igazság
303,Gespräch::N,conversa,beszélgetés
304,Gespräch::N,conversação,beszélgetés
305,Märchen::N,conto,mese
306,Erzählung::N,conto,elbeszélés
307,Erzählung::N,narrativa,elbeszélés
308,Nachricht::N,mensagem,hír
309,Nachricht::N,mensagem,híradás
310,Neuigkeit::N,notícia,újság
311,Neuigkeit::N,novidade,újság
312,Name::N,nome,név
313,Rätsel::N,adivinha,rejtvény
314,Rede::N,oração,beszéd
315,Rede::N,oração,szónoklat
316,Rede::N,discurso,beszéd
317,Rede::N,discurso,szónoklat
318,Sprache::N,língua,nyelv
319,Stimme::N,voz,hang
320,Wort::N,palavra,szó
321,Zeichen::N,marca,jel
322,Ruf::N,grito,kiáltás
323,Ruf::N,chamada,kiáltás
324,Lärm::N,ruído,zaj
325,Lärm::N,barulho,zaj
326,Laut::N,som,hang
327,Ton::N,tom,hang
328,Lied::N,canção,dal
329,Lied::N,canção,ének
330,Ruhe::N,calma,csend
331,Ruhe::N,calma,nyugalom
332,Ruhe::N,silêncio,csend
333,Ruhe::N,silêncio,nyugalom
334,Leute::N,gente,emberek
335,Leute::N,pessoas,emberek
336,Volk::N,povo,nép
337,Volk::N,nação,nép
338,Arbeit::N,trabalho,dolog
339,Gast::N,hóspede,vendég
340,Gast::N,convidado,vendég
341,Geschenk::N,prenda,ajándék
342,Geschenk::N,presente,ajándék
343,Spiel::N,jogo,játék
344,Gesellschaft::N,companhia,társaság
345,Hilfe::N,ajuda,segítség
346,Hilfe::N,socorro,segítség
347,Freund::N,amigo,barát
348,Kamerad::N,camarada,társ
349,Angelegenheit::N,assunto,ügy
350,Anzahl::N,número,szám
351,Anzahl::N,quantidade,szám
352,Art::N,tipo,faj
353,Art::N,tipo,fajta
354,Art::N,espécie,faj
355,Art::N,espécie,fajta
356,Stück::N,pedaço,darab
357,Teil::N,peça,rész
358,Teil::N,parte,rész
359,Hälfte::N,metade,fél
360,Kreis::N,círculo,kör
361,Kreuz::N,cruz,kereszt
362,Linie::N,linha,vonal
363,Strich::N,traço,vonás
364,Abstand::N,distância,köz
365,Entfernung::N,distância,távolság
366,Gegend::N,área,táj
367,Gegend::N,área,vidék
368,Gegend::N,região,táj
369,Gegend::N,região,vidék
370,Platz::N,lugar,hely
371,Ort::N,sítio,hely
372,Seite::N,lado,fél
373,Seite::N,lado,oldal
374,Mitte::N,meio,közép
375,Gegenstand::N,objecto,tárgy
376,Sache::N,coisa,dolog
377,Rand::N,bordo,szél
378,Rand::N,bordo,perem
379,Rand::N,bordo,szegély
380,Rand::N,margem,szél
381,Rand::N,margem,perem
382,Rand::N,margem,szegély
383,Kante::N,borda,él
384,Kante::N,aresta,él
385,Ecke::N,esquina,sarok
386,Ecke::N,esquina,szöglet
387,Spitze::N,ponta,csúcs
388,Ende::N,cabo,vég
389,Ende::N,extremo,vég
390,Loch::N,furo,lyuk
391,Loch::N,buraco,lyuk
392,Winkel::N,canto,szög
393,Winkel::N,ângulo,szög
394,Muster::N,padrão,minta
395,Muster::N,desenho,minta
396,Größe::N,tamanho,nagyság
397,Länge::N,comprimento,hossz
398,Länge::N,comprimento,hosszúság
399,Höhe::N,altura,magasság
400,Höhe::N,altitude,magasság
401,Gewicht::N,peso,súly
402,Menge::N,quantidade,sokaság
403,Menge::N,quantidade,mennyiség
404,Haufen::N,pilha,halom
405,Reihe::N,fila,sor
406,Boot::N,barco,csónak
407,Ruder::N,remo,evező
408,Schlitten::N,trenó,szánkó
409,Ski::N,esqui,sí
410,Lagerfeuer::N,fogueira,tábortűz
411,Last::N,carga,teher
412,Gang::N,curso,járás
413,Gang::N,caminhada,járás
414,Schritt::N,passo,lépés
415,Norden::N,norte,észak
416,Süden::N,sul,dél
417,Westen::N,oeste,nyugat
418,Westen::N,ocidente,nyugat
419,Osten::N,este,kelet
420,Osten::N,leste,kelet
421,Osten::N,oriente,kelet
422,Holz::N,madeira,fa
423,Brett::N,tábua,deszka
424,Brett::N,prancha,deszka
425,Platte::N,laje,lap
426,Platte::N,laje,lemez
427,Platte::N,chapa,lap
428,Platte::N,chapa,lemez
429,Stütze::N,apoio,támasz
430,Stütze::N,apoio,támaszték
431,Stütze::N,suporte,támasz
432,Stütze::N,suporte,támaszték
433,Stange::N,vara,rúd
434,Stange::N,vara,pózna
435,Stange::N,barra,rúd
436,Stange::N,barra,pózna
437,Stock::N,pau,pálca
438,Stock::N,bengala,pálca
439,Stab::N,bastão,bot
440,Rohr::N,cano,cső
441,Haus::N,casa,ház
442,Heim::N,lar,otthon
443,Heim::N,casa,otthon
444,Ofen::N,estufa,kályha
445,Ofen::N,aquecedor,kályha
446,Fußboden::N,piso,padló
447,Tisch::N,mesa,asztal
448,Stuhl::N,cadeira,szék
449,Wiege::N,berço,bölcső
450,Bett::N,cama,ágy
451,Regal::N,estante,polc
452,Regal::N,estante,állvány
453,Regal::N,prateleira,polc
454,Regal::N,prateleira,állvány
455,Kiste::N,caixa,láda
456,Fenster::N,janela,ablak
457,Tür::N,porta,ajtó
458,Tor::N,portão,kapu
459,Zaun::N,cerca,kerítés
460,Zaun::N,vedação,kerítés
461,Dach::N,telhado,tető
462,Leiter::N,escada,létra
463,Leiter::N,escada móvel,létra
464,Besen::N,vassoura,seprű
465,Spaten::N,pá,ásó
466,Schaufel::N,pá,lapát
467,Gabel::N,garfo,villa
468,Löffel::N,colher,kanál
469,Messer::N,faca,kés
470,Nagel::N,cravo,szeg
471,Netz::N,rede,háló
472,Haken::N,gancho,kampó
473,Griff::N,asa,nyél
474,Griff::N,asa,fogantyú
475,Griff::N,cabo,nyél
476,Griff::N,cabo,fogantyú
477,Schloss::N,fechadura,zár
478,Bild::N,imagem,kép
479,Figur::N,figura,alak
480,Puppe::N,boneca,bábu
481,Beutel::N,saco,zacskó
482,Beutel::N,bolsa,zacskó
483,Bündel::N,fardo,köteg
484,Tasche::N,saco,táska
485,Tasche::N,bolso,táska
486,Eimer::N,balde,vödör
487,Deckel::N,tampa,fedő
488,Deckel::N,tampa,fedél
489,Geschirr::N,louça,edény
490,Sack::N,saca,zsák
491,Tasse::N,chávena,csésze
492,Topf::N,tacho,fazék
493,Topf::N,panela,fazék
494,Kessel::N,caldeira,üst
495,Kessel::N,caldeira,bogrács
496,Essen::N,refeição,evés
497,Essen::N,refeição,étkezés
498,Nahrung::N,comida,ennivaló
499,Nahrung::N,alimento,ennivaló
500,Speise::N,prato,étel
501,Fleisch::N,carne,hús
502,Getreide::N,cereais,gabona
503,Brei::N,puré,pép
504,Brei::N,puré,kása
505,Brot::N,pão,kenyér
506,Scheibe::N,fatia,szelet
507,Fett::N,banha,háj
508,Fett::N,banha,zsír
509,Fett::N,gordura,háj
510,Fett::N,gordura,zsír
511,Butter::N,manteiga,vaj
512,Öl::N,azeite,olaj
513,Salz::N,sal,só
514,Suppe::N,sopa,leves
515,Suppe::N,caldo,leves
516,Honig::N,mel,méz
517,Milch::N,leite,tej
518,Tee::N,chá,tea
519,Leder::N,couro,bőr
520,Wolle::N,lã,gyapjú
521,Stoff::N,pano,szövet
522,Stoff::N,tecido,szövet
523,Nadel::N,agulha,tű
524,Faden::N,fio,fonál
525,Knopf::N,botão,gomb
526,Knoten::N,nó,csomó
527,Farbe::N,corante,szín
528,Farbe::N,corante,festék
529,Kleidung::N,roupa,ruha
530,Kleidung::N,roupa,ruházat
531,Kleidung::N,vestuário,ruha
532,Kleidung::N,vestuário,ruházat
533,Hemd::N,camisa,ing
534,Kragen::N,gola,gallér
535,Ärmel::N,manga,ujj
536,Hose::N,calça,gatya
537,Hose::N,calça,nadrág
538,Gürtel::N,cinto,öv
539,Mütze::N,boné,sapka
540,Mütze::N,barrete,sapka
541,Schuh::N,sapato,cipő
542,Stiefel::N,bota,csizma
543,Ring::N,anel,gyűrű
544,Band::N,fita,szalag
545,Band::N,faixa,szalag
546,Kamm::N,pente,fésű
547,Spiegel::N,espelho,tükör
548,Riemen::N,correia,szíj
549,Schnur::N,corda,zsinór
550,Schnur::N,cordel,zsinór
551,Leine::N,trela,póráz
552,Decke::N,cobertor,takaró
553,Kissen::N,almofada,párna
554,Tuch::N,pano,kendő
555,Handtuch::N,toalha,törülköző
556,Kraft::N,força,erő
557,Stärke::N,força,erő
558,Stärke::N,força,erősség
559,Gesundheit::N,saúde,egészség
560,Krankheit::N,doença,kór
561,Krankheit::N,doença,betegség
562,Krankheit::N,enfermidade,kór
563,Krankheit::N,enfermidade,betegség
564,Schmerz::N,dor,fájdalom
565,Wunde::N,chaga,seb
566,Wunde::N,ferida,seb
567,Fieber::N,febre,láz
568,Arznei::N,remédio,orvosság
569,Arznei::N,remédio,gyógyszer
570,Brücke::N,ponte,híd
571,Brunnen::N,poço,kút
572,Weide::N,pastagem,legelő
573,Pfad::N,senda,ösvény
574,Pfad::N,trilho,ösvény
575,Weg::N,caminho,út
576,Straße::N,via,út
577,Straße::N,estrada,út
578,Dorf::N,aldeia,falu
579,Stadt::N,cidade,város
580,Brief::N,carta,levél
581,Buch::N,livro,könyv
582,Buchstabe::N,letra,betű
583,Zeitung::N,jornal,újság
584,Zeitung::N,jornal,hírlap
585,Leben::N,vida,élet
586,Tod::N,morte,halál
587,Grab::N,túmulo,sír
588,Grab::N,sepultura,sír
589,Kirche::N,igreja,templom
590,Sünde::N,pecado,bűn
591,Sünde::N,pecado,vétek
592,Gott::N,deus,isten
593,Arbeiter::N,operário,munkás
594,Arbeiter::N,trabalhador,munkás
595,Chef::N,chefe,főnök
596,Chef::N,patrão,főnök
597,Meister::N,mestre,mester
598,Arzt::N,médico,orvos
599,Lehrer::N,professor,tanár
600,Lehrer::N,professor,tanító
601,Geld::N,dinheiro,pénz
602,Geschäft::N,negócio,üzlet
603,Laden::N,loja,bolt
604,Preis::N,preço,ár
605,Ware::N,mercadoria,áru
606,Nutzen::N,proveito,haszon
607,Reichtum::N,riqueza,gazdagság
608,Welt::N,mundo,világ
609,Land::N,país,ország
610,Staat::N,Estado,állam
611,König::N,rei,király
612,Macht::N,poder,hatalom
613,Macht::N,potência,hatalom
614,Grenze::N,fronteira,határ
615,Krieg::N,guerra,háború
616,Feind::N,inimigo,ellenség
617,Gewalt::N,violência,erőszak
618,Kampf::N,luta,harc
619,Kampf::N,combate,harc
620,Bogen[Waffe]::N,arco,íj
621,Pfeil::N,seta,nyíl
622,Pfeil::N,flecha,nyíl
623,Gewehr::N,espingarda,puska
624,Gewehr::N,espingarda,fegyver
625,Fehler::N,erro,hiba
626,Fehler::N,falha,hiba
627,Lüge::N,mentira,hazugság
628,Schaden::N,dano,kár
629,Schaden::N,estrago,kár
630,Unglück::N,desgraça,csapás
631,Unglück::N,desgraça,balszerencse
632,Schuld::N,culpa,bűn
633,Alter::N,idade,kor
634,Schluss::N,fim,vég
635,Schluss::N,fim,befejezés
636,Zeit::N,tempo,idő
637,Tag::N,dia,nap
638,Morgen::N,manhã,reggel
639,Mittag::N,meio-dia,dél
640,Abend::N,noite,este
641,Abend::N,tardinha,este
642,Nacht::N,noite,éj
643,Nacht::N,noite,éjszaka
644,Woche::N,semana,hét
645,Monat::N,mês,hó
646,Monat::N,mês,hónap
647,Jahr::N,ano,év
648,Frühling::N,primavera,tavasz
649,Sommer::N,verão,nyár
650,Herbst::N,outono,ősz
651,Winter::N,inverno,tél
652,Januar::N,Janeiro,január
653,Februar::N,Fevereiro,február
654,März::N,Março,március
655,April::N,Abril,április
656,Mai::N,Maio,május
657,Juni::N,Junho,június
658,Juli::N,Julho,július
659,August::N,Agosto,augusztus
660,September::N,Setembro,szeptember
661,Oktober::N,Outubro,október
662,November::N,Novembro,november
663,Dezember::N,Dezembro,december
664,Montag::N,segunda-feira,hétfő
665,Dienstag::N,terça-feira,kedd
666,Mittwoch::N,quarta-feira,szerda
667,Donnerstag::N,quinta-feira,csütörtök
668,Freitag::N,sexta-feira,péntek
669,Samstag::N,sábado,szombat
670,Sonntag::N,domingo,vasárnap
671,groß::A,grande,nagy
672,klein::A,pequeno,pici
673,klein::A,pequeno,kicsi
674,lang::A,comprido,hosszú
675,kurz::A,curto,rövid
676,breit::A,largo,széles
677,schmal::A,estreito,keskeny
678,dicht::A,denso,sűrű
679,dick[Gegenstand]::A,grosso,vastag
680,dünn::A,delgado,vékony
681,fein::A,fino,vékony
682,fein::A,subtil,vékony
683,fest::A,firme,szilárd
684,fest::A,sólido,szilárd
685,flach::A,plano,sík
686,flach::A,plano,lapos
687,glatt::A,liso,sima
688,hart::A,duro,kemény
689,weich::A,mole,puha
690,rund::A,redondo,kerek
691,spitz::A,agudo,hegyes
692,scharf::A,afiado,éles
693,stumpf::A,rombo,tompa
694,stumpf::A,rombo,életlen
695,schwer::A,pesado,nehéz
696,schwer::A,pesado,súlyos
697,schön::A,belo,szép
698,schön::A,bonito,szép
699,heiß::A,quente,forró
700,warm::A,quente,meleg
701,kalt::A,frio,hideg
702,kühl::A,fresco,hűs
703,kühl::A,fresco,hűvös
704,frisch::A,fresco,üde
705,frisch::A,fresco,friss
706,feucht::A,húmido,nedves
707,nass::A,molhado,vizes
708,trocken::A,seco,száraz
709,voll::A,cheio,telt
710,leer::A,vazio,üres
711,offen::A,aberto,nyílt
712,offen::A,aberto,nyitott
713,geschlossen::A,fechado,zárt
714,geschlossen::A,fechado,csukott
715,sauber::A,limpo,tiszta
716,schmutzig::A,sujo,piszkos
717,schmutzig::A,sujo,szennyes
718,roh::A,cru,nyers
719,reif::A,maduro,érett
720,lecker::A,delicioso,finom
721,süß::A,doce,édes
722,bitter::A,amargo,keserű
723,sauer::A,azedo,savanyú
724,hell::A,claro,világos
725,dunkel::A,escuro,sötét
726,dunkel::A,sombrio,sötét
727,schwarz::A,preto,fekete
728,weiß::A,branco,fehér
729,rot::A,vermelho,vörös
730,gelb::A,amarelo,sárga
731,blau::A,azul,kék
732,grün::A,verde,zöld
733,grau::A,cinzento,ősz
734,grau::A,cinzento,szürke
735,bunt::A,colorido,tarka
736,bunt::A,colorido,színes
737,billig::A,barato,olcsó
738,teuer::A,caro,drága
739,wertvoll::A,valioso,értékes
740,wertvoll::A,precioso,értékes
741,blind::A,cego,vak
742,taub::A,surdo,süket
743,kräftig::A,forte,erős
744,kräftig::A,poderoso,erős
745,stark::A,forte,erős
746,stark::A,robusto,erős
747,schwach::A,débil,gyenge
748,schwach::A,débil,erőtlen
749,fett::A,gordo,hájas
750,schlank::A,esbelto,karcsú
751,hübsch::A,giro,csinos
752,hübsch::A,bonito,csinos
753,böse::A,mau,rossz
754,böse::A,mau,gonosz
755,dumm::A,parvo,buta
756,dumm::A,parvo,ostoba
757,dumm::A,estúpido,buta
758,dumm::A,estúpido,ostoba
759,faul::A,preguiçoso,lusta
760,fleißig::A,aplicado,szorgalmas
761,fleißig::A,diligente,szorgalmas
762,geizig::A,avarento,fukar
763,geizig::A,avarento,fösvény
764,klug::A,prudente,okos
765,klug::A,prudente,eszes
766,klug::A,inteligente,okos
767,klug::A,inteligente,eszes
768,geschickt::A,hábil,ügyes
769,lieb::A,caro,drága
770,lieb::A,caro,kedves
771,lieb::A,querido,drága
772,lieb::A,querido,kedves
773,lustig::A,alegre,víg
774,lustig::A,alegre,vidám
775,sanft::A,suave,enyhe
776,sanft::A,brando,enyhe
777,hungrig::A,faminto,éhes
778,krank::A,doente,beteg
779,krank::A,enfermo,beteg
780,nackt::A,nu,csupasz
781,nackt::A,nu,meztelen
782,nackt::A,despido,csupasz
783,nackt::A,despido,meztelen
784,traurig::A,triste,bús
785,traurig::A,triste,szomorú
786,lebendig::A,vivo,élő
787,gut::A,bom,jó
788,schlecht::A,mau,rossz
789,schlecht::A,ruim,rossz
790,richtig::A,justo,helyes
791,richtig::A,correcto,helyes
792,schlimm::A,mau,rossz
793,schlimm::A,grave,rossz
794,wahr::A,verdadeiro,igaz
795,alt::A,velho,ó
796,alt::A,velho,régi
797,alt::A,antigo,ó
798,alt::A,antigo,régi
799,neu::A,novo,új
800,ehemalig::A,antigo,volt
801,ehemalig::A,antigo,egykori
802,alt[Lebewesen]::A,velho,öreg
803,jung::A,jovem,fiatal
804,arm::A,pobre,szegény
805,reich::A,rico,gazdag
806,bekannt::A,conhecido,ismert
807,bekannt::A,conhecido,ismeretes
808,berühmt::A,famoso,híres
809,berühmt::A,célebre,híres
810,fremd::A,alheio,idegen
811,fremd::A,estranho,idegen
812,verschieden::A,diverso,különböző
813,verschieden::A,diferente,különböző
814,nah::A,próximo,közeli
815,fern::A,remoto,távoli
816,fern::A,distante,távoli
817,linker::A,esquerdo,bal
818,rechter::A,direito,jobb
819,anderer::A,outro,más
820,anderer::A,outro,másik
821,erster::A,primeiro,első
822,zweiter::A,segundo,második
823,dritter::A,terceiro,harmadik
824,letzter::A,final,utolsó
825,letzter::A,último,utolsó
826,allein::ADV,só,egyedül
827,auf einmal::ADV,de vez,egyszerre
828,zusammen::ADV,juntos,együtt
829,zusammen::ADV,juntos,összesen
830,lange::ADV,muito tempo,sokáig
831,lange::ADV,muito tempo,hosszan
832,plötzlich::ADV,de repente,hirtelen
833,plötzlich::ADV,de repente,egyszerre
834,sofort::ADV,imediatamente,rögtön
835,sofort::ADV,imediatamente,tüstént
836,später::ADV,mais tarde,későn
837,jetzt::ADV,agora,most
838,heute::ADV,hoje,ma
839,morgen::ADV,amanhã,holnap
840,bald::ADV,logo,majd
841,bald::ADV,logo,nemsokára
842,bald::ADV,breve,majd
843,bald::ADV,breve,nemsokára
844,dann::ADV,então,akkor
845,dann::ADV,depois,akkor
846,gestern::ADV,ontem,tegnap
847,einst::ADV,antigamente,hajdan
848,damals::ADV,então,akkor
849,damals::ADV,então,akkoriban
850,danach::ADV,logo,azután
851,danach::ADV,depois,azután
852,vorher::ADV,antes,előbb
853,zuerst::ADV,primeiro,először
854,einmal::ADV,uma vez,egyszer
