,Concept_ID,ps,ru
78,Staub::N,خاوره,пыль
79,Rauch::N,دود,дым
80,Rauch::N,لوګی,дым
81,Funke::N,سپرغۍ,искра
82,Feuer::N,اور,огонь
83,Licht::N,رڼا,свет
84,Schatten::N,سیوری,тень
85,Wetter::N,هوا,погода
86,Nebel::N,لړه,туман
87,Wolke::N,ورېځ,облако
88,Regen::N,وریا,дождь
89,Regen::N,باران,дождь
90,Schnee::N,واوره,снег
91,Eis::N,یخ,лед
92,Eis::N,کنګل,лед
93,Frost::N,یخ,мороз
94,Kälte::N,ساړه,холод
95,Hitze::N,تودوخي,жара
96,Raureif::N,سپینه پرخه,иней
97,Regenbogen::N,بوډۍ ټال,радуга
98,Regenbogen::N,سره زرغونه,радуга
99,Donner::N,تالنده,гром
100,Strömung::N,بهېدنه,течение
101,Tropfen::N,قطره,капля
102,Tropfen::N,څاڅکی,капля
103,Schaum::N,ځګ,пена
104,Schmutz::N,ناپاکي,грязь
105,See::N,جهیل,озеро
106,Sumpf::N,جبه,топь
107,Moor::N,جبه,болото
108,Wiese::N,چمن,луг
109,Wiese::N,شنېلی,луг
110,Wald::N,ځنګل,лес
111,Hügel::N,تپه,холм
112,Anhöhe::N,غونډۍ,возвышенность
113,Berg::N,غ‍‍‍‍‍ر,гора
114,Gipfel::N,څوکه,вершина
115,Höhle::N,کاز,пещера
116,Abhang::N,لمن,склон
117,Quelle::N,چینه,источник
118,Bach::N,واله,ручей
119,Fluss::N,سیند,река
120,Ufer::N,غاړه,берег
121,Küste::N,ساحل,побережье
122,Festland::N,وچه,суша
123,Meer::N,بحر,море
124,Meer::N,سمندر,море
125,Bucht::N,کارۍ,бухта
126,Insel::N,ټاپو,остров
127,Insel::N,جزيره,остров
128,Blume::N,ګل,цветок
129,Gras::N,واښه,трава
130,Wurzel::N,ریښه,корень
131,Baum::N,ونه,дерево
132,Stamm::N,ډډ,ствол
133,Rinde::N,پوستکی,кора
134,Ast::N,ښاخ,сук
135,Zweig::N,څانګه,ветвь
136,Blatt::N,پاڼه,лист
137,Birke::N,توس,береза
138,Kiefer[Baum]::N,نښتر,сосна
139,Weide[Baum]::N,وله,ива
140,Tanne::N,ناجو,ель
141,Horn::N,ښکر,рог
142,Feder::N,بڼکه,перо
143,Fell::N,پوستکی,шкура
144,Flügel::N,وزر,крыло
145,Klaue::N,پنجه,коготь
146,Klaue::N,منګول,коготь
147,Kralle::N,پنجه,лапа
148,Kralle::N,منګول,лапа
149,Schwanz::N,لکۍ,хвост
150,Ei::N,وۍ,яйцо
151,Ei::N,هګۍ,яйцо
152,Nest::N,جاله,гнездо
153,Bau::N,کاز,нора
154,Tier::N,ژوی,животное
155,Tier::N,حیوان,животное
156,Herde::N,رمه,стадо
157,Herde::N,غېله,стадо
158,Kuh::N,غوا,корова
159,Bulle::N,غوئی,бык
160,Pferd::N,آس,лошадь
161,Schaf::N,پسه,овца
162,Schwein::N,سرکوزی,свинья
163,Hund::N,سپی,собака
164,Katze::N,پشه,кошка
165,Bär::N,خرس,медведь
166,Eichhörnchen::N,خړ لمی,белка
167,Elch::N,ګوزن,лось
168,Fuchs::N,سپلم,лиса
169,Hase::N,سوی,заяц
170,Maus::N,مږک,мышь
171,Wolf::N,لېوه,волк
172,Vogel::N,مرغه,птица
173,Schwarm::N,سېل,стая
174,Huhn::N,چرګه,курица
175,Hahn::N,چرګ,петух
176,Gans::N,بته,гусь
177,Adler::N,عقاب,орел
178,Ente::N,ایلۍ,утка
179,Eule::N,ګونګی,сова
180,Kranich::N,کلنګ,журавль
181,Krähe::N,کارغه,ворона
182,Kuckuck::N,فاخته,кукушка
183,Schwan::N,قو,лебедь
184,Fisch::N,کب,рыба
185,Fisch::N,ماهی,рыба
186,Schlange[Tier]::N,مار,змея
187,Wurm::N,چینجی,червяк
188,Spinne::N,غڼه,паук
189,Spinne::N,تارکښ,паук
190,Ameise::N,مېږی,муравей
191,Laus::N,سپږه,вошь
192,Mücke::N,ماشی,комар
193,Fliege::N,مچ,муха
194,Schmetterling::N,پتنګ,бабочка
195,Beere::N,مېوۍ,ягода
196,Apfel::N,مڼه,яблоко
197,Pilz::N,خرېړی,гриб
198,Zwiebel::N,پیاز,луковица
199,Saat::N,تخم,семя
200,Korn::N,تخم,зерно
201,Korn::N,دانه,зерно
202,Heu::N,بوس,сено
203,Heu::N,پروړه,сено
204,Schale::N,پوستکی,шелуха
205,Grube::N,کنده,яма
206,Falle::N,دام,ловушка
207,Falle::N,لومه,ловушка
208,Schlinge::N,کړۍ,силок
209,Spur::N,نښه,след
210,Asche::N,آس,зола
211,Asche::N,آس,пепел
212,Asche::N,ایره,зола
213,Asche::N,ایره,пепел
214,Dreck::N,ناپاکي,грязь
215,Eisen::N,اوسپنه,железо
216,Gold::N,سره زر,золото
217,Silber::N,نقره,серебро
218,Silber::N,سپین زر,серебро
219,Kohle::N,سکور,уголь
220,Kohle::N,سکاره,уголь
221,Glas::N,ښيښه,стекло
222,Lehm::N,خټه,глина
223,Sand::N,شګه,песок
224,Mensch::N,انسان,человек
225,Mann::N,سړی,мужчина
226,Mann::N,نارینه,мужчина
227,Frau::N,ښځه,женщина
228,Kind::N,بچی,ребенок
229,Kind::N,ماشوم,ребенок
230,Junge::N,هلک,мальчик
231,Mädchen::N,نجلۍ,девочка
232,Familie::N,کورنۍ,семья
233,Großvater::N,بابا,дедушка
234,Großmutter::N,انا,бабушка
235,Eltern::N,مور او پلار,родители
236,Vater::N,پلار,отец
237,Mutter::N,مور,мать
238,Sohn::N,زوی,сын
239,Tochter::N,لور,дочь
240,Bruder::N,ورور,брат
241,Schwester::N,خور,сестра
242,Onkel::N,تره,дядя
243,Onkel::N,ماما,дядя
244,Tante::N,خاله,тетя
245,Ehemann::N,مېړه,муж
246,Ehefrau::N,مېرمن,жена
247,Freude::N,خوشحالي,радость
248,Gelächter::N,خندا,смех
249,Glück::N,بخت,счастье
250,Kummer::N,غم,горе
251,Wunsch::N,هيله,желание
252,Wunsch::N,غوښتنه,желание
253,Lust::N,شوق,влечение
254,Lust::N,مینه,влечение
255,Geist::N,روح,дух
256,Gedanke::N,فکر,мысль
257,Gedächtnis::N,یاد,память
258,Gedächtnis::N,حافظه,память
259,Verstand::N,عقل,ум
260,Verstand::N,شعور,ум
261,Sinn::N,معنی,смысл
262,Grund::N,علت,повод
263,Grund::N,اساس,повод
264,Wahrheit::N,حقیقت,правда
265,Gespräch::N,مرکه,беседа
266,Gespräch::N,خبرې اترې,беседа
267,Märchen::N,افسانه,сказка
268,Erzählung::N,قصه,рассказ
269,Erzählung::N,کیسه,рассказ
270,Nachricht::N,خبر,сообщение
271,Neuigkeit::N,نوی خبر,новость
272,Name::N,نوم,имя
273,Rätsel::N,کیسۍ,загадка
274,Rätsel::N,چیستان,загадка
275,Rede::N,وینا,речь
276,Sprache::N,ژبه,язык
277,Stimme::N,غږ,голос
278,Stimme::N,اواز,голос
279,Wort::N,لغت,слово
280,Wort::N,کلمه,слово
281,Zeichen::N,نښه,знак
282,Zeichen::N,اشاره,знак
283,Ruf::N,ږغ,зов
284,Ruf::N,بلنه,зов
285,Lärm::N,غالمغال,шум
286,Laut::N,ږغ,звук
287,Ton::N,اواز,звучание
288,Lied::N,غزله,песня
289,Lied::N,سندره,песня
290,Ruhe::N,ارامي,покой
291,Leute::N,خلک,люди
292,Volk::N,ولس,народ
293,Arbeit::N,کار,работа
294,Gast::N,مېلمه,гость
295,Geschenk::N,تحفه,подарок
296,Geschenk::N,سوغات,подарок
297,Spiel::N,لوبه,игра
298,Gesellschaft::N,ډله,общество
299,Hilfe::N,کومک,помощь
300,Hilfe::N,مرسته,помощь
301,Freund::N,ملګری,друг
302,Kamerad::N,انډيوال,приятель
303,Angelegenheit::N,موضوع,дело
304,Anzahl::N,شمېر,количество
305,Anzahl::N,تعداد,количество
306,Art::N,ډول,вид
307,Stück::N,ټوټه,кусок
308,Teil::N,برخه,часть
309,Hälfte::N,نیم,половина
310,Kreis::N,دایره,круг
311,Kreuz::N,صلیب,крест
312,Linie::N,خط,линия
313,Linie::N,لیکه,линия
314,Strich::N,کرښه,черта
315,Abstand::N,فاصله,промежуток
316,Entfernung::N,واټن,расстояние
317,Gegend::N,سیمه,местность
318,Gegend::N,منطقه,местность
319,Platz::N,ځای,пространство
320,Ort::N,ځای,место
321,Seite::N,مخ,сторона
322,Seite::N,اړخ,сторона
323,Mitte::N,وسط,середина
324,Mitte::N,مینځ,середина
325,Gegenstand::N,شی,предмет
326,Sache::N,شی,вещь
327,Sache::N,څيز,вещь
328,Rand::N,څنډه,край
329,Rand::N,کناره,край
330,Kante::N,اړخ,ребро
331,Ecke::N,ګوټ,угол
332,Spitze::N,څوکه,кончик
333,Ende::N,څوکه,конец
334,Loch::N,سوری,дыра
335,Winkel::N,کنج,угол
336,Winkel::N,کوتی,угол
337,Muster::N,نمونه,узор
338,Größe::N,قد,размер
339,Größe::N,لويوالی,размер
340,Länge::N,طول,длина
341,Länge::N,اوږد والی,длина
342,Höhe::N,جګوالی,высота
343,Gewicht::N,وزن,вес
344,Menge::N,اندازه,количество
345,Haufen::N,کوټه,куча
346,Reihe::N,صف,ряд
347,Reihe::N,کتار,ряд
348,Boot::N,قايق,лодка
349,Ruder::N,چپه,весло
350,Schlitten::N,ښویېدونی,сани
351,Ski::N,سکي,лыжа
352,Lagerfeuer::N,اور,костер
353,Last::N,بار,тяжесть
354,Last::N,پېټی,тяжесть
355,Gang::N,تګ,ход
356,Schritt::N,ګام,шаг
357,Norden::N,شمال,север
358,Süden::N,سوېل,юг
359,Westen::N,لوېدېځ,запад
360,Osten::N,شرق,восток
361,Osten::N,ختیځ,восток
362,Holz::N,لرګی,древесина
363,Brett::N,تخته,доска
364,Platte::N,تخته,плита
365,Stütze::N,تکیوان,подпорка
366,Stange::N,ډاګه,жердь
367,Stock::N,لرګی,палка
368,Stab::N,چيخله,шест
369,Rohr::N,نل,труба
370,Haus::N,کور,дом
371,Heim::N,کور,дом
372,Ofen::N,تودنۍ,печь
373,Fußboden::N,غولی,пол
374,Tisch::N,مېز,стол
375,Stuhl::N,چوکۍ,стул
376,Wiege::N,زانګو,колыбель
377,Bett::N,کټ,постель
378,Bett::N,چپرکټ,постель
379,Regal::N,تاخچۍ,полка
380,Kiste::N,صندوق,ящик
381,Fenster::N,کړکۍ,окно
382,Tür::N,دروازه,дверь
383,Tor::N,دروازه,ворота
384,Zaun::N,کټاره,забор
385,Dach::N,بام,крыша
386,Leiter::N,زينه,лестница
387,Besen::N,جارو,метла
388,Spaten::N,یوم,лопата
389,Schaufel::N,بېلچه,совок
390,Gabel::N,پنجه,вилка
391,Löffel::N,کاشوغه,ложка
392,Messer::N,چاقو,нож
393,Nagel::N,ميخ,гвоздь
394,Netz::N,جال,сеть
395,Haken::N,څنګک,крюк
396,Griff::N,لاستی,ручка
397,Schloss::N,کلپ,замок
398,Bild::N,رسم,картина
399,Figur::N,قدوقامت,фигура
400,Puppe::N,ګوډۍ,кукла
401,Beutel::N,کڅوړه,мешок
402,Bündel::N,دسته,связка
403,Tasche::N,بکس,сумка
404,Tasche::N,توبره,сумка
405,Eimer::N,سطل,ведро
406,Deckel::N,سرپوښ,крышка
407,Geschirr::N,لوښی,посуда
408,Sack::N,جوال,мешок
409,Tasse::N,پیاله,чашка
410,Topf::N,دېګی,кастрюля
411,Kessel::N,دېګ,котел
412,Essen::N,خوراک,еда
413,Nahrung::N,خوراک,пища
414,Speise::N,خواړه,блюдо
415,Speise::N,خواړه,кушанье
416,Fleisch::N,غوښه,мясо
417,Getreide::N,غله,хлеб
418,Brei::N,اوګره,каша
419,Brot::N,ډوډۍ,хлеб
420,Scheibe::N,مړۍ,ломоть
421,Fett::N,غوړي,жир
422,Butter::N,کوچ,масло
423,Öl::N,تېل,масло
424,Salz::N,مالګه,соль
425,Suppe::N,شوربا,суп
426,Honig::N,شات,мед
427,Milch::N,شوده,молоко
428,Tee::N,چای,чай
429,Leder::N,څرمن,кожа
430,Wolle::N,پشم,шерсть
431,Stoff::N,ټوټه,ткань
432,Nadel::N,ستن,игла
433,Faden::N,تار,нитка
434,Knopf::N,تڼۍ,пуговица
435,Knopf::N,تکمه,пуговица
436,Knoten::N,غوټه,узел
437,Farbe::N,رنګ,краска
438,Kleidung::N,کالي,одежда
439,Hemd::N,کميس,рубашка
440,Kragen::N,غاړه,воротник
441,Ärmel::N,لستوڼی,рукав
442,Hose::N,پطلون,брюки
443,Gürtel::N,کمربند,пояс
444,Mütze::N,خولۍ,шапка
445,Schuh::N,بوټ,ботинок
446,Stiefel::N,موزه,сапог
447,Ring::N,ګوته,кольцо
448,Band::N,فيته,лента
449,Kamm::N,ګمنځ,расческа
450,Spiegel::N,ایینه,зеркало
451,Spiegel::N,هنداره,зеркало
452,Riemen::N,تسمه,ремень
453,Schnur::N,مزی,веревка
454,Leine::N,رسۍ,поводок
455,Decke::N,بړستن,одеяло
456,Kissen::N,بالښت,подушка
457,Tuch::N,ټیکری,платок
458,Handtuch::N,دسمال,полотенце
459,Kraft::N,زور,сила
460,Kraft::N,توان,сила
461,Stärke::N,قوت,крепость
462,Gesundheit::N,صحت,здоровье
463,Gesundheit::N,روغتیا,здоровье
464,Krankheit::N,مرض,болезнь
465,Krankheit::N,ناروغي,болезнь
466,Schmerz::N,درد,боль
467,Wunde::N,ټپ,рана
468,Wunde::N,زخم,рана
469,Fieber::N,تبه,лихорадка
470,Fieber::N,تبه,температура
471,Arznei::N,دوا,лекарство
472,Arznei::N,دارو,лекарство
473,Brücke::N,پول,мост
474,Brunnen::N,څاه,колодец
475,Brunnen::N,کوهی,колодец
476,Weide::N,وله,пастбище
477,Pfad::N,تړه,тропа
478,Weg::N,لیار,путь
479,Weg::N,لیار,дорога
480,Straße::N,سړک,улица
481,Straße::N,سړک,дорога
482,Dorf::N,کلی,деревня
483,Stadt::N,ښار,город
484,Brief::N,لیک,письмо
485,Brief::N,مکتوب,письмо
486,Buch::N,کتاب,книга
487,Buchstabe::N,حرف,буква
488,Buchstabe::N,توری,буква
489,Zeitung::N,اخبار,газета
490,Leben::N,ژوند,жизнь
491,Tod::N,مرګ,смерть
492,Tod::N,مړینه,смерть
493,Grab::N,قبر,могила
494,Grab::N,ډورۍ,могила
495,Kirche::N,کلیسا,церковь
496,Sünde::N,ګناه,грех
497,Gott::N,خدای,бог
498,Arbeiter::N,کاریګر,рабочий
499,Chef::N,آمر,начальник
500,Meister::N,استاد,мастер
501,Arzt::N,طبیب,врач
502,Arzt::N,ډاکټر,врач
503,Lehrer::N,معلم,учитель
504,Lehrer::N,ښوونکی,учитель
505,Geld::N,پیسې,деньги
506,Geschäft::N,سوداګري,занятие
507,Laden::N,دکان,магазин
508,Laden::N,مغازه,магазин
509,Preis::N,بیه,цена
510,Ware::N,مال,товар
511,Nutzen::N,ګټه,выгода
512,Reichtum::N,شتمني,богатство
513,Welt::N,نړۍ,мир
514,Welt::N,دنیا,мир
515,Land::N,هېواد,страна
516,Staat::N,دولت,государство
517,König::N,باچا,король
518,König::N,پادشاه,король
519,Macht::N,قدرت,власть
520,Grenze::N,حد,граница
521,Grenze::N,سرحد,граница
522,Krieg::N,جګړه,война
523,Feind::N,دښمن,враг
524,Gewalt::N,زور,насилие
525,Gewalt::N,تشدد,насилие
526,Kampf::N,جنګ,борьба
527,Kampf::N,مبارزه,борьба
528,Bogen[Waffe]::N,لیندۍ,лук
529,Pfeil::N,غشی,стрела
530,Gewehr::N,ټوپک,ружье
531,Fehler::N,خطا,ошибка
532,Fehler::N,غلطي,ошибка
533,Lüge::N,دروغ,ложь
534,Schaden::N,زیان,вред
535,Schaden::N,تاوان,вред
536,Unglück::N,بدبختي,беда
537,Schuld::N,ګناه,вина
538,Alter::N,منګ,возраст
539,Schluss::N,اخر,окончание
540,Zeit::N,وخت,время
541,Tag::N,ورځ,день
542,Morgen::N,سبا,утро
543,Morgen::N,سهار,утро
544,Mittag::N,غرمه,полдень
545,Abend::N,ماښام,вечер
546,Nacht::N,شپه,ночь
547,Woche::N,اونۍ,неделя
548,Monat::N,مياشت,месяц
549,Jahr::N,کال,год
550,Frühling::N,پسرلی,весна
551,Sommer::N,دوبی,лето
552,Herbst::N,منی,осень
553,Herbst::N,خزان,осень
554,Winter::N,ژمی,зима
555,Januar::N,جنوري,январь
556,Februar::N,فبروري,февраль
557,März::N,مارچ,март
558,April::N,اپریل,апрель
559,Mai::N,مې,май
560,Juni::N,جون,июнь
561,Juli::N,جولای,июль
562,August::N,اګست,август
563,September::N,سپټامبر,сентябрь
564,Oktober::N,اکتوبر,октябрь
565,November::N,نومبر,ноябрь
566,Dezember::N,دسمبر,декабрь
567,Montag::N,دوشنبه,понедельник
568,Dienstag::N,سه شنبه,вторник
569,Mittwoch::N,چارشنبه,среда
570,Donnerstag::N,پنجشنبه,четверг
571,Freitag::N,جمعه,пятница
572,Samstag::N,خالي,суббота
573,Sonntag::N,یکشنبه,воскресенье
574,groß::A,لوی,большой
575,klein::A,وړوکی,маленький
576,lang::A,اوړد,длинный
577,kurz::A,لنډ,короткий
578,breit::A,پراخه,широкий
579,schmal::A,تنګ,узкий
580,dicht::A,ګڼ,густой
581,dick[Gegenstand]::A,پنډ,толстый
582,dünn::A,نری,тонкий
583,fein::A,نازک,тонкий
584,fest::A,کلک,крепкий
585,fest::A,ټینګ,крепкий
586,flach::A,هوار,плоский
587,glatt::A,ښوی,гладкий
588,hart::A,کلک,твердый
589,weich::A,نرم,мягкий
590,weich::A,پوست,мягкий
591,rund::A,ګرد,круглый
592,spitz::A,تېره,остроконечный
593,scharf::A,تېز,острый
594,scharf::A,تېره,острый
595,stumpf::A,پڅ,тупой
596,schwer::A,دروند,тяжелый
597,schön::A,ښکلی,красивый
598,heiß::A,تود,жаркий
599,warm::A,تود,теплый
600,kalt::A,ېخ,холодный
601,kalt::A,سوړ,холодный
602,kühl::A,ېخ,прохладный
603,kühl::A,سوړ,прохладный
604,frisch::A,تازه,свежий
605,feucht::A,مرطوب,влажный
606,nass::A,لوند,мокрый
607,trocken::A,وچ,сухой
608,voll::A,ډک,полный
609,voll::A,ډک,наполненный
610,leer::A,خالی,пустой
611,offen::A,خلاص,открытый
612,offen::A,پرانیستی,открытый
613,geschlossen::A,تړلی,закрытый
614,sauber::A,پاک,чистый
615,schmutzig::A,چټل,грязный
616,roh::A,خام,сырой
617,reif::A,پوخ,зрелый
618,reif::A,رسېدلی,зрелый
619,lecker::A,خوندور,вкусный
620,lecker::A,مزه دار,вкусный
621,süß::A,خوږ,сладкий
622,süß::A,شیرین,сладкий
623,bitter::A,تریخ,горький
624,sauer::A,ټاک,кислый
625,sauer::A,تريو,кислый
626,hell::A,روڼ,светлый
627,hell::A,روښان,светлый
628,dunkel::A,تیاره,темный
629,schwarz::A,تور,черный
630,weiß::A,سپين,белый
631,rot::A,سور,красный
632,gelb::A,زېړ,желтый
633,blau::A,شین,синий
634,blau::A,اسماني رنګه,синий
635,grün::A,زرغون,зеленый
636,grau::A,خړ,серый
637,bunt::A,رنګارنګ,пестрый
638,billig::A,ارزان,дешевый
639,teuer::A,ګران,дорогой
640,wertvoll::A,قیمتي,ценный
641,blind::A,ړوند,слепой
642,taub::A,کوڼ,глухой
643,kräftig::A,قوی,могучий
644,stark::A,قوی,сильный
645,stark::A,تکړه,сильный
646,schwach::A,ضعیف,слабый
647,schwach::A,کمزوری,слабый
648,fett::A,چاغ,жирный
649,schlank::A,خوش اندام,стройный
650,hübsch::A,ښکلی,прелестный
651,hübsch::A,ښایسته,прелестный
652,böse::A,شریر,злой
653,böse::A,قهرناک,злой
654,dumm::A,احمق,глупый
655,faul::A,لټ,ленивый
656,faul::A,تنبل,ленивый
657,fleißig::A,زحمت کښ,прилежный
658,geizig::A,بخیل,жадный
659,klug::A,عاقل,умный
660,klug::A,هوښیار,умный
661,geschickt::A,ماهر,искусный
662,lieb::A,عزیز,милый
663,lieb::A,محبوب,милый
664,lustig::A,خوشحال,веселый
665,sanft::A,پوست,нежный
666,sanft::A,ملایم,нежный
667,hungrig::A,وږی,голодный
668,krank::A,مريض,больной
669,krank::A,ناروغ,больной
670,nackt::A,لوڅ,голый
671,traurig::A,غمجن,грустный
672,lebendig::A,ژوندی,живой
673,gut::A,ښه,хороший
674,schlecht::A,بد,плохой
675,schlecht::A,خراب,плохой
676,richtig::A,سم,правильный
677,richtig::A,صحیح,правильный
678,schlimm::A,بد,отвратительный
679,schlimm::A,بد,мерзкий
680,schlimm::A,مخوف,отвратительный
681,schlimm::A,مخوف,мерзкий
682,wahr::A,واقعي,настоящий
683,alt::A,زوړ,старый
684,neu::A,نوی,новый
685,ehemalig::A,پخوانی,бывший
686,alt[Lebewesen]::A,زوړ,пожилой
687,jung::A,ځوان,молодой
688,arm::A,غریب,бедный
689,arm::A,بې وزله,бедный
690,reich::A,شتمن,богатый
691,reich::A,دولتمند,богатый
692,bekannt::A,اشنا,знакомый
693,berühmt::A,مشهور,знаменитый
694,fremd::A,پردی,чужой
695,fremd::A,بېګانه,чужой
696,verschieden::A,مختلف,разный
697,nah::A,نژدې,близкий
698,fern::A,لیری,далекий
699,linker::A,چپ,левый
700,linker::A,کیڼ,левый
701,rechter::A,ښی,правый
702,anderer::A,بل,другой
703,erster::A,لومړی,первый
704,zweiter::A,دوهم,второй
705,dritter::A,درېم,третий
706,letzter::A,آخرنی,последний
707,letzter::A,وروستی,последний
708,allein::ADV,یوازې,один
709,auf einmal::ADV,په یوه وخت کی,сразу
710,zusammen::ADV,یو ځای,вместе
711,lange::ADV,ډېر وخت,долго
712,lange::ADV,ډېره موده,долго
713,plötzlich::ADV,ناببره,вдруг
714,plötzlich::ADV,یوناڅاپه,вдруг
715,sofort::ADV,فوراً,тотчас
716,sofort::ADV,سمدلاسه,тотчас
717,später::ADV,وروسته,позже
718,jetzt::ADV,اوس,сейчас
719,heute::ADV,نن,сегодня
720,morgen::ADV,سبا,завтра
721,bald::ADV,ژر,скоро
722,dann::ADV,پس,потом
723,dann::ADV,وروسته,потом
724,gestern::ADV,پرون,вчера
725,einst::ADV,پخوا,однажды
726,damals::ADV,هغه وخت,тогда
727,danach::ADV,بیا,затем
728,vorher::ADV,دمخه,раньше
729,zuerst::ADV,لومړی,сперва
730,einmal::ADV,یو ځل,раз
731,manchmal::ADV,ګاهی ګاهی,иногда
732,oft::ADV,ډېر ځله,часто
733,immer::ADV,تل,всегда
734,immer::ADV,همېشه,всегда
735,niemals::ADV,هیڅکله نه,никогда
736,hier::ADV,دلته,здесь
737,hierhin::ADV,دلته,сюда
738,hierhin::ADV,دې ځای ته,сюда
739,von hier::ADV,د دې ځای نه,отсюда
740,dort::ADV,هلته,там
741,dorthin::ADV,هلته,туда
742,dorthin::ADV,هغه ځای ته,туда
743,geradeaus::ADV,مخامخ,прямо
744,vorwärts::ADV,مخ پهٔ وړاندې,вперед
745,rückwärts::ADV,بېرته,назад
746,zurück::ADV,بېرته,обратно
747,unten::ADV,لاندي,внизу
748,hinab::ADV,ښکته,вниз
749,oben::ADV,پورته,наверху
750,hinauf::ADV,پاس,вверх
751,überall::ADV,هره خوا,везде
752,nicht::ADV,نه,не
753,ein wenig::ADV,یو څه,немного
754,kaum::ADV,ایله,едва
755,sehr::ADV,ډېر,очень
756,sehr::ADV,زيات,очень
757,so::ADV,داسې,так
758,so::ADV,دومره,так
759,noch::ADV,نور,еще
760,nur::ADV,تش,только
761,nur::ADV,صرف,только
762,schon::ADV,دمخه,уже
763,wieder::ADV,بیا,опять
764,vergebens::ADV,عبث,напрасно
765,vor::PRP,دمخه,перед
766,hinter::PRP,شاته,за
767,hinter::PRP,شاته,позади
768,unter::PRP,لاندي,под
769,durch::PRP,د مینځ نه,сквозь
770,neben::PRP,نژدې,возле
771,zwischen::PRP,ترمینځ,между
772,wegen::PRP,د ... له لاسه,из-за
773,dies::PRN,دا,это
774,das::PRN,دا,то
775,alles::PRN,هرڅهٔ,все
776,ich::PRN,زه,я
777,du::PRN,ته,ты
778,er::PRN,دی,он
779,wir::PRN,مونږ,мы
780,ihr::PRN,تاسې,вы
781,sie::PRN,هغوی,они
782,was::FPRN,څهٔ,что
783,wer::FPRN,چا,кто
784,wer::FPRN,څوک,кто
785,wo::FADV,چيری,где
786,wo::FADV,چېرته,где
787,wohin::FADV,چېرته,куда
788,wie::FADV,څنګه,как
789,warum::FADV,ولې,почему
790,wieviel::FNUM,څو,сколько
791,wieviel::FNUM,څومره,сколько
792,eins::NUM,یو,один
793,zwei::NUM,دوه,два
794,drei::NUM,درې,три
795,vier::NUM,څلور,четыре
796,fünf::NUM,پنځه,пять
797,sechs::NUM,شپږ,шесть
798,sieben::NUM,اوه,семь
799,acht::NUM,اته,восемь
800,neun::NUM,نهه,девять
801,zehn::NUM,لس,десять
802,elf::NUM,یوولس,одиннадцать
803,zwölf::NUM,دولس,двенадцать
804,zwanzig::NUM,شل,двадцать
805,dreißig::NUM,دېرش,тридцать
806,vierzig::NUM,څلوېښت,сорок
807,fünfzig::NUM,پنځوس,пятьдесят
