,Concept_ID,ps,he
115,Ufer::N,غاړه,גדה
116,Küste::N,ساحل,חוף
117,Festland::N,وچه,יבשה
118,Meer::N,بحر,ים
119,Meer::N,سمندر,ים
120,Bucht::N,کارۍ,מפרץ
121,Insel::N,ټاپو,אי
122,Insel::N,جزيره,אי
123,Blume::N,ګل,פרח
124,Gras::N,واښه,דשא
125,Wurzel::N,ریښه,שרש
126,Baum::N,ونه,עץ
127,Stamm::N,ډډ,גזע
128,Rinde::N,پوستکی,קלפת עץ
129,Ast::N,ښاخ,ענף
130,Zweig::N,څانګه,ענף
131,Blatt::N,پاڼه,עלה
132,Birke::N,توس,שדר
133,Kiefer[Baum]::N,نښتر,ארן
134,Weide[Baum]::N,وله,ערבה
135,Tanne::N,ناجو,אשוח
136,Horn::N,ښکر,קרן
137,Feder::N,بڼکه,נוצה
138,Fell::N,پوستکی,פרוה
139,Flügel::N,وزر,כנף
140,Klaue::N,پنجه,טלף
141,Klaue::N,منګول,טלף
142,Kralle::N,پنجه,טפר
143,Kralle::N,منګول,טפר
144,Schwanz::N,لکۍ,זנב
145,Ei::N,وۍ,ביצה
146,Ei::N,هګۍ,ביצה
147,Nest::N,جاله,קן
148,Bau::N,کاز,מחלה
149,Tier::N,ژوی,חיה
150,Tier::N,حیوان,חיה
151,Herde::N,رمه,עדר
152,Herde::N,غېله,עדר
153,Kuh::N,غوا,פרה
154,Bulle::N,غوئی,פר
155,Pferd::N,آس,סוס
156,Schaf::N,پسه,כבשה
157,Schwein::N,سرکوزی,חזיר
158,Hund::N,سپی,כלב
159,Katze::N,پشه,חתול
160,Bär::N,خرس,דב
161,Eichhörnchen::N,خړ لمی,סנאי
162,Elch::N,ګوزن,דישון
163,Fuchs::N,سپلم,שועל
164,Hase::N,سوی,ארנב
165,Maus::N,مږک,עכבר
166,Wolf::N,لېوه,זאב
167,Vogel::N,مرغه,צפור
168,Schwarm::N,سېل,נחיל
169,Schwarm::N,سېل,להקה
170,Huhn::N,چرګه,תרנגלת
171,Hahn::N,چرګ,תרנגול
172,Gans::N,بته,אוז
173,Adler::N,عقاب,עיט
174,Ente::N,ایلۍ,ברוז
175,Eule::N,ګونګی,ינשוף
176,Kranich::N,کلنګ,עגור
177,Kranich::N,کلنګ,כרוכיה
178,Krähe::N,کارغه,עורב
179,Kuckuck::N,فاخته,קוקיה
180,Schwan::N,قو,ברבור
181,Fisch::N,کب,דג
182,Fisch::N,ماهی,דג
183,Schlange[Tier]::N,مار,נחש
184,Wurm::N,چینجی,תולעת
185,Spinne::N,غڼه,עכביש
186,Spinne::N,تارکښ,עכביש
187,Ameise::N,مېږی,נמלה
188,Laus::N,سپږه,כנה
189,Mücke::N,ماشی,יתוש
190,Fliege::N,مچ,זבוב
191,Schmetterling::N,پتنګ,פרפר
192,Beere::N,مېوۍ,ענבה
193,Apfel::N,مڼه,תפוח
194,Pilz::N,خرېړی,פטריה
195,Zwiebel::N,پیاز,בצל
196,Saat::N,تخم,זרעים
197,Korn::N,تخم,גרעין
198,Korn::N,دانه,גרעין
199,Heu::N,بوس,חציר
200,Heu::N,پروړه,חציר
201,Schale::N,پوستکی,קלפה
202,Grube::N,کنده,בור
203,Grube::N,کنده,שוחה
204,Falle::N,دام,מלכדת
205,Falle::N,لومه,מלכדת
206,Schlinge::N,کړۍ,לולאה
207,Spur::N,نښه,עקבה
208,Asche::N,آس,אפר
209,Asche::N,ایره,אפר
210,Dreck::N,ناپاکي,זהמה
211,Eisen::N,اوسپنه,ברזל
212,Gold::N,سره زر,זהב
213,Silber::N,نقره,כסף
214,Silber::N,سپین زر,כסף
215,Kohle::N,سکور,פחם
216,Kohle::N,سکاره,פחם
217,Glas::N,ښيښه,זכוכית
218,Lehm::N,خټه,חרסית
219,Sand::N,شګه,חול
220,Mensch::N,انسان,אדם
221,Mann::N,سړی,איש
222,Mann::N,سړی,גבר
223,Mann::N,نارینه,איש
224,Mann::N,نارینه,גבר
225,Frau::N,ښځه,אשה
226,Frau::N,ښځه,גברת
227,Kind::N,بچی,ילד
228,Kind::N,ماشوم,ילד
229,Junge::N,هلک,ילד
230,Mädchen::N,نجلۍ,נערה
231,Familie::N,کورنۍ,משפחה
232,Großvater::N,بابا,סבא
233,Großmutter::N,انا,סבתא
234,Eltern::N,مور او پلار,הורים
235,Vater::N,پلار,אב
236,Mutter::N,مور,אם
237,Sohn::N,زوی,בן
238,Tochter::N,لور,בת
239,Bruder::N,ورور,אח
240,Schwester::N,خور,אחות
241,Onkel::N,تره,דוד
242,Onkel::N,ماما,דוד
243,Tante::N,خاله,דודה
244,Ehemann::N,مېړه,איש
245,Ehemann::N,مېړه,בעל
246,Ehefrau::N,مېرمن,אשה
247,Freude::N,خوشحالي,שמחה
248,Gelächter::N,خندا,צחוק
249,Glück::N,بخت,אשר
250,Kummer::N,غم,יגון
251,Kummer::N,غم,עגמה
252,Wunsch::N,هيله,אחול
253,Wunsch::N,هيله,משאלה
254,Wunsch::N,غوښتنه,אחול
255,Wunsch::N,غوښتنه,משאלה
256,Lust::N,شوق,חשק
257,Lust::N,شوق,תשוקה
258,Lust::N,مینه,חשק
259,Lust::N,مینه,תשוקה
260,Geist::N,روح,רוח
261,Gedanke::N,فکر,מחשבה
262,Gedächtnis::N,یاد,זכרון
263,Gedächtnis::N,حافظه,זכרון
264,Verstand::N,عقل,שכל
265,Verstand::N,شعور,שכל
266,Sinn::N,معنی,מובן
267,Sinn::N,معنی,משמעות
268,Grund::N,علت,סבה
269,Grund::N,اساس,סבה
270,Wahrheit::N,حقیقت,אמת
271,Gespräch::N,مرکه,דיון
272,Gespräch::N,خبرې اترې,דיון
273,Märchen::N,افسانه,אגדה
274,Erzählung::N,قصه,ספור
275,Erzählung::N,کیسه,ספור
276,Nachricht::N,خبر,ידיעה
277,Neuigkeit::N,نوی خبر,חדשה
278,Name::N,نوم,שם
279,Rätsel::N,کیسۍ,תעלומה
280,Rätsel::N,چیستان,תעלומה
281,Rede::N,وینا,נאום
282,Sprache::N,ژبه,לשון
283,Stimme::N,غږ,קול
284,Stimme::N,اواز,קול
285,Wort::N,لغت,מלה
286,Wort::N,کلمه,מלה
287,Zeichen::N,نښه,סימן
288,Zeichen::N,اشاره,סימן
289,Ruf::N,ږغ,קריאה
290,Ruf::N,بلنه,קריאה
291,Lärm::N,غالمغال,רעש
292,Laut::N,ږغ,הגה
293,Ton::N,اواز,צליל
294,Lied::N,غزله,שיר
295,Lied::N,سندره,שיר
296,Ruhe::N,ارامي,שלוה
297,Leute::N,خلک,אנשים
298,Volk::N,ولس,עם
299,Arbeit::N,کار,עבודה
300,Gast::N,مېلمه,אורח
301,Geschenk::N,تحفه,מתנה
302,Geschenk::N,سوغات,מתנה
303,Spiel::N,لوبه,משחק
304,Gesellschaft::N,ډله,חברה
305,Hilfe::N,کومک,עזרה
306,Hilfe::N,مرسته,עזרה
307,Freund::N,ملګری,חבר
308,Freund::N,ملګری,ידיד
309,Kamerad::N,انډيوال,רע
310,Angelegenheit::N,موضوع,ענין
311,Anzahl::N,شمېر,מספר
312,Anzahl::N,تعداد,מספר
313,Art::N,ډول,סוג
314,Stück::N,ټوټه,חתיכה
315,Teil::N,برخه,פרק
316,Hälfte::N,نیم,חצי
317,Kreis::N,دایره,מעגל
318,Kreuz::N,صلیب,צלב
319,Linie::N,خط,קו
320,Linie::N,لیکه,קו
321,Strich::N,کرښه,קו קצר
322,Abstand::N,فاصله,מרחק
323,Entfernung::N,واټن,מרחק
324,Gegend::N,سیمه,נוף
325,Gegend::N,منطقه,נוף
326,Platz::N,ځای,שטח
327,Ort::N,ځای,אתר
328,Ort::N,ځای,מקום
329,Seite::N,مخ,צד
330,Seite::N,اړخ,צד
331,Mitte::N,وسط,אמצע
332,Mitte::N,مینځ,אמצע
333,Gegenstand::N,شی,אוביקט
334,Sache::N,شی,דבר
335,Sache::N,څيز,דבר
336,Rand::N,څنډه,פרור
337,Rand::N,کناره,פרור
338,Kante::N,اړخ,קצה
339,Ecke::N,ګوټ,פנה
340,Spitze::N,څوکه,קצה
341,Ende::N,څوکه,סוף
342,Loch::N,سوری,חר
343,Winkel::N,کنج,פנה
344,Winkel::N,کوتی,פנה
345,Muster::N,نمونه,תבנית
346,Größe::N,قد,גדל
347,Größe::N,لويوالی,גדל
348,Länge::N,طول,ארך
349,Länge::N,اوږد والی,ארך
350,Höhe::N,جګوالی,קומה
351,Höhe::N,جګوالی,גבה
352,Gewicht::N,وزن,משקל
353,Menge::N,اندازه,כמות
354,Haufen::N,کوټه,ערמה
355,Reihe::N,صف,רצף
356,Reihe::N,کتار,רצף
357,Boot::N,قايق,סירה
358,Ruder::N,چپه,משוט
359,Schlitten::N,ښویېدونی,מזחלת
360,Ski::N,سکي,מגלשים
361,Lagerfeuer::N,اور,מדורה
362,Last::N,بار,משא
363,Last::N,پېټی,משא
364,Gang::N,تګ,הליכה
365,Schritt::N,ګام,צעד
366,Norden::N,شمال,צפון
367,Süden::N,سوېل,דרום
368,Westen::N,لوېدېځ,מערב
369,Osten::N,شرق,מזרח
370,Osten::N,ختیځ,מזרח
371,Holz::N,لرګی,עץ
372,Brett::N,تخته,קרש
373,Platte::N,تخته,לוח
374,Stütze::N,تکیوان,משען
375,Stange::N,ډاګه,מוט
376,Stock::N,لرګی,מקל
377,Stab::N,چيخله,מוט
378,Rohr::N,نل,צנור
379,Haus::N,کور,בית
380,Heim::N,کور,בית
381,Ofen::N,تودنۍ,תנור
382,Fußboden::N,غولی,רצפה
383,Tisch::N,مېز,שלחן
384,Stuhl::N,چوکۍ,כסא
385,Wiege::N,زانګو,ערש
386,Bett::N,کټ,מטה
387,Bett::N,چپرکټ,מטה
388,Regal::N,تاخچۍ,מדף
389,Kiste::N,صندوق,תבה
390,Kiste::N,صندوق,ארגז
391,Fenster::N,کړکۍ,חלון
392,Tür::N,دروازه,דלת
393,Tor::N,دروازه,שער
394,Zaun::N,کټاره,גדר
395,Dach::N,بام,גג
396,Leiter::N,زينه,סלם
397,Besen::N,جارو,מטאטא
398,Spaten::N,یوم,את
399,Schaufel::N,بېلچه,את
400,Gabel::N,پنجه,מזלג
401,Löffel::N,کاشوغه,כף
402,Messer::N,چاقو,סכין
403,Nagel::N,ميخ,מסמר
404,Netz::N,جال,רשת
405,Haken::N,څنګک,וו
406,Haken::N,څنګک,קרס
407,Griff::N,لاستی,ידית
408,Schloss::N,کلپ,מנעול
409,Bild::N,رسم,תמונה
410,Figur::N,قدوقامت,פסל
411,Puppe::N,ګوډۍ,בבה
412,Beutel::N,کڅوړه,שק
413,Bündel::N,دسته,צרור
414,Tasche::N,بکس,שקית
415,Tasche::N,توبره,שקית
416,Eimer::N,سطل,דלי
417,Deckel::N,سرپوښ,מכסה
418,Geschirr::N,لوښی,כלים
419,Sack::N,جوال,שק
420,Tasse::N,پیاله,ספל
421,Topf::N,دېګی,סיר
422,Kessel::N,دېګ,קנקן
423,Essen::N,خوراک,אכל
424,Essen::N,خوراک,ארוחה
425,Nahrung::N,خوراک,הזנה
426,Nahrung::N,خوراک,תזונה
427,Speise::N,خواړه,מאכל
428,Speise::N,خواړه,ארוחה
429,Fleisch::N,غوښه,בשר
430,Getreide::N,غله,דגן
431,Brei::N,اوګره,מחית
432,Brot::N,ډوډۍ,לחם
433,Scheibe::N,مړۍ,עגול
434,Scheibe::N,مړۍ,פרוסה
435,Fett::N,غوړي,שמן
436,Butter::N,کوچ,חמאה
437,Öl::N,تېل,שמן
438,Salz::N,مالګه,מלח
439,Suppe::N,شوربا,מרק
440,Honig::N,شات,דבש
441,Milch::N,شوده,חלב
442,Tee::N,چای,תה
443,Leder::N,څرمن,עור
444,Wolle::N,پشم,צמר
445,Stoff::N,ټوټه,בד
446,Stoff::N,ټوټه,אריג
447,Nadel::N,ستن,מחט
448,Faden::N,تار,חוט
449,Knopf::N,تڼۍ,כפתור
450,Knopf::N,تکمه,כפתור
451,Knoten::N,غوټه,קשר
452,Farbe::N,رنګ,צבע
453,Kleidung::N,کالي,בגדים
454,Hemd::N,کميس,חלצה
455,Kragen::N,غاړه,צוארון
456,Ärmel::N,لستوڼی,שרוול
457,Hose::N,پطلون,מכנסים
458,Gürtel::N,کمربند,חגורה
459,Mütze::N,خولۍ,כובע
460,Schuh::N,بوټ,נעל
461,Stiefel::N,موزه,מגף
462,Ring::N,ګوته,טבעת
463,Band::N,فيته,סרט
464,Kamm::N,ګمنځ,מסרק
465,Spiegel::N,ایینه,מראה
466,Spiegel::N,هنداره,מראה
467,Riemen::N,تسمه,רצועה
468,Schnur::N,مزی,חבל
469,Leine::N,رسۍ,מושכות
470,Decke::N,بړستن,שמיכה
471,Kissen::N,بالښت,כרית
472,Tuch::N,ټیکری,צעיף
473,Handtuch::N,دسمال,מגבת
474,Kraft::N,زور,כוח
475,Kraft::N,توان,כוח
476,Stärke::N,قوت,און
477,Gesundheit::N,صحت,בריאות
478,Gesundheit::N,روغتیا,בריאות
479,Krankheit::N,مرض,מחלה
480,Krankheit::N,ناروغي,מחלה
481,Schmerz::N,درد,כאב
482,Wunde::N,ټپ,פציעה
483,Wunde::N,زخم,פציעה
484,Fieber::N,تبه,חם
485,Arznei::N,دوا,תרופה
486,Arznei::N,دارو,תרופה
487,Brücke::N,پول,גשר
488,Brunnen::N,څاه,באר
489,Brunnen::N,کوهی,באר
490,Weide::N,وله,אחו
491,Weide::N,وله,מרעה
492,Pfad::N,تړه,שביל
493,Pfad::N,تړه,מדרכה
494,Weg::N,لیار,דרך
495,Straße::N,سړک,כביש
496,Dorf::N,کلی,כפר
497,Stadt::N,ښار,עיר
498,Brief::N,لیک,מכתב
499,Brief::N,مکتوب,מכתב
500,Buch::N,کتاب,ספר
501,Buchstabe::N,حرف,אות
502,Buchstabe::N,توری,אות
503,Zeitung::N,اخبار,עתון
504,Leben::N,ژوند,חיים
505,Tod::N,مرګ,מות
506,Tod::N,مړینه,מות
507,Grab::N,قبر,קבר
508,Grab::N,ډورۍ,קבר
509,Kirche::N,کلیسا,כנסיה
510,Sünde::N,ګناه,חטא
511,Gott::N,خدای,אל
512,Arbeiter::N,کاریګر,פועל
513,Chef::N,آمر,ראש
514,Chef::N,آمر,מנהל
515,Meister::N,استاد,ממחה
516,Arzt::N,طبیب,רופא
517,Arzt::N,ډاکټر,רופא
518,Lehrer::N,معلم,מורה
519,Lehrer::N,ښوونکی,מורה
520,Geld::N,پیسې,כסף
521,Geschäft::N,سوداګري,עסקה
522,Laden::N,دکان,חנות
523,Laden::N,مغازه,חנות
524,Preis::N,بیه,מחיר
525,Ware::N,مال,סחורה
526,Nutzen::N,ګټه,תועלת
527,Reichtum::N,شتمني,עשר
528,Welt::N,نړۍ,עולם
529,Welt::N,دنیا,עולם
530,Land::N,هېواد,ארץ
531,Staat::N,دولت,מדינה
532,König::N,باچا,מלך
533,König::N,پادشاه,מלך
534,Macht::N,قدرت,כוח
535,Grenze::N,حد,גבול
536,Grenze::N,سرحد,גבול
537,Krieg::N,جګړه,מלחמה
538,Feind::N,دښمن,אויב
539,Gewalt::N,زور,אלימות
540,Gewalt::N,تشدد,אלימות
541,Kampf::N,جنګ,קרב
542,Kampf::N,جنګ,לחימה
543,Kampf::N,مبارزه,קרב
544,Kampf::N,مبارزه,לחימה
545,Bogen[Waffe]::N,لیندۍ,קשת
546,Pfeil::N,غشی,חץ
547,Gewehr::N,ټوپک,רובה
548,Fehler::N,خطا,טעות
549,Fehler::N,غلطي,טעות
550,Lüge::N,دروغ,שקר
551,Schaden::N,زیان,נזק
552,Schaden::N,تاوان,נזק
553,Unglück::N,بدبختي,מזל רע
554,Schuld::N,ګناه,אשמה
555,Alter::N,منګ,גיל
556,Schluss::N,اخر,סיום
557,Zeit::N,وخت,זמן
558,Tag::N,ورځ,יום
559,Morgen::N,سبا,בקר
560,Morgen::N,سهار,בקר
561,Mittag::N,غرمه,צהרים
562,Abend::N,ماښام,ערב
563,Nacht::N,شپه,לילה
564,Woche::N,اونۍ,שבוע
565,Monat::N,مياشت,חדש
566,Jahr::N,کال,שנה
567,Frühling::N,پسرلی,אביב
568,Sommer::N,دوبی,קיץ
569,Herbst::N,منی,סתו
570,Herbst::N,خزان,סתו
571,Winter::N,ژمی,חרף
572,Januar::N,جنوري,ינואר
573,Februar::N,فبروري,פברואר
574,März::N,مارچ,מרץ
575,April::N,اپریل,אפריל
576,Mai::N,مې,מאי
577,Juni::N,جون,יוני
578,Juli::N,جولای,יולי
579,August::N,اګست,אוגוסט
580,September::N,سپټامبر,ספטמבר
581,Oktober::N,اکتوبر,אוקטובר
582,November::N,نومبر,נובמבר
583,Dezember::N,دسمبر,דצמבר
584,Montag::N,دوشنبه,יום שני
585,Dienstag::N,سه شنبه,יום שלישי
586,Mittwoch::N,چارشنبه,יום רביעי
587,Donnerstag::N,پنجشنبه,יום חמישי
588,Freitag::N,جمعه,יום ששי
589,Samstag::N,خالي,יום שבת
590,Sonntag::N,یکشنبه,יום ראשון
591,groß::A,لوی,גדול
592,klein::A,وړوکی,קטן
593,lang::A,اوړد,ארך
594,kurz::A,لنډ,קצר
595,breit::A,پراخه,רחב
596,schmal::A,تنګ,צר
597,dicht::A,ګڼ,צפוף
598,dick[Gegenstand]::A,پنډ,עבה
599,dünn::A,نری,דק
600,fein::A,نازک,מעדן
601,fest::A,کلک,מוצק
602,fest::A,ټینګ,מוצק
603,flach::A,هوار,שטוח
604,glatt::A,ښوی,חלק
605,hart::A,کلک,קשיח
606,weich::A,نرم,רך
607,weich::A,پوست,רך
608,rund::A,ګرد,עגל
609,spitz::A,تېره,חד
610,scharf::A,تېز,חד
611,scharf::A,تېره,חד
612,stumpf::A,پڅ,קהה
613,schwer::A,دروند,כבד
614,schön::A,ښکلی,יפה
615,heiß::A,تود,חם
616,warm::A,تود,חם
617,kalt::A,ېخ,קר
618,kalt::A,سوړ,קר
619,kühl::A,ېخ,צונן
620,kühl::A,سوړ,צונן
621,frisch::A,تازه,טרי
622,feucht::A,مرطوب,לח
623,nass::A,لوند,רטוב
624,trocken::A,وچ,יבש
625,voll::A,ډک,מלא
626,leer::A,خالی,ריק
627,offen::A,خلاص,פתוח
628,offen::A,پرانیستی,פתוח
629,geschlossen::A,تړلی,סגור
630,sauber::A,پاک,נקי
631,schmutzig::A,چټل,מלכלך
632,roh::A,خام,חי
633,reif::A,پوخ,בשל
634,reif::A,رسېدلی,בשל
635,lecker::A,خوندور,טעים
636,lecker::A,مزه دار,טעים
637,süß::A,خوږ,מתוק
638,süß::A,شیرین,מתוק
639,bitter::A,تریخ,מר
640,sauer::A,ټاک,חמוץ
641,sauer::A,تريو,חמוץ
642,hell::A,روڼ,בהיר
643,hell::A,روښان,בהיר
644,dunkel::A,تیاره,עמום
645,schwarz::A,تور,שחר
646,weiß::A,سپين,לבן
647,rot::A,سور,אדם
648,gelb::A,زېړ,צהב
649,blau::A,شین,כחל
650,blau::A,اسماني رنګه,כחל
651,grün::A,زرغون,ירק
652,grau::A,خړ,אפר
653,bunt::A,رنګارنګ,צבעוני
654,billig::A,ارزان,זול
655,teuer::A,ګران,יקר
656,wertvoll::A,قیمتي,יקר ערך
657,blind::A,ړوند,עור
658,taub::A,کوڼ,חרש
659,kräftig::A,قوی,חסן
660,stark::A,قوی,חזק
661,stark::A,تکړه,חזק
662,schwach::A,ضعیف,חלש
663,schwach::A,کمزوری,חלש
664,fett::A,چاغ,שמן
665,schlank::A,خوش اندام,רזה
666,hübsch::A,ښکلی,יפה תאר
667,hübsch::A,ښایسته,יפה תאר
668,böse::A,شریر,רשע
669,böse::A,قهرناک,רשע
670,dumm::A,احمق,טפש
671,faul::A,لټ,עצלן
672,faul::A,تنبل,עצלן
673,fleißig::A,زحمت کښ,חרוץ
674,geizig::A,بخیل,קמצן
675,klug::A,عاقل,נבון
676,klug::A,عاقل,פקח
677,klug::A,هوښیار,נבון
678,klug::A,هوښیار,פקח
679,geschickt::A,ماهر,מימן
680,lieb::A,عزیز,יקר
681,lieb::A,عزیز,אהוב
682,lieb::A,محبوب,יקר
683,lieb::A,محبوب,אהוב
684,lustig::A,خوشحال,עליז
685,sanft::A,پوست,עדין
686,sanft::A,ملایم,עדין
687,hungrig::A,وږی,רעב
688,krank::A,مريض,חולה
689,krank::A,ناروغ,חולה
690,nackt::A,لوڅ,ערום
691,traurig::A,غمجن,עצוב
692,lebendig::A,ژوندی,חי
693,gut::A,ښه,טוב
694,schlecht::A,بد,גרוע
695,schlecht::A,خراب,גרוע
696,richtig::A,سم,נכון
697,richtig::A,صحیح,נכון
698,schlimm::A,بد,רע
699,schlimm::A,مخوف,רע
700,wahr::A,واقعي,אמתי
701,alt::A,زوړ,ישן
702,neu::A,نوی,חדש
703,ehemalig::A,پخوانی,לשעבר
704,alt[Lebewesen]::A,زوړ,זקן
705,jung::A,ځوان,צעיר
706,arm::A,غریب,עני
707,arm::A,بې وزله,עני
708,reich::A,شتمن,עשיר
709,reich::A,دولتمند,עשיר
710,bekannt::A,اشنا,ידוע
711,berühmt::A,مشهور,מפרסם
712,fremd::A,پردی,זר
713,fremd::A,بېګانه,זר
714,verschieden::A,مختلف,שונה
715,nah::A,نژدې,קרוב
716,fern::A,لیری,רחוק
717,linker::A,چپ,שמאלי
718,linker::A,کیڼ,שמאלי
719,rechter::A,ښی,ימין
720,anderer::A,بل,אחר
721,erster::A,لومړی,ראשון
722,zweiter::A,دوهم,שני
723,dritter::A,درېم,שלישי
724,letzter::A,آخرنی,אחרון
725,letzter::A,وروستی,אחרון
726,allein::ADV,یوازې,לבד
727,auf einmal::ADV,په یوه وخت کی,בו-זמנית
728,zusammen::ADV,یو ځای,ביחד
729,lange::ADV,ډېر وخت,הרבה זמן
730,lange::ADV,ډېره موده,הרבה זמן
731,plötzlich::ADV,ناببره,לפתע
732,plötzlich::ADV,ناببره,פתאום
733,plötzlich::ADV,یوناڅاپه,לפתע
734,plötzlich::ADV,یوناڅاپه,פתאום
735,sofort::ADV,فوراً,מיד
736,sofort::ADV,سمدلاسه,מיד
737,später::ADV,وروسته,לאחר זמן
738,später::ADV,وروسته,יותר מאחר
739,jetzt::ADV,اوس,עכשיו
740,heute::ADV,نن,היום
741,morgen::ADV,سبا,מחר
742,bald::ADV,ژر,בקרוב
743,dann::ADV,پس,אחר-כך
744,dann::ADV,وروسته,אחר-כך
745,gestern::ADV,پرون,אתמול
746,einst::ADV,پخوا,לפנים
747,damals::ADV,هغه وخت,אז
748,danach::ADV,بیا,אחר-כך
749,vorher::ADV,دمخه,לפני זה
750,zuerst::ADV,لومړی,קדם
751,einmal::ADV,یو ځل,פעם
752,manchmal::ADV,ګاهی ګاهی,לפעמים
753,oft::ADV,ډېر ځله,לעתים קרובות
754,immer::ADV,تل,תמיד
755,immer::ADV,همېشه,תמיד
756,niemals::ADV,هیڅکله نه,אף פעם
757,hier::ADV,دلته,כאן
758,hierhin::ADV,دلته,פה
759,hierhin::ADV,دې ځای ته,פה
760,von hier::ADV,د دې ځای نه,מפה
761,dort::ADV,هلته,שם
762,dorthin::ADV,هلته,שם
763,dorthin::ADV,هغه ځای ته,שם
764,geradeaus::ADV,مخامخ,ישר
765,vorwärts::ADV,مخ پهٔ وړاندې,קדימה
766,rückwärts::ADV,بېرته,לאחור
767,zurück::ADV,بېرته,בחזרה
768,zurück::ADV,بېرته,אחורנית
769,unten::ADV,لاندي,למטה
770,hinab::ADV,ښکته,למטה
771,oben::ADV,پورته,מעל
772,oben::ADV,پورته,למעלה
773,hinauf::ADV,پاس,למעלה
774,überall::ADV,هره خوا,בכל מקום
775,nicht::ADV,نه,לא
776,ein wenig::ADV,یو څه,קצת
777,kaum::ADV,ایله,בקשי
