,Concept_ID,ga,eu
111,Regenbogen::N,bogha báistí,ortzadar
112,Donner::N,toirneach,ostots
113,Donner::N,toirneach,ihurtzuri
114,Strömung::N,sruth,laster
115,Tropfen::N,deoir,xorta
116,Schaum::N,cúr,bits
117,Schmutz::N,salachar,lohi
118,Schmutz::N,salachar,zikin
119,See::N,loch,laku
120,See::N,loch,aintzira
121,Sumpf::N,portach,zingira
122,Moor::N,caorán,zohikaztegi
123,Moor::N,móinteán,zohikaztegi
124,Wiese::N,cluain,larre
125,Wiese::N,cluain,belardi
126,Wiese::N,móinéar,larre
127,Wiese::N,móinéar,belardi
128,Wald::N,coill,baso
129,Wald::N,coill,oihan
130,Wald::N,foraois,baso
131,Wald::N,foraois,oihan
132,Hügel::N,ard,muino
133,Hügel::N,ard,pentoka
134,Anhöhe::N,ard,garai
135,Anhöhe::N,ard,goragune
136,Anhöhe::N,ardán,garai
137,Anhöhe::N,ardán,goragune
138,Berg::N,sliabh,mendi
139,Gipfel::N,barr,gain
140,Gipfel::N,barr,tontor
141,Gipfel::N,mullach,gain
142,Gipfel::N,mullach,tontor
143,Höhle::N,uaimh,kobazulo
144,Höhle::N,pluais,kobazulo
145,Abhang::N,fána,aldapa
146,Quelle::N,foinse,iturri
147,Quelle::N,foinse,iturbegi
148,Bach::N,sruthán,lats
149,Bach::N,sruthán,erreka
150,Fluss::N,abhainn,ibai
151,Fluss::N,abhainn,uhaitz
152,Ufer::N,bruach,bazter
153,Küste::N,cósta,itsasalde
154,Küste::N,cladach,itsasalde
155,Festland::N,míntír,lehor
156,Meer::N,muir,itsaso
157,Meer::N,farraige,itsaso
158,Bucht::N,bá,golko
159,Bucht::N,cuan,golko
160,Insel::N,inis,irla
161,Insel::N,inis,uharte
162,Insel::N,oileán,irla
163,Insel::N,oileán,uharte
164,Blume::N,bláth,lili
165,Gras::N,féar,belar
166,Wurzel::N,rúta,zuztar
167,Wurzel::N,rúta,sustrai
168,Wurzel::N,fréamh,zuztar
169,Wurzel::N,fréamh,sustrai
170,Baum::N,crann,zuhaitz
171,Stamm::N,stoc,enbor
172,Stamm::N,tamhan,enbor
173,Rinde::N,coirt,azal
174,Rinde::N,craiceann,azal
175,Ast::N,géag,adar
176,Zweig::N,géag,abar
177,Zweig::N,craobh,abar
178,Blatt::N,duille,hosto
179,Blatt::N,duilleog,hosto
180,Birke::N,beith,urki
181,Birke::N,crann beithe,urki
182,Kiefer[Baum]::N,péine,ler
183,Weide[Baum]::N,saileach,zume
184,Weide[Baum]::N,saileach,sahats
185,Tanne::N,giúis,izei
186,Horn::N,adharc,adar
187,Feder::N,cleite,luma
188,Feder::N,cleite,hegaki
189,Fell::N,clúmh,ile
190,Fell::N,clúmh,larru
191,Flügel::N,eite,hego
192,Flügel::N,sciathán,hego
193,Klaue::N,crúb,atzapar
194,Klaue::N,crobh,atzapar
195,Kralle::N,crobh,erpe
196,Kralle::N,crobh,atzapar
197,Schwanz::N,eireaball,isats
198,Schwanz::N,eireaball,buztan
199,Ei::N,ubh,arrautza
200,Nest::N,nead,habia
201,Bau::N,brocais,ohantze
202,Tier::N,ainmhí,abere
203,Tier::N,ainmhí,piztia
204,Tier::N,beithíoch,abere
205,Tier::N,beithíoch,piztia
206,Herde::N,tréad,saldo
207,Herde::N,tréad,abere talde
208,Kuh::N,bó,behi
209,Bulle::N,tarbh,zezen
210,Pferd::N,each,zaldi
211,Pferd::N,capall,zaldi
212,Schaf::N,caora,ardi
213,Schwein::N,muc,urde
214,Schwein::N,muc,txerri
215,Hund::N,madra,txakur
216,Katze::N,cat,katu
217,Bär::N,béar,hartz
218,Eichhörnchen::N,iora,urtxintxa
219,Elch::N,eilc,altze
220,Fuchs::N,sionnach,azeri
221,Fuchs::N,madra rua,azeri
222,Hase::N,giorria,erbi
223,Maus::N,luch,sagu
224,Wolf::N,mac tíre,otso
225,Vogel::N,éan,txori
226,Vogel::N,éan,hegazti
227,Schwarm::N,saithe,aldra
228,Huhn::N,cearc,oilo
229,Hahn::N,coileach,oilar
230,Gans::N,gé,antzara
231,Adler::N,iolar,arrano
232,Ente::N,lacha,ahate
233,Eule::N,ulchabhán,hontza
234,Kranich::N,grús,kurrilo
235,Krähe::N,caróg,bele
236,Krähe::N,préachán,bele
237,Kuckuck::N,cuach,kuku
238,Schwan::N,eala,beltxarga
239,Fisch::N,iasc,arrain
240,Barsch::N,péirse,perka
241,Hecht::N,liús,lutxo
242,Schlange[Tier]::N,nathair,suge
243,Wurm::N,péist,har
244,Spinne::N,damhán alla,armiarma
245,Ameise::N,seangán,inurri
246,Laus::N,míol,zorri
247,Mücke::N,muiscít,eltxo
248,Mücke::N,corrmhíol,eltxo
249,Fliege::N,cuil,euli
250,Fliege::N,cuileog,euli
251,Schmetterling::N,féileacán,pinpirin
252,Schmetterling::N,féileacán,tximeleta
253,Beere::N,caor,baia
254,Apfel::N,úll,sagar
255,Pilz::N,beacán,onddo
256,Pilz::N,beacán,perretxiko
257,Pilz::N,muisiriún,onddo
258,Pilz::N,muisiriún,perretxiko
259,Zwiebel::N,oinniún,tipula
260,Saat::N,síol,haziak
261,Korn::N,gráinne,ale
262,Korn::N,gráinne,pikor
263,Heu::N,féar,belar ondu
264,Schale::N,scaimh,azal
265,Grube::N,poll,hobi
266,Falle::N,gaiste,harrapagailu
267,Schlinge::N,sealán,bilur
268,Schlinge::N,sealán,xedera
269,Spur::N,rian,lorratz
270,Asche::N,luaith,errauts
271,Dreck::N,salachar,satsukeria
272,Eisen::N,iarann,burdina
273,Gold::N,ór,urre
274,Gold::N,ór,urregorri
275,Silber::N,airgead,zilar
276,Silber::N,airgead,urrezuri
277,Kohle::N,gual,ikatz
278,Glas::N,gloine,beira
279,Lehm::N,cré,buztin
280,Sand::N,gaineamh,harea
281,Sand::N,gaineamh,hondar
282,Mensch::N,duine,gizaki
283,Mann::N,fear,gizon
284,Frau::N,bean,andere
285,Frau::N,bean,emakume
286,Kind::N,gasúr,haur
287,Kind::N,páiste,haur
288,Junge::N,buachaill,mutil
289,Mädchen::N,cailín,neska
290,Familie::N,teaghlach,sendi
291,Familie::N,teaghlach,familia
292,Familie::N,comhluadar,sendi
293,Familie::N,comhluadar,familia
294,Großvater::N,seanathair,aitona
295,Großvater::N,seanathair,aitatxi
296,Großmutter::N,seanmháthair,amona
297,Großmutter::N,seanmháthair,amatxi
298,Eltern::N,tuismitheoirí,gurasoak
299,Vater::N,athair,aita
300,Mutter::N,máthair,ama
301,Sohn::N,mac,seme
302,Tochter::N,iníon,alaba
303,Bruder::N,deartháir,neba
304,Bruder::N,deartháir,anaia
305,Schwester::N,deirfiúr,ahizpa
306,Onkel::N,uncail,osaba
307,Tante::N,aintín,izeba
308,Ehemann::N,fear céile,senar
309,Ehefrau::N,bean chéile,emazte
310,Freude::N,áthas,poz
311,Freude::N,áthas,pozkari
312,Gelächter::N,gáire,barre
313,Gelächter::N,gáire,karkara
314,Glück::N,séan,zori
315,Glück::N,sonas,zori
316,Kummer::N,brón,xangrin
317,Kummer::N,brón,atsekabe
318,Kummer::N,buairt,xangrin
319,Kummer::N,buairt,atsekabe
320,Wunsch::N,guí,nahi
321,Wunsch::N,guí,nahikunde
322,Wunsch::N,achainí,nahi
323,Wunsch::N,achainí,nahikunde
324,Lust::N,fonn,gogo
325,Geist::N,meon,gogo
326,Geist::N,spiorad,gogo
327,Gedanke::N,smaoineamh,gogoeta
328,Gedächtnis::N,cuimhne,oroimen
329,Gedächtnis::N,cuimhne,gogoramen
330,Verstand::N,ciall,adimen
331,Verstand::N,ciall,ulermen
332,Verstand::N,intinn,adimen
333,Verstand::N,intinn,ulermen
334,Sinn::N,brí,zentzu
335,Sinn::N,ciall,zentzu
336,Grund::N,fáth,zergati
337,Wahrheit::N,fírinne,egia
338,Gespräch::N,comhrá,hizketa
339,Gespräch::N,comhrá,elkarrizketa
340,Märchen::N,scéal,ipuin
341,Erzählung::N,scéal,edesti
342,Erzählung::N,scéal,kontakizun
343,Nachricht::N,teachtaireacht,albiste
344,Neuigkeit::N,scéala,berri
345,Name::N,ainm,izen
346,Rätsel::N,tomhas,asmakizun
347,Rede::N,óráid,hitzaldi
348,Rede::N,óráid,mintzaldi
349,Rede::N,aitheasc,hitzaldi
350,Rede::N,aitheasc,mintzaldi
351,Sprache::N,teanga,hizkuntza
352,Stimme::N,guth,ahots
353,Wort::N,focal,hitz
354,Zeichen::N,comhartha,agerbide
355,Zeichen::N,comhartha,agergarri
356,Ruf::N,glaoch,dei
357,Lärm::N,torann,zarata
358,Lärm::N,torann,harrabots
359,Laut::N,fuaim,hots
360,Ton::N,ton,tonu
361,Ton::N,ton,soinu
362,Lied::N,amhrán,abesti
363,Ruhe::N,suaimhneas,nasaitasun
364,Leute::N,muintir,jende
365,Volk::N,pobal,herri
366,Volk::N,pobal,populu
367,Arbeit::N,obair,lan
368,Gast::N,aoi,arrotz
369,Gast::N,aoi,apopilo
370,Geschenk::N,féirín,opari
371,Geschenk::N,bronntanas,opari
372,Spiel::N,cluiche,jolas
373,Gesellschaft::N,comhluadar,gizarte
374,Hilfe::N,cúnamh,helpide
375,Hilfe::N,cúnamh,laguntza
376,Hilfe::N,cabhair,helpide
377,Hilfe::N,cabhair,laguntza
378,Freund::N,cara,lagun
379,Kamerad::N,comrádaí,adiskide
380,Kamerad::N,comrádaí,lagunkide
381,Angelegenheit::N,ábhar,afera
382,Anzahl::N,líon,kopuru
383,Art::N,sórt,mota
384,Art::N,saghas,mota
385,Stück::N,píosa,puska
386,Teil::N,cuid,atal
387,Teil::N,páirt,atal
388,Hälfte::N,leath,erdi
389,Kreis::N,ciorcal,biribilki
390,Kreuz::N,cros,gurutze
391,Linie::N,líne,linea
392,Strich::N,stríoc,marra
393,Abstand::N,achar,tarte
394,Entfernung::N,fad,urrunera
395,Gegend::N,ceantar,alderdi
396,Gegend::N,ceantar,eskualde
397,Platz::N,áit,leku
398,Platz::N,spás,leku
399,Ort::N,áit,toki
400,Seite::N,taobh,albo
401,Mitte::N,lár,erdi
402,Gegenstand::N,ball,gauzaki
403,Gegenstand::N,ábhar,gauzaki
404,Sache::N,ní,gauza
405,Sache::N,rud,gauza
406,Rand::N,imeall,ertz
407,Rand::N,ciumhais,ertz
408,Kante::N,corr,ertz
409,Kante::N,colbha,ertz
410,Ecke::N,coirnéal,kantoi
411,Spitze::N,gob,punta
412,Spitze::N,barr,punta
413,Ende::N,ceann,buru
414,Ende::N,ceann,mutur
415,Ende::N,foirceann,buru
416,Ende::N,foirceann,mutur
417,Loch::N,poll,zulo
418,Winkel::N,cúinne,zoko
419,Winkel::N,cúinne,bazter
420,Winkel::N,uillinn,zoko
421,Winkel::N,uillinn,bazter
422,Muster::N,patrún,eredu
423,Muster::N,patrún,marrazki
424,Größe::N,méid,kaizu
425,Größe::N,méid,tamaina
426,Größe::N,toise,kaizu
427,Größe::N,toise,tamaina
428,Länge::N,fad,luzera
429,Höhe::N,airde,goiera
430,Höhe::N,airde,garaiera
431,Gewicht::N,meáchan,hazta
432,Menge::N,méid,kopuru
433,Haufen::N,cnap,pila
434,Haufen::N,cnap,mendoi
435,Reihe::N,líne,ilara
436,Reihe::N,líne,errenkada
437,Reihe::N,sraith,ilara
438,Reihe::N,sraith,errenkada
439,Boot::N,bád,potin
440,Boot::N,bád,txalupa
441,Ruder::N,rámh,arraun
442,Ruder::N,maide rámha,arraun
443,Schlitten::N,carr sleamhnáin,lera
444,Schlitten::N,carr sleamhnáin,narra
445,Ski::N,scí,eski
446,Lagerfeuer::N,tine champa,su
447,Last::N,ualach,zama
448,Last::N,ualach,karga
449,Gang::N,siúlóid,ibilera
450,Schritt::N,céim,pauso
451,Schritt::N,céim,urrats
452,Schritt::N,coiscéim,pauso
453,Schritt::N,coiscéim,urrats
454,Norden::N,tuaisceart,ipar
455,Norden::N,tuaisceart,iparralde
456,Süden::N,deisceart,hego
457,Süden::N,deisceart,hegoalde
458,Westen::N,iarthar,sartalde
459,Westen::N,iarthar,mendebalde
460,Osten::N,oirthear,ekialde
461,Osten::N,oirthear,sortalde
462,Holz::N,adhmad,zur
463,Brett::N,clár,ohol
464,Platte::N,leac,lauza
465,Stütze::N,taca,irozgarri
466,Stütze::N,taca,bermagailu
467,Stange::N,polla,haga
468,Stange::N,cuaille,haga
469,Stock::N,bata,makila
470,Stock::N,maide,makila
471,Stab::N,maide,makila
472,Stab::N,bachall,makila
473,Rohr::N,píopa,hodi
474,Haus::N,teach,etxe
475,Heim::N,baile,etxe
476,Heim::N,baile,etxaleku
477,Ofen::N,sornóg,berogailu
478,Fußboden::N,urlár,zoru
479,Tisch::N,bord,mahai
480,Tisch::N,tábla,mahai
481,Stuhl::N,cathaoir,aulki
482,Wiege::N,cliabhán,kuma
483,Wiege::N,cliabhán,sehaska
484,Bett::N,leaba,ohe
485,Bett::N,leaba,ohatze
486,Regal::N,seilf,apalategi
487,Kiste::N,bosca,kutxa
488,Fenster::N,fuinneoig,leiho
489,Tür::N,doras,ate
490,Tor::N,geata,atari
491,Zaun::N,fál,hesi
492,Zaun::N,claí,hesi
493,Dach::N,díon,teilatu
494,Leiter::N,dréimire,zurubi
495,Besen::N,scuab,erratz
496,Spaten::N,spád,burdinpala
497,Spaten::N,rámhainn,burdinpala
498,Schaufel::N,sluasaid,pala
499,Gabel::N,forc,sardexka
500,Gabel::N,gabhlóg,sardexka
501,Löffel::N,spúnóg,koilara
502,Messer::N,scian,aizto
503,Nagel::N,tairne,iltze
504,Netz::N,líon,sare
505,Netz::N,eangach,sare
506,Haken::N,croch,mako
507,Griff::N,cos,eskutoki
508,Griff::N,hanla,eskutoki
509,Schloss::N,glas,sarraila
510,Bild::N,pictiúr,irudi
511,Figur::N,fíor,figura
512,Puppe::N,bábóg,panpina
513,Puppe::N,bábóg,andrakila
514,Beutel::N,mála,zorro
515,Beutel::N,mealbhóg,zorro
516,Bündel::N,beart,azao
517,Bündel::N,beart,espal
518,Tasche::N,mála,poltsa
519,Eimer::N,buicéad,treska
520,Deckel::N,clár,tapa
521,Deckel::N,clár,estalki
522,Deckel::N,claibín,tapa
523,Deckel::N,claibín,estalki
524,Geschirr::N,soithí,baxera
525,Geschirr::N,soithí,ontziteria
526,Geschirr::N,gréithe,baxera
527,Geschirr::N,gréithe,ontziteria
528,Sack::N,sac,zaku
529,Sack::N,mála,zaku
530,Tasse::N,cupán,kikara
531,Topf::N,pota,ontzi
532,Topf::N,pota,lapiko
533,Kessel::N,citeal,pazia
534,Essen::N,béile,janaldi
535,Nahrung::N,bia,jan
536,Speise::N,mias,jaki
537,Fleisch::N,feoil,okela
538,Fleisch::N,feoil,haragi
539,Getreide::N,grán,labore
540,Getreide::N,arbhar,labore
541,Brei::N,brúitín,ahi
542,Brei::N,brúitín,pure
543,Brot::N,arán,ogi
544,Scheibe::N,píosa,xerra
545,Scheibe::N,píosa,pirripita
546,Scheibe::N,slisne,xerra
547,Scheibe::N,slisne,pirripita
548,Fett::N,saill,urin
549,Fett::N,saill,koipe
550,Fett::N,méathras,urin
551,Fett::N,méathras,koipe
552,Butter::N,im,gurin
553,Öl::N,ola,olio
554,Salz::N,salann,gatz
555,Suppe::N,sú,zopa
556,Suppe::N,sú,salda
557,Suppe::N,anraith,zopa
558,Suppe::N,anraith,salda
559,Honig::N,mil,ezti
560,Milch::N,bainne,esne
561,Tee::N,tae,te
562,Leder::N,leathar,larru
563,Wolle::N,olann,artile
564,Stoff::N,éadach,ehun
565,Nadel::N,snáthaid,orratz
566,Nadel::N,snáthaid,jostorratz
567,Faden::N,snáth,hari
568,Knopf::N,cnaipe,botoi
569,Knoten::N,snaidhm,korapilo
570,Farbe::N,péint,pintura
571,Kleidung::N,éadaí,arropa
572,Kleidung::N,éadaí,jantziak
573,Hemd::N,léine,atorra
574,Hemd::N,léine,alkandora
575,Kragen::N,bóna,idun
576,Ärmel::N,muinchille,mahuka
577,Hose::N,bríste,prakak
578,Hose::N,bríste,galtzak
579,Hose::N,treabhsar,prakak
580,Hose::N,treabhsar,galtzak
581,Gürtel::N,crios,gerriko
582,Mütze::N,caipín,txano
583,Mütze::N,caipín,txapel
584,Schuh::N,bróg,oski
585,Schuh::N,bróg,oinetako
586,Stiefel::N,buatais,bota
587,Ring::N,fáinne,uztai
588,Band::N,ribín,zinta
589,Band::N,ribín,xingola
590,Kamm::N,cíor,orrazi
591,Spiegel::N,scáthán,mirail
592,Riemen::N,iall,uhal
593,Riemen::N,strapa,uhal
594,Schnur::N,téad,lokailu
595,Schnur::N,sreangán,lokailu
596,Leine::N,iall,lotura
597,Decke::N,pluid,burusi
598,Decke::N,blaincéad,burusi
599,Kissen::N,piliúr,kuxin
600,Kissen::N,adhartán,kuxin
601,Tuch::N,scaif,zapi
602,Tuch::N,scaif,oihal
603,Handtuch::N,tuáille,eskuzapi
604,Handtuch::N,tuáille,eskuoihal
605,Kraft::N,fórsa,indar
606,Stärke::N,neart,indar
607,Gesundheit::N,sláinte,osasun
608,Krankheit::N,tinneas,eritasun
609,Krankheit::N,tinneas,gaixotasun
610,Krankheit::N,breoiteacht,eritasun
611,Krankheit::N,breoiteacht,gaixotasun
612,Schmerz::N,pian,min
613,Wunde::N,goin,zauri
614,Fieber::N,fiabhras,sukar
615,Arznei::N,cógas,osagai
616,Arznei::N,cógas,sendagai
617,Brücke::N,droichead,zubi
618,Brunnen::N,tobar,putzu
619,Weide::N,féarach,alha
620,Weide::N,féarach,bazkaleku
621,Pfad::N,cosán,zidor
622,Pfad::N,cosán,bidexka
623,Pfad::N,conair,zidor
624,Pfad::N,conair,bidexka
625,Weg::N,slí,bide
626,Weg::N,bealach,bide
627,Straße::N,bóthar,errepide
628,Dorf::N,sráidbhaile,herri
629,Stadt::N,baile,hiri
630,Stadt::N,cathair,hiri
631,Brief::N,litir,gutun
632,Brief::N,litir,eskutitz
633,Buch::N,cín,liburu
634,Buch::N,leabhar,liburu
635,Buchstabe::N,litir,hizki
636,Zeitung::N,nuachtán,egunkari
637,Leben::N,saol,bizi
638,Leben::N,saol,bizitza
639,Leben::N,beatha,bizi
640,Leben::N,beatha,bizitza
641,Tod::N,bás,herio
642,Tod::N,bás,heriotza
643,Grab::N,uaigh,hobi
644,Grab::N,uaigh,hilobi
645,Kirche::N,eaglais,eliza
646,Sünde::N,peaca,hoben
647,Sünde::N,peaca,bekatu
648,Gott::N,dia,jainko
649,Arbeiter::N,oibrí,langile
650,Arbeiter::N,oibrí,behargin
651,Chef::N,saoiste,nagusi
652,Chef::N,ceannasaí,nagusi
653,Meister::N,máistir,maisu
654,Arzt::N,lia,osagile
655,Arzt::N,lia,sendagile
656,Arzt::N,dochtúir,osagile
657,Arzt::N,dochtúir,sendagile
658,Lehrer::N,oide,irakasle
659,Lehrer::N,múinteoir,irakasle
660,Geld::N,airgead,diru
661,Geschäft::N,gnó,negozio
662,Laden::N,siopa,denda
663,Laden::N,siopa,saltegi
664,Preis::N,praghas,prezio
665,Preis::N,praghas,salneurri
666,Ware::N,earra,salgai
667,Nutzen::N,tairbhe,onura
668,Nutzen::N,tairbhe,probetxu
669,Reichtum::N,rachmas,aberastasun
670,Reichtum::N,saibhreas,aberastasun
671,Welt::N,domhan,ludi
672,Welt::N,domhan,mundu
673,Land::N,tír,herrialde
674,Staat::N,stát,estatu
675,König::N,rí,errege
676,Macht::N,cumhacht,botere
677,Grenze::N,críoch,muga
678,Grenze::N,teorainn,muga
679,Krieg::N,cogadh,guda
680,Feind::N,namhaid,etsai
681,Feind::N,namhaid,arerio
682,Gewalt::N,foréigean,bortxa
683,Gewalt::N,foréigean,bortizkeria
684,Kampf::N,troid,gudu
685,Kampf::N,troid,auska
686,Bogen[Waffe]::N,bogha,arku
687,Pfeil::N,saighead,gezi
688,Gewehr::N,gunna,fusil
689,Fehler::N,botún,huts
690,Fehler::N,botún,hutsegin
691,Fehler::N,meancóg,huts
692,Fehler::N,meancóg,hutsegin
693,Lüge::N,bréag,gezur
694,Lüge::N,éitheach,gezur
695,Schaden::N,dochar,kalte
696,Schaden::N,damáiste,kalte
697,Unglück::N,drochrath,zoritxar
698,Unglück::N,drochrath,zorigaitz
699,Schuld::N,locht,erru
700,Schuld::N,milleán,erru
701,Alter::N,aois,adin
702,Schluss::N,deireadh,bukaera
703,Zeit::N,am,aldi
704,Zeit::N,am,denbora
705,Zeit::N,aimsir,aldi
706,Zeit::N,aimsir,denbora
707,Tag::N,lá,egun
708,Morgen::N,maidin,goiz
709,Mittag::N,nóin,eguerdi
710,Abend::N,tráthnóna,arrats
711,Nacht::N,oíche,gau
712,Woche::N,seachtain,aste
713,Monat::N,mí,hil
714,Jahr::N,bliain,urte
715,Frühling::N,earrach,udalehen
716,Sommer::N,samhradh,uda
717,Herbst::N,fómhar,udazken
718,Herbst::N,fómhar,neguantz
719,Winter::N,geimhreadh,negu
720,Januar::N,Eanáir,urtarril
721,Februar::N,Feabhra,otsail
722,März::N,Márta,martxo
723,April::N,Aibreán,apiril
724,Mai::N,Bealtaine,maiatz
725,Juni::N,Meitheamh,ekain
726,Juli::N,Iúil,uztail
727,August::N,Lúnasa,abuztu
728,September::N,Meán Fómhair,irail
729,Oktober::N,Deireadh Fómhair,urri
730,November::N,Samhain,azaro
731,November::N,Mí na Samhna,azaro
732,Dezember::N,Mí na Nollag,abendu
733,Montag::N,Luan,astelehen
734,Montag::N,Dé Luain,astelehen
735,Dienstag::N,Máirt,astearte
736,Dienstag::N,Dé Máirt,astearte
737,Mittwoch::N,Céadaoin,asteazken
738,Mittwoch::N,Dé Céadaoin,asteazken
739,Donnerstag::N,Déardaoin,ostegun
740,Freitag::N,Aoine,ostiral
741,Freitag::N,Dé hAoine,ostiral
742,Samstag::N,Satharn,larunbat
743,Samstag::N,Dé Sathairn,larunbat
744,Sonntag::N,Domhnach,igande
745,Sonntag::N,Dé Domhnaigh,igande
746,groß::A,mór,handi
747,klein::A,beag,txiki
748,lang::A,fada,luze
749,kurz::A,gearr,labur
750,kurz::A,gairid,labur
751,breit::A,leathan,zabal
752,breit::A,fairsing,zabal
753,schmal::A,cúng,mehar
754,dicht::A,dlúth,sarri
755,dicht::A,dlúth,trinko
756,dick[Gegenstand]::A,tiubh,lodi
757,dünn::A,caol,mehe
758,dünn::A,tanaí,mehe
759,fein::A,scáinte,fin
760,fein::A,fíneálta,fin
761,fest::A,daingean,tinko
762,flach::A,cothrom,lau
763,flach::A,cothrom,ordoki
764,glatt::A,mín,leun
765,glatt::A,sleamhain,leun
766,hart::A,crua,gogor
767,weich::A,bog,bigun
768,weich::A,bog,beratz
769,rund::A,cruinn,biribil
770,spitz::A,gobach,puntadun
771,spitz::A,biorach,puntadun
772,scharf::A,géar,zorrotz
773,scharf::A,faobhrach,zorrotz
774,stumpf::A,maol,kamuts
775,schwer::A,trom,astun
776,schwer::A,trom,pisutsu
777,schön::A,álainn,eder
778,heiß::A,te,bero
779,heiß::A,te,oso bero
780,warm::A,te,bero
781,kalt::A,fuar,hotz
782,kühl::A,fionnuar,hotzil
783,frisch::A,úr,fresko
784,frisch::A,úr,hozkirri
785,frisch::A,friseáilte,fresko
786,frisch::A,friseáilte,hozkirri
787,feucht::A,tais,heze
788,nass::A,fliuch,busti
789,trocken::A,tirim,siku
790,trocken::A,tirim,lehor
791,voll::A,lán,bete
792,leer::A,folamh,huts
793,offen::A,oscailte,ireki
794,geschlossen::A,dúnta,itxita
795,geschlossen::A,druidte,itxita
796,sauber::A,glan,xahu
797,sauber::A,glan,garbi
798,schmutzig::A,salach,lohi
799,schmutzig::A,salach,zikin
800,roh::A,amh,gordin
801,reif::A,aibí,umo
802,reif::A,aibí,heldu
803,lecker::A,blasta,goxo
804,süß::A,milis,goxo
805,bitter::A,searbh,karmin
806,bitter::A,searbh,garratz
807,sauer::A,géar,mingots
808,sauer::A,searbh,mingots
809,hell::A,geal,argi
810,hell::A,soilseach,argi
811,dunkel::A,dorcha,ilun
812,schwarz::A,dubh,beltz
813,weiß::A,bán,zuri
