,Concept_ID,eu,vep
115,Schaum::N,bits,vaht
116,Schmutz::N,lohi,redu
117,Schmutz::N,lohi,pačak
118,Schmutz::N,zikin,redu
119,Schmutz::N,zikin,pačak
120,See::N,laku,järv
121,See::N,aintzira,järv
122,Sumpf::N,zingira,so
123,Moor::N,zohikaztegi,so
124,Wiese::N,larre,nit
125,Wiese::N,belardi,nit
126,Wald::N,baso,mec
127,Wald::N,oihan,mec
128,Hügel::N,muino,kukaz
129,Hügel::N,pentoka,kukaz
130,Anhöhe::N,garai,kukaz
131,Anhöhe::N,goragune,kukaz
132,Berg::N,mendi,mägi
133,Gipfel::N,gain,ladv
134,Gipfel::N,tontor,ladv
135,Höhle::N,kobazulo,mägionduz
136,Abhang::N,aldapa,paute
137,Quelle::N,iturri,lähte
138,Quelle::N,iturbegi,lähte
139,Bach::N,lats,oja
140,Bach::N,erreka,oja
141,Fluss::N,ibai,jogi
142,Fluss::N,uhaitz,jogi
143,Ufer::N,bazter,rand
144,Küste::N,itsasalde,randišt
145,Festland::N,lehor,kuivma
146,Meer::N,itsaso,meri
147,Bucht::N,golko,laht
148,Insel::N,irla,sar'
149,Insel::N,uharte,sar'
150,Blume::N,lili,änik
151,Gras::N,belar,hein
152,Wurzel::N,zuztar,jur'
153,Wurzel::N,sustrai,jur'
154,Baum::N,zuhaitz,pu
155,Stamm::N,enbor,tüvi
156,Rinde::N,azal,kor'
157,Ast::N,adar,oks
158,Zweig::N,abar,oks
159,Zweig::N,abar,barb
160,Blatt::N,hosto,lehtez
161,Birke::N,urki,koiv
162,Kiefer[Baum]::N,ler,pedai
163,Weide[Baum]::N,zume,raid
164,Weide[Baum]::N,sahats,raid
165,Tanne::N,izei,kuz'
166,Horn::N,adar,sar'v
167,Feder::N,luma,höuneh
168,Feder::N,hegaki,höuneh
169,Fell::N,ile,nahk
170,Fell::N,larru,nahk
171,Flügel::N,hego,suug
172,Klaue::N,atzapar,künz'
173,Kralle::N,erpe,künz'
174,Kralle::N,atzapar,künz'
175,Schwanz::N,isats,händ
176,Schwanz::N,buztan,händ
177,Ei::N,arrautza,muna
178,Nest::N,habia,peza
179,Bau::N,ohantze,uru
180,Tier::N,abere,živat
181,Tier::N,piztia,živat
182,Herde::N,saldo,kogo
183,Herde::N,abere talde,kogo
184,Kuh::N,behi,lehm
185,Bulle::N,zezen,härg
186,Pferd::N,zaldi,hebo
187,Schaf::N,ardi,lambaz
188,Schwein::N,urde,siga
189,Schwein::N,txerri,siga
190,Hund::N,txakur,koir
191,Katze::N,katu,kaži
192,Bär::N,hartz,kondi
193,Eichhörnchen::N,urtxintxa,orav
194,Elch::N,altze,hirb'
195,Fuchs::N,azeri,reboi
196,Hase::N,erbi,jäniš
197,Maus::N,sagu,hir'
198,Wolf::N,otso,händikaz
199,Vogel::N,txori,lind
200,Vogel::N,hegazti,lind
201,Schwarm::N,aldra,parveh
202,Huhn::N,oilo,kana
203,Hahn::N,oilar,kukoi
204,Gans::N,antzara,hanh'
205,Adler::N,arrano,orl
206,Ente::N,ahate,sorz
207,Eule::N,hontza,hir'pulo
208,Kranich::N,kurrilo,kurg
209,Krähe::N,bele,variš
210,Kuckuck::N,kuku,kägi
211,Schwan::N,beltxarga,joucen
212,Fisch::N,arrain,kala
213,Barsch::N,perka,ahven
214,Hecht::N,lutxo,haug'
215,Schlange[Tier]::N,suge,kü
216,Schlange[Tier]::N,suge,mado
217,Wurm::N,har,mado
218,Spinne::N,armiarma,hämähouk
219,Ameise::N,inurri,murahaine
220,Laus::N,zorri,täi
221,Mücke::N,eltxo,säs'k
222,Fliege::N,euli,kärbhaine
223,Schmetterling::N,pinpirin,lipkaine
224,Schmetterling::N,tximeleta,lipkaine
225,Beere::N,baia,marj
226,Apfel::N,sagar,jablok
227,Pilz::N,onddo,sen'
228,Pilz::N,onddo,babuk
229,Pilz::N,perretxiko,sen'
230,Pilz::N,perretxiko,babuk
231,Zwiebel::N,tipula,lauk
232,Saat::N,haziak,semned
233,Korn::N,ale,jüvä
234,Korn::N,ale,vill'
235,Korn::N,pikor,jüvä
236,Korn::N,pikor,vill'
237,Heu::N,belar ondu,hein
238,Schale::N,azal,kor'
239,Grube::N,hobi,kop
240,Falle::N,harrapagailu,rida
241,Schlinge::N,bilur,rihm
242,Schlinge::N,xedera,rihm
243,Spur::N,lorratz,jäl'g
244,Asche::N,errauts,tuhk
245,Dreck::N,satsukeria,redu
246,Dreck::N,satsukeria,pačak
247,Eisen::N,burdina,raud
248,Gold::N,urre,kuld
249,Gold::N,urregorri,kuld
250,Silber::N,zilar,hobed
251,Silber::N,urrezuri,hobed
252,Kohle::N,ikatz,hil'
253,Glas::N,beira,stökol
254,Lehm::N,buztin,savi
255,Sand::N,harea,lete
256,Sand::N,hondar,lete
257,Mensch::N,gizaki,mez'
258,Mensch::N,gizaki,ristit
259,Mann::N,gizon,mez'
260,Frau::N,andere,naine
261,Frau::N,emakume,naine
262,Kind::N,haur,laps'
263,Junge::N,mutil,poig
264,Junge::N,mutil,prihaine
265,Mädchen::N,neska,neičukaine
266,Familie::N,sendi,kanz
267,Familie::N,sendi,pereh
268,Familie::N,familia,kanz
269,Familie::N,familia,pereh
270,Großvater::N,aitona,ded
271,Großvater::N,aitatxi,ded
272,Großmutter::N,amona,bab
273,Großmutter::N,amatxi,bab
274,Eltern::N,gurasoak,vanhembad
275,Eltern::N,gurasoak,kazvatajad
276,Vater::N,aita,tat
277,Mutter::N,ama,mam
278,Sohn::N,seme,poig
279,Tochter::N,alaba,tütär
280,Bruder::N,neba,veik
281,Bruder::N,neba,vell'
282,Bruder::N,anaia,veik
283,Bruder::N,anaia,vell'
284,Schwester::N,ahizpa,čiža
285,Schwester::N,ahizpa,sizar
286,Onkel::N,osaba,däd'
287,Tante::N,izeba,tädi
288,Ehemann::N,senar,mužik
289,Ehefrau::N,emazte,ak
290,Freude::N,poz,ilo
291,Freude::N,poz,ihastuz
292,Freude::N,pozkari,ilo
293,Freude::N,pozkari,ihastuz
294,Gelächter::N,barre,nagr
295,Gelächter::N,karkara,nagr
296,Glück::N,zori,oza
297,Kummer::N,xangrin,gor'a
298,Kummer::N,atsekabe,gor'a
299,Wunsch::N,nahi,taht
300,Wunsch::N,nahikunde,taht
301,Lust::N,gogo,himo
302,Geist::N,gogo,heng
303,Gedanke::N,gogoeta,meletuz
304,Gedächtnis::N,oroimen,mušt
305,Gedächtnis::N,gogoramen,mušt
306,Verstand::N,adimen,mel'
307,Verstand::N,ulermen,mel'
308,Sinn::N,zentzu,jüvä
309,Grund::N,zergati,sü
310,Wahrheit::N,egia,tozi
311,Gespräch::N,hizketa,lodu
312,Gespräch::N,hizketa,pagin
313,Gespräch::N,elkarrizketa,lodu
314,Gespräch::N,elkarrizketa,pagin
315,Märchen::N,ipuin,sarn
316,Erzählung::N,edesti,sanutez
317,Erzählung::N,kontakizun,sanutez
318,Nachricht::N,albiste,tedotuz
319,Neuigkeit::N,berri,uzištuz
320,Name::N,izen,nimi
321,Rätsel::N,asmakizun,ozoitez
322,Rede::N,hitzaldi,pagin
323,Rede::N,hitzaldi,sanad
324,Rede::N,mintzaldi,pagin
325,Rede::N,mintzaldi,sanad
326,Sprache::N,hizkuntza,kel'
327,Stimme::N,ahots,än'
328,Wort::N,hitz,sana
329,Zeichen::N,agerbide,znam
330,Zeichen::N,agergarri,znam
331,Ruf::N,dei,kida
332,Ruf::N,dei,kucund
333,Lärm::N,zarata,judu
334,Lärm::N,harrabots,judu
335,Laut::N,hots,kulund
336,Ton::N,tonu,kulund
337,Ton::N,soinu,kulund
338,Lied::N,abesti,pajo
339,Ruhe::N,nasaitasun,lebu
340,Leute::N,jende,rahvaz
341,Volk::N,herri,rahvaz
342,Volk::N,populu,rahvaz
343,Arbeit::N,lan,tö
344,Arbeit::N,lan,rad
345,Gast::N,arrotz,adiv
346,Gast::N,apopilo,adiv
347,Geschenk::N,opari,lahj
348,Spiel::N,jolas,vänd
349,Gesellschaft::N,gizarte,sebr
350,Hilfe::N,helpide,abu
351,Hilfe::N,laguntza,abu
352,Freund::N,lagun,sebranik
353,Kamerad::N,adiskide,sebranik
354,Kamerad::N,lagunkide,sebranik
355,Angelegenheit::N,afera,azj
356,Anzahl::N,kopuru,lugu
357,Art::N,mota,rod
358,Art::N,mota,rodsugu
359,Stück::N,puska,pala
360,Stück::N,puska,supal
361,Teil::N,atal,pala
362,Hälfte::N,erdi,pol'
363,Kreis::N,biribilki,ümbruz
364,Kreis::N,biribilki,kehkruz
365,Kreuz::N,gurutze,rist
366,Linie::N,linea,pird
367,Strich::N,marra,pird
368,Abstand::N,tarte,keskust
369,Entfernung::N,urrunera,matk
370,Gegend::N,alderdi,taho
371,Gegend::N,eskualde,taho
372,Platz::N,leku,avaruz'
373,Ort::N,toki,koht
374,Seite::N,albo,pol'
375,Seite::N,albo,kül'g
376,Mitte::N,erdi,kesk
377,Gegenstand::N,gauzaki,kalu
378,Sache::N,gauza,azj
379,Rand::N,ertz,röun
380,Kante::N,ertz,röun
381,Ecke::N,kantoi,saum
382,Spitze::N,punta,agjaine
383,Ende::N,buru,agj
384,Ende::N,mutur,agj
385,Loch::N,zulo,reig
386,Winkel::N,zoko,čoga
387,Winkel::N,zoko,saum
388,Winkel::N,bazter,čoga
389,Winkel::N,bazter,saum
390,Muster::N,eredu,kirjam
391,Muster::N,marrazki,kirjam
392,Größe::N,kaizu,suruz'
393,Größe::N,tamaina,suruz'
394,Länge::N,luzera,piduz
395,Höhe::N,goiera,korktuz'
396,Höhe::N,garaiera,korktuz'
397,Gewicht::N,hazta,jügu
398,Gewicht::N,hazta,vedäduz
399,Menge::N,kopuru,äjüz'
400,Haufen::N,pila,kogo
401,Haufen::N,mendoi,kogo
402,Reihe::N,ilara,rivi
403,Reihe::N,errenkada,rivi
404,Boot::N,potin,veneh
405,Boot::N,txalupa,veneh
406,Ruder::N,arraun,air
407,Schlitten::N,lera,regi
408,Schlitten::N,lera,regut
409,Schlitten::N,narra,regi
410,Schlitten::N,narra,regut
411,Ski::N,eski,suks'
412,Lagerfeuer::N,su,nodj
413,Lagerfeuer::N,su,pažag
414,Last::N,zama,jüguz
415,Last::N,karga,jüguz
416,Gang::N,ibilera,astund
417,Schritt::N,pauso,hašk
418,Schritt::N,urrats,hašk
419,Norden::N,ipar,pohjoine
420,Norden::N,iparralde,pohjoine
421,Süden::N,hego,suvi
422,Süden::N,hegoalde,suvi
423,Westen::N,sartalde,päivlaskm
424,Westen::N,mendebalde,päivlaskm
425,Osten::N,ekialde,päivnouzm
426,Osten::N,sortalde,päivnouzm
427,Holz::N,zur,pu
428,Brett::N,ohol,laud
429,Platte::N,lauza,keitim
430,Stütze::N,irozgarri,tugi
431,Stütze::N,bermagailu,tugi
432,Stange::N,haga,arz'
433,Stock::N,makila,kalu
434,Stab::N,makila,seibaz
435,Rohr::N,hodi,torv
436,Haus::N,etxe,pert'
437,Heim::N,etxe,kodi
438,Heim::N,etxaleku,kodi
439,Ofen::N,berogailu,päč
440,Fußboden::N,zoru,lava
441,Tisch::N,mahai,laud
442,Tisch::N,mahai,stal'c
443,Stuhl::N,aulki,ištim
444,Wiege::N,kuma,kätte
445,Wiege::N,sehaska,kätte
446,Bett::N,ohe,sija
447,Bett::N,ohe,magaduzsija
448,Bett::N,ohatze,sija
449,Bett::N,ohatze,magaduzsija
450,Regal::N,apalategi,palič
451,Kiste::N,kutxa,mülütim
452,Fenster::N,leiho,ikun
453,Tür::N,ate,uks'
454,Tor::N,atari,verai
455,Zaun::N,hesi,aid
456,Dach::N,teilatu,katuz
457,Leiter::N,zurubi,pordhad
458,Besen::N,erratz,lud
459,Besen::N,erratz,vast
460,Spaten::N,burdinpala,labid
461,Schaufel::N,pala,labid
462,Gabel::N,sardexka,hangoine
463,Löffel::N,koilara,luzik
464,Messer::N,aizto,veič
465,Nagel::N,iltze,nagl
466,Netz::N,sare,verk
467,Haken::N,mako,kouk
468,Griff::N,eskutoki,kägä
469,Griff::N,eskutoki,varz'
470,Schloss::N,sarraila,lukkol
471,Bild::N,irudi,kuva
472,Figur::N,figura,figur
473,Puppe::N,panpina,tätüine
474,Puppe::N,andrakila,tätüine
475,Beutel::N,zorro,havad
476,Bündel::N,azao,toppaz
477,Bündel::N,azao,käč
478,Bündel::N,espal,toppaz
479,Bündel::N,espal,käč
480,Tasche::N,poltsa,sumk
481,Eimer::N,treska,vädr
482,Deckel::N,tapa,katuz
483,Deckel::N,estalki,katuz
484,Geschirr::N,baxera,astii
485,Geschirr::N,ontziteria,astii
486,Sack::N,zaku,havad
487,Tasse::N,kikara,čašk
488,Topf::N,ontzi,pada
489,Topf::N,lapiko,pada
490,Kessel::N,pazia,katil
491,Essen::N,janaldi,sönd
492,Nahrung::N,jan,söm
493,Speise::N,jaki,sömine
494,Fleisch::N,okela,liha
495,Fleisch::N,haragi,liha
496,Getreide::N,labore,vill'
497,Brei::N,ahi,pudr
498,Brei::N,pure,pudr
499,Brot::N,ogi,leib
500,Scheibe::N,xerra,bibaleh
501,Scheibe::N,xerra,šlik
502,Scheibe::N,pirripita,bibaleh
503,Scheibe::N,pirripita,šlik
504,Fett::N,urin,razv
505,Fett::N,koipe,razv
506,Butter::N,gurin,voi
507,Öl::N,olio,voi
508,Salz::N,gatz,sol
509,Suppe::N,zopa,lem'
510,Suppe::N,zopa,keitoz
511,Suppe::N,salda,lem'
512,Suppe::N,salda,keitoz
513,Honig::N,ezti,mezi
514,Milch::N,esne,maid
515,Tee::N,te,čai
516,Leder::N,larru,nahk
517,Wolle::N,artile,vill
518,Stoff::N,ehun,kangaz
519,Nadel::N,orratz,negl
520,Nadel::N,jostorratz,negl
521,Faden::N,hari,nit'
522,Knopf::N,botoi,nübl'
523,Knoten::N,korapilo,sol'm
524,Farbe::N,pintura,muju
525,Kleidung::N,arropa,sobad
526,Kleidung::N,jantziak,sobad
527,Hemd::N,atorra,paid
528,Hemd::N,alkandora,paid
529,Kragen::N,idun,kagluz
530,Ärmel::N,mahuka,hijam
531,Hose::N,prakak,štanad
532,Hose::N,galtzak,štanad
533,Gürtel::N,gerriko,vö
534,Mütze::N,txano,šapuk
535,Mütze::N,txapel,šapuk
536,Schuh::N,oski,keng'
537,Schuh::N,oinetako,keng'
538,Stiefel::N,bota,sapug
539,Ring::N,uztai,rengaz
540,Band::N,zinta,lentaine
541,Band::N,xingola,lentaine
542,Kamm::N,orrazi,suga
543,Spiegel::N,mirail,zerkol
544,Riemen::N,uhal,vö
545,Schnur::N,lokailu,nor
546,Leine::N,lotura,talutimnor
547,Decke::N,burusi,sijakatuz
548,Kissen::N,kuxin,pöluz
549,Tuch::N,zapi,paik
550,Tuch::N,oihal,paik
551,Handtuch::N,eskuzapi,käzipaik
552,Handtuch::N,eskuoihal,käzipaik
553,Kraft::N,indar,vägi
554,Stärke::N,indar,vahvuz'
555,Gesundheit::N,osasun,tervhuz
556,Krankheit::N,eritasun,läžund
557,Krankheit::N,gaixotasun,läžund
558,Schmerz::N,min,kibu
559,Wunde::N,zauri,čapatez
560,Fieber::N,sukar,säru
561,Arznei::N,osagai,zel'l'
562,Arznei::N,sendagai,zel'l'
563,Brücke::N,zubi,sild
564,Brunnen::N,putzu,kaiv
565,Weide::N,alha,omaluine
566,Weide::N,bazkaleku,omaluine
567,Pfad::N,zidor,tehut
568,Pfad::N,bidexka,tehut
569,Weg::N,bide,te
570,Straße::N,errepide,te
571,Dorf::N,herri,külä
572,Stadt::N,hiri,lidn
573,Brief::N,gutun,kirjeine
574,Brief::N,eskutitz,kirjeine
575,Buch::N,liburu,kirj
576,Buchstabe::N,hizki,kirjam
577,Zeitung::N,egunkari,lehtez
578,Leben::N,bizi,elo
579,Leben::N,bizitza,elo
580,Tod::N,herio,surm
581,Tod::N,heriotza,surm
582,Grab::N,hobi,kaum
583,Grab::N,hilobi,kaum
584,Kirche::N,eliza,jumalanpert'
585,Sünde::N,hoben,grähk
586,Sünde::N,bekatu,grähk
587,Gott::N,jainko,jumal
588,Arbeiter::N,langile,radnik
589,Arbeiter::N,behargin,radnik
590,Chef::N,nagusi,pämez'
591,Meister::N,maisu,mastar
592,Arzt::N,osagile,lekar'
593,Arzt::N,sendagile,lekar'
594,Lehrer::N,irakasle,opendai
595,Geld::N,diru,rahad
596,Geschäft::N,negozio,biznes
597,Laden::N,denda,lauk
598,Laden::N,saltegi,lauk
599,Preis::N,prezio,arv
600,Preis::N,salneurri,arv
601,Ware::N,salgai,tavar
602,Nutzen::N,onura,liža
603,Nutzen::N,probetxu,liža
604,Reichtum::N,aberastasun,kodielo
605,Reichtum::N,aberastasun,kal'huz'
606,Welt::N,ludi,mail'm
607,Welt::N,mundu,mail'm
608,Land::N,herrialde,ma
609,Staat::N,estatu,valdkund
610,König::N,errege,kunigaz
611,Macht::N,botere,vald
612,Grenze::N,muga,röun
613,Krieg::N,guda,soda
614,Feind::N,etsai,vihanik
615,Feind::N,etsai,vastustai
616,Feind::N,arerio,vihanik
617,Feind::N,arerio,vastustai
618,Gewalt::N,bortxa,vägivald
619,Gewalt::N,bortizkeria,vägivald
620,Kampf::N,gudu,tora
621,Kampf::N,auska,tora
622,Bogen[Waffe]::N,arku,taug
623,Pfeil::N,gezi,nol
624,Gewehr::N,fusil,oružj
625,Fehler::N,huts,viga
626,Fehler::N,hutsegin,viga
627,Lüge::N,gezur,kelastuz
628,Schaden::N,kalte,pahuz'
629,Unglück::N,zoritxar,bed
630,Unglück::N,zoritxar,gor'a
631,Unglück::N,zorigaitz,bed
632,Unglück::N,zorigaitz,gor'a
633,Schuld::N,erru,värhuz'
634,Alter::N,adin,igä
635,Schluss::N,bukaera,lop
636,Zeit::N,aldi,aig
637,Zeit::N,denbora,aig
638,Tag::N,egun,päiv
639,Morgen::N,goiz,homendez
640,Mittag::N,eguerdi,keskpäiv
641,Abend::N,arrats,eht
642,Nacht::N,gau,ö
643,Woche::N,aste,nedal'
644,Monat::N,hil,ku
645,Jahr::N,urte,voz'
646,Frühling::N,udalehen,keväz'
647,Sommer::N,uda,keza
648,Herbst::N,udazken,sügüz'
649,Herbst::N,neguantz,sügüz'
650,Winter::N,negu,tal'v
651,Januar::N,urtarril,viluku
652,Februar::N,otsail,uhoku
653,März::N,martxo,keväz'ku
654,April::N,apiril,sulaku
655,Mai::N,maiatz,semendku
656,Juni::N,ekain,kezaku
657,Juli::N,uztail,heinku
658,August::N,abuztu,eloku
659,September::N,irail,sügüz'ku
660,Oktober::N,urri,reduku
661,November::N,azaro,kül'mku
662,Dezember::N,abendu,tal'vku
663,Montag::N,astelehen,ezmärg
664,Dienstag::N,astearte,tožnarg
665,Mittwoch::N,asteazken,koumanz'päiv
666,Donnerstag::N,ostegun,nellänz'päiv
667,Freitag::N,ostiral,pätnič
668,Freitag::N,ostiral,videnz'päiv
669,Samstag::N,larunbat,sobat
670,Sonntag::N,igande,pühäpäiv
671,groß::A,handi,sur'
672,groß::A,handi,järed
673,klein::A,txiki,pen'
674,klein::A,txiki,pičuine
675,lang::A,luze,pit'k
676,kurz::A,labur,lühüd
677,breit::A,zabal,leved
678,schmal::A,mehar,kaid
679,dicht::A,sarri,tihed
680,dicht::A,trinko,tihed
681,dick[Gegenstand]::A,lodi,paks
682,dünn::A,mehe,hoik
683,fein::A,fin,hen
684,fest::A,tinko,luja
685,fest::A,tinko,ninev
686,flach::A,lau,lapak
687,flach::A,ordoki,lapak
688,glatt::A,leun,siled
689,hart::A,gogor,kova
690,weich::A,bigun,pehmed
691,weich::A,beratz,pehmed
692,rund::A,biribil,kehker
693,spitz::A,puntadun,nügu
694,spitz::A,puntadun,terav
695,scharf::A,zorrotz,terav
696,stumpf::A,kamuts,tül'c
697,schwer::A,astun,jüged
698,schwer::A,pisutsu,jüged
699,schön::A,eder,čoma
700,heiß::A,bero,räk
701,heiß::A,oso bero,räk
702,warm::A,bero,läm'
703,kalt::A,hotz,vilu
704,kühl::A,hotzil,raibak
705,kühl::A,hotzil,viluhk
706,frisch::A,fresko,lahed
707,frisch::A,hozkirri,lahed
708,feucht::A,heze,neps
709,feucht::A,heze,toreh
710,nass::A,busti,märg
711,trocken::A,siku,kuiv
712,trocken::A,lehor,kuiv
713,voll::A,bete,täuz'
714,leer::A,huts,joudai
715,offen::A,ireki,avoin
716,offen::A,ireki,avol'jaine
717,geschlossen::A,itxita,saubaline
718,sauber::A,xahu,puhtaz
719,sauber::A,garbi,puhtaz
720,schmutzig::A,lohi,redukaz
721,schmutzig::A,zikin,redukaz
722,roh::A,gordin,rohk
723,roh::A,gordin,toreh
724,reif::A,umo,küps
725,reif::A,heldu,küps
726,lecker::A,goxo,magukaz
727,süß::A,goxo,maged
728,bitter::A,karmin,karged
729,bitter::A,garratz,karged
730,sauer::A,mingots,muiged
731,hell::A,argi,kirkas
732,hell::A,argi,valgei
733,dunkel::A,ilun,pimed
734,schwarz::A,beltz,must
735,weiß::A,zuri,vauged
736,rot::A,gorri,rusked
737,gelb::A,hori,pakuine
738,blau::A,urdin,sinine
739,grün::A,berde,vihand
740,grün::A,musker,vihand
741,grau::A,urdin,hahk
742,grau::A,urdinabar,hahk
743,bunt::A,koloretsu,kirjav
744,billig::A,merke,odav
745,teuer::A,garesti,kalliž
746,wertvoll::A,baliotsu,arvokas
747,blind::A,itsu,soged
748,taub::A,gor,kurdiž
749,kräftig::A,kementsu,vägev
750,stark::A,bizkor,vahv
751,stark::A,bizkor,vägekaz
752,stark::A,indartsu,vahv
753,stark::A,indartsu,vägekaz
754,schwach::A,ahul,väll'
755,schwach::A,indargabe,väll'
756,fett::A,gizen,razvakaz
757,schlank::A,lerden,kapos
758,hübsch::A,polit,čoma
759,böse::A,tzar,äred
760,böse::A,tzar,käred
761,böse::A,gaizto,äred
762,böse::A,gaizto,käred
763,dumm::A,lelo,el'getoi
764,dumm::A,pello,el'getoi
765,faul::A,nagi,lašk
766,faul::A,alfer,lašk
767,fleißig::A,maratz,radonnavedii
768,fleißig::A,lanzale,radonnavedii
769,geizig::A,zeken,ažlak
770,geizig::A,zikoitz,ažlak
771,klug::A,zuhur,melev
772,klug::A,zuhur,melekaz
773,geschickt::A,trebe,mahtokaz
774,geschickt::A,antzetsu,mahtokaz
775,lieb::A,maite,izo
776,lieb::A,maite,sula
777,lieb::A,laztan,izo
778,lieb::A,laztan,sula
779,lustig::A,alaitsu,ilokaz
780,sanft::A,eme,laskav
781,sanft::A,ezti,laskav
782,hungrig::A,gose,näl'ghine
783,krank::A,eri,läžui
784,krank::A,gaixo,läžui
785,nackt::A,biluzi,alastoi
786,traurig::A,itun,opalahine
787,traurig::A,betilun,opalahine
788,lebendig::A,bizirik,eläb
789,gut::A,on,hüvä
790,schlecht::A,txar,huba
791,richtig::A,zuzen,oiged
792,schlimm::A,larri,paha
793,wahr::A,egiazko,todesine
794,alt::A,zahar,vanh
795,neu::A,berri,uz'
796,ehemalig::A,lehengo,edeline
797,alt[Lebewesen]::A,adindun,ravaz
798,jung::A,gazte,nor'
799,arm::A,txiro,gol'l'
800,arm::A,behartsu,gol'l'
801,reich::A,dirudun,elokaz
802,bekannt::A,ezagun,tutab
803,berühmt::A,entzun,tetab
804,berühmt::A,ospetsu,tetab
805,fremd::A,arrotz,veraz
806,verschieden::A,ezberdin,erazvuitte
807,verschieden::A,desberdin,erazvuitte
808,nah::A,hurre,läheline
809,nah::A,hurbil,läheline
810,fern::A,urrun,edahaine
811,linker::A,ezker,hura
812,rechter::A,eskuin,oiged
813,anderer::A,beste,toine
814,erster::A,lehen,ezmäine
815,erster::A,aurren,ezmäine
816,zweiter::A,bigarren,toine
817,dritter::A,hirugarren,koumanz'
818,letzter::A,azken,jäl'gmäine
819,letzter::A,hondar,jäl'gmäine
820,allein::ADV,bakarrik,üksnäze
821,auf einmal::ADV,batera,ühten aigan
