,Concept_ID,av,kl
1331,erkennen::V,батӏаго бахъизе,ilisaraa
1332,begreifen::V,бичӏчӏизе,
1333,lernen::V,цӏализе,ilinniarpoq
1334,wissen::V,лъазе,nalunngilaa
1335,sich erinnern an::V,ракӏалде щвезе,eqqaavaa
1336,vergessen::V,кӏочене,puiorpaa
1337,messen::V,борцине,ussersarpaa
1338,zählen::V,рикӏкӏине,kisitsivoq
1339,rechnen::V,рикӏкӏине,kisitsivoq
1340,lesen::V,цӏализе,atuarpoq
1341,malen::V,бахъизе,qalipappaa
1342,zeichnen::V,бахъизе,
1343,schreiben::V,хъвазе,allappoq
1344,besitzen::V,щвезе,
1345,besitzen::V,бу́кӏине,
1346,kaufen::V,босизе,pisiaraa
1347,verkaufen::V,бичизе,akigaa
1348,bezahlen::V,кьезе,akilerpaa
1349,zahlen::V,кьезе,
1350,ertragen::V,баччизе,ernertaaraa
1351,Auge::N,,isi
1352,Sehne::N,,ujalu
1353,Sehne::N,,ujaloq
1354,Funke::N,,illoorneq
1355,Beere::N,,paarmaq
1356,Beere::N,,paarngaq
1357,Gedächtnis::N,,eqqaamannissuseq
1358,Ton::N,,erinaq
1359,Winkel::N,,teqeqqorissaat
1360,Menge::N,,amerlassuseq
1361,Stütze::N,,ajagutaq
1362,Stütze::N,,ajaagutaq
1363,Figur::N,,kisitsit
1364,Schuh::N,,skuu
1365,Schuh::N,,ikernuk
1366,Schuh::N,,ateraasaq
1367,Schnur::N,,kujaaq
1368,Schnur::N,,allunaasaq
1369,Leine::N,,aleq
1370,Geschäft::N,,niuertarfik
1371,voll::A,,ulikkaarpoq
1372,lange::ADV,,akuni
1373,später::ADV,,kingorna
1374,schon::ADV,,taava-una
1375,rühren::V,,qeerlerpaa
1376,scheinen::V,,takutippoq
1377,aufheben::V,,allisippaa
1378,sich waschen::V,,uffarpoq
1379,verstehen::V,,paasivaa
1380,beherrschen::V,,inappaa
