,Concept_ID,av,kl
242,Mädchen::N,яс,arnannguaq
243,Familie::N,хъизан,ilaqutakka
244,Familie::N,хъизан,ilaqutariit
245,Großvater::N,кӏудада,aatak
246,Großmutter::N,кӏодо,aanaq
247,Eltern::N,эбел-эмен,angajoqqaat
248,Vater::N,эмен,ataata
249,Vater::N,эмен,ataataq
250,Mutter::N,эбел,anaana
251,Sohn::N,вас,erneq
252,Tochter::N,яс,panik
253,Bruder::N,вац,ani
254,Bruder::N,вац,aqqaluk
255,Bruder::N,вац,qatanngut
256,Schwester::N,яц,naja
257,Schwester::N,яц,aleqa
258,Schwester::N,яц,qatanngut
259,Onkel::N,даци,akkak
260,Tante::N,ада,aja
261,Tante::N,ада,ajak
262,Tante::N,ада,atsak
263,Ehemann::N,рос,ui
264,Ehefrau::N,чӏужу,nuliaq
265,Freude::N,ракӏбохи,tipaatsussuseq
266,Gelächter::N,релъи,illaq
267,Glück::N,талихӏ,usornaat
268,Glück::N,талихӏ,usornarsuseq
269,Glück::N,талихӏ-рохел,usornaat
270,Glück::N,талихӏ-рохел,usornarsuseq
271,Kummer::N,хӏалкъай,
272,Wunsch::N,къасд,kissaat
273,Lust::N,гъира,illigussuseq
274,Lust::N,гъира,piummaseq
275,Geist::N,чӏанкӏ,anerneq
276,Geist::N,чӏанкӏ,toornaq
277,Geist::N,рухӏ-жан,anerneq
278,Geist::N,рухӏ-жан,toornaq
279,Gedanke::N,пикру,isumassaq
280,Verstand::N,лумалъи,isuma
281,Verstand::N,лумалъи,sianissut
282,Verstand::N,лумалъи,misigissut
283,Verstand::N,лумалъи,sianissuseq
284,Verstand::N,лумалъи,silaqassuseq
285,Verstand::N,цӏодорлъи,isuma
286,Verstand::N,цӏодорлъи,sianissut
287,Verstand::N,цӏодорлъи,misigissut
288,Verstand::N,цӏодорлъи,sianissuseq
289,Verstand::N,цӏодорлъи,silaqassuseq
290,Sinn::N,магӏна,isuma
291,Grund::N,багьана,patsit
292,Wahrheit::N,ритӏухълъи,sallusuissut
293,Gespräch::N,накъит,
294,Märchen::N,маргьа,oqalualaarut
295,Märchen::N,маргьа,oqaluasaaq
296,Erzählung::N,къиса,oqaluttuaq
297,Nachricht::N,хабар,oqaassut
298,Nachricht::N,хабар,oqqersuut
299,Neuigkeit::N,хабар-гӏазаб,tusarnartaq
300,Name::N,цӏар,ateq
301,Rätsel::N,бицанкӏо,nalorsitsaarut
302,Rede::N,речь,oqaluuseq
303,Rede::N,калам,oqaluuseq
304,Sprache::N,мацӏ,oqaatsit
305,Stimme::N,гьаракь,erinaq
306,Stimme::N,гьаракь,qarluuseq
307,Wort::N,рагӏи,oqaasii
308,Zeichen::N,ишара,nalunaaqqut
309,Zeichen::N,гӏаламат,nalunaaqqut
310,Ruf::N,ахӏи,qaaqqussut
311,Lärm::N,хъуй,perpaluk
312,Lärm::N,хъуди,perpaluk
313,Laut::N,гьаракь,torsukattak
314,Laut::N,сас,torsukattak
315,Lied::N,кечӏ,taalliaq
316,Lied::N,кечӏ,erinarsuut
317,Ruhe::N,рахӏат,qatsunganeq
318,Leute::N,гӏадамал,inuiak
319,Leute::N,гӏадамал,inuiaqatigiit
320,Volk::N,халкъ,inuiaat
321,Arbeit::N,хӏалтӏи,suliaq
322,Gast::N,гьобол,qaaqqusaq
323,Geschenk::N,сайигъат,pajugut
324,Spiel::N,хӏай,
325,Spiel::N,расанди,
326,Gesellschaft::N,жамагӏат,
327,Hilfe::N,кумек,annertoqqut
328,Freund::N,гьудул,tiliaq
329,Freund::N,гьудул,ikinngut
330,Kamerad::N,гьалмагъ,tiliaq
331,Kamerad::N,гьалмагъ,ikinngut
332,Angelegenheit::N,къваригӏел,
333,Anzahl::N,рикӏкӏен,
334,Art::N,жинс,ileqquuseq
335,Stück::N,кесек,nakkaalaniku
336,Teil::N,пай,tassiaasat
337,Hälfte::N,бащдаб,affaq
338,Kreis::N,гор,kaajaluinneq or kaajaluitsoq
339,Kreuz::N,хъанч,sanningasulik
340,Linie::N,мухъ,tittaq
341,Linie::N,мухъ,titarneq
342,Strich::N,хӏучч,
343,Abstand::N,манзил,aku
344,Abstand::N,манзил,ikiaq
345,Entfernung::N,манзил,asi
346,Gegend::N,рахъ,nuna
347,Platz::N,бакӏ,ini
348,Platz::N,бакӏ,inissaq
349,Ort::N,бакӏ,sumiiffik
350,Seite::N,рахъ,saneraq
351,Mitte::N,бакьулъбакӏ,qiteq
352,Gegenstand::N,жо,
353,Sache::N,жо,pigisaq
354,Rand::N,мицӏир,sini
355,Rand::N,мицӏир,akerfineq
356,Kante::N,рагӏал,akerfineq
357,Kante::N,рагӏа-ракьан,akerfineq
358,Ecke::N,цили,teqeqqoq
359,Ecke::N,цили,tikeqqoq
360,Spitze::N,тӏогь,inngik
361,Ende::N,кӏал,isu
362,Loch::N,каратӏ,putu
363,Muster::N,накъиш,ilisserut
364,Größe::N,кӏодо́лъи,angissuseq
365,Länge::N,халалъи,takissuseq
366,Höhe::N,борхалъи,
367,Gewicht::N,бакӏлъи,oqimaalutaq
368,Haufen::N,гъуни,eqimattat
369,Reihe::N,ирга́,allunaasaq
370,Boot::N,раса,qajaq
371,Boot::N,раса,angallat
372,Boot::N,раса,umiatsiaq
373,Ruder::N,раххан,iput
374,Schlitten::N,чанагъ,qamutit
375,Schlitten::N,чанагъ,qimusseq
376,Ski::N,лыжаби,ataarut
377,Lagerfeuer::N,цӏа,
378,Last::N,бакӏлъи,nammagaq
379,Gang::N,хьвади,
380,Gang::N,хьвада-чӏвади,
381,Schritt::N,гали,allorneq
382,Norden::N,шимал,avannaq
383,Süden::N,юг,qava
384,Süden::N,юг,kujat
385,Süden::N,юг,kujataa
386,Süden::N,къибла,qava
387,Süden::N,къибла,kujat
388,Süden::N,къибла,kujataa
389,Westen::N,гъарб,kitaa
390,Westen::N,магъриб,kitaa
391,Osten::N,шаркъ,kangi
392,Osten::N,машрикъ,kangi
393,Holz::N,цӏул,qisuk
394,Brett::N,хъарщи,salliligaq
395,Platte::N,къоно,qaateq
396,Stange::N,гӏер,kaaviffik
397,Stock::N,тӏил,ajaappissat
398,Stab::N,гӏер,ajaappissat
399,Rohr::N,турба,sullulik
400,Haus::N,ригь,illu
401,Haus::N,рукъзал,illu
402,Heim::N,рукъ,
403,Ofen::N,печь,kissarsuut
404,Fußboden::N,чӏабар,nateq
405,Tisch::N,стол,allattarfik
406,Stuhl::N,бакӏу,issiavik
407,Stuhl::N,бакӏу,issiaffik
408,Wiege::N,кини,uaasoq
409,Bett::N,кровать,nallavik
410,Regal::N,хъарщи,ilisivik
411,Kiste::N,ящик,sakissat
412,Kiste::N,ящик,illerfiusaq
413,Kiste::N,тӏалагъуд,sakissat
414,Kiste::N,тӏалагъуд,illerfiusaq
415,Fenster::N,гордо,aki
416,Fenster::N,гордо,igalaaq
417,Tür::N,нуцӏа,matu
418,Tor::N,каву,isaaffik
419,Zaun::N,раци,saputit
420,Dach::N,тӏох,qaliaq
421,Leiter::N,мали,tummeqqat
422,Leiter::N,мали,majuartarfiit
423,Besen::N,жул,saligutit
424,Spaten::N,бел,nivaataq
425,Schaufel::N,раххан,nivaataq
426,Gabel::N,гӏучӏ,qilluaq
427,Gabel::N,гӏучӏ,ajassaatit
428,Löffel::N,гъуд,alussaat
429,Messer::N,нус,savik
430,Nagel::N,магӏ,kukik
431,Netz::N,гьин,anguffaseq
432,Haken::N,гъанцӏа,nissik
433,Haken::N,гъанцӏа,qarsorsaq
434,Haken::N,гъанцӏа,qarsorsartoq
435,Griff::N,гӏоркь,ipi
436,Schloss::N,кӏулал,illussaarsuaq
437,Bild::N,сурат,assiliaq
438,Puppe::N,нани,inuusaq
439,Beutel::N,таргьа,
440,Bündel::N,къай,qilertaq
441,Tasche::N,сумка,pooqattaq
442,Tasche::N,къвачӏа,pooqattaq
443,Eimer::N,ведро,
444,Deckel::N,тӏалъел,matu
445,Deckel::N,дадитӏалъел,matu
446,Geschirr::N,цӏарагӏ,anut
447,Sack::N,хъап,
448,Sack::N,къандалъо,
449,Tasse::N,чашка,tiitorfik
450,Tasse::N,чашка,tiitorfiup ilorlia
451,Topf::N,хьаг,qoqqoq
452,Kessel::N,хьаг,uunnaavik
453,Kessel::N,гереги,uunnaavik
454,Essen::N,тӏагӏам,igaaq
455,Nahrung::N,квен,neqissaq
456,Speise::N,квен,nerisassat
457,Fleisch::N,гьан,neqi
458,Getreide::N,бугӏа-ролъ,maannineq
459,Getreide::N,могьолабл_культураби,maannineq
460,Brei::N,карщ,
461,Brot::N,чед,iffit
462,Brot::N,чед,iffiaq
463,Scheibe::N,мочӏу,igalaassiaq
464,Fett::N,беэнлъи,tarnutissaq
465,Fett::N,беэнлъи,tarnutissiaq
466,Butter::N,нах,punneq
467,Öl::N,нах,uulia
468,Salz::N,цӏам,taratsut
469,Suppe::N,чурпа,qajoq
470,Honig::N,гьоцӏо,tungusunnitsuut
471,Milch::N,рахь,immuk
472,Tee::N,чай,tii
473,Tee::N,чай,teeq
474,Leder::N,тӏом,
475,Wolle::N,квас,nuersagassiaq
476,Stoff::N,ххам,milliaq
477,Stoff::N,ххам,qarlissiaq
478,Nadel::N,рокӏкӏен,meqqut
479,Faden::N,кун,ujalussiaq
480,Knopf::N,маргъал,attat
481,Knoten::N,гарацӏ,akeroq
482,Knoten::N,гарацӏ,qilerneq
483,Farbe::N,релъен,qalipaat
484,Kleidung::N,ретӏел,atisat
485,Kleidung::N,ретӏел,annoraaq
486,Hemd::N,гурде,ilupaaq
487,Kragen::N,габур,qungasiinnaq
488,Ärmel::N,къвал,aaq
489,Hose::N,тӏажу,qarliit
490,Gürtel::N,рачел,qiterut
491,Gürtel::N,рачел,unngersaq
492,Mütze::N,тӏагъур,nasaq
493,Stiefel::N,этек,kamik
494,Stiefel::N,чакма,kamik
495,Ring::N,баргъич,assammiu
496,Band::N,лента,qilerutissiaq
497,Kamm::N,гьоркьо,illaagutit
498,Kamm::N,гьоркьо,illaajaatit pl.
499,Spiegel::N,матӏу,tarrarsuut
500,Riemen::N,рижу,allunaaq
501,Decke::N,одея́ло,qipik
502,Kissen::N,къандалъо,akit
503,Tuch::N,квархьи,qarlissiaq
504,Handtuch::N,беркӏалрацӏцӏ,allarut
505,Handtuch::N,беркӏалрацӏцӏ,allarterut
506,Kraft::N,гуч,pissak
507,Kraft::N,къуват,pissak
508,Stärke::N,хӏалкӏвей,qerattarsaat
509,Gesundheit::N,сахлъи́,peqqisusseq
510,Krankheit::N,унти,nappaat
511,Krankheit::N,щокълъи,nappaat
512,Schmerz::N,унти,anniaat
513,Wunde::N,ругъун,iki
514,Fieber::N,цӏа-кан,nappaat qanimanartoq
515,Arznei::N,дару,imigassaq
516,Brücke::N,кьо,ikaartarfik
517,Brunnen::N,гъуй,tissaluttuliaq
518,Weide::N,рицӏцӏ,masarsuk
519,Weide::N,лъичӏирма,masarsuk
520,Weide::N,гӏурдаллъи,masarsuk
521,Weide::N,ри́цӏигъветӏ,masarsuk
522,Weide::N,рицӏцӏигъветӏ,masarsuk
523,Pfad::N,сухъмахъ,aqqut
524,Weg::N,нух,aggerfik
525,Straße::N,нух,aqqusineq
526,Dorf::N,росу,nunaqarfik
527,Stadt::N,шагьар,illorpaat
528,Stadt::N,шагьар,illorpalik
529,Brief::N,кагъат,allagarsiaq
530,Brief::N,рисалат,allagarsiaq
531,Buch::N,тӏехь,atuakkat
532,Buch::N,тӏехь,mappersagaq
533,Buchstabe::N,хӏарп,naqinneq
534,Zeitung::N,газет,aviisi
535,Leben::N,яшав,inuussuseq
536,Tod::N,хвел,toqu
537,Tod::N,хвел,toquneq
538,Grab::N,хоб,iliveq
539,Grab::N,хоб,illissat
540,Kirche::N,килиса,oqaluffik
541,Sünde::N,хӏакъ,ajorti
542,Sünde::N,мунагь,ajorti
543,Gott::N,бичас,
544,Gott::N,аллагь,
545,Arbeiter::N,хӏалтӏухъан,sulisoq
546,Chef::N,хӏаким,ittoqut
547,Chef::N,начальник,ittoqut
548,Meister::N,устар,naalagaq
549,Meister::N,мастер,naalagaq
550,Meister::N,махщалилав,naalagaq
551,Arzt::N,жайрахӏ,katsorsaasoq
552,Lehrer::N,мугӏалим,ilinniartitsisoq
553,Geld::N,гӏарац,aningaasat
554,Laden::N,тукен,niuertarfik
555,Preis::N,багьа,aki
556,Ware::N,къайи,qaliata pii
557,Ware::N,къайи,nioqqutissaq
558,Nutzen::N,мунпагӏат,iluaqut
559,Reichtum::N,бечелъи,
560,Welt::N,дуниял,nunarsuaq
561,Land::N,улка,nuna
562,Land::N,икълим,nuna
563,Staat::N,пачалихъ,
564,König::N,пача,kunngi
565,König::N,малик,kunngi
566,König::N,къирал,kunngi
567,König::N,падишагь,kunngi
568,Macht::N,кверщел,pissaassuseq
569,Grenze::N,гӏорхъи,killik
570,Krieg::N,рагъ,sorsunneq
571,Feind::N,тушман,akeraq
572,Feind::N,тушман,akerartorti
573,Feind::N,тушман,qinngarsuisoq
574,Gewalt::N,зулму,
575,Kampf::N,къеркьей,sorsunneq
576,Bogen[Waffe]::N,газаргъо,
577,Pfeil::N,чӏор,qalugiusaq
578,Gewehr::N,туманкӏ,aallaat
579,Fehler::N,гъалатӏ,kukkuneq
580,Fehler::N,гъалатӏ,paarlaappaa
581,Lüge::N,гьереси,
582,Schaden::N,зиян,
583,Schaden::N,зарал,
584,Unglück::N,балагь,perluut
585,Schuld::N,гӏайиб,akiitsugaq
586,Schuld::N,гӏайиб,akiligassaq
587,Alter::N,гӏумру,utoqqaq
588,Schluss::N,ахир,isu
589,Zeit::N,заман,ulloq
590,Zeit::N,заман,akuttoqatigiinneq
591,Tag::N,къо,ulloq
592,Morgen::N,радалмех,ullaaq
593,Mittag::N,къадемех,ulloqeqqa
594,Abend::N,релъедамех,unnuk
595,Nacht::N,сордо,unnuaq
596,Woche::N,анкь,sapaatip akunnera
597,Monat::N,моцӏ,qaammat
598,Jahr::N,сон,ukioq
599,Jahr::N,лъагӏел,ukioq
600,Frühling::N,их,upernaaq
601,Sommer::N,рии,aasaq
602,Herbst::N,хасалихълъи,ukiaq
603,Winter::N,кьин,ukioq
604,Januar::N,январь,siulleeq
605,Januar::N,январь,qaammaliaq
606,Februar::N,февра́ль,aarlaat
607,März::N,март,marsi
608,März::N,март,martsi
609,April::N,апрель,
610,Mai::N,май,maaji
611,Juni::N,июнь,juuni
612,Juli::N,июль,juuli
613,August::N,август,aggusti
614,September::N,сентябрь,septembari
615,Oktober::N,октябрь,oktobari
616,November::N,ноябрь,novembari
617,Dezember::N,декабрь,detsembari
618,Montag::N,итни,ataasinngortoq
619,Dienstag::N,талат,marlunngorneq
620,Mittwoch::N,арбагӏ,pingasunngorneq
621,Donnerstag::N,хамиз,sisamanngorneq
622,Freitag::N,рузман,tallimanngorneq
623,Samstag::N,щамат,arfininngorneq
624,Sonntag::N,гьатӏан,sapaat
625,Sonntag::N,гьатӏан,sapaati
626,groß::A,кӏудияб,angivoq
627,klein::A,гьитӏинаб,mikivoq
628,lang::A,халатаб,takisooq
629,kurz::A,къокъаб,naatsoq
630,breit::A,гӏебаб,silippoq
631,schmal::A,къваридаб,amitsoq
632,dicht::A,ризаб,torsusooq
633,dick[Gegenstand]::A,бицатаб,issuvoq
634,dick[Gegenstand]::A,бицатаб,issusooq
635,dünn::A,тӏеренаб,amitsoq
636,fein::A,тӏеренаб,mamarpoq
637,fest::A,къвакӏараб,tangeqarpoq
638,flach::A,чӏепараб,nalimmappoq
639,glatt::A,цӏвакараб,quasak
640,hart::A,кьварараб,mattusooq
641,hart::A,кьварараб,manngerpoq
642,hart::A,кьварараб,titeqquluppoq
643,weich::A,тамахаб,nerumaarpoq
644,rund::A,гургинаб,ammallorippoq
645,spitz::A,бегӏераб,qummukujooq
646,scharf::A,рекӏараб,ipippoq
647,stumpf::A,тӏехӏараб,anngerpoq
648,stumpf::A,рекӏинчӏеб,anngerpoq
649,schwer::A,бакӏаб,oqimaappoq
650,schön::A,берцинаб,kusanarpoq
651,heiß::A,лагьараб,kiappoq
652,warm::A,хинаб,oqorpoq
653,kalt::A,квачараб,issippoq
654,kühl::A,квачараб,pueqqortippoq
655,frisch::A,цӏияб,
656,feucht::A,рагьараб,isugutavoq
657,feucht::A,рагьараб,qaasernarpoq
658,nass::A,би́ччараб,imerorpoq
659,trocken::A,бакъвараб,panerpoq
660,leer::A,чӏобогояб,imaattuarpoq
661,offen::A,рагьараб,ammavoq
662,geschlossen::A,рахараб-къараб,matuvoq
663,sauber::A,бацӏцӏадаб,eqqippoq
664,sauber::A,бацӏцӏадаб,sukuluippoq
665,sauber::A,бацӏцӏадаб,ipeqanngilaq
666,schmutzig::A,гъизараб,tapappoq
667,schmutzig::A,гъизараб,minguppoq
668,roh::A,хамаб,aapavoq
669,roh::A,гӏатӏгояб,aapavoq
670,reif::A,барщараб,qaarulerpoq
671,lecker::A,тӏагӏамаб,
672,süß::A,гьуинаб,tungusunnippoq
673,bitter::A,кьогӏаб,qasilippoq
674,sauer::A,цӏекӏаб,
675,hell::A,канаб,qaamavoq
676,dunkel::A,бецӏаб,qernerpoq
677,schwarz::A,чӏегӏераб,qernerpoq
678,weiß::A,хъахӏаб,qaqorpoq
679,rot::A,багӏараб,aappaluppoq
680,gelb::A,гӏобилаб,sungaarpoq
681,gelb::A,тӏогьилаб,sungaarpoq
682,blau::A,хъахӏилаб,tungujorpoq
683,grün::A,гӏурччинаб,qorsooqqippoq
684,grau::A,накӏкӏуяб,qaserpoq
685,bunt::A,къвекӏаб,
686,bunt::A,чара-гъараб,
687,billig::A,учузаб,akikippoq
688,teuer::A,хири́яб,
689,wertvoll::A,къиматаб,erlinnarpoq
690,blind::A,беццаб,tappiippoq
691,blind::A,беццаб,isigisaqanngilaq
692,taub::A,гъугъаб,tusilarpoq
693,kräftig::A,гучаб,pissaq
694,kräftig::A,гучаб,pissarsuaq
695,stark::A,къуватаб,sanngivoq
696,schwach::A,гӏажизаб,nakuippoq
697,fett::A,кьарияб,pualavoq
698,schlank::A,чергесаб,tuappoq
699,hübsch::A,гьайбатаб,aatsialaq
700,böse::A,ракӏквешаб,ajorpoq
701,dumm::A,гьагаб,taqajak
