,Concept_ID,eu,ru
57,Gehirn::N,garun,мозг
58,Gehirn::N,burmuin,мозг
59,Herz::N,bihotz,сердце
60,Magen::N,urdail,желудок
61,Leber::N,gibel,печень
62,Atem::N,hats,дух
63,Atem::N,hats,дыхание
64,Atem::N,arnasa,дух
65,Atem::N,arnasa,дыхание
66,Hunger::N,gose,голод
67,Träne::N,malko,слеза
68,Geschmack::N,dasta,вкус
69,Geruch::N,usain,запах
70,Schlaf::N,lo,сон
71,Traum::N,amets,сновидение
72,Himmel::N,zeru,небо
73,Sonne::N,eguzki,солнце
74,Mond::N,ilargi,луна
75,Stern::N,izar,звезда
76,Luft::N,aire,воздух
77,Wind::N,haize,ветер
78,Welle::N,uhin,волна
79,Welle::N,olatu,волна
80,Wasser::N,ur,вода
81,Stein::N,harri,камень
82,Boden::N,lur,почва
83,Boden::N,zoru,почва
84,Erde::N,lur,земля
85,Staub::N,hauts,пыль
86,Rauch::N,ke,дым
87,Funke::N,zirta,искра
88,Funke::N,txinparta,искра
89,Feuer::N,su,огонь
90,Licht::N,argi,свет
91,Schatten::N,itzal,тень
92,Schatten::N,geriza,тень
93,Wetter::N,eguraldi,погода
94,Nebel::N,laino,туман
95,Wolke::N,hodei,облако
96,Regen::N,euri,дождь
97,Schnee::N,elur,снег
98,Eis::N,horma,лед
99,Frost::N,izotzaldi,мороз
100,Kälte::N,hotz,холод
101,Hitze::N,bero,жара
102,Raureif::N,antzigar,иней
103,Regenbogen::N,ostadar,радуга
104,Regenbogen::N,ortzadar,радуга
105,Donner::N,ostots,гром
106,Donner::N,ihurtzuri,гром
107,Strömung::N,laster,течение
108,Tropfen::N,xorta,капля
109,Schaum::N,bits,пена
110,Schmutz::N,lohi,грязь
111,Schmutz::N,zikin,грязь
112,See::N,laku,озеро
113,See::N,aintzira,озеро
114,Sumpf::N,zingira,топь
115,Moor::N,zohikaztegi,болото
116,Wiese::N,larre,луг
117,Wiese::N,belardi,луг
118,Wald::N,baso,лес
119,Wald::N,oihan,лес
120,Hügel::N,muino,холм
121,Hügel::N,pentoka,холм
122,Anhöhe::N,garai,возвышенность
123,Anhöhe::N,goragune,возвышенность
124,Berg::N,mendi,гора
125,Gipfel::N,gain,вершина
126,Gipfel::N,tontor,вершина
127,Höhle::N,kobazulo,пещера
128,Abhang::N,aldapa,склон
129,Quelle::N,iturri,источник
130,Quelle::N,iturbegi,источник
131,Bach::N,lats,ручей
132,Bach::N,erreka,ручей
133,Fluss::N,ibai,река
134,Fluss::N,uhaitz,река
135,Ufer::N,bazter,берег
136,Küste::N,itsasalde,побережье
137,Festland::N,lehor,суша
138,Meer::N,itsaso,море
139,Bucht::N,golko,бухта
140,Insel::N,irla,остров
141,Insel::N,uharte,остров
142,Blume::N,lili,цветок
143,Gras::N,belar,трава
144,Wurzel::N,zuztar,корень
145,Wurzel::N,sustrai,корень
146,Baum::N,zuhaitz,дерево
147,Stamm::N,enbor,ствол
148,Rinde::N,azal,кора
149,Ast::N,adar,сук
150,Zweig::N,abar,ветвь
151,Blatt::N,hosto,лист
152,Birke::N,urki,береза
153,Kiefer[Baum]::N,ler,сосна
154,Weide[Baum]::N,zume,ива
155,Weide[Baum]::N,sahats,ива
156,Tanne::N,izei,ель
157,Horn::N,adar,рог
158,Feder::N,luma,перо
159,Feder::N,hegaki,перо
160,Fell::N,ile,шкура
161,Fell::N,larru,шкура
162,Flügel::N,hego,крыло
163,Klaue::N,atzapar,коготь
164,Kralle::N,erpe,лапа
165,Kralle::N,atzapar,лапа
166,Schwanz::N,isats,хвост
167,Schwanz::N,buztan,хвост
168,Ei::N,arrautza,яйцо
169,Nest::N,habia,гнездо
170,Bau::N,ohantze,нора
171,Tier::N,abere,животное
172,Tier::N,piztia,животное
173,Herde::N,saldo,стадо
174,Herde::N,abere talde,стадо
175,Kuh::N,behi,корова
176,Bulle::N,zezen,бык
177,Pferd::N,zaldi,лошадь
178,Schaf::N,ardi,овца
179,Schwein::N,urde,свинья
180,Schwein::N,txerri,свинья
181,Hund::N,txakur,собака
182,Katze::N,katu,кошка
183,Bär::N,hartz,медведь
184,Eichhörnchen::N,urtxintxa,белка
185,Elch::N,altze,лось
186,Fuchs::N,azeri,лиса
187,Hase::N,erbi,заяц
188,Maus::N,sagu,мышь
189,Wolf::N,otso,волк
190,Vogel::N,txori,птица
191,Vogel::N,hegazti,птица
192,Schwarm::N,aldra,стая
193,Huhn::N,oilo,курица
194,Hahn::N,oilar,петух
195,Gans::N,antzara,гусь
196,Adler::N,arrano,орел
197,Ente::N,ahate,утка
198,Eule::N,hontza,сова
199,Kranich::N,kurrilo,журавль
200,Krähe::N,bele,ворона
201,Kuckuck::N,kuku,кукушка
202,Schwan::N,beltxarga,лебедь
203,Fisch::N,arrain,рыба
204,Barsch::N,perka,окунь
205,Hecht::N,lutxo,щука
206,Schlange[Tier]::N,suge,змея
207,Wurm::N,har,червяк
208,Spinne::N,armiarma,паук
209,Ameise::N,inurri,муравей
210,Laus::N,zorri,вошь
211,Mücke::N,eltxo,комар
212,Fliege::N,euli,муха
213,Schmetterling::N,pinpirin,бабочка
214,Schmetterling::N,tximeleta,бабочка
215,Beere::N,baia,ягода
216,Apfel::N,sagar,яблоко
217,Pilz::N,onddo,гриб
218,Pilz::N,perretxiko,гриб
219,Zwiebel::N,tipula,луковица
220,Saat::N,haziak,семя
221,Korn::N,ale,зерно
222,Korn::N,pikor,зерно
223,Heu::N,belar ondu,сено
224,Schale::N,azal,шелуха
225,Grube::N,hobi,яма
226,Falle::N,harrapagailu,ловушка
227,Schlinge::N,bilur,силок
228,Schlinge::N,xedera,силок
229,Spur::N,lorratz,след
230,Asche::N,errauts,зола
231,Asche::N,errauts,пепел
232,Dreck::N,satsukeria,грязь
233,Eisen::N,burdina,железо
234,Gold::N,urre,золото
235,Gold::N,urregorri,золото
236,Silber::N,zilar,серебро
237,Silber::N,urrezuri,серебро
238,Kohle::N,ikatz,уголь
239,Glas::N,beira,стекло
240,Lehm::N,buztin,глина
241,Sand::N,harea,песок
242,Sand::N,hondar,песок
243,Mensch::N,gizaki,человек
244,Mann::N,gizon,мужчина
245,Frau::N,andere,женщина
246,Frau::N,emakume,женщина
247,Kind::N,haur,ребенок
248,Junge::N,mutil,мальчик
249,Mädchen::N,neska,девочка
250,Familie::N,sendi,семья
251,Familie::N,familia,семья
252,Großvater::N,aitona,дедушка
253,Großvater::N,aitatxi,дедушка
254,Großmutter::N,amona,бабушка
255,Großmutter::N,amatxi,бабушка
256,Eltern::N,gurasoak,родители
257,Vater::N,aita,отец
258,Mutter::N,ama,мать
259,Sohn::N,seme,сын
260,Tochter::N,alaba,дочь
261,Bruder::N,neba,брат
262,Bruder::N,anaia,брат
263,Schwester::N,ahizpa,сестра
264,Onkel::N,osaba,дядя
265,Tante::N,izeba,тетя
266,Ehemann::N,senar,муж
267,Ehefrau::N,emazte,жена
268,Freude::N,poz,радость
269,Freude::N,pozkari,радость
270,Gelächter::N,barre,смех
271,Gelächter::N,karkara,смех
272,Glück::N,zori,счастье
273,Kummer::N,xangrin,горе
274,Kummer::N,atsekabe,горе
275,Wunsch::N,nahi,желание
276,Wunsch::N,nahikunde,желание
277,Lust::N,gogo,влечение
278,Geist::N,gogo,дух
279,Gedanke::N,gogoeta,мысль
280,Gedächtnis::N,oroimen,память
281,Gedächtnis::N,gogoramen,память
282,Verstand::N,adimen,ум
283,Verstand::N,ulermen,ум
284,Sinn::N,zentzu,смысл
285,Grund::N,zergati,повод
286,Wahrheit::N,egia,правда
287,Gespräch::N,hizketa,беседа
288,Gespräch::N,elkarrizketa,беседа
289,Märchen::N,ipuin,сказка
290,Erzählung::N,edesti,рассказ
291,Erzählung::N,kontakizun,рассказ
292,Nachricht::N,albiste,сообщение
293,Neuigkeit::N,berri,новость
294,Name::N,izen,имя
295,Rätsel::N,asmakizun,загадка
296,Rede::N,hitzaldi,речь
297,Rede::N,mintzaldi,речь
298,Sprache::N,hizkuntza,язык
299,Stimme::N,ahots,голос
300,Wort::N,hitz,слово
301,Zeichen::N,agerbide,знак
302,Zeichen::N,agergarri,знак
303,Ruf::N,dei,зов
304,Lärm::N,zarata,шум
305,Lärm::N,harrabots,шум
306,Laut::N,hots,звук
307,Ton::N,tonu,звучание
308,Ton::N,soinu,звучание
309,Lied::N,abesti,песня
310,Ruhe::N,nasaitasun,покой
311,Leute::N,jende,люди
312,Volk::N,herri,народ
313,Volk::N,populu,народ
314,Arbeit::N,lan,работа
315,Gast::N,arrotz,гость
316,Gast::N,apopilo,гость
317,Geschenk::N,opari,подарок
318,Spiel::N,jolas,игра
319,Gesellschaft::N,gizarte,общество
320,Hilfe::N,helpide,помощь
321,Hilfe::N,laguntza,помощь
322,Freund::N,lagun,друг
323,Kamerad::N,adiskide,приятель
324,Kamerad::N,lagunkide,приятель
325,Angelegenheit::N,afera,дело
326,Anzahl::N,kopuru,количество
327,Art::N,mota,вид
328,Stück::N,puska,кусок
329,Teil::N,atal,часть
330,Hälfte::N,erdi,половина
331,Kreis::N,biribilki,круг
332,Kreuz::N,gurutze,крест
333,Linie::N,linea,линия
334,Strich::N,marra,черта
335,Abstand::N,tarte,промежуток
336,Entfernung::N,urrunera,расстояние
337,Gegend::N,alderdi,местность
338,Gegend::N,eskualde,местность
339,Platz::N,leku,пространство
340,Ort::N,toki,место
341,Seite::N,albo,сторона
342,Mitte::N,erdi,середина
343,Gegenstand::N,gauzaki,предмет
344,Sache::N,gauza,вещь
345,Rand::N,ertz,край
346,Kante::N,ertz,ребро
347,Ecke::N,kantoi,угол
348,Spitze::N,punta,кончик
349,Ende::N,buru,конец
350,Ende::N,mutur,конец
351,Loch::N,zulo,дыра
352,Winkel::N,zoko,угол
353,Winkel::N,bazter,угол
354,Muster::N,eredu,узор
355,Muster::N,marrazki,узор
356,Größe::N,kaizu,размер
357,Größe::N,tamaina,размер
358,Länge::N,luzera,длина
359,Höhe::N,goiera,высота
360,Höhe::N,garaiera,высота
361,Gewicht::N,hazta,вес
362,Menge::N,kopuru,количество
363,Haufen::N,pila,куча
364,Haufen::N,mendoi,куча
365,Reihe::N,ilara,ряд
366,Reihe::N,errenkada,ряд
367,Boot::N,potin,лодка
368,Boot::N,txalupa,лодка
369,Ruder::N,arraun,весло
370,Schlitten::N,lera,сани
371,Schlitten::N,narra,сани
372,Ski::N,eski,лыжа
373,Lagerfeuer::N,su,костер
374,Last::N,zama,тяжесть
375,Last::N,karga,тяжесть
376,Gang::N,ibilera,ход
377,Schritt::N,pauso,шаг
378,Schritt::N,urrats,шаг
379,Norden::N,ipar,север
380,Norden::N,iparralde,север
381,Süden::N,hego,юг
382,Süden::N,hegoalde,юг
383,Westen::N,sartalde,запад
384,Westen::N,mendebalde,запад
385,Osten::N,ekialde,восток
386,Osten::N,sortalde,восток
387,Holz::N,zur,древесина
388,Brett::N,ohol,доска
389,Platte::N,lauza,плита
390,Stütze::N,irozgarri,подпорка
391,Stütze::N,bermagailu,подпорка
392,Stange::N,haga,жердь
393,Stock::N,makila,палка
394,Stab::N,makila,шест
395,Rohr::N,hodi,труба
396,Haus::N,etxe,дом
397,Heim::N,etxe,дом
398,Heim::N,etxaleku,дом
399,Ofen::N,berogailu,печь
400,Fußboden::N,zoru,пол
401,Tisch::N,mahai,стол
402,Stuhl::N,aulki,стул
403,Wiege::N,kuma,колыбель
404,Wiege::N,sehaska,колыбель
405,Bett::N,ohe,постель
406,Bett::N,ohatze,постель
407,Regal::N,apalategi,полка
408,Kiste::N,kutxa,ящик
409,Fenster::N,leiho,окно
410,Tür::N,ate,дверь
411,Tor::N,atari,ворота
412,Zaun::N,hesi,забор
413,Dach::N,teilatu,крыша
414,Leiter::N,zurubi,лестница
415,Besen::N,erratz,метла
416,Spaten::N,burdinpala,лопата
417,Schaufel::N,pala,совок
418,Gabel::N,sardexka,вилка
419,Löffel::N,koilara,ложка
420,Messer::N,aizto,нож
421,Nagel::N,iltze,гвоздь
422,Netz::N,sare,сеть
423,Haken::N,mako,крюк
424,Griff::N,eskutoki,ручка
425,Schloss::N,sarraila,замок
426,Bild::N,irudi,картина
427,Figur::N,figura,фигура
428,Puppe::N,panpina,кукла
429,Puppe::N,andrakila,кукла
430,Beutel::N,zorro,мешок
431,Bündel::N,azao,связка
432,Bündel::N,espal,связка
433,Tasche::N,poltsa,сумка
434,Eimer::N,treska,ведро
435,Deckel::N,tapa,крышка
436,Deckel::N,estalki,крышка
437,Geschirr::N,baxera,посуда
438,Geschirr::N,ontziteria,посуда
439,Sack::N,zaku,мешок
440,Tasse::N,kikara,чашка
441,Topf::N,ontzi,кастрюля
442,Topf::N,lapiko,кастрюля
443,Kessel::N,pazia,котел
444,Essen::N,janaldi,еда
445,Nahrung::N,jan,пища
446,Speise::N,jaki,блюдо
447,Speise::N,jaki,кушанье
448,Fleisch::N,okela,мясо
449,Fleisch::N,haragi,мясо
450,Getreide::N,labore,хлеб
451,Brei::N,ahi,каша
452,Brei::N,pure,каша
453,Brot::N,ogi,хлеб
454,Scheibe::N,xerra,ломоть
455,Scheibe::N,pirripita,ломоть
456,Fett::N,urin,жир
457,Fett::N,koipe,жир
458,Butter::N,gurin,масло
459,Öl::N,olio,масло
460,Salz::N,gatz,соль
461,Suppe::N,zopa,суп
462,Suppe::N,salda,суп
463,Honig::N,ezti,мед
464,Milch::N,esne,молоко
465,Tee::N,te,чай
466,Leder::N,larru,кожа
467,Wolle::N,artile,шерсть
468,Stoff::N,ehun,ткань
469,Nadel::N,orratz,игла
470,Nadel::N,jostorratz,игла
471,Faden::N,hari,нитка
472,Knopf::N,botoi,пуговица
473,Knoten::N,korapilo,узел
474,Farbe::N,pintura,краска
475,Kleidung::N,arropa,одежда
476,Kleidung::N,jantziak,одежда
477,Hemd::N,atorra,рубашка
478,Hemd::N,alkandora,рубашка
479,Kragen::N,idun,воротник
480,Ärmel::N,mahuka,рукав
481,Hose::N,prakak,брюки
482,Hose::N,galtzak,брюки
483,Gürtel::N,gerriko,пояс
484,Mütze::N,txano,шапка
485,Mütze::N,txapel,шапка
486,Schuh::N,oski,ботинок
487,Schuh::N,oinetako,ботинок
488,Stiefel::N,bota,сапог
489,Ring::N,uztai,кольцо
490,Band::N,zinta,лента
491,Band::N,xingola,лента
492,Kamm::N,orrazi,расческа
493,Spiegel::N,mirail,зеркало
494,Riemen::N,uhal,ремень
495,Schnur::N,lokailu,веревка
496,Leine::N,lotura,поводок
497,Decke::N,burusi,одеяло
498,Kissen::N,kuxin,подушка
499,Tuch::N,zapi,платок
500,Tuch::N,oihal,платок
501,Handtuch::N,eskuzapi,полотенце
502,Handtuch::N,eskuoihal,полотенце
503,Kraft::N,indar,сила
504,Stärke::N,indar,крепость
505,Gesundheit::N,osasun,здоровье
506,Krankheit::N,eritasun,болезнь
507,Krankheit::N,gaixotasun,болезнь
508,Schmerz::N,min,боль
509,Wunde::N,zauri,рана
510,Fieber::N,sukar,лихорадка
511,Fieber::N,sukar,температура
512,Arznei::N,osagai,лекарство
513,Arznei::N,sendagai,лекарство
514,Brücke::N,zubi,мост
515,Brunnen::N,putzu,колодец
516,Weide::N,alha,пастбище
517,Weide::N,bazkaleku,пастбище
518,Pfad::N,zidor,тропа
519,Pfad::N,bidexka,тропа
520,Weg::N,bide,путь
521,Weg::N,bide,дорога
522,Straße::N,errepide,улица
523,Straße::N,errepide,дорога
524,Dorf::N,herri,деревня
525,Stadt::N,hiri,город
526,Brief::N,gutun,письмо
527,Brief::N,eskutitz,письмо
528,Buch::N,liburu,книга
529,Buchstabe::N,hizki,буква
530,Zeitung::N,egunkari,газета
531,Leben::N,bizi,жизнь
532,Leben::N,bizitza,жизнь
533,Tod::N,herio,смерть
534,Tod::N,heriotza,смерть
535,Grab::N,hobi,могила
536,Grab::N,hilobi,могила
537,Kirche::N,eliza,церковь
538,Sünde::N,hoben,грех
539,Sünde::N,bekatu,грех
540,Gott::N,jainko,бог
541,Arbeiter::N,langile,рабочий
542,Arbeiter::N,behargin,рабочий
543,Chef::N,nagusi,начальник
544,Meister::N,maisu,мастер
545,Arzt::N,osagile,врач
546,Arzt::N,sendagile,врач
547,Lehrer::N,irakasle,учитель
548,Geld::N,diru,деньги
549,Geschäft::N,negozio,занятие
550,Laden::N,denda,магазин
551,Laden::N,saltegi,магазин
552,Preis::N,prezio,цена
553,Preis::N,salneurri,цена
554,Ware::N,salgai,товар
555,Nutzen::N,onura,выгода
556,Nutzen::N,probetxu,выгода
557,Reichtum::N,aberastasun,богатство
558,Welt::N,ludi,мир
559,Welt::N,mundu,мир
560,Land::N,herrialde,страна
561,Staat::N,estatu,государство
562,König::N,errege,король
563,Macht::N,botere,власть
564,Grenze::N,muga,граница
565,Krieg::N,guda,война
566,Feind::N,etsai,враг
567,Feind::N,arerio,враг
568,Gewalt::N,bortxa,насилие
569,Gewalt::N,bortizkeria,насилие
570,Kampf::N,gudu,борьба
571,Kampf::N,auska,борьба
572,Bogen[Waffe]::N,arku,лук
573,Pfeil::N,gezi,стрела
574,Gewehr::N,fusil,ружье
575,Fehler::N,huts,ошибка
576,Fehler::N,hutsegin,ошибка
577,Lüge::N,gezur,ложь
578,Schaden::N,kalte,вред
579,Unglück::N,zoritxar,беда
580,Unglück::N,zorigaitz,беда
581,Schuld::N,erru,вина
582,Alter::N,adin,возраст
583,Schluss::N,bukaera,окончание
584,Zeit::N,aldi,время
585,Zeit::N,denbora,время
586,Tag::N,egun,день
587,Morgen::N,goiz,утро
588,Mittag::N,eguerdi,полдень
589,Abend::N,arrats,вечер
590,Nacht::N,gau,ночь
591,Woche::N,aste,неделя
592,Monat::N,hil,месяц
593,Jahr::N,urte,год
594,Frühling::N,udalehen,весна
595,Sommer::N,uda,лето
596,Herbst::N,udazken,осень
597,Herbst::N,neguantz,осень
598,Winter::N,negu,зима
599,Januar::N,urtarril,январь
600,Februar::N,otsail,февраль
601,März::N,martxo,март
602,April::N,apiril,апрель
603,Mai::N,maiatz,май
604,Juni::N,ekain,июнь
605,Juli::N,uztail,июль
606,August::N,abuztu,август
607,September::N,irail,сентябрь
608,Oktober::N,urri,октябрь
609,November::N,azaro,ноябрь
610,Dezember::N,abendu,декабрь
611,Montag::N,astelehen,понедельник
612,Dienstag::N,astearte,вторник
613,Mittwoch::N,asteazken,среда
614,Donnerstag::N,ostegun,четверг
615,Freitag::N,ostiral,пятница
616,Samstag::N,larunbat,суббота
617,Sonntag::N,igande,воскресенье
618,groß::A,handi,большой
619,klein::A,txiki,маленький
620,lang::A,luze,длинный
621,kurz::A,labur,короткий
622,breit::A,zabal,широкий
623,schmal::A,mehar,узкий
624,dicht::A,sarri,густой
625,dicht::A,trinko,густой
626,dick[Gegenstand]::A,lodi,толстый
627,dünn::A,mehe,тонкий
628,fein::A,fin,тонкий
629,fest::A,tinko,крепкий
630,flach::A,lau,плоский
631,flach::A,ordoki,плоский
632,glatt::A,leun,гладкий
633,hart::A,gogor,твердый
634,weich::A,bigun,мягкий
635,weich::A,beratz,мягкий
636,rund::A,biribil,круглый
637,spitz::A,puntadun,остроконечный
638,scharf::A,zorrotz,острый
639,stumpf::A,kamuts,тупой
640,schwer::A,astun,тяжелый
641,schwer::A,pisutsu,тяжелый
642,schön::A,eder,красивый
643,heiß::A,bero,жаркий
644,heiß::A,oso bero,жаркий
645,warm::A,bero,теплый
646,kalt::A,hotz,холодный
647,kühl::A,hotzil,прохладный
648,frisch::A,fresko,свежий
649,frisch::A,hozkirri,свежий
650,feucht::A,heze,влажный
651,nass::A,busti,мокрый
652,trocken::A,siku,сухой
653,trocken::A,lehor,сухой
654,voll::A,bete,полный
655,voll::A,bete,наполненный
656,leer::A,huts,пустой
657,offen::A,ireki,открытый
658,geschlossen::A,itxita,закрытый
659,sauber::A,xahu,чистый
660,sauber::A,garbi,чистый
661,schmutzig::A,lohi,грязный
662,schmutzig::A,zikin,грязный
663,roh::A,gordin,сырой
664,reif::A,umo,зрелый
665,reif::A,heldu,зрелый
666,lecker::A,goxo,вкусный
667,süß::A,goxo,сладкий
668,bitter::A,karmin,горький
669,bitter::A,garratz,горький
670,sauer::A,mingots,кислый
671,hell::A,argi,светлый
672,dunkel::A,ilun,темный
673,schwarz::A,beltz,черный
674,weiß::A,zuri,белый
675,rot::A,gorri,красный
676,gelb::A,hori,желтый
677,blau::A,urdin,синий
678,grün::A,berde,зеленый
679,grün::A,musker,зеленый
680,grau::A,urdin,серый
681,grau::A,urdinabar,серый
682,bunt::A,koloretsu,пестрый
683,billig::A,merke,дешевый
684,teuer::A,garesti,дорогой
685,wertvoll::A,baliotsu,ценный
686,blind::A,itsu,слепой
687,taub::A,gor,глухой
688,kräftig::A,kementsu,могучий
689,stark::A,bizkor,сильный
690,stark::A,indartsu,сильный
691,schwach::A,ahul,слабый
692,schwach::A,indargabe,слабый
693,fett::A,gizen,жирный
694,schlank::A,lerden,стройный
695,hübsch::A,polit,прелестный
696,böse::A,tzar,злой
697,böse::A,gaizto,злой
698,dumm::A,lelo,глупый
699,dumm::A,pello,глупый
700,faul::A,nagi,ленивый
701,faul::A,alfer,ленивый
702,fleißig::A,maratz,прилежный
703,fleißig::A,lanzale,прилежный
704,geizig::A,zeken,жадный
705,geizig::A,zikoitz,жадный
706,klug::A,zuhur,умный
707,geschickt::A,trebe,искусный
708,geschickt::A,antzetsu,искусный
709,lieb::A,maite,милый
710,lieb::A,laztan,милый
711,lustig::A,alaitsu,веселый
712,sanft::A,eme,нежный
713,sanft::A,ezti,нежный
714,hungrig::A,gose,голодный
715,krank::A,eri,больной
716,krank::A,gaixo,больной
717,nackt::A,biluzi,голый
718,traurig::A,itun,грустный
719,traurig::A,betilun,грустный
720,lebendig::A,bizirik,живой
721,gut::A,on,хороший
722,schlecht::A,txar,плохой
723,richtig::A,zuzen,правильный
724,schlimm::A,larri,отвратительный
725,schlimm::A,larri,мерзкий
726,wahr::A,egiazko,настоящий
727,alt::A,zahar,старый
728,neu::A,berri,новый
729,ehemalig::A,lehengo,бывший
730,alt[Lebewesen]::A,adindun,пожилой
731,jung::A,gazte,молодой
732,arm::A,txiro,бедный
733,arm::A,behartsu,бедный
734,reich::A,dirudun,богатый
735,bekannt::A,ezagun,знакомый
736,berühmt::A,entzun,знаменитый
737,berühmt::A,ospetsu,знаменитый
738,fremd::A,arrotz,чужой
739,verschieden::A,ezberdin,разный
740,verschieden::A,desberdin,разный
741,nah::A,hurre,близкий
742,nah::A,hurbil,близкий
743,fern::A,urrun,далекий
744,linker::A,ezker,левый
745,rechter::A,eskuin,правый
746,anderer::A,beste,другой
747,erster::A,lehen,первый
748,erster::A,aurren,первый
749,zweiter::A,bigarren,второй
750,dritter::A,hirugarren,третий
751,letzter::A,azken,последний
752,letzter::A,hondar,последний
753,allein::ADV,bakarrik,один
754,auf einmal::ADV,batera,сразу
755,zusammen::ADV,elkarrekin,вместе
756,lange::ADV,luzaro,долго
757,plötzlich::ADV,bat-batean,вдруг
758,sofort::ADV,berehala,тотчас
759,später::ADV,gero,позже
760,jetzt::ADV,orain,сейчас
761,heute::ADV,gaur,сегодня
762,morgen::ADV,bihar,завтра
763,bald::ADV,aurki,скоро
764,bald::ADV,laster,скоро
765,dann::ADV,ondoren,потом
766,gestern::ADV,atzo,вчера
767,einst::ADV,antzina,однажды
768,damals::ADV,orduan,тогда
769,danach::ADV,gerora,затем
770,danach::ADV,ondoren,затем
771,vorher::ADV,lehenago,раньше
772,zuerst::ADV,aurrena,сперва
773,zuerst::ADV,lehenbizi,сперва
774,einmal::ADV,behin,раз
775,einmal::ADV,aldi bat,раз
776,manchmal::ADV,batzuetan,иногда
777,manchmal::ADV,zenbaitetan,иногда
778,oft::ADV,maiz,часто
779,oft::ADV,askotan,часто
780,immer::ADV,beti,всегда
781,niemals::ADV,inoiz ez,никогда
782,niemals::ADV,sekula ez,никогда
783,hier::ADV,hemen,здесь
784,hierhin::ADV,hona,сюда
785,von hier::ADV,hemendik,отсюда
786,von hier::ADV,honetatik,отсюда
787,dort::ADV,han,там
788,dorthin::ADV,hara,туда
789,geradeaus::ADV,artez,прямо
790,vorwärts::ADV,aurrera,вперед
791,rückwärts::ADV,atzera,назад
792,rückwärts::ADV,atzerantz,назад
793,zurück::ADV,atzera,обратно
794,unten::ADV,behean,внизу
795,hinab::ADV,behera,вниз
796,hinab::ADV,beherantz,вниз
797,oben::ADV,goian,наверху
798,hinauf::ADV,gora,вверх
799,hinauf::ADV,gorantz,вверх
800,überall::ADV,edonon,везде
801,nicht::ADV,ez,не
802,ein wenig::ADV,apur bat,немного
803,ein wenig::ADV,pixka bat,немного
804,kaum::ADV,ozta,едва
805,kaum::ADV,nekez,едва
806,sehr::ADV,oso,очень
807,so::ADV,hala,так
808,so::ADV,honela,так
809,noch::ADV,oraindik,еще
810,nur::ADV,bakarrik,только
811,schon::ADV,ja,уже
812,schon::ADV,jada,уже
813,wieder::ADV,berriro,опять
814,vergebens::ADV,alferrik,напрасно
815,vor::PRP,aurrean,перед
816,hinter::PRP,ostean,за
817,hinter::PRP,ostean,позади
818,hinter::PRP,gibelean,за
819,hinter::PRP,gibelean,позади
820,unter::PRP,pean,под
821,unter::PRP,azpian,под
822,durch::PRP,zehar,сквозь
823,neben::PRP,ondoan,возле
824,neben::PRP,aldamenean,возле
825,zwischen::PRP,artean,между
826,wegen::PRP,-gatik,из-за
827,dies::PRN,hau,это
828,das::PRN,hura,то
829,alles::PRN,dena,все
830,ich::PRN,ni,я
831,du::PRN,zu,ты
832,er::PRN,bera,он
833,wir::PRN,gu,мы
834,ihr::PRN,zuek,вы
835,sie::PRN,berak,они
836,was::FPRN,zer,что
837,wer::FPRN,nor,кто
838,wo::FADV,non,где
839,wohin::FADV,nora,куда
840,wie::FADV,nola,как
841,wie::FADV,zelan,как
842,warum::FADV,zeren,почему
