,Concept_ID,ce,cs
182,Schlange[Tier]::N,лаьхьа,had
183,Wurm::N,нӏаьна,červ
184,Spinne::N,гезг,pavouk
185,Ameise::N,зингат,mravenec
186,Laus::N,меза,veš
187,Laus::N,гӏениг,veš
188,Mücke::N,чуьрк,komár
189,Fliege::N,моза,moucha
190,Schmetterling::N,полла,motýl
191,Beere::N,цӏазам,bobule
192,Apfel::N,ӏаж,jablko
193,Pilz::N,жӏаьлин нускал,houba
194,Zwiebel::N,xох,cibule
195,Saat::N,чlу,osivo
196,Korn::N,буьртиг,zrno
197,Heu::N,йол,seno
198,Schale::N,пардо,slupka
199,Schale::N,пардо,skořápka
200,Grube::N,ор,jáma
201,Falle::N,кӏело,past
202,Falle::N,кӏело,léčka
203,Spur::N,лар,stopa
204,Asche::N,чим,popel
205,Dreck::N,мода,špína
206,Eisen::N,эчиг,železo
207,Gold::N,деши,zlato
208,Silber::N,дети,stříbro
209,Kohle::N,кӏора,uhlí
210,Glas::N,aнгали,sklo
211,Lehm::N,поппар,jíl
212,Lehm::N,поппар,hlína
213,Sand::N,гӏум,písek
214,Mensch::N,адам,člověk
215,Mann::N,майра,muž
216,Frau::N,зуда,žena
217,Kind::N,бер,dítě
218,Junge::N,жимха,hoch
219,Junge::N,жимха,chlapec
220,Mädchen::N,жима йоӏ,děvče
221,Familie::N,доьзал,rodina
222,Großvater::N,ненада,děd
223,Großvater::N,ненада,dědeček
224,Großmutter::N,денана,babička
225,Eltern::N,да-нана,rodiče
226,Vater::N,да,otec
227,Mutter::N,нана,matka
228,Sohn::N,кӏант,syn
229,Tochter::N,йоӏ,dcera
230,Bruder::N,ваша,bratr
231,Schwester::N,йиша,sestra
232,Onkel::N,деваша,strýc
233,Tante::N,дейиша,teta
234,Ehemann::N,майра,choť
235,Ehemann::N,майра,manžel
236,Ehefrau::N,зуда,choť
237,Ehefrau::N,зуда,manželka
238,Freude::N,самукъа,radost
239,Freude::N,хазахетар,radost
240,Gelächter::N,белам,smích
241,Glück::N,ирс,štěstí
242,Kummer::N,бала,žal
243,Kummer::N,бала,trápení
244,Wunsch::N,лаам,přání
245,Lust::N,лаам,chuť
246,Geist::N,са,duch
247,Gedanke::N,ойла,myšlenka
248,Gedächtnis::N,диццадалар,paměť
249,Verstand::N,хьекъал,rozum
250,Sinn::N,маьӏна,smysl
251,Grund::N,бахьана,důvod
252,Wahrheit::N,бакъдерг,pravda
253,Gespräch::N,къамел,rozhovor
254,Märchen::N,туьйра,pohádka
255,Erzählung::N,дийцар,povídka
256,Nachricht::N,хаам,zpráva
257,Neuigkeit::N,керланиг,novina
258,Neuigkeit::N,керланиг,novinka
259,Name::N,цӏе,jméno
260,Rätsel::N,хӏетал-метал,hádanka
261,Rede::N,къамел,řeč
262,Rede::N,къамел,proslov
263,Sprache::N,мотт,řeč
264,Sprache::N,мотт,jazyk
265,Stimme::N,aз,hlas
266,Wort::N,дош,slovo
267,Zeichen::N,билгало,znamení
268,Ruf::N,кхайкхар,zavolání
269,Lärm::N,гӏовгӏа,hluk
270,Laut::N,аз,zvuk
271,Ton::N,aз,tón
272,Lied::N,илли,píseň
273,Ruhe::N,тийналла,klid
274,Ruhe::N,тийналла,pokoj
275,Leute::N,нах,lidé
276,Volk::N,халкъ,národ
277,Arbeit::N,болх,práce
278,Gast::N,хьаша,host
279,Geschenk::N,совгӏат,dar
280,Spiel::N,ловзар,hra
281,Gesellschaft::N,юкъаралла,společnost
282,Hilfe::N,гӏо,pomoc
283,Freund::N,доттагl,přítel
284,Kamerad::N,накъост,kamarád
285,Angelegenheit::N,гӏуллакх,záležitost
286,Anzahl::N,терахь,počet
287,Stück::N,юьхк,kus
288,Stück::N,юьхк,kousek
289,Teil::N,дакъа,díl
290,Teil::N,дакъа,část
291,Hälfte::N,ах,půl
292,Kreis::N,го,kruh
293,Kreuz::N,жӏара,kříž
294,Linie::N,сиз,linka
295,Strich::N,сиз,čára
296,Strich::N,сиз,čárka
297,Abstand::N,юкъ,vzdálenost
298,Gegend::N,мeттиг,krajina
299,Platz::N,майда,prostor
300,Ort::N,меттиг,místo
301,Seite::N,aгӏo,strana
302,Mitte::N,юкъ,střed
303,Mitte::N,юкъ,prostředek
304,Gegenstand::N,хӏума,předmět
305,Sache::N,хӏума,věc
306,Rand::N,йист,kraj
307,Rand::N,йист,okraj
308,Kante::N,йист,hrana
309,Ecke::N,са,roh
310,Spitze::N,ралла,hrot
311,Spitze::N,ралла,špička
312,Ende::N,юьхьиг,konec
313,Loch::N,ӏуьрг,díra
314,Winkel::N,са,kout
315,Muster::N,дагар,vzor
316,Muster::N,тӏамар,vzor
317,Größe::N,барам,velikost
318,Länge::N,йохалла,délka
319,Höhe::N,локхалла,výška
320,Gewicht::N,йозалла,váha
321,Menge::N,дукхалла,množství
322,Haufen::N,сал,kupa
323,Haufen::N,сал,hromada
324,Haufen::N,оьла,kupa
325,Haufen::N,оьла,hromada
326,Reihe::N,рагӏ,řada
327,Reihe::N,рагӏ,řádek
328,Reihe::N,могӏа,řada
329,Reihe::N,могӏа,řádek
330,Boot::N,кема,člun
331,Ruder::N,пийсиг,veslo
332,Schlitten::N,салаз,sáně
333,Ski::N,когсалаз,lyže
334,Lagerfeuer::N,цӏе,táborák
335,Last::N,дукъ,náklad
336,Last::N,дукъ,břemeno
337,Gang::N,лелар,chůze
338,Gang::N,лелар,chodba
339,Schritt::N,гӏулч,krok
340,Norden::N,къилбаседе,sever
341,Süden::N,къилбе,jih
342,Westen::N,малхбузе,západ
343,Osten::N,малхбале,východ
344,Holz::N,дечиг,dřevo
345,Brett::N,у,prkno
346,Platte::N,у,deska
347,Stütze::N,гӏopтоp,opěra
348,Stange::N,гӏуркх,tyč
349,Stange::N,гӏуркх,tyčka
350,Stock::N,ӏаса,hůlka
351,Stab::N,гӏаж,hůl
352,Rohr::N,биргӏа,trubka
353,Haus::N,цӏа,dům
354,Heim::N,кхерч,domov
355,Ofen::N,кхерч,kamna
356,Fußboden::N,цӏенкъа,podlaha
357,Tisch::N,шун,stůl
358,Stuhl::N,гӏант,židle
359,Wiege::N,ага,kolébka
360,Bett::N,маьнга,postel
361,Regal::N,терхи,regál
362,Regal::N,терхи,police
363,Kiste::N,яьшка,bedna
364,Fenster::N,кор,okno
365,Tür::N,неӏ,dveře
366,Tor::N,ков,vrata
367,Zaun::N,керт,plot
368,Dach::N,тхов,střecha
369,Leiter::N,лами,žebřík
370,Besen::N,нуй,koště
371,Besen::N,нуй,smeták
372,Spaten::N,бел,rýč
373,Schaufel::N,аьшкал,lopata
374,Gabel::N,мӏара,vidlička
375,Löffel::N,ӏайг,lžíce
376,Messer::N,урс,nůž
377,Nagel::N,хьостам,hřebík
378,Netz::N,бой,síť
379,Haken::N,мӏара,hák
380,Schloss::N,чӏега,zámek
381,Bild::N,сурт,obraz
382,Puppe::N,тайниг,panenka
383,Beutel::N,гали,pytlík
384,Bündel::N,кочар,svazek
385,Tasche::N,тӏоьрмиг,taška
386,Tasche::N,тӏоьрмиг,brašna
387,Eimer::N,чийлик,kýbl
388,Eimer::N,чийлик,vědro
389,Deckel::N,негӏар,víko
390,Deckel::N,негӏар,příklop
391,Geschirr::N,пхьегӏа,nádobí
392,Sack::N,гали,pytel
393,Tasse::N,кад,šálek
394,Topf::N,яй,hrnec
395,Kessel::N,яй,kotel
396,Essen::N,юург,jídlo
397,Nahrung::N,кхача,strava
398,Nahrung::N,кхача,potrava
399,Speise::N,юург,jídlo
400,Fleisch::N,жижиг,maso
401,Getreide::N,буьртиг,obilí
402,Brei::N,xудар,kaše
403,Brot::N,бепиг,chléb
404,Brot::N,кхаллар,chléb
405,Scheibe::N,цастар,krajíc
406,Fett::N,мохь,tuk
407,Fett::N,мохь,omastek
408,Butter::N,налха,máslo
409,Öl::N,даьтта,olej
410,Salz::N,туьха,sůl
411,Suppe::N,чорпа,polévka
412,Honig::N,моз,med
413,Milch::N,шура,mléko
414,Tee::N,чай,čaj
415,Leder::N,цӏока,kůže
416,Wolle::N,тӏapгӏa,vlna
417,Stoff::N,кӏади,látka
418,Nadel::N,маха,jehla
419,Faden::N,тай,nit
420,Knopf::N,нуьйда,knoflík
421,Knoten::N,шад,uzel
422,Farbe::N,сир,barva
423,Farbe::N,басар,barva
424,Kleidung::N,бедар,šaty
425,Kleidung::N,бедар,šatstvo
426,Hemd::N,коч,košile
427,Kragen::N,кач,límec
428,Ärmel::N,пхьош,rukáv
429,Hose::N,хеча,kalhoty
430,Gürtel::N,доьхка,pás
431,Gürtel::N,доьхка,opasek
432,Mütze::N,куй,čepice
433,Schuh::N,мача,bota
434,Stiefel::N,этка,holínka
435,Ring::N,чӏуг,prsten
436,Band::N,лента,pásek
437,Kamm::N,ехк,hřeben
438,Spiegel::N,куьзга,zrcadlo
439,Riemen::N,доьхка,řemen
440,Schnur::N,муш,šňůra
441,Leine::N,кочатосу доьхка,vodítko
442,Decke::N,юргӏа,pokrývka
443,Decke::N,юргӏа,přikrývka
444,Kissen::N,гIайба,polštář
445,Tuch::N,исхар,šátek
446,Handtuch::N,гата,ručník
447,Kraft::N,гӏора,síla
448,Stärke::N,гӏап,síla
449,Gesundheit::N,могашалла,zdraví
450,Krankheit::N,цамгар,nemoc
451,Krankheit::N,цамгар,choroba
452,Schmerz::N,лазар,bolest
453,Wunde::N,чов,rána
454,Fieber::N,xорша,horečka
455,Arznei::N,молха,lék
456,Brücke::N,тӏай,most
457,Brunnen::N,гӏу,studna
458,Weide::N,дак,pastva
459,Weide::N,дак,pastvina
460,Pfad::N,тача,pěšina
461,Weg::N,некъ,cesta
462,Straße::N,урам,silnice
463,Dorf::N,юрт,vesnice
464,Stadt::N,гӏала,město
465,Brief::N,кехат,dopis
466,Buch::N,жайна,kniha
467,Buchstabe::N,элп,písmeno
468,Zeitung::N,газет,noviny
469,Leben::N,дахар,život
470,Tod::N,далар,smrt
471,Tod::N,ӏожалла,smrt
472,Grab::N,каш,hrob
473,Kirche::N,килс,kostel
474,Sünde::N,къа,hřích
475,Gott::N,дела,bůh
476,Arbeiter::N,белхало,dělník
477,Arbeiter::N,белхало,pracovník
478,Chef::N,хьаькам,šéf
479,Chef::N,хьаькам,vedoucí
480,Meister::N,говзанча,mistr
481,Arzt::N,лор,lékař
482,Lehrer::N,хьехархо,učitel
483,Geld::N,aхча,peníze
484,Geschäft::N,туька,obchod
485,Laden::N,туька,krám
486,Preis::N,мах,cena
487,Ware::N,хlума,zboží
488,Nutzen::N,пайда,užitek
489,Reichtum::N,хьал,bohatství
490,Welt::N,дуьне,svět
491,Land::N,мохк,země
492,Staat::N,пачхьалкх,stát
493,König::N,паччахь,král
494,Macht::N,ӏедал,moc
495,Macht::N,ӏедал,mocnost
496,Grenze::N,доза,hranice
497,Krieg::N,тӏом,válka
498,Feind::N,мостагӏ,nepřítel
499,Gewalt::N,гӏело,násilí
500,Kampf::N,къийсам,boj
501,Pfeil::N,пха,šíp
502,Gewehr::N,топ,puška
503,Gewehr::N,топ,ručnice
504,Fehler::N,гӏалат,chyba
505,Lüge::N,аьшпаш,lež
506,Schaden::N,зен,škoda
507,Unglück::N,бала,neštěstí
508,Schuld::N,бехк,vina
509,Alter::N,хан,věk
510,Schluss::N,чакхе,konec
511,Zeit::N,хан,čas
512,Tag::N,де,den
513,Morgen::N,ӏуьйре,ráno
514,Morgen::N,ӏуьйре,jitro
515,Mittag::N,делкъе,poledne
516,Abend::N,суьйре,večer
517,Nacht::N,буьйса,noc
518,Woche::N,кӏира,týden
519,Monat::N,бутт,měsíc
520,Jahr::N,шо,rok
521,Frühling::N,бӏаьсте,jaro
522,Sommer::N,аьхке,léto
523,Herbst::N,гуьйре,podzim
524,Winter::N,ӏа,zima
525,Januar::N,январь,leden
526,Februar::N,февраль,únor
527,März::N,март,březen
528,April::N,апрель,duben
529,Mai::N,май,květen
530,Juni::N,июнь,červen
531,Juli::N,июль,červenec
532,August::N,август,srpen
533,September::N,сентябрь,září
534,Oktober::N,октябрь,říjen
535,November::N,ноябрь,listopad
536,Dezember::N,декабрь,prosinec
537,Montag::N,оршот,pondělí
538,Montag::N,оршот,pondělek
539,Dienstag::N,шинара,úterý
540,Mittwoch::N,кхаара,středa
541,Donnerstag::N,еара,čtvrtek
542,Freitag::N,пӏераска,pátek
543,Samstag::N,шот,sobota
544,Sonntag::N,кӏиранде,neděle
545,groß::A,доккха,velký
546,klein::A,кегий,malý
547,lang::A,еха,dlouhý
548,kurz::A,доца,krátký
549,breit::A,шуьйра,široký
550,schmal::A,готта,úzký
551,dicht::A,луьста,hustý
552,dick[Gegenstand]::A,стомма,tlustý
553,dünn::A,дуткъа,tenký
554,fein::A,ховха,jemný
555,fest::A,чӏогӏа,pevný
556,flach::A,чӏапа,plochý
557,flach::A,чӏапа,placatý
558,glatt::A,шера,hladký
559,hart::A,чӏогӏa,tvrdý
560,weich::A,кӏеда,měkký
561,rund::A,горга,kulatý
562,rund::A,горга,okrouhlý
563,spitz::A,ира,špičatý
564,scharf::A,ира,ostrý
565,stumpf::A,аьртa,tupý
566,schwer::A,деза,těžký
567,schön::A,хаза,pěkný
568,schön::A,хаза,krásný
569,heiß::A,довха,horký
570,warm::A,довха,teplý
571,kalt::A,шийла,studený
572,kühl::A,шийла,chladný
573,frisch::A,керла,svěží
574,feucht::A,тӏуьна,vlhký
575,nass::A,тӏеда,mokrý
576,trocken::A,eкъа,suchý
577,voll::A,дуьзна,plný
578,leer::A,яьсса,prázdný
579,offen::A,диллина,otevřený
580,geschlossen::A,дӏакъевлина,zavřený
581,geschlossen::A,дӏачӏагӏдина,zavřený
582,sauber::A,цӏена,čistý
583,schmutzig::A,боьха,špinavý
584,roh::A,буьйда,syrový
585,reif::A,хилла,zralý
586,lecker::A,чоме,chutný
587,süß::A,мерза,sladký
588,bitter::A,къаьхьа,hořký
589,sauer::A,муьста,kyselý
590,hell::A,сирла,světlý
591,dunkel::A,бодане,temný
592,schwarz::A,ӏаьржа,černý
593,weiß::A,кӏайн,bílý
594,rot::A,цӏен,rudý
595,rot::A,цӏен,červený
596,gelb::A,можа,žlutý
597,blau::A,сийна,modrý
598,grün::A,баьццара,zelený
599,grau::A,cира,šedý
600,grau::A,cира,šedivý
601,grau::A,мокха,šedý
602,grau::A,мокха,šedivý
603,bunt::A,къорза,pestrý
604,billig::A,дораха,levný
605,billig::A,дораха,laciný
606,teuer::A,деза,drahý
607,wertvoll::A,мехала,cenný
608,blind::A,бӏаьрзе,slepý
609,taub::A,къора,hluchý
610,kräftig::A,нуьцкъала,silný
611,stark::A,зоьртала,silný
612,stark::A,нуьцкъала,silný
613,schwach::A,гӏорасиза,slabý
614,fett::A,дерстана,tučný
615,fett::A,дерстана,tlustý
616,schlank::A,куц долу,štíhlý
617,hübsch::A,хаза,hezký
618,böse::A,вон,zlý
619,dumm::A,сонта,hloupý
620,faul::A,мало ен,líný
621,fleißig::A,тӏера,pilný
622,geizig::A,пис,lakomý
623,geizig::A,сутара,lakomý
624,klug::A,хьекъале,chytrý
625,geschickt::A,тӏахъаьлла,šikovný
626,lieb::A,хьоме,milý
627,lustig::A,самукъане,veselý
628,sanft::A,кlеда,mírný
629,hungrig::A,меца,hladový
630,krank::A,цомгуш долу,nemocný
631,nackt::A,дерзана,nahý
632,traurig::A,самукъане воцу,smutný
633,traurig::A,самукъане воцу,truchlivý
634,lebendig::A,дийна,živý
635,gut::A,дика,dobrý
636,schlecht::A,вон,špatný
637,richtig::A,нийса,pravý
638,richtig::A,нийса,správný
639,schlimm::A,вон,zlý
640,wahr::A,бакъдолу,pravdivý
641,alt::A,къена,starý
642,neu::A,керла,nový
643,ehemalig::A,хилла,bývalý
644,alt[Lebewesen]::A,къена,starý
645,jung::A,къона,mladý
646,arm::A,къен,chudý
647,reich::A,хьоле,bohatý
648,bekannt::A,девзаш долу,známý
649,berühmt::A,цӏеяхана,slavný
650,fremd::A,нехан,cizí
651,verschieden::A,тайп-тайпанара,různý
652,verschieden::A,тайп-тайпанара,rozličný
653,nah::A,гергара,blízký
654,fern::A,гена,daleký
655,fern::A,генара,daleký
656,linker::A,аьрру,levý
657,rechter::A,аьтту,pravý
658,anderer::A,кхин,jiný
659,erster::A,хьалхара,první
660,zweiter::A,шолгIа,druhý
661,dritter::A,кхоалгӏа,třetí
662,letzter::A,тӏаьххьара,poslední
663,allein::ADV,цхьаъ,sám
664,auf einmal::ADV,цу сохьтта,najednou
665,zusammen::ADV,цхьана,spolu
666,zusammen::ADV,цхьана,dohromady
667,lange::ADV,дукха,dlouho
668,plötzlich::ADV,цIеххьана,vtom
669,plötzlich::ADV,цIеххьана,náhle
670,sofort::ADV,цу сохьтта,hned
671,sofort::ADV,цу сохьтта,ihned
672,später::ADV,тӏаьхьо,později
673,jetzt::ADV,хӏинца,teď
674,jetzt::ADV,хӏинца,nyní
675,heute::ADV,тахана,dnes
676,heute::ADV,тахана,dneska
677,morgen::ADV,кхана,zítra
678,bald::ADV,кеста,brzo
679,dann::ADV,тӏаккха,pak
680,dann::ADV,тӏаккха,potom
681,gestern::ADV,селхана,včera
682,einst::ADV,цкъа,kdysi
683,damals::ADV,хӏетахьь,tehdy
684,damals::ADV,хӏетахьь,tenkrát
685,danach::ADV,тӏаккха,podle toho
686,vorher::ADV,хьалхa,dříve
687,vorher::ADV,хьалхa,napřed
688,zuerst::ADV,хьалха,nejprve
689,zuerst::ADV,хьалха,nejdříve
690,einmal::ADV,цкъа,jednou
691,manchmal::ADV,цкъаццкъа,někdy
692,oft::ADV,кест-кеста,často
693,immer::ADV,даим,vždy
694,immer::ADV,даим,stále
695,niemals::ADV,цкъа а,nikdy
696,hier::ADV,кхузахь,zde
697,hier::ADV,кхузахь,tady
698,hierhin::ADV,кхуза,sem
699,von hier::ADV,кхузара,odtud
700,dort::ADV,цигахь,tam
701,dorthin::ADV,цига,tam
702,geradeaus::ADV,нийса дӏа,rovně
703,vorwärts::ADV,хьалха,kupředu
704,rückwärts::ADV,юха,zpět
705,zurück::ADV,юха,zpět
706,zurück::ADV,юха,nazpět
707,unten::ADV,лахахь,dole
708,hinab::ADV,охьа,dolů
709,oben::ADV,лакхахь,nahoře
710,oben::ADV,лакхахь,navrchu
711,hinauf::ADV,хьала,nahoru
712,überall::ADV,массанхьа,všude
713,nicht::ADV,ца,ne
714,ein wenig::ADV,кӏеззиг,trochu
715,kaum::ADV,халла,sotva
716,sehr::ADV,вуно,velmi
717,sehr::ADV,вуно,velice
718,noch::ADV,кхин,ještě
719,nur::ADV,бен ...ца,jen
720,nur::ADV,бен ...ца,jenom
721,schon::ADV,хӏинцале,už
722,schon::ADV,хӏинцале,již
723,wieder::ADV,юха а,zase
724,vergebens::ADV,эрна,marně
725,vor::PRP,хьалха,před
726,hinter::PRP,тӏехьа,za
727,unter::PRP,кIелахь,pod
728,durch::PRP,чекх,skrz
729,neben::PRP,юххе,vedle
730,zwischen::PRP,юккъехь,mezi
731,wegen::PRP,дуьхьа,pro
732,dies::PRN,и,toto
733,dies::PRN,и,tohle
734,dies::PRN,иза,toto
735,dies::PRN,иза,tohle
736,das::PRN,и,to
737,das::PRN,иза,to
738,alles::PRN,дерриг,všechno
739,ich::PRN,cо,já
740,du::PRN,хьо,ty
741,er::PRN,и,on
742,er::PRN,иза,on
743,wir::PRN,тхо,my
744,wir::PRN,вай,my
745,ihr::PRN,шу,vy
746,sie::PRN,уьш,oni
747,was::FPRN,хӏун,co
748,wer::FPRN,мила,kdo
749,wo::FADV,мичaхь,kde
750,wohin::FADV,мича,kam
751,wie::FADV,муха,jak
752,warum::FADV,хӏунда,proč
753,wieviel::FNUM,мел,kolik
754,wieviel::FNUM,маса,kolik
755,eins::NUM,цхьаъ,jeden
756,zwei::NUM,шиъ,dva
757,drei::NUM,кхоъ,tři
758,vier::NUM,диъ,čtyři
759,fünf::NUM,пхиъ,pět
760,sechs::NUM,ялх,šest
761,sieben::NUM,ворхӏ,sedm
762,acht::NUM,бархӏ,osm
763,neun::NUM,исс,devět
764,zehn::NUM,итт,deset
765,elf::NUM,цхьайтта,jedenáct
766,zwölf::NUM,шийтта,dvanáct
767,zwanzig::NUM,ткъа,dvacet
768,dreißig::NUM,ткъе итт,třicet
769,vierzig::NUM,шовзткъа,čtyřicet
770,fünfzig::NUM,шовзткъе итт,padesát
771,sechzig::NUM,кхузткъа,šedesát
772,siebzig::NUM,кхузткъе итт,sedmdesát
773,achtzig::NUM,дезткъа,osmdesát
774,neunzig::NUM,дезткъе итт,devadesát
775,hundert::NUM,бӏе,sto
776,tausend::NUM,эзар,tisíc
777,und::CNJ,a,a
778,oder::CNJ,я,nebo
779,stehen::V,латта,stát
780,sitzen::V,хиъна ӏан,sedět
781,liegen::V,ӏилла,ležet
782,hängen::V,кхаза,viset
783,werden::V,хила,stát se
784,passieren::V,хила,stát se
785,beginnen::V,доло,počít
786,enden::V,дӏадерза,končit
787,enden::V,дӏадерза,skončit
788,wechseln::V,хийца,měnit se
789,aufgehen[Sonne]::V,кхета,vyjít
790,untergehen[Sonne]::V,чубуза,zapadnout
791,scheinen[Sonne]::V,серло яла,svítit
792,donnern::V,къекъа,hřmět
793,wehen::V,хьекха,vát
794,wehen::V,хьекха,vanout
795,strömen::V,эха,proudit
796,fließen::V,охьаэха,téct
797,sich drehen::V,хьийза,točit se
798,schwanken::V,леста,kolísat
799,schwanken::V,леста,houpat se
800,schwingen::V,лесто,kývat se
801,fallen::V,охьакхета,padat
