,Concept_ID,en,pl
860,rennen::V,run,biec
861,rennen::V,run,biegać
862,springen::V,jump,skakać
863,klettern::V,climb,wspinać się
864,schaukeln::V,seesaw,huśtać
865,schaukeln::V,seesaw,kołysać
866,kriechen::V,creep,pełzać
867,kriechen::V,creep,czołgać się
868,schwimmen::V,swim,pływać
869,tauchen::V,dive,zanurzać się
870,rudern::V,row,wiosłować
871,fahren::V,drive,jechać
872,fliegen::V,fly,latać
873,fliegen::V,fly,lecieć
874,gehen::V,go,iść
875,weggehen::V,go away,odejść
876,abfahren::V,depart,odjechać
877,anhalten::V,stop,zatrzymać się
878,hineingehen::V,go in,wchodzić
879,eintreten::V,enter,wejść
880,eintreten::V,enter,nastąpić
881,kommen::V,come,przyjść
882,ankommen::V,arrive,przybyć
883,zurückkommen::V,come back,wrócić
884,bleiben::V,stay,zostać
885,warten::V,wait,czekać
886,erwarten::V,wait for,oczekiwać
887,suchen::V,seek,szukać
888,suchen::V,look for,szukać
889,finden::V,find,znaleźć
890,versuchen::V,try,próbować
891,vorbereiten::V,prepare,przygotować
892,lieben::V,love,kochać
893,mögen::V,like,lubić
894,lachen::V,laugh,śmiać się
895,rühren::V,move,wzruszyć
896,weinen::V,weep,płakać
897,schimpfen::V,grumble,kląć
898,sich ärgern::V,be annoyed,gniewać się
899,sich fürchten::V,be afraid,bać się
900,fürchten::V,be afraid of,bać się
901,fliehen::V,flee,uciekać
902,flüchten::V,escape,uciec
903,sehen::V,see,widzieć
904,sehen::V,see,zobaczyć
905,anschauen::V,look at,oglądać
906,ansehen::V,watch,popatrzeć na
907,hören::V,hear,słyszeć
908,zuhören::V,listen,słuchać
909,probieren::V,taste,kosztować
910,riechen::V,smell,wąchać
911,fühlen::V,feel,czuć
912,fühlen::V,feel,odczuwać
913,scheinen::V,seem,wydawać się
914,zu sehen sein::V,show,widnieć
915,vernehmen::V,hear,usłyszeć
916,frieren::V,be cold,marznąć
917,tun::V,do,czynić
918,können::V,can,móc
919,können::V,can,umieć
920,wollen::V,want,chcieć
921,anfangen::V,start,zacząć
922,beenden::V,finish,zakończyć
923,aufhören::V,stop,przestać
924,gelingen::V,succeed,udać się
925,geraten::V,turn out,udać się
926,öffnen::V,open,otworzyć
927,schließen::V,close,zamknąć
928,stellen::V,put,postawić
929,setzen::V,place,posadzić
930,legen::V,lay,kłaść
931,berühren::V,touch,dotykać
932,verbinden::V,connect,łączyć
933,bedecken::V,cover,przykryć
934,aufhängen::V,hang up,powiesić
935,anzünden::V,light,zapalić
936,aufheben::V,pick up,podnieść
937,zurücklassen::V,leave,zostawić
938,verlieren::V,lose,zgubić
939,fallen lassen::V,drop,upuścić
940,machen::V,make,zrobić
941,herstellen::V,produce,wytworzyć
942,bauen::V,build,budować
943,reparieren::V,mend,naprawiać
944,verbessern::V,improve,ulepszyć
945,ändern::V,alter,zmienić
946,graben::V,dig,kopać
947,beugen::V,bow,zagiąć
948,biegen::V,bend,zgiąć
949,drehen::V,spin,obracać
950,wenden::V,turn,obrocić
951,umdrehen::V,turn around,obrocić
952,heben::V,raise,podnosić
953,hochheben::V,lift,podnieść
954,ergreifen::V,seize,chwycić
955,halten::V,hold,trzymać
956,drücken::V,press,naciskać
957,schieben::V,push,pchać
958,schieben::V,push,posuwać
959,kratzen::V,scrape,drapać
960,lecken::V,lick,lizać
961,beißen::V,bite,kąsać
962,abreißen::V,tear off,oderwać
963,abschneiden::V,cut off,odciąć
964,binden::V,tie,wiązać
965,stecken::V,stick,wetknąć
966,brechen::V,break,złamać
967,klopfen::V,knock,pukać
968,klopfen::V,knock,stukać
969,hauen::V,hit,bić
970,kleben::V,glue,kleić
971,reiben::V,rub,trzeć
972,streichen::V,spread,smarować
973,schleifen::V,grind,ostrzyć
974,schneiden::V,cut,ciąć
975,schneiden::V,cut,krajać
976,rütteln::V,jolt,trząść
977,schütteln::V,shake,trząść
978,schwenken::V,swing,machać
979,schütten::V,pour,nasypać
980,füllen::V,fill,napełnić
981,einwickeln::V,wrap,zawinąć
982,tragen::V,carry,nieść
983,schleppen::V,drag,wlec
984,ziehen::V,pull,ciągnąć
985,aufbewahren::V,keep,przechowywać
986,werfen::V,throw,rzucać
987,fangen::V,catch,łowić
988,packen::V,grab,chwycić
989,verstecken::V,hide,ukryć
990,verstecken::V,hide,schować
991,teilen::V,divide,podzielić
992,schicken::V,send,posyłać
993,bringen::V,bring,przynieść
994,hinzufügen::V,add,dodać
995,bekommen::V,get,dostać
996,erhalten::V,receive,otrzymać
997,nehmen::V,take,wziąć
998,wählen::V,choose,wybrać
999,auswählen::V,select,wybrać
1000,bewahren::V,preserve,zachować
1001,behindern::V,hinder,utrudnić
1002,behindern::V,hinder,przeszkadzać
1003,verderben::V,spoil,zepsuć
1004,beschädigen::V,damage,uszkodzić
1005,zerbrechen::V,break,złamać
1006,zerreißen::V,tear,drzeć
1007,zerreißen::V,tear,rozdzierać
1008,zerstören::V,destroy,zniszczyć
1009,verbrennen::V,burn,spalić
1010,geben::V,give,dać
1011,reichen::V,hand,podać
1012,schenken::V,give,darować
1013,versprechen::V,promise,obiecać
1014,wünschen::V,wish,życzyć
1015,loben::V,praise,chwalić
1016,küssen::V,kiss,całować
1017,wiegen::V,rock,kołysać
1018,zudecken::V,cover,przykryć
1019,wecken::V,wake,zbudzić
1020,zeigen::V,show,pokazać
1021,führen::V,guide,wieść
1022,führen::V,guide,prowadzić
1023,lehren::V,teach,uczyć
1024,unterrichten::V,instruct,nauczać
1025,aufziehen::V,bring up,wychować
1026,leiten::V,lead,kierować
1027,antreiben::V,urge,popędzić
1028,lassen::V,let,zostawić
1029,einladen::V,invite,zaprosić
1030,vereinigen::V,unite,zjednoczyć
1031,besuchen::V,visit,odwiedzić
1032,treffen::V,meet,trafić
1033,treffen::V,meet,spotkać
1034,sich versammeln::V,assemble,zebrać się
1035,sich versammeln::V,assemble,zgromadzić się
1036,spielen::V,play,grać
1037,spielen::V,play,bawić się
1038,singen::V,sing,śpiewać
1039,tanzen::V,dance,pląsać
1040,tanzen::V,dance,tańczyć
1041,sich trennen::V,separate,rozstać się
1042,verlassen::V,leave,opuścić
1043,retten::V,rescue,ocalić
1044,retten::V,rescue,uratować
1045,bewachen::V,guard,pilnować
1046,schützen::V,protect,ochronić
1047,verteidigen::V,defend,bronić
1048,sich schlagen::V,brawl,pobić się
1049,schießen::V,shoot,strzelać
1050,siegen::V,win,zwycziężyć
1051,ärgern::V,annoy,gniewać
1052,schlagen::V,beat,bić
1053,schlagen::V,beat,uderzyć
1054,treten::V,kick,kopnąć
1055,stechen::V,sting,ukłuć
1056,stoßen::V,shove,popchnąć
1057,stehlen::V,steal,ukraść
1058,stören::V,disturb,zakłócić
1059,stören::V,disturb,przeszkodzić
1060,belästigen::V,bother,dokuczać
1061,verbergen::V,conceal,ukryć
1062,täuschen::V,deceive,łudzić
1063,betrügen::V,cheat,oszukać
1064,töten::V,kill,zabić
1065,wohnen::V,dwell,mieszkać
1066,arbeiten::V,work,pracować
1067,sammeln::V,gather,zebrać
1068,pflücken::V,pick,zerwać
1069,jagen::V,hunt,polować
1070,fischen::V,fish,łowić ryby
1071,fassen::V,catch,złapać
1072,hüten::V,herd,paść
1073,treiben::V,drive,pędzić
1074,anbinden::V,tie up,przywiązać
1075,füttern::V,feed,karmić
1076,melken::V,milk,doić
1077,hacken::V,chop,rąbać
1078,gießen::V,water,lać
1079,gießen::V,water,podlać
1080,reifen::V,ripen,dojrzeć
1081,zubereiten::V,cook,przyrządzić
1082,kochen::V,boil,gotować
1083,backen::V,bake,piec
1084,braten::V,fry,piec
1085,braten::V,fry,smażyć
1086,umrühren::V,stir,przemieszać
1087,stricken::V,knit,dziać
1088,nähen::V,sew,szyć
1089,färben::V,dye,pofarbować
1090,reinigen::V,clean,oczyścić
1091,waschen::V,wash,prać
1092,abwischen::V,wipe,obetrzeć
1093,spülen::V,rinse,płukać
1094,fegen::V,sweep,zamiatać
1095,kehren::V,sweep,zamieść
1096,baden::V,bath,kąpać się
1097,sich waschen::V,wash,myć się
1098,ausziehen::V,take off,zdjąć
1099,anziehen::V,put on,włożyć
1100,sich anziehen::V,get dressed,ubrać się
1101,kämmen::V,comb,uczesać
1102,schmücken::V,decorate,ozdabiać
1103,sagen::V,say,powiedzieć
1104,sprechen::V,speak,mówić
1105,reden::V,talk,mówić
1106,sich unterhalten::V,chat,rozmawiać
1107,fragen::V,ask,zapytać
1108,bitten::V,request,prosić
1109,erzählen::V,tell,opowiedzieć
1110,mitteilen::V,convey,zawiadomić o
1111,nennen::V,name,nazwać
1112,rufen::V,call,wołać
1113,prahlen::V,brag,chełpić się
1114,übersetzen::V,translate,tłumaczyć
1115,denken::V,think,myśleć
1116,glauben::V,believe,sądzić
1117,glauben::V,believe,wierzyć
1118,bemerken::V,notice,zauważyć
1119,erkennen::V,recognize,poznać
1120,begreifen::V,grasp,zrozumieć
1121,verstehen::V,understand,rozumieć
1122,verstehen::V,understand,dosłyszeć
1123,lernen::V,learn,uczyć się
1124,wissen::V,know,wiedzieć
1125,sich erinnern an::V,remember,przypomnieć sobie
1126,vergessen::V,forget,zapomnieć
1127,messen::V,measure,mierzyć
1128,zählen::V,count,liczyć
1129,rechnen::V,calculate,rachować
1130,lesen::V,read,czytać
1131,malen::V,paint,malować
1132,zeichnen::V,draw,rysować
1133,schreiben::V,write,pisać
1134,besitzen::V,own,posiadać
1135,kaufen::V,buy,kupić
1136,verkaufen::V,sell,sprzedać
1137,bezahlen::V,pay for,zapłacić
1138,zahlen::V,pay,płacić
1139,beherrschen::V,rule,opanować
1140,ertragen::V,endure,znieść
