,Concept_ID,la,sv
150,Blatt::N,folium,blad
151,Birke::N,betulla,björk
152,Kiefer[Baum]::N,pinus,tall
153,Weide[Baum]::N,salix,pil
154,Weide[Baum]::N,salix,vide
155,Tanne::N,abies,gran
156,Horn::N,cornu,horn
157,Feder::N,penna,fjäder
158,Fell::N,pellis,fäll
159,Fell::N,pellis,skinn
160,Flügel::N,ala,vinge
161,Klaue::N,unguis,klöv
162,Kralle::N,unguis,klo
163,Schwanz::N,cauda,svans
164,Schwanz::N,cauda,stjärt
165,Ei::N,ovum,ägg
166,Nest::N,nidus,rede
167,Nest::N,nidus,näste
168,Bau::N,cavum,bo
169,Bau::N,latibulum,bo
170,Tier::N,bestia,djur
171,Herde::N,grex,flock
172,Kuh::N,vacca,ko
173,Bulle::N,taurus,tjur
174,Pferd::N,equus,häst
175,Schaf::N,ovis,får
176,Schwein::N,sus,svin
177,Schwein::N,porcus,svin
178,Hund::N,canis,hund
179,Katze::N,felis,katt
180,Bär::N,ursus,björn
181,Eichhörnchen::N,sciurus,ekorre
182,Elch::N,alces,älg
183,Fuchs::N,vulpes,räv
184,Hase::N,lepus,hare
185,Maus::N,mus,mus
186,Wolf::N,lupus,varg
187,Vogel::N,avis,fågel
188,Schwarm::N,examen,svärm
189,Huhn::N,gallina,höns
190,Hahn::N,gallus,tupp
191,Gans::N,anser,gås
192,Adler::N,aquila,örn
193,Ente::N,anas,anka
194,Eule::N,ulula,uggla
195,Eule::N,noctua,uggla
196,Kranich::N,grus,trana
197,Krähe::N,cornix,kråka
198,Kuckuck::N,cuculus,gök
199,Schwan::N,olor,svan
200,Schwan::N,cycnus,svan
201,Fisch::N,piscis,fisk
202,Barsch::N,perca,abborre
203,Hecht::N,esox,gädda
204,Schlange[Tier]::N,serpens,orm
205,Wurm::N,vermis,mask
206,Spinne::N,aranea,spindel
207,Ameise::N,formica,myra
208,Laus::N,pediculus,lus
209,Mücke::N,culex,mygga
210,Fliege::N,musca,fluga
211,Schmetterling::N,papilio,fjäril
212,Beere::N,baca,bär
213,Apfel::N,malum,äpple
214,Pilz::N,fungus,svamp
215,Zwiebel::N,cepa,lök
216,Saat::N,seges,sådd
217,Korn::N,granum,korn
218,Heu::N,faenum,hö
219,Schale::N,putamen,skal
220,Grube::N,fovea,grop
221,Falle::N,pedica,fälla
222,Schlinge::N,laqueus,snara
223,Spur::N,vestigium,spår
224,Asche::N,cinis,aska
225,Dreck::N,lutum,lort
226,Eisen::N,ferrum,järn
227,Gold::N,aurum,guld
228,Silber::N,argentum,silver
229,Kohle::N,carbo,kol
230,Glas::N,vitrum,glas
231,Lehm::N,lutum,lera
232,Sand::N,arena,sand
233,Mensch::N,homo,människa
234,Mann::N,vir,man
235,Frau::N,mulier,kvinna
236,Kind::N,puer,barn
237,Kind::N,infans,barn
238,Junge::N,puer,pojke
239,Mädchen::N,puella,flicka
240,Familie::N,familia,familj
241,Großvater::N,avus,morfar
242,Großmutter::N,avia,farmor
243,Eltern::N,parentes,föräldrar
244,Vater::N,pater,far
245,Mutter::N,mater,mor
246,Sohn::N,filius,son
247,Tochter::N,filia,dotter
248,Bruder::N,frater,bror
249,Schwester::N,soror,syster
250,Onkel::N,patruus,morbror
251,Onkel::N,avunculus,morbror
252,Tante::N,amita,tant
253,Ehemann::N,maritus,äkta man
254,Ehefrau::N,uxor,hustru
255,Freude::N,gaudium,fröjd
256,Freude::N,gaudium,glädje
257,Freude::N,laetitia,fröjd
258,Freude::N,laetitia,glädje
259,Gelächter::N,risus,åtlöje
260,Glück::N,felicitas,lycka
261,Kummer::N,aegritudo,sorg
262,Wunsch::N,voluntas,önskan
263,Wunsch::N,desiderium,önskan
264,Lust::N,libido,lust
265,Lust::N,voluptas,lust
266,Geist::N,mens,ande
267,Geist::N,animus,ande
268,Gedanke::N,sententia,tanke
269,Gedächtnis::N,memoria,minne
270,Verstand::N,ratio,förstånd
271,Verstand::N,ingenium,förstånd
272,Sinn::N,sensus,mening
273,Sinn::N,sensus,betydelse
274,Grund::N,causa,skäl
275,Grund::N,causa,grund
276,Wahrheit::N,veritas,sanning
277,Gespräch::N,sermo,samtal
278,Märchen::N,fabula,saga
279,Erzählung::N,fabula,berättelse
280,Erzählung::N,narratio,berättelse
281,Nachricht::N,nuntius,meddelande
282,Neuigkeit::N,novitas,nyhet
283,Name::N,nomen,namn
284,Rätsel::N,aenigma,gåta
285,Rede::N,oratio,tal
286,Sprache::N,lingua,språk
287,Stimme::N,vox,stämma
288,Wort::N,verbum,ord
289,Wort::N,vocabulum,ord
290,Zeichen::N,signum,tecken
291,Ruf::N,clamor,rop
292,Lärm::N,strepitus,bråk
293,Lärm::N,strepitus,oväsen
294,Laut::N,sonus,ljud
295,Ton::N,sonus,ton
296,Lied::N,carmen,sång
297,Ruhe::N,quies,ro
298,Ruhe::N,quies,lugn
299,Leute::N,homines,folk
300,Volk::N,populus,folk
301,Arbeit::N,labor,arbete
302,Gast::N,hospes,gäst
303,Gast::N,conviva,gäst
304,Geschenk::N,munus,gåva
305,Geschenk::N,munus,present
306,Spiel::N,ludus,lek
307,Spiel::N,ludus,spel
308,Gesellschaft::N,societas,sällskap
309,Hilfe::N,auxilium,hjälp
310,Hilfe::N,subsidium,hjälp
311,Freund::N,amicus,vän
312,Kamerad::N,socius,kamrat
313,Angelegenheit::N,res,ärende
314,Angelegenheit::N,res,angelägenhet
315,Anzahl::N,numerus,antal
316,Art::N,genus,art
317,Art::N,genus,slag
318,Stück::N,frustum,stycke
319,Stück::N,fragmentum,stycke
320,Teil::N,pars,del
321,Hälfte::N,dimidium,halva
322,Kreis::N,orbis,krets
323,Kreis::N,orbis,cirkel
324,Kreis::N,circus,krets
325,Kreis::N,circus,cirkel
326,Kreuz::N,crux,kors
327,Kreuz::N,crux,kryss
328,Linie::N,linea,linje
329,Strich::N,lineamentum,streck
330,Abstand::N,intervallum,avstånd
331,Entfernung::N,spatium,avstånd
332,Gegend::N,loca,trakt
333,Gegend::N,regio,trakt
334,Platz::N,locus,plats
335,Ort::N,locus,plats
336,Ort::N,locus,ställe
337,Seite::N,latus,sida
338,Mitte::N,medium,mitt
339,Gegenstand::N,res,föremål
340,Sache::N,res,sak
341,Rand::N,margo,rand
342,Kante::N,angulus,kant
343,Ecke::N,angulus,vrå
344,Ecke::N,angulus,hörn
345,Spitze::N,cacumen,spets
346,Ende::N,caput,ända
347,Loch::N,foramen,hål
348,Winkel::N,angulus,vinkel
349,Muster::N,exemplum,mönster
350,Größe::N,magnitudo,storlek
351,Länge::N,longitudo,längd
352,Höhe::N,altitudo,höjd
353,Gewicht::N,pondus,tyngd
354,Menge::N,copia,mängd
355,Haufen::N,acervus,hög
356,Reihe::N,ordo,rad
357,Boot::N,navicula,båt
358,Ruder::N,remus,åra
359,Schlitten::N,sclodia,släde
360,Ski::N,narta,skida
361,Lagerfeuer::N,ignis,lägereld
362,Last::N,onus,last
363,Last::N,onus,börda
364,Gang::N,cursus,gång
365,Schritt::N,gradus,steg
366,Norden::N,septentriones,norr
367,Süden::N,meridies,söder
368,Westen::N,occidens,väster
369,Osten::N,oriens,öster
370,Holz::N,lignum,trä
371,Brett::N,tabula,bräda
372,Platte::N,lamina,platta
373,Stütze::N,adminiculum,stöd
374,Stütze::N,adminiculum,stötta
375,Stange::N,pertica,stång
376,Stock::N,baculum,käpp
377,Stock::N,baculum,pinne
378,Stab::N,scipio,stav
379,Rohr::N,tubus,rör
380,Haus::N,aedes,hus
381,Heim::N,domicilium,hem
382,Ofen::N,fornax,ugn
383,Fußboden::N,solum,golv
384,Tisch::N,mensa,bord
385,Stuhl::N,sella,stol
386,Wiege::N,cunae,vagga
387,Bett::N,lectus,säng
388,Regal::N,foruli,hylla
389,Kiste::N,cista,låda
390,Fenster::N,fenestra,fönster
391,Tür::N,ianua,dörr
392,Tor::N,porta,port
393,Zaun::N,saepes,staket
394,Zaun::N,saepes,stängsel
395,Dach::N,tectum,tak
396,Leiter::N,scalae,stege
397,Besen::N,scopae,kvast
398,Spaten::N,pala,spade
399,Schaufel::N,pala,skovel
400,Schaufel::N,pala,skyffel
401,Gabel::N,fuscinula,gaffel
402,Löffel::N,coclear,sked
403,Messer::N,culter,kniv
404,Nagel::N,clavus,spik
405,Netz::N,rete,nät
406,Haken::N,hamus,krok
407,Griff::N,manubrium,tag
408,Griff::N,manubrium,handtag
409,Schloss::N,claustra,las
410,Bild::N,tabula,bild
411,Bild::N,pictura,bild
412,Figur::N,statunculum,figur
413,Puppe::N,pupa,docka
414,Beutel::N,sacculus,påse
415,Bündel::N,fascis,bunt
416,Bündel::N,fascis,knippa
417,Tasche::N,sacculus,väska
418,Eimer::N,situla,hink
419,Eimer::N,situla,ämbar
420,Deckel::N,operculum,lock
421,Geschirr::N,vasa,servis
422,Geschirr::N,vasa,porslin
423,Sack::N,saccus,säck
424,Tasse::N,pocillum,kopp
425,Topf::N,olla,gryta
426,Topf::N,olla,kastrull
427,Kessel::N,aenum,kittel
428,Essen::N,cena,mål
429,Nahrung::N,cibus,näring
430,Nahrung::N,alimenta,näring
431,Speise::N,cibus,maträtt
432,Fleisch::N,caro,kött
433,Getreide::N,frumentum,säd
434,Getreide::N,frumentum,spannmål
435,Brei::N,puls,gröt
436,Brot::N,panis,bröd
437,Scheibe::N,frustum,skiva
438,Fett::N,pingue,fett
439,Butter::N,butȳrum,smör
440,Öl::N,oleum,olja
441,Salz::N,sal,salt
442,Suppe::N,ius,soppa
443,Honig::N,mel,honung
444,Milch::N,lac,mjölk
445,Tee::N,thea,te
446,Leder::N,corium,läder
447,Wolle::N,lana,ull
448,Wolle::N,lana,ylle
449,Stoff::N,textum,tyg
450,Stoff::N,textum,stoff
451,Nadel::N,acus,nål
452,Faden::N,filum,tråd
453,Knopf::N,bulla,knapp
454,Knoten::N,nodus,knut
455,Farbe::N,pigmentum,färg
456,Kleidung::N,vestimenta,klädsel
457,Hemd::N,tunica,skjorta
458,Kragen::N,collare,krage
459,Ärmel::N,manica,ärm
460,Hose::N,bracae,byxor
461,Gürtel::N,cingulum,bälte
462,Mütze::N,pilleus,mössa
463,Schuh::N,calceus,sko
464,Stiefel::N,pero,stövel
465,Stiefel::N,caliga,stövel
466,Ring::N,anulus,ring
467,Band::N,redimiculum,band
468,Kamm::N,pecten,kam
469,Spiegel::N,speculum,spegel
470,Riemen::N,lorum,rem
471,Schnur::N,linum,snöre
472,Leine::N,retinaculum,lina
473,Decke::N,lodix,täcke
474,Kissen::N,pulvinus,dyna
475,Kissen::N,pulvinus,kudde
476,Tuch::N,velum,sjal
477,Handtuch::N,mantele,handduk
478,Kraft::N,vis,kraft
479,Stärke::N,robur,styrka
480,Gesundheit::N,valetudo,hälsa
481,Krankheit::N,morbus,sjukdom
482,Schmerz::N,dolor,smärta
483,Wunde::N,vulnus,sår
484,Fieber::N,febris,feber
485,Arznei::N,remedium,medicin
486,Arznei::N,remedium,läkemedel
487,Brücke::N,pons,bro
488,Brunnen::N,puteus,brunn
489,Weide::N,pascua,bete
490,Pfad::N,semita,stig
491,Weg::N,iter,väg
492,Straße::N,via,gata
493,Dorf::N,vicus,by
494,Stadt::N,urbs,stad
495,Stadt::N,oppidum,stad
496,Brief::N,epistula,brev
497,Buch::N,liber,bok
498,Buchstabe::N,littera,bokstav
499,Zeitung::N,diurnum,tidning
500,Leben::N,vita,liv
501,Tod::N,mors,död
502,Grab::N,sepulcrum,grav
503,Kirche::N,ecclesia,kyrka
504,Sünde::N,peccatum,synd
505,Gott::N,deus,gud
506,Arbeiter::N,operarius,arbetare
507,Chef::N,praefectus,chef
508,Meister::N,magister,mästare
509,Arzt::N,medicus,läkare
510,Lehrer::N,magister,lärare
511,Geld::N,aes,pengar
512,Geld::N,pecunia,pengar
513,Geschäft::N,negotium,rörelse
514,Laden::N,taberna,affär
515,Preis::N,pretium,pris
516,Ware::N,merx,vara
517,Nutzen::N,utilitas,gagn
518,Nutzen::N,utilitas,nytta
519,Reichtum::N,opes,rikedom
520,Reichtum::N,divitiae,rikedom
521,Welt::N,mundus,värld
522,Land::N,terra,land
523,Staat::N,res publica,stat
524,König::N,rex,kung
525,König::N,rex,konung
526,Macht::N,potestas,makt
527,Grenze::N,limes,gräns
528,Krieg::N,bellum,krig
529,Feind::N,inimicus,fiende
530,Gewalt::N,vis,våld
531,Kampf::N,pugna,kamp
532,Kampf::N,pugna,strid
533,Bogen[Waffe]::N,arcus,båge
534,Pfeil::N,sagitta,pil
535,Gewehr::N,sclopetum,gevär
536,Fehler::N,error,fel
537,Lüge::N,mendacium,lögn
538,Schaden::N,damnum,skada
539,Schaden::N,detrimentum,skada
540,Unglück::N,miseria,otur
541,Unglück::N,miseria,olycka
542,Unglück::N,calamitas,otur
543,Unglück::N,calamitas,olycka
544,Schuld::N,culpa,skuld
545,Alter::N,aetas,ålder
546,Schluss::N,finis,slut
547,Zeit::N,tempus,tid
548,Tag::N,dies,dag
549,Morgen::N,mane,morgon
550,Mittag::N,meridies,middag
551,Abend::N,vesper,kväll
552,Nacht::N,nox,natt
553,Woche::N,septimana,vecka
554,Monat::N,mensis,månad
555,Jahr::N,annus,år
556,Frühling::N,ver,vår
557,Sommer::N,aestas,sommar
558,Herbst::N,autumnus,höst
559,Winter::N,hiems,vinter
560,Januar::N,Ianuarius,januari
561,Februar::N,Februarius,februari
562,März::N,Martius,mars
563,April::N,Aprilis,april
564,Mai::N,Maius,maj
565,Juni::N,Iunius,juni
566,Juli::N,Iulius,juli
567,August::N,Augustus,augusti
568,September::N,September,september
569,Oktober::N,Octobris,oktober
570,November::N,Novembris,november
571,Dezember::N,December,december
572,Montag::N,dies lunae,måndag
573,Dienstag::N,dies Martis ,tisdag
574,Mittwoch::N,dies Mercurii,onsdag
575,Donnerstag::N,dies Iovis,torsdag
576,Freitag::N,dies Veneris,fredag
577,Samstag::N,dies Saturni,lördag
578,Sonntag::N,dominicus,söndag
579,Sonntag::N,dies solis,söndag
580,groß::A,magnus,stor
581,klein::A,parvus,liten
582,lang::A,longus,lång
583,kurz::A,brevis,kort
584,breit::A,latus,bred
585,schmal::A,angustus,smal
586,dicht::A,densus,tät
587,dick[Gegenstand]::A,crassus,tjock
588,dünn::A,tenuis,tunn
589,fein::A,subtilis,fin
590,fest::A,solidus,fast
591,fest::A,stabilis,fast
592,flach::A,planus,platt
593,glatt::A,levis,glatt
594,hart::A,durus,hård
595,weich::A,mollis,mjuk
596,rund::A,rotundus,rund
597,spitz::A,acutus,toppig
598,spitz::A,acutus,spetsig
599,scharf::A,acer,vass
600,scharf::A,acer,skarp
601,stumpf::A,hebes,slö
602,schwer::A,gravis,tung
603,schön::A,pulcher,skön
604,schön::A,pulcher,vacker
605,schön::A,formosus,skön
606,schön::A,formosus,vacker
607,heiß::A,fervidus,het
608,warm::A,calidus,varm
609,kalt::A,frigidus,kall
610,kühl::A,frigidus,sval
611,kühl::A,frigidus,kylig
612,frisch::A,recens,färsk
613,feucht::A,umidus,fuktig
614,nass::A,madidus,våt
615,trocken::A,aridus,torr
616,voll::A,plenus,full
617,leer::A,vacuus,tom
618,offen::A,apertus,öppen
619,geschlossen::A,clausus,stängd
620,sauber::A,lautus,ren
621,schmutzig::A,sordidus,snuskig
622,roh::A,crudus,rå
623,reif::A,maturus,mogen
624,lecker::A,delicatus,läcker
625,süß::A,dulcis,söt
626,bitter::A,amarus,besk
627,bitter::A,amarus,bitter
628,bitter::A,acerbus,besk
629,bitter::A,acerbus,bitter
630,sauer::A,acidus,sur
631,hell::A,clarus,ljus
632,dunkel::A,obscurus,mörk
633,schwarz::A,niger,svart
634,weiß::A,albus,vit
635,rot::A,ruber,röd
636,gelb::A,flavus,gul
637,blau::A,caeruleus,blå
638,grün::A,viridis,grön
639,grau::A,canus,grå
640,bunt::A,varius,brokig
641,billig::A,vilis,billig
642,teuer::A,carus,dyr
643,wertvoll::A,pretiosus,värdefull
644,blind::A,caecus,blind
645,taub::A,surdus,döv
646,kräftig::A,robustus,kraftig
647,stark::A,firmus,stark
648,stark::A,validus,stark
649,schwach::A,debilis,svag
650,schwach::A,infirmus,svag
651,fett::A,crassus,fet
652,schlank::A,procerus,slank
653,hübsch::A,pulcher,snygg
654,hübsch::A,pulcher,vacker
655,böse::A,improbus,ond
656,böse::A,improbus,elak
657,dumm::A,stultus,dum
658,dumm::A,stupidus,dum
659,faul::A,piger,lat
660,fleißig::A,sedulus,flitig
661,geizig::A,avarus,snål
662,geizig::A,avarus,girig
663,klug::A,prudens,klok
664,geschickt::A,sollers,händig
665,geschickt::A,sollers,skicklig
666,lieb::A,carus,kär
667,lieb::A,carus,snäll
668,lustig::A,iocosus,rolig
669,lustig::A,iocosus,lustig
670,sanft::A,clemens,mild
671,hungrig::A,impastus,hungrig
672,krank::A,aeger,sjuk
673,nackt::A,nudus,naken
674,traurig::A,maestus,ledsen
675,traurig::A,maestus,sorgsen
676,lebendig::A,vivus,levande
677,gut::A,bonus,bra
678,schlecht::A,malus,dålig
679,richtig::A,rectus,riktig
680,schlimm::A,malus,illa
681,wahr::A,verus,sann
682,alt::A,antiquus,gammal
683,neu::A,novus,ny
684,ehemalig::A,pristinus,forn
685,ehemalig::A,pristinus,tidigare
686,alt[Lebewesen]::A,vetus,gammal
687,jung::A,iuvenis,ung
688,arm::A,pauper,fattig
689,reich::A,dives,rik
690,bekannt::A,notus,känd
691,berühmt::A,celeber,berömd
692,berühmt::A,illustris,berömd
693,fremd::A,peregrinus,främmande
694,verschieden::A,varius,åtskillig
695,nah::A,propinquus,nära
696,fern::A,longinquus,fjärran
697,linker::A,sinister,vänster
698,rechter::A,dexter,höger
699,anderer::A,alius,annan
700,erster::A,primus,första
701,zweiter::A,secundus,andra
702,dritter::A,tertius,tredje
703,letzter::A,ultimus,sist
704,allein::ADV,solum,allena
705,auf einmal::ADV,simul,på en gång
706,zusammen::ADV,una,tillsammans
707,lange::ADV,diu,länge
708,plötzlich::ADV,subito,plötsligt
709,plötzlich::ADV,repente,plötsligt
710,sofort::ADV,statim,strax
711,sofort::ADV,statim,genast
712,später::ADV,postea,senare
713,jetzt::ADV,nunc,nu
714,heute::ADV,hodie,i dag
715,morgen::ADV,cras,i morgon
716,bald::ADV,mox,snart
717,dann::ADV,deinde,då
718,gestern::ADV,heri,i går
719,einst::ADV,olim,en gång
720,damals::ADV,tum,då
721,damals::ADV,tum,den gången
722,danach::ADV,postea,därefter
723,vorher::ADV,antea,före
724,vorher::ADV,antea,förut
725,zuerst::ADV,primo,först
726,einmal::ADV,semel,en gång
727,manchmal::ADV,interdum,ibland
728,oft::ADV,saepe,ofta
729,immer::ADV,semper,alltid
730,niemals::ADV,numquam,aldrig
731,hier::ADV,hic,här
732,hierhin::ADV,huc,hit
733,von hier::ADV,hinc,härifrån
734,dort::ADV,ibi,där
735,dorthin::ADV,eo,dit
736,geradeaus::ADV,recte,rätt fram
737,vorwärts::ADV,porro,fram
738,vorwärts::ADV,porro,framåt
739,rückwärts::ADV,retro,baklänges
740,zurück::ADV,retro,tillbaka
741,unten::ADV,infra,nere
742,unten::ADV,infra,nedanför
743,hinab::ADV,pessum,ned
744,hinab::ADV,pessum,nedåt
745,oben::ADV,supra,ovan
746,oben::ADV,supra,ovanpå
747,hinauf::ADV,sursum,upp
748,hinauf::ADV,sursum,uppåt
749,überall::ADV,ubique,överallt
750,nicht::ADV,non,ej
751,nicht::ADV,non,inte
752,ein wenig::ADV,paulum,litet
753,kaum::ADV,vix,knappt
754,kaum::ADV,vix,knappast
755,kaum::ADV,aegre,knappt
756,kaum::ADV,aegre,knappast
757,sehr::ADV,valde,mycket
758,sehr::ADV,magnopere,mycket
759,so::ADV,ita,så
760,noch::ADV,etiam,än
761,noch::ADV,etiam,ännu
762,nur::ADV,solum,bara
763,nur::ADV,solum,endast
764,nur::ADV,tantum,bara
765,nur::ADV,tantum,endast
766,schon::ADV,iam,redan
767,wieder::ADV,rursus,åter
768,vergebens::ADV,frustra,förgäves
769,vor::PRP,ante,utanför
770,hinter::PRP,post,bakom
771,unter::PRP,sub,under
772,durch::PRP,per,genom
773,durch::PRP,per,igenom
774,neben::PRP,iuxta,bredvid
775,neben::PRP,iuxta,vid sidan av
776,zwischen::PRP,inter,mellan
777,wegen::PRP,propter,på grund av
778,dies::PRN,hoc,detta
779,das::PRN,id,det
780,alles::PRN,omnia,allt
781,ich::PRN,ego,jag
782,du::PRN,tu,du
783,er::PRN,is,han
784,er::PRN,ille,han
785,wir::PRN,nos,vi
786,ihr::PRN,vos,ni
787,sie::PRN,ii,de
788,sie::PRN,illi,de
789,was::FPRN,quid,vad
790,wer::FPRN,quis,vem
791,wo::FADV,ubi,var
792,wohin::FADV,quo,vart
793,wie::FADV,quomodo,hur
794,warum::FADV,cur,varför
795,wieviel::FNUM,quantum,hur mycket
796,eins::NUM,unus,en
797,eins::NUM,unus,ett
798,zwei::NUM,duo,två
799,drei::NUM,tres,tre
800,vier::NUM,quattuor,fyra
801,fünf::NUM,quinque,fem
802,sechs::NUM,sex,sex
803,sieben::NUM,septem,sju
804,acht::NUM,octo,åtta
805,neun::NUM,novem,nio
806,zehn::NUM,decem,tio
807,elf::NUM,undecim,elva
808,zwölf::NUM,duodecim,tolv
809,zwanzig::NUM,viginti,tjugo
810,dreißig::NUM,triginta,trettio
811,vierzig::NUM,quadraginta,fyrtio
812,fünfzig::NUM,quinquaginta,femtio
813,sechzig::NUM,sexaginta,sextio
814,siebzig::NUM,septuaginta,sjuttio
815,achtzig::NUM,octoginta,åttio
816,neunzig::NUM,nonaginta,nittio
817,hundert::NUM,centum,hundra
818,tausend::NUM,mille,tusen
819,und::CNJ,et,och
820,und::CNJ,-que,och
821,oder::CNJ,vel,eller
822,stehen::V,stare,stå
823,sitzen::V,sedere,sitta
824,liegen::V,iacere,ligga
825,hängen::V,pendere,hänga
826,werden::V,fieri,bli
827,passieren::V,accidere,ske
828,passieren::V,accidere,hända
829,beginnen::V,incipere,börja
830,enden::V,finem habere,ända
831,wechseln::V,mutari,växla
832,aufgehen[Sonne]::V,oriri,gå upp
833,untergehen[Sonne]::V,occidere,gå ned
834,scheinen[Sonne]::V,lucere,skina
835,donnern::V,tonare,dundra
836,wehen::V,flare,blåsa
837,strömen::V,fluere,forsa
838,strömen::V,fluere,strömma
839,fließen::V,manare,flyta
840,sich drehen::V,torqueri,snurra
841,schwanken::V,vacillare,vackla
842,schwingen::V,vibrare,svinga
843,fallen::V,cadere,falla
844,brennen::V,ardere,brinna
845,rauchen::V,fumare,ryka
846,regnen::V,pluere,regna
847,gefrieren::V,congelari,frysa
848,tauen::V,rorare,töa
849,schmelzen::V,liquescere,smälta
850,trocknen::V,arescere,torka
851,sieden::V,fervere,koka
852,sieden::V,fervere,sjuda
853,faulen::V,putescere,ruttna
854,verfaulen::V,putescere,ruttna
855,reißen::V,scindi,brista
856,versinken::V,mergi,sjunka
857,vergehen::V,praeterire,förgå
