,Concept_ID,kn,myv
153,Schwein::N,ಹಂದಿ,туво
154,Hund::N,ನಾಯಿ,пине
155,Hund::N,ನಾಯಿ,киска
156,Katze::N,ಬೆಕ್ಕು,псака
157,Bär::N,ಕರಡಿ,овто
158,Eichhörnchen::N,ಉಡುತೆ,ур
159,Elch::N,ಕಡವೆ,сярдо
160,Fuchs::N,ನರಿ,ривезь
161,Hase::N,ಮೊಲ,нумоло
162,Maus::N,ಇಲಿ,чеерь
163,Wolf::N,ತೋಳ,верьгиз
164,Vogel::N,ಪಕ್ಷಿ,нармунь
165,Schwarm::N,ಗುಂಪು,полк
166,Schwarm::N,ಗುಂಪು,стада
167,Huhn::N,ಚಿಕ್,сараз
168,Hahn::N,ಹುಂಜ,атякш
169,Gans::N,ವರಟೆ,гала
170,Gans::N,ವರಟೆ,мацей
171,Adler::N,ಗರುಡ,куцькан
172,Adler::N,ಗರುಡ,тумоатякш
173,Ente::N,ಬಾತು,яксярго
174,Eule::N,ಗೂಬೆ,корж
175,Kranich::N,ಕೊಕ್ಕರ,карго
176,Krähe::N,ಕಾಗೆ,варака
177,Kuckuck::N,ಕೋಗಿಲೆ,куко
178,Schwan::N,ಹಂಸಪಕ್ಷಿ,локсей
179,Fisch::N,ಮೀನು,кал
180,Barsch::N,ಪರ್ಚ್ ಮೀನು,окунь
181,Hecht::N,ಪೈಕ್ ಮೀನು,щука
182,Schlange[Tier]::N,ಹಾವು,гуй
183,Wurm::N,ಹುಳು,сукс
184,Spinne::N,ಊರ್ಣನಾಭ,шанжав
185,Ameise::N,ಇರುವೆ,коткудав
186,Laus::N,ಹೇನು,сий
187,Mücke::N,ಸೊಳ್ಳೆ,сеське
188,Fliege::N,ನೊಣ,карво
189,Schmetterling::N,ಪತಂಗ,нимиляв
190,Beere::N,ನಯವಣ್ಣು,умарь
191,Apfel::N,ಸೇಬು,умарь
192,Pilz::N,ಅಣಬೆ,панго
193,Zwiebel::N,ನೀರುಳ್ಳಿ,чурька
194,Saat::N,ಬಿತ್ತ,видьметь
195,Korn::N,ಬೀಜ,сюро
196,Heu::N,ಕರಡ,тикше
197,Schale::N,ಹೊಟ್ಟು,кедь
198,Schale::N,ಹೊಟ್ಟು,ваткавкс
199,Grube::N,ಗುಂಡಿ,латко
200,Falle::N,ಬೋನು,тувор
201,Falle::N,ಬೋನು,кундамка
202,Schlinge::N,ಉರುಲು,килькш
203,Spur::N,ಜಾಡು,челькс
204,Spur::N,ಜಾಡು,пильгеки
205,Asche::N,ಬೂದಿ,кулов
206,Dreck::N,ಹೊಲಸು,рудаз
207,Eisen::N,ಕಬ್ಬಿಣ,кшни
208,Gold::N,ಚಿನ್ನ,сырне
209,Silber::N,ಬೆಳ್ಳಿ,сия
210,Kohle::N,ಕಲ್ಲಿದ್ದಲು,сэдь
211,Kohle::N,ಕಲ್ಲಿದ್ದಲು,уголия
212,Glas::N,ಗಾಜು,сулика
213,Lehm::N,ಜೇಡಿಮಣ್ಣು,сёвонь
214,Sand::N,ಮರಳು,човар
215,Mensch::N,ಪುರುಷ,ломань
216,Mann::N,ಆಳು,аля
217,Mann::N,ಆಳು,цёраломань
218,Frau::N,ಹೆಣ್ಣು,ава
219,Kind::N,ಮಗು,эйкакш
220,Junge::N,ಹುಡುಗ,цёрыне
221,Mädchen::N,ಹುಡುಗಿ,тейтерне
222,Familie::N,ಕುಟುಂಬ,семия
223,Großvater::N,ಅಜ್ಜ,покштя
224,Großmutter::N,ಅಮ್ಮ,баба
225,Eltern::N,ಹೆತ್ತವರು,тетят-ават
226,Vater::N,ತಂದೆ,тетя
227,Mutter::N,ಅಮ್ಮ,ава
228,Sohn::N,ಮಗ ,цёра
229,Tochter::N,ಮಗಳು,тейтерь
230,Bruder::N,ತಮ್ಮ,леля
231,Bruder::N,ತಮ್ಮ,ялакс
232,Schwester::N,ತಂಗಿ,сазор
233,Onkel::N,ಸೋದರಮಾವ,леля
234,Onkel::N,ದೊಡ್ಡಪ್ಪ,леля
235,Tante::N,ಚಿಕ್ಕಮ್ಮ,патя
236,Ehemann::N,ಗಂಡ,мирде
237,Ehefrau::N,ಹೆಂಡತಿ,ни
238,Freude::N,ನಲಿವು,кеняркс
239,Gelächter::N,ನಗೆ,ракамо
240,Gelächter::N,ನಗೆ,пейдема
241,Glück::N,ಆನಂದ,уцяска
242,Kummer::N,ದುಃಖ,рискс
243,Kummer::N,ದುಃಖ,мелявкс
244,Wunsch::N,ಬಯಕೆ,мель
245,Wunsch::N,ಬಯಕೆ,бажамо
246,Lust::N,ಇಷ್ಟ,бажамо
247,Geist::N,ಆತ್ಮ,ойме
248,Gedanke::N,ಯೋಚನೆ,мель
249,Gedächtnis::N,ಸ್ಮರಣೆ,мель
250,Verstand::N,ಮನಸ್ಸು,прев
251,Sinn::N,ಅರ್ಥ,толк
252,Sinn::N,ಅರ್ಥ,смысла
253,Grund::N,ಕಾರಣ,тувтал
254,Wahrheit::N,ಸತ್ಯ,видечи
255,Gespräch::N,ಸಂಭಾಷಣೆ,кортнема
256,Märchen::N,ಸುಳ್ಳು ಕಥೆ,ёвкс
257,Erzählung::N,ಕಥೆ,ёвтнема
258,Nachricht::N,ಸಂದೇಶ,куля
259,Neuigkeit::N,ಸುದ್ದಿ,куля
260,Name::N,ಹೆಸರು,лем
261,Rätsel::N,ಒಗಟು,содамоёвкс
262,Rede::N,ಮಾತು,кортамо
263,Sprache::N,ಭಾಷೆ,кель
264,Stimme::N,ಧ್ವನಿ,ваигель
265,Wort::N,ಮಾತು,вал
266,Zeichen::N,ಗುರುತು,теште
267,Ruf::N,ಕೂಗು,тердема
268,Lärm::N,ಸದ್ದು,шалнома
269,Laut::N,ಶಬ್ದ,вайгель
270,Ton::N,ನಾದ,гайнема
271,Lied::N,ಗಾನ,моро
272,Ruhe::N,ಶಾಂತಿ,оймамо
273,Leute::N,ಮಂದಿ,ломанть
274,Volk::N,ಜನಾಂಗ,народ
275,Arbeit::N,ಕೆಲಸ,тев
276,Gast::N,ಅತಿಥಿ,инже
277,Geschenk::N,ಕಾಣಿಕೆ,казне
278,Spiel::N,ಆಟ,налксема
279,Gesellschaft::N,ಸಂಗ,община
280,Hilfe::N,ಸಹಾಯ,лездамо
281,Freund::N,ಸ್ನೇಹಿತ,оя
282,Freund::N,ಸ್ನೇಹಿತ,ялга
283,Kamerad::N,ಜೊತೆಗಾರ,оя
284,Kamerad::N,ಜೊತೆಗಾರ,ялга
285,Angelegenheit::N,ವಿಚಾರ,тев
286,Anzahl::N,ಎಣಿಕೆ,ламоксчи
287,Art::N,ತರ,вид
288,Stück::N,ತುಂಡು,пакш
289,Stück::N,ತುಂಡು,пелькс
290,Teil::N,ಭಾಗ,часть
291,Teil::N,ಭಾಗ,пелькс
292,Hälfte::N,ಅರ್ಧ,пель
293,Hälfte::N,ಅರ್ಧ,пелькс
294,Kreis::N,ವೃತ್ತ,кирькс
295,Kreuz::N,ಶಿಲುಬೆ,крёст
296,Linie::N,ರೀಖೆ,кикс
297,Strich::N,ಗೀಟು,межа
298,Abstand::N,ಅಂತರ,ютко
299,Entfernung::N,ದೂರ,ютко
300,Gegend::N,ವಿಸ್ತೀರ್ಣ,тарка
301,Gegend::N,ವಿಸ್ತೀರ್ಣ,пертьпелькс
302,Platz::N,ಅಂತರ,васолкс
303,Ort::N,ಸ್ಥಳ,тарка
304,Seite::N,ಪಕ್ಷ,ён
305,Seite::N,ಪಕ್ಷ,чире
306,Mitte::N,ನಡು,куншка
307,Gegenstand::N,ವಸ್ತು,предмет
308,Sache::N,ವಸ್ತು,тев
309,Sache::N,ವಸ್ತು,веща
310,Rand::N,ಅಂಚು,пе
311,Rand::N,ಅಂಚು,чире
312,Kante::N,ಅಂಚು,ирдез
313,Ecke::N,ಮೂಲೆ,ужо
314,Spitze::N,ತುದಿ,пряне
315,Spitze::N,ತುದಿ,пе
316,Ende::N,ಕೊನೆ,пе
317,Loch::N,ತೂತು,варя
318,Winkel::N,ಕೋನ,ужо
319,Muster::N,ನಮೂನೆ,сёрма
320,Größe::N,ಪ್ರಮಾಣ,сэрь
321,Größe::N,ಪ್ರಮಾಣ,покшолма
322,Länge::N,ಉದ್ದ,кувалмо
323,Höhe::N,ಎತ್ತರ,сэрь
324,Höhe::N,ಎತ್ತರ,пандо
325,Gewicht::N,ತೂಕ,сталмо
326,Menge::N,ಮೊತ್ತ,лововкс
327,Haufen::N,ರಾಶಿ,мар
328,Haufen::N,ರಾಶಿ,валявкс
329,Reihe::N,ಸಾಲು,ряд
330,Boot::N,ದೋಣಿ,венч
331,Ruder::N,ಹುಟ್ಟು,милё
332,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,нурдт
333,Ski::N,ಜಾರುಪಟ್ಟಿ,сокс
334,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,толбандя
335,Last::N,ಹೊರೆ,сталмо
336,Last::N,ಹೊರೆ,кандома
337,Gang::N,ತಿರುಗಾಟ,молема
338,Gang::N,ತಿರುಗಾಟ,якамо
339,Schritt::N,ಹೆಜ್ಜೆ,эскелькс
340,Norden::N,ಉತ್ತರ,якшамо ёнкс
341,Süden::N,ದಕ್ಷಿಣ,лембе ёнкс
342,Westen::N,ಪಶ್ಚಿಮ,чивалгома
343,Osten::N,ಮೂಡಲು,чилисема
344,Holz::N,ಚೌಬೀನೆ,чувто
345,Brett::N,ಹಲಗೆ,лаз
346,Platte::N,ಹಲಗೆ,плита
347,Stütze::N,ಆಸರೆ,неже
348,Stange::N,ಕಂಬ,олга
349,Stock::N,ಕೋಲು,мандо
350,Stab::N,ದೊಣ್ಣೆ,олога
351,Rohr::N,ನಳಿಕೆ,турба
352,Haus::N,ಮನೆ,кудо
353,Heim::N,ಗೃಹ,кудо
354,Ofen::N,ಒಲೆ,каштомо
355,Fußboden::N,ನೆಲ,киякс
356,Tisch::N,ಮೇಜು,столь
357,Stuhl::N,ಕುರ್ಚಿ,стул
358,Wiege::N,ತೊಟ್ಟಿಲು,лавсь
359,Wiege::N,ತೊಟ್ಟಿಲು,нурямот
360,Bett::N,ಹಾಸಿಗೆ,ацамо
361,Regal::N,ಬೀರು,лався
362,Regal::N,ಬೀರು,лавсяланго
363,Kiste::N,ಪಟ್ಟಿಗೆ,горобия
364,Kiste::N,ಪಟ್ಟಿಗೆ,сундук
365,Fenster::N,ಕಿಟಕಿ,вальма
366,Tür::N,ಬಾಗಿಲು,кенкш
367,Tor::N,ಹೆಬ್ಬಾಗಿಲು,ортат
368,Zaun::N,ಬೇಲಿ,пирявт
369,Zaun::N,ಬೇಲಿ,пирвякс
370,Dach::N,ಮಾಳಿಗೆ,кудопря
371,Leiter::N,ಏಣಿ,кузтема
372,Besen::N,ಪೊರಕೆ,тенсть
373,Spaten::N,ಗುದ್ದಲಿ,койме
374,Schaufel::N,ಸನಿಕೆ,кече
375,Schaufel::N,ಸನಿಕೆ,келей койме
376,Gabel::N,ಕವಲು,сянгине
377,Löffel::N,ಚಮಚ,пенч
378,Messer::N,ಚಾಕು,пеель
379,Nagel::N,ಆಣಿ,эске
380,Netz::N,ಬಲೆ,алтыма
381,Haken::N,ಕೊಂಡಿ,кечказ
382,Griff::N,ಹಿಡಿ,кедне
383,Schloss::N,ವೀಗ,замок
384,Schloss::N,ವೀಗ,панжома
385,Bild::N,ಚಿತ್ರ,картина
386,Figur::N,ಆಕಾರ,рунго
387,Puppe::N,ಗೊಂಬೆ,няка
388,Beutel::N,ಸಂಚಿ,кескав
389,Bündel::N,ಕಟ್ಟು,керькс
390,Tasche::N,ಚೀಲ,юдма
391,Eimer::N,ಬಾನೆ,ведра
392,Deckel::N,ಮುಚ್ಚಳ,велькс
393,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,кедьге
394,Sack::N,ಮೂಟೆ,кескав
395,Tasse::N,ಬಟ್ಟಲು,чакш
396,Topf::N,ಮಡಕೆ,кастрюля
397,Kessel::N,ಕೆಟಲ್,котёл
398,Essen::N,ಊಟ,ярсамо
399,Nahrung::N,ಆಹಾರ,ярсамопель
400,Speise::N,ಊಟ,ярсамопель
401,Fleisch::N,ಮಾಂಸ,сывель
402,Getreide::N,ಧಾನ್ಯ,сюро
403,Brei::N,ಗಂಜಿ,каша
404,Brot::N,ರೊಟ್ಟಿ,кши
405,Scheibe::N,ಹೋಳು,кочом
406,Scheibe::N,ಹೋಳು,сускомо
407,Fett::N,ಕೊಬ್ಬು,куя
408,Butter::N,ಬೆಣ್ಣೆ,ой
409,Öl::N,ಎಣ್ಣೆ,ой
410,Salz::N,ಉಪ್ಪು,сал
411,Suppe::N,ಎಸರು,ям
412,Honig::N,ಮಧು,медь
413,Milch::N,ಹಾಲು,ловсо
414,Tee::N,ಚಹ,чай
415,Leder::N,ಚಕ್ಕಳ,киське
416,Wolle::N,ಉಣ್ಣೆ,пона
417,Stoff::N,ಬಟ್ಟೆ,коцт
418,Nadel::N,ಸೂಜಿ,салмукс
419,Faden::N,ದಾರ,суре
420,Knopf::N,ಗುಂಡು,пов
421,Knoten::N,ಗಂಟು,сюлмо
422,Farbe::N,ಬಣ್ಣ,артомапель
423,Kleidung::N,ಅರಿವೆ,оршамот
424,Hemd::N,ಅಂಗಿ,панар
425,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,сиве
426,Ärmel::N,ತೋಳು,ожа
427,Hose::N,ಇಜಾರ,понкст
428,Gürtel::N,ಬೆಲ್ಟು,каркс
429,Mütze::N,ಟೋಪಿ,чапка
430,Schuh::N,ಪಾದರಕ್ಷೆ,туфля
431,Stiefel::N,ಬೂಟು,кем
432,Ring::N,ಉಂಗುರ,суркс
433,Band::N,ರಿಬ್ಬನ್,лента
434,Kamm::N,ಹಣಿಗೆ,сурсеме
435,Spiegel::N,ಕನ್ನಡಿ,чавачамо
436,Riemen::N,ಬಾರು,кшнань каркс
437,Schnur::N,ಹುರಿ,пикс
438,Leine::N,ಹಗ್ಗ,ведьме
439,Decke::N,ಕಂಬಳಿ,вельтямо
440,Kissen::N,ದಿಂಬು,тодов
441,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,паця
442,Handtuch::N,ಚೌಕ,нардамо
443,Kraft::N,ಬಲ,вий
444,Stärke::N,ಶಕ್ತಿ,виевчи
445,Gesundheit::N,ಆರೋಗ್ಯ,шумбрачи
446,Krankheit::N,ರೋಗ,орма
447,Krankheit::N,ರೋಗ,сэредема
448,Schmerz::N,ನೋವು,сэредькс
449,Wunde::N,ಗಾಯ,керявкс
450,Fieber::N,ಜ್ವರ,маштыкс
451,Arznei::N,ಔಷಧ,ормаменькс
452,Brücke::N,ಸೇತುವೆ,сэдь
453,Brücke::N,ಸೇತುವೆ,мадамо
454,Brunnen::N,ಬಾವಿ,лисьма
455,Weide::N,ಗೋಮಾಳ,ракшань ванома тарка
456,Pfad::N,ದಾರಿ,ян
457,Weg::N,ಹಾದಿ,ки
458,Straße::N,ರಸ್ತೆ,ки
459,Dorf::N,ಹಳ್ಳಿ,веле
460,Stadt::N,ಪಟ್ಟಣ,ош
461,Brief::N,ಕಾಗದ,сёрма
462,Buch::N,ಪುಸ್ತಕ,книга
463,Buchstabe::N,ಅಕ್ಷರ,буква
464,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,газета
465,Leben::N,ಜೀವನ,эрямо
466,Tod::N,ಮರಣ,кулома
467,Grab::N,ಗೋರಿ,калмо
468,Kirche::N,ಚರ್ಚು,церькова
469,Sünde::N,ಪಾಪ,чумочи
470,Gott::N,ದೇವರು,паз
471,Arbeiter::N,ಕೆಲಸಗಾರ,робочей
472,Chef::N,ದಣಿ,прявт
473,Meister::N,ಶಿಕ್ಷಕ,кол тевень тенця
474,Arzt::N,ವೈದ್ಯ,врач
475,Lehrer::N,ಉಪಾಧ್ಯಾಯ,учитель
476,Lehrer::N,ಉಪಾಧ್ಯಾಯ,тонавтыця
477,Geld::N,ಹಣ,ярмак
478,Geschäft::N,ವಾಣಿಜ್ಯ,ладязь тев
479,Laden::N,ಅಂಗಡಿ,лавка
480,Preis::N,ಬೆಲೆ,питне
481,Ware::N,ಸರಕು,миевкс
482,Ware::N,ಸರಕು,рамавкс
483,Nutzen::N,ಲಾಭ,паро
484,Nutzen::N,ಲಾಭ,лезэ
485,Reichtum::N,ಸಂಪತ್ತು,сюпавчи
486,Welt::N,ಭೂಲೋಕ,мир
487,Welt::N,ಭೂಲೋಕ,мастор ланго
488,Land::N,ದೇಶ,мастор
489,Staat::N,ರಾಜ್ಯ,государства
490,König::N,ರಾಜ,король
491,Macht::N,ಅಧಿಕಾರ,азорксчи
492,Grenze::N,ಗಡಿ,буен тешкс
493,Krieg::N,ಯುದ್ಧ,война
494,Feind::N,ಶತ್ರು,душман
495,Gewalt::N,ಹಿಂಸೆ,нарьгамо
496,Kampf::N,ಹೋರಾಟ,тюрема
497,Bogen[Waffe]::N,ಬಿಲ್ಲು,нал
498,Pfeil::N,ಅಂಬು,нал
499,Gewehr::N,ಬಂದೂಕು,ружия
500,Gewehr::N,ಬಂದೂಕು,винтовка
501,Fehler::N,ತಪ್ಪು,ильведькс
502,Fehler::N,ತಪ್ಪು,ильведевкс
503,Lüge::N,ಸುಳ್ಳು,манчема
504,Lüge::N,ಸುಳ್ಳು,кенгелема
505,Schaden::N,ಹಾನಿ,зыян
506,Unglück::N,ಅಪಾಯ,зыян
507,Schuld::N,ದೋಷ,чумочи
508,Alter::N,ಮುಪ್ಪು,шка
509,Schluss::N,ಮುಕ್ತಾಯ,пе
510,Zeit::N,ಕಾಲ,шка
511,Zeit::N,ಕಾಲ,пинге
512,Tag::N,ದಿನ,чи
513,Morgen::N,ಮುಂಜಾನೆ,валске
514,Mittag::N,ನಡುಹಗಲು,чикуншка
515,Abend::N,ಸಂಜೆ,чокшнэ
516,Nacht::N,ರಾತ್ರಿ,ве
517,Woche::N,ವಾರ,недля
518,Monat::N,ತಿಂಗಳು,ков
519,Jahr::N,ಸಂವತ್ಸರ,ие
520,Frühling::N,ವಸಂತ,тундо
521,Sommer::N,ಬಿಸಿಲುಕಾಲ,кизэ
522,Herbst::N,ಶರತ್ಕಾಲ,сёксь
523,Winter::N,ಚಳಿಗಾಲ,теле
524,Januar::N,ನಾಲ್ಚಳಿ,якшамков
525,Februar::N,ಅಯ್ಚಳಿ,февраль
526,März::N,ಮೊಬ್ಬೇಸಿಗೆ,март
527,April::N,ಇಬ್ಬೇಸಿಗೆ,апрель
528,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,май
529,Juni::N,ಮೊಮ್ಮಳೆ,июнь
530,Juli::N,ಇಮ್ಮಳೆ,июль
531,August::N,ಮುಮ್ಮಳೆ,август
532,September::N,ನಾಲ್ಮಳೆ,сентября
533,Oktober::N,ಮೊಚ್ಚಳಿ,октября
534,November::N,ಇಚ್ಚಳಿ,ноября
535,Dezember::N,ಮುಚ್ಚಳಿ,декабря
536,Montag::N,ಸೋಮುವಾರ,пондельник
537,Dienstag::N,ಮಂಗಳವಾರ,овторник
538,Mittwoch::N,ಬುಧವಾರ,серёда
539,Donnerstag::N,ಗುರುವಾರ,цетьверьг
540,Freitag::N,ಶುಕ್ರವಾರ,пеця
541,Samstag::N,ಶನಿವಾರ,субута
542,Samstag::N,ಶನಿವಾರ,шлямочи
543,Sonntag::N,ಭಾನುವಾರ,недлячи
544,groß::A,ದೊಡ್ಡ,ине
545,groß::A,ದೊಡ್ಡ,покш
546,klein::A,ಪುಟ್ಟ,вишка
547,lang::A,ದೀರ್ಘ,кувака
548,kurz::A,ಚಕ್ಕ,нурькине
549,breit::A,ಅಗಲವಾದ,келей
550,schmal::A,ಇಕ್ಕಟ್ಟಾದ,теине
551,dicht::A,ದಟ್ಟ,тусто
552,dick[Gegenstand]::A,ದಟ್ಟ,эчке
553,dünn::A,ತೆಳು,човине
554,fein::A,ಕೋಮಲ,човине
555,fest::A,ಘನ,кеме
556,flach::A,ಚಪ್ಪಟೆ,лапужа
557,glatt::A,ನಯ,валаня
558,hart::A,ಗಟ್ಟಿ,калгодо
559,weich::A,ಮೃದುವಾದ,чевте
560,rund::A,ವರ್ತುಳ,кеверь
561,spitz::A,ಮೊನಚಾದ,пшти
562,scharf::A,ತೀಕ್ಷ್ಣ,пшти
563,stumpf::A,ಮೊಂಡು,ношка
564,schwer::A,ಭಾರಿ,стака
565,schön::A,ಸುಂದರ,мазый
