,Concept_ID,kn,myv
1093,abwischen::V,ಒರಸು,нардамс
1094,spülen::V,ಗಲಬರಿಸು,ёрвалдомс
1095,fegen::V,ಗುಡಿಸು,тенсемс
1096,kehren::V,ಗುಡಿಸು,тенсемс
1097,baden::V,ಸ್ನಾನಮಾಡು,экшелямс
1098,sich waschen::V,ತೊಳೆ,шлямс
1099,ausziehen::V,ಬಿಚ್ಚು,кайсевтемс
1100,anziehen::V,ಹಾಕು,оршамс
1101,sich anziehen::V,ಹಾಕು,оршамс
1102,kämmen::V,ಬಾಚು,судрямс
1103,schmücken::V,ಅಲಂಕರಿಸು,мазылгавтомс
1104,schmücken::V,ಅಲಂಕರಿಸು,наряжамс
1105,sagen::V,ಹೇಳು,меремс
1106,sprechen::V,ನುಡಿ,кортамс
1107,reden::V,ನುಡಿ,кортамс
1108,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,кортнемс
1109,fragen::V,ವಿಚಾರಿಸು,кевкстемс
1110,bitten::V,ಬೇಡು,вешемс
1111,erzählen::V,ಹೇಳು,ёвтнемс
1112,mitteilen::V,ತಿಳಿಸು,ёвтамс
1113,nennen::V,ಹೆಸರಿಡು,лемдемс
1114,nennen::V,ಹೆಸರಿಡು,путомс лем
1115,rufen::V,ಕರೆ,тердемс
1116,rufen::V,ಕರೆ,серьгедемс
1117,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,шнамс пря
1118,übersetzen::V,ಭಾಷಾಂತರಿಸು,ютавтомс
1119,denken::V,ಯೋಚಿಸು,арсемс
1120,glauben::V,ನಂಬು,кемемс
1121,bemerken::V,ಗಮನಿಸು,неемс
1122,erkennen::V,ಗುರುತುಹಿಡಿ,содамс
1123,begreifen::V,ಗ್ರಹಿಸು,пачкодемс
1124,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,чарькодемс
1125,lernen::V,ಕಲಿ,тонавтнемс
1126,wissen::V,ಅರಿ,содамс
1127,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,ледстямс
1128,vergessen::V,ಮರೆತುವಿಡು,стувтомс
1129,messen::V,ಅಳೆ,онкстнемс
1130,zählen::V,ಗಣಿಸು,ловомс
1131,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,ловомс
1132,lesen::V,ಓದು,ловномс
1133,malen::V,ಬಿಡಿಸು,рисовамс
1134,zeichnen::V,ಬಿಡಿಸು,рисовамс
1135,schreiben::V,ಬರೆ,сёрмадомс
1136,besitzen::V,ಒಡೆಯನಾಗಿರು,улемс
1137,besitzen::V,ಒಡೆಯನಾಗಿರು,улемс азорокс
1138,kaufen::V,ಕೊಳ್ಳು,рамамс
1139,verkaufen::V,ಕೊಡು,миемс
1140,bezahlen::V,ಬೆಲೆತೆರು,пандомс
1141,zahlen::V,ಹಣವನ್ನುಕೊಡು,пандомс
1142,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,азоркстамс
1143,ertragen::V,ಸಹಿಸು,кирдемс
