,Concept_ID,hy,mhr
124,Quelle::N,աղբյուր,вӱдшинча́
125,Bach::N,վտակ,изэҥе́р
126,Fluss::N,գետ,эҥе́р
127,Ufer::N,ծովափ,сер
128,Küste::N,ափ,вӱдтӱ́р
129,Küste::N,ծովափ,вӱдтӱ́р
130,Festland::N,ցամաք,мла́нде
131,Meer::N,ծով,те́ҥыз
132,Bucht::N,հաչիւն,икса́
133,Insel::N,վղզի,отро́
134,Blume::N,ծաղիկ,пеле́дыш
135,Gras::N,խոտ,шу́до
136,Wurzel::N,արմատ,вож
137,Baum::N,ծառ,пуше́ҥге
138,Stamm::N,իրան,йы́тыр
139,Rinde::N,կեղեւ,шӱм
140,Rinde::N,հաչոց,шӱм
141,Ast::N,ճյուղ,укш
142,Zweig::N,ճյուղ,торма́к
143,Blatt::N,տերեւ,лышта́ш
144,Birke::N,ցարասի,куэ́
145,Kiefer[Baum]::N,սոճի,пӱ́нчӧ
146,Weide[Baum]::N,ուռենի,уа́
147,Tanne::N,եղեւին,кож
148,Feder::N,փետուր,пы́стыл
149,Fell::N,մորթի,кова́ште
150,Flügel::N,թեւ,шу́лдыр
151,Klaue::N,չանչ,кӱч
152,Kralle::N,ճանկ,ла́па
153,Kralle::N,ճանկ,копа́
154,Schwanz::N,պոչ,поч
155,Ei::N,ձու,му́но
156,Nest::N,բույն,пыжа́ш
157,Bau::N,որջ,пыжа́ш
158,Bau::N,բայոց,пыжа́ш
159,Tier::N,կենդանի,я́нлык
160,Tier::N,կենդանի,живо́тный
161,Herde::N,հոտ,кӱ́тӱ
162,Herde::N,հոտ,тӱшка́
163,Kuh::N,կով,ушка́л
164,Bulle::N,ցուլ,ӱ́шкыж
165,Pferd::N,ձի,и́мне
166,Schaf::N,ոչխար,шо́рык
167,Schwein::N,խոզ,сӧсна́
168,Hund::N,շուն,пий
169,Katze::N,կատու,пы́рыс
170,Bär::N,արջ,маска́
171,Eichhörnchen::N,սկյուռ,ур
172,Elch::N,հիւսիսային եղջերու,шо́рдо
173,Fuchs::N,աղվես,ры́выж
174,Hase::N,նապաստակ,мера́ҥ
175,Maus::N,մուկ,коля́
176,Wolf::N,գայլ,пи́ре
177,Vogel::N,թռչուն,ка́йык
178,Schwarm::N,երամ,каша́к
179,Huhn::N,հավ,чы́ве
180,Hahn::N,աքաղաղ,агыта́н
181,Gans::N,սագ,ко́мбо
182,Adler::N,արծիվ,карагу́ш
183,Ente::N,բադ,лу́до
184,Eule::N,բու,тумна́
185,Kranich::N,կռունկ,турня́
186,Krähe::N,ագռավ,кора́к
187,Kuckuck::N,կուկու,куку́
188,Schwan::N,կարապ,йӱ́ксӧ
189,Fisch::N,ձուկ,кол
190,Barsch::N,պերկես,ола́ҥге
191,Hecht::N,գայլաձուկ,нуж
192,Hecht::N,գայլաձուկ,чорта́н
193,Schlange[Tier]::N,օձ,ки́шке
194,Wurm::N,որդ,шукш
195,Wurm::N,ճիճու,шукш
196,Spinne::N,սարդ,эҥыре́мыш
197,Ameise::N,միջյուն,ку́тко
198,Laus::N,ոջիլ,тий
199,Mücke::N,մժղուկ,шыҥа́
200,Fliege::N,ճանճ,ка́рме
201,Schmetterling::N,թիթեռ,лы́ве
202,Beere::N,հատապտուղ,мӧр
203,Apfel::N,խնձոր,олма́
204,Pilz::N,սունկ,по́ҥго
205,Zwiebel::N,սոխ,шога́н
206,Saat::N,սերմ,нӧ́шмӧ
207,Saat::N,սերմ,туш
208,Korn::N,հատիկ,шу́рно
209,Heu::N,խոտ,шу́до
210,Schale::N,կեղեւ,шӱм
211,Grube::N,փոս,выне́м
212,Falle::N,ծուղակ,лӧ́дӧ
213,Schlinge::N,խեղդան,о́птыш
214,Schlinge::N,խեղդան,шӧрга́лтыш
215,Spur::N,հետք,кыша́
216,Asche::N,մոխիր,ло́мыж
217,Dreck::N,աղտ,лавыра́
218,Eisen::N,երկաթ,кӱ́ртньӧ
219,Gold::N,ոսկի,шӧ́ртньӧ
220,Silber::N,արծաթ,ший
221,Kohle::N,քարածուխ,мландышӱ́й
222,Glas::N,ապակի,янда́
223,Lehm::N,կավ,шун
224,Sand::N,ավազ,ошма́
225,Mensch::N,մարդ,еҥ
226,Mensch::N,մարդ,айде́ме
227,Mann::N,մարդ,пӧръе́ҥ
228,Mann::N,տղամարդ,пӧръе́ҥ
229,Frau::N,կին,ӱдырама́ш
230,Kind::N,զավակ,аза́
231,Junge::N,տղա,рве́зе
232,Mädchen::N,աղջիկ,ӱдыра́ш
233,Familie::N,ընտանիք,еш
234,Großvater::N,պապ,коча́
235,Großmutter::N,տատ,кова́
236,Eltern::N,ծնողներ,ача́-ава́
237,Vater::N,հայր,ача́
238,Mutter::N,մայր,ава́
239,Sohn::N,որդի,э́рге
240,Tochter::N,աղջիկ,ӱ́дыр
241,Tochter::N,դուստր,ӱ́дыр
242,Bruder::N,եղբայր,иза́
243,Bruder::N,եղբայր,шо́льо
244,Schwester::N,քույր,ака́
245,Onkel::N,քեռի,иза́
246,Onkel::N,հորեղբայր,иза́
247,Tante::N,մորաքույր,кока́
248,Ehemann::N,մարդ,мари́й
249,Ehemann::N,ամուսին,мари́й
250,Ehefrau::N,կին ամուսին,ва́те
251,Freude::N,ուրախություն,куа́н
252,Freude::N,ուրախություն,куаныма́ш
253,Gelächter::N,ծիծաղ,во́штылтыш
254,Glück::N,երջանկություն,пиа́л
255,Kummer::N,վիշտ,о́йго
256,Wunsch::N,ցանկություն,ку́мыл
257,Lust::N,փափագ,ку́мыл
258,Lust::N,իղձ,ку́мыл
259,Geist::N,ոգի,ӧрт
260,Geist::N,ոգի,чон
261,Gedanke::N,միտք,ой
262,Gedanke::N,միտք,шоныма́ш
263,Gedächtnis::N,հիշողություն,шарныма́ш
264,Verstand::N,խելք,уш
265,Sinn::N,իմաստ,смысл
266,Grund::N,պատճառ,ама́л
267,Wahrheit::N,ճշմարտություն,чын
268,Gespräch::N,զրույց,мутланыма́ш
269,Märchen::N,պայիկի պատմություն,йома́к
270,Erzählung::N,պատմվածք,ойлыма́ш
271,Erzählung::N,պատմություն,ойлыма́ш
272,Nachricht::N,հաղորդագրություն,увертарыма́ш
273,Neuigkeit::N,լուր,уве́р
274,Neuigkeit::N,նորություն,уве́р
275,Name::N,անուն,лӱм
276,Rätsel::N,բարդ խնդիր,ту́што
277,Rede::N,ճառ,ойлыма́ш
278,Rede::N,ելույթ,ойлыма́ш
279,Sprache::N,լեզու,йы́лме
280,Stimme::N,ձայն,йӱк
281,Wort::N,բառ,ой
282,Wort::N,բառ,мут
283,Zeichen::N,նշան,ти́ште
284,Zeichen::N,նշան,знак
285,Ruf::N,կոչ,ӱжма́ш
286,Ruf::N,կանչ,ӱжма́ш
287,Lärm::N,աղմուկ,лӱшкыма́ш
288,Lärm::N,աղմուկ,йӱк-йӱа́н
289,Laut::N,հնչյուն,йӱк
290,Laut::N,ձայն,йӱк
291,Ton::N,տոն,йӱксе́м
292,Lied::N,երգ,му́ро
293,Ruhe::N,անդորրություն,ты́мык
294,Leute::N,մարդիկ,еҥ-влак
295,Volk::N,ազգ,ка́лык
296,Arbeit::N,գործ,паша́
297,Arbeit::N,աշխատանք,паша́
298,Gast::N,հյուր,уна́
299,Geschenk::N,նվեր,пӧле́к
300,Spiel::N,խաղ,мо́дыш
301,Spiel::N,խաղ,модма́ш
302,Gesellschaft::N,ընկերություն,тӱшка́
303,Hilfe::N,օգնությթուն,по́лыш
304,Freund::N,ընկեր,таҥ
305,Freund::N,ընկեր,йолта́ш
306,Freund::N,բարեկամ,таҥ
307,Freund::N,բարեկամ,йолта́ш
308,Kamerad::N,ուղեկից,таҥ
309,Angelegenheit::N,բան,паша́
310,Angelegenheit::N,գործ,паша́
311,Anzahl::N,քանակ,чот
312,Anzahl::N,գումար,чот
313,Art::N,տեսակ,вид
314,Stück::N,կտոր,ка́тыш
315,Stück::N,կտոր,ла́стык
316,Teil::N,մաս,ужа́ш
317,Hälfte::N,կես,пел
318,Hälfte::N,կես,пе́ле
319,Kreis::N,շիջանակ,ты́ртыш
320,Kreuz::N,խաչ,ыре́с
321,Linie::N,գիծ,ли́ний
322,Strich::N,գիծ,коре́ш
323,Abstand::N,անջրպետ,кокла́
324,Entfernung::N,հեռավորություն,тора́
325,Entfernung::N,հեռավորություն,ку́жыт
326,Gegend::N,շրջան,кунде́м
327,Platz::N,տարածություն,ку́мдык
328,Ort::N,տեղ,вер
329,Ort::N,տեղ,о́лмо
330,Ort::N,վայր,вер
331,Ort::N,վայր,о́лмо
332,Seite::N,կողմ,ӧ́рдыж
333,Mitte::N,մեջտեղ,покше́л
334,Gegenstand::N,առարկա,наста́
335,Sache::N,բան,наста́
336,Rand::N,վերջք,тӱр
337,Kante::N,եզր,тӱр
338,Ecke::N,անկյուն,лук
339,Spitze::N,ծայր,вуй
340,Ende::N,ծայր,муча́ш
341,Loch::N,անցք,рож
342,Winkel::N,անկյուն,лук
343,Muster::N,օրինակ,пеза́к
344,Muster::N,օրինակ,узо́р
345,Muster::N,օրինակ,ӱ́лгӧ
346,Größe::N,մեծություն,кӱ́кшыт
347,Länge::N,երկարություն,ку́тыш
348,Höhe::N,բարձրություն,кӱ́кшыт
349,Gewicht::N,կշիռ,не́лыт
350,Menge::N,քանակ,чот
351,Haufen::N,դեզ,кы́шыл
352,Haufen::N,կույտ,кы́шыл
353,Reihe::N,շարք,рада́м
354,Reihe::N,կարգ,рада́м
355,Boot::N,նավակ,пуш
356,Ruder::N,թի,эшка́к
357,Ruder::N,թիակ,эшка́к
358,Schlitten::N,բալխիր,тер
359,Schlitten::N,բալխիր,изде́р
360,Ski::N,դահուկ,е́че
361,Lagerfeuer::N,բացօդեայ կրակ,туло́то
362,Last::N,բեռ,нӧ́лтыш
363,Gang::N,զբոսանք,ошкылма́ш
364,Schritt::N,քայլ,о́шкыл
365,Norden::N,հյուսիս,йӱдйыма́л
366,Süden::N,հարավ,кечывалве́л
367,Westen::N,արեւմուտք,касве́л
368,Osten::N,արեւելք,эрве́л
369,Holz::N,փայտ,пу
370,Brett::N,տախտակ,оҥа́
371,Platte::N,թիթեղ,аста́р
372,Stütze::N,նեցուկ,чара́к
373,Stange::N,ձող,лома́ш
374,Stock::N,փայտ,тоя́
375,Stab::N,ցուպ,вара́
376,Stab::N,ցուպ,кашта́
377,Stab::N,գավազան,вара́
378,Stab::N,գավազան,кашта́
379,Rohr::N,խողովակ,пуч
380,Haus::N,տուն,пӧрт
381,Heim::N,տուն,мӧ́ҥгӧ
382,Ofen::N,վառարան,комака́
383,Fußboden::N,հատակ,кӱва́р
384,Tisch::N,սեղան,ӱсте́л
385,Stuhl::N,աթոռ,пӱке́н
386,Wiege::N,օրորոց,шепка́
387,Bett::N,անկողին,ва́кшыш
388,Regal::N,դարակ,шӧ́рлык
389,Kiste::N,տուփ,шо́ндык
390,Kiste::N,տուփ,я́шлык
391,Fenster::N,պատուհան,окна́
392,Tür::N,դուռ,омса́
393,Tor::N,դարպաս,капка́
394,Zaun::N,ցանկապատ,сава́р
395,Dach::N,տանիք,леве́дыш
396,Dach::N,կտուր,леве́дыш
397,Leiter::N,սանդուղք,тошка́лтыш
398,Besen::N,ավել,ӱштерво́штыр
399,Spaten::N,բահ,ко́льмо
400,Schaufel::N,թի,сово́к
401,Schaufel::N,թի,су́ско
402,Gabel::N,պատառաքաղ,ви́лке
403,Löffel::N,գդալ,па́не
404,Löffel::N,գդալ,совла́
405,Messer::N,դանակ,кӱ́зӧ
406,Nagel::N,մեխ,пуда́
407,Netz::N,ցանց,вапш
408,Haken::N,կարթ,са́гыле
409,Griff::N,կոթ,кыл
410,Griff::N,բռնակ,кыл
411,Schloss::N,կողպեք,кӧгӧ́н
412,Bild::N,նկար,сӱре́т
413,Bild::N,պատկեր,сӱре́т
414,Figur::N,քանդակ,фигу́р
415,Figur::N,պատկեր,фигу́р
416,Puppe::N,տիկնիկ,курча́к
417,Beutel::N,տոպրակ,меша́к
418,Bündel::N,կապոց,арша́ш
419,Tasche::N,պայուսակ,сумка́
420,Eimer::N,դույլ,ведра́
421,Deckel::N,կափարիչ,ко́мдыш
422,Geschirr::N,ամանեղեն,а́те
423,Sack::N,պարկ,куль
424,Sack::N,պարկ,меша́к
425,Sack::N,տոպրակ,куль
426,Sack::N,տոպրակ,меша́к
427,Tasse::N,թաս,чу́кыр
428,Tasse::N,թաս,чашка́
429,Tasse::N,գավաթ,чу́кыр
430,Tasse::N,գավաթ,чашка́
431,Topf::N,անոթ,ми́ске
432,Kessel::N,կաթսա,под
433,Essen::N,կերակուր,ко́чкыш
434,Nahrung::N,ուտելիք,ку́рго
435,Speise::N,խորտիկ,ко́чкыш
436,Speise::N,կերակուր,ко́чкыш
437,Fleisch::N,միս,шыл
438,Getreide::N,հացահատիկ,шу́рно
439,Brei::N,լանդակ,пу́чымыш
440,Brot::N,հաց,ки́нде
441,Scheibe::N,կտոր,ка́тыш
442,Scheibe::N,պատառ,ка́тыш
443,Fett::N,ճարպ,коя́
444,Butter::N,կարագ,ӱй
445,Öl::N,ձեթ,ӱй
446,Salz::N,աղ,шинча́л
447,Suppe::N,սուպ,шӱр
448,Suppe::N,ապուր,шӱр
449,Honig::N,մեղր,мӱй
450,Milch::N,կաթ,шӧр
451,Tee::N,թեյ,чай
452,Leder::N,կաշի,сура́н
453,Leder::N,կաշի,шӱ́штӧ
454,Wolle::N,բուրդ,пун
455,Stoff::N,գործվածք,куэ́м
456,Stoff::N,գործվածք,посто́
457,Nadel::N,ասեղ,и́ме
458,Faden::N,թել,шӱ́ртӧ
459,Knopf::N,կոճակ,по́лдыш
460,Knoten::N,հանգույց,пышке́м
461,Farbe::N,ներկ,чия́
462,Kleidung::N,հագուստ,чие́м
463,Kleidung::N,հագուստ,вурге́м
464,Hemd::N,վերնաշապիկ,ту́выр
465,Kragen::N,օձիք,сога́
466,Ärmel::N,թեւք,шокш
467,Hose::N,շալվար,йола́ш
468,Gürtel::N,գոտի,ӱ́штӧ
469,Mütze::N,կեպի,упш
470,Schuh::N,կոշիկ,боти́нке
471,Stiefel::N,երկարաճիթ կոշիկ,кем
472,Ring::N,զնգալ,шерга́ш
473,Band::N,ժապավեն,тасма́
474,Band::N,ժապավեն,ле́нте
475,Kamm::N,սանր,шерге́
476,Spiegel::N,հայելի,вошто́нчыш
477,Riemen::N,փոկ,кӱзанӱ́штӧ
478,Schnur::N,լար,кере́м
479,Schnur::N,լար,кандыра́
480,Leine::N,փոկ,вӱра́ҥ
481,Decke::N,վերմակ,леве́дыш
482,Decke::N,վերմակ,одея́л
483,Kissen::N,բարձ,кӱ́пчык
484,Tuch::N,թաշկինակ,шо́выч
485,Handtuch::N,սրբիչ,со́лык
486,Kraft::N,ուժ,вий
487,Kraft::N,ուժ,куа́т
488,Stärke::N,պնդություն,куа́т
489,Stärke::N,պնդություն,карма́н
490,Stärke::N,ամրություն,куа́т
491,Stärke::N,ամրություն,карма́н
492,Gesundheit::N,առողջություն,таза́лык
493,Krankheit::N,ախտ,чер
494,Krankheit::N,հիվանդություն,чер
495,Schmerz::N,ցավ,ко́рштыш
496,Schmerz::N,տանջանք,ко́рштыш
497,Wunde::N,վերք,су́сыр
498,Fieber::N,տենդ,йӱштыму́ж
499,Fieber::N,տենդ,лихора́дке
500,Arznei::N,դեղ,эм
501,Brücke::N,կամուրջ,кӱва́р
502,Brunnen::N,հոր,вӱдвыне́м
503,Brunnen::N,ջրհոր,вӱдвыне́м
504,Weide::N,արոտավայր,нурше́р
505,Pfad::N,արահետ,йолго́рно
506,Pfad::N,արահետ,сокма́к
507,Weg::N,ուղի,ко́рно
508,Straße::N,ճանապարհ,ко́рно
509,Dorf::N,գյուղ,ял
510,Stadt::N,քաղաք,ола́
511,Brief::N,նամակ,се́рыш
512,Buch::N,գիրք,книга́
513,Buchstabe::N,տառ,буква́
514,Buchstabe::N,գիր,буква́
515,Zeitung::N,լրագիր,газе́т
516,Leben::N,կյանք,и́лыш
517,Tod::N,մահ,колыма́ш
518,Grab::N,գերեզման,шӱга́р
519,Kirche::N,եկեղեցի,че́рке
520,Sünde::N,մեղք,су́лык
521,Gott::N,աստված,ю́мо
522,Arbeiter::N,բանվոր,паша́зе
523,Arbeiter::N,աշխատող,паша́зе
524,Chef::N,տեր,тӧра́
525,Meister::N,վարպետ,маста́р
526,Arzt::N,բժիշկ,врач
527,Lehrer::N,ուսուցիչ,ту́ныктышо
528,Geld::N,փող,окса́
529,Geschäft::N,գործ,сатулыма́ш
530,Geschäft::N,աշխատանք,сатулыма́ш
531,Laden::N,կրպակ,ке́выт
532,Laden::N,խանութ,ке́выт
533,Preis::N,գին,ак
534,Ware::N,ապրանք,сату́
535,Nutzen::N,օգուտ,пайда́
536,Reichtum::N,հարստություն,поя́нлык
537,Welt::N,աշխարհ,тӱня́
538,Land::N,երկիր,эл
539,Staat::N,պետություն,кугыжа́ныш
540,König::N,արքա,кугыжа́
541,König::N,թագավոր,кугыжа́
542,Macht::N,իշխանություն,власть
543,Grenze::N,սահման,грани́ца
544,Krieg::N,պատերազմ,сар
545,Feind::N,թշնամի,тушма́н
546,Gewalt::N,բռնություն,виешлыма́ш
547,Gewalt::N,սաստկություն,виешлыма́ш
548,Kampf::N,մարտ,кредалма́ш
549,Bogen[Waffe]::N,աղեղ,юҥе́ж
550,Pfeil::N,նետ,пикш
551,Gewehr::N,հրացան,пыча́л
552,Fehler::N,սխալ,йо́ҥылыш
553,Lüge::N,սուտ,шоя́к
554,Schaden::N,վնաս,зия́н
555,Unglück::N,դժբախտություն,эҥге́к
556,Schuld::N,պակասություն,тита́к
557,Schuld::N,պակասություն,йола́
558,Alter::N,հասակ,ийго́т
559,Schluss::N,վերջ,муча́ш
560,Schluss::N,վախճան,муча́ш
561,Zeit::N,ժամանակ,жап
562,Zeit::N,ժամանակ,па́гыт
563,Tag::N,օր,ке́че
564,Morgen::N,առավոտ,эр
565,Mittag::N,կեսօր,кечыва́л
566,Abend::N,երեկո,кас
567,Nacht::N,գիշեր,йӱд
568,Woche::N,շաբաթ,арня́
569,Monat::N,ամիս,ты́лзе
570,Jahr::N,տարի,ий
571,Frühling::N,գարուն,шо́шо
572,Sommer::N,ամառ,кеҥе́ж
573,Herbst::N,աշուն,шы́же
574,Winter::N,ձմեռ,те́ле
575,Januar::N,հունվար,шоркыйол
576,Januar::N,հունվար,идалыкву́й
577,Januar::N,հունվար,янва́рь
578,Februar::N,փետրվար,пургыж
579,Februar::N,փետրվար,февра́ль
580,März::N,մարտ,ӱярня
581,März::N,մարտ,март
582,April::N,ապրիլ,апре́ль
583,Mai::N,մայիս,ага
584,Mai::N,մայիս,май
585,Juni::N,հունիս,пеледыш
586,Juni::N,հունիս,ию́нь
587,Juli::N,հուլիս,сӱрем
588,Juli::N,հուլիս,ию́ль
589,August::N,օգոստոս,сорла
590,August::N,օգոստոս,агарма́н
591,August::N,օգոստոս,а́вгуст
592,September::N,սեպտեմբեր,идым
593,September::N,սեպտեմբեր,сентя́брь
594,Oktober::N,հոկտեմբեր,шыжа
595,Oktober::N,հոկտեմբեր,октя́брь
596,November::N,նոյեմբեր,кылме тылзе
597,November::N,նոյեմբեր,ноя́брь
598,Dezember::N,դեկտեմբեր,дека́брь
599,Montag::N,երկուշաբթի,шо́чмо
600,Dienstag::N,երեքշաբթի,ку́шкыжмо
601,Mittwoch::N,չորեքշաբթի,вӱрге́че
602,Donnerstag::N,հինգշաբթի,изарня́
603,Freitag::N,ուրբաթ,кугарня́
604,Samstag::N,շաբաթ,шуматке́че
605,Sonntag::N,կիրակի,рушарня́
606,groß::A,մեծ,кугу́
607,groß::A,խոշոր,кугу́
608,klein::A,պստիկ,изи́
609,klein::A,փոքրիկ,изи́
610,lang::A,երկար,кужу́
611,kurz::A,կարճ,кӱ́чык
612,breit::A,լայն,кумда́
613,schmal::A,նեղ,а́ҥысыр
614,dicht::A,խիտ,ну́гыдо
615,dick[Gegenstand]::A,հաստ,кӱ́жгӧ
616,dünn::A,բարակ,ви́чкыж
617,fein::A,նուրբ,ты́гыде
618,fest::A,ամուր,чо́ткыдо
619,fest::A,պինդ,чо́ткыдо
620,flach::A,տափակ,лапка́
621,glatt::A,հարթ,яклака́
622,hart::A,կարծր,пе́ҥгыде
623,weich::A,մեղմ,пу́шкыдо
624,weich::A,փափուկ,пу́шкыдо
625,rund::A,կլոր,йырге́шке
626,spitz::A,սրածայր,коша́р
627,scharf::A,սուր,пӱ́сӧ
628,stumpf::A,գուլ,токма́к
629,schwer::A,ծանր,не́ле
630,schön::A,սիրուն,сы́лне
631,schön::A,գեղեցիկ,сы́лне
632,heiß::A,թեժ,шо́кшо
633,warm::A,տաք,ле́ве
634,warm::A,ջերմ,ле́ве
635,kalt::A,ցուրտ,йӱ́штӧ
636,kühl::A,զով,юа́лге
637,kühl::A,զով,южгата́
638,frisch::A,թարմ,свежа́
639,feucht::A,ղոնավ,вӱ́дыжгӧ
640,nass::A,թաց,нӧ́рӧ
641,trocken::A,ցամաք,ку́кшо
642,voll::A,լի,тич
643,voll::A,լիքը,тич
644,leer::A,դատարկ,яра́
645,offen::A,բաց,виш
646,geschlossen::A,գոց,пе́тырыме
647,geschlossen::A,գոց,тӱ́чмӧ
648,sauber::A,մաքուր,ару́
649,sauber::A,մաքուր,янда́р
650,schmutzig::A,կեղտոտ,лавыра́н
651,schmutzig::A,կեղտոտ,ла́выргыше
652,roh::A,հում,кӱ́чымӧ
653,reif::A,հասած,лӧза́
654,reif::A,հասուն,лӧза́
655,lecker::A,համեղ,ту́тло
656,süß::A,անուշ,ше́ре
657,bitter::A,կծու,ко́чо
658,sauer::A,թթու,шо́по
659,sauer::A,թթված,шо́по
660,hell::A,պայծառ,во́лгыдо
661,hell::A,խելամիտ,во́лгыдо
662,dunkel::A,մութ,пычке́мыш
663,schwarz::A,սեւ,шола́
664,weiß::A,սպիտակ,ош
665,rot::A,կարմիր,йошка́р
666,gelb::A,դեղին,сар
667,blau::A,կապույտ,ка́нде
668,grün::A,կանաչ,ужа́р
669,grau::A,գորշ,сур
670,bunt::A,գոյնզգոյն,олача́
671,billig::A,էժան,шу́лдо
672,teuer::A,թանկ,ше́рге
673,wertvoll::A,թանկարժեք,шергака́н
674,blind::A,կույր,со́кыр
675,taub::A,խուլ,соҥгыра́
676,kräftig::A,հզոր,куа́тле
677,stark::A,ուժեղ,вия́н
678,schwach::A,տկար,а́лдыме
679,schwach::A,թույլ,а́лдыме
680,fett::A,գեր,коя́
681,schlank::A,նիհար,йоштката́
682,schlank::A,նիհար,яжу́
683,hübsch::A,գրավիչ,чеве́р
684,hübsch::A,սիրունիկ,чеве́р
685,böse::A,չար,шы́де
686,dumm::A,հիմար,аҥыра́
