,Concept_ID,he,be
61,Schlaf::N,שנה,сон
62,Traum::N,חלום,сон
63,Himmel::N,שמים,неба
64,Sonne::N,שמש,сонца
65,Mond::N,ירח,месяц
66,Stern::N,כוכב,зорка
67,Luft::N,אויר,паветра
68,Wind::N,רוח,вецер
69,Welle::N,גל,хваля
70,Wasser::N,מים,вада
71,Stein::N,אבן,камень
72,Boden::N,קרקע,глеба
73,Erde::N,אדמה,зямля
74,Staub::N,אבק,пыл
75,Rauch::N,עשן,дым
76,Funke::N,ניצוץ,іскра
77,Feuer::N,אש,агонь
78,Licht::N,אור,святло
79,Schatten::N,צל,цень
80,Wetter::N,מזג אויר,пагода
81,Wetter::N,מזג אויר,надворʼе
82,Nebel::N,ערפל,туман
83,Wolke::N,ענן,воблака
84,Regen::N,גשם,дождж
85,Schnee::N,שלג,снег
86,Eis::N,קרח,лёд
87,Frost::N,צנה,мароз
88,Kälte::N,קר,холад
89,Hitze::N,חם,спёка
90,Raureif::N,כפור,іней
91,Regenbogen::N,קשת,вясёлка
92,Donner::N,רעם,гром
93,Strömung::N,זרימה,цячэнне
94,Tropfen::N,טפה,кропля
95,Schaum::N,קצף,пена
96,Schmutz::N,לכלוך,гразь
97,See::N,אגם,возера
98,Sumpf::N,בצה,багна
99,Moor::N,בצה,балота
100,Wiese::N,מרעה,луг
101,Wald::N,יער,лес
102,Hügel::N,תל,узгорак
103,Anhöhe::N,מעלה,узвышша
104,Berg::N,הר,гара
105,Gipfel::N,פסגה,вяршыня
106,Höhle::N,מערה,пячора
107,Abhang::N,מדרון,схіл
108,Abhang::N,שפוע,схіл
109,Quelle::N,מעין,крыніца
110,Bach::N,נחל,ручай
111,Fluss::N,נהר,рака
112,Ufer::N,גדה,бераг
113,Küste::N,חוף,узбярэжжа
114,Festland::N,יבשה,суша
115,Meer::N,ים,мора
116,Bucht::N,מפרץ,бухта
117,Insel::N,אי,востраў
118,Blume::N,פרח,кветка
119,Gras::N,דשא,трава
120,Wurzel::N,שרש,корань
121,Baum::N,עץ,дрэва
122,Stamm::N,גזע,ствол
123,Rinde::N,קלפת עץ,кара
124,Ast::N,ענף,сук
125,Zweig::N,ענף,галіна
126,Blatt::N,עלה,ліст
127,Birke::N,שדר,бяроза
128,Kiefer[Baum]::N,ארן,хвоя
129,Kiefer[Baum]::N,ארן,сасна
130,Weide[Baum]::N,ערבה,вярба
131,Tanne::N,אשוח,яліна
132,Horn::N,קרן,рог
133,Feder::N,נוצה,пяро
134,Fell::N,פרוה,шкура
135,Flügel::N,כנף,крыло
136,Klaue::N,טלף,кіпцюр
137,Kralle::N,טפר,лапа
138,Schwanz::N,זנב,хвост
139,Ei::N,ביצה,яйка
140,Nest::N,קן,гняздо
141,Bau::N,מחלה,нара
142,Tier::N,חיה,жывёла
143,Herde::N,עדר,статак
144,Kuh::N,פרה,карова
145,Bulle::N,פר,бык
146,Pferd::N,סוס,конь
147,Schaf::N,כבשה,авечка
148,Schwein::N,חזיר,свіння
149,Hund::N,כלב,сабака
150,Katze::N,חתול,кошка
151,Bär::N,דב,мядзведзь
152,Eichhörnchen::N,סנאי,вавёрка
153,Elch::N,דישון,лось
154,Fuchs::N,שועל,ліса
155,Hase::N,ארנב,заяц
156,Maus::N,עכבר,мыш
157,Wolf::N,זאב,воўк
158,Vogel::N,צפור,птах
159,Vogel::N,צפור,птушка
160,Schwarm::N,נחיל,чарада
161,Schwarm::N,להקה,чарада
162,Huhn::N,תרנגלת,курыца
163,Hahn::N,תרנגול,певень
164,Gans::N,אוז,гусь
165,Adler::N,עיט,арол
166,Ente::N,ברוז,качка
167,Eule::N,ינשוף,сава
168,Kranich::N,עגור,жораў
169,Kranich::N,עגור,журавель
170,Kranich::N,כרוכיה,жораў
171,Kranich::N,כרוכיה,журавель
172,Krähe::N,עורב,варона
173,Kuckuck::N,קוקיה,зязюля
174,Schwan::N,ברבור,лебедзь
175,Fisch::N,דג,рыба
176,Barsch::N,אוקונוס,акунь
177,Hecht::N,זאב הים,шчупак
178,Schlange[Tier]::N,נחש,змяя
179,Wurm::N,תולעת,чарвяк
180,Spinne::N,עכביש,павук
181,Ameise::N,נמלה,мурашка
182,Laus::N,כנה,вош
183,Mücke::N,יתוש,камар
184,Fliege::N,זבוב,муха
185,Schmetterling::N,פרפר,матыль
186,Beere::N,ענבה,ягада
187,Apfel::N,תפוח,яблык
188,Pilz::N,פטריה,грыб
189,Zwiebel::N,בצל,цыбуля
190,Saat::N,זרעים,семя
191,Korn::N,גרעין,зерне
192,Heu::N,חציר,сена
193,Schale::N,קלפה,шалупінне
194,Grube::N,בור,яма
195,Grube::N,שוחה,яма
196,Falle::N,מלכדת,пастка
197,Schlinge::N,לולאה,сіло
198,Spur::N,עקבה,след
199,Asche::N,אפר,попел
200,Dreck::N,זהמה,бруд
201,Eisen::N,ברזל,жалеза
202,Gold::N,זהב,золата
203,Silber::N,כסף,сребра
204,Kohle::N,פחם,вугаль
205,Glas::N,זכוכית,шкло
206,Lehm::N,חרסית,гліна
207,Sand::N,חול,пясок
208,Mensch::N,אדם,чалавек
209,Mann::N,איש,мужчына
210,Mann::N,גבר,мужчына
211,Frau::N,אשה,жанчына
212,Frau::N,גברת,жанчына
213,Kind::N,ילד,дзіця
214,Junge::N,ילד,хлопчык
215,Mädchen::N,נערה,дзяўчынка
216,Familie::N,משפחה,сямʼя
217,Großvater::N,סבא,дзядуля
218,Großmutter::N,סבתא,бабуля
219,Eltern::N,הורים,бацькі
220,Vater::N,אב,бацька
221,Mutter::N,אם,маці
222,Sohn::N,בן,сын
223,Tochter::N,בת,дачка
224,Bruder::N,אח,брат
225,Schwester::N,אחות,сястра
226,Onkel::N,דוד,дзядзька
227,Tante::N,דודה,цётка
228,Ehemann::N,איש,муж
229,Ehemann::N,בעל,муж
230,Ehefrau::N,אשה,жонка
231,Freude::N,שמחה,радасць
232,Gelächter::N,צחוק,смех
233,Glück::N,אשר,шчасце
234,Kummer::N,יגון,гора
235,Kummer::N,עגמה,гора
236,Wunsch::N,אחול,жаданне
237,Wunsch::N,משאלה,жаданне
238,Lust::N,חשק,цяга
239,Lust::N,תשוקה,цяга
240,Geist::N,רוח,дух
241,Gedanke::N,מחשבה,думка
242,Gedächtnis::N,זכרון,памяць
243,Verstand::N,שכל,розум
244,Sinn::N,מובן,сэнс
245,Sinn::N,משמעות,сэнс
246,Grund::N,סבה,зачэпка
247,Wahrheit::N,אמת,праўда
248,Gespräch::N,דיון,размова
249,Märchen::N,אגדה,казка
250,Erzählung::N,ספור,расказ
251,Erzählung::N,ספור,апавяданне
252,Nachricht::N,ידיעה,вестка
253,Nachricht::N,ידיעה,паведамленне
254,Neuigkeit::N,חדשה,навіна
255,Name::N,שם,імя
256,Rätsel::N,תעלומה,загадка
257,Rede::N,נאום,прамова
258,Sprache::N,לשון,мова
259,Stimme::N,קול,голас
260,Wort::N,מלה,слова
261,Zeichen::N,סימן,знак
262,Ruf::N,קריאה,кліч
263,Lärm::N,רעש,шум
264,Laut::N,הגה,гук
265,Ton::N,צליל,гучанне
266,Lied::N,שיר,песня
267,Ruhe::N,שלוה,спакой
268,Leute::N,אנשים,людзі
269,Volk::N,עם,народ
270,Arbeit::N,עבודה,праца
271,Arbeit::N,עבודה,работа
272,Gast::N,אורח,госць
273,Geschenk::N,מתנה,падарунак
274,Spiel::N,משחק,гульня
275,Gesellschaft::N,חברה,таварыства
276,Hilfe::N,עזרה,дапамога
277,Freund::N,חבר,друг
278,Freund::N,חבר,сябар
279,Freund::N,ידיד,друг
280,Freund::N,ידיד,сябар
281,Kamerad::N,רע,прыяцель
282,Angelegenheit::N,ענין,справа
283,Anzahl::N,מספר,колькасць
284,Art::N,סוג,від
285,Stück::N,חתיכה,кусок
286,Stück::N,חתיכה,кавалак
287,Teil::N,פרק,частка
288,Hälfte::N,חצי,палова
289,Hälfte::N,חצי,палавіна
290,Kreis::N,מעגל,круг
291,Kreuz::N,צלב,крыж
292,Linie::N,קו,лінія
293,Strich::N,קו קצר,рыса
294,Abstand::N,מרחק,прамежак
295,Entfernung::N,מרחק,адлегласць
296,Gegend::N,נוף,мясцовасць
297,Platz::N,שטח,месца
298,Ort::N,אתר,месца
299,Ort::N,מקום,месца
300,Seite::N,צד,бок
301,Mitte::N,אמצע,сярэдзіна
302,Gegenstand::N,אוביקט,прадмет
303,Sache::N,דבר,рэч
304,Rand::N,פרור,край
305,Kante::N,קצה,руб
306,Kante::N,קצה,кант
307,Ecke::N,פנה,вугал
308,Spitze::N,קצה,кончык
309,Ende::N,סוף,канец
310,Loch::N,חר,дзірка
311,Winkel::N,פנה,вугал
312,Muster::N,תבנית,узор
313,Größe::N,גדל,памер
314,Länge::N,ארך,даўжыня
315,Höhe::N,קומה,вышыня
316,Höhe::N,גבה,вышыня
317,Gewicht::N,משקל,вага
318,Menge::N,כמות,колькасць
319,Haufen::N,ערמה,куча
320,Reihe::N,רצף,рад
321,Boot::N,סירה,лодка
322,Ruder::N,משוט,вясло
323,Schlitten::N,מזחלת,сані
324,Ski::N,מגלשים,лыжа
325,Lagerfeuer::N,מדורה,вогнішча
326,Last::N,משא,цяжар
327,Gang::N,הליכה,ход
328,Schritt::N,צעד,шаг
329,Schritt::N,צעד,крок
330,Norden::N,צפון,поўнач
331,Süden::N,דרום,поўдзень
332,Westen::N,מערב,захад
333,Osten::N,מזרח,усход
334,Holz::N,עץ,дрэва
335,Holz::N,עץ,драўніна
336,Brett::N,קרש,дошка
337,Platte::N,לוח,пліта
338,Stütze::N,משען,падпорка
339,Stange::N,מוט,жэрдка
340,Stock::N,מקל,палка
341,Stab::N,מוט,шост
342,Rohr::N,צנור,труба
343,Haus::N,בית,дом
344,Heim::N,בית,дом
345,Heim::N,בית,хата
346,Ofen::N,תנור,печ
347,Fußboden::N,רצפה,падлога
348,Tisch::N,שלחן,стол
349,Stuhl::N,כסא,стул
350,Stuhl::N,כסא,крэсла
351,Wiege::N,ערש,калыска
352,Bett::N,מטה,ложак
353,Bett::N,מטה,пасцель
354,Regal::N,מדף,паліца
355,Kiste::N,תבה,скрынка
356,Kiste::N,ארגז,скрынка
357,Fenster::N,חלון,акно
358,Tür::N,דלת,дзверы
359,Tor::N,שער,вароты
360,Zaun::N,גדר,агароджа
361,Dach::N,גג,дах
362,Leiter::N,סלם,лесвіца
363,Besen::N,מטאטא,мятла
364,Spaten::N,את,лапата
365,Spaten::N,את,жалязняк
366,Schaufel::N,את,шуфлік
367,Schaufel::N,את,лапатка
368,Gabel::N,מזלג,відэлец
369,Löffel::N,כף,лыжка
370,Messer::N,סכין,нож
371,Nagel::N,מסמר,цвік
372,Netz::N,רשת,сетка
373,Haken::N,וו,крук
374,Haken::N,קרס,крук
375,Griff::N,ידית,ручка
376,Schloss::N,מנעול,замок
377,Bild::N,תמונה,карціна
378,Figur::N,פסל,фігура
379,Puppe::N,בבה,лялька
380,Beutel::N,שק,мяшок
381,Bündel::N,צרור,вязка
382,Tasche::N,שקית,торба
383,Eimer::N,דלי,вядро
384,Deckel::N,מכסה,накрыўка
385,Geschirr::N,כלים,пасуда
386,Sack::N,שק,мех
387,Tasse::N,ספל,кубак
388,Topf::N,סיר,каструля
389,Kessel::N,קנקן,кацёл
390,Essen::N,אכל,ежа
391,Essen::N,ארוחה,ежа
392,Nahrung::N,הזנה,харч
393,Nahrung::N,תזונה,харч
394,Speise::N,מאכל,страва
395,Speise::N,ארוחה,страва
396,Fleisch::N,בשר,мяса
397,Getreide::N,דגן,збожжа
398,Brei::N,מחית,каша
399,Brot::N,לחם,хлеб
400,Scheibe::N,עגול,луста
401,Scheibe::N,עגול,скібка
402,Scheibe::N,פרוסה,луста
403,Scheibe::N,פרוסה,скібка
404,Fett::N,שמן,тлушч
405,Butter::N,חמאה,масла
406,Öl::N,שמן,алей
407,Salz::N,מלח,соль
408,Suppe::N,מרק,суп
409,Honig::N,דבש,мёд
410,Milch::N,חלב,малако
411,Tee::N,תה,чай
412,Tee::N,תה,гарбата
413,Leder::N,עור,скура
414,Wolle::N,צמר,воўна
415,Stoff::N,בד,тканіна
416,Stoff::N,אריג,тканіна
417,Nadel::N,מחט,іголка
418,Faden::N,חוט,нітка
419,Knopf::N,כפתור,гузік
420,Knoten::N,קשר,вузел
421,Farbe::N,צבע,фарба
422,Kleidung::N,בגדים,адзенне
423,Hemd::N,חלצה,кашуля
424,Kragen::N,צוארון,каўнер
425,Ärmel::N,שרוול,рукаў
426,Hose::N,מכנסים,штаны
427,Gürtel::N,חגורה,пояс
428,Mütze::N,כובע,шапка
429,Schuh::N,נעל,чаравік
430,Stiefel::N,מגף,бот
431,Ring::N,טבעת,кольца
432,Band::N,סרט,стужка
433,Kamm::N,מסרק,расчоска
434,Spiegel::N,מראה,люстра
435,Riemen::N,רצועה,рэмень
436,Schnur::N,חבל,вяроўка
437,Leine::N,מושכות,павадок
438,Decke::N,שמיכה,коўдра
439,Kissen::N,כרית,падушка
440,Tuch::N,צעיף,хустка
441,Handtuch::N,מגבת,ручнік
442,Kraft::N,כוח,сіла
443,Stärke::N,און,моц
444,Gesundheit::N,בריאות,здароўе
445,Krankheit::N,מחלה,хвароба
446,Schmerz::N,כאב,боль
447,Wunde::N,פציעה,рана
448,Fieber::N,חם,гарачка
449,Fieber::N,חם,ліхаманка
450,Arznei::N,תרופה,лекі
451,Brücke::N,גשר,мост
452,Brunnen::N,באר,калодзеж
453,Weide::N,אחו,паша
454,Weide::N,מרעה,паша
455,Pfad::N,שביל,сцежка
456,Pfad::N,מדרכה,сцежка
457,Weg::N,דרך,шлях
458,Weg::N,דרך,дарога
459,Straße::N,כביש,вуліца
460,Dorf::N,כפר,вёска
461,Stadt::N,עיר,горад
462,Brief::N,מכתב,ліст
463,Brief::N,מכתב,пісьмо
464,Buch::N,ספר,кніга
465,Buchstabe::N,אות,літара
466,Zeitung::N,עתון,газета
467,Leben::N,חיים,жыццё
468,Tod::N,מות,смерць
469,Grab::N,קבר,магіла
470,Kirche::N,כנסיה,касцёл
471,Kirche::N,כנסיה,царква
472,Sünde::N,חטא,грэх
473,Gott::N,אל,бог
474,Arbeiter::N,פועל,рабочы
475,Chef::N,ראש,начальнік
476,Chef::N,מנהל,начальнік
477,Meister::N,ממחה,майстар
478,Arzt::N,רופא,урач
479,Lehrer::N,מורה,настаўнік
480,Geld::N,כסף,грошы
481,Geschäft::N,עסקה,заняцце
482,Laden::N,חנות,крама
483,Laden::N,חנות,магазін
484,Preis::N,מחיר,цана
485,Ware::N,סחורה,тавар
486,Nutzen::N,תועלת,выгада
487,Reichtum::N,עשר,багацце
488,Welt::N,עולם,свет
489,Land::N,ארץ,краіна
490,Staat::N,מדינה,дзяржава
491,König::N,מלך,кароль
492,Macht::N,כוח,улада
493,Grenze::N,גבול,граніца
494,Krieg::N,מלחמה,вайна
495,Feind::N,אויב,вораг
496,Gewalt::N,אלימות,насілле
497,Kampf::N,קרב,барацьба
498,Kampf::N,לחימה,барацьба
499,Bogen[Waffe]::N,קשת,лук
500,Pfeil::N,חץ,страла
501,Gewehr::N,רובה,ружжо
502,Fehler::N,טעות,памылка
503,Lüge::N,שקר,хлусня
504,Schaden::N,נזק,шкода
505,Unglück::N,מזל רע,ліха
506,Unglück::N,מזל רע,бядота
507,Schuld::N,אשמה,віна
508,Alter::N,גיל,узрост
509,Schluss::N,סיום,канец
510,Zeit::N,זמן,час
511,Tag::N,יום,дзень
512,Morgen::N,בקר,ранак
513,Morgen::N,בקר,раніца
514,Mittag::N,צהרים,паўдня
515,Mittag::N,צהרים,поўдзень
516,Abend::N,ערב,вечар
517,Nacht::N,לילה,ноч
518,Woche::N,שבוע,тыдзень
519,Monat::N,חדש,месяц
520,Jahr::N,שנה,год
521,Frühling::N,אביב,вясна
522,Sommer::N,קיץ,лета
523,Herbst::N,סתו,восень
524,Winter::N,חרף,зіма
525,Januar::N,ינואר,студзень
526,Februar::N,פברואר,люты
527,März::N,מרץ,сакавік
528,April::N,אפריל,красавік
529,Mai::N,מאי,май
530,Mai::N,מאי,травень
531,Juni::N,יוני,чэрвень
532,Juli::N,יולי,ліпень
533,August::N,אוגוסט,жнівень
534,September::N,ספטמבר,верасень
535,Oktober::N,אוקטובר,кастрычнік
536,November::N,נובמבר,лістапад
537,Dezember::N,דצמבר,снежань
538,Montag::N,יום שני,панядзелак
539,Dienstag::N,יום שלישי,аўторак
540,Mittwoch::N,יום רביעי,серада
541,Donnerstag::N,יום חמישי,чацвер
542,Freitag::N,יום ששי,пятніца
543,Samstag::N,יום שבת,субота
544,Sonntag::N,יום ראשון,нядзеля
545,groß::A,גדול,вялікі
546,klein::A,קטן,маленькі
547,lang::A,ארך,доўгі
548,kurz::A,קצר,кароткі
549,breit::A,רחב,шырокі
550,schmal::A,צר,вузкі
551,dicht::A,צפוף,густы
552,dick[Gegenstand]::A,עבה,тоўсты
553,dünn::A,דק,тонкі
554,fein::A,מעדן,тонкі
555,fest::A,מוצק,моцны
556,flach::A,שטוח,плоскі
557,glatt::A,חלק,гладкі
558,hart::A,קשיח,цвёрды
559,weich::A,רך,мяккі
560,rund::A,עגל,круглы
561,spitz::A,חד,спічасты
562,spitz::A,חד,востраканцовы
563,scharf::A,חד,востры
564,stumpf::A,קהה,тупы
565,schwer::A,כבד,цяжкі
566,schön::A,יפה,прыгожы
567,heiß::A,חם,гарачы
568,warm::A,חם,цёплы
569,kalt::A,קר,холадны
570,kühl::A,צונן,халаднаваты
571,frisch::A,טרי,свежы
572,feucht::A,לח,вільготны
573,nass::A,רטוב,мокры
574,trocken::A,יבש,сухі
575,voll::A,מלא,поўны
576,leer::A,ריק,пусты
577,offen::A,פתוח,адкрыты
578,offen::A,פתוח,адчынены
579,geschlossen::A,סגור,закрыты
580,geschlossen::A,סגור,зачынены
581,sauber::A,נקי,чысты
582,schmutzig::A,מלכלך,брудны
583,roh::A,חי,сыры
584,reif::A,בשל,спелы
585,lecker::A,טעים,смачны
586,süß::A,מתוק,салодкі
587,bitter::A,מר,горкі
588,sauer::A,חמוץ,кіслы
589,hell::A,בהיר,светлы
590,dunkel::A,עמום,цёмны
591,schwarz::A,שחר,чорны
592,weiß::A,לבן,белы
593,rot::A,אדם,чырвоны
594,gelb::A,צהב,жоўты
595,blau::A,כחל,сіні
596,grün::A,ירק,зялёны
597,grau::A,אפר,шэры
598,bunt::A,צבעוני,пяресты
599,billig::A,זול,танны
600,teuer::A,יקר,дарагі
601,wertvoll::A,יקר ערך,цэнны
602,wertvoll::A,יקר ערך,каштоўны
603,blind::A,עור,сляпы
604,taub::A,חרש,глухі
605,kräftig::A,חסן,магутны
606,stark::A,חזק,сільны
607,schwach::A,חלש,слабы
608,fett::A,שמן,тлусты
609,schlank::A,רזה,стройны
610,hübsch::A,יפה תאר,чароўны
611,böse::A,רשע,злы
612,dumm::A,טפש,дурны
613,faul::A,עצלן,лянівы
614,fleißig::A,חרוץ,руплівы
615,geizig::A,קמצן,прагны
616,klug::A,נבון,разумны
617,klug::A,פקח,разумны
618,geschickt::A,מימן,умелы
619,lieb::A,יקר,мілы
620,lieb::A,אהוב,мілы
621,lustig::A,עליז,вясёлы
622,sanft::A,עדין,ласкавы
623,hungrig::A,רעב,галодны
624,krank::A,חולה,хворы
625,nackt::A,ערום,голы
626,traurig::A,עצוב,сумны
627,lebendig::A,חי,жывы
628,gut::A,טוב,добры
629,schlecht::A,גרוע,кепскі
630,richtig::A,נכון,правільны
631,schlimm::A,רע,агідны
632,wahr::A,אמתי,сапраўдны
633,alt::A,ישן,стары
634,neu::A,חדש,новы
635,ehemalig::A,לשעבר,былы
636,alt[Lebewesen]::A,זקן,стары
637,jung::A,צעיר,малады
638,arm::A,עני,бедны
639,reich::A,עשיר,багаты
640,bekannt::A,ידוע,знаёмы
641,berühmt::A,מפרסם,славуты
642,fremd::A,זר,чужы
643,verschieden::A,שונה,розны
644,nah::A,קרוב,блізкі
645,fern::A,רחוק,далёкі
646,linker::A,שמאלי,левы
647,rechter::A,ימין,правы
648,anderer::A,אחר,іншы
649,anderer::A,אחר,другі
650,erster::A,ראשון,першы
651,zweiter::A,שני,другі
652,dritter::A,שלישי,трэці
653,letzter::A,אחרון,апошні
654,allein::ADV,לבד,сам
655,allein::ADV,לבד,адзін
656,auf einmal::ADV,בו-זמנית,адразу
657,zusammen::ADV,ביחד,разам
658,lange::ADV,הרבה זמן,доўга
659,plötzlich::ADV,לפתע,раптам
660,plötzlich::ADV,פתאום,раптам
661,sofort::ADV,מיד,зараз
662,später::ADV,לאחר זמן,пазней
663,später::ADV,יותר מאחר,пазней
664,jetzt::ADV,עכשיו,цяпер
665,heute::ADV,היום,сёння
666,morgen::ADV,מחר,заўтра
667,bald::ADV,בקרוב,хутка
668,bald::ADV,בקרוב,неўзабаве
669,dann::ADV,אחר-כך,потым
670,gestern::ADV,אתמול,учора
671,einst::ADV,לפנים,аднойчы
672,damals::ADV,אז,тады
673,danach::ADV,אחר-כך,затым
674,vorher::ADV,לפני זה,раней
675,zuerst::ADV,קדם,спярша
676,zuerst::ADV,קדם,спачатку
677,einmal::ADV,פעם,адзін раз
678,manchmal::ADV,לפעמים,часам
679,oft::ADV,לעתים קרובות,часта
680,immer::ADV,תמיד,заўсёды
681,niemals::ADV,אף פעם,ніколі
682,hier::ADV,כאן,тут
683,hierhin::ADV,פה,сюды
684,von hier::ADV,מפה,адсюль
685,von hier::ADV,מפה,адгэтуль
686,dort::ADV,שם,там
687,dorthin::ADV,שם,туды
688,geradeaus::ADV,ישר,прама
689,vorwärts::ADV,קדימה,наперад
690,rückwärts::ADV,לאחור,назад
691,zurück::ADV,בחזרה,назад
692,zurück::ADV,אחורנית,назад
693,unten::ADV,למטה,унізе
694,hinab::ADV,למטה,уніз
695,oben::ADV,מעל,угары
696,oben::ADV,מעל,наверсе
697,oben::ADV,למעלה,угары
698,oben::ADV,למעלה,наверсе
699,hinauf::ADV,למעלה,угару
700,überall::ADV,בכל מקום,усюды
701,nicht::ADV,לא,не
702,ein wenig::ADV,קצת,трошкі
703,kaum::ADV,בקשי,ледзьве
704,sehr::ADV,מאוד,вельмі
705,so::ADV,כך,так
706,so::ADV,ככה,так
707,noch::ADV,עוד,яшчэ
708,noch::ADV,עדין,яшчэ
709,nur::ADV,רק,толькі
710,schon::ADV,כבר,ужо
711,wieder::ADV,שוב,зноў
712,vergebens::ADV,לריק,дарма
713,vergebens::ADV,לריק,дарэмна
714,vergebens::ADV,לשוא,дарма
715,vergebens::ADV,לשוא,дарэмна
716,vor::PRP,מול,перад
717,hinter::PRP,מאחורי,за
718,hinter::PRP,מאחורי,ззаду
719,unter::PRP,מתחת,пад
720,durch::PRP,דרך,праз
721,neben::PRP,ליד,каля
722,neben::PRP,על-יד,каля
723,zwischen::PRP,בין,між
724,zwischen::PRP,בין,паміж
725,wegen::PRP,בשל,з-за
726,wegen::PRP,בגלל,з-за
727,dies::PRN,זה,гэта
728,das::PRN,זה,тое
729,alles::PRN,הכל,усё
730,ich::PRN,אני,я
731,du::PRN,את,ты
732,du::PRN,אתה,ты
733,er::PRN,הוא,ён
734,wir::PRN,אנחנו,мы
735,ihr::PRN,לה,вы
736,sie::PRN,הם,яны
737,was::FPRN,מה,што
738,wer::FPRN,מי,хто
739,wo::FADV,איפה,дзе
740,wohin::FADV,לאן,куды
741,wie::FADV,איך,як
742,warum::FADV,למה,чаму
743,wieviel::FNUM,כמה,колькі
744,eins::NUM,אחד,адзін
745,zwei::NUM,שתים,два
746,drei::NUM,שלושה,тры
747,vier::NUM,ארבעה,чатыры
748,fünf::NUM,חמשה,пяць
749,sechs::NUM,ששה,шесць
750,sieben::NUM,שבעה,сем
751,acht::NUM,שמונה,восем
752,neun::NUM,תשעה,дзевяць
753,zehn::NUM,עשרה,дзесяць
754,elf::NUM,אחת עשרה,адзінаццаць
755,zwölf::NUM,שתים עשרה,дванаццаць
756,zwanzig::NUM,עשרים,дваццаць
757,dreißig::NUM,שלושים,трыццаць
758,vierzig::NUM,ארבעים,сорак
759,fünfzig::NUM,חמשים,пядзесят
760,sechzig::NUM,ששים,шесдзесят
761,siebzig::NUM,שבעים,семдзесят
762,achtzig::NUM,שמונים,восемдзесят
763,neunzig::NUM,תשעים,дзевяноста
764,hundert::NUM,מאה,сто
765,tausend::NUM,אלף,тысяча
766,und::CNJ,ו,і
767,und::CNJ,ו,ды
768,oder::CNJ,או,або
769,stehen::V,עמד,стаяць
770,sitzen::V,ישב,сядзець
771,liegen::V,שכב,ляжаць
772,hängen::V,היה תלוי,вісець
773,werden::V,הפך ל,стаць
774,werden::V,הפך ל,зрабіцца
775,passieren::V,קרה,трапіцца
776,beginnen::V,התחיל,пачацца
777,enden::V,הסתים,кончыцца
778,wechseln::V,השתנה,мяняцца
779,aufgehen[Sonne]::V,זרח,узысці
780,untergehen[Sonne]::V,שקע,зайсці
781,scheinen[Sonne]::V,בהק,свяціць
782,donnern::V,רעם,грымець
783,wehen::V,נשב,дзьмуць
784,strömen::V,זרם,ліцца
785,fließen::V,זרם,цячы
786,sich drehen::V,הסתובב,круціцца
787,sich drehen::V,הסתובב,варочацца
788,schwanken::V,התנודד,хістацца
789,schwingen::V,התנענע,гайдацца
790,schwingen::V,התנענע,калыхацца
791,fallen::V,נפל,падаць
792,brennen::V,בער,гарэць
793,rauchen::V,עשן,дымець
794,regnen::V,ירד גשם,дажджыць
795,gefrieren::V,קפא,замерзнуць
796,tauen::V,נמס,раставаць
797,schmelzen::V,התיך,плавіцца
798,trocknen::V,התיבש,сохнуць
799,sieden::V,רתח,кіпець
800,faulen::V,רקב,гнісці
801,verfaulen::V,רקב,згнісці
802,reißen::V,נקרע,ірвацца
803,versinken::V,טבע,тануць
