,Concept_ID,ka,az
100,Tropfen::N,წვეთი,damcı
101,Schaum::N,ქაფი,köpük
102,Schaum::N,დორბლი,köpük
103,Schmutz::N,ჭუჭყი,çamır
104,Schmutz::N,ტალახი,çamır
105,See::N,ტბა,göl
106,Sumpf::N,ჭაობი,bataqlıq
107,Moor::N,ტორფნარი,bataqlıq
108,Wiese::N,ველი,çəmən
109,Wiese::N,მდელო,çəmən
110,Wald::N,ტყე,meşə
111,Hügel::N,ბორცვი,təpə
112,Anhöhe::N,მაღლობი,təpə
113,Berg::N,მთა,dağ
114,Gipfel::N,მწვერვალი,zirvə
115,Höhle::N,მღვიმე,mağara
116,Höhle::N,გამოქვებული,mağara
117,Abhang::N,ფერდობი,yamac
118,Quelle::N,წყარო,bulaq
119,Quelle::N,სათავე,bulaq
120,Bach::N,რუ,kiçik çay
121,Bach::N,ნაკადული,kiçik çay
122,Fluss::N,მდინარე,çay
123,Ufer::N,კიდე,kənar
124,Ufer::N,ნაპირი,kənar
125,Küste::N,ნაპირი,sahil
126,Festland::N,ხმელეთი,materik
127,Meer::N,ზღვა,dəniz
128,Bucht::N,ყურე,körfəz
129,Insel::N,კუნძული,ada
130,Blume::N,ყვავილი,çiçək
131,Gras::N,ბალახი,ot
132,Wurzel::N,ძირი,kök
133,Wurzel::N,ფესვი,kök
134,Baum::N,ხე,ağac
135,Stamm::N,ტანი,gövdə
136,Rinde::N,ქერქი,qabıq
137,Ast::N,ტოტი,şax
138,Zweig::N,შტო,budaq
139,Blatt::N,ფოთოლი,yarpaq
140,Birke::N,არყი,tozağacı
141,Kiefer[Baum]::N,ფიჭვი,şam
142,Weide[Baum]::N,ტირიფი,söyüd
143,Tanne::N,ნაძვი,küknar
144,Horn::N,რქა,buynuz
145,Feder::N,ფრთა,tük
146,Feder::N,ფრთა,lələk
147,Fell::N,ტყავი,xəz
148,Flügel::N,ფრთა,qanad
149,Klaue::N,კლანჭი,pəncə
150,Kralle::N,ტორი,dırnaq
151,Schwanz::N,კუდი,quyruq
152,Ei::N,კვერცხი,yumurta
153,Nest::N,ბუდე,yuva
154,Bau::N,სორო,yuva
155,Tier::N,ნადირი,heyvan
156,Tier::N,ცხოველი,heyvan
157,Herde::N,ფარა,sürü
158,Kuh::N,ფური,inək
159,Kuh::N,ძროხა,inək
160,Bulle::N,ხარი,öküz
161,Pferd::N,რაში,at
162,Pferd::N,ცხენი,at
163,Schaf::N,ცხვარი,qoyun
164,Schwein::N,ღორი,donuz
165,Hund::N,ძაღლი,it
166,Hund::N,ძაღლი,köpək
167,Katze::N,კატა,pişik
168,Bär::N,დათვი,ayı
169,Eichhörnchen::N,ციყვი,dələ
170,Elch::N,ცხენ-ირემი,sığın
171,Fuchs::N,მელა,tülkü
172,Hase::N,კურდღელი,dovşan
173,Maus::N,თაგვი,siçan
174,Wolf::N,მგელი,qurd
175,Vogel::N,ჩიტი,quş
176,Vogel::N,ფრინველი,quş
177,Schwarm::N,გუნდი,sürü
178,Huhn::N,დედალი,toyuq
179,Hahn::N,მამალი,xoruz
180,Gans::N,ბატი,qaz
181,Adler::N,არწივი,qartal
182,Adler::N,არწივი,qaraquş
183,Ente::N,იხვი,ördək
184,Eule::N,ბუ,bayquş
185,Kranich::N,წერო,durna
186,Krähe::N,ყვავი,qarğa
187,Kuckuck::N,გუგული,ququ
188,Schwan::N,გედი,qu quşu
189,Fisch::N,თევზი,balıq
190,Barsch::N,ქორჭილა,tar
191,Hecht::N,ქარიყლაპია,durnabalığı
192,Schlange[Tier]::N,გველი,ilan
193,Wurm::N,ჭია,qurd
194,Spinne::N,ობობა,hörümçək
195,Ameise::N,ჭიანჭველა,qarışqa
196,Laus::N,ტილი,bit
197,Laus::N,მკბენარი,bit
198,Mücke::N,კოღო,ağcaqanad
199,Fliege::N,ბუზი,milçək
200,Schmetterling::N,პეპელა,kəpənək
201,Beere::N,კენკრა,gilə
202,Apfel::N,ვაშლი,alma
203,Pilz::N,სოკო,göbələk
204,Zwiebel::N,ხახვი,soğan
205,Saat::N,თესლი,əkin
206,Korn::N,მარცვალი,taxıl
207,Heu::N,თივა,quru ot
208,Schale::N,ჩენჩო,qabıq
209,Grube::N,ორმო,çuxur
210,Falle::N,ხაფანგი,tələ
211,Falle::N,ხაფანგი,duzaq
212,Schlinge::N,მახე,ilmək
213,Spur::N,კვალი,iz
214,Asche::N,ფერფლი,kül
215,Dreck::N,ტალახი,kir
216,Dreck::N,სიბინძურე,kir
217,Eisen::N,რკინა,dəmir
218,Gold::N,ოქრო,altun
219,Silber::N,ვერცხლი,gümüş
220,Kohle::N,ნახშირი,kömür
221,Glas::N,მინა,şüşə
222,Lehm::N,თიხა,gil
223,Lehm::N,თიხა,palçıq
224,Sand::N,ქვიშა,qum
225,Mensch::N,ადამიანი,adam
226,Mensch::N,ადამიანი,insan
227,Mann::N,კაცი,kişi
228,Frau::N,ქალი,qadın
229,Kind::N,ბავშვი,uşaq
230,Junge::N,ვაჟი,oğlan
231,Mädchen::N,გოგო,qız
232,Familie::N,ოჯახი,ailə
233,Großvater::N,პაპა,baba
234,Großvater::N,ბაბუა,baba
235,Großmutter::N,ბებია,nənə
236,Großmutter::N,დიდედა,nənə
237,Eltern::N,მშობლები,valideyn
238,Vater::N,მამა,ata
239,Mutter::N,დედა,ana
240,Sohn::N,ვაჟიშვილი,oğul
241,Tochter::N,ქალიშვილი,qız
242,Bruder::N,ძმა,qardaş
243,Schwester::N,და,bacı
244,Onkel::N,ბიძა,əmi
245,Onkel::N,ბიძა,dayı
246,Tante::N,დეიდა,bibi
247,Tante::N,მამიდა,bibi
248,Ehemann::N,ქმარი,ər
249,Ehefrau::N,ცოლი,arvad
250,Freude::N,სიხარული,nəşə
251,Freude::N,სიხარული,sevinc
252,Gelächter::N,სიცილი,gülüş
253,Gelächter::N,სიცილი,qəhqəhə
254,Glück::N,ბედნიერება,səadət
255,Glück::N,ბედნიერება,xoşbəxtlik
256,Kummer::N,მწუხარება,qəm
257,Kummer::N,მწუხარება,kədər
258,Wunsch::N,წადილი,arzu
259,Wunsch::N,სურვილი,arzu
260,Lust::N,წადილი,həvəs
261,Geist::N,სული,ruh
262,Gedanke::N,ფიქრი,fikir
263,Gedanke::N,ფიქრი,düşüncə
264,Gedächtnis::N,მეხსიერება,xatir
265,Gedächtnis::N,მეხსიერება,hafizə
266,Verstand::N,ჭკუა,ağıl
267,Verstand::N,გონება,ağıl
268,Sinn::N,მნიშვნელობა,məna
269,Grund::N,მიზეზი,səbəb
270,Wahrheit::N,სიმართლე,haqq
271,Wahrheit::N,სიმართლე,doğruluq
272,Wahrheit::N,ჭეშმარიტება,haqq
273,Wahrheit::N,ჭეშმარიტება,doğruluq
274,Gespräch::N,ბაასი,söhbət
275,Gespräch::N,ბაასი,qonuşma
276,Gespräch::N,საუბარი,söhbət
277,Gespräch::N,საუბარი,qonuşma
278,Märchen::N,არაკი,nağıl
279,Märchen::N,ზღაპარი,nağıl
280,Erzählung::N,თქმულება,hekayə
281,Nachricht::N,ცნობა,xəbər
282,Nachricht::N,ამბავი,xəbər
283,Neuigkeit::N,სიახლე,xəbər
284,Neuigkeit::N,სიახლე,yenilik
285,Name::N,სახელი,ad
286,Rätsel::N,გამოცანა,tapmaca
287,Rede::N,სიტყვა,nitq
288,Sprache::N,ენა,dil
289,Stimme::N,ხმა,səs
290,Wort::N,სიტყვა,söz
291,Wort::N,სიტყვა,kəlmə
292,Zeichen::N,ნიშანი,nişan
293,Ruf::N,ძახილი,çığırtı
294,Lärm::N,ხმაური,gurultu
295,Laut::N,ხმა,səs
296,Laut::N,ბგერა,səs
297,Ton::N,ტონი,ton
298,Lied::N,სიმღერა,mahnı
299,Ruhe::N,სიწყნარე,sakitlik
300,Leute::N,ადამიანები,xalq
301,Volk::N,ერი,millət
302,Volk::N,ხალხი,millət
303,Arbeit::N,მუშაობა,iş
304,Arbeit::N,მუშაობა,əmək
305,Gast::N,სტუმარი,qonaq
306,Gast::N,სტუმარი,müsafir
307,Geschenk::N,საჩუქარი,hədiyyə
308,Spiel::N,თამაში,oyun
309,Spiel::N,თამაში,tamaşa
310,Gesellschaft::N,საზოგადოება,cəmiyyet
311,Hilfe::N,შველა,kömək
312,Hilfe::N,შველა,yardım
313,Hilfe::N,დახმარება,kömək
314,Hilfe::N,დახმარება,yardım
315,Freund::N,მეგობარი,dost
316,Kamerad::N,ამხანაგი,yoldaş
317,Angelegenheit::N,საქმე,iş
318,Anzahl::N,ოდენობა,say
319,Art::N,სახეობა,çeşid
320,Stück::N,ნატეხი,dənə
321,Stück::N,ნატეხი,parça
322,Teil::N,წილი,qisim
323,Hälfte::N,ნახევარი,yarım
324,Kreis::N,წრე,dairə
325,Kreuz::N,ჯვარი,xaç
326,Linie::N,ხაზი,xətt
327,Strich::N,შტრიხი,cızıq
328,Abstand::N,მანძილი,məsafə
329,Entfernung::N,სიშორე,məsafə
330,Entfernung::N,სიშორე,uzaqlıq
331,Gegend::N,არე,bölgə
332,Gegend::N,მხარე,bölgə
333,Platz::N,ფართობი,yer
334,Ort::N,ადგილი,yer
335,Seite::N,მხარე,yan
336,Seite::N,მხარე,tərəf
337,Mitte::N,შუა,orta
338,Gegenstand::N,საგანი,şey
339,Sache::N,ნივთი,şey
340,Rand::N,კიდე,kənar
341,Kante::N,ნაწიბული,tiyə
342,Kante::N,ნაწიბული,kənar
343,Ecke::N,კუთხე,bucaq
344,Spitze::N,წვეტი,uc
345,Ende::N,ბოლო,son
346,Ende::N,ბოლო,axır
347,Loch::N,ხვრელი,deşik
348,Winkel::N,კუთხე,guşə
349,Muster::N,მოხატულობა,ülgü
350,Größe::N,ზომა,böyüklük
351,Größe::N,სიდიდე,böyüklük
352,Länge::N,სიგრძე,uzunluq
353,Höhe::N,სიმაღლე,yüksəklik
354,Gewicht::N,წონა,çəki
355,Gewicht::N,წონა,ağırlıq
356,Menge::N,რაოდენობა,miqdar
357,Haufen::N,გროვა,yığın
358,Reihe::N,რიგი,səf
359,Reihe::N,რიგი,sıra
360,Reihe::N,წყება,səf
361,Reihe::N,წყება,sıra
362,Boot::N,გემი,qayıq
363,Ruder::N,ხოფი,kürək
364,Ruder::N,ნიჩაბი,kürək
365,Schlitten::N,მარხილი,kirşə
366,Ski::N,თხილამური,xizək
367,Lagerfeuer::N,კოცონი,düşərgə tonqalı
368,Last::N,ტვირთი,yük
369,Gang::N,სვლა,yeriş
370,Schritt::N,ბიჯი,addım
371,Norden::N,ჩრდილოეთი,şimal
372,Süden::N,სამხრეთი,cənub
373,Westen::N,დასავლეთი,qərb
374,Osten::N,აღმოსავლეთი,şərq
375,Holz::N,ხე,ağac
376,Holz::N,ხე,taxta
377,Brett::N,დაფა,taxta
378,Brett::N,ფიცარი,taxta
379,Platte::N,თლილი ქვა,lövhə
380,Stütze::N,საყრდენი,dayaq
381,Stütze::N,საყრდენი,dəstək
382,Stange::N,ჭოკი,şüvül
383,Stock::N,კეტი,dəyənək
384,Stab::N,ლატანი,əsa
385,Stab::N,ლატანი,şüvül
386,Rohr::N,მილაკი,boru
387,Rohr::N,მილაკი,truba
388,Haus::N,სახლი,ev
389,Heim::N,ოჯახის კერა,ev
390,Ofen::N,ღუმელი,peç
391,Ofen::N,ღუმელი,soba
392,Fußboden::N,იატაკი,döşəmə
393,Tisch::N,სუფრა,masa
394,Tisch::N,მაგიდა,masa
395,Stuhl::N,სკამი,stul
396,Wiege::N,აკვანი,beşik
397,Bett::N,საწოლი,yataq
398,Bett::N,სარეცელი,yataq
399,Regal::N,თაროები,rəf
400,Kiste::N,ყუთი,yeşik
401,Kiste::N,ყუთი,sandıq
402,Kiste::N,სკივრი,yeşik
403,Kiste::N,სკივრი,sandıq
404,Fenster::N,ფანჯარა,pəncərə
405,Fenster::N,სარკმელი,pəncərə
406,Tür::N,ბჭე,qapı
407,Tür::N,კარი,qapı
408,Tor::N,ჭიშკარი,darvaza
409,Zaun::N,ღობე,çəpər
410,Zaun::N,გალავანი,çəpər
411,Dach::N,სახურავი,dam
412,Leiter::N,კიბე,nərdivan
413,Besen::N,ცოცხი,süpürgə
414,Spaten::N,ნიჩაბი,kürək
415,Schaufel::N,ბარი,kürək
416,Gabel::N,ჩანგალი,çəngəl
417,Löffel::N,კოვზი,qaşıq
418,Messer::N,დანა,bıçaq
419,Nagel::N,ლურსმანი,mıx
420,Netz::N,ბადე,tor
421,Haken::N,კავი,çəngəl
422,Haken::N,კაუჭი,çəngəl
423,Griff::N,ტარი,qulp
424,Griff::N,ტარი,tutacaq
425,Schloss::N,კლიტე,qıfıl
426,Schloss::N,საკეტი,qıfıl
427,Bild::N,სურათი,rəsm
428,Figur::N,ფიგურა,şəkil
429,Figur::N,ფიგურა,heykəl
430,Puppe::N,თოჯინა,kukla
431,Puppe::N,თოჯინა,gəlincik
432,Beutel::N,პარკი,kisə
433,Beutel::N,პარკი,torba
434,Bündel::N,გალა,bağlama
435,Bündel::N,ასხმა,bağlama
436,Tasche::N,ჩანთა,çanta
437,Eimer::N,ჩამჩა,vedrə
438,Eimer::N,ჩამჩა,çəllək
439,Deckel::N,ხუფი,qapaq
440,Deckel::N,სარქველი,qapaq
441,Geschirr::N,ჭურჭელი,qab-qazan
442,Sack::N,ტომარა,çuval
443,Tasse::N,ფინჯანი,fincan
444,Topf::N,ქოთანი,qazan
445,Kessel::N,ქვაბი,qazan
446,Essen::N,ჭამა,yemək
447,Nahrung::N,საზრდო,qida
448,Nahrung::N,საკვები,qida
449,Speise::N,საჭმელი,xörək
450,Fleisch::N,ხორცი,ət
451,Getreide::N,მარცვლოვანი,taxıl
452,Brei::N,ფაფა,aş
453,Brei::N,ფაფა,sıyıq
454,Brot::N,პური,çörək
455,Scheibe::N,ნაჭერი,dilim
456,Fett::N,ქონი,yağ
457,Fett::N,ცხიმი,yağ
458,Butter::N,კარაქი,kərə yağı
459,Öl::N,ზეთი,yağ
460,Salz::N,მარილი,duz
461,Suppe::N,სუფი,şorba
462,Honig::N,თაფლი,bal
463,Milch::N,რძე,süd
464,Tee::N,ჩაი,çay
465,Leder::N,ტყავი,dəri
466,Wolle::N,მატყლი,yun
467,Stoff::N,ქსოვილი,qumaş
468,Nadel::N,ნემსი,iynə
469,Faden::N,ძაფი,sap
470,Faden::N,მკედი,sap
471,Knopf::N,ღილი,düymə
472,Knoten::N,ნასკვი,düyün
473,Farbe::N,საღებავი,boya
474,Kleidung::N,ტანსაცმელი,geyim
475,Hemd::N,ხალათი,köynək
476,Hemd::N,პერანგი,köynək
477,Kragen::N,საყელო,yaxa
478,Ärmel::N,სახელო,qol
479,Hose::N,შარვალი,şalvar
480,Gürtel::N,ქამარი,kəmər
481,Mütze::N,ქუდი,şapka
482,Schuh::N,ფეხსაცმელი,tufli
483,Schuh::N,ფეხსაცმელი,ayaqqabı
484,Stiefel::N,ჩექმა,çəkmə
485,Ring::N,ბეჭედი,üzük
486,Band::N,ბაფთი,lent
487,Kamm::N,სავარცხელი,daraq
488,Spiegel::N,სარკე,güzgü
489,Riemen::N,ღვედი,qayış
490,Schnur::N,ლარი,ip
491,Leine::N,ჯაჭვი,kəmsik
492,Decke::N,საბანი,ədyal
493,Decke::N,საბანი,yorğan
494,Kissen::N,ბალიში,yastıq
495,Tuch::N,მაუდი,şarf
496,Tuch::N,მაუდი,kaşne
497,Tuch::N,თავშალი,şarf
498,Tuch::N,თავშალი,kaşne
499,Handtuch::N,ხელსახოცი,dəsmal
500,Kraft::N,ძალა,güc
501,Stärke::N,ღონე,qüvvət
502,Gesundheit::N,ჯანმრთელობა,sağlamlıq
503,Krankheit::N,სენი,xəstəlik
504,Krankheit::N,ავადმყოფობა,xəstəlik
505,Schmerz::N,ტკივილი,ağrı
506,Schmerz::N,ტკივილი,sancı
507,Wunde::N,იარი,yara
508,Wunde::N,ჭრილობა,yara
509,Fieber::N,ციება,isitmə
510,Fieber::N,ციება,qızdırma
511,Arznei::N,წამალი,ilaç
512,Arznei::N,წამალი,dərman
513,Brücke::N,ხიდი,körpü
514,Brunnen::N,ჭა,quyu
515,Weide::N,საძოვარი,otlaq
516,Pfad::N,ბილიკი,cığır
517,Weg::N,გზა,yol
518,Straße::N,შარაგზა,küçə
519,Dorf::N,დაბა,kənd
520,Dorf::N,სოფელი,kənd
521,Stadt::N,ქალაქი,şəhər
522,Brief::N,წერილი,məktub
523,Buch::N,წიგნი,kitab
524,Buchstabe::N,ასო,hərf
525,Zeitung::N,გაზეთი,qəzet
526,Leben::N,სიცოცხლე,həyat
527,Tod::N,სიკვდილი,ölüm
528,Grab::N,სამარე,qəbir
529,Grab::N,საფლავი,qəbir
530,Kirche::N,ეკლესია,kilsə
531,Sünde::N,ცოდვა,günah
532,Gott::N,ღმერთი,tanrı
533,Arbeiter::N,მუშა,işçi
534,Chef::N,გამგე,şef
535,Chef::N,გამგე,rəis
536,Meister::N,ოსტატი,usta
537,Arzt::N,ექიმი,həkim
538,Arzt::N,ექიმი,doktor
539,Arzt::N,მკურნალი,həkim
540,Arzt::N,მკურნალი,doktor
541,Lehrer::N,მასწავლებელი,müəllim
542,Geld::N,ფული,pul
543,Geschäft::N,საქმე,ticarət
544,Geschäft::N,ბიზნესი,ticarət
545,Laden::N,დუქანი,dükan
546,Laden::N,მაღაზია,dükan
547,Preis::N,ფასი,qiymət
548,Ware::N,საქონელი,mal
549,Nutzen::N,ხეირი,fayda
550,Reichtum::N,სიმდიდრე,zənginlik
551,Welt::N,მსოფლიო,aləm
552,Welt::N,მსოფლიო,dünya
553,Land::N,მხარე,ölkə
554,Land::N,ქვეყანა,ölkə
555,Staat::N,სახელმწიფო,dövlət
556,König::N,მეფე,kral
557,König::N,მეფე,məlik
558,Macht::N,ძლიერება,qüdrət
559,Grenze::N,ზღვარი,hüdud
560,Grenze::N,ზღვარი,sərhət
561,Krieg::N,ომი,hərb
562,Krieg::N,ომი,müharibə
563,Feind::N,მტერი,düşmən
564,Gewalt::N,სისასტიკე,cəbr
565,Kampf::N,ბრძოლა,savaş
566,Bogen[Waffe]::N,მშვილდი,yay
567,Pfeil::N,ისარი,ox
568,Pfeil::N,მახვილი,ox
569,Gewehr::N,თოფი,tüfəng
570,Gewehr::N,შაშხანა,tüfəng
571,Fehler::N,შეცდომა,xəta
572,Lüge::N,სიცრუე,yalan
573,Schaden::N,ვნება,ziyan
574,Unglück::N,ხიფათი,bəla
575,Unglück::N,უბედურება,bəla
576,Schuld::N,ბრალი,təqsir
577,Alter::N,ასაკი,yaş
578,Schluss::N,ბოლო,son
579,Schluss::N,დასასრული,son
580,Zeit::N,დრო,vaxt
581,Zeit::N,დრო,zaman
582,Tag::N,დღე,gün
583,Morgen::N,დილა,sabah
584,Mittag::N,შუადღე,günorta
585,Abend::N,საღამო,axşam
586,Nacht::N,ღამე,gecə
587,Woche::N,კვირა,həftə
588,Monat::N,თვე,ay
589,Jahr::N,წელი,il
590,Frühling::N,გაზაფხული,yaz
591,Frühling::N,გაზაფხული,bahar
592,Sommer::N,ზაფხული,yay
593,Herbst::N,შემოდგომა,payız
594,Winter::N,ზამთარი,qış
595,Januar::N,იანვარი,Janvar
596,Februar::N,თებერვალი,Fevral
597,März::N,მარტი,Mart
598,April::N,აპრილი,Aprel
599,Mai::N,მაისი,May
600,Juni::N,ივნისი,İyun
601,Juli::N,ივლისი,İyul
602,August::N,აგვისტო,Avqust
603,September::N,სექტემბერი,Sentyabr
604,Oktober::N,ოქტომბერი,Oktyabr
605,November::N,ნოემბერი,Noyabr
606,Dezember::N,დეკემბერი,Dekabr
607,Montag::N,ორშაბათი,bazar ertəsi
608,Dienstag::N,სამშაბათი,çərşənbə axşamı
609,Mittwoch::N,ოთხშაბათი,çərşənbə
610,Donnerstag::N,ხუთშაბათი,cüme axşamı
611,Freitag::N,პარასკევი,cüme
612,Samstag::N,შაბათი,şənbə
613,Sonntag::N,კვირა,bazar
614,groß::A,დიდი,böyük
615,klein::A,მცირე,kiçik
616,klein::A,პატარა,kiçik
617,lang::A,გრძელი,uzun
618,kurz::A,მოკლე,qısa
619,breit::A,ფართო,enli
620,breit::A,ფართო,geniş
621,breit::A,განიერი,enli
622,breit::A,განიერი,geniş
623,schmal::A,ვიწრო,dar
624,schmal::A,წვრილი,dar
625,dicht::A,მჭიდრო,sıx
626,dick[Gegenstand]::A,სქელი,qalın
627,dünn::A,წვრილი,nazik
628,fein::A,თხელი,incə
629,fest::A,მყარი,bərk
630,fest::A,მყარი,möhkəm
631,flach::A,ბრტყელი,düz
632,glatt::A,გლუ,hamar
633,hart::A,მაგარი,sərt
634,weich::A,რბილი,yumşaq
635,rund::A,მრგვალი,yuvarlaq
636,spitz::A,წვეტიანი,uclu
637,spitz::A,წვეტიანი,sivri
638,scharf::A,მჭრელი,kəskin
639,stumpf::A,ბლაგვი,küt
640,schwer::A,მძიმე,ağır
641,schön::A,ლამაზი,gözəl
642,schön::A,ლამაზი,gəşəng
643,heiß::A,ცხელი,isti
644,warm::A,თბილი,ilıq
645,kalt::A,ცივი,soyuq
646,kühl::A,გრილი,sərin
647,frisch::A,სუფთა,təzə
648,feucht::A,ნოტიო,nəm
649,nass::A,სველი,yaş
650,trocken::A,მშრალი,quru
651,voll::A,სავსე,dolu
652,leer::A,ცარიელი,boş
653,offen::A,ღია,açıq
654,offen::A,გაშლილი,açıq
655,geschlossen::A,დახურული,qapalı
656,sauber::A,სუფთა,təmiz
657,sauber::A,წმინდა,təmiz
658,schmutzig::A,ტალახიანი,kirli
659,roh::A,უმი,çiy
660,reif::A,მწიფე,yetişmiş
661,lecker::A,გემრიელი,dadlı
662,lecker::A,გემრიელი,ləzzətli
663,süß::A,ტკბილი,şirin
664,bitter::A,მწარე,acı
665,sauer::A,მჟავე,turş
666,hell::A,ნათელი,aydın
667,dunkel::A,ბნელი,qaranlıq
668,schwarz::A,შავი,qara
669,weiß::A,თეთრი,ağ
670,rot::A,წითელი,qırmızı
671,gelb::A,ყვითელი,sarı
672,blau::A,ლურჯი,göy
673,blau::A,ლურჯი,mavi
674,blau::A,ცისფერი,göy
675,blau::A,ცისფერი,mavi
676,grün::A,მწვანე,yaşıl
677,grau::A,რუხი,boz
678,grau::A,ნაცრისფერი,boz
679,bunt::A,ჭრელი,əlvan
680,bunt::A,ჭრელი,rəngli
681,bunt::A,ფერადი,əlvan
682,bunt::A,ფერადი,rəngli
683,billig::A,იაფი,ucuz
684,teuer::A,ძვირი,bahalı
685,wertvoll::A,ღირსიანი,qiymətli
686,blind::A,ბრმა,kor
687,taub::A,ყრუ,kar
688,kräftig::A,ძალავანი,güclü
689,stark::A,ძლიერი,qüvvətli
690,stark::A,ღონიერი,qüvvətli
691,schwach::A,სუსტი,zəif
692,schwach::A,სუსტი,gücsüz
693,fett::A,სქელი,şişman
694,schlank::A,გამხდარი,zərif
695,hübsch::A,ეშხიანი,göyçək
696,hübsch::A,მშვენიერი,göyçək
697,böse::A,ავი,fəna
698,böse::A,ბოროტი,fəna
699,dumm::A,ბოთე,axmaq
700,dumm::A,სულელი,axmaq
701,faul::A,ზანტი,tənbəl
702,faul::A,ზარმაცი,tənbəl
703,fleißig::A,ბეჯითი,çalışqan
704,fleißig::A,მუყაითი,çalışqan
705,geizig::A,ძუნწი,xəsis
706,klug::A,ჭკვიანი,ağıllı
707,geschickt::A,მარჯვე,bacarıqlı
708,geschickt::A,გაწაფული,bacarıqlı
709,lieb::A,სატრფიალო,əziz
710,lieb::A,სატრფიალო,sevimli
711,lustig::A,მხიარული,məzəli
712,lustig::A,მხიარული,gülməli
713,sanft::A,ალერსიანი,mülayim
714,sanft::A,გრძნობიერი,mülayim
715,hungrig::A,მშიერი,ac
716,krank::A,სნეული,xəstə
717,krank::A,ავადმყოფი,xəstə
718,nackt::A,ტიტველი,çılpaq
719,traurig::A,მწუხარე,qəmgin
720,traurig::A,მწუხარე,kədərli
721,traurig::A,სევდიანი,qəmgin
722,traurig::A,სევდიანი,kədərli
