,Concept_ID,tt,eu
314,Sprache::N,тел,hizkuntza
315,Stimme::N,тавыш,ahots
316,Wort::N,сүз,hitz
317,Zeichen::N,ишарә,agerbide
318,Zeichen::N,ишарә,agergarri
319,Ruf::N,дәшү,dei
320,Lärm::N,шау,zarata
321,Lärm::N,шау,harrabots
322,Laut::N,аваз,hots
323,Ton::N,шалтырату,tonu
324,Ton::N,шалтырату,soinu
325,Lied::N,җыр,abesti
326,Ruhe::N,тынлык,nasaitasun
327,Leute::N,халык,jende
328,Volk::N,халык,herri
329,Volk::N,халык,populu
330,Arbeit::N,эш,lan
331,Arbeit::N,хезмәт,lan
332,Gast::N,кунак,arrotz
333,Gast::N,кунак,apopilo
334,Geschenk::N,бүләк,opari
335,Spiel::N,уен,jolas
336,Gesellschaft::N,җәмгыять,gizarte
337,Hilfe::N,ярдәм,helpide
338,Hilfe::N,ярдәм,laguntza
339,Hilfe::N,булышлык,helpide
340,Hilfe::N,булышлык,laguntza
341,Freund::N,дус,lagun
342,Kamerad::N,иптәш,adiskide
343,Kamerad::N,иптәш,lagunkide
344,Angelegenheit::N,эш,afera
345,Anzahl::N,микъдар,kopuru
346,Art::N,төр,mota
347,Stück::N,кисәк,puska
348,Teil::N,өлеш,atal
349,Hälfte::N,ярым,erdi
350,Kreis::N,түгәрәк,biribilki
351,Kreuz::N,хач,gurutze
352,Kreuz::N,тәре,gurutze
353,Linie::N,сызык,linea
354,Strich::N,сызык,marra
355,Abstand::N,ара,tarte
356,Entfernung::N,ераклык,urrunera
357,Gegend::N,урын,alderdi
358,Gegend::N,урын,eskualde
359,Platz::N,бушлык,leku
360,Ort::N,урын,toki
361,Seite::N,як,albo
362,Mitte::N,урта,erdi
363,Gegenstand::N,нәрсә,gauzaki
364,Sache::N,нәрсә,gauza
365,Rand::N,чит,ertz
366,Kante::N,кырый,ertz
367,Ecke::N,почмак,kantoi
368,Spitze::N,оч,punta
369,Ende::N,азак,buru
370,Ende::N,азак,mutur
371,Loch::N,тишек,zulo
372,Winkel::N,почмак,zoko
373,Winkel::N,почмак,bazter
374,Muster::N,парча,eredu
375,Muster::N,парча,marrazki
376,Größe::N,зурлык,kaizu
377,Größe::N,зурлык,tamaina
378,Länge::N,озынлык,luzera
379,Höhe::N,биеклек,goiera
380,Höhe::N,биеклек,garaiera
381,Gewicht::N,авырлык,hazta
382,Menge::N,микъдар,kopuru
383,Haufen::N,өем,pila
384,Haufen::N,өем,mendoi
385,Reihe::N,рәт,ilara
386,Reihe::N,рәт,errenkada
387,Boot::N,каек,potin
388,Boot::N,каек,txalupa
389,Boot::N,көймә,potin
390,Boot::N,көймә,txalupa
391,Ruder::N,ишкәк,arraun
392,Schlitten::N,чана,lera
393,Schlitten::N,чана,narra
394,Ski::N,чаңгы,eski
395,Lagerfeuer::N,костёр,su
396,Last::N,йөк,zama
397,Last::N,йөк,karga
398,Gang::N,йөреш,ibilera
399,Schritt::N,адым,pauso
400,Schritt::N,адым,urrats
401,Norden::N,төньяк,ipar
402,Norden::N,төньяк,iparralde
403,Süden::N,көньяк,hego
404,Süden::N,көньяк,hegoalde
405,Westen::N,көнбатыш,sartalde
406,Westen::N,көнбатыш,mendebalde
407,Osten::N,шәрык,ekialde
408,Osten::N,шәрык,sortalde
409,Osten::N,көнчыгыш,ekialde
410,Osten::N,көнчыгыш,sortalde
411,Holz::N,агач,zur
412,Brett::N,такта,ohol
413,Platte::N,плитә,lauza
414,Stütze::N,таяу,irozgarri
415,Stütze::N,таяу,bermagailu
416,Stange::N,колга,haga
417,Stock::N,таяк,makila
418,Stab::N,таяк,makila
419,Rohr::N,торба,hodi
420,Haus::N,өй,etxe
421,Haus::N,йорт,etxe
422,Heim::N,гаилә,etxe
423,Heim::N,гаилә,etxaleku
424,Heim::N,нәсел,etxe
425,Heim::N,нәсел,etxaleku
426,Ofen::N,мич,berogailu
427,Fußboden::N,идән,zoru
428,Tisch::N,өстәл,mahai
429,Stuhl::N,утыргыч,aulki
430,Wiege::N,бишек,kuma
431,Wiege::N,бишек,sehaska
432,Bett::N,ятак,ohe
433,Bett::N,ятак,ohatze
434,Bett::N,урын-җир,ohe
435,Bett::N,урын-җир,ohatze
436,Regal::N,киштә,apalategi
437,Regal::N,шүрлек,apalategi
438,Kiste::N,әрҗә,kutxa
439,Fenster::N,тәрәзә,leiho
440,Tür::N,ишек,ate
441,Tor::N,капка,atari
442,Zaun::N,койма,hesi
443,Dach::N,түбә,teilatu
444,Leiter::N,баскыч,zurubi
445,Besen::N,себерке,erratz
446,Spaten::N,көрәк,burdinpala
447,Schaufel::N,көрәк,pala
448,Gabel::N,чәннечке,sardexka
449,Löffel::N,кашык,koilara
450,Messer::N,пычак,aizto
451,Nagel::N,кадак,iltze
452,Netz::N,челтәр,sare
453,Haken::N,ыргак,mako
454,Griff::N,тотка,eskutoki
455,Schloss::N,йозак,sarraila
456,Bild::N,рәсем,irudi
457,Bild::N,картина,irudi
458,Figur::N,сын,figura
459,Figur::N,фигура,figura
460,Puppe::N,курчак,panpina
461,Puppe::N,курчак,andrakila
462,Beutel::N,луза,zorro
463,Bündel::N,бәйләм,azao
464,Bündel::N,бәйләм,espal
465,Tasche::N,букча,poltsa
466,Eimer::N,чиләк,treska
467,Deckel::N,капкач,tapa
468,Deckel::N,капкач,estalki
469,Geschirr::N,савыт-саба,baxera
470,Geschirr::N,савыт-саба,ontziteria
471,Geschirr::N,кашык-аяк,baxera
472,Geschirr::N,кашык-аяк,ontziteria
473,Sack::N,капчык,zaku
474,Tasse::N,чынаяк,kikara
475,Topf::N,чүлмәк,ontzi
476,Topf::N,чүлмәк,lapiko
477,Kessel::N,казан,pazia
478,Essen::N,ашау,janaldi
479,Nahrung::N,азык,jan
480,Nahrung::N,тәгам,jan
481,Nahrung::N,ашамлык,jan
482,Speise::N,ризык,jaki
483,Fleisch::N,ит,okela
484,Fleisch::N,ит,haragi
485,Getreide::N,ашлык,labore
486,Brei::N,ботка,ahi
487,Brei::N,ботка,pure
488,Brot::N,ипи,ogi
489,Brot::N,икмәк,ogi
490,Scheibe::N,телем,xerra
491,Scheibe::N,телем,pirripita
492,Fett::N,май,urin
493,Fett::N,май,koipe
494,Butter::N,май,gurin
495,Öl::N,май,olio
496,Salz::N,тоз,gatz
497,Suppe::N,шулпа,zopa
498,Suppe::N,шулпа,salda
499,Honig::N,бал,ezti
500,Milch::N,сөт,esne
501,Tee::N,чәй,te
502,Leder::N,күн,larru
503,Wolle::N,йон,artile
504,Stoff::N,тукыма,ehun
505,Nadel::N,энә,orratz
506,Nadel::N,энә,jostorratz
507,Faden::N,җеп,hari
508,Knopf::N,төймә,botoi
509,Knoten::N,төен,korapilo
510,Farbe::N,буяу,pintura
511,Kleidung::N,кием,arropa
512,Kleidung::N,кием,jantziak
513,Hemd::N,күлмәк,atorra
514,Hemd::N,күлмәк,alkandora
515,Kragen::N,яка,idun
516,Ärmel::N,җиң,mahuka
517,Hose::N,чалбар,prakak
518,Hose::N,чалбар,galtzak
519,Gürtel::N,билбау,gerriko
520,Mütze::N,бүрек,txano
521,Mütze::N,бүрек,txapel
522,Schuh::N,башмак,oski
523,Schuh::N,башмак,oinetako
524,Stiefel::N,итек,bota
525,Ring::N,балдак,uztai
526,Band::N,тасма,zinta
527,Band::N,тасма,xingola
528,Kamm::N,тарак,orrazi
529,Spiegel::N,көзге,mirail
530,Riemen::N,каеш,uhal
531,Schnur::N,бау,lokailu
532,Leine::N,тезген,lotura
533,Decke::N,юрган,burusi
534,Kissen::N,мендәр,kuxin
535,Tuch::N,яулык,zapi
536,Tuch::N,яулык,oihal
537,Handtuch::N,сөлгә,eskuzapi
538,Handtuch::N,сөлгә,eskuoihal
539,Kraft::N,егәр,indar
540,Kraft::N,дәрман,indar
541,Stärke::N,көч,indar
542,Stärke::N,дәрман,indar
543,Gesundheit::N,саулык,osasun
544,Krankheit::N,чир,eritasun
545,Krankheit::N,чир,gaixotasun
546,Krankheit::N,хаста,eritasun
547,Krankheit::N,хаста,gaixotasun
548,Krankheit::N,сырхау,eritasun
549,Krankheit::N,сырхау,gaixotasun
550,Schmerz::N,авырту,min
551,Wunde::N,яра,zauri
552,Wunde::N,җәрәхәт,zauri
553,Fieber::N,бизгәк,sukar
554,Arznei::N,дару,osagai
555,Arznei::N,дару,sendagai
556,Brücke::N,күпер,zubi
557,Brunnen::N,кое,putzu
558,Weide::N,утлавык,alha
559,Weide::N,утлавык,bazkaleku
560,Pfad::N,сукмак,zidor
561,Pfad::N,сукмак,bidexka
562,Weg::N,юл,bide
563,Straße::N,урам,errepide
564,Dorf::N,авыл,herri
565,Stadt::N,шәһәр,hiri
566,Brief::N,хат,gutun
567,Brief::N,хат,eskutitz
568,Buch::N,китап,liburu
569,Buchstabe::N,хәреф,hizki
570,Zeitung::N,газет,egunkari
571,Zeitung::N,газета,egunkari
572,Leben::N,гомер,bizi
573,Leben::N,гомер,bizitza
574,Leben::N,тормыш,bizi
575,Leben::N,тормыш,bizitza
576,Leben::N,тереклек,bizi
577,Leben::N,тереклек,bizitza
578,Tod::N,үлем,herio
579,Tod::N,үлем,heriotza
580,Grab::N,гүр,hobi
581,Grab::N,гүр,hilobi
582,Grab::N,кабер,hobi
583,Grab::N,кабер,hilobi
584,Kirche::N,чиркәү,eliza
585,Sünde::N,язык,hoben
586,Sünde::N,язык,bekatu
587,Sünde::N,гөнаһ,hoben
588,Sünde::N,гөнаһ,bekatu
589,Gott::N,алла,jainko
590,Gott::N,ходай,jainko
591,Arbeiter::N,эшче,langile
592,Arbeiter::N,эшче,behargin
593,Chef::N,башлык,nagusi
594,Meister::N,оста,maisu
595,Arzt::N,врач,osagile
596,Arzt::N,врач,sendagile
597,Arzt::N,табиб,osagile
598,Arzt::N,табиб,sendagile
599,Lehrer::N,укытучы,irakasle
600,Lehrer::N,мөгаллим,irakasle
601,Geld::N,акча,diru
602,Geschäft::N,эш,negozio
603,Laden::N,кибет,denda
604,Laden::N,кибет,saltegi
605,Laden::N,магазин,denda
606,Laden::N,магазин,saltegi
607,Preis::N,бәя,prezio
608,Preis::N,бәя,salneurri
609,Preis::N,бәһа,prezio
610,Preis::N,бәһа,salneurri
611,Ware::N,товар,salgai
612,Nutzen::N,файда,onura
613,Nutzen::N,файда,probetxu
614,Reichtum::N,байлык,aberastasun
615,Welt::N,дөнья,ludi
616,Welt::N,дөнья,mundu
617,Land::N,ил,herrialde
618,Staat::N,дәүләт,estatu
619,König::N,патша,errege
620,Macht::N,хакимият,botere
621,Grenze::N,чик,muga
622,Krieg::N,сугыш,guda
623,Feind::N,дошман,etsai
624,Feind::N,дошман,arerio
625,Gewalt::N,көчләү,bortxa
626,Gewalt::N,көчләү,bortizkeria
627,Kampf::N,көрәш,gudu
628,Kampf::N,көрәш,auska
629,Bogen[Waffe]::N,җәя,arku
630,Pfeil::N,ук,gezi
631,Gewehr::N,мылтык,fusil
632,Fehler::N,хата,huts
633,Fehler::N,хата,hutsegin
634,Lüge::N,ялган,gezur
635,Schaden::N,зыян,kalte
636,Schaden::N,зарар,kalte
637,Unglück::N,бәла,zoritxar
638,Unglück::N,бәла,zorigaitz
639,Schuld::N,гаеп,erru
640,Alter::N,яшь,adin
641,Schluss::N,ахыр,bukaera
642,Zeit::N,заман,aldi
643,Zeit::N,заман,denbora
644,Tag::N,көн,egun
645,Morgen::N,иртә,goiz
646,Mittag::N,өйлә,eguerdi
647,Abend::N,кич,arrats
648,Nacht::N,төн,gau
649,Woche::N,атна,aste
650,Monat::N,ай,hil
651,Jahr::N,ел,urte
652,Frühling::N,яз,udalehen
653,Sommer::N,җәй,uda
654,Herbst::N,көз,udazken
655,Herbst::N,көз,neguantz
656,Winter::N,кыш,negu
657,Januar::N,гыйнвар,urtarril
658,Februar::N,февраль,otsail
659,März::N,март,martxo
660,April::N,апрель,apiril
661,Mai::N,май,maiatz
662,Juni::N,июнь,ekain
663,Juli::N,июль,uztail
664,August::N,август,abuztu
665,September::N,сентябрь,irail
666,Oktober::N,октябрь,urri
667,November::N,ноябрь,azaro
668,Dezember::N,декабрь,abendu
669,Montag::N,дүшәмбе,astelehen
670,Dienstag::N,сишәмбе,astearte
671,Mittwoch::N,чәршәмбе,asteazken
672,Donnerstag::N,атнакич,ostegun
673,Donnerstag::N,пәнҗешәмбе,ostegun
674,Freitag::N,җомга,ostiral
675,Samstag::N,шимбә,larunbat
676,Sonntag::N,якшәмбе,igande
677,groß::A,зур,handi
678,klein::A,кечкенә,txiki
679,lang::A,озын,luze
680,kurz::A,кыска,labur
681,breit::A,киң,zabal
682,schmal::A,кысык,mehar
683,dicht::A,куе,sarri
684,dicht::A,куе,trinko
685,dick[Gegenstand]::A,калын,lodi
686,dünn::A,нечкә,mehe
687,fein::A,нәзакәтле,fin
688,fest::A,нык,tinko
689,flach::A,яссы,lau
690,flach::A,яссы,ordoki
691,flach::A,ялпак,lau
692,flach::A,ялпак,ordoki
693,glatt::A,шома,leun
694,hart::A,каты,gogor
695,weich::A,йомшак,bigun
696,weich::A,йомшак,beratz
697,rund::A,түгәрәк,biribil
698,spitz::A,очлы,puntadun
699,scharf::A,үткен,zorrotz
700,stumpf::A,үтмәс,kamuts
701,schwer::A,салмак,astun
702,schwer::A,салмак,pisutsu
703,schön::A,гүзәл,eder
704,heiß::A,эссе,bero
705,heiß::A,эссе,oso bero
706,warm::A,җылы,bero
707,kalt::A,суык,hotz
708,kalt::A,салкын,hotz
709,kühl::A,салкынча,hotzil
710,frisch::A,салкынча,fresko
711,frisch::A,салкынча,hozkirri
712,feucht::A,юеш,heze
713,nass::A,дымлы,busti
714,trocken::A,коры,siku
715,trocken::A,коры,lehor
716,voll::A,тулы,bete
717,leer::A,буш,huts
718,offen::A,ачык,ireki
719,geschlossen::A,йомык,itxita
720,sauber::A,пакь,xahu
721,sauber::A,пакь,garbi
722,sauber::A,чиста,xahu
723,sauber::A,чиста,garbi
724,schmutzig::A,керле,lohi
725,schmutzig::A,керле,zikin
726,schmutzig::A,пычрак,lohi
727,schmutzig::A,пычрак,zikin
728,roh::A,чи,gordin
729,reif::A,өлгергән,umo
730,reif::A,өлгергән,heldu
731,lecker::A,тәмле,goxo
732,süß::A,татлы,goxo
733,bitter::A,ачы,karmin
734,bitter::A,ачы,garratz
735,sauer::A,әче,mingots
736,hell::A,якты,argi
737,dunkel::A,кара,ilun
738,schwarz::A,кара,beltz
739,weiß::A,ак,zuri
740,rot::A,кызыл,gorri
741,gelb::A,сары,hori
742,blau::A,күк,urdin
743,grün::A,яшел,berde
744,grün::A,яшел,musker
745,grau::A,соры,urdin
746,grau::A,соры,urdinabar
747,bunt::A,чуар,koloretsu
748,billig::A,арзан,merke
749,teuer::A,хаклы,garesti
750,wertvoll::A,кыйммәтле,baliotsu
751,blind::A,сукыр,itsu
752,blind::A,күзсез,itsu
753,taub::A,чукрак,gor
754,taub::A,саңгырау,gor
755,kräftig::A,егәрле,kementsu
756,stark::A,нык,bizkor
757,stark::A,нык,indartsu
758,stark::A,базык,bizkor
759,stark::A,базык,indartsu
760,schwach::A,зәгыйфь,ahul
761,schwach::A,зәгыйфь,indargabe
762,fett::A,симез,gizen
763,schlank::A,нәзек,lerden
764,hübsch::A,чибәр,polit
765,böse::A,усал,tzar
766,böse::A,усал,gaizto
767,dumm::A,акылсыз,lelo
768,dumm::A,акылсыз,pello
769,faul::A,ялкау,nagi
770,faul::A,ялкау,alfer
771,faul::A,иренчәк,nagi
772,faul::A,иренчәк,alfer
773,fleißig::A,тырыш,maratz
774,fleißig::A,тырыш,lanzale
775,fleißig::A,тырышучан,maratz
776,fleißig::A,тырышучан,lanzale
777,geizig::A,саран,zeken
778,geizig::A,саран,zikoitz
779,klug::A,акыллы,zuhur
780,geschickt::A,маһир,trebe
781,geschickt::A,маһир,antzetsu
782,lieb::A,сөекле,maite
783,lieb::A,сөекле,laztan
784,lustig::A,күңелле,alaitsu
785,sanft::A,басынкы,eme
786,sanft::A,басынкы,ezti
787,hungrig::A,ач,gose
788,krank::A,чирле,eri
789,krank::A,чирле,gaixo
790,krank::A,сырхау,eri
791,krank::A,сырхау,gaixo
792,nackt::A,шәрә,biluzi
793,traurig::A,ямансу,itun
794,traurig::A,ямансу,betilun
795,lebendig::A,тере,bizirik
796,gut::A,яхшы,on
797,schlecht::A,начар,txar
798,richtig::A,дөрес,zuzen
799,schlimm::A,әшәкә,larri
800,wahr::A,чып-чын,egiazko
801,alt::A,иске,zahar
802,neu::A,яңа,berri
803,ehemalig::A,элекке,lehengo
804,alt[Lebewesen]::A,карт,adindun
805,jung::A,яшь,gazte
806,arm::A,фәкыйрь,txiro
807,arm::A,фәкыйрь,behartsu
808,reich::A,бай,dirudun
809,bekannt::A,таныш,ezagun
810,berühmt::A,атаклы,entzun
811,berühmt::A,атаклы,ospetsu
812,fremd::A,ят,arrotz
813,verschieden::A,төрле,ezberdin
814,verschieden::A,төрле,desberdin
815,nah::A,якын,hurre
816,nah::A,якын,hurbil
