,Concept_ID,pl,av
196,Ameise::N,mrówka,цӏунцӏра
197,Laus::N,wesz,нацӏ
198,Mücke::N,komar,кӏкӏара
199,Fliege::N,mucha,тӏутӏ
200,Schmetterling::N,motyl,кӏалкӏучӏ
201,Beere::N,jagoda,
202,Apfel::N,jabłko,гӏеч
203,Pilz::N,grzyb,гӏурдахӏан
204,Zwiebel::N,cebula,кӏочӏопер
205,Saat::N,siew,хьон
206,Korn::N,ziarno,мугь
207,Heu::N,siano,хер
208,Schale::N,łupina,хъал
209,Grube::N,dół,гвенд
210,Grube::N,jama,гвенд
211,Falle::N,pułapka,къор
212,Falle::N,pułapka,къотен
213,Schlinge::N,sidła,кӏичӏ
214,Spur::N,ślad,лъалкӏ
215,Asche::N,popiół,рахъу
216,Dreck::N,brud,гъиз
217,Dreck::N,brud,хӏарщ
218,Eisen::N,żelazo,махх
219,Gold::N,złoto,месед
220,Silber::N,srebro,гӏарац
221,Kohle::N,węgiel,тӏурччи
222,Glas::N,szkło,цӏер
223,Lehm::N,glina,хӏатӏ
224,Sand::N,piasek,сали
225,Mensch::N,człowiek,чи
226,Mann::N,mężczyzna,бихьинчи
227,Frau::N,kobieta,гӏадан
228,Kind::N,dziecko,лъимер
229,Junge::N,chłopak,вас
230,Junge::N,chłopiec,вас
231,Mädchen::N,dziewczynka,яс
232,Familie::N,rodzina,хъизан
233,Großvater::N,dziadek,кӏудада
234,Großmutter::N,babka,кӏодо
235,Eltern::N,rodzice,эбел-эмен
236,Vater::N,ojciec,эмен
237,Mutter::N,matka,эбел
238,Sohn::N,syn,вас
239,Tochter::N,córka,яс
240,Bruder::N,brat,вац
241,Schwester::N,siostra,яц
242,Onkel::N,wuj,даци
243,Onkel::N,stryj,даци
244,Tante::N,ciotka,ада
245,Ehemann::N,mąż,рос
246,Ehefrau::N,żona,чӏужу
247,Freude::N,radość,ракӏбохи
248,Gelächter::N,śmiech,релъи
249,Glück::N,szczęście,талихӏ
250,Glück::N,szczęście,талихӏ-рохел
251,Kummer::N,zmartwienie,хӏалкъай
252,Wunsch::N,życzenie,къасд
253,Lust::N,chęć,гъира
254,Lust::N,ochota,гъира
255,Geist::N,duch,чӏанкӏ
256,Geist::N,duch,рухӏ-жан
257,Gedanke::N,myśl,пикру
258,Gedächtnis::N,pamięć,
259,Verstand::N,rozum,лумалъи
260,Verstand::N,rozum,цӏодорлъи
261,Sinn::N,zmysł,магӏна
262,Grund::N,powód,багьана
263,Wahrheit::N,prawda,ритӏухълъи
264,Gespräch::N,rozmowa,накъит
265,Märchen::N,bajka,маргьа
266,Erzählung::N,opowiadanie,къиса
267,Nachricht::N,wiadomość,хабар
268,Neuigkeit::N,nowina,хабар-гӏазаб
269,Name::N,imię,цӏар
270,Rätsel::N,zagadka,бицанкӏо
271,Rede::N,mowa,речь
272,Rede::N,mowa,калам
273,Sprache::N,język,мацӏ
274,Stimme::N,głos,гьаракь
275,Wort::N,słowo,рагӏи
276,Zeichen::N,znak,ишара
277,Zeichen::N,znak,гӏаламат
278,Ruf::N,wołanie,ахӏи
279,Lärm::N,hałas,хъуй
280,Lärm::N,hałas,хъуди
281,Lärm::N,zgiełk,хъуй
282,Lärm::N,zgiełk,хъуди
283,Laut::N,dźwięk,гьаракь
284,Laut::N,dźwięk,сас
285,Ton::N,ton,
286,Ton::N,dźwięk,
287,Lied::N,pieśń,кечӏ
288,Lied::N,piosenka,кечӏ
289,Ruhe::N,spokój,рахӏат
290,Leute::N,ludzie,гӏадамал
291,Volk::N,naród,халкъ
292,Arbeit::N,praca,хӏалтӏи
293,Arbeit::N,robota,хӏалтӏи
294,Gast::N,gość,гьобол
295,Geschenk::N,prezent,сайигъат
296,Geschenk::N,podarunek,сайигъат
297,Spiel::N,gra,хӏай
298,Spiel::N,gra,расанди
299,Spiel::N,zabawa,хӏай
300,Spiel::N,zabawa,расанди
301,Gesellschaft::N,towarzystwo,жамагӏат
302,Hilfe::N,pomoc,кумек
303,Freund::N,przyjaciel,гьудул
304,Kamerad::N,kolega,гьалмагъ
305,Angelegenheit::N,sprawa,къваригӏел
306,Anzahl::N,ilość,рикӏкӏен
307,Art::N,rodzaj,жинс
308,Stück::N,kawałek,кесек
309,Teil::N,część,пай
310,Hälfte::N,połowa,бащдаб
311,Kreis::N,krąg,гор
312,Kreuz::N,krzyż,хъанч
313,Linie::N,linia,мухъ
314,Strich::N,kreska,хӏучч
315,Abstand::N,odstęp,манзил
316,Entfernung::N,odległość,манзил
317,Gegend::N,okolica,рахъ
318,Platz::N,miejsce,бакӏ
319,Ort::N,miejsce,бакӏ
320,Seite::N,bok,рахъ
321,Seite::N,strona,рахъ
322,Mitte::N,środek,бакьулъбакӏ
323,Gegenstand::N,przedmiot,жо
324,Sache::N,rzecz,жо
325,Rand::N,skraj,мицӏир
326,Rand::N,krawędź,мицӏир
327,Kante::N,kant,рагӏал
328,Kante::N,kant,рагӏа-ракьан
329,Kante::N,krawędź,рагӏал
330,Kante::N,krawędź,рагӏа-ракьан
331,Ecke::N,róg,цили
332,Spitze::N,ostrze,тӏогь
333,Ende::N,koniec,кӏал
334,Loch::N,dziura,каратӏ
335,Winkel::N,kąt,
336,Winkel::N,kącik,
337,Muster::N,wzór,накъиш
338,Größe::N,rozmiar,кӏодо́лъи
339,Größe::N,wielkość,кӏодо́лъи
340,Länge::N,długość,халалъи
341,Höhe::N,wysokość,борхалъи
342,Gewicht::N,ciężar,бакӏлъи
343,Menge::N,ilość,
344,Haufen::N,kupa,гъуни
345,Reihe::N,rząd,ирга́
346,Reihe::N,szereg,ирга́
347,Boot::N,łódź,раса
348,Boot::N,łódka,раса
349,Ruder::N,wiosło,раххан
350,Schlitten::N,sanki,чанагъ
351,Ski::N,narta,лыжаби
352,Lagerfeuer::N,ognisko,цӏа
353,Last::N,ciężar,бакӏлъи
354,Last::N,brzemię,бакӏлъи
355,Gang::N,chód,хьвади
356,Gang::N,chód,хьвада-чӏвади
357,Schritt::N,krok,гали
358,Norden::N,północ,шимал
359,Süden::N,południe,юг
360,Süden::N,południe,къибла
361,Westen::N,zachód,гъарб
362,Westen::N,zachód,магъриб
363,Osten::N,wschód,шаркъ
364,Osten::N,wschód,машрикъ
365,Holz::N,drzewo,цӏул
366,Brett::N,deska,хъарщи
367,Platte::N,płyta,къоно
368,Stütze::N,podpora,
369,Stange::N,drąg,гӏер
370,Stange::N,żerdź,гӏер
371,Stock::N,kij,тӏил
372,Stock::N,laska,тӏил
373,Stab::N,pręt,гӏер
374,Rohr::N,rura,турба
375,Haus::N,dom,ригь
376,Haus::N,dom,рукъзал
377,Heim::N,dom,рукъ
378,Ofen::N,piec,печь
379,Fußboden::N,podłoga,чӏабар
380,Tisch::N,stół,стол
381,Stuhl::N,krzesło,бакӏу
382,Wiege::N,kołyska,кини
383,Bett::N,łóżko,кровать
384,Bett::N,pościel,кровать
385,Regal::N,regał,хъарщи
386,Kiste::N,skrzynia,ящик
387,Kiste::N,skrzynia,тӏалагъуд
388,Fenster::N,okno,гордо
389,Tür::N,drzwi,нуцӏа
390,Tor::N,brama,каву
391,Zaun::N,płot,раци
392,Zaun::N,parkan,раци
393,Dach::N,dach,тӏох
394,Leiter::N,drabina,мали
395,Besen::N,miotła,жул
396,Spaten::N,rydel,бел
397,Schaufel::N,łopata,раххан
398,Gabel::N,widelec,гӏучӏ
399,Löffel::N,łyżka,гъуд
400,Messer::N,nóż,нус
401,Nagel::N,gwóźdź,магӏ
402,Netz::N,sieć,гьин
403,Haken::N,hak,гъанцӏа
404,Griff::N,chwyt,гӏоркь
405,Schloss::N,zamek,кӏулал
406,Bild::N,obraz,сурат
407,Figur::N,figura,
408,Puppe::N,lalka,нани
409,Beutel::N,torba,таргьа
410,Bündel::N,wiązka,къай
411,Tasche::N,torba,сумка
412,Tasche::N,torba,къвачӏа
413,Eimer::N,kubeł,ведро
414,Eimer::N,wiadro,ведро
415,Deckel::N,przykrywka,тӏалъел
416,Deckel::N,przykrywka,дадитӏалъел
417,Geschirr::N,statki,цӏарагӏ
418,Geschirr::N,naczynia,цӏарагӏ
419,Sack::N,worek,хъап
420,Sack::N,worek,къандалъо
421,Tasse::N,filiżanka,чашка
422,Topf::N,garnek,хьаг
423,Kessel::N,kocioł,хьаг
424,Kessel::N,kocioł,гереги
425,Essen::N,jedzenie,тӏагӏам
426,Nahrung::N,pokarm,квен
427,Nahrung::N,pożywienie,квен
428,Speise::N,potrawa,квен
429,Speise::N,jedzenie,квен
430,Fleisch::N,mięso,гьан
431,Getreide::N,zboże,бугӏа-ролъ
432,Getreide::N,zboże,могьолабл_культураби
433,Brei::N,kasza,карщ
434,Brot::N,chleb,чед
435,Scheibe::N,kromka,мочӏу
436,Fett::N,tłuszcz,беэнлъи
437,Butter::N,masło,нах
438,Öl::N,olej,нах
439,Salz::N,sól,цӏам
440,Suppe::N,zupa,чурпа
441,Honig::N,miód,гьоцӏо
442,Milch::N,mleko,рахь
443,Tee::N,herbata,чай
444,Leder::N,skóra,тӏом
445,Wolle::N,wełna,квас
446,Stoff::N,tkanina,ххам
447,Stoff::N,materiał,ххам
448,Nadel::N,igła,рокӏкӏен
449,Faden::N,nić,кун
450,Faden::N,nitka,кун
451,Knopf::N,guzik,маргъал
452,Knoten::N,węzeł,гарацӏ
453,Farbe::N,farba,релъен
454,Kleidung::N,odzież,ретӏел
455,Hemd::N,koszula,гурде
456,Kragen::N,kołnierz,габур
457,Ärmel::N,rękaw,къвал
458,Hose::N,spodnie,тӏажу
459,Gürtel::N,pasek,рачел
460,Mütze::N,czapka,тӏагъур
461,Schuh::N,but,
462,Schuh::N,bucik,
463,Stiefel::N,but,этек
464,Stiefel::N,but,чакма
465,Stiefel::N,kozak,этек
466,Stiefel::N,kozak,чакма
467,Ring::N,pierścień,баргъич
468,Band::N,wstęga,лента
469,Kamm::N,grzebień,гьоркьо
470,Spiegel::N,lustro,матӏу
471,Riemen::N,rzemień,рижу
472,Schnur::N,sznur,
473,Leine::N,smycz,
474,Decke::N,kołdra,одея́ло
475,Kissen::N,poduszka,къандалъо
476,Tuch::N,chustka,квархьи
477,Handtuch::N,ręcznik,беркӏалрацӏцӏ
478,Kraft::N,moc,гуч
479,Kraft::N,moc,къуват
480,Kraft::N,siła,гуч
481,Kraft::N,siła,къуват
482,Stärke::N,moc,хӏалкӏвей
483,Stärke::N,siła,хӏалкӏвей
484,Gesundheit::N,zdrowie,сахлъи́
485,Krankheit::N,choroba,унти
486,Krankheit::N,choroba,щокълъи
487,Schmerz::N,ból,унти
488,Wunde::N,rana,ругъун
489,Fieber::N,gorączka,цӏа-кан
490,Arznei::N,lekarstwo,дару
491,Brücke::N,most,кьо
492,Brunnen::N,studnia,гъуй
493,Weide::N,pastwisko,рицӏцӏ
494,Weide::N,pastwisko,лъичӏирма
495,Weide::N,pastwisko,гӏурдаллъи
496,Weide::N,pastwisko,ри́цӏигъветӏ
497,Weide::N,pastwisko,рицӏцӏигъветӏ
498,Pfad::N,ścieżka,сухъмахъ
499,Weg::N,droga,нух
500,Straße::N,ulica,нух
501,Dorf::N,wieś,росу
502,Stadt::N,miasto,шагьар
503,Brief::N,list,кагъат
504,Brief::N,list,рисалат
505,Buch::N,książka,тӏехь
506,Buchstabe::N,litera,хӏарп
507,Zeitung::N,gazeta,газет
508,Zeitung::N,dziennik,газет
509,Leben::N,życie,яшав
510,Tod::N,śmierć,хвел
511,Grab::N,grób,хоб
512,Kirche::N,kościół,килиса
513,Sünde::N,grzech,хӏакъ
514,Sünde::N,grzech,мунагь
515,Gott::N,bóg,бичас
516,Gott::N,bóg,аллагь
517,Arbeiter::N,robotnik,хӏалтӏухъан
518,Chef::N,szef,хӏаким
519,Chef::N,szef,начальник
520,Meister::N,mistrz,устар
521,Meister::N,mistrz,мастер
522,Meister::N,mistrz,махщалилав
523,Meister::N,majster,устар
524,Meister::N,majster,мастер
525,Meister::N,majster,махщалилав
526,Arzt::N,lekarz,жайрахӏ
527,Lehrer::N,nauczyciel,мугӏалим
528,Geld::N,pieniądze,гӏарац
529,Geschäft::N,sprawa,
530,Geschäft::N,interes,
531,Laden::N,sklep,тукен
532,Preis::N,cena,багьа
533,Ware::N,towar,къайи
534,Nutzen::N,pożytek,мунпагӏат
535,Reichtum::N,bogactwo,бечелъи
536,Welt::N,świat,дуниял
537,Land::N,kraj,улка
538,Land::N,kraj,икълим
539,Staat::N,państwo,пачалихъ
540,König::N,król,пача
541,König::N,król,малик
542,König::N,król,къирал
543,König::N,król,падишагь
544,Macht::N,władza,кверщел
545,Grenze::N,granica,гӏорхъи
546,Krieg::N,wojna,рагъ
547,Feind::N,wróg,тушман
548,Gewalt::N,władza,зулму
549,Kampf::N,bój,къеркьей
550,Kampf::N,walka,къеркьей
551,Bogen[Waffe]::N,łuk,газаргъо
552,Pfeil::N,strzała,чӏор
553,Gewehr::N,karabin,туманкӏ
554,Fehler::N,błąd,гъалатӏ
555,Lüge::N,kłamstwo,гьереси
556,Schaden::N,szkoda,зиян
557,Schaden::N,szkoda,зарал
558,Unglück::N,nieszczęście,балагь
559,Schuld::N,wina,гӏайиб
560,Alter::N,wiek,гӏумру
561,Schluss::N,koniec,ахир
562,Schluss::N,zakończenie,ахир
563,Zeit::N,czas,заман
564,Tag::N,dzień,къо
565,Morgen::N,ranek,радалмех
566,Morgen::N,poranek,радалмех
567,Mittag::N,południe,къадемех
568,Abend::N,wieczór,релъедамех
569,Nacht::N,noc,сордо
570,Woche::N,tydzień,анкь
571,Monat::N,miesiąc,моцӏ
572,Jahr::N,rok,сон
573,Jahr::N,rok,лъагӏел
574,Frühling::N,wiosna,их
575,Sommer::N,lato,рии
576,Herbst::N,jesień,хасалихълъи
577,Winter::N,zima,кьин
578,Januar::N,styczeń,январь
579,Februar::N,luty,февра́ль
580,März::N,marzec,март
581,April::N,kwiecień,апрель
582,Mai::N,maj,май
583,Juni::N,czerwiec,июнь
584,Juli::N,lipiec,июль
585,August::N,sierpień,август
586,September::N,wrzesień,сентябрь
587,Oktober::N,październik,октябрь
588,November::N,listopad,ноябрь
589,Dezember::N,grudzień,декабрь
590,Montag::N,poniedziałek,итни
591,Dienstag::N,wtorek,талат
592,Mittwoch::N,środa,арбагӏ
593,Donnerstag::N,czwartek,хамиз
594,Freitag::N,piątek,рузман
595,Samstag::N,sobota,щамат
596,Sonntag::N,niedziela,гьатӏан
597,groß::A,duży,кӏудияб
598,groß::A,wielki,кӏудияб
599,klein::A,mały,гьитӏинаб
600,lang::A,długi,халатаб
601,kurz::A,krótki,къокъаб
602,breit::A,szeroki,гӏебаб
603,schmal::A,wąski,къваридаб
604,dicht::A,gęsty,ризаб
605,dick[Gegenstand]::A,gruby,бицатаб
606,dünn::A,cienki,тӏеренаб
607,fein::A,drobny,тӏеренаб
608,fest::A,mocny,къвакӏараб
609,fest::A,twardy,къвакӏараб
610,flach::A,płaski,чӏепараб
611,glatt::A,gładki,цӏвакараб
612,hart::A,twardy,кьварараб
613,weich::A,miękki,тамахаб
614,rund::A,okrągły,гургинаб
615,spitz::A,spiczasty,бегӏераб
616,scharf::A,ostry,рекӏараб
617,stumpf::A,tępy,тӏехӏараб
618,stumpf::A,tępy,рекӏинчӏеб
619,schwer::A,ciężki,бакӏаб
620,schön::A,ładny,берцинаб
621,schön::A,piękny,берцинаб
622,heiß::A,gorący,лагьараб
623,warm::A,ciepły,хинаб
624,kalt::A,zimny,квачараб
625,kühl::A,chłodny,квачараб
626,frisch::A,świeży,цӏияб
627,feucht::A,wilgotny,рагьараб
628,nass::A,mokry,би́ччараб
629,trocken::A,suchy,бакъвараб
630,voll::A,pełny,
631,leer::A,pusty,чӏобогояб
632,leer::A,próżny,чӏобогояб
633,offen::A,otwarty,рагьараб
634,geschlossen::A,zamknięty,рахараб-къараб
635,sauber::A,czysty,бацӏцӏадаб
636,schmutzig::A,brudny,гъизараб
637,roh::A,surowy,хамаб
638,roh::A,surowy,гӏатӏгояб
639,reif::A,dojrzały,барщараб
640,lecker::A,smaczny,тӏагӏамаб
641,süß::A,słodki,гьуинаб
642,bitter::A,gorzki,кьогӏаб
643,sauer::A,kwaśny,цӏекӏаб
644,hell::A,jasny,канаб
645,dunkel::A,ciemny,бецӏаб
646,schwarz::A,czarny,чӏегӏераб
647,weiß::A,biały,хъахӏаб
648,rot::A,czerwony,багӏараб
649,gelb::A,żółty,гӏобилаб
650,gelb::A,żółty,тӏогьилаб
651,blau::A,błękitny,хъахӏилаб
652,blau::A,niebieski,хъахӏилаб
653,grün::A,zielony,гӏурччинаб
654,grau::A,szary,накӏкӏуяб
655,bunt::A,barwny,къвекӏаб
656,bunt::A,barwny,чара-гъараб
657,billig::A,tani,учузаб
658,teuer::A,drogi,хири́яб
659,wertvoll::A,cenny,къиматаб
660,blind::A,ślepy,беццаб
661,taub::A,głuchy,гъугъаб
662,kräftig::A,mocny,гучаб
663,stark::A,silny,къуватаб
664,schwach::A,słaby,гӏажизаб
665,fett::A,tłusty,кьарияб
666,schlank::A,smukły,чергесаб
667,hübsch::A,ładny,гьайбатаб
668,böse::A,zły,ракӏквешаб
669,dumm::A,głupi,гьагаб
670,dumm::A,głupi,гӏантаб
671,faul::A,leniwy,кӏохӏалаб
672,faul::A,leniwy,кӏухӏа́лаб
673,fleißig::A,pilny,хӏаракатаб
674,geizig::A,skąpy,къарумаб
675,klug::A,mądry,лумияб
676,geschickt::A,zręczny,махщел бугев
677,lieb::A,miły,гӏазизаб
678,lustig::A,wesoły,кепаб
679,sanft::A,łagodny,хӏалимаб
680,sanft::A,łagodny,хӏере́наб
681,hungrig::A,głodny,бакъараб
682,krank::A,chory,щокъаб
683,krank::A,chory,унтараб
684,nackt::A,nagi,гӏицӏаб
685,nackt::A,nagi,чӏанкӏараб
686,traurig::A,smutny,пашманаб
687,lebendig::A,żywy,чӏагояб
688,gut::A,dobry,лъикӏаб
689,schlecht::A,zły,къадараб
690,richtig::A,słuszny,битӏараб
691,richtig::A,właściwy,битӏараб
692,schlimm::A,zły,нажасаб
693,schlimm::A,zły,къабихӏаб
694,wahr::A,prawdziwy,хӏакъаб
695,wahr::A,prawdziwy,битӏараб
696,alt::A,stary,басрияб
697,neu::A,nowy,цӏияб
698,ehemalig::A,były,цебе́госеб
699,alt[Lebewesen]::A,stary,хераб
700,jung::A,młody,тӏинчӏаб
701,jung::A,młody,гӏолохъанаб
702,arm::A,ubogi,пакъираб
703,arm::A,biedny,пакъираб
704,reich::A,bogaty,бечедаб
705,bekannt::A,znany,лъалеб
706,berühmt::A,słynny,машгьураб
707,fremd::A,obcy,чияр
708,fremd::A,cudzy,чияр
709,verschieden::A,różny,батӏи-батӏияб
710,nah::A,bliski,гӏагарда бугеб
711,fern::A,daleki,рикӏкӏадаб
712,linker::A,lewy,квегӏаб
713,rechter::A,prawy,кваранаб
714,anderer::A,inny,батӏияб
715,erster::A,pierwszy,тӏоцебесеб
716,zweiter::A,drugi,кӏиабилеб
717,dritter::A,trzeci,лъабабилеб
718,letzter::A,ostatni,ахирисеб
719,allein::ADV,sam,ялгъузго
720,auf einmal::ADV,naraz,цихӏинтӏаго
721,zusammen::ADV,razem,цойида
722,lange::ADV,długo,
723,plötzlich::ADV,nagle,цойидасанго
724,sofort::ADV,natychmiast,гьебсагӏат
725,später::ADV,później,
726,jetzt::ADV,teraz,гьанже
727,jetzt::ADV,obecnie,гьанже
728,heute::ADV,dziś,жакъа
729,heute::ADV,dzisiaj,жакъа
730,morgen::ADV,jutro,метер
731,bald::ADV,wkrótce,гьабсагӏаталъ
732,dann::ADV,potem,цинги
733,gestern::ADV,wczoraj,сон
734,einst::ADV,kiedyś,цин
735,einst::ADV,niegdyś,цин
736,damals::ADV,wtedy,гьебмехалъ
737,damals::ADV,wtedy,гьебмехалда
738,damals::ADV,wówczas,гьебмехалъ
739,damals::ADV,wówczas,гьебмехалда
740,danach::ADV,następnie,цинги
741,danach::ADV,następnie,хадуса
742,vorher::ADV,przedtem,цебе
743,zuerst::ADV,naprzód,тӏоцебе
744,zuerst::ADV,najpierw,тӏоцебе
745,einmal::ADV,raz,цинцӏул
746,einmal::ADV,raz,цихӏин
747,einmal::ADV,raz,цоцӏул
748,manchmal::ADV,czasem,олоцӏул
749,oft::ADV,często,гӏемерго
750,immer::ADV,zawsze,кидаго
751,niemals::ADV,nigdy,киданиги
752,hier::ADV,tu,аниб
753,hier::ADV,tutaj,аниб
754,hierhin::ADV,tu,анибехун
755,von hier::ADV,stąd,гьаниса
756,dort::ADV,tam,гьениб
