,Concept_ID,myv,pl
83,Funke::N,сятко,iskra
84,Feuer::N,тол,ogień
85,Licht::N,валдо,światło
86,Schatten::N,сулей,cień
87,Schatten::N,сулейкс,cień
88,Wetter::N,ушо,pogoda
89,Nebel::N,сув,mgła
90,Wolke::N,пель,obłok
91,Wolke::N,пель,chmura
92,Regen::N,пиземс,deszcz
93,Schnee::N,лов,śnieg
94,Eis::N,эй,lód
95,Frost::N,кельме,mróz
96,Kälte::N,якшамо,chłód
97,Hitze::N,пси,gorąco
98,Raureif::N,лекш,szron
99,Regenbogen::N,пурьгинечирьке,tęcza
100,Regenbogen::N,пурьгинеёнкс,tęcza
101,Donner::N,пурьгине,grzmot
102,Strömung::N,чудема,nurt
103,Strömung::N,чудевкс,nurt
104,Tropfen::N,петнявкс,kropla
105,Schaum::N,чов,piana
106,Schmutz::N,рудаз,brud
107,See::N,эрьке,jezioro
108,Sumpf::N,чей,bagno
109,Moor::N,чей,bagno
110,Wiese::N,луга,łąka
111,Wald::N,вирь,las
112,Hügel::N,губорь,pagórek
113,Hügel::N,пандыне,pagórek
114,Anhöhe::N,губорь,wzgórze
115,Anhöhe::N,пандыне,wzgórze
116,Berg::N,пандо,góra
117,Gipfel::N,пря,szczyt
118,Gipfel::N,пря,wierzchołek
119,Höhle::N,пещера,pieczara
120,Abhang::N,пандочама,stok
121,Abhang::N,пандочама,zbocze
122,Quelle::N,ушодкс,zdrój
123,Quelle::N,ушодкс,źródło
124,Bach::N,чудикерькс,potok
125,Bach::N,чудикерькс,strumień
126,Fluss::N,лей,rzeka
127,Ufer::N,чире,brzeg
128,Küste::N,лейчире,wybrzeże
129,Festland::N,мода,ląd
130,Meer::N,моря,morze
131,Bucht::N,усия,zatoka
132,Insel::N,усия,wyspa
133,Blume::N,цеця,kwiat
134,Gras::N,тикше,trawa
135,Wurzel::N,юр,korzeń
136,Wurzel::N,ундокс,korzeń
137,Baum::N,чувто,drzewo
138,Stamm::N,рунго,pień
139,Rinde::N,суд,kora
140,Rinde::N,керь,kora
141,Ast::N,морго,gałąź
142,Zweig::N,тарад,gałąź
143,Blatt::N,лопа,liść
144,Birke::N,килей,brzoza
145,Kiefer[Baum]::N,пиче,sosna
146,Weide[Baum]::N,каль,wierzba
147,Tanne::N,куз,jodła
148,Horn::N,сюро,róg
149,Feder::N,толга,pióro
150,Fell::N,пона,futro
151,Flügel::N,сёлмо,skrzydło
152,Klaue::N,кенже,szpon
153,Kralle::N,кенже,pazur
154,Schwanz::N,пуло,ogon
155,Ei::N,ал,jajko
156,Nest::N,пизэ,gniazdo
157,Bau::N,варя,nora
158,Bau::N,пизе,nora
159,Tier::N,ракша,zwierzę
160,Herde::N,стада,stado
161,Herde::N,стада,trzoda
162,Kuh::N,скал,krowa
163,Bulle::N,бука,byk
164,Pferd::N,лишме,koń
165,Schaf::N,реве,owca
166,Schwein::N,туво,świnia
167,Hund::N,пине,pies
168,Hund::N,киска,pies
169,Katze::N,псака,kot
170,Katze::N,псака,kotka
171,Bär::N,овто,niedźwiedż
172,Eichhörnchen::N,ур,wiewiórka
173,Elch::N,сярдо,łóś
174,Fuchs::N,ривезь,lis
175,Hase::N,нумоло,zając
176,Maus::N,чеерь,mysz
177,Wolf::N,верьгиз,wilk
178,Vogel::N,нармунь,ptak
179,Schwarm::N,полк,stado
180,Schwarm::N,стада,stado
181,Huhn::N,сараз,kura
182,Hahn::N,атякш,kogut
183,Gans::N,гала,gęś
184,Gans::N,мацей,gęś
185,Adler::N,куцькан,orzeł
186,Adler::N,тумоатякш,orzeł
187,Ente::N,яксярго,kaczka
188,Eule::N,корж,sowa
189,Kranich::N,карго,żuraw
190,Krähe::N,варака,wrona
191,Kuckuck::N,куко,kukułka
192,Schwan::N,локсей,łabędż
193,Fisch::N,кал,ryba
194,Barsch::N,окунь,okoń
195,Hecht::N,щука,szczupak
196,Schlange[Tier]::N,гуй,wąż
197,Schlange[Tier]::N,гуй,żmija
198,Wurm::N,сукс,robak
199,Spinne::N,шанжав,pająk
200,Ameise::N,коткудав,mrówka
201,Laus::N,сий,wesz
202,Mücke::N,сеське,komar
203,Fliege::N,карво,mucha
204,Schmetterling::N,нимиляв,motyl
205,Beere::N,умарь,jagoda
206,Apfel::N,умарь,jabłko
207,Pilz::N,панго,grzyb
208,Zwiebel::N,чурька,cebula
209,Saat::N,видьметь,siew
210,Korn::N,сюро,ziarno
211,Heu::N,тикше,siano
212,Schale::N,кедь,łupina
213,Schale::N,ваткавкс,łupina
214,Grube::N,латко,dół
215,Grube::N,латко,jama
216,Falle::N,тувор,pułapka
217,Falle::N,кундамка,pułapka
218,Schlinge::N,килькш,sidła
219,Spur::N,челькс,ślad
220,Spur::N,пильгеки,ślad
221,Asche::N,кулов,popiół
222,Dreck::N,рудаз,brud
223,Eisen::N,кшни,żelazo
224,Gold::N,сырне,złoto
225,Silber::N,сия,srebro
226,Kohle::N,сэдь,węgiel
227,Kohle::N,уголия,węgiel
228,Glas::N,сулика,szkło
229,Lehm::N,сёвонь,glina
230,Sand::N,човар,piasek
231,Mensch::N,ломань,człowiek
232,Mann::N,аля,mężczyzna
233,Mann::N,цёраломань,mężczyzna
234,Frau::N,ава,kobieta
235,Kind::N,эйкакш,dziecko
236,Junge::N,цёрыне,chłopak
237,Junge::N,цёрыне,chłopiec
238,Mädchen::N,тейтерне,dziewczynka
239,Familie::N,семия,rodzina
240,Großvater::N,покштя,dziadek
241,Großmutter::N,баба,babka
242,Eltern::N,тетят-ават,rodzice
243,Vater::N,тетя,ojciec
244,Mutter::N,ава,matka
245,Sohn::N,цёра,syn
246,Tochter::N,тейтерь,córka
247,Bruder::N,леля,brat
248,Bruder::N,ялакс,brat
249,Schwester::N,сазор,siostra
250,Onkel::N,леля,wuj
251,Onkel::N,леля,stryj
252,Tante::N,патя,ciotka
253,Ehemann::N,мирде,mąż
254,Ehefrau::N,ни,żona
255,Freude::N,кеняркс,radość
256,Gelächter::N,ракамо,śmiech
257,Gelächter::N,пейдема,śmiech
258,Glück::N,уцяска,szczęście
259,Kummer::N,рискс,zmartwienie
260,Kummer::N,мелявкс,zmartwienie
261,Wunsch::N,мель,życzenie
262,Wunsch::N,бажамо,życzenie
263,Lust::N,бажамо,chęć
264,Lust::N,бажамо,ochota
265,Geist::N,ойме,duch
266,Gedanke::N,мель,myśl
267,Gedächtnis::N,мель,pamięć
268,Verstand::N,прев,rozum
269,Sinn::N,толк,zmysł
270,Sinn::N,смысла,zmysł
271,Grund::N,тувтал,powód
272,Wahrheit::N,видечи,prawda
273,Gespräch::N,кортнема,rozmowa
274,Märchen::N,ёвкс,bajka
275,Erzählung::N,ёвтнема,opowiadanie
276,Nachricht::N,куля,wiadomość
277,Neuigkeit::N,куля,nowina
278,Name::N,лем,imię
279,Rätsel::N,содамоёвкс,zagadka
280,Rede::N,кортамо,mowa
281,Sprache::N,кель,język
282,Stimme::N,ваигель,głos
283,Wort::N,вал,słowo
284,Zeichen::N,теште,znak
285,Ruf::N,тердема,wołanie
286,Lärm::N,шалнома,hałas
287,Lärm::N,шалнома,zgiełk
288,Laut::N,вайгель,dźwięk
289,Ton::N,гайнема,ton
290,Ton::N,гайнема,dźwięk
291,Lied::N,моро,pieśń
292,Lied::N,моро,piosenka
293,Ruhe::N,оймамо,spokój
294,Leute::N,ломанть,ludzie
295,Volk::N,народ,naród
296,Arbeit::N,тев,praca
297,Arbeit::N,тев,robota
298,Gast::N,инже,gość
299,Geschenk::N,казне,prezent
300,Geschenk::N,казне,podarunek
301,Spiel::N,налксема,gra
302,Spiel::N,налксема,zabawa
303,Gesellschaft::N,община,towarzystwo
304,Hilfe::N,лездамо,pomoc
305,Freund::N,оя,przyjaciel
306,Freund::N,ялга,przyjaciel
307,Kamerad::N,оя,kolega
308,Kamerad::N,ялга,kolega
309,Angelegenheit::N,тев,sprawa
310,Anzahl::N,ламоксчи,ilość
311,Art::N,вид,rodzaj
312,Stück::N,пакш,kawałek
313,Stück::N,пелькс,kawałek
314,Teil::N,часть,część
315,Teil::N,пелькс,część
316,Hälfte::N,пель,połowa
317,Hälfte::N,пелькс,połowa
318,Kreis::N,кирькс,krąg
319,Kreuz::N,крёст,krzyż
320,Linie::N,кикс,linia
321,Strich::N,межа,kreska
322,Abstand::N,ютко,odstęp
323,Entfernung::N,ютко,odległość
324,Gegend::N,тарка,okolica
325,Gegend::N,пертьпелькс,okolica
326,Platz::N,васолкс,miejsce
327,Ort::N,тарка,miejsce
328,Seite::N,ён,bok
329,Seite::N,ён,strona
330,Seite::N,чире,bok
331,Seite::N,чире,strona
332,Mitte::N,куншка,środek
333,Gegenstand::N,предмет,przedmiot
334,Sache::N,тев,rzecz
335,Sache::N,веща,rzecz
336,Rand::N,пе,skraj
337,Rand::N,пе,krawędź
338,Rand::N,чире,skraj
339,Rand::N,чире,krawędź
340,Kante::N,ирдез,kant
341,Kante::N,ирдез,krawędź
342,Ecke::N,ужо,róg
343,Spitze::N,пряне,ostrze
344,Spitze::N,пе,ostrze
345,Ende::N,пе,koniec
346,Loch::N,варя,dziura
347,Winkel::N,ужо,kąt
348,Winkel::N,ужо,kącik
349,Muster::N,сёрма,wzór
350,Größe::N,сэрь,rozmiar
351,Größe::N,сэрь,wielkość
352,Größe::N,покшолма,rozmiar
353,Größe::N,покшолма,wielkość
354,Länge::N,кувалмо,długość
355,Höhe::N,сэрь,wysokość
356,Höhe::N,пандо,wysokość
357,Gewicht::N,сталмо,ciężar
358,Menge::N,лововкс,ilość
359,Haufen::N,мар,kupa
360,Haufen::N,валявкс,kupa
361,Reihe::N,ряд,rząd
362,Reihe::N,ряд,szereg
363,Boot::N,венч,łódź
364,Boot::N,венч,łódka
365,Ruder::N,милё,wiosło
366,Schlitten::N,нурдт,sanki
367,Ski::N,сокс,narta
368,Lagerfeuer::N,толбандя,ognisko
369,Last::N,сталмо,ciężar
370,Last::N,сталмо,brzemię
371,Last::N,кандома,ciężar
372,Last::N,кандома,brzemię
373,Gang::N,молема,chód
374,Gang::N,якамо,chód
375,Schritt::N,эскелькс,krok
376,Norden::N,якшамо ёнкс,północ
377,Süden::N,лембе ёнкс,południe
378,Westen::N,чивалгома,zachód
379,Osten::N,чилисема,wschód
380,Holz::N,чувто,drzewo
381,Brett::N,лаз,deska
382,Platte::N,плита,płyta
383,Stütze::N,неже,podpora
384,Stange::N,олга,drąg
385,Stange::N,олга,żerdź
386,Stock::N,мандо,kij
387,Stock::N,мандо,laska
388,Stab::N,олога,pręt
389,Rohr::N,турба,rura
390,Haus::N,кудо,dom
391,Heim::N,кудо,dom
392,Ofen::N,каштомо,piec
393,Fußboden::N,киякс,podłoga
394,Tisch::N,столь,stół
395,Stuhl::N,стул,krzesło
396,Wiege::N,лавсь,kołyska
397,Wiege::N,нурямот,kołyska
398,Bett::N,ацамо,łóżko
399,Bett::N,ацамо,pościel
400,Regal::N,лався,regał
401,Regal::N,лавсяланго,regał
402,Kiste::N,горобия,skrzynia
403,Kiste::N,сундук,skrzynia
404,Fenster::N,вальма,okno
405,Tür::N,кенкш,drzwi
406,Tor::N,ортат,brama
407,Zaun::N,пирявт,płot
408,Zaun::N,пирявт,parkan
409,Zaun::N,пирвякс,płot
410,Zaun::N,пирвякс,parkan
411,Dach::N,кудопря,dach
412,Leiter::N,кузтема,drabina
413,Besen::N,тенсть,miotła
414,Spaten::N,койме,rydel
415,Schaufel::N,кече,łopata
416,Schaufel::N,келей койме,łopata
417,Gabel::N,сянгине,widelec
418,Löffel::N,пенч,łyżka
419,Messer::N,пеель,nóż
420,Nagel::N,эске,gwóźdź
421,Netz::N,алтыма,sieć
422,Haken::N,кечказ,hak
423,Griff::N,кедне,chwyt
424,Schloss::N,замок,zamek
425,Schloss::N,панжома,zamek
426,Bild::N,картина,obraz
427,Figur::N,рунго,figura
428,Puppe::N,няка,lalka
429,Beutel::N,кескав,torba
430,Bündel::N,керькс,wiązka
431,Tasche::N,юдма,torba
432,Eimer::N,ведра,kubeł
433,Eimer::N,ведра,wiadro
434,Deckel::N,велькс,przykrywka
435,Geschirr::N,кедьге,statki
436,Geschirr::N,кедьге,naczynia
437,Sack::N,кескав,worek
438,Tasse::N,чакш,filiżanka
439,Topf::N,кастрюля,garnek
440,Kessel::N,котёл,kocioł
441,Essen::N,ярсамо,jedzenie
442,Nahrung::N,ярсамопель,pokarm
443,Nahrung::N,ярсамопель,pożywienie
444,Speise::N,ярсамопель,potrawa
445,Speise::N,ярсамопель,jedzenie
446,Fleisch::N,сывель,mięso
447,Getreide::N,сюро,zboże
448,Brei::N,каша,kasza
449,Brot::N,кши,chleb
450,Scheibe::N,кочом,kromka
451,Scheibe::N,сускомо,kromka
452,Fett::N,куя,tłuszcz
453,Butter::N,ой,masło
454,Öl::N,ой,olej
455,Salz::N,сал,sól
456,Suppe::N,ям,zupa
457,Honig::N,медь,miód
458,Milch::N,ловсо,mleko
459,Tee::N,чай,herbata
460,Leder::N,киське,skóra
461,Wolle::N,пона,wełna
462,Stoff::N,коцт,tkanina
463,Stoff::N,коцт,materiał
464,Nadel::N,салмукс,igła
465,Faden::N,суре,nić
466,Faden::N,суре,nitka
467,Knopf::N,пов,guzik
468,Knoten::N,сюлмо,węzeł
469,Farbe::N,артомапель,farba
470,Kleidung::N,оршамот,odzież
471,Hemd::N,панар,koszula
472,Kragen::N,сиве,kołnierz
473,Ärmel::N,ожа,rękaw
474,Hose::N,понкст,spodnie
475,Gürtel::N,каркс,pasek
476,Mütze::N,чапка,czapka
477,Schuh::N,туфля,but
478,Schuh::N,туфля,bucik
479,Stiefel::N,кем,but
480,Stiefel::N,кем,kozak
481,Ring::N,суркс,pierścień
482,Band::N,лента,wstęga
483,Kamm::N,сурсеме,grzebień
484,Spiegel::N,чавачамо,lustro
485,Riemen::N,кшнань каркс,rzemień
486,Schnur::N,пикс,sznur
487,Leine::N,ведьме,smycz
488,Decke::N,вельтямо,kołdra
489,Kissen::N,тодов,poduszka
490,Tuch::N,паця,chustka
491,Handtuch::N,нардамо,ręcznik
492,Kraft::N,вий,moc
493,Kraft::N,вий,siła
494,Stärke::N,виевчи,moc
495,Stärke::N,виевчи,siła
496,Gesundheit::N,шумбрачи,zdrowie
497,Krankheit::N,орма,choroba
498,Krankheit::N,сэредема,choroba
499,Schmerz::N,сэредькс,ból
500,Wunde::N,керявкс,rana
501,Fieber::N,маштыкс,gorączka
502,Arznei::N,ормаменькс,lekarstwo
503,Brücke::N,сэдь,most
504,Brücke::N,мадамо,most
505,Brunnen::N,лисьма,studnia
506,Weide::N,ракшань ванома тарка,pastwisko
507,Pfad::N,ян,ścieżka
508,Weg::N,ки,droga
509,Straße::N,ки,ulica
510,Dorf::N,веле,wieś
511,Stadt::N,ош,miasto
512,Brief::N,сёрма,list
513,Buch::N,книга,książka
514,Buchstabe::N,буква,litera
515,Zeitung::N,газета,gazeta
516,Zeitung::N,газета,dziennik
517,Leben::N,эрямо,życie
518,Tod::N,кулома,śmierć
519,Grab::N,калмо,grób
520,Kirche::N,церькова,kościół
521,Sünde::N,чумочи,grzech
522,Gott::N,паз,bóg
523,Arbeiter::N,робочей,robotnik
524,Chef::N,прявт,szef
525,Meister::N,кол тевень тенця,mistrz
526,Meister::N,кол тевень тенця,majster
527,Arzt::N,врач,lekarz
528,Lehrer::N,учитель,nauczyciel
529,Lehrer::N,тонавтыця,nauczyciel
530,Geld::N,ярмак,pieniądze
531,Geschäft::N,ладязь тев,sprawa
532,Geschäft::N,ладязь тев,interes
533,Laden::N,лавка,sklep
534,Preis::N,питне,cena
535,Ware::N,миевкс,towar
536,Ware::N,рамавкс,towar
537,Nutzen::N,паро,pożytek
538,Nutzen::N,лезэ,pożytek
539,Reichtum::N,сюпавчи,bogactwo
540,Welt::N,мир,świat
541,Welt::N,мастор ланго,świat
542,Land::N,мастор,kraj
543,Staat::N,государства,państwo
544,König::N,король,król
545,Macht::N,азорксчи,władza
546,Grenze::N,буен тешкс,granica
547,Krieg::N,война,wojna
548,Feind::N,душман,wróg
549,Gewalt::N,нарьгамо,władza
550,Kampf::N,тюрема,bój
551,Kampf::N,тюрема,walka
552,Bogen[Waffe]::N,нал,łuk
553,Pfeil::N,нал,strzała
554,Gewehr::N,ружия,karabin
555,Gewehr::N,винтовка,karabin
556,Fehler::N,ильведькс,błąd
557,Fehler::N,ильведевкс,błąd
558,Lüge::N,манчема,kłamstwo
559,Lüge::N,кенгелема,kłamstwo
560,Schaden::N,зыян,szkoda
561,Unglück::N,зыян,nieszczęście
562,Schuld::N,чумочи,wina
563,Alter::N,шка,wiek
564,Schluss::N,пе,koniec
565,Schluss::N,пе,zakończenie
566,Zeit::N,шка,czas
567,Zeit::N,пинге,czas
568,Tag::N,чи,dzień
569,Morgen::N,валске,ranek
570,Morgen::N,валске,poranek
571,Mittag::N,чикуншка,południe
572,Abend::N,чокшнэ,wieczór
573,Nacht::N,ве,noc
574,Woche::N,недля,tydzień
575,Monat::N,ков,miesiąc
576,Jahr::N,ие,rok
577,Frühling::N,тундо,wiosna
578,Sommer::N,кизэ,lato
579,Herbst::N,сёксь,jesień
580,Winter::N,теле,zima
581,Januar::N,якшамков,styczeń
582,Februar::N,февраль,luty
583,März::N,март,marzec
584,April::N,апрель,kwiecień
585,Mai::N,май,maj
586,Juni::N,июнь,czerwiec
587,Juli::N,июль,lipiec
588,August::N,август,sierpień
589,September::N,сентября,wrzesień
590,Oktober::N,октября,październik
591,November::N,ноября,listopad
592,Dezember::N,декабря,grudzień
593,Montag::N,пондельник,poniedziałek
594,Dienstag::N,овторник,wtorek
595,Mittwoch::N,серёда,środa
596,Donnerstag::N,цетьверьг,czwartek
597,Freitag::N,пеця,piątek
598,Samstag::N,субута,sobota
599,Samstag::N,шлямочи,sobota
600,Sonntag::N,недлячи,niedziela
601,groß::A,ине,duży
602,groß::A,ине,wielki
603,groß::A,покш,duży
604,groß::A,покш,wielki
605,klein::A,вишка,mały
606,lang::A,кувака,długi
607,kurz::A,нурькине,krótki
608,breit::A,келей,szeroki
609,schmal::A,теине,wąski
610,dicht::A,тусто,gęsty
611,dick[Gegenstand]::A,эчке,gruby
612,dünn::A,човине,cienki
613,fein::A,човине,drobny
614,fest::A,кеме,mocny
615,fest::A,кеме,twardy
616,flach::A,лапужа,płaski
617,glatt::A,валаня,gładki
618,hart::A,калгодо,twardy
619,weich::A,чевте,miękki
620,rund::A,кеверь,okrągły
621,spitz::A,пшти,spiczasty
622,scharf::A,пшти,ostry
623,stumpf::A,ношка,tępy
624,schwer::A,стака,ciężki
625,schön::A,мазый,ładny
626,schön::A,мазый,piękny
627,heiß::A,пси,gorący
628,warm::A,лембе,ciepły
629,kalt::A,якшамо,zimny
630,kühl::A,экше,chłodny
631,frisch::A,свежа,świeży
632,feucht::A,летьке,wilgotny
633,nass::A,начко,mokry
634,trocken::A,коське,suchy
635,voll::A,пешксе,pełny
636,leer::A,чаво,pusty
637,leer::A,чаво,próżny
638,offen::A,панжадо,otwarty
639,offen::A,виде,otwarty
640,geschlossen::A,пекстазь,zamknięty
641,geschlossen::A,сёлгозь,zamknięty
642,sauber::A,ванькс,czysty
643,schmutzig::A,ливезев,brudny
644,roh::A,верек,surowy
645,reif::A,кенерезь,dojrzały
646,lecker::A,тантей,smaczny
647,süß::A,ламбамо,słodki
648,bitter::A,сэпей,gorzki
649,sauer::A,чапамо,kwaśny
650,hell::A,валдо,jasny
651,dunkel::A,чопода,ciemny
652,schwarz::A,раужо,czarny
653,weiß::A,ашо,biały
654,rot::A,якстере,czerwony
655,gelb::A,ожо,żółty
656,blau::A,сэнь,błękitny
657,blau::A,сэнь,niebieski
658,grün::A,пиже,zielony
659,grau::A,шержев,szary
660,bunt::A,сёрмав,barwny
661,billig::A,аволь питней,tani
662,teuer::A,питней,drogi
663,wertvoll::A,питней,cenny
664,blind::A,сокор,ślepy
665,taub::A,амариця,głuchy
666,kräftig::A,пек виев,mocny
667,stark::A,виев,silny
668,schwach::A,лавшо,słaby
669,fett::A,куя,tłusty
670,schlank::A,виде ронга,smukły
671,hübsch::A,мазый,ładny
672,böse::A,кежей,zły
673,dumm::A,чавола,głupi
674,dumm::A,превтеме,głupi
675,faul::A,нузякс,leniwy
676,fleißig::A,мелень путыця,pilny
677,geizig::A,скупой,skąpy
678,klug::A,превей,mądry
679,geschickt::A,маштозь теезь,zręczny
680,lieb::A,вадря,miły
681,lustig::A,весёла,wesoły
682,sanft::A,сэтьме,łagodny
683,hungrig::A,вачо,głodny
684,krank::A,сэредиця,chory
685,nackt::A,штапо,nagi
686,traurig::A,нусманя,smutny
687,lebendig::A,эриця,żywy
688,gut::A,паро,dobry
689,schlecht::A,берянь,zły
690,richtig::A,виде,słuszny
691,richtig::A,виде,właściwy
692,schlimm::A,берянь,zły
693,wahr::A,алкуксонь,prawdziwy
694,alt::A,ташто,stary
695,neu::A,од,nowy
696,ehemalig::A,икелень,były
697,alt[Lebewesen]::A,сыре,stary
698,jung::A,од,młody
699,arm::A,кажов,ubogi
700,arm::A,кажов,biedny
701,reich::A,сюпав,bogaty
702,bekannt::A,содавикс,znany
703,berühmt::A,содавикс,słynny
704,fremd::A,лия,obcy
705,fremd::A,лия,cudzy
706,fremd::A,асодавикс,obcy
707,fremd::A,асодавикс,cudzy
708,verschieden::A,эрьва,różny
709,nah::A,а васолонь,bliski
710,fern::A,умонь,daleki
711,fern::A,кезэрень,daleki
712,linker::A,керш,lewy
713,rechter::A,вить,prawy
714,anderer::A,лия,inny
715,erster::A,васень,pierwszy
716,erster::A,васенце,pierwszy
717,zweiter::A,омбоце,drugi
718,dritter::A,колмоце,trzeci
719,letzter::A,меельце,ostatni
720,allein::ADV,башка,sam
721,allein::ADV,ськамонзо,sam
722,auf einmal::ADV,вейсэ,naraz
723,zusammen::ADV,вейс,razem
724,zusammen::ADV,вейсэ,razem
725,lange::ADV,кувать,długo
726,plötzlich::ADV,апак учо,nagle
727,sofort::ADV,курок,natychmiast
728,sofort::ADV,нейке,natychmiast
729,später::ADV,мейле,później
730,jetzt::ADV,ней,teraz
731,jetzt::ADV,ней,obecnie
732,heute::ADV,течи,dziś
733,heute::ADV,течи,dzisiaj
734,morgen::ADV,ванды,jutro
735,bald::ADV,курок,wkrótce
736,dann::ADV,мейле,potem
737,dann::ADV,седе мейле,potem
738,gestern::ADV,исяк,wczoraj
739,einst::ADV,весть,kiedyś
740,einst::ADV,весть,niegdyś
741,einst::ADV,зярдо-бути,kiedyś
742,einst::ADV,зярдо-бути,niegdyś
743,damals::ADV,сестэ,wtedy
744,damals::ADV,сестэ,wówczas
745,danach::ADV,мейле,następnie
746,danach::ADV,седе мейле,następnie
747,vorher::ADV,васняяк,przedtem
748,zuerst::ADV,васня,naprzód
749,zuerst::ADV,васня,najpierw
750,einmal::ADV,весть,raz
751,manchmal::ADV,лиясто,czasem
752,oft::ADV,сеетьстэ,często
753,immer::ADV,свал,zawsze
754,niemals::ADV,а зярдояк,nigdy
755,hier::ADV,тесэ,tu
756,hier::ADV,тесэ,tutaj
757,hierhin::ADV,тей,tu
758,von hier::ADV,тестэ,stąd
759,dort::ADV,тосо,tam
760,dorthin::ADV,тов,tam
761,geradeaus::ADV,витьстэ,prosto
762,vorwärts::ADV,икелев,naprzód
763,rückwärts::ADV,мекев,wstecz
764,zurück::ADV,мекев,z powrotem
765,unten::ADV,ало,u dołu
766,unten::ADV,ало,na dole
767,hinab::ADV,алов,na_dół
768,hinab::ADV,алов,w_dół
769,oben::ADV,вере,w górze
770,oben::ADV,вере,na górze
771,hinauf::ADV,верев,w górę
772,hinauf::ADV,верев,na górę
773,überall::ADV,эрьва косо,wszędzie
774,nicht::ADV,а,nie
775,ein wenig::ADV,аламошка,trochę
776,kaum::ADV,ансяк,ledwie
777,kaum::ADV,ансяк,prawie nie
778,sehr::ADV,пек,bardzo
779,sehr::ADV,вельть,bardzo
780,so::ADV,истя,tak
781,noch::ADV,таго,jeszcze
782,nur::ADV,ансяк,tylko
783,schon::ADV,уш,już
784,wieder::ADV,таго,znów
785,wieder::ADV,таго,znowu
786,vergebens::ADV,стяко,na próżno
787,vor::PRP,икеле,przed
788,hinter::PRP,вельде,za
789,unter::PRP,ало,pod
790,durch::PRP,пачк,przez
791,neben::PRP,вакссо,obok
792,zwischen::PRP,ютксо,między
793,wegen::PRP,кис,z powodu
794,wegen::PRP,коряс,z powodu
795,wegen::PRP,кувалт,z powodu
796,dies::PRN,те,to
797,das::PRN,те,to
798,das::PRN,тона,to
799,alles::PRN,весе,wszystko
800,alles::PRN,весемесь,wszystko
801,ich::PRN,мон,ja
802,du::PRN,тон,ty
803,er::PRN,сон,on
804,wir::PRN,минь,my
805,ihr::PRN,тынь,wy
806,sie::PRN,сынь,oni
807,was::FPRN,мезе,co
808,wer::FPRN,ки,kto
809,wo::FADV,косо,gdzie
810,wohin::FADV,ков,dokąd
811,wohin::FADV,козо,dokąd
812,wie::FADV,кода,jak
